ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
1392;AN1131A Passenger cars;Total all sectors;2015;21483.0;262.0;1535.0;0.0;0.0;23280;100.0
1393;AN1131A Passenger cars;Total all sectors;2016;23280.0;438.0;535.0;0.0;0.0;24253;102.3
1394;AN1131A Passenger cars;Total all sectors;2017;24253.0;376.0;1266.0;0.0;0.0;25895;107.5
1395;AN1131A Passenger cars;Total all sectors;2018;25895.0;857.0;1557.0;0.0;1.0;28310;113.8
1396;AN1131A Passenger cars;Total all sectors;2019;28310.0;655.0;2348.0;0.0;1.0;31314;123.0
1397;AN1131A Passenger cars;Total all sectors;2020;31314.0;980.0;-83.0;0.0;-1.0;32210;122.7
1398;AN1131A Passenger cars;Total all sectors;2021;32210.0;1163.0;-1247.0;0.0;1.0;32127;118.1
1399;AN1131A Passenger cars;Total all sectors;2022;32127.0;1858.0;-1795.0;0.0;0.0;32190;111.9
1400;AN1131A Passenger cars;The non-financial corporations sector;1995;6876.0;-8.0;505.0;13.0;0.0;7386;42.7
1401;AN1131A Passenger cars;The non-financial corporations sector;1996;7386.0;103.0;348.0;0.0;0.0;7838;44.7
1402;AN1131A Passenger cars;The non-financial corporations sector;1997;7838.0;-48.0;581.0;0.0;0.0;8371;48.0
1403;AN1131A Passenger cars;The non-financial corporations sector;1998;8371.0;85.0;672.0;0.0;0.0;9128;51.8
1404;AN1131A Passenger cars;The non-financial corporations sector;1999;9128.0;6.0;563.0;-1.0;0.0;9696;55.0
1405;AN1131A Passenger cars;The non-financial corporations sector;2000;9696.0;316.0;482.0;0.0;0.0;10495;57.7
1406;AN1131A Passenger cars;The non-financial corporations sector;2001;10495.0;154.0;675.0;0.0;0.0;11325;61.3
1407;AN1131A Passenger cars;The non-financial corporations sector;2002;11325.0;92.0;195.0;2.0;0.0;11613;62.4
1408;AN1131A Passenger cars;The non-financial corporations sector;2003;11613.0;58.0;125.0;5.0;0.0;11802;63.1
1409;AN1131A Passenger cars;The non-financial corporations sector;2004;11802.0;192.0;375.0;2085.0;0.0;14453;76.0
1410;AN1131A Passenger cars;The non-financial corporations sector;2005;14453.0;319.0;364.0;8.0;0.0;15145;78.0
1411;AN1131A Passenger cars;The non-financial corporations sector;2006;15145.0;283.0;762.0;6.0;0.0;16195;81.8
1412;AN1131A Passenger cars;The non-financial corporations sector;2007;16195.0;228.0;1058.0;6.0;0.0;17488;87.1
1413;AN1131A Passenger cars;The non-financial corporations sector;2008;17488.0;-350.0;263.0;6.0;0.0;17407;88.5
1414;AN1131A Passenger cars;The non-financial corporations sector;2009;17407.0;116.0;141.0;5.0;0.0;17669;89.2
1415;AN1131A Passenger cars;The non-financial corporations sector;2010;17669.0;20.0;-1599.0;8.0;0.0;16098;81.2
1416;AN1131A Passenger cars;The non-financial corporations sector;2011;16098.0;-227.0;389.0;1200.0;0.0;17461;89.4
1417;AN1131A Passenger cars;The non-financial corporations sector;2012;17461.0;119.0;851.0;10.0;0.0;18441;93.7
1418;AN1131A Passenger cars;The non-financial corporations sector;2013;18441.0;32.0;212.0;12.0;0.0;18697;94.9
1419;AN1131A Passenger cars;The non-financial corporations sector;2014;18697.0;97.0;-373.0;12.0;0.0;18432;93.0
1420;AN1131A Passenger cars;The non-financial corporations sector;2015;18432.0;225.0;1395.0;1.0;0.0;20052;100.0
1421;AN1131A Passenger cars;The non-financial corporations sector;2016;20052.0;377.0;405.0;19.0;1.0;20854;102.1
1422;AN1131A Passenger cars;The non-financial corporations sector;2017;20854.0;323.0;1108.0;0.0;1.0;22286;107.4
1423;AN1131A Passenger cars;The non-financial corporations sector;2018;22286.0;738.0;1415.0;0.0;0.0;24439;114.0
1424;AN1131A Passenger cars;The non-financial corporations sector;2019;24439.0;566.0;2262.0;0.0;0.0;27267;124.3
1425;AN1131A Passenger cars;The non-financial corporations sector;2020;27267.0;853.0;-140.0;0.0;0.0;27980;123.7
1426;AN1131A Passenger cars;The non-financial corporations sector;2021;27980.0;1012.0;-1336.0;0.0;1.0;27657;118.0
1427;AN1131A Passenger cars;The non-financial corporations sector;2022;27657.0;1600.0;-1834.0;0.0;0.0;27423;110.6
1428;AN1131A Passenger cars;Financial corporations;1995;1211.0;-1.0;94.0;0.0;0.0;1304;605.6
1429;AN1131A Passenger cars;Financial corporations;1996;1304.0;18.0;149.0;0.0;0.0;1471;673.9
1430;AN1131A Passenger cars;Financial corporations;1997;1471.0;-9.0;127.0;0.0;0.0;1589;732.4
1431;AN1131A Passenger cars;Financial corporations;1998;1589.0;16.0;129.0;0.0;0.0;1734;791.3
1432;AN1131A Passenger cars;Financial corporations;1999;1734.0;1.0;599.0;0.0;0.0;2335;1065.0
1433;AN1131A Passenger cars;Financial corporations;2000;2335.0;76.0;504.0;0.0;0.0;2915;1287.6
1434;AN1131A Passenger cars;Financial corporations;2001;2915.0;43.0;116.0;0.0;0.0;3074;1338.1
1435;AN1131A Passenger cars;Financial corporations;2002;3074.0;25.0;59.0;0.0;0.0;3159;1364.0
1436;AN1131A Passenger cars;Financial corporations;2003;3159.0;16.0;-7.0;0.0;0.0;3168;1361.0
1437;AN1131A Passenger cars;Financial corporations;2004;3168.0;52.0;2.0;-2083.0;0.0;1138;481.0
1438;AN1131A Passenger cars;Financial corporations;2005;1138.0;25.0;13.0;10.0;0.0;1186;490.5
1439;AN1131A Passenger cars;Financial corporations;2006;1186.0;22.0;4.0;0.0;0.0;1212;492.1
1440;AN1131A Passenger cars;Financial corporations;2007;1212.0;17.0;46.0;0.0;0.0;1276;511.0
1441;AN1131A Passenger cars;Financial corporations;2008;1276.0;-26.0;239.0;0.0;0.0;1489;608.6
1442;AN1131A Passenger cars;Financial corporations;2009;1489.0;10.0;52.0;0.0;0.0;1551;629.8
1443;AN1131A Passenger cars;Financial corporations;2010;1551.0;2.0;-57.0;0.0;0.0;1496;606.6
1444;AN1131A Passenger cars;Financial corporations;2011;1496.0;-21.0;-33.0;-1186.0;0.0;256;105.3
1445;AN1131A Passenger cars;Financial corporations;2012;256.0;2.0;-4.0;0.0;0.0;253;103.2
1446;AN1131A Passenger cars;Financial corporations;2013;253.0;0.0;-3.0;-2.0;0.0;249;101.6
1447;AN1131A Passenger cars;Financial corporations;2014;249.0;1.0;-2.0;0.0;0.0;248;100.8
1448;AN1131A Passenger cars;Financial corporations;2015;248.0;3.0;-2.0;0.0;0.0;249;100.0
1449;AN1131A Passenger cars;Financial corporations;2016;249.0;5.0;8.0;0.0;0.0;262;103.1
1450;AN1131A Passenger cars;Financial corporations;2017;262.0;4.0;24.0;0.0;0.0;290;112.5
1451;AN1131A Passenger cars;Financial corporations;2018;290.0;10.0;13.0;0.0;-1.0;312;117.0
1452;AN1131A Passenger cars;Financial corporations;2019;312.0;7.0;13.0;0.0;1.0;333;122.1
1453;AN1131A Passenger cars;Financial corporations;2020;333.0;10.0;9.0;0.0;1.0;353;125.6
1454;AN1131A Passenger cars;Financial corporations;2021;353.0;11.0;1.0;0.0;0.0;365;126.0
1455;AN1131A Passenger cars;Financial corporations;2022;365.0;21.0;-10.0;0.0;-1.0;375;122.4
1456;AN1131A Passenger cars;General government;1995;581.0;-1.0;-7.0;0.0;0.0;574;114.5
1457;AN1131A Passenger cars;General government;1996;574.0;8.0;-18.0;0.0;0.0;564;111.0
1458;AN1131A Passenger cars;General government;1997;564.0;-3.0;-2.0;0.0;0.0;557;110.2
1459;AN1131A Passenger cars;General government;1998;557.0;6.0;-20.0;0.0;0.0;544;106.5
1460;AN1131A Passenger cars;General government;1999;544.0;0.0;2.0;0.0;0.0;546;106.8
1461;AN1131A Passenger cars;General government;2000;546.0;18.0;-13.0;0.0;0.0;550;104.2
1462;AN1131A Passenger cars;General government;2001;550.0;8.0;-24.0;0.0;0.0;534;99.7
1463;AN1131A Passenger cars;General government;2002;534.0;4.0;6.0;0.0;0.0;545;101.0
1464;AN1131A Passenger cars;General government;2003;545.0;3.0;2.0;0.0;0.0;549;101.2
1465;AN1131A Passenger cars;General government;2004;549.0;9.0;-13.0;0.0;0.0;545;98.8
1466;AN1131A Passenger cars;General government;2005;545.0;12.0;-3.0;-10.0;0.0;544;96.5
1467;AN1131A Passenger cars;General government;2006;544.0;10.0;35.0;0.0;0.0;590;102.8
1468;AN1131A Passenger cars;General government;2007;590.0;8.0;1.0;0.0;0.0;599;103.0
1469;AN1131A Passenger cars;General government;2008;599.0;-12.0;9.0;0.0;0.0;596;104.6
1470;AN1131A Passenger cars;General government;2009;596.0;4.0;-24.0;0.0;0.0;576;100.4
1471;AN1131A Passenger cars;General government;2010;576.0;1.0;0.0;0.0;0.0;577;100.4
1472;AN1131A Passenger cars;General government;2011;577.0;-8.0;-4.0;0.0;0.0;564;99.5
1473;AN1131A Passenger cars;General government;2012;564.0;4.0;11.0;0.0;0.0;579;101.4
1474;AN1131A Passenger cars;General government;2013;579.0;1.0;18.0;2.0;0.0;599;104.7
1475;AN1131A Passenger cars;General government;2014;599.0;3.0;-47.0;0.0;0.0;555;96.6
1476;AN1131A Passenger cars;General government;2015;555.0;7.0;20.0;0.0;0.0;582;100.0
1477;AN1131A Passenger cars;General government;2016;582.0;11.0;55.0;0.0;0.0;648;109.3
1478;AN1131A Passenger cars;General government;2017;648.0;10.0;30.0;0.0;0.0;688;114.3
1479;AN1131A Passenger cars;General government;2018;688.0;23.0;45.0;0.0;0.0;756;121.5
1480;AN1131A Passenger cars;General government;2019;756.0;18.0;9.0;0.0;-1.0;782;122.7
1481;AN1131A Passenger cars;General government;2020;782.0;24.0;14.0;0.0;1.0;821;125.0
1482;AN1131A Passenger cars;General government;2021;821.0;30.0;-24.0;0.0;0.0;827;121.5
1483;AN1131A Passenger cars;General government;2022;827.0;48.0;-20.0;0.0;0.0;855;118.7
1484;AN1131A Passenger cars;Households including NPISHs;1995;1303.0;-1.0;53.0;-13.0;0.0;1343;65.0
1485;AN1131A Passenger cars;Households including NPISHs;1996;1343.0;19.0;53.0;0.0;0.0;1414;67.5
1486;AN1131A Passenger cars;Households including NPISHs;1997;1414.0;-9.0;91.0;0.0;0.0;1497;71.9
1487;AN1131A Passenger cars;Households including NPISHs;1998;1497.0;15.0;117.0;0.0;0.0;1629;77.5
1488;AN1131A Passenger cars;Households including NPISHs;1999;1629.0;1.0;96.0;1.0;0.0;1727;82.1
1489;AN1131A Passenger cars;Households including NPISHs;2000;1727.0;56.0;52.0;0.0;0.0;1834;84.4
1490;AN1131A Passenger cars;Households including NPISHs;2001;1834.0;27.0;57.0;0.0;0.0;1918;87.0
1491;AN1131A Passenger cars;Households including NPISHs;2002;1918.0;16.0;-5.0;-2.0;0.0;1926;86.6
1492;AN1131A Passenger cars;Households including NPISHs;2003;1926.0;10.0;-22.0;-5.0;0.0;1908;85.4
1493;AN1131A Passenger cars;Households including NPISHs;2004;1908.0;31.0;-6.0;-2.0;0.0;1932;85.1
1494;AN1131A Passenger cars;Households including NPISHs;2005;1932.0;43.0;87.0;-8.0;0.0;2052;88.4
1495;AN1131A Passenger cars;Households including NPISHs;2006;2052.0;38.0;92.0;-6.0;0.0;2177;92.1
1496;AN1131A Passenger cars;Households including NPISHs;2007;2177.0;31.0;138.0;-6.0;0.0;2339;97.5
1497;AN1131A Passenger cars;Households including NPISHs;2008;2339.0;-47.0;56.0;-6.0;0.0;2343;99.7
1498;AN1131A Passenger cars;Households including NPISHs;2009;2343.0;16.0;-136.0;-5.0;0.0;2217;93.7
1499;AN1131A Passenger cars;Households including NPISHs;2010;2217.0;3.0;-97.0;-8.0;0.0;2114;89.2
1500;AN1131A Passenger cars;Households including NPISHs;2011;2114.0;-30.0;82.0;-14.0;0.0;2152;92.1
1501;AN1131A Passenger cars;Households including NPISHs;2012;2152.0;15.0;78.0;-10.0;0.0;2234;95.0
1502;AN1131A Passenger cars;Households including NPISHs;2013;2234.0;4.0;50.0;-12.0;0.0;2276;96.6
1503;AN1131A Passenger cars;Households including NPISHs;2014;2276.0;12.0;-27.0;-12.0;0.0;2249;95.0
1504;AN1131A Passenger cars;Households including NPISHs;2015;2249.0;27.0;121.0;-1.0;0.0;2397;100.0
1505;AN1131A Passenger cars;Households including NPISHs;2016;2397.0;45.0;67.0;-19.0;0.0;2490;102.0
1506;AN1131A Passenger cars;Households including NPISHs;2017;2490.0;39.0;103.0;0.0;-1.0;2631;106.1
1507;AN1131A Passenger cars;Households including NPISHs;2018;2631.0;87.0;84.0;0.0;0.0;2802;109.4
1508;AN1131A Passenger cars;Households including NPISHs;2019;2802.0;65.0;65.0;0.0;0.0;2932;111.8
1509;AN1131A Passenger cars;Households including NPISHs;2020;2932.0;92.0;33.0;0.0;-1.0;3056;113.0
1510;AN1131A Passenger cars;Households including NPISHs;2021;3056.0;110.0;112.0;0.0;0.0;3278;117.0
1511;AN1131A Passenger cars;Households including NPISHs;2022;3278.0;190.0;69.0;0.0;0.0;3537;119.3
1512;AN1131A Passenger cars;Households;1995;1251.0;-1.0;53.0;-13.0;0.0;1290;63.4
1513;AN1131A Passenger cars;Households;1996;1290.0;18.0;58.0;0.0;0.0;1365;66.1
1514;AN1131A Passenger cars;Households;1997;1365.0;-8.0;95.0;0.0;0.0;1452;70.8
1515;AN1131A Passenger cars;Households;1998;1452.0;15.0;119.0;0.0;0.0;1586;76.5
1516;AN1131A Passenger cars;Households;1999;1586.0;1.0;98.0;0.0;0.0;1685;81.2
1517;AN1131A Passenger cars;Households;2000;1685.0;55.0;53.0;0.0;0.0;1792;83.7
1518;AN1131A Passenger cars;Households;2001;1792.0;26.0;60.0;0.0;0.0;1879;86.5
1519;AN1131A Passenger cars;Households;2002;1879.0;15.0;-2.0;-2.0;0.0;1889;86.2
1520;AN1131A Passenger cars;Households;2003;1889.0;9.0;-19.0;-5.0;0.0;1874;85.1
1521;AN1131A Passenger cars;Households;2004;1874.0;30.0;-5.0;-2.0;0.0;1898;84.9
1522;AN1131A Passenger cars;Households;2005;1898.0;42.0;86.0;-8.0;0.0;2018;88.3
1523;AN1131A Passenger cars;Households;2006;2018.0;38.0;92.0;-6.0;0.0;2142;92.0
1524;AN1131A Passenger cars;Households;2007;2142.0;30.0;137.0;-6.0;0.0;2303;97.5
1525;AN1131A Passenger cars;Households;2008;2303.0;-46.0;56.0;-6.0;0.0;2308;99.7
1526;AN1131A Passenger cars;Households;2009;2308.0;15.0;-136.0;-5.0;0.0;2182;93.7
1527;AN1131A Passenger cars;Households;2010;2182.0;2.0;-97.0;-8.0;0.0;2079;89.2
1528;AN1131A Passenger cars;Households;2011;2079.0;-29.0;78.0;-14.0;0.0;2114;92.0
1529;AN1131A Passenger cars;Households;2012;2114.0;14.0;78.0;-10.0;0.0;2197;94.9
1530;AN1131A Passenger cars;Households;2013;2197.0;4.0;51.0;-12.0;0.0;2240;96.6
1531;AN1131A Passenger cars;Households;2014;2240.0;12.0;-28.0;-12.0;0.0;2211;94.9
1532;AN1131A Passenger cars;Households;2015;2211.0;27.0;123.0;-1.0;0.0;2359;100.0
1533;AN1131A Passenger cars;Households;2016;2359.0;44.0;67.0;-19.0;1.0;2452;102.0
1534;AN1131A Passenger cars;Households;2017;2452.0;38.0;103.0;0.0;-1.0;2592;106.2
1535;AN1131A Passenger cars;Households;2018;2592.0;86.0;83.0;0.0;0.0;2761;109.5
1536;AN1131A Passenger cars;Households;2019;2761.0;64.0;66.0;0.0;0.0;2891;112.1
1537;AN1131A Passenger cars;Households;2020;2891.0;90.0;33.0;0.0;1.0;3015;113.3
1538;AN1131A Passenger cars;Households;2021;3015.0;109.0;114.0;0.0;0.0;3238;117.5
1539;AN1131A Passenger cars;Households;2022;3238.0;187.0;71.0;0.0;1.0;3497;120.0
1540;AN1131A Passenger cars;Non-profit institutions serv. households;1995;52.0;0.0;2.0;0.0;0.0;53;158.1
1541;AN1131A Passenger cars;Non-profit institutions serv. households;1996;53.0;1.0;-5.0;0.0;0.0;49;143.5
1542;AN1131A Passenger cars;Non-profit institutions serv. households;1997;49.0;0.0;-4.0;0.0;0.0;45;131.8
1543;AN1131A Passenger cars;Non-profit institutions serv. households;1998;45.0;0.0;-3.0;0.0;0.0;43;125.9
1544;AN1131A Passenger cars;Non-profit institutions serv. households;1999;43.0;0.0;-1.0;1.0;0.0;42;123.0
1545;AN1131A Passenger cars;Non-profit institutions serv. households;2000;42.0;1.0;-1.0;0.0;0.0;42;120.1
1546;AN1131A Passenger cars;Non-profit institutions serv. households;2001;42.0;1.0;-4.0;0.0;0.0;39;108.9
1547;AN1131A Passenger cars;Non-profit institutions serv. households;2002;39.0;0.0;-2.0;0.0;0.0;37;103.4
1548;AN1131A Passenger cars;Non-profit institutions serv. households;2003;37.0;0.0;-3.0;0.0;0.0;34;95.0
1549;AN1131A Passenger cars;Non-profit institutions serv. households;2004;34.0;1.0;-1.0;0.0;0.0;33;89.5
1550;AN1131A Passenger cars;Non-profit institutions serv. households;2005;33.0;1.0;0.0;0.0;0.0;34;89.5
1551;AN1131A Passenger cars;Non-profit institutions serv. households;2006;34.0;1.0;0.0;0.0;0.0;34;87.0
1552;AN1131A Passenger cars;Non-profit institutions serv. households;2007;34.0;0.0;1.0;0.0;0.0;36;92.1
1553;AN1131A Passenger cars;Non-profit institutions serv. households;2008;36.0;-1.0;1.0;0.0;0.0;36;94.7
1554;AN1131A Passenger cars;Non-profit institutions serv. households;2009;36.0;0.0;0.0;0.0;0.0;35;92.1
1555;AN1131A Passenger cars;Non-profit institutions serv. households;2010;35.0;0.0;0.0;0.0;0.0;35;92.1
1556;AN1131A Passenger cars;Non-profit institutions serv. households;2011;35.0;0.0;2.0;0.0;0.0;37;97.4
1557;AN1131A Passenger cars;Non-profit institutions serv. households;2012;37.0;0.0;0.0;0.0;0.0;37;97.4
1558;AN1131A Passenger cars;Non-profit institutions serv. households;2013;37.0;0.0;-1.0;0.0;0.0;37;97.4
1559;AN1131A Passenger cars;Non-profit institutions serv. households;2014;37.0;0.0;1.0;0.0;0.0;38;100.0
1560;AN1131A Passenger cars;Non-profit institutions serv. households;2015;38.0;0.0;-1.0;0.0;0.0;38;100.0
1561;AN1131A Passenger cars;Non-profit institutions serv. households;2016;38.0;1.0;0.0;0.0;-1.0;38;97.4
1562;AN1131A Passenger cars;Non-profit institutions serv. households;2017;38.0;1.0;0.0;0.0;-1.0;38;94.9
1563;AN1131A Passenger cars;Non-profit institutions serv. households;2018;38.0;1.0;1.0;0.0;1.0;41;99.8
1564;AN1131A Passenger cars;Non-profit institutions serv. households;2019;41.0;1.0;-2.0;0.0;0.0;40;95.1
1565;AN1131A Passenger cars;Non-profit institutions serv. households;2020;40.0;1.0;0.0;0.0;0.0;41;95.1
1566;AN1131A Passenger cars;Non-profit institutions serv. households;2021;41.0;1.0;-3.0;0.0;1.0;40;90.5
1567;AN1131A Passenger cars;Non-profit institutions serv. households;2022;40.0;2.0;-4.0;0.0;1.0;39;84.1
1568;AN1131B Other road transport equipment;Total all sectors;1995;7329.0;84.0;95.0;0.0;0.0;7508;91.1
1569;AN1131B Other road transport equipment;Total all sectors;1996;7508.0;31.0;-115.0;0.0;0.0;7424;89.7
1570;AN1131B Other road transport equipment;Total all sectors;1997;7424.0;-87.0;-131.0;0.0;0.0;7207;88.1
1571;AN1131B Other road transport equipment;Total all sectors;1998;7207.0;-52.0;257.0;0.0;0.0;7412;91.3
1572;AN1131B Other road transport equipment;Total all sectors;1999;7412.0;-10.0;457.0;0.0;0.0;7859;96.9
1573;AN1131B Other road transport equipment;Total all sectors;2000;7859.0;160.0;74.0;0.0;0.0;8092;97.8
1574;AN1131B Other road transport equipment;Total all sectors;2001;8092.0;41.0;7.0;0.0;0.0;8140;97.9
1575;AN1131B Other road transport equipment;Total all sectors;2002;8140.0;53.0;-219.0;0.0;0.0;7973;95.3
1576;AN1131B Other road transport equipment;Total all sectors;2003;7973.0;27.0;-217.0;0.0;0.0;7784;92.7
1577;AN1131B Other road transport equipment;Total all sectors;2004;7784.0;46.0;23.0;0.0;0.0;7854;93.0
1578;AN1131B Other road transport equipment;Total all sectors;2005;7854.0;110.0;-238.0;0.0;0.0;7725;90.2
1579;AN1131B Other road transport equipment;Total all sectors;2006;7725.0;50.0;-19.0;0.0;0.0;7757;90.0
1580;AN1131B Other road transport equipment;Total all sectors;2007;7757.0;176.0;-7.0;0.0;0.0;7926;89.9
1581;AN1131B Other road transport equipment;Total all sectors;2008;7926.0;239.0;685.0;0.0;0.0;8850;97.5
1582;AN1131B Other road transport equipment;Total all sectors;2009;8850.0;37.0;-230.0;0.0;0.0;8657;94.9
1583;AN1131B Other road transport equipment;Total all sectors;2010;8657.0;253.0;-292.0;0.0;0.0;8618;91.8
1584;AN1131B Other road transport equipment;Total all sectors;2011;8618.0;98.0;116.0;0.0;0.0;8832;93.0
1585;AN1131B Other road transport equipment;Total all sectors;2012;8832.0;119.0;120.0;0.0;0.0;9071;94.3
1586;AN1131B Other road transport equipment;Total all sectors;2013;9071.0;132.0;-112.0;0.0;0.0;9091;93.1
1587;AN1131B Other road transport equipment;Total all sectors;2014;9091.0;-32.0;214.0;0.0;0.0;9273;95.3
1588;AN1131B Other road transport equipment;Total all sectors;2015;9273.0;30.0;454.0;0.0;0.0;9757;100.0
