ID;InstitutionalSectors;AssetsAndLiabilities;FinancialInstruments;StocksAndFlows;Periods;FinancialTransactionsAndBalanceSheet_1
7995;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2016 1st quarter;61641
7996;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2016 2nd quarter;56731
7997;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2016 3rd quarter;59205
7998;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2016 4th quarter;60957
7999;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2016;60957
8000;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2017 1st quarter;62587
8001;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2017 2nd quarter;62079
8002;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2017 3rd quarter;62415
8003;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2017 4th quarter;62328
8004;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2017;62328
8005;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2018 1st quarter;61745
8006;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2018 2nd quarter;61090
8007;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2018 3rd quarter;61884
8008;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2018 4th quarter;60819
8009;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2018;60819
8010;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2019 1st quarter;61022
8011;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2019 2nd quarter;60250
8012;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2019 3rd quarter;59585
8013;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2019 4th quarter;61436
8014;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2019;61436
8015;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2020 1st quarter;52668
8016;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2020 2nd quarter;51743
8017;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2020 3rd quarter;51055
8018;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2020 4th quarter;50982
8019;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2020;50982
8020;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2021 1st quarter;52662
8021;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2021 2nd quarter;52381
8022;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2021 3rd quarter;53717
8023;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2021 4th quarter;55227
8024;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2021;55227
8025;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2022 1st quarter;55663
8026;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2022 2nd quarter;56027
8027;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2022 3rd quarter;56437
8028;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2022 4th quarter;61205
8029;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2022;61205
8030;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2023 1st quarter;62181
8031;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2023 2nd quarter;63531
8032;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2023 3rd quarter;63255
8033;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2023 4th quarter;63583
8034;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2023;63583
8035;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2024 1st quarter;64570
8036;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2024 2nd quarter;64623
8037;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2024 3rd quarter;65145
8038;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2024 4th quarter;65384
8039;General government;Assets;AF512 Unlisted shares;Closing balance sheet;2024;65384
8040;General government;Assets;AF519 Other equity;Opening balance sheet;1995;22017
8041;General government;Assets;AF519 Other equity;Opening balance sheet;1996;17277
8042;General government;Assets;AF519 Other equity;Opening balance sheet;1997;18774
8043;General government;Assets;AF519 Other equity;Opening balance sheet;1998;19853
8044;General government;Assets;AF519 Other equity;Opening balance sheet;1999 1st quarter;16026
8045;General government;Assets;AF519 Other equity;Opening balance sheet;1999 2nd quarter;18767
8046;General government;Assets;AF519 Other equity;Opening balance sheet;1999 3rd quarter;17998
8047;General government;Assets;AF519 Other equity;Opening balance sheet;1999 4th quarter;17776
8048;General government;Assets;AF519 Other equity;Opening balance sheet;1999;16026
8049;General government;Assets;AF519 Other equity;Opening balance sheet;2000 1st quarter;18299
8050;General government;Assets;AF519 Other equity;Opening balance sheet;2000 2nd quarter;18263
8051;General government;Assets;AF519 Other equity;Opening balance sheet;2000 3rd quarter;19122
8052;General government;Assets;AF519 Other equity;Opening balance sheet;2000 4th quarter;20559
8053;General government;Assets;AF519 Other equity;Opening balance sheet;2000;18299
8054;General government;Assets;AF519 Other equity;Opening balance sheet;2001 1st quarter;20270
8055;General government;Assets;AF519 Other equity;Opening balance sheet;2001 2nd quarter;19735
8056;General government;Assets;AF519 Other equity;Opening balance sheet;2001 3rd quarter;19446
8057;General government;Assets;AF519 Other equity;Opening balance sheet;2001 4th quarter;17705
8058;General government;Assets;AF519 Other equity;Opening balance sheet;2001;20270
8059;General government;Assets;AF519 Other equity;Opening balance sheet;2002 1st quarter;16659
8060;General government;Assets;AF519 Other equity;Opening balance sheet;2002 2nd quarter;16304
8061;General government;Assets;AF519 Other equity;Opening balance sheet;2002 3rd quarter;15386
8062;General government;Assets;AF519 Other equity;Opening balance sheet;2002 4th quarter;15887
8063;General government;Assets;AF519 Other equity;Opening balance sheet;2002;16659
8064;General government;Assets;AF519 Other equity;Opening balance sheet;2003 1st quarter;15381
8065;General government;Assets;AF519 Other equity;Opening balance sheet;2003 2nd quarter;14325
8066;General government;Assets;AF519 Other equity;Opening balance sheet;2003 3rd quarter;14759
8067;General government;Assets;AF519 Other equity;Opening balance sheet;2003 4th quarter;15639
8068;General government;Assets;AF519 Other equity;Opening balance sheet;2003;15381
8069;General government;Assets;AF519 Other equity;Opening balance sheet;2004 1st quarter;14696
8070;General government;Assets;AF519 Other equity;Opening balance sheet;2004 2nd quarter;14978
8071;General government;Assets;AF519 Other equity;Opening balance sheet;2004 3rd quarter;13785
8072;General government;Assets;AF519 Other equity;Opening balance sheet;2004 4th quarter;13221
8073;General government;Assets;AF519 Other equity;Opening balance sheet;2004;14696
8074;General government;Assets;AF519 Other equity;Opening balance sheet;2005 1st quarter;14783
8075;General government;Assets;AF519 Other equity;Opening balance sheet;2005 2nd quarter;14784
8076;General government;Assets;AF519 Other equity;Opening balance sheet;2005 3rd quarter;16085
8077;General government;Assets;AF519 Other equity;Opening balance sheet;2005 4th quarter;17037
8078;General government;Assets;AF519 Other equity;Opening balance sheet;2005;14783
8079;General government;Assets;AF519 Other equity;Opening balance sheet;2006 1st quarter;17428
8080;General government;Assets;AF519 Other equity;Opening balance sheet;2006 2nd quarter;18481
8081;General government;Assets;AF519 Other equity;Opening balance sheet;2006 3rd quarter;18306
8082;General government;Assets;AF519 Other equity;Opening balance sheet;2006 4th quarter;18797
8083;General government;Assets;AF519 Other equity;Opening balance sheet;2006;17428
8084;General government;Assets;AF519 Other equity;Opening balance sheet;2007 1st quarter;18416
8085;General government;Assets;AF519 Other equity;Opening balance sheet;2007 2nd quarter;18221
8086;General government;Assets;AF519 Other equity;Opening balance sheet;2007 3rd quarter;17339
8087;General government;Assets;AF519 Other equity;Opening balance sheet;2007 4th quarter;18909
8088;General government;Assets;AF519 Other equity;Opening balance sheet;2007;18416
8089;General government;Assets;AF519 Other equity;Opening balance sheet;2008 1st quarter;20340
8090;General government;Assets;AF519 Other equity;Opening balance sheet;2008 2nd quarter;20776
8091;General government;Assets;AF519 Other equity;Opening balance sheet;2008 3rd quarter;19931
8092;General government;Assets;AF519 Other equity;Opening balance sheet;2008 4th quarter;21283
8093;General government;Assets;AF519 Other equity;Opening balance sheet;2008;20340
8094;General government;Assets;AF519 Other equity;Opening balance sheet;2009 1st quarter;21642
8095;General government;Assets;AF519 Other equity;Opening balance sheet;2009 2nd quarter;22200
8096;General government;Assets;AF519 Other equity;Opening balance sheet;2009 3rd quarter;21827
8097;General government;Assets;AF519 Other equity;Opening balance sheet;2009 4th quarter;22661
8098;General government;Assets;AF519 Other equity;Opening balance sheet;2009;21642
8099;General government;Assets;AF519 Other equity;Opening balance sheet;2010 1st quarter;23891
8100;General government;Assets;AF519 Other equity;Opening balance sheet;2010 2nd quarter;24226
8101;General government;Assets;AF519 Other equity;Opening balance sheet;2010 3rd quarter;29141
8102;General government;Assets;AF519 Other equity;Opening balance sheet;2010 4th quarter;28554
8103;General government;Assets;AF519 Other equity;Opening balance sheet;2010;23891
8104;General government;Assets;AF519 Other equity;Opening balance sheet;2011 1st quarter;29612
8105;General government;Assets;AF519 Other equity;Opening balance sheet;2011 2nd quarter;28111
8106;General government;Assets;AF519 Other equity;Opening balance sheet;2011 3rd quarter;28867
8107;General government;Assets;AF519 Other equity;Opening balance sheet;2011 4th quarter;32109
8108;General government;Assets;AF519 Other equity;Opening balance sheet;2011;29612
8109;General government;Assets;AF519 Other equity;Opening balance sheet;2012 1st quarter;32769
8110;General government;Assets;AF519 Other equity;Opening balance sheet;2012 2nd quarter;33403
8111;General government;Assets;AF519 Other equity;Opening balance sheet;2012 3rd quarter;34044
8112;General government;Assets;AF519 Other equity;Opening balance sheet;2012 4th quarter;37332
8113;General government;Assets;AF519 Other equity;Opening balance sheet;2012;32769
8114;General government;Assets;AF519 Other equity;Opening balance sheet;2013 1st quarter;37434
8115;General government;Assets;AF519 Other equity;Opening balance sheet;2013 2nd quarter;35477
8116;General government;Assets;AF519 Other equity;Opening balance sheet;2013 3rd quarter;29965
8117;General government;Assets;AF519 Other equity;Opening balance sheet;2013 4th quarter;31988
8118;General government;Assets;AF519 Other equity;Opening balance sheet;2013;37434
8119;General government;Assets;AF519 Other equity;Opening balance sheet;2014 1st quarter;31404
8120;General government;Assets;AF519 Other equity;Opening balance sheet;2014 2nd quarter;31334
8121;General government;Assets;AF519 Other equity;Opening balance sheet;2014 3rd quarter;32822
8122;General government;Assets;AF519 Other equity;Opening balance sheet;2014 4th quarter;33337
8123;General government;Assets;AF519 Other equity;Opening balance sheet;2014;31404
8124;General government;Assets;AF519 Other equity;Opening balance sheet;2015 1st quarter;35067
8125;General government;Assets;AF519 Other equity;Opening balance sheet;2015 2nd quarter;36826
8126;General government;Assets;AF519 Other equity;Opening balance sheet;2015 3rd quarter;35666
8127;General government;Assets;AF519 Other equity;Opening balance sheet;2015 4th quarter;35336
8128;General government;Assets;AF519 Other equity;Opening balance sheet;2015;35067
8129;General government;Assets;AF519 Other equity;Opening balance sheet;2016 1st quarter;35052
8130;General government;Assets;AF519 Other equity;Opening balance sheet;2016 2nd quarter;38320
8131;General government;Assets;AF519 Other equity;Opening balance sheet;2016 3rd quarter;41542
8132;General government;Assets;AF519 Other equity;Opening balance sheet;2016 4th quarter;41716
8133;General government;Assets;AF519 Other equity;Opening balance sheet;2016;35052
8134;General government;Assets;AF519 Other equity;Opening balance sheet;2017 1st quarter;38918
8135;General government;Assets;AF519 Other equity;Opening balance sheet;2017 2nd quarter;39274
8136;General government;Assets;AF519 Other equity;Opening balance sheet;2017 3rd quarter;36839
8137;General government;Assets;AF519 Other equity;Opening balance sheet;2017 4th quarter;38069
8138;General government;Assets;AF519 Other equity;Opening balance sheet;2017;38918
8139;General government;Assets;AF519 Other equity;Opening balance sheet;2018 1st quarter;38237
8140;General government;Assets;AF519 Other equity;Opening balance sheet;2018 2nd quarter;37657
8141;General government;Assets;AF519 Other equity;Opening balance sheet;2018 3rd quarter;38878
8142;General government;Assets;AF519 Other equity;Opening balance sheet;2018 4th quarter;37087
8143;General government;Assets;AF519 Other equity;Opening balance sheet;2018;38237
8144;General government;Assets;AF519 Other equity;Opening balance sheet;2019 1st quarter;40224
8145;General government;Assets;AF519 Other equity;Opening balance sheet;2019 2nd quarter;42729
8146;General government;Assets;AF519 Other equity;Opening balance sheet;2019 3rd quarter;47336
8147;General government;Assets;AF519 Other equity;Opening balance sheet;2019 4th quarter;52484
8148;General government;Assets;AF519 Other equity;Opening balance sheet;2019;40224
8149;General government;Assets;AF519 Other equity;Opening balance sheet;2020 1st quarter;48936
8150;General government;Assets;AF519 Other equity;Opening balance sheet;2020 2nd quarter;52089
8151;General government;Assets;AF519 Other equity;Opening balance sheet;2020 3rd quarter;55992
8152;General government;Assets;AF519 Other equity;Opening balance sheet;2020 4th quarter;57523
8153;General government;Assets;AF519 Other equity;Opening balance sheet;2020;48936
8154;General government;Assets;AF519 Other equity;Opening balance sheet;2021 1st quarter;56734
8155;General government;Assets;AF519 Other equity;Opening balance sheet;2021 2nd quarter;51442
8156;General government;Assets;AF519 Other equity;Opening balance sheet;2021 3rd quarter;51912
8157;General government;Assets;AF519 Other equity;Opening balance sheet;2021 4th quarter;52123
8158;General government;Assets;AF519 Other equity;Opening balance sheet;2021;56734
8159;General government;Assets;AF519 Other equity;Opening balance sheet;2022 1st quarter;54717
8160;General government;Assets;AF519 Other equity;Opening balance sheet;2022 2nd quarter;44754
8161;General government;Assets;AF519 Other equity;Opening balance sheet;2022 3rd quarter;31476
8162;General government;Assets;AF519 Other equity;Opening balance sheet;2022 4th quarter;22981
8163;General government;Assets;AF519 Other equity;Opening balance sheet;2022;54717
8164;General government;Assets;AF519 Other equity;Opening balance sheet;2023 1st quarter;19874
8165;General government;Assets;AF519 Other equity;Opening balance sheet;2023 2nd quarter;23325
8166;General government;Assets;AF519 Other equity;Opening balance sheet;2023 3rd quarter;21563
8167;General government;Assets;AF519 Other equity;Opening balance sheet;2023 4th quarter;18292
8168;General government;Assets;AF519 Other equity;Opening balance sheet;2023;19874
8169;General government;Assets;AF519 Other equity;Opening balance sheet;2024 1st quarter;30760
8170;General government;Assets;AF519 Other equity;Opening balance sheet;2024 2nd quarter;30042
8171;General government;Assets;AF519 Other equity;Opening balance sheet;2024 3rd quarter;30974
8172;General government;Assets;AF519 Other equity;Opening balance sheet;2024 4th quarter;39119
8173;General government;Assets;AF519 Other equity;Opening balance sheet;2024;30760
8174;General government;Assets;AF519 Other equity;Financial transactions;1995;-2761
8175;General government;Assets;AF519 Other equity;Financial transactions;1996;-8
8176;General government;Assets;AF519 Other equity;Financial transactions;1997;0
8177;General government;Assets;AF519 Other equity;Financial transactions;1998;-2450
8178;General government;Assets;AF519 Other equity;Financial transactions;1999 1st quarter;17
8179;General government;Assets;AF519 Other equity;Financial transactions;1999 2nd quarter;19
8180;General government;Assets;AF519 Other equity;Financial transactions;1999 3rd quarter;16
8181;General government;Assets;AF519 Other equity;Financial transactions;1999 4th quarter;18
8182;General government;Assets;AF519 Other equity;Financial transactions;1999;70
8183;General government;Assets;AF519 Other equity;Financial transactions;2000 1st quarter;-20
8184;General government;Assets;AF519 Other equity;Financial transactions;2000 2nd quarter;-18
8185;General government;Assets;AF519 Other equity;Financial transactions;2000 3rd quarter;-20
8186;General government;Assets;AF519 Other equity;Financial transactions;2000 4th quarter;-20
8187;General government;Assets;AF519 Other equity;Financial transactions;2000;-78
8188;General government;Assets;AF519 Other equity;Financial transactions;2001 1st quarter;11
8189;General government;Assets;AF519 Other equity;Financial transactions;2001 2nd quarter;11
8190;General government;Assets;AF519 Other equity;Financial transactions;2001 3rd quarter;11
8191;General government;Assets;AF519 Other equity;Financial transactions;2001 4th quarter;12
8192;General government;Assets;AF519 Other equity;Financial transactions;2001;45
8193;General government;Assets;AF519 Other equity;Financial transactions;2002 1st quarter;-551
8194;General government;Assets;AF519 Other equity;Financial transactions;2002 2nd quarter;-24
8195;General government;Assets;AF519 Other equity;Financial transactions;2002 3rd quarter;-25
8196;General government;Assets;AF519 Other equity;Financial transactions;2002 4th quarter;-24
8197;General government;Assets;AF519 Other equity;Financial transactions;2002;-624
8198;General government;Assets;AF519 Other equity;Financial transactions;2003 1st quarter;-28
8199;General government;Assets;AF519 Other equity;Financial transactions;2003 2nd quarter;-1
8200;General government;Assets;AF519 Other equity;Financial transactions;2003 3rd quarter;-1
8201;General government;Assets;AF519 Other equity;Financial transactions;2003 4th quarter;-1
8202;General government;Assets;AF519 Other equity;Financial transactions;2003;-31
8203;General government;Assets;AF519 Other equity;Financial transactions;2004 1st quarter;-36
8204;General government;Assets;AF519 Other equity;Financial transactions;2004 2nd quarter;0
8205;General government;Assets;AF519 Other equity;Financial transactions;2004 3rd quarter;0
8206;General government;Assets;AF519 Other equity;Financial transactions;2004 4th quarter;0
8207;General government;Assets;AF519 Other equity;Financial transactions;2004;-36
8208;General government;Assets;AF519 Other equity;Financial transactions;2005 1st quarter;-3
8209;General government;Assets;AF519 Other equity;Financial transactions;2005 2nd quarter;0
8210;General government;Assets;AF519 Other equity;Financial transactions;2005 3rd quarter;0
8211;General government;Assets;AF519 Other equity;Financial transactions;2005 4th quarter;0
8212;General government;Assets;AF519 Other equity;Financial transactions;2005;-3
8213;General government;Assets;AF519 Other equity;Financial transactions;2006 1st quarter;38
8214;General government;Assets;AF519 Other equity;Financial transactions;2006 2nd quarter;-277
8215;General government;Assets;AF519 Other equity;Financial transactions;2006 3rd quarter;0
8216;General government;Assets;AF519 Other equity;Financial transactions;2006 4th quarter;-61
8217;General government;Assets;AF519 Other equity;Financial transactions;2006;-300
8218;General government;Assets;AF519 Other equity;Financial transactions;2007 1st quarter;-11
8219;General government;Assets;AF519 Other equity;Financial transactions;2007 2nd quarter;-13
8220;General government;Assets;AF519 Other equity;Financial transactions;2007 3rd quarter;-16
8221;General government;Assets;AF519 Other equity;Financial transactions;2007 4th quarter;-161
8222;General government;Assets;AF519 Other equity;Financial transactions;2007;-201
8223;General government;Assets;AF519 Other equity;Financial transactions;2008 1st quarter;-4
8224;General government;Assets;AF519 Other equity;Financial transactions;2008 2nd quarter;-4
8225;General government;Assets;AF519 Other equity;Financial transactions;2008 3rd quarter;-4
8226;General government;Assets;AF519 Other equity;Financial transactions;2008 4th quarter;-4
8227;General government;Assets;AF519 Other equity;Financial transactions;2008;-16
8228;General government;Assets;AF519 Other equity;Financial transactions;2009 1st quarter;0
8229;General government;Assets;AF519 Other equity;Financial transactions;2009 2nd quarter;0
8230;General government;Assets;AF519 Other equity;Financial transactions;2009 3rd quarter;-11
8231;General government;Assets;AF519 Other equity;Financial transactions;2009 4th quarter;-17
8232;General government;Assets;AF519 Other equity;Financial transactions;2009;-28
8233;General government;Assets;AF519 Other equity;Financial transactions;2010 1st quarter;-278
8234;General government;Assets;AF519 Other equity;Financial transactions;2010 2nd quarter;-2
8235;General government;Assets;AF519 Other equity;Financial transactions;2010 3rd quarter;-2
8236;General government;Assets;AF519 Other equity;Financial transactions;2010 4th quarter;-2
8237;General government;Assets;AF519 Other equity;Financial transactions;2010;-284
8238;General government;Assets;AF519 Other equity;Financial transactions;2011 1st quarter;-543
8239;General government;Assets;AF519 Other equity;Financial transactions;2011 2nd quarter;4
8240;General government;Assets;AF519 Other equity;Financial transactions;2011 3rd quarter;6
8241;General government;Assets;AF519 Other equity;Financial transactions;2011 4th quarter;6
8242;General government;Assets;AF519 Other equity;Financial transactions;2011;-527
8243;General government;Assets;AF519 Other equity;Financial transactions;2012 1st quarter;8
8244;General government;Assets;AF519 Other equity;Financial transactions;2012 2nd quarter;17
8245;General government;Assets;AF519 Other equity;Financial transactions;2012 3rd quarter;5
8246;General government;Assets;AF519 Other equity;Financial transactions;2012 4th quarter;1846
8247;General government;Assets;AF519 Other equity;Financial transactions;2012;1876
8248;General government;Assets;AF519 Other equity;Financial transactions;2013 1st quarter;263
8249;General government;Assets;AF519 Other equity;Financial transactions;2013 2nd quarter;925
8250;General government;Assets;AF519 Other equity;Financial transactions;2013 3rd quarter;6
8251;General government;Assets;AF519 Other equity;Financial transactions;2013 4th quarter;922
8252;General government;Assets;AF519 Other equity;Financial transactions;2013;2116
8253;General government;Assets;AF519 Other equity;Financial transactions;2014 1st quarter;-26
8254;General government;Assets;AF519 Other equity;Financial transactions;2014 2nd quarter;919
8255;General government;Assets;AF519 Other equity;Financial transactions;2014 3rd quarter;4
8256;General government;Assets;AF519 Other equity;Financial transactions;2014 4th quarter;14
8257;General government;Assets;AF519 Other equity;Financial transactions;2014;911
8258;General government;Assets;AF519 Other equity;Financial transactions;2015 1st quarter;-350
8259;General government;Assets;AF519 Other equity;Financial transactions;2015 2nd quarter;-49
8260;General government;Assets;AF519 Other equity;Financial transactions;2015 3rd quarter;-51
8261;General government;Assets;AF519 Other equity;Financial transactions;2015 4th quarter;-45
8262;General government;Assets;AF519 Other equity;Financial transactions;2015;-495
8263;General government;Assets;AF519 Other equity;Financial transactions;2016 1st quarter;-2
8264;General government;Assets;AF519 Other equity;Financial transactions;2016 2nd quarter;-3
8265;General government;Assets;AF519 Other equity;Financial transactions;2016 3rd quarter;-4
8266;General government;Assets;AF519 Other equity;Financial transactions;2016 4th quarter;37
8267;General government;Assets;AF519 Other equity;Financial transactions;2016;28
8268;General government;Assets;AF519 Other equity;Financial transactions;2017 1st quarter;-6
8269;General government;Assets;AF519 Other equity;Financial transactions;2017 2nd quarter;-3
8270;General government;Assets;AF519 Other equity;Financial transactions;2017 3rd quarter;-3
8271;General government;Assets;AF519 Other equity;Financial transactions;2017 4th quarter;31
8272;General government;Assets;AF519 Other equity;Financial transactions;2017;19
8273;General government;Assets;AF519 Other equity;Financial transactions;2018 1st quarter;-1
8274;General government;Assets;AF519 Other equity;Financial transactions;2018 2nd quarter;-1
8275;General government;Assets;AF519 Other equity;Financial transactions;2018 3rd quarter;0
8276;General government;Assets;AF519 Other equity;Financial transactions;2018 4th quarter;32
8277;General government;Assets;AF519 Other equity;Financial transactions;2018;30
8278;General government;Assets;AF519 Other equity;Financial transactions;2019 1st quarter;-1
8279;General government;Assets;AF519 Other equity;Financial transactions;2019 2nd quarter;0
8280;General government;Assets;AF519 Other equity;Financial transactions;2019 3rd quarter;-1
8281;General government;Assets;AF519 Other equity;Financial transactions;2019 4th quarter;34
8282;General government;Assets;AF519 Other equity;Financial transactions;2019;32
8283;General government;Assets;AF519 Other equity;Financial transactions;2020 1st quarter;-2
8284;General government;Assets;AF519 Other equity;Financial transactions;2020 2nd quarter;0
8285;General government;Assets;AF519 Other equity;Financial transactions;2020 3rd quarter;-3
8286;General government;Assets;AF519 Other equity;Financial transactions;2020 4th quarter;-7
8287;General government;Assets;AF519 Other equity;Financial transactions;2020;-12
8288;General government;Assets;AF519 Other equity;Financial transactions;2021 1st quarter;-17
8289;General government;Assets;AF519 Other equity;Financial transactions;2021 2nd quarter;-17
8290;General government;Assets;AF519 Other equity;Financial transactions;2021 3rd quarter;-18
8291;General government;Assets;AF519 Other equity;Financial transactions;2021 4th quarter;-18
8292;General government;Assets;AF519 Other equity;Financial transactions;2021;-70
8293;General government;Assets;AF519 Other equity;Financial transactions;2022 1st quarter;0
8294;General government;Assets;AF519 Other equity;Financial transactions;2022 2nd quarter;1
8295;General government;Assets;AF519 Other equity;Financial transactions;2022 3rd quarter;0
8296;General government;Assets;AF519 Other equity;Financial transactions;2022 4th quarter;-3
8297;General government;Assets;AF519 Other equity;Financial transactions;2022;-2
8298;General government;Assets;AF519 Other equity;Financial transactions;2023 1st quarter;-3
8299;General government;Assets;AF519 Other equity;Financial transactions;2023 2nd quarter;0
8300;General government;Assets;AF519 Other equity;Financial transactions;2023 3rd quarter;0
8301;General government;Assets;AF519 Other equity;Financial transactions;2023 4th quarter;0
8302;General government;Assets;AF519 Other equity;Financial transactions;2023;-3
8303;General government;Assets;AF519 Other equity;Financial transactions;2024 1st quarter;-6
8304;General government;Assets;AF519 Other equity;Financial transactions;2024 2nd quarter;-22
8305;General government;Assets;AF519 Other equity;Financial transactions;2024 3rd quarter;-3
8306;General government;Assets;AF519 Other equity;Financial transactions;2024 4th quarter;102
8307;General government;Assets;AF519 Other equity;Financial transactions;2024;71
8308;General government;Assets;AF519 Other equity;Other changes;1995;-1979
8309;General government;Assets;AF519 Other equity;Other changes;1996;1505
8310;General government;Assets;AF519 Other equity;Other changes;1997;1079
8311;General government;Assets;AF519 Other equity;Other changes;1998;-1377
8312;General government;Assets;AF519 Other equity;Other changes;1999 1st quarter;2724
8313;General government;Assets;AF519 Other equity;Other changes;1999 2nd quarter;-788
8314;General government;Assets;AF519 Other equity;Other changes;1999 3rd quarter;-238
8315;General government;Assets;AF519 Other equity;Other changes;1999 4th quarter;505
8316;General government;Assets;AF519 Other equity;Other changes;1999;2203
8317;General government;Assets;AF519 Other equity;Other changes;2000 1st quarter;-16
8318;General government;Assets;AF519 Other equity;Other changes;2000 2nd quarter;877
8319;General government;Assets;AF519 Other equity;Other changes;2000 3rd quarter;1457
8320;General government;Assets;AF519 Other equity;Other changes;2000 4th quarter;-269
8321;General government;Assets;AF519 Other equity;Other changes;2000;2049
8322;General government;Assets;AF519 Other equity;Other changes;2001 1st quarter;-546
8323;General government;Assets;AF519 Other equity;Other changes;2001 2nd quarter;-300
8324;General government;Assets;AF519 Other equity;Other changes;2001 3rd quarter;-1752
8325;General government;Assets;AF519 Other equity;Other changes;2001 4th quarter;-1058
8326;General government;Assets;AF519 Other equity;Other changes;2001;-3656
8327;General government;Assets;AF519 Other equity;Other changes;2002 1st quarter;196
8328;General government;Assets;AF519 Other equity;Other changes;2002 2nd quarter;-894
8329;General government;Assets;AF519 Other equity;Other changes;2002 3rd quarter;526
8330;General government;Assets;AF519 Other equity;Other changes;2002 4th quarter;-482
8331;General government;Assets;AF519 Other equity;Other changes;2002;-654
8332;General government;Assets;AF519 Other equity;Other changes;2003 1st quarter;-1028
8333;General government;Assets;AF519 Other equity;Other changes;2003 2nd quarter;435
8334;General government;Assets;AF519 Other equity;Other changes;2003 3rd quarter;881
8335;General government;Assets;AF519 Other equity;Other changes;2003 4th quarter;-942
8336;General government;Assets;AF519 Other equity;Other changes;2003;-654
8337;General government;Assets;AF519 Other equity;Other changes;2004 1st quarter;318
8338;General government;Assets;AF519 Other equity;Other changes;2004 2nd quarter;-1193
8339;General government;Assets;AF519 Other equity;Other changes;2004 3rd quarter;-564
8340;General government;Assets;AF519 Other equity;Other changes;2004 4th quarter;1562
8341;General government;Assets;AF519 Other equity;Other changes;2004;123
8342;General government;Assets;AF519 Other equity;Other changes;2005 1st quarter;4
8343;General government;Assets;AF519 Other equity;Other changes;2005 2nd quarter;1301
8344;General government;Assets;AF519 Other equity;Other changes;2005 3rd quarter;952
8345;General government;Assets;AF519 Other equity;Other changes;2005 4th quarter;391
8346;General government;Assets;AF519 Other equity;Other changes;2005;2648
8347;General government;Assets;AF519 Other equity;Other changes;2006 1st quarter;1015
8348;General government;Assets;AF519 Other equity;Other changes;2006 2nd quarter;102
8349;General government;Assets;AF519 Other equity;Other changes;2006 3rd quarter;491
8350;General government;Assets;AF519 Other equity;Other changes;2006 4th quarter;-320
8351;General government;Assets;AF519 Other equity;Other changes;2006;1288
8352;General government;Assets;AF519 Other equity;Other changes;2007 1st quarter;-184
8353;General government;Assets;AF519 Other equity;Other changes;2007 2nd quarter;-869
8354;General government;Assets;AF519 Other equity;Other changes;2007 3rd quarter;1586
8355;General government;Assets;AF519 Other equity;Other changes;2007 4th quarter;1592
8356;General government;Assets;AF519 Other equity;Other changes;2007;2125
8357;General government;Assets;AF519 Other equity;Other changes;2008 1st quarter;440
8358;General government;Assets;AF519 Other equity;Other changes;2008 2nd quarter;-841
8359;General government;Assets;AF519 Other equity;Other changes;2008 3rd quarter;1356
8360;General government;Assets;AF519 Other equity;Other changes;2008 4th quarter;363
8361;General government;Assets;AF519 Other equity;Other changes;2008;1318
