ID;SIC2008PrivateFirmsGovernment;Periods;VacanciesSeasonallyAdjusted_1
1625;M Other specialised business services;2011 2nd quarter;12.8
1626;M Other specialised business services;2011 3rd quarter;14.1
1627;M Other specialised business services;2011 4th quarter;12.7
1628;M Other specialised business services;2012 1st quarter;12.6
1629;M Other specialised business services;2012 2nd quarter;12.2
1630;M Other specialised business services;2012 3rd quarter;11.8
1631;M Other specialised business services;2012 4th quarter;11.5
1632;M Other specialised business services;2013 1st quarter;10.9
1633;M Other specialised business services;2013 2nd quarter;10.6
1634;M Other specialised business services;2013 3rd quarter;11.2
1635;M Other specialised business services;2013 4th quarter;11.3
1636;M Other specialised business services;2014 1st quarter;11.9
1637;M Other specialised business services;2014 2nd quarter;12.7
1638;M Other specialised business services;2014 3rd quarter;13.4
1639;M Other specialised business services;2014 4th quarter;15.2
1640;M Other specialised business services;2015 1st quarter;15.1
1641;M Other specialised business services;2015 2nd quarter;15.5
1642;M Other specialised business services;2015 3rd quarter;15.6
1643;M Other specialised business services;2015 4th quarter;16.7
1644;M Other specialised business services;2016 1st quarter;16.8
1645;M Other specialised business services;2016 2nd quarter;16.8
1646;M Other specialised business services;2016 3rd quarter;16.5
1647;M Other specialised business services;2016 4th quarter;16.8
1648;M Other specialised business services;2017 1st quarter;17.8
1649;M Other specialised business services;2017 2nd quarter;19.2
1650;M Other specialised business services;2017 3rd quarter;20.1
1651;M Other specialised business services;2017 4th quarter;21.9
1652;M Other specialised business services;2018 1st quarter;23.3
1653;M Other specialised business services;2018 2nd quarter;24.1
1654;M Other specialised business services;2018 3rd quarter;25.0
1655;M Other specialised business services;2018 4th quarter;24.4
1656;M Other specialised business services;2019 1st quarter;26.8
1657;M Other specialised business services;2019 2nd quarter;27.2
1658;M Other specialised business services;2019 3rd quarter;26.2
1659;M Other specialised business services;2019 4th quarter;26.1
1660;M Other specialised business services;2020 1st quarter;21.0
1661;M Other specialised business services;2020 2nd quarter;18.2
1662;M Other specialised business services;2020 3rd quarter;20.1
1663;M Other specialised business services;2020 4th quarter;21.3
1664;M Other specialised business services;2021 1st quarter;25.8
1665;M Other specialised business services;2021 2nd quarter;30.6
1666;M Other specialised business services;2021 3rd quarter;34.3
1667;M Other specialised business services;2021 4th quarter;36.8
1668;M Other specialised business services;2022 1st quarter;43.1
1669;M Other specialised business services;2022 2nd quarter;44.4
1670;M Other specialised business services;2022 3rd quarter;42.9
1671;M Other specialised business services;2022 4th quarter;41.8
1672;M Other specialised business services;2023 1st quarter;41.4
1673;M Other specialised business services;2023 2nd quarter;41.3
1674;M Other specialised business services;2023 3rd quarter;40.7
1675;M Other specialised business services;2023 4th quarter;39.6
1676;M Other specialised business services;2024 1st quarter;38.8
1677;M Other specialised business services;2024 2nd quarter;37.9
1678;M Other specialised business services;2024 3rd quarter;36.9
1679;M Other specialised business services;2024 4th quarter;36.8
1680;N Renting and other business support;1997 1st quarter;6.7
1681;N Renting and other business support;1997 2nd quarter;4.8
1682;N Renting and other business support;1997 3rd quarter;7.2
1683;N Renting and other business support;1997 4th quarter;8.7
1684;N Renting and other business support;1998 1st quarter;6.7
1685;N Renting and other business support;1998 2nd quarter;10.6
1686;N Renting and other business support;1998 3rd quarter;10.4
1687;N Renting and other business support;1998 4th quarter;10.7
1688;N Renting and other business support;1999 1st quarter;9.4
1689;N Renting and other business support;1999 2nd quarter;11.1
1690;N Renting and other business support;1999 3rd quarter;13.6
1691;N Renting and other business support;1999 4th quarter;13.7
1692;N Renting and other business support;2000 1st quarter;16.3
1693;N Renting and other business support;2000 2nd quarter;16.4
1694;N Renting and other business support;2000 3rd quarter;17.5
1695;N Renting and other business support;2000 4th quarter;19.2
1696;N Renting and other business support;2001 1st quarter;20.6
1697;N Renting and other business support;2001 2nd quarter;21.0
1698;N Renting and other business support;2001 3rd quarter;17.0
1699;N Renting and other business support;2001 4th quarter;14.7
1700;N Renting and other business support;2002 1st quarter;14.1
1701;N Renting and other business support;2002 2nd quarter;12.9
1702;N Renting and other business support;2002 3rd quarter;10.9
1703;N Renting and other business support;2002 4th quarter;11.6
1704;N Renting and other business support;2003 1st quarter;9.5
1705;N Renting and other business support;2003 2nd quarter;8.4
1706;N Renting and other business support;2003 3rd quarter;8.7
1707;N Renting and other business support;2003 4th quarter;9.2
1708;N Renting and other business support;2004 1st quarter;9.7
1709;N Renting and other business support;2004 2nd quarter;10.8
1710;N Renting and other business support;2004 3rd quarter;9.8
1711;N Renting and other business support;2004 4th quarter;11.6
1712;N Renting and other business support;2005 1st quarter;12.5
1713;N Renting and other business support;2005 2nd quarter;12.8
1714;N Renting and other business support;2005 3rd quarter;15.1
1715;N Renting and other business support;2005 4th quarter;12.2
1716;N Renting and other business support;2006 1st quarter;14.8
1717;N Renting and other business support;2006 2nd quarter;17.6
1718;N Renting and other business support;2006 3rd quarter;20.2
1719;N Renting and other business support;2006 4th quarter;18.2
1720;N Renting and other business support;2007 1st quarter;18.5
1721;N Renting and other business support;2007 2nd quarter;16.8
1722;N Renting and other business support;2007 3rd quarter;16.5
1723;N Renting and other business support;2007 4th quarter;18.0
1724;N Renting and other business support;2008 1st quarter;16.6
1725;N Renting and other business support;2008 2nd quarter;17.5
1726;N Renting and other business support;2008 3rd quarter;16.4
1727;N Renting and other business support;2008 4th quarter;13.5
1728;N Renting and other business support;2009 1st quarter;10.8
1729;N Renting and other business support;2009 2nd quarter;8.5
1730;N Renting and other business support;2009 3rd quarter;8.2
1731;N Renting and other business support;2009 4th quarter;7.9
1732;N Renting and other business support;2010 1st quarter;7.1
1733;N Renting and other business support;2010 2nd quarter;7.9
1734;N Renting and other business support;2010 3rd quarter;8.4
1735;N Renting and other business support;2010 4th quarter;8.9
1736;N Renting and other business support;2011 1st quarter;8.9
1737;N Renting and other business support;2011 2nd quarter;8.6
1738;N Renting and other business support;2011 3rd quarter;8.5
1739;N Renting and other business support;2011 4th quarter;7.2
1740;N Renting and other business support;2012 1st quarter;7.5
1741;N Renting and other business support;2012 2nd quarter;7.1
1742;N Renting and other business support;2012 3rd quarter;7.3
1743;N Renting and other business support;2012 4th quarter;6.8
1744;N Renting and other business support;2013 1st quarter;6.1
1745;N Renting and other business support;2013 2nd quarter;5.4
1746;N Renting and other business support;2013 3rd quarter;6.1
1747;N Renting and other business support;2013 4th quarter;6.5
1748;N Renting and other business support;2014 1st quarter;6.8
1749;N Renting and other business support;2014 2nd quarter;7.1
1750;N Renting and other business support;2014 3rd quarter;7.5
1751;N Renting and other business support;2014 4th quarter;7.5
1752;N Renting and other business support;2015 1st quarter;8.2
1753;N Renting and other business support;2015 2nd quarter;9.0
1754;N Renting and other business support;2015 3rd quarter;9.3
1755;N Renting and other business support;2015 4th quarter;10.3
1756;N Renting and other business support;2016 1st quarter;10.8
1757;N Renting and other business support;2016 2nd quarter;10.9
1758;N Renting and other business support;2016 3rd quarter;10.8
1759;N Renting and other business support;2016 4th quarter;11.2
1760;N Renting and other business support;2017 1st quarter;11.7
1761;N Renting and other business support;2017 2nd quarter;13.4
1762;N Renting and other business support;2017 3rd quarter;14.7
1763;N Renting and other business support;2017 4th quarter;15.3
1764;N Renting and other business support;2018 1st quarter;16.0
1765;N Renting and other business support;2018 2nd quarter;16.9
1766;N Renting and other business support;2018 3rd quarter;17.2
1767;N Renting and other business support;2018 4th quarter;17.5
1768;N Renting and other business support;2019 1st quarter;19.3
1769;N Renting and other business support;2019 2nd quarter;19.7
1770;N Renting and other business support;2019 3rd quarter;19.9
1771;N Renting and other business support;2019 4th quarter;19.8
1772;N Renting and other business support;2020 1st quarter;15.6
1773;N Renting and other business support;2020 2nd quarter;14.5
1774;N Renting and other business support;2020 3rd quarter;14.4
1775;N Renting and other business support;2020 4th quarter;14.5
1776;N Renting and other business support;2021 1st quarter;16.1
1777;N Renting and other business support;2021 2nd quarter;22.0
1778;N Renting and other business support;2021 3rd quarter;23.9
1779;N Renting and other business support;2021 4th quarter;26.3
1780;N Renting and other business support;2022 1st quarter;29.4
1781;N Renting and other business support;2022 2nd quarter;29.3
1782;N Renting and other business support;2022 3rd quarter;29.5
1783;N Renting and other business support;2022 4th quarter;30.1
1784;N Renting and other business support;2023 1st quarter;29.9
1785;N Renting and other business support;2023 2nd quarter;29.5
1786;N Renting and other business support;2023 3rd quarter;29.1
1787;N Renting and other business support;2023 4th quarter;28.0
1788;N Renting and other business support;2024 1st quarter;28.2
1789;N Renting and other business support;2024 2nd quarter;27.6
1790;N Renting and other business support;2024 3rd quarter;28.0
1791;N Renting and other business support;2024 4th quarter;28.3
1792;O Public administration and services;1997 1st quarter;6.3
1793;O Public administration and services;1997 2nd quarter;7.5
1794;O Public administration and services;1997 3rd quarter;8.3
1795;O Public administration and services;1997 4th quarter;7.5
1796;O Public administration and services;1998 1st quarter;8.5
1797;O Public administration and services;1998 2nd quarter;8.7
1798;O Public administration and services;1998 3rd quarter;9.3
1799;O Public administration and services;1998 4th quarter;9.1
1800;O Public administration and services;1999 1st quarter;9.8
1801;O Public administration and services;1999 2nd quarter;10.6
1802;O Public administration and services;1999 3rd quarter;11.2
1803;O Public administration and services;1999 4th quarter;11.6
1804;O Public administration and services;2000 1st quarter;10.5
1805;O Public administration and services;2000 2nd quarter;10.6
1806;O Public administration and services;2000 3rd quarter;10.6
1807;O Public administration and services;2000 4th quarter;10.7
1808;O Public administration and services;2001 1st quarter;11.0
1809;O Public administration and services;2001 2nd quarter;10.5
1810;O Public administration and services;2001 3rd quarter;10.9
1811;O Public administration and services;2001 4th quarter;11.4
1812;O Public administration and services;2002 1st quarter;11.1
1813;O Public administration and services;2002 2nd quarter;9.9
1814;O Public administration and services;2002 3rd quarter;9.0
1815;O Public administration and services;2002 4th quarter;9.0
1816;O Public administration and services;2003 1st quarter;7.6
1817;O Public administration and services;2003 2nd quarter;7.2
1818;O Public administration and services;2003 3rd quarter;7.0
1819;O Public administration and services;2003 4th quarter;6.3
1820;O Public administration and services;2004 1st quarter;6.9
1821;O Public administration and services;2004 2nd quarter;8.1
1822;O Public administration and services;2004 3rd quarter;6.1
1823;O Public administration and services;2004 4th quarter;8.1
1824;O Public administration and services;2005 1st quarter;7.1
1825;O Public administration and services;2005 2nd quarter;7.7
1826;O Public administration and services;2005 3rd quarter;6.5
1827;O Public administration and services;2005 4th quarter;8.4
1828;O Public administration and services;2006 1st quarter;8.2
1829;O Public administration and services;2006 2nd quarter;7.2
1830;O Public administration and services;2006 3rd quarter;8.8
1831;O Public administration and services;2006 4th quarter;9.5
1832;O Public administration and services;2007 1st quarter;10.2
1833;O Public administration and services;2007 2nd quarter;9.6
1834;O Public administration and services;2007 3rd quarter;9.9
1835;O Public administration and services;2007 4th quarter;9.9
1836;O Public administration and services;2008 1st quarter;10.8
1837;O Public administration and services;2008 2nd quarter;11.7
1838;O Public administration and services;2008 3rd quarter;20.4
1839;O Public administration and services;2008 4th quarter;18.8
1840;O Public administration and services;2009 1st quarter;18.0
1841;O Public administration and services;2009 2nd quarter;16.6
1842;O Public administration and services;2009 3rd quarter;14.7
1843;O Public administration and services;2009 4th quarter;14.2
1844;O Public administration and services;2010 1st quarter;6.7
1845;O Public administration and services;2010 2nd quarter;5.7
1846;O Public administration and services;2010 3rd quarter;5.1
1847;O Public administration and services;2010 4th quarter;4.7
1848;O Public administration and services;2011 1st quarter;4.8
1849;O Public administration and services;2011 2nd quarter;4.7
1850;O Public administration and services;2011 3rd quarter;4.7
1851;O Public administration and services;2011 4th quarter;4.7
1852;O Public administration and services;2012 1st quarter;4.8
1853;O Public administration and services;2012 2nd quarter;4.2
1854;O Public administration and services;2012 3rd quarter;4.3
1855;O Public administration and services;2012 4th quarter;4.2
1856;O Public administration and services;2013 1st quarter;4.6
1857;O Public administration and services;2013 2nd quarter;4.9
1858;O Public administration and services;2013 3rd quarter;5.6
1859;O Public administration and services;2013 4th quarter;5.5
1860;O Public administration and services;2014 1st quarter;5.4
1861;O Public administration and services;2014 2nd quarter;5.1
1862;O Public administration and services;2014 3rd quarter;5.8
1863;O Public administration and services;2014 4th quarter;5.8
1864;O Public administration and services;2015 1st quarter;5.6
1865;O Public administration and services;2015 2nd quarter;5.6
1866;O Public administration and services;2015 3rd quarter;5.6
1867;O Public administration and services;2015 4th quarter;6.3
1868;O Public administration and services;2016 1st quarter;7.3
1869;O Public administration and services;2016 2nd quarter;7.7
1870;O Public administration and services;2016 3rd quarter;7.8
1871;O Public administration and services;2016 4th quarter;8.5
1872;O Public administration and services;2017 1st quarter;9.4
1873;O Public administration and services;2017 2nd quarter;11.1
1874;O Public administration and services;2017 3rd quarter;11.9
1875;O Public administration and services;2017 4th quarter;11.7
1876;O Public administration and services;2018 1st quarter;11.9
1877;O Public administration and services;2018 2nd quarter;11.9
1878;O Public administration and services;2018 3rd quarter;12.5
1879;O Public administration and services;2018 4th quarter;13.1
1880;O Public administration and services;2019 1st quarter;13.3
1881;O Public administration and services;2019 2nd quarter;14.3
1882;O Public administration and services;2019 3rd quarter;13.8
1883;O Public administration and services;2019 4th quarter;15.5
1884;O Public administration and services;2020 1st quarter;14.6
1885;O Public administration and services;2020 2nd quarter;14.0
1886;O Public administration and services;2020 3rd quarter;14.0
1887;O Public administration and services;2020 4th quarter;14.7
1888;O Public administration and services;2021 1st quarter;15.4
1889;O Public administration and services;2021 2nd quarter;16.1
1890;O Public administration and services;2021 3rd quarter;17.3
1891;O Public administration and services;2021 4th quarter;18.2
1892;O Public administration and services;2022 1st quarter;20.4
1893;O Public administration and services;2022 2nd quarter;22.1
1894;O Public administration and services;2022 3rd quarter;23.1
1895;O Public administration and services;2022 4th quarter;24.6
1896;O Public administration and services;2023 1st quarter;24.8
1897;O Public administration and services;2023 2nd quarter;25.3
1898;O Public administration and services;2023 3rd quarter;25.6
1899;O Public administration and services;2023 4th quarter;26.0
1900;O Public administration and services;2024 1st quarter;28.5
1901;O Public administration and services;2024 2nd quarter;29.0
1902;O Public administration and services;2024 3rd quarter;28.0
1903;O Public administration and services;2024 4th quarter;26.9
1904;P Education;1997 1st quarter;3.3
1905;P Education;1997 2nd quarter;2.3
1906;P Education;1997 3rd quarter;2.8
1907;P Education;1997 4th quarter;3.1
1908;P Education;1998 1st quarter;3.9
1909;P Education;1998 2nd quarter;4.2
1910;P Education;1998 3rd quarter;5.2
1911;P Education;1998 4th quarter;5.4
1912;P Education;1999 1st quarter;4.9
1913;P Education;1999 2nd quarter;5.0
1914;P Education;1999 3rd quarter;5.3
1915;P Education;1999 4th quarter;4.9
1916;P Education;2000 1st quarter;6.4
1917;P Education;2000 2nd quarter;6.8
1918;P Education;2000 3rd quarter;6.3
1919;P Education;2000 4th quarter;6.8
1920;P Education;2001 1st quarter;6.8
1921;P Education;2001 2nd quarter;6.6
1922;P Education;2001 3rd quarter;7.1
1923;P Education;2001 4th quarter;6.8
1924;P Education;2002 1st quarter;5.4
1925;P Education;2002 2nd quarter;5.3
1926;P Education;2002 3rd quarter;4.5
1927;P Education;2002 4th quarter;4.2
1928;P Education;2003 1st quarter;3.9
1929;P Education;2003 2nd quarter;3.3
1930;P Education;2003 3rd quarter;2.9
1931;P Education;2003 4th quarter;2.9
1932;P Education;2004 1st quarter;3.9
1933;P Education;2004 2nd quarter;3.4
1934;P Education;2004 3rd quarter;4.3
1935;P Education;2004 4th quarter;3.8
1936;P Education;2005 1st quarter;4.4
1937;P Education;2005 2nd quarter;5.5
1938;P Education;2005 3rd quarter;6.5
1939;P Education;2005 4th quarter;5.9
1940;P Education;2006 1st quarter;6.0
1941;P Education;2006 2nd quarter;6.1
1942;P Education;2006 3rd quarter;6.3
1943;P Education;2006 4th quarter;7.3
1944;P Education;2007 1st quarter;7.3
1945;P Education;2007 2nd quarter;7.8
1946;P Education;2007 3rd quarter;7.8
1947;P Education;2007 4th quarter;7.2
1948;P Education;2008 1st quarter;8.0
1949;P Education;2008 2nd quarter;7.5
1950;P Education;2008 3rd quarter;7.0
1951;P Education;2008 4th quarter;6.3
1952;P Education;2009 1st quarter;5.0
1953;P Education;2009 2nd quarter;4.9
1954;P Education;2009 3rd quarter;4.3
1955;P Education;2009 4th quarter;4.0
1956;P Education;2010 1st quarter;3.9
1957;P Education;2010 2nd quarter;3.5
1958;P Education;2010 3rd quarter;4.0
1959;P Education;2010 4th quarter;3.8
1960;P Education;2011 1st quarter;3.6
1961;P Education;2011 2nd quarter;2.9
1962;P Education;2011 3rd quarter;3.6
1963;P Education;2011 4th quarter;3.2
1964;P Education;2012 1st quarter;3.3
1965;P Education;2012 2nd quarter;2.9
1966;P Education;2012 3rd quarter;3.2
1967;P Education;2012 4th quarter;3.0
1968;P Education;2013 1st quarter;2.7
1969;P Education;2013 2nd quarter;2.5
1970;P Education;2013 3rd quarter;2.5
1971;P Education;2013 4th quarter;2.8
1972;P Education;2014 1st quarter;3.2
1973;P Education;2014 2nd quarter;3.3
1974;P Education;2014 3rd quarter;3.2
1975;P Education;2014 4th quarter;3.2
1976;P Education;2015 1st quarter;3.7
1977;P Education;2015 2nd quarter;4.0
1978;P Education;2015 3rd quarter;3.8
1979;P Education;2015 4th quarter;4.1
1980;P Education;2016 1st quarter;4.6
1981;P Education;2016 2nd quarter;4.8
1982;P Education;2016 3rd quarter;4.9
1983;P Education;2016 4th quarter;5.1
1984;P Education;2017 1st quarter;5.3
1985;P Education;2017 2nd quarter;5.9
1986;P Education;2017 3rd quarter;5.3
1987;P Education;2017 4th quarter;5.7
1988;P Education;2018 1st quarter;5.7
1989;P Education;2018 2nd quarter;7.3
1990;P Education;2018 3rd quarter;6.8
1991;P Education;2018 4th quarter;7.1
1992;P Education;2019 1st quarter;7.9
1993;P Education;2019 2nd quarter;7.6
1994;P Education;2019 3rd quarter;7.8
1995;P Education;2019 4th quarter;8.1
1996;P Education;2020 1st quarter;6.3
1997;P Education;2020 2nd quarter;5.6
1998;P Education;2020 3rd quarter;6.3
1999;P Education;2020 4th quarter;6.7
2000;P Education;2021 1st quarter;7.7
2001;P Education;2021 2nd quarter;9.3
2002;P Education;2021 3rd quarter;10.0
2003;P Education;2021 4th quarter;11.6
2004;P Education;2022 1st quarter;11.9
2005;P Education;2022 2nd quarter;12.0
2006;P Education;2022 3rd quarter;13.1
2007;P Education;2022 4th quarter;13.4
2008;P Education;2023 1st quarter;13.5
2009;P Education;2023 2nd quarter;12.0
2010;P Education;2023 3rd quarter;14.1
2011;P Education;2023 4th quarter;12.8
2012;P Education;2024 1st quarter;13.3
2013;P Education;2024 2nd quarter;12.0
2014;P Education;2024 3rd quarter;11.7
2015;P Education;2024 4th quarter;11.4
2016;Q Health and social work activities;1997 1st quarter;8.5
2017;Q Health and social work activities;1997 2nd quarter;8.5
2018;Q Health and social work activities;1997 3rd quarter;10.0
2019;Q Health and social work activities;1997 4th quarter;11.2
2020;Q Health and social work activities;1998 1st quarter;12.5
2021;Q Health and social work activities;1998 2nd quarter;12.7
2022;Q Health and social work activities;1998 3rd quarter;13.4
2023;Q Health and social work activities;1998 4th quarter;13.2
2024;Q Health and social work activities;1999 1st quarter;13.9
2025;Q Health and social work activities;1999 2nd quarter;15.4
2026;Q Health and social work activities;1999 3rd quarter;16.8
2027;Q Health and social work activities;1999 4th quarter;19.1
2028;Q Health and social work activities;2000 1st quarter;18.6
2029;Q Health and social work activities;2000 2nd quarter;17.5
2030;Q Health and social work activities;2000 3rd quarter;19.2
2031;Q Health and social work activities;2000 4th quarter;20.9
2032;Q Health and social work activities;2001 1st quarter;21.5
2033;Q Health and social work activities;2001 2nd quarter;22.7
2034;Q Health and social work activities;2001 3rd quarter;22.8
2035;Q Health and social work activities;2001 4th quarter;21.7
2036;Q Health and social work activities;2002 1st quarter;22.7
2037;Q Health and social work activities;2002 2nd quarter;20.0
2038;Q Health and social work activities;2002 3rd quarter;20.1
2039;Q Health and social work activities;2002 4th quarter;19.7
2040;Q Health and social work activities;2003 1st quarter;16.7
2041;Q Health and social work activities;2003 2nd quarter;16.4
2042;Q Health and social work activities;2003 3rd quarter;14.9
2043;Q Health and social work activities;2003 4th quarter;12.7
2044;Q Health and social work activities;2004 1st quarter;13.3
2045;Q Health and social work activities;2004 2nd quarter;15.5
2046;Q Health and social work activities;2004 3rd quarter;14.9
2047;Q Health and social work activities;2004 4th quarter;14.0
2048;Q Health and social work activities;2005 1st quarter;15.0
2049;Q Health and social work activities;2005 2nd quarter;15.4
2050;Q Health and social work activities;2005 3rd quarter;16.0
2051;Q Health and social work activities;2005 4th quarter;17.8
2052;Q Health and social work activities;2006 1st quarter;18.6
2053;Q Health and social work activities;2006 2nd quarter;22.1
2054;Q Health and social work activities;2006 3rd quarter;20.1
2055;Q Health and social work activities;2006 4th quarter;21.6
2056;Q Health and social work activities;2007 1st quarter;23.5
2057;Q Health and social work activities;2007 2nd quarter;25.7
2058;Q Health and social work activities;2007 3rd quarter;27.5
2059;Q Health and social work activities;2007 4th quarter;26.9
2060;Q Health and social work activities;2008 1st quarter;27.7
2061;Q Health and social work activities;2008 2nd quarter;28.1
2062;Q Health and social work activities;2008 3rd quarter;29.6
2063;Q Health and social work activities;2008 4th quarter;26.7
2064;Q Health and social work activities;2009 1st quarter;22.6
2065;Q Health and social work activities;2009 2nd quarter;21.2
2066;Q Health and social work activities;2009 3rd quarter;21.5
2067;Q Health and social work activities;2009 4th quarter;20.3
2068;Q Health and social work activities;2010 1st quarter;19.6
2069;Q Health and social work activities;2010 2nd quarter;18.8
2070;Q Health and social work activities;2010 3rd quarter;18.2
2071;Q Health and social work activities;2010 4th quarter;18.0
2072;Q Health and social work activities;2011 1st quarter;19.2
2073;Q Health and social work activities;2011 2nd quarter;19.2
2074;Q Health and social work activities;2011 3rd quarter;18.5
2075;Q Health and social work activities;2011 4th quarter;17.8
2076;Q Health and social work activities;2012 1st quarter;16.6
2077;Q Health and social work activities;2012 2nd quarter;16.4
2078;Q Health and social work activities;2012 3rd quarter;15.3
2079;Q Health and social work activities;2012 4th quarter;14.9
2080;Q Health and social work activities;2013 1st quarter;13.3
2081;Q Health and social work activities;2013 2nd quarter;11.8
2082;Q Health and social work activities;2013 3rd quarter;10.7
2083;Q Health and social work activities;2013 4th quarter;10.8
2084;Q Health and social work activities;2014 1st quarter;11.5
2085;Q Health and social work activities;2014 2nd quarter;12.4
2086;Q Health and social work activities;2014 3rd quarter;13.0
2087;Q Health and social work activities;2014 4th quarter;13.5
2088;Q Health and social work activities;2015 1st quarter;14.5
2089;Q Health and social work activities;2015 2nd quarter;15.5
2090;Q Health and social work activities;2015 3rd quarter;16.5
2091;Q Health and social work activities;2015 4th quarter;17.1
2092;Q Health and social work activities;2016 1st quarter;19.7
2093;Q Health and social work activities;2016 2nd quarter;20.8
2094;Q Health and social work activities;2016 3rd quarter;23.2
2095;Q Health and social work activities;2016 4th quarter;24.8
2096;Q Health and social work activities;2017 1st quarter;25.8
2097;Q Health and social work activities;2017 2nd quarter;26.8
2098;Q Health and social work activities;2017 3rd quarter;27.9
2099;Q Health and social work activities;2017 4th quarter;29.3
2100;Q Health and social work activities;2018 1st quarter;29.8
2101;Q Health and social work activities;2018 2nd quarter;30.8
2102;Q Health and social work activities;2018 3rd quarter;33.2
2103;Q Health and social work activities;2018 4th quarter;34.7
2104;Q Health and social work activities;2019 1st quarter;35.5
2105;Q Health and social work activities;2019 2nd quarter;37.6
2106;Q Health and social work activities;2019 3rd quarter;39.3
2107;Q Health and social work activities;2019 4th quarter;40.1
2108;Q Health and social work activities;2020 1st quarter;36.5
2109;Q Health and social work activities;2020 2nd quarter;34.1
2110;Q Health and social work activities;2020 3rd quarter;37.7
2111;Q Health and social work activities;2020 4th quarter;36.7
2112;Q Health and social work activities;2021 1st quarter;38.2
2113;Q Health and social work activities;2021 2nd quarter;44.9
2114;Q Health and social work activities;2021 3rd quarter;51.4
2115;Q Health and social work activities;2021 4th quarter;55.4
2116;Q Health and social work activities;2022 1st quarter;61.3
2117;Q Health and social work activities;2022 2nd quarter;64.9
2118;Q Health and social work activities;2022 3rd quarter;66.9
2119;Q Health and social work activities;2022 4th quarter;64.3
2120;Q Health and social work activities;2023 1st quarter;65.8
2121;Q Health and social work activities;2023 2nd quarter;65.0
2122;Q Health and social work activities;2023 3rd quarter;64.1
2123;Q Health and social work activities;2023 4th quarter;64.6
2124;Q Health and social work activities;2024 1st quarter;66.9
2125;Q Health and social work activities;2024 2nd quarter;66.4
2126;Q Health and social work activities;2024 3rd quarter;66.0
2127;Q Health and social work activities;2024 4th quarter;67.4
2128;R Culture, sports and recreation;1997 1st quarter;1.0
2129;R Culture, sports and recreation;1997 2nd quarter;0.9
2130;R Culture, sports and recreation;1997 3rd quarter;1.6
2131;R Culture, sports and recreation;1997 4th quarter;1.3
2132;R Culture, sports and recreation;1998 1st quarter;1.8
2133;R Culture, sports and recreation;1998 2nd quarter;2.1
2134;R Culture, sports and recreation;1998 3rd quarter;2.3
2135;R Culture, sports and recreation;1998 4th quarter;2.3
2136;R Culture, sports and recreation;1999 1st quarter;2.6
2137;R Culture, sports and recreation;1999 2nd quarter;2.5
2138;R Culture, sports and recreation;1999 3rd quarter;2.5
2139;R Culture, sports and recreation;1999 4th quarter;2.5
2140;R Culture, sports and recreation;2000 1st quarter;2.6
2141;R Culture, sports and recreation;2000 2nd quarter;2.2
2142;R Culture, sports and recreation;2000 3rd quarter;2.6
2143;R Culture, sports and recreation;2000 4th quarter;2.8
2144;R Culture, sports and recreation;2001 1st quarter;2.8
2145;R Culture, sports and recreation;2001 2nd quarter;2.9
2146;R Culture, sports and recreation;2001 3rd quarter;2.8
2147;R Culture, sports and recreation;2001 4th quarter;2.6
2148;R Culture, sports and recreation;2002 1st quarter;3.5
2149;R Culture, sports and recreation;2002 2nd quarter;2.4
2150;R Culture, sports and recreation;2002 3rd quarter;2.4
2151;R Culture, sports and recreation;2002 4th quarter;2.4
2152;R Culture, sports and recreation;2003 1st quarter;1.9
2153;R Culture, sports and recreation;2003 2nd quarter;1.9
2154;R Culture, sports and recreation;2003 3rd quarter;1.7
2155;R Culture, sports and recreation;2003 4th quarter;1.9
2156;R Culture, sports and recreation;2004 1st quarter;3.0
2157;R Culture, sports and recreation;2004 2nd quarter;2.7
2158;R Culture, sports and recreation;2004 3rd quarter;2.7
2159;R Culture, sports and recreation;2004 4th quarter;2.4
2160;R Culture, sports and recreation;2005 1st quarter;3.1
2161;R Culture, sports and recreation;2005 2nd quarter;2.2
2162;R Culture, sports and recreation;2005 3rd quarter;2.9
2163;R Culture, sports and recreation;2005 4th quarter;2.8
2164;R Culture, sports and recreation;2006 1st quarter;3.1
2165;R Culture, sports and recreation;2006 2nd quarter;3.2
2166;R Culture, sports and recreation;2006 3rd quarter;3.7
2167;R Culture, sports and recreation;2006 4th quarter;4.2
2168;R Culture, sports and recreation;2007 1st quarter;3.6
2169;R Culture, sports and recreation;2007 2nd quarter;4.1
2170;R Culture, sports and recreation;2007 3rd quarter;3.8
2171;R Culture, sports and recreation;2007 4th quarter;3.6
2172;R Culture, sports and recreation;2008 1st quarter;3.8
2173;R Culture, sports and recreation;2008 2nd quarter;3.8
2174;R Culture, sports and recreation;2008 3rd quarter;3.5
2175;R Culture, sports and recreation;2008 4th quarter;3.1
2176;R Culture, sports and recreation;2009 1st quarter;2.5
2177;R Culture, sports and recreation;2009 2nd quarter;2.3
2178;R Culture, sports and recreation;2009 3rd quarter;2.2
2179;R Culture, sports and recreation;2009 4th quarter;2.6
2180;R Culture, sports and recreation;2010 1st quarter;2.4
2181;R Culture, sports and recreation;2010 2nd quarter;2.0
2182;R Culture, sports and recreation;2010 3rd quarter;2.2
2183;R Culture, sports and recreation;2010 4th quarter;1.9
2184;R Culture, sports and recreation;2011 1st quarter;2.2
2185;R Culture, sports and recreation;2011 2nd quarter;2.1
2186;R Culture, sports and recreation;2011 3rd quarter;2.1
