ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
5352;Pollution levy businesses;The Netherlands;2021;7.0;
5353;Pollution levy businesses;The Netherlands;2022;7.0;
5354;Pollution levy businesses;The Netherlands;2023;7.0;
5355;Pollution levy businesses;The Netherlands;2024;7.0;
5356;Pollution levy businesses;The Netherlands;2025;8.0;
5357;Pollution levy businesses;Waterschap Groot Salland (WS);2015;0.0;
5358;Pollution levy businesses;Waterschap Groot Salland (WS);2016;;
5359;Pollution levy businesses;Waterschap Groot Salland (WS);2017;;
5360;Pollution levy businesses;Waterschap Groot Salland (WS);2018;;
5361;Pollution levy businesses;Waterschap Groot Salland (WS);2019;;
5362;Pollution levy businesses;Waterschap Groot Salland (WS);2020;;
5363;Pollution levy businesses;Waterschap Groot Salland (WS);2021;;
5364;Pollution levy businesses;Waterschap Groot Salland (WS);2022;;
5365;Pollution levy businesses;Waterschap Groot Salland (WS);2023;;
5366;Pollution levy businesses;Waterschap Groot Salland (WS);2024;;
5367;Pollution levy businesses;Waterschap Groot Salland (WS);2025;;
5368;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2015;0.0;
5369;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2016;0.0;
5370;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2017;0.0;
5371;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2018;0.0;
5372;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2019;0.0;
5373;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2020;0.0;
5374;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2021;0.0;
5375;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2022;0.0;
5376;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2023;0.0;
5377;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2024;0.0;
5378;Pollution levy businesses;Waterschap Rijn en IJssel (WS);2025;0.0;
5379;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2015;1.0;
5380;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2016;1.0;
5381;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2017;;
5382;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2018;;
5383;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2019;;
5384;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2020;;
5385;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2021;;
5386;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2022;;
5387;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2023;;
5388;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2024;;
5389;Pollution levy businesses;Hhs Amstel, Gooi en Vecht (WS);2025;;
5390;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2015;0.0;
5391;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2016;0.0;
5392;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2017;0.0;
5393;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2018;0.0;
5394;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2019;0.0;
5395;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2020;0.0;
5396;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2021;0.0;
5397;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2022;0.0;
5398;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2023;0.0;
5399;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2024;0.0;
5400;Pollution levy businesses;Hoogheemraadschap van Delfland (WS);2025;0.0;
5401;Pollution levy businesses;Waterschap De Dommel (WS);2015;0.0;
5402;Pollution levy businesses;Waterschap De Dommel (WS);2016;0.0;
5403;Pollution levy businesses;Waterschap De Dommel (WS);2017;0.0;
5404;Pollution levy businesses;Waterschap De Dommel (WS);2018;0.0;
5405;Pollution levy businesses;Waterschap De Dommel (WS);2019;0.0;
5406;Pollution levy businesses;Waterschap De Dommel (WS);2020;0.0;
5407;Pollution levy businesses;Waterschap De Dommel (WS);2021;0.0;
5408;Pollution levy businesses;Waterschap De Dommel (WS);2022;0.0;
5409;Pollution levy businesses;Waterschap De Dommel (WS);2023;0.0;
5410;Pollution levy businesses;Waterschap De Dommel (WS);2024;0.0;
5411;Pollution levy businesses;Waterschap De Dommel (WS);2025;0.0;
5412;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2015;1.0;
5413;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2016;1.0;
5414;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2017;;
5415;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2018;;
5416;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2019;;
5417;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2020;;
5418;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2021;;
5419;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2022;;
5420;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2023;;
5421;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2024;;
5422;Pollution levy businesses;Waterschap Roer en Overmaas (WS);2025;;
5423;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2015;1.0;
5424;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2016;1.0;
5425;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2017;0.0;
5426;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2018;0.0;
5427;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2019;0.0;
5428;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2020;0.0;
5429;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2021;1.0;
5430;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2022;0.0;
5431;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2023;0.0;
5432;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2024;1.0;
5433;Pollution levy businesses;Hoogheemraadschap van Rijnland (WS);2025;0.0;
5434;Pollution levy businesses;Waterschap Rivierenland (WS);2015;0.0;
5435;Pollution levy businesses;Waterschap Rivierenland (WS);2016;0.0;
5436;Pollution levy businesses;Waterschap Rivierenland (WS);2017;0.0;
5437;Pollution levy businesses;Waterschap Rivierenland (WS);2018;0.0;
5438;Pollution levy businesses;Waterschap Rivierenland (WS);2019;0.0;
5439;Pollution levy businesses;Waterschap Rivierenland (WS);2020;0.0;
5440;Pollution levy businesses;Waterschap Rivierenland (WS);2021;0.0;
5441;Pollution levy businesses;Waterschap Rivierenland (WS);2022;0.0;
5442;Pollution levy businesses;Waterschap Rivierenland (WS);2023;0.0;
5443;Pollution levy businesses;Waterschap Rivierenland (WS);2024;0.0;
5444;Pollution levy businesses;Waterschap Rivierenland (WS);2025;0.0;
5445;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2015;0.0;
5446;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2016;0.0;
5447;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2017;0.0;
5448;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2018;0.0;
5449;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2019;0.0;
5450;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2020;0.0;
5451;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2021;0.0;
5452;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2022;0.0;
5453;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2023;0.0;
5454;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2024;0.0;
5455;Pollution levy businesses;Hhs De Stichtse Rijnlanden (WS);2025;0.0;
5456;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2015;0.0;
5457;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2016;0.0;
5458;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2017;;
5459;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2018;;
5460;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2019;;
5461;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2020;;
5462;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2021;;
5463;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2022;;
5464;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2023;;
5465;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2024;;
5466;Pollution levy businesses;Waterschap Peel en Maasvallei (WS);2025;;
5467;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2015;0.0;
5468;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2016;0.0;
5469;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2017;0.0;
5470;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2018;0.0;
5471;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2019;0.0;
5472;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2020;0.0;
5473;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2021;0.0;
5474;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2022;0.0;
5475;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2023;0.0;
5476;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2024;1.0;
5477;Pollution levy businesses;Waterschap Hunze en Aa's (WS);2025;1.0;
5478;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2015;0.0;
5479;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2016;0.0;
5480;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2017;0.0;
5481;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2018;0.0;
5482;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2019;0.0;
5483;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2020;0.0;
5484;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2021;0.0;
5485;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2022;0.0;
5486;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2023;0.0;
5487;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2024;0.0;
5488;Pollution levy businesses;Waterschap Noorderzijlvest (WS);2025;0.0;
5489;Pollution levy businesses;Waterschap Reest en Wieden (WS);2015;0.0;
5490;Pollution levy businesses;Waterschap Reest en Wieden (WS);2016;;
5491;Pollution levy businesses;Waterschap Reest en Wieden (WS);2017;;
5492;Pollution levy businesses;Waterschap Reest en Wieden (WS);2018;;
5493;Pollution levy businesses;Waterschap Reest en Wieden (WS);2019;;
5494;Pollution levy businesses;Waterschap Reest en Wieden (WS);2020;;
5495;Pollution levy businesses;Waterschap Reest en Wieden (WS);2021;;
5496;Pollution levy businesses;Waterschap Reest en Wieden (WS);2022;;
5497;Pollution levy businesses;Waterschap Reest en Wieden (WS);2023;;
5498;Pollution levy businesses;Waterschap Reest en Wieden (WS);2024;;
5499;Pollution levy businesses;Waterschap Reest en Wieden (WS);2025;;
5500;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2015;0.0;
5501;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2016;0.0;
5502;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2017;0.0;
5503;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2018;0.0;
5504;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2019;0.0;
5505;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2020;0.0;
5506;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2021;0.0;
5507;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2022;0.0;
5508;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2023;0.0;
5509;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2024;0.0;
5510;Pollution levy businesses;Waterschap Zuiderzeeland (WS);2025;0.0;
5511;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2015;1.0;
5512;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2016;1.0;
5513;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2017;1.0;
5514;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2018;1.0;
5515;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2019;1.0;
5516;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2020;1.0;
5517;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2021;1.0;
5518;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2022;1.0;
5519;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2023;1.0;
5520;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2024;1.0;
5521;Pollution levy businesses;Hhs Hollands Noorderkwartier (WS);2025;1.0;
5522;Pollution levy businesses;Waterschap Brabantse Delta (WS);2015;0.0;
5523;Pollution levy businesses;Waterschap Brabantse Delta (WS);2016;0.0;
5524;Pollution levy businesses;Waterschap Brabantse Delta (WS);2017;0.0;
5525;Pollution levy businesses;Waterschap Brabantse Delta (WS);2018;0.0;
5526;Pollution levy businesses;Waterschap Brabantse Delta (WS);2019;0.0;
5527;Pollution levy businesses;Waterschap Brabantse Delta (WS);2020;0.0;
5528;Pollution levy businesses;Waterschap Brabantse Delta (WS);2021;0.0;
5529;Pollution levy businesses;Waterschap Brabantse Delta (WS);2022;0.0;
5530;Pollution levy businesses;Waterschap Brabantse Delta (WS);2023;0.0;
5531;Pollution levy businesses;Waterschap Brabantse Delta (WS);2024;0.0;
5532;Pollution levy businesses;Waterschap Brabantse Delta (WS);2025;0.0;
5533;Pollution levy businesses;Wetterskip Fryslân (WS);2015;1.0;
5534;Pollution levy businesses;Wetterskip Fryslân (WS);2016;1.0;
5535;Pollution levy businesses;Wetterskip Fryslân (WS);2017;1.0;
5536;Pollution levy businesses;Wetterskip Fryslân (WS);2018;1.0;
5537;Pollution levy businesses;Wetterskip Fryslân (WS);2019;1.0;
5538;Pollution levy businesses;Wetterskip Fryslân (WS);2020;1.0;
5539;Pollution levy businesses;Wetterskip Fryslân (WS);2021;1.0;
5540;Pollution levy businesses;Wetterskip Fryslân (WS);2022;1.0;
5541;Pollution levy businesses;Wetterskip Fryslân (WS);2023;1.0;
5542;Pollution levy businesses;Wetterskip Fryslân (WS);2024;1.0;
5543;Pollution levy businesses;Wetterskip Fryslân (WS);2025;1.0;
5544;Pollution levy businesses;Waterschap Aa en Maas (WS);2015;0.0;
5545;Pollution levy businesses;Waterschap Aa en Maas (WS);2016;0.0;
5546;Pollution levy businesses;Waterschap Aa en Maas (WS);2017;0.0;
5547;Pollution levy businesses;Waterschap Aa en Maas (WS);2018;0.0;
5548;Pollution levy businesses;Waterschap Aa en Maas (WS);2019;0.0;
5549;Pollution levy businesses;Waterschap Aa en Maas (WS);2020;0.0;
5550;Pollution levy businesses;Waterschap Aa en Maas (WS);2021;0.0;
5551;Pollution levy businesses;Waterschap Aa en Maas (WS);2022;0.0;
5552;Pollution levy businesses;Waterschap Aa en Maas (WS);2023;0.0;
5553;Pollution levy businesses;Waterschap Aa en Maas (WS);2024;0.0;
5554;Pollution levy businesses;Waterschap Aa en Maas (WS);2025;0.0;
5555;Pollution levy businesses;Waterschap Hollandse Delta (WS);2015;0.0;
5556;Pollution levy businesses;Waterschap Hollandse Delta (WS);2016;0.0;
5557;Pollution levy businesses;Waterschap Hollandse Delta (WS);2017;0.0;
5558;Pollution levy businesses;Waterschap Hollandse Delta (WS);2018;0.0;
5559;Pollution levy businesses;Waterschap Hollandse Delta (WS);2019;0.0;
5560;Pollution levy businesses;Waterschap Hollandse Delta (WS);2020;0.0;
5561;Pollution levy businesses;Waterschap Hollandse Delta (WS);2021;0.0;
5562;Pollution levy businesses;Waterschap Hollandse Delta (WS);2022;0.0;
5563;Pollution levy businesses;Waterschap Hollandse Delta (WS);2023;0.0;
5564;Pollution levy businesses;Waterschap Hollandse Delta (WS);2024;0.0;
5565;Pollution levy businesses;Waterschap Hollandse Delta (WS);2025;0.0;
5566;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0;
5567;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0;
5568;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0;
5569;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0;
5570;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0;
5571;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0;
5572;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0;
5573;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0;
5574;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0;
5575;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2024;0.0;
5576;Pollution levy businesses;Hhs van Schieland en Krimpenerwaard (WS);2025;0.0;
5577;Pollution levy businesses;Waterschap Scheldestromen (WS);2015;0.0;
5578;Pollution levy businesses;Waterschap Scheldestromen (WS);2016;0.0;
5579;Pollution levy businesses;Waterschap Scheldestromen (WS);2017;0.0;
5580;Pollution levy businesses;Waterschap Scheldestromen (WS);2018;0.0;
5581;Pollution levy businesses;Waterschap Scheldestromen (WS);2019;0.0;
5582;Pollution levy businesses;Waterschap Scheldestromen (WS);2020;0.0;
5583;Pollution levy businesses;Waterschap Scheldestromen (WS);2021;0.0;
5584;Pollution levy businesses;Waterschap Scheldestromen (WS);2022;0.0;
5585;Pollution levy businesses;Waterschap Scheldestromen (WS);2023;0.0;
5586;Pollution levy businesses;Waterschap Scheldestromen (WS);2024;0.0;
5587;Pollution levy businesses;Waterschap Scheldestromen (WS);2025;0.0;
5588;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2015;0.0;
5589;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2016;0.0;
5590;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2017;0.0;
5591;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2018;0.0;
5592;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2019;0.0;
5593;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2020;0.0;
5594;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2021;0.0;
5595;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2022;0.0;
5596;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2023;0.0;
5597;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2024;1.0;
5598;Pollution levy businesses;Waterschap Vallei en Veluwe (WS);2025;1.0;
5599;Pollution levy businesses;Waterschap Vechtstromen (WS);2015;0.0;
5600;Pollution levy businesses;Waterschap Vechtstromen (WS);2016;0.0;
