ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
5785;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022;47
5786;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 januari;4
5787;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 februari;5
5788;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 maart;7
5789;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 1e kwartaal;16
5790;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 april;6
5791;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 mei;8
5792;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 juni;5
5793;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 2e kwartaal;19
5794;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 juli;6
5795;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 augustus;6
5796;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 september;4
5797;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 3e kwartaal;16
5798;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 oktober;6
5799;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 november;4
5800;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 december;6
5801;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023 4e kwartaal;16
5802;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2023;67
5803;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 januari;10
5804;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 februari;10
5805;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 maart;3
5806;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 1e kwartaal;23
5807;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 april;8
5808;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 mei;5
5809;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 juni;9
5810;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 2e kwartaal;22
5811;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 juli;11
5812;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 augustus;7
5813;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 september;9
5814;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 3e kwartaal;27
5815;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 oktober;8
5816;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 november;6
5817;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 december;4
5818;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024 4e kwartaal;18
5819;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2024;90
5820;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2025 januari;8
5821;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2025 februari;3
5822;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2025 maart;6
5823;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2025 1e kwartaal;17
5824;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 januari;8
5825;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 februari;9
5826;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 maart;12
5827;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 1e kwartaal;29
5828;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 april;12
5829;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 mei;4
5830;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 juni;12
5831;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 2e kwartaal;28
5832;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 juli;16
5833;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 augustus;15
5834;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 september;14
5835;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 3e kwartaal;45
5836;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 oktober;12
5837;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 november;10
5838;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 december;9
5839;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013 4e kwartaal;31
5840;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2013;133
5841;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 januari;14
5842;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 februari;13
5843;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 maart;11
5844;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 1e kwartaal;38
5845;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 april;15
5846;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 mei;14
5847;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 juni;5
5848;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 2e kwartaal;34
5849;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 juli;18
5850;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 augustus;5
5851;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 september;10
5852;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 3e kwartaal;33
5853;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 oktober;7
5854;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 november;14
5855;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 december;14
5856;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014 4e kwartaal;35
5857;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2014;140
5858;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 januari;7
5859;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 februari;8
5860;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 maart;7
5861;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 1e kwartaal;22
5862;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 april;7
5863;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 mei;8
5864;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 juni;7
5865;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 2e kwartaal;22
5866;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 juli;4
5867;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 augustus;3
5868;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 september;7
5869;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 3e kwartaal;14
5870;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 oktober;8
5871;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 november;10
5872;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 december;7
5873;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015 4e kwartaal;25
5874;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2015;83
5875;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 januari;8
5876;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 februari;3
5877;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 maart;10
5878;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 1e kwartaal;21
5879;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 april;4
5880;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 mei;8
5881;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 juni;9
5882;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 2e kwartaal;21
5883;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 juli;9
5884;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 augustus;5
5885;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 september;6
5886;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 3e kwartaal;20
5887;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 oktober;4
5888;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 november;8
5889;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 december;11
5890;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016 4e kwartaal;23
5891;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2016;85
5892;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 januari;4
5893;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 februari;5
5894;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 maart;5
5895;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 1e kwartaal;14
5896;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 april;5
5897;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 mei;11
5898;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 juni;4
5899;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 2e kwartaal;20
5900;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 juli;6
5901;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 augustus;15
5902;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 september;8
5903;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 3e kwartaal;29
5904;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 oktober;8
5905;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 november;9
5906;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 december;3
5907;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017 4e kwartaal;20
5908;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2017;83
5909;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 januari;9
5910;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 februari;5
5911;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 maart;10
5912;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 1e kwartaal;24
5913;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 april;3
5914;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 mei;5
5915;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 juni;8
5916;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 2e kwartaal;16
5917;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 juli;3
5918;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 augustus;4
5919;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 september;8
5920;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 3e kwartaal;15
5921;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 oktober;3
5922;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 november;5
5923;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 december;1
5924;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018 4e kwartaal;9
5925;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2018;64
5926;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 januari;9
5927;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 februari;10
5928;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 maart;8
5929;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 1e kwartaal;27
5930;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 april;9
5931;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 mei;8
5932;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 juni;2
5933;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 2e kwartaal;19
5934;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 juli;11
5935;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 augustus;9
5936;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 september;14
5937;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 3e kwartaal;34
5938;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 oktober;9
5939;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 november;8
5940;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 december;10
5941;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019 4e kwartaal;27
5942;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2019;107
5943;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 januari;6
5944;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 februari;11
5945;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 maart;12
5946;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 1e kwartaal;29
5947;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 april;7
5948;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 mei;6
5949;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 juni;5
5950;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 2e kwartaal;18
5951;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 juli;5
5952;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 augustus;3
5953;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 september;7
5954;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 3e kwartaal;15
5955;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 oktober;2
5956;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 november;6
5957;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 december;9
5958;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020 4e kwartaal;17
5959;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2020;79
5960;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 januari;4
5961;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 februari;5
5962;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 maart;5
5963;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 1e kwartaal;14
5964;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 april;3
5965;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 mei;7
5966;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 juni;4
5967;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 2e kwartaal;14
5968;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 juli;2
5969;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 augustus;1
5970;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 september;6
5971;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 3e kwartaal;9
5972;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 oktober;1
5973;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 november;7
5974;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 december;4
5975;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021 4e kwartaal;12
5976;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2021;49
5977;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 januari;4
5978;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 februari;1
5979;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 maart;7
5980;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 1e kwartaal;12
5981;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 april;4
5982;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 mei;5
5983;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 juni;4
5984;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 2e kwartaal;13
5985;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 juli;4
5986;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 augustus;2
5987;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 september;3
5988;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 3e kwartaal;9
5989;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 oktober;4
5990;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 november;6
5991;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 december;5
5992;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022 4e kwartaal;15
5993;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2022;49
5994;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 januari;7
5995;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 februari;4
5996;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 maart;5
5997;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 1e kwartaal;16
5998;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 april;7
5999;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 mei;5
6000;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 juni;2
6001;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 2e kwartaal;14
6002;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 juli;4
6003;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 augustus;5
6004;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 september;2
6005;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 3e kwartaal;11
6006;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 oktober;7
6007;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 november;3
6008;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 december;9
6009;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023 4e kwartaal;19
6010;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2023;60
6011;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 januari;7
6012;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 februari;2
6013;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 maart;11
6014;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 1e kwartaal;20
6015;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 april;5
6016;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 mei;5
6017;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 juni;3
6018;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 2e kwartaal;13
6019;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 juli;5
6020;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 augustus;5
6021;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 september;9
6022;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 3e kwartaal;19
6023;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 oktober;8
6024;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 november;10
6025;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 december;3
6026;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024 4e kwartaal;21
6027;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2024;73
6028;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2025 januari;6
6029;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2025 februari;6
6030;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2025 maart;6
6031;Natuurlijk persoon met eenmanszaak;35 tot 40 jaar;2025 1e kwartaal;18
6032;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 januari;14
6033;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 februari;11
6034;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 maart;15
6035;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 1e kwartaal;40
6036;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 april;15
6037;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 mei;12
6038;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 juni;8
6039;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 2e kwartaal;35
6040;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 juli;22
6041;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 augustus;10
6042;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 september;16
6043;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 3e kwartaal;48
6044;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 oktober;18
6045;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 november;16
6046;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 december;14
6047;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013 4e kwartaal;48
6048;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2013;171
6049;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 januari;15
6050;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 februari;15
6051;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 maart;14
6052;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 1e kwartaal;44
6053;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 april;20
6054;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 mei;8
6055;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 juni;15
6056;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 2e kwartaal;43
6057;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 juli;12
6058;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 augustus;11
6059;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 september;19
6060;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 3e kwartaal;42
6061;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 oktober;16
6062;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 november;8
6063;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 december;11
6064;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014 4e kwartaal;35
6065;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2014;164
6066;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 januari;10
6067;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 februari;12
6068;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 maart;13
6069;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 1e kwartaal;35
6070;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 april;11
6071;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 mei;8
6072;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 juni;5
6073;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 2e kwartaal;24
6074;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 juli;14
6075;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 augustus;6
6076;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 september;23
6077;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 3e kwartaal;43
6078;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 oktober;8
6079;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 november;5
6080;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 december;14
6081;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015 4e kwartaal;27
6082;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2015;129
6083;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 januari;1
6084;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 februari;8
6085;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 maart;10
6086;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 1e kwartaal;19
6087;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 april;8
6088;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 mei;14
6089;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 juni;7
6090;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 2e kwartaal;29
6091;Natuurlijk persoon met eenmanszaak;40 tot 45 jaar;2016 juli;10
