ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
2782;Lagere publ.lichamen;Bodemsanering;1990 3e kwartaal;19;0;19;2;0;2;16;0;16
2783;Lagere publ.lichamen;Bodemsanering;1990 4e kwartaal;39;0;39;6;0;6;32;0;32
2784;Lagere publ.lichamen;Bodemsanering;1990;103;0;103;12;0;12;91;0;91
2785;Lagere publ.lichamen;Bodemsanering;1991 1e kwartaal;16;0;16;2;0;2;14;0;14
2786;Lagere publ.lichamen;Bodemsanering;1991 2e kwartaal;18;0;18;2;0;2;15;0;15
2787;Lagere publ.lichamen;Bodemsanering;1991 3e kwartaal;26;0;26;3;0;3;23;0;23
2788;Lagere publ.lichamen;Bodemsanering;1991 4e kwartaal;33;0;33;3;0;3;29;0;29
2789;Lagere publ.lichamen;Bodemsanering;1991;92;0;92;11;0;11;81;0;81
2790;Lagere publ.lichamen;Bodemsanering;1992 1e kwartaal;24;0;24;3;0;3;20;0;20
2791;Lagere publ.lichamen;Bodemsanering;1992 2e kwartaal;25;0;25;4;0;4;20;0;20
2792;Lagere publ.lichamen;Bodemsanering;1992 3e kwartaal;16;0;16;4;0;4;13;0;13
2793;Lagere publ.lichamen;Bodemsanering;1992 4e kwartaal;52;0;52;8;0;8;44;0;44
2794;Lagere publ.lichamen;Bodemsanering;1992;117;0;117;18;0;18;98;0;98
2795;Lagere publ.lichamen;Bodemsanering;1993 1e kwartaal;14;0;14;2;0;2;12;0;12
2796;Lagere publ.lichamen;Bodemsanering;1993 2e kwartaal;20;0;20;3;0;3;16;0;16
2797;Lagere publ.lichamen;Bodemsanering;1993 3e kwartaal;19;0;19;3;0;3;15;0;15
2798;Lagere publ.lichamen;Bodemsanering;1993 4e kwartaal;38;0;38;6;0;6;32;0;32
2799;Lagere publ.lichamen;Bodemsanering;1993;90;0;90;15;0;15;75;0;75
2800;Lagere publ.lichamen;Bodemsanering;1994 1e kwartaal;10;0;10;1;0;1;9;0;9
2801;Lagere publ.lichamen;Bodemsanering;1994 2e kwartaal;25;0;25;4;0;4;20;0;20
2802;Lagere publ.lichamen;Bodemsanering;1994 3e kwartaal;26;0;26;4;0;4;22;0;22
2803;Lagere publ.lichamen;Bodemsanering;1994 4e kwartaal;25;0;25;5;0;5;20;0;20
2804;Lagere publ.lichamen;Bodemsanering;1994;85;0;85;14;0;14;71;0;71
2805;Lagere publ.lichamen;Bodemsanering;1995 1e kwartaal;20;0;20;3;0;3;17;0;17
2806;Lagere publ.lichamen;Bodemsanering;1995 2e kwartaal;22;0;22;4;0;4;19;0;19
2807;Lagere publ.lichamen;Bodemsanering;1995 3e kwartaal;30;0;30;6;0;6;24;0;24
2808;Lagere publ.lichamen;Bodemsanering;1995 4e kwartaal;27;0;27;3;0;3;24;0;24
2809;Lagere publ.lichamen;Bodemsanering;1995;99;0;99;15;0;15;83;0;83
2810;Lagere publ.lichamen;Bodemsanering;1996 1e kwartaal;17;0;17;2;0;2;15;0;15
2811;Lagere publ.lichamen;Bodemsanering;1996 2e kwartaal;24;0;24;4;0;4;20;0;20
2812;Lagere publ.lichamen;Bodemsanering;1996 3e kwartaal;17;0;17;2;0;2;15;0;15
2813;Lagere publ.lichamen;Bodemsanering;1996 4e kwartaal;22;0;22;3;0;3;20;0;20
2814;Lagere publ.lichamen;Bodemsanering;1996;80;0;80;11;0;11;69;0;69
2815;Lagere publ.lichamen;Bodemsanering;1997 1e kwartaal;15;0;15;2;0;2;14;0;14
2816;Lagere publ.lichamen;Bodemsanering;1997 2e kwartaal;27;0;27;2;0;2;25;0;25
2817;Lagere publ.lichamen;Bodemsanering;1997 3e kwartaal;28;0;28;2;0;2;25;0;25
2818;Lagere publ.lichamen;Bodemsanering;1997 4e kwartaal;30;0;30;4;0;4;26;0;26
2819;Lagere publ.lichamen;Bodemsanering;1997;101;0;101;10;0;10;91;0;91
2820;Lagere publ.lichamen;Bodemsanering;1998 1e kwartaal;17;0;17;2;0;2;15;0;15
2821;Lagere publ.lichamen;Bodemsanering;1998 2e kwartaal;24;0;24;1;0;1;23;0;23
2822;Lagere publ.lichamen;Bodemsanering;1998 3e kwartaal;24;0;24;4;0;4;20;0;20
2823;Lagere publ.lichamen;Bodemsanering;1998 4e kwartaal;40;0;40;3;0;3;37;0;37
2824;Lagere publ.lichamen;Bodemsanering;1998;105;0;105;10;0;10;95;0;95
2825;Lagere publ.lichamen;Bodemsanering;1999 1e kwartaal;15;0;15;1;0;1;14;0;14
2826;Lagere publ.lichamen;Bodemsanering;1999 2e kwartaal;27;0;27;2;0;2;25;0;25
2827;Lagere publ.lichamen;Bodemsanering;1999 3e kwartaal;26;0;26;4;0;4;22;0;22
2828;Lagere publ.lichamen;Bodemsanering;1999 4e kwartaal;39;0;39;3;0;3;36;0;36
2829;Lagere publ.lichamen;Bodemsanering;1999;107;0;107;10;0;10;97;0;97
2830;Lagere publ.lichamen;Bodemsanering;2000 1e kwartaal;14;0;14;0;0;0;13;0;13
2831;Lagere publ.lichamen;Bodemsanering;2000 2e kwartaal;25;0;25;1;0;1;23;0;23
2832;Lagere publ.lichamen;Bodemsanering;2000 3e kwartaal;17;0;17;2;0;2;15;0;15
2833;Lagere publ.lichamen;Bodemsanering;2000 4e kwartaal;32;0;32;4;0;4;28;0;28
2834;Lagere publ.lichamen;Bodemsanering;2000;87;0;87;8;0;8;80;0;80
2835;Lagere publ.lichamen;Bodemsanering;2001 1e kwartaal;17;0;17;6;0;6;11;0;11
2836;Lagere publ.lichamen;Bodemsanering;2001 2e kwartaal;38;0;38;11;0;11;27;0;27
2837;Lagere publ.lichamen;Bodemsanering;2001 3e kwartaal;34;0;34;10;0;10;24;0;24
2838;Lagere publ.lichamen;Bodemsanering;2001 4e kwartaal;65;0;65;13;0;13;52;0;52
2839;Lagere publ.lichamen;Bodemsanering;2001;168;0;168;40;0;40;128;0;128
2840;Lagere publ.lichamen;Bodemsanering;2002 1e kwartaal;22;0;22;7;0;7;15;0;15
2841;Lagere publ.lichamen;Bodemsanering;2002 2e kwartaal;25;0;25;6;0;6;19;0;19
2842;Lagere publ.lichamen;Bodemsanering;2002 3e kwartaal;34;0;34;3;0;3;31;0;31
2843;Lagere publ.lichamen;Bodemsanering;2002 4e kwartaal;43;0;43;7;0;7;35;0;35
2844;Lagere publ.lichamen;Bodemsanering;2002;124;0;124;24;0;24;100;0;100
2845;Lagere publ.lichamen;Bodemsanering;2003 1e kwartaal;19;0;19;2;0;2;18;0;18
2846;Lagere publ.lichamen;Bodemsanering;2003 2e kwartaal;19;0;19;4;0;4;15;0;15
2847;Lagere publ.lichamen;Bodemsanering;2003 3e kwartaal;46;0;46;5;0;5;40;0;40
2848;Lagere publ.lichamen;Bodemsanering;2003 4e kwartaal;41;0;41;13;0;13;28;0;28
2849;Lagere publ.lichamen;Bodemsanering;2003;127;0;127;24;0;24;103;0;103
2850;Lagere publ.lichamen;Overige;1989 1e kwartaal;2;0;2;0;0;0;1;0;1
2851;Lagere publ.lichamen;Overige;1989 2e kwartaal;2;0;2;0;0;0;2;0;2
2852;Lagere publ.lichamen;Overige;1989 3e kwartaal;2;0;2;0;0;0;2;0;2
2853;Lagere publ.lichamen;Overige;1989 4e kwartaal;5;0;5;0;0;0;5;0;5
2854;Lagere publ.lichamen;Overige;1989;11;0;11;1;0;1;10;0;10
2855;Lagere publ.lichamen;Overige;1990 1e kwartaal;5;0;5;0;0;0;5;0;5
2856;Lagere publ.lichamen;Overige;1990 2e kwartaal;6;0;6;0;0;0;5;0;5
2857;Lagere publ.lichamen;Overige;1990 3e kwartaal;5;0;4;0;0;0;4;0;4
2858;Lagere publ.lichamen;Overige;1990 4e kwartaal;5;0;5;0;0;0;5;0;5
2859;Lagere publ.lichamen;Overige;1990;22;0;21;1;0;1;20;0;20
2860;Lagere publ.lichamen;Overige;1991 1e kwartaal;2;0;2;0;0;0;2;0;2
2861;Lagere publ.lichamen;Overige;1991 2e kwartaal;5;0;5;0;0;0;5;0;5
2862;Lagere publ.lichamen;Overige;1991 3e kwartaal;4;0;4;0;0;0;4;0;4
2863;Lagere publ.lichamen;Overige;1991 4e kwartaal;6;0;6;0;0;0;6;0;6
2864;Lagere publ.lichamen;Overige;1991;17;0;16;0;0;0;16;0;16
2865;Lagere publ.lichamen;Overige;1992 1e kwartaal;14;0;14;0;0;0;14;0;14
2866;Lagere publ.lichamen;Overige;1992 2e kwartaal;8;0;8;0;0;0;8;0;8
2867;Lagere publ.lichamen;Overige;1992 3e kwartaal;8;0;8;0;0;0;8;0;8
2868;Lagere publ.lichamen;Overige;1992 4e kwartaal;15;0;14;0;0;0;14;0;14
2869;Lagere publ.lichamen;Overige;1992;45;0;44;0;0;0;44;0;44
2870;Lagere publ.lichamen;Overige;1993 1e kwartaal;4;0;4;0;0;0;4;0;4
2871;Lagere publ.lichamen;Overige;1993 2e kwartaal;9;0;8;1;0;0;8;0;7
2872;Lagere publ.lichamen;Overige;1993 3e kwartaal;11;0;11;0;0;0;10;0;10
2873;Lagere publ.lichamen;Overige;1993 4e kwartaal;11;0;11;0;0;0;11;0;11
2874;Lagere publ.lichamen;Overige;1993;34;0;34;1;0;1;34;0;33
2875;Lagere publ.lichamen;Overige;1994 1e kwartaal;3;0;3;0;0;0;3;0;3
2876;Lagere publ.lichamen;Overige;1994 2e kwartaal;8;0;8;0;0;0;8;0;8
2877;Lagere publ.lichamen;Overige;1994 3e kwartaal;8;0;8;0;0;0;8;0;8
2878;Lagere publ.lichamen;Overige;1994 4e kwartaal;5;0;5;0;0;0;5;0;5
2879;Lagere publ.lichamen;Overige;1994;24;0;24;0;0;0;24;0;24
2880;Lagere publ.lichamen;Overige;1995 1e kwartaal;2;0;2;0;0;0;2;0;2
2881;Lagere publ.lichamen;Overige;1995 2e kwartaal;2;0;2;0;0;0;2;0;2
2882;Lagere publ.lichamen;Overige;1995 3e kwartaal;2;0;2;0;0;0;2;0;2
2883;Lagere publ.lichamen;Overige;1995 4e kwartaal;2;0;2;0;0;0;2;0;2
2884;Lagere publ.lichamen;Overige;1995;8;0;8;0;0;0;8;0;8
2885;Lagere publ.lichamen;Overige;1996 1e kwartaal;1;0;0;0;0;0;0;0;0
2886;Lagere publ.lichamen;Overige;1996 2e kwartaal;3;0;2;0;0;0;3;0;2
2887;Lagere publ.lichamen;Overige;1996 3e kwartaal;2;0;2;0;0;0;2;0;2
2888;Lagere publ.lichamen;Overige;1996 4e kwartaal;5;0;5;0;0;0;5;0;5
2889;Lagere publ.lichamen;Overige;1996;10;1;10;0;0;0;10;1;10
2890;Lagere publ.lichamen;Overige;1997 1e kwartaal;2;0;2;0;0;0;2;0;2
2891;Lagere publ.lichamen;Overige;1997 2e kwartaal;2;0;2;0;0;0;2;0;2
2892;Lagere publ.lichamen;Overige;1997 3e kwartaal;2;0;2;0;0;0;2;0;2
2893;Lagere publ.lichamen;Overige;1997 4e kwartaal;2;0;2;0;0;0;2;0;2
2894;Lagere publ.lichamen;Overige;1997;7;0;7;0;0;0;7;0;7
2895;Lagere publ.lichamen;Overige;1998 1e kwartaal;1;0;1;0;0;0;1;0;1
2896;Lagere publ.lichamen;Overige;1998 2e kwartaal;1;0;1;0;0;0;1;0;1
2897;Lagere publ.lichamen;Overige;1998 3e kwartaal;1;0;1;0;0;0;1;0;1
2898;Lagere publ.lichamen;Overige;1998 4e kwartaal;2;0;2;0;0;0;2;0;2
2899;Lagere publ.lichamen;Overige;1998;6;0;5;0;0;0;6;0;5
2900;Lagere publ.lichamen;Overige;1999 1e kwartaal;1;0;1;0;0;0;1;0;1
2901;Lagere publ.lichamen;Overige;1999 2e kwartaal;1;0;1;0;0;0;1;0;1
2902;Lagere publ.lichamen;Overige;1999 3e kwartaal;1;0;1;0;0;0;1;0;1
2903;Lagere publ.lichamen;Overige;1999 4e kwartaal;0;0;0;0;0;0;0;0;0
2904;Lagere publ.lichamen;Overige;1999;4;0;4;0;0;0;4;0;4
2905;Lagere publ.lichamen;Overige;2000 1e kwartaal;12;0;12;0;0;0;12;0;12
2906;Lagere publ.lichamen;Overige;2000 2e kwartaal;1;0;1;0;0;0;1;0;1
2907;Lagere publ.lichamen;Overige;2000 3e kwartaal;34;0;34;0;0;0;34;0;34
2908;Lagere publ.lichamen;Overige;2000 4e kwartaal;20;2;18;0;0;0;20;2;18
2909;Lagere publ.lichamen;Overige;2000;67;2;64;0;0;0;66;2;64
2910;Lagere publ.lichamen;Overige;2001 1e kwartaal;24;3;21;1;0;1;23;3;20
2911;Lagere publ.lichamen;Overige;2001 2e kwartaal;12;3;8;2;0;2;10;3;7
2912;Lagere publ.lichamen;Overige;2001 3e kwartaal;4;4;0;1;1;0;3;3;0
2913;Lagere publ.lichamen;Overige;2001 4e kwartaal;3;2;1;0;0;0;3;2;1
2914;Lagere publ.lichamen;Overige;2001;28;13;15;4;1;3;24;11;13
2915;Lagere publ.lichamen;Overige;2002 1e kwartaal;6;1;5;0;0;0;6;1;5
2916;Lagere publ.lichamen;Overige;2002 2e kwartaal;5;4;1;0;0;0;5;4;1
2917;Lagere publ.lichamen;Overige;2002 3e kwartaal;1;0;1;0;0;0;0;0;0
2918;Lagere publ.lichamen;Overige;2002 4e kwartaal;23;19;4;18;17;1;5;2;3
2919;Lagere publ.lichamen;Overige;2002;35;24;11;18;17;1;16;7;9
2920;Lagere publ.lichamen;Overige;2003 1e kwartaal;20;16;4;12;11;1;8;4;3
2921;Lagere publ.lichamen;Overige;2003 2e kwartaal;31;20;11;20;19;1;11;1;10
2922;Lagere publ.lichamen;Overige;2003 3e kwartaal;33;29;4;28;28;0;4;1;4
2923;Lagere publ.lichamen;Overige;2003 4e kwartaal;58;47;11;42;40;3;16;7;9
2924;Lagere publ.lichamen;Overige;2003;141;111;30;103;99;5;38;13;25
2925;Bedrijven;Totaal functies;1989 1e kwartaal;476;110;365;244;79;166;232;32;200
2926;Bedrijven;Totaal functies;1989 2e kwartaal;586;137;450;297;89;207;289;47;242
2927;Bedrijven;Totaal functies;1989 3e kwartaal;604;146;458;289;102;187;316;44;272
2928;Bedrijven;Totaal functies;1989 4e kwartaal;673;151;522;308;100;208;364;51;314
2929;Bedrijven;Totaal functies;1989;2339;544;1795;1138;370;767;1202;174;1028
2930;Bedrijven;Totaal functies;1990 1e kwartaal;544;133;411;276;94;182;267;39;229
2931;Bedrijven;Totaal functies;1990 2e kwartaal;612;155;457;296;107;189;316;48;268
2932;Bedrijven;Totaal functies;1990 3e kwartaal;675;146;529;300;95;205;375;51;325
2933;Bedrijven;Totaal functies;1990 4e kwartaal;835;178;657;350;121;229;485;57;428
2934;Bedrijven;Totaal functies;1990;2666;611;2054;1222;417;805;1443;194;1249
2935;Bedrijven;Totaal functies;1991 1e kwartaal;532;136;396;265;97;168;266;39;228
2936;Bedrijven;Totaal functies;1991 2e kwartaal;877;155;722;384;103;282;493;53;440
2937;Bedrijven;Totaal functies;1991 3e kwartaal;761;148;613;359;96;264;402;52;349
2938;Bedrijven;Totaal functies;1991 4e kwartaal;856;165;691;351;104;247;506;61;445
2939;Bedrijven;Totaal functies;1991;3027;604;2423;1360;400;961;1667;205;1462
2940;Bedrijven;Totaal functies;1992 1e kwartaal;623;147;476;305;103;201;317;43;275
2941;Bedrijven;Totaal functies;1992 2e kwartaal;755;159;595;362;108;255;393;52;341
2942;Bedrijven;Totaal functies;1992 3e kwartaal;741;161;580;345;105;241;396;56;340
2943;Bedrijven;Totaal functies;1992 4e kwartaal;967;195;773;404;125;279;564;70;493
2944;Bedrijven;Totaal functies;1992;3086;662;2425;1417;441;976;1669;221;1448
2945;Bedrijven;Totaal functies;1993 1e kwartaal;708;171;537;329;118;211;379;53;326
2946;Bedrijven;Totaal functies;1993 2e kwartaal;875;187;688;387;125;262;488;62;426
2947;Bedrijven;Totaal functies;1993 3e kwartaal;953;193;760;409;124;285;544;69;475
2948;Bedrijven;Totaal functies;1993 4e kwartaal;961;214;746;415;138;277;545;76;470
2949;Bedrijven;Totaal functies;1993;3497;765;2732;1541;506;1035;1956;260;1697
2950;Bedrijven;Totaal functies;1994 1e kwartaal;719;173;546;345;121;223;374;52;322
2951;Bedrijven;Totaal functies;1994 2e kwartaal;855;186;669;373;118;255;482;68;414
2952;Bedrijven;Totaal functies;1994 3e kwartaal;843;180;663;367;111;256;476;69;407
2953;Bedrijven;Totaal functies;1994 4e kwartaal;934;235;699;404;150;255;530;85;445
2954;Bedrijven;Totaal functies;1994;3351;774;2577;1489;501;989;1862;273;1588
2955;Bedrijven;Totaal functies;1995 1e kwartaal;683;169;514;280;92;188;403;77;326
2956;Bedrijven;Totaal functies;1995 2e kwartaal;738;187;551;317;113;203;421;74;348
2957;Bedrijven;Totaal functies;1995 3e kwartaal;819;215;604;350;115;235;469;100;369
2958;Bedrijven;Totaal functies;1995 4e kwartaal;1036;259;777;421;132;289;615;127;488
2959;Bedrijven;Totaal functies;1995;3276;830;2445;1367;452;915;1909;378;1531
2960;Bedrijven;Totaal functies;1996 1e kwartaal;653;189;464;270;99;171;383;90;293
2961;Bedrijven;Totaal functies;1996 2e kwartaal;792;216;575;304;105;200;487;112;376
2962;Bedrijven;Totaal functies;1996 3e kwartaal;822;188;634;301;90;211;521;98;423
2963;Bedrijven;Totaal functies;1996 4e kwartaal;1056;274;783;380;129;251;676;144;531
2964;Bedrijven;Totaal functies;1996;3323;867;2456;1256;422;833;2068;444;1623
2965;Bedrijven;Totaal functies;1997 1e kwartaal;645;213;432;204;77;128;441;136;305
2966;Bedrijven;Totaal functies;1997 2e kwartaal;935;292;643;334;106;228;600;186;414
2967;Bedrijven;Totaal functies;1997 3e kwartaal;870;306;564;293;108;184;577;198;380
2968;Bedrijven;Totaal functies;1997 4e kwartaal;1024;258;766;393;106;288;630;152;478
2969;Bedrijven;Totaal functies;1997;3474;1069;2405;1225;398;828;2248;672;1577
2970;Bedrijven;Totaal functies;1998 1e kwartaal;632;168;464;184;67;117;448;101;347
2971;Bedrijven;Totaal functies;1998 2e kwartaal;823;249;574;304;103;201;520;147;373
2972;Bedrijven;Totaal functies;1998 3e kwartaal;864;281;582;268;101;167;596;180;415
2973;Bedrijven;Totaal functies;1998 4e kwartaal;1050;326;724;341;98;243;709;229;481
2974;Bedrijven;Totaal functies;1998;3369;1025;2344;1095;368;727;2273;657;1616
2975;Bedrijven;Totaal functies;1999 1e kwartaal;688;164;525;223;69;154;466;95;370
2976;Bedrijven;Totaal functies;1999 2e kwartaal;830;229;601;287;88;199;542;140;402
2977;Bedrijven;Totaal functies;1999 3e kwartaal;931;230;701;324;99;224;607;131;476
2978;Bedrijven;Totaal functies;1999 4e kwartaal;1240;332;907;425;129;296;815;204;611
2979;Bedrijven;Totaal functies;1999;3688;955;2734;1258;385;873;2430;569;1860
2980;Bedrijven;Totaal functies;2000 1e kwartaal;706;189;516;250;96;153;456;93;363
2981;Bedrijven;Totaal functies;2000 2e kwartaal;1002;294;708;342;148;194;660;146;515
2982;Bedrijven;Totaal functies;2000 3e kwartaal;1043;273;770;297;122;176;746;151;594
2983;Bedrijven;Totaal functies;2000 4e kwartaal;1197;364;833;468;157;310;729;206;523
2984;Bedrijven;Totaal functies;2000;3947;1119;2828;1356;523;833;2591;596;1995
2985;Bedrijven;Totaal functies;2001 1e kwartaal;842;198;644;217;79;139;625;119;506
2986;Bedrijven;Totaal functies;2001 2e kwartaal;889;243;646;241;101;140;648;142;506
2987;Bedrijven;Totaal functies;2001 3e kwartaal;1034;243;791;241;98;143;793;145;647
2988;Bedrijven;Totaal functies;2001 4e kwartaal;1313;350;963;290;98;192;1023;251;771
2989;Bedrijven;Totaal functies;2001;4077;1033;3044;989;375;614;3088;658;2430
2990;Bedrijven;Totaal functies;2002 1e kwartaal;789;179;611;167;62;105;622;116;505
2991;Bedrijven;Totaal functies;2002 2e kwartaal;1270;323;947;293;129;163;977;193;784
2992;Bedrijven;Totaal functies;2002 3e kwartaal;1091;198;894;122;48;74;969;150;819
2993;Bedrijven;Totaal functies;2002 4e kwartaal;1312;345;966;209;81;129;1102;265;837
2994;Bedrijven;Totaal functies;2002;4462;1044;3418;792;320;471;3670;724;2946
2995;Bedrijven;Totaal functies;2003 1e kwartaal;866;156;710;120;43;77;746;113;632
2996;Bedrijven;Totaal functies;2003 2e kwartaal;1078;227;852;276;65;211;802;162;641
2997;Bedrijven;Totaal functies;2003 3e kwartaal;957;175;782;102;39;63;855;136;719
2998;Bedrijven;Totaal functies;2003 4e kwartaal;1414;324;1090;125;47;78;1289;277;1012
2999;Bedrijven;Totaal functies;2003;4368;891;3477;634;200;435;3734;691;3042
3000;Bedrijven;Wegverkeer;1989 1e kwartaal;1;1;0;1;1;0;1;0;0
3001;Bedrijven;Wegverkeer;1989 2e kwartaal;3;0;2;0;0;0;2;0;2
3002;Bedrijven;Wegverkeer;1989 3e kwartaal;3;1;2;0;0;0;2;0;2
3003;Bedrijven;Wegverkeer;1989 4e kwartaal;5;0;4;0;0;0;4;0;4
3004;Bedrijven;Wegverkeer;1989;12;3;9;2;1;1;10;1;8
3005;Bedrijven;Wegverkeer;1990 1e kwartaal;2;0;1;0;0;0;2;0;1
3006;Bedrijven;Wegverkeer;1990 2e kwartaal;2;1;1;0;0;0;2;0;1
3007;Bedrijven;Wegverkeer;1990 3e kwartaal;3;1;2;1;0;0;2;0;1
3008;Bedrijven;Wegverkeer;1990 4e kwartaal;4;1;2;0;0;0;3;0;3
3009;Bedrijven;Wegverkeer;1990;11;4;7;2;2;0;9;2;7
3010;Bedrijven;Wegverkeer;1991 1e kwartaal;1;0;0;0;0;0;1;0;0
3011;Bedrijven;Wegverkeer;1991 2e kwartaal;2;0;1;0;0;0;2;0;1
3012;Bedrijven;Wegverkeer;1991 3e kwartaal;3;1;2;1;0;0;2;0;1
3013;Bedrijven;Wegverkeer;1991 4e kwartaal;6;1;5;1;0;0;5;1;5
3014;Bedrijven;Wegverkeer;1991;12;4;8;2;1;0;10;2;8
3015;Bedrijven;Wegverkeer;1992 1e kwartaal;3;1;2;0;0;0;3;0;2
3016;Bedrijven;Wegverkeer;1992 2e kwartaal;3;1;2;1;0;0;3;1;1
3017;Bedrijven;Wegverkeer;1992 3e kwartaal;5;1;4;0;0;0;4;0;4
3018;Bedrijven;Wegverkeer;1992 4e kwartaal;4;1;2;0;0;0;3;1;2
3019;Bedrijven;Wegverkeer;1992;15;5;10;2;2;1;12;3;10
3020;Bedrijven;Wegverkeer;1993 1e kwartaal;4;1;2;0;0;0;3;0;2
3021;Bedrijven;Wegverkeer;1993 2e kwartaal;5;1;4;0;0;0;5;0;4
3022;Bedrijven;Wegverkeer;1993 3e kwartaal;4;1;2;1;0;0;3;1;2
3023;Bedrijven;Wegverkeer;1993 4e kwartaal;4;2;2;2;0;1;2;1;1
3024;Bedrijven;Wegverkeer;1993;17;5;11;4;2;2;13;4;10
3025;Bedrijven;Wegverkeer;1994 1e kwartaal;3;1;2;0;0;0;3;1;2
3026;Bedrijven;Wegverkeer;1994 2e kwartaal;3;1;1;0;0;0;2;1;1
3027;Bedrijven;Wegverkeer;1994 3e kwartaal;3;1;2;0;0;0;3;1;2
3028;Bedrijven;Wegverkeer;1994 4e kwartaal;2;1;1;0;0;0;2;1;1
3029;Bedrijven;Wegverkeer;1994;11;5;6;2;1;0;10;4;5
3030;Bedrijven;Wegverkeer;1995 1e kwartaal;4;1;2;0;0;0;3;1;2
3031;Bedrijven;Wegverkeer;1995 2e kwartaal;2;0;1;0;0;0;2;0;1
3032;Bedrijven;Wegverkeer;1995 3e kwartaal;2;1;1;0;0;0;2;0;1
3033;Bedrijven;Wegverkeer;1995 4e kwartaal;4;1;3;0;0;0;4;0;3
3034;Bedrijven;Wegverkeer;1995;12;3;8;1;1;0;10;2;8
3035;Bedrijven;Wegverkeer;1996 1e kwartaal;2;0;1;0;0;0;2;0;1
3036;Bedrijven;Wegverkeer;1996 2e kwartaal;4;1;3;0;0;0;4;1;3
3037;Bedrijven;Wegverkeer;1996 3e kwartaal;2;1;1;0;0;0;2;1;1
3038;Bedrijven;Wegverkeer;1996 4e kwartaal;5;1;3;0;0;0;4;1;3
3039;Bedrijven;Wegverkeer;1996;12;5;8;1;1;0;11;3;8
3040;Bedrijven;Wegverkeer;1997 1e kwartaal;4;0;3;0;0;0;4;0;3
3041;Bedrijven;Wegverkeer;1997 2e kwartaal;3;1;1;0;0;0;3;1;1
3042;Bedrijven;Wegverkeer;1997 3e kwartaal;4;1;3;0;0;0;3;1;3
3043;Bedrijven;Wegverkeer;1997 4e kwartaal;4;2;2;0;0;0;4;2;2
3044;Bedrijven;Wegverkeer;1997;14;5;9;1;1;0;13;4;9
3045;Bedrijven;Wegverkeer;1998 1e kwartaal;4;1;3;0;0;0;3;0;3
3046;Bedrijven;Wegverkeer;1998 2e kwartaal;5;1;4;1;1;0;4;0;4
3047;Bedrijven;Wegverkeer;1998 3e kwartaal;4;1;3;0;0;0;3;0;3
3048;Bedrijven;Wegverkeer;1998 4e kwartaal;7;1;6;1;0;0;6;0;5
3049;Bedrijven;Wegverkeer;1998;20;4;16;3;2;1;17;2;15
3050;Bedrijven;Wegverkeer;1999 1e kwartaal;4;2;3;0;0;0;4;1;3
3051;Bedrijven;Wegverkeer;1999 2e kwartaal;5;1;3;1;1;0;3;0;3
3052;Bedrijven;Wegverkeer;1999 3e kwartaal;13;1;12;1;0;0;12;0;11
3053;Bedrijven;Wegverkeer;1999 4e kwartaal;19;2;17;1;0;0;18;1;17
3054;Bedrijven;Wegverkeer;1999;40;5;35;4;2;1;37;4;34
3055;Bedrijven;Wegverkeer;2000 1e kwartaal;5;1;4;0;0;0;4;0;4
3056;Bedrijven;Wegverkeer;2000 2e kwartaal;6;1;5;1;1;0;5;0;4
3057;Bedrijven;Wegverkeer;2000 3e kwartaal;10;1;9;1;0;0;9;0;8
3058;Bedrijven;Wegverkeer;2000 4e kwartaal;15;0;15;0;0;0;15;0;15
3059;Bedrijven;Wegverkeer;2000;36;4;32;3;2;1;33;2;31
3060;Bedrijven;Wegverkeer;2001 1e kwartaal;4;1;3;0;0;0;4;0;3
3061;Bedrijven;Wegverkeer;2001 2e kwartaal;29;1;28;0;0;0;28;0;28
3062;Bedrijven;Wegverkeer;2001 3e kwartaal;70;2;68;3;1;2;67;1;66
3063;Bedrijven;Wegverkeer;2001 4e kwartaal;29;1;28;0;0;0;29;1;28
3064;Bedrijven;Wegverkeer;2001;132;5;127;4;2;2;128;3;125
3065;Bedrijven;Wegverkeer;2002 1e kwartaal;35;1;34;1;1;0;34;1;33
3066;Bedrijven;Wegverkeer;2002 2e kwartaal;39;0;39;0;0;0;39;0;39
3067;Bedrijven;Wegverkeer;2002 3e kwartaal;45;1;44;1;1;0;45;0;44
3068;Bedrijven;Wegverkeer;2002 4e kwartaal;45;1;45;0;0;0;45;0;45
3069;Bedrijven;Wegverkeer;2002;165;4;161;2;2;1;163;2;161
3070;Bedrijven;Wegverkeer;2003 1e kwartaal;47;2;46;1;1;0;47;1;46
3071;Bedrijven;Wegverkeer;2003 2e kwartaal;42;0;42;0;0;0;42;0;42
3072;Bedrijven;Wegverkeer;2003 3e kwartaal;36;0;36;0;0;0;36;0;36
3073;Bedrijven;Wegverkeer;2003 4e kwartaal;124;1;123;1;0;0;123;0;123
3074;Bedrijven;Wegverkeer;2003;250;3;247;2;1;1;248;2;246
3075;Bedrijven;Waterverkeer/beheersing;1989 1e kwartaal;13;4;10;0;0;0;13;4;10
3076;Bedrijven;Waterverkeer/beheersing;1989 2e kwartaal;17;5;12;0;0;0;17;5;12
