ID;SectorBranchesSIC2008;Periods;CompensationOfEmployees_1;CompensationSeasonalAdjusted_2;WagesAndSalaries_3;WagesSeasonalAdjusted_4;EmployersSocialContributions_5;SocialContributionsSeasonalAdjusted_6;WageCosts_7;CompensationOfEmployees_8;WagesAndSalaries_9;WageCosts_10;CompensationPerFte_11;WagesPerFte_12;WageCostsPerFte_13;CompensationPerHourWorked_14;WagesPerHourWorked_15;WageCostsPerHourWorked_16;CompensationPerFte_17;WagesPerFte_18;WageCostsPerFte_19;CompensationPerHourWorked_20;WagesPerHourWorked_21;WageCostsPerHourWorked_22;FullTimeEquivalentFte_23;HoursWorked_24;FullTimeEquivalentFte_25;HoursWorked_26;Total_27;Male_28;Female_29;Total_30;Male_31;Female_32
1951;P Education;1995 2nd quarter;3359;2951.0;2795;2401.0;564;;3357;;;;10.3;8.6;10.3;27.8;23.1;27.8;;;;;;;325;121;;;431;204;227;;;
1952;P Education;1995 3rd quarter;2791;2978.0;2256;2427.0;535;;2791;;;;8.7;7.0;8.7;22.7;18.4;22.7;;;;;;;322;123;;;428;203;225;;;
1953;P Education;1995 4th quarter;2949;3023.0;2431;2479.0;518;;2947;;;;9.1;7.5;9.1;22.0;18.1;21.9;;;;;;;325;134;;;432;205;227;;;
1954;P Education;1995;11880;;9686;;2194;;11875;;;;36.8;30.0;36.8;23.4;19.0;23.3;;;;;;;323;509;;;428;203;225;;;
1955;P Education;1996 1st quarter;2872;3028.0;2233;2413.0;639;;2866;3.3;1.4;3.1;8.8;6.8;8.8;21.6;16.8;21.6;0.9;-1.0;0.7;1.6;-0.3;1.5;327;133;2.4;1.6;431;204;227;1.8;1.7;2.0
1956;P Education;1996 2nd quarter;3449;3028.0;2825;2425.0;624;;3442;2.7;1.0;2.5;10.4;8.5;10.4;28.2;23.1;28.1;0.6;-1.0;0.4;1.3;-0.3;1.1;331;122;2.1;1.4;438;207;231;1.6;1.4;1.7
1957;P Education;1996 3rd quarter;2869;3061.0;2279;2454.0;590;;2862;2.8;1.0;2.5;8.7;6.9;8.7;23.0;18.3;23.0;0.7;-1.1;0.4;1.4;-0.4;1.1;329;124;2.1;1.4;434;206;229;1.6;1.4;1.7
1958;P Education;1996 4th quarter;3015;3095.0;2448;2499.0;567;;3008;2.2;0.7;2.1;9.1;7.4;9.1;22.2;18.0;22.1;0.4;-1.1;0.2;1.1;-0.4;0.9;331;136;1.8;1.1;438;207;231;1.3;1.2;1.5
1959;P Education;1996;12205;;9785;;2420;;12178;2.7;1.0;2.6;37.1;29.7;37.0;23.7;19.0;23.6;0.6;-1.1;0.4;1.3;-0.4;1.2;329;516;2.1;1.4;435;206;229;1.6;1.4;1.7
1960;P Education;1997 1st quarter;2964;3125.0;2359;2548.0;605;;2955;3.2;5.6;3.1;8.9;7.1;8.9;22.5;17.9;22.4;1.3;3.7;1.2;3.9;6.4;3.8;333;132;1.9;-0.7;436;207;229;1.1;1.5;0.6
1961;P Education;1997 2nd quarter;3600;3156.0;3020;2588.0;580;;3590;4.4;6.9;4.3;10.8;9.0;10.7;27.8;23.3;27.7;3.5;6.0;3.4;-1.4;1.0;-1.5;334;130;0.9;5.9;438;208;230;0.1;0.6;-0.3
1962;P Education;1997 3rd quarter;2986;3184.0;2424;2612.0;562;;2977;4.1;6.3;4.0;9.0;7.3;8.9;23.7;19.2;23.6;2.9;5.1;2.8;2.8;5.1;2.8;333;126;1.2;1.2;436;207;229;0.4;0.8;-0.1
1963;P Education;1997 4th quarter;3135;3222.0;2592;2648.0;543;;3123;4.0;5.9;3.8;9.3;7.7;9.3;23.2;19.2;23.2;2.3;4.2;2.2;4.8;6.7;4.6;336;135;1.6;-0.7;441;210;231;0.8;1.3;0.4
1964;P Education;1997;12685;;10395;;2290;;12645;3.9;6.2;3.8;38.0;31.1;37.9;24.3;19.9;24.2;2.5;4.8;2.4;2.6;4.9;2.5;334;522;1.4;1.3;438;208;230;0.6;1.1;0.2
1965;P Education;1998 1st quarter;3128;3302.0;2401;2597.0;727;;3115;5.5;1.8;5.4;9.2;7.1;9.2;22.7;17.5;22.6;3.1;-0.5;3.0;1.2;-2.4;1.1;340;138;2.3;4.2;442;209;233;1.3;0.9;1.7
1966;P Education;1998 2nd quarter;3810;3336.0;3067;2625.0;743;;3796;5.9;1.6;5.8;11.1;8.9;11.1;29.3;23.6;29.2;3.1;-1.1;3.0;5.6;1.3;5.5;343;130;2.7;0.2;446;211;235;1.7;1.3;2.0
1967;P Education;1998 3rd quarter;3161;3368.0;2463;2654.0;698;;3147;5.9;1.6;5.7;9.2;7.2;9.2;24.6;19.1;24.4;3.0;-1.2;2.9;3.6;-0.6;3.5;342;129;2.8;2.2;444;210;234;1.8;1.4;2.1
1968;P Education;1998 4th quarter;3310;3404.0;2628;2681.0;682;;3297;5.6;1.4;5.6;9.5;7.6;9.5;24.1;19.2;24.0;2.4;-1.6;2.4;3.8;-0.3;3.8;347;137;3.1;1.7;450;213;237;2.1;1.7;2.4
1969;P Education;1998;13409;;10559;;2850;;13355;5.7;1.6;5.6;39.1;30.8;38.9;25.1;19.8;25.0;2.9;-1.1;2.8;3.5;-0.5;3.4;343;534;2.7;2.1;445;211;234;1.7;1.3;2.1
1970;P Education;1999 1st quarter;3271;3460.0;2520;2734.0;751;;3258;4.5;4.9;4.6;9.5;7.3;9.4;23.7;18.3;23.6;3.0;3.4;3.0;4.4;4.8;4.4;345;138;1.5;0.1;446;204;242;0.9;-2.5;4.0
1971;P Education;1999 2nd quarter;4001;3500.0;3250;2779.0;751;;3988;5.0;6.0;5.1;11.5;9.3;11.4;30.3;24.6;30.2;3.2;4.1;3.2;3.5;4.4;3.5;349;132;1.8;1.5;451;206;245;1.3;-2.2;4.4
1972;P Education;1999 3rd quarter;3326;3542.0;2609;2812.0;717;;3312;5.2;5.9;5.2;9.6;7.5;9.5;25.5;20.0;25.4;3.3;4.0;3.3;4.0;4.8;4.0;348;130;1.8;1.1;450;206;244;1.3;-2.1;4.4
1973;P Education;1999 4th quarter;3478;3569.0;2786;2830.0;692;;3467;5.1;6.0;5.2;9.9;7.9;9.8;24.3;19.5;24.2;3.2;4.1;3.3;0.8;1.7;0.9;353;143;1.8;4.3;456;209;247;1.3;-2.2;4.4
1974;P Education;1999;14076;;11165;;2911;;14025;5.0;5.7;5.0;40.3;32.0;40.2;25.9;20.6;25.8;3.2;3.9;3.2;3.1;3.9;3.2;349;543;1.7;1.8;451;206;245;1.2;-2.2;4.3
1975;P Education;2000 1st quarter;3394;3602.0;2622;2857.0;772;;3379;3.8;4.1;3.8;9.6;7.4;9.6;23.5;18.1;23.4;1.7;2.0;1.6;-1.1;-0.8;-1.1;352;145;2.1;4.9;456;208;248;2.3;2.1;2.6
1976;P Education;2000 2nd quarter;4178;3654.0;3391;2903.0;787;;4162;4.4;4.3;4.3;11.8;9.5;11.7;30.8;25.0;30.7;2.6;2.5;2.6;1.6;1.5;1.5;355;136;1.7;2.8;460;210;250;2.0;1.7;2.2
1977;P Education;2000 3rd quarter;3481;3708.0;2730;2944.0;751;;3466;4.7;4.7;4.7;9.8;7.7;9.8;26.8;21.1;26.7;2.8;2.8;2.8;5.1;5.1;5.0;355;130;1.8;-0.4;459;209;250;2.1;1.8;2.3
1978;P Education;2000 4th quarter;3652;3732.0;2942;2967.0;710;;3638;5.0;5.6;4.9;10.1;8.2;10.1;26.2;21.1;26.1;2.8;3.4;2.8;7.6;8.2;7.6;360;140;2.1;-2.5;467;213;254;2.4;2.1;2.6
1979;P Education;2000;14705;;11685;;3020;;14645;4.5;4.7;4.4;41.3;32.8;41.2;26.8;21.3;26.7;2.5;2.7;2.4;3.2;3.4;3.2;356;549;1.9;1.2;461;210;250;2.2;1.9;2.4
1980;P Education;2001 1st quarter;3576;3811.0;2751;3014.0;825;;3557;5.4;4.9;5.3;10.0;7.7;9.9;24.4;18.8;24.3;3.4;2.9;3.3;3.8;3.4;3.7;359;147;1.9;1.5;466;210;255;2.0;1.0;2.9
1981;P Education;2001 2nd quarter;4410;3854.0;3553;3046.0;857;;4391;5.5;4.8;5.5;12.1;9.8;12.1;32.5;26.2;32.3;3.0;2.3;3.0;5.4;4.7;5.3;364;136;2.4;0.1;472;212;260;2.6;1.0;4.0
1982;P Education;2001 3rd quarter;3674;3925.0;2865;3095.0;809;;3657;5.6;4.9;5.5;10.1;7.9;10.1;27.0;21.1;26.9;3.1;2.5;3.1;0.7;0.1;0.6;363;136;2.4;4.9;472;211;261;2.9;0.8;4.6
1983;P Education;2001 4th quarter;3836;3893.0;3073;3071.0;763;;3819;5.0;4.5;5.0;10.4;8.3;10.4;26.2;21.0;26.1;2.8;2.2;2.7;0.1;-0.4;0.1;368;146;2.2;4.9;480;214;266;2.9;0.3;5.0
1984;P Education;2001;15496;;12242;;3254;;15424;5.4;4.8;5.3;42.6;33.7;42.4;27.4;21.7;27.3;3.1;2.5;3.0;2.5;1.9;2.4;364;565;2.2;2.8;472;212;261;2.6;0.8;4.1
1985;P Education;2002 1st quarter;3796;4068.0;2867;3162.0;929;;3775;6.1;4.2;6.1;10.2;7.7;10.2;25.2;19.1;25.1;2.6;0.8;2.6;3.5;1.6;3.4;371;150;3.4;2.6;484;213;271;4.0;1.2;6.3
1986;P Education;2002 2nd quarter;4703;4104.0;3734;3202.0;969;;4679;6.7;5.1;6.6;12.6;10.0;12.5;33.5;26.6;33.3;3.8;2.3;3.7;3.3;1.8;3.2;374;140;2.8;3.3;489;214;276;3.7;0.8;6.0
1987;P Education;2002 3rd quarter;3919;4205.0;3039;3291.0;880;;3896;6.6;6.1;6.5;10.4;8.1;10.4;27.2;21.1;27.1;3.2;2.6;3.1;0.9;0.3;0.7;375;144;3.3;5.7;490;213;277;3.7;1.0;6.0
1988;P Education;2002 4th quarter;4241;4270.0;3368;3337.0;873;;4218;10.6;9.6;10.5;11.1;8.8;11.1;27.6;21.9;27.5;6.8;5.9;6.7;5.5;4.6;5.4;381;153;3.5;4.8;500;216;283;4.0;1.1;6.4
1989;P Education;2002;16659;;13008;;3651;;16568;7.5;6.3;7.4;44.4;34.6;44.1;28.3;22.1;28.2;4.1;2.9;4.0;3.3;2.1;3.2;376;588;3.3;4.1;491;214;277;3.9;1.0;6.2
1990;P Education;2003 1st quarter;3999;4311.0;3015;3352.0;984;;3974;5.4;5.2;5.3;10.3;7.8;10.2;25.1;18.9;24.9;0.9;0.7;0.8;-0.5;-0.7;-0.6;388;159;4.4;5.9;508;224;284;4.9;5.3;4.6
1991;P Education;2003 2nd quarter;4993;4349.0;3930;3364.0;1063;;4969;6.2;5.2;6.2;12.9;10.1;12.8;34.0;26.8;33.9;2.2;1.3;2.3;1.5;0.6;1.5;389;147;3.8;4.6;510;224;286;4.2;4.8;3.7
1992;P Education;2003 3rd quarter;4054;4374.0;3103;3376.0;951;;4030;3.5;2.1;3.5;10.6;8.1;10.5;27.3;20.9;27.2;1.6;0.2;1.6;0.3;-1.1;0.3;382;148;1.9;3.2;502;219;283;2.5;2.9;2.2
1993;P Education;2003 4th quarter;4435;4428.0;3452;3394.0;983;;4411;4.5;2.5;4.5;11.6;9.1;11.6;28.7;22.3;28.5;4.6;2.6;4.6;3.7;1.7;3.7;381;155;-0.1;0.8;502;219;283;0.5;1.5;-0.3
1994;P Education;2003;17481;;13500;;3981;;17384;4.9;3.8;4.9;45.4;35.1;45.2;28.7;22.2;28.5;2.4;1.3;2.4;1.3;0.2;1.3;385;609;2.5;3.6;505;222;284;3.0;3.6;2.5
1995;P Education;2004 1st quarter;4106;4448.0;3028;3387.0;1078;;4057;2.7;0.4;2.1;10.7;7.9;10.6;26.1;19.3;25.8;4.1;1.8;3.5;4.1;1.8;3.5;383;157;-1.3;-1.4;501;213;288;-1.3;-5.0;1.6
1996;P Education;2004 2nd quarter;5187;4514.0;4016;3429.0;1171;;5135;3.9;2.2;3.3;13.5;10.5;13.4;36.4;28.2;36.1;5.3;3.5;4.7;7.1;5.3;6.5;383;142;-1.3;-3.0;505;213;292;-1.0;-4.8;2.0
1997;P Education;2004 3rd quarter;4170;4523.0;3135;3432.0;1035;;4118;2.9;1.0;2.2;11.0;8.2;10.8;28.5;21.5;28.2;3.2;1.4;2.5;4.5;2.7;3.8;381;146;-0.3;-1.6;501;211;290;-0.1;-3.8;2.8
1998;P Education;2004 4th quarter;4561;4517.0;3485;3405.0;1076;;4512;2.8;1.0;2.3;12.0;9.1;11.8;28.8;22.0;28.5;2.8;0.9;2.2;0.6;-1.2;0.1;381;158;0.1;2.2;503;211;292;0.2;-3.8;3.3
1999;P Education;2004;18024;;13664;;4360;;17822;3.1;1.2;2.5;47.2;35.8;46.6;29.9;22.6;29.5;3.9;2.0;3.3;4.0;2.1;3.5;382;604;-0.7;-0.9;503;212;291;-0.5;-4.3;2.4
2000;P Education;2005 1st quarter;4175;4535.0;3015;3379.0;1160;;4141;1.7;-0.4;2.1;11.1;8.0;11.0;27.4;19.8;27.1;3.1;0.9;3.5;4.6;2.5;5.1;377;153;-1.4;-2.9;501;209;292;-0.1;-1.9;1.3
2001;P Education;2005 2nd quarter;5295;4614.0;4030;3437.0;1265;;5260;2.1;0.4;2.5;13.9;10.6;13.8;37.0;28.2;36.8;3.0;1.3;3.4;1.6;-0.1;1.9;380;143;-0.9;0.5;505;210;296;0.1;-1.7;1.4
2002;P Education;2005 3rd quarter;4343;4737.0;3192;3521.0;1151;;4307;4.1;1.8;4.6;11.5;8.5;11.4;30.0;22.0;29.7;5.2;2.8;5.7;4.9;2.6;5.4;377;145;-1.0;-0.8;500;207;293;-0.3;-1.8;0.8
2003;P Education;2005 4th quarter;4687;4601.0;3546;3440.0;1141;;4654;2.8;1.8;3.2;12.3;9.3;12.2;30.6;23.2;30.4;3.1;2.1;3.5;6.1;5.0;6.5;380;153;-0.3;-3.1;503;209;294;0.0;-1.0;0.8
2004;P Education;2005;18500;;13783;;4717;;18362;2.6;0.9;3.0;48.9;36.4;48.5;31.2;23.2;30.9;3.6;1.8;4.0;4.3;2.5;4.7;379;594;-0.9;-1.6;502;209;294;-0.1;-1.6;1.1
2005;P Education;2006 1st quarter;4361;4739.0;3194;3575.0;1167;;4332;4.5;5.9;4.6;11.5;8.4;11.4;27.5;20.1;27.3;3.9;5.3;4.0;0.5;1.8;0.6;380;159;0.6;4.0;503;214;289;0.5;2.7;-1.1
2006;P Education;2006 2nd quarter;5455;4775.0;4219;3607.0;1236;;5421;3.0;4.7;3.0;14.3;11.1;14.2;38.7;29.9;38.5;2.9;4.6;2.9;4.5;6.3;4.6;381;141;0.1;-1.5;505;215;290;-0.1;2.4;-1.9
2007;P Education;2006 3rd quarter;4398;4823.0;3272;3640.0;1126;;4364;1.3;2.5;1.3;11.8;8.8;11.7;31.2;23.2;31.0;2.8;4.0;2.8;4.2;5.5;4.3;371;141;-1.4;-2.8;492;210;283;-1.5;1.3;-3.5
2008;P Education;2006 4th quarter;4991;4845.0;3820;3668.0;1171;;4952;6.5;7.7;6.4;12.9;9.9;12.8;32.3;24.8;32.1;4.7;5.9;4.6;5.7;6.9;5.6;386;154;1.7;0.7;513;216;296;1.9;3.6;0.7
2009;P Education;2006;19205;;14505;;4700;;19069;3.8;5.2;3.8;50.6;38.2;50.3;32.3;24.4;32.1;3.6;5.0;3.6;3.6;5.0;3.7;379;595;0.2;0.2;503;214;289;0.2;2.5;-1.4
2010;P Education;2007 1st quarter;4479;4869.0;3337;3730.0;1142;;4446;2.7;4.5;2.7;11.6;8.7;11.5;28.1;21.0;27.9;1.1;2.9;1.1;2.4;4.2;2.3;386;159;1.6;0.3;517;218;299;2.7;1.9;3.4
2011;P Education;2007 2nd quarter;5634;4962.0;4424;3804.0;1210;;5599;3.3;4.8;3.3;14.5;11.4;14.4;39.4;30.9;39.1;1.4;2.9;1.4;1.7;3.3;1.7;388;143;1.9;1.5;519;219;300;2.9;2.0;3.5
2012;P Education;2007 3rd quarter;4582;5051.0;3465;3882.0;1117;;4547;4.1;5.9;4.2;12.1;9.2;12.0;31.9;24.2;31.7;2.5;4.2;2.5;2.3;4.0;2.3;377;143;1.6;1.8;507;213;293;2.9;1.7;3.8
2013;P Education;2007 4th quarter;5338;5115.0;4147;3928.0;1191;;5308;7.0;8.6;7.2;13.6;10.6;13.6;33.6;26.1;33.4;5.6;7.2;5.9;4.0;5.5;4.2;391;159;1.3;2.9;525;219;306;2.4;1.0;3.4
2014;P Education;2007;20033;;15373;;4660;;19900;4.3;6.0;4.4;52.0;39.9;51.6;33.1;25.4;32.9;2.7;4.3;2.7;2.6;4.3;2.7;385;605;1.6;1.6;517;217;300;2.7;1.6;3.5
2015;P Education;2008 1st quarter;4832;5261.0;3584;4013.0;1248;;4800;7.9;7.4;7.9;12.0;8.9;12.0;29.5;21.9;29.3;3.6;3.2;3.7;5.0;4.5;5.1;401;164;4.1;2.7;530;224;307;2.6;2.5;2.8
2016;P Education;2008 2nd quarter;6020;5340.0;4708;4078.0;1312;;5985;6.9;6.4;6.9;14.9;11.7;14.9;40.0;31.3;39.8;2.8;2.4;2.9;1.8;1.3;1.8;403;150;3.9;5.0;530;223;307;2.2;1.8;2.4
2017;P Education;2008 3rd quarter;4844;5362.0;3640;4096.0;1204;;4810;5.7;5.0;5.8;12.4;9.3;12.3;32.1;24.1;31.9;2.3;1.7;2.4;0.5;-0.1;0.6;390;151;3.3;5.2;516;216;299;1.8;1.3;2.1
2018;P Education;2008 4th quarter;5859;5535.0;4528;4222.0;1331;;5827;9.8;9.2;9.8;14.4;11.1;14.3;35.3;27.3;35.1;5.6;5.0;5.6;5.1;4.5;5.1;407;166;4.0;4.5;538;223;315;2.5;1.9;2.9
2019;P Education;2008;21555;;16460;;5095;;21422;7.6;7.1;7.7;53.9;41.1;53.5;34.2;26.1;34.0;3.6;3.1;3.7;3.2;2.7;3.2;400;631;3.8;4.3;529;221;307;2.3;1.9;2.5
2020;P Education;2009 1st quarter;5107;5592.0;3853;4342.0;1254;;5067;5.7;7.5;5.6;12.6;9.5;12.5;31.1;23.5;30.9;4.5;6.3;4.4;5.4;7.3;5.3;406;164;1.1;0.2;537;224;314;1.3;0.1;2.2
2021;P Education;2009 2nd quarter;6271;5596.0;4957;4327.0;1314;;6227;4.2;5.3;4.0;15.4;12.2;15.3;42.2;33.4;42.0;3.2;4.3;3.1;5.5;6.6;5.4;407;148;0.9;-1.3;537;224;314;1.3;0.3;2.0
2022;P Education;2009 3rd quarter;5090;5639.0;3901;4388.0;1189;;5047;5.1;7.2;4.9;13.0;10.0;12.9;33.4;25.6;33.1;4.6;6.7;4.5;3.9;6.0;3.8;392;153;0.5;1.1;522;217;305;1.3;0.3;2.0
2023;P Education;2009 4th quarter;6167;5758.0;4848;4459.0;1319;;6128;5.3;7.1;5.2;15.2;11.9;15.1;36.8;28.9;36.6;5.5;7.3;5.4;4.2;6.0;4.1;406;168;-0.3;1.0;538;222;316;0.1;-0.3;0.3
2024;P Education;2009;22635;;17559;;5076;;22469;5.0;6.7;4.9;56.2;43.6;55.8;35.8;27.8;35.5;4.4;6.1;4.3;4.7;6.4;4.6;402;632;0.6;0.3;534;222;312;1.0;0.1;1.6
2025;P Education;2010 1st quarter;5147;5682.0;3841;4369.0;1306;;5111;0.8;-0.3;0.9;12.7;9.5;12.6;31.3;23.3;31.0;0.7;-0.4;0.7;0.4;-0.7;0.5;406;165;0.1;0.4;542;209;333;0.8;-6.8;6.2
2026;P Education;2010 2nd quarter;6408;5737.0;5030;4414.0;1378;;6370;2.2;1.5;2.3;15.8;12.4;15.7;44.7;35.1;44.4;2.6;1.9;2.7;5.8;5.1;5.9;405;143;-0.4;-3.4;540;208;332;0.5;-7.0;5.9
2027;P Education;2010 3rd quarter;5239;5796.0;3975;4460.0;1264;;5198;3.0;1.9;3.0;13.3;10.1;13.2;35.8;27.1;35.5;2.5;1.4;2.5;7.2;6.1;7.2;394;147;0.5;-3.9;519;200;319;-0.8;-7.9;4.3
2028;P Education;2010 4th quarter;6322;5859.0;4940;4502.0;1382;;6281;2.5;1.9;2.5;15.8;12.3;15.7;37.1;29.0;36.9;3.8;3.2;3.8;0.9;0.3;0.9;401;170;-1.3;1.6;535;205;329;-0.7;-7.6;4.2
2029;P Education;2010;23116;;17786;;5330;;22960;2.1;1.3;2.2;57.6;44.3;57.2;37.0;28.5;36.8;2.4;1.6;2.5;3.4;2.6;3.5;401;625;-0.3;-1.2;534;205;328;0.0;-7.3;5.1
2030;P Education;2011 1st quarter;5224;5811.0;3881;4452.0;1343;;5194;1.5;1.0;1.6;13.0;9.7;12.9;31.5;23.4;31.3;2.7;2.2;2.8;0.8;0.3;0.9;402;166;-1.1;0.7;545;207;338;0.6;-0.7;1.3
2031;P Education;2011 2nd quarter;6507;5832.0;5080;4472.0;1427;;6470;1.5;1.0;1.6;16.3;12.7;16.2;44.9;35.1;44.7;2.8;2.3;2.8;0.5;0.0;0.5;400;145;-1.2;1.0;542;206;336;0.5;-0.9;1.3
2032;P Education;2011 3rd quarter;5293;5839.0;4004;4477.0;1289;;5259;1.0;0.7;1.2;13.7;10.4;13.6;36.7;27.8;36.5;2.8;2.5;2.9;2.6;2.3;2.7;387;144;-1.7;-1.5;518;197;321;-0.2;-1.4;0.6
2033;P Education;2011 4th quarter;6318;5842.0;4932;4477.0;1386;;6287;-0.1;-0.2;0.1;16.1;12.6;16.0;39.1;30.5;38.9;2.0;1.9;2.1;5.2;5.1;5.3;393;162;-2.0;-5.0;535;203;332;0.0;-1.3;0.8
2034;P Education;2011;23342;;17897;;5445;;23210;1.0;0.6;1.1;59.1;45.3;58.7;37.9;29.0;37.6;2.5;2.2;2.6;2.3;1.9;2.4;395;617;-1.5;-1.3;535;203;332;0.2;-1.1;1.0
2035;P Education;2012 1st quarter;5219;5829.0;3866;4456.0;1353;;5207;-0.1;-0.4;0.3;13.2;9.8;13.1;31.5;23.3;31.4;1.3;1.0;1.7;-0.2;-0.5;0.1;396;166;-1.4;0.1;540;203;336;-1.0;-1.8;-0.5
2036;P Education;2012 2nd quarter;6556;5878.0;5043;4446.0;1513;;6533;0.8;-0.7;1.0;16.6;12.8;16.6;45.6;35.1;45.4;2.2;0.7;2.5;1.5;0.0;1.7;394;144;-1.4;-0.7;537;202;335;-1.1;-2.1;-0.5
2037;P Education;2012 3rd quarter;5331;5868.0;3982;4441.0;1349;;5308;0.7;-0.5;0.9;14.0;10.5;13.9;38.5;28.7;38.3;2.3;1.1;2.6;4.9;3.6;5.1;381;139;-1.6;-4.0;510;192;319;-1.4;-2.7;-0.6
2038;P Education;2012 4th quarter;6333;5851.0;4873;4418.0;1460;;6307;0.2;-1.2;0.3;16.4;12.6;16.3;40.5;31.1;40.3;1.9;0.4;1.9;3.6;2.1;3.7;386;156;-1.6;-3.3;527;197;330;-1.4;-2.7;-0.7
2039;P Education;2012;23439;;17764;;5675;;23355;0.4;-0.7;0.6;60.2;45.6;60.0;38.8;29.4;38.6;1.9;0.8;2.2;2.4;1.2;2.6;389;605;-1.5;-1.9;528;198;330;-1.2;-2.3;-0.5
2040;P Education;2013 1st quarter;5254;5877.0;3827;4419.0;1427;;5249;0.7;-1.0;0.8;13.5;9.8;13.5;33.4;24.3;33.4;2.5;0.8;2.7;6.3;4.5;6.4;389;157;-1.8;-5.3;531;197;334;-1.6;-3.3;-0.5
2041;P Education;2013 2nd quarter;6526;5866.0;5013;4428.0;1513;;6543;-0.4;-0.6;0.2;16.9;13.0;17.0;46.2;35.5;46.3;1.6;1.5;2.3;1.2;1.1;1.9;386;141;-2.1;-1.7;527;195;332;-1.9;-3.4;-0.9
2042;P Education;2013 3rd quarter;5328;5844.0;3965;4409.0;1363;;5363;-0.1;-0.4;1.0;14.3;10.6;14.3;38.9;28.9;39.1;1.8;1.4;2.9;1.0;0.7;2.1;374;137;-1.8;-1.1;502;186;316;-1.8;-3.2;-0.9
2043;P Education;2013 4th quarter;6249;5766.0;4877;4419.0;1372;;6276;-1.3;0.1;-0.5;16.5;12.9;16.6;40.5;31.6;40.7;0.6;2.0;1.5;0.1;1.6;1.0;379;154;-1.9;-1.4;518;191;327;-1.7;-3.0;-0.9
2044;P Education;2013;23357;;17682;;5675;;23431;-0.3;-0.5;0.3;61.2;46.3;61.4;39.6;30.0;39.7;1.6;1.5;2.3;2.2;2.1;2.9;382;590;-1.9;-2.5;519;192;327;-1.7;-3.2;-0.8
2045;P Education;2014 1st quarter;5242;5877.0;3817;4413.0;1425;;5244;-0.2;-0.3;-0.1;13.6;9.9;13.6;33.2;24.2;33.3;0.5;0.5;0.7;-0.5;-0.6;-0.4;386;158;-0.7;0.3;524;192;332;-1.2;-2.2;-0.7
2046;P Education;2014 2nd quarter;6520;5878.0;4983;4412.0;1537;;6549;-0.1;-0.6;0.1;16.9;12.9;17.0;46.4;35.4;46.6;0.2;-0.3;0.4;0.5;0.0;0.6;385;141;-0.3;-0.6;523;192;331;-0.8;-1.7;-0.2
2047;P Education;2014 3rd quarter;5354;5846.0;3966;4390.0;1388;;5387;0.5;0.0;0.5;14.3;10.6;14.4;38.5;28.5;38.7;0.3;-0.2;0.3;-1.1;-1.5;-1.1;375;139;0.2;1.6;500;183;317;-0.3;-1.4;0.2
2048;P Education;2014 4th quarter;6411;5903.0;4885;4424.0;1526;;6443;2.6;0.2;2.7;16.7;12.8;16.8;41.2;31.4;41.4;1.5;-0.9;1.5;1.6;-0.7;1.7;383;156;1.1;0.9;520;190;330;0.4;-0.5;1.0
2049;P Education;2014;23527;;17651;;5876;;23623;0.7;-0.2;0.8;61.6;46.2;61.8;39.7;29.8;39.8;0.7;-0.2;0.8;0.2;-0.7;0.3;382;593;0.1;0.6;517;189;327;-0.5;-1.5;0.1
2050;P Education;2015 1st quarter;5256;5916.0;3862;4476.0;1394;1440.0;5275;0.3;1.2;0.6;13.6;10.0;13.6;33.4;24.5;33.5;-0.2;0.7;0.1;0.5;1.4;0.8;388;157;0.5;-0.2;527;190;337;0.5;-1.3;1.6
2051;P Education;2015 2nd quarter;6548;5920.0;5060;4491.0;1488;1429.0;6563;0.4;1.5;0.2;16.9;13.1;17.0;46.9;36.3;47.0;0.0;1.1;-0.2;1.2;2.3;1.0;386;140;0.4;-0.7;524;189;335;0.3;-1.2;1.3
2052;P Education;2015 3rd quarter;5530;6006.0;4173;4598.0;1357;1408.0;5549;3.3;5.2;3.0;14.7;11.1;14.7;40.1;30.3;40.2;2.5;4.4;2.2;4.2;6.2;3.9;377;138;0.8;-0.9;503;182;321;0.7;-0.7;1.5
2053;P Education;2015 4th quarter;6494;5974.0;5029;4551.0;1465;1423.0;6512;1.3;2.9;1.1;16.8;13.0;16.9;40.6;31.4;40.7;0.5;2.2;0.3;-1.5;0.1;-1.7;386;160;0.8;2.8;522;189;333;0.4;-0.9;1.1
2054;P Education;2015;23828;;18124;;5704;;23899;1.3;2.7;1.2;62.0;47.1;62.2;40.1;30.5;40.2;0.7;2.1;0.6;1.0;2.4;0.9;384;595;0.6;0.3;519;187;332;0.5;-1.0;1.3
2055;P Education;2016 1st quarter;5291;5976.0;3936;4578.0;1355;1398.0;5304;0.7;1.9;0.5;13.5;10.1;13.5;33.3;24.8;33.4;-0.3;0.9;-0.4;-0.2;1.1;-0.3;391;159;1.0;0.8;529;190;340;0.4;-0.1;0.7
2056;P Education;2016 2nd quarter;6694;6058.0;5203;4624.0;1491;1434.0;6705;2.2;2.8;2.2;17.1;13.3;17.1;45.1;35.1;45.2;1.0;1.6;0.9;-3.8;-3.3;-3.9;391;148;1.3;6.3;529;190;340;0.9;0.3;1.3
