ID;RegioS;Perioden;VerkeersintensiteitenRijkswegen_1
1757;Noord-Brabant (PV);2018 maart;2553.0
1758;Noord-Brabant (PV);2018 april;2570.0
1759;Noord-Brabant (PV);2018 mei;2608.0
1760;Noord-Brabant (PV);2018 juni;2689.0
1761;Noord-Brabant (PV);2018 juli;2519.0
1762;Noord-Brabant (PV);2018 augustus;2583.0
1763;Noord-Brabant (PV);2018 september;2609.0
1764;Noord-Brabant (PV);2018 oktober;2662.0
1765;Noord-Brabant (PV);2018 november;2604.0
1766;Noord-Brabant (PV);2018 december;2303.0
1767;Noord-Brabant (PV);2018;2546.0
1768;Limburg (PV);2011 januari;1663.0
1769;Limburg (PV);2011 februari;1792.0
1770;Limburg (PV);2011 maart;1794.0
1771;Limburg (PV);2011 april;1869.0
1772;Limburg (PV);2011 mei;1898.0
1773;Limburg (PV);2011 juni;1938.0
1774;Limburg (PV);2011 juli;1944.0
1775;Limburg (PV);2011 augustus;1934.0
1776;Limburg (PV);2011 september;2005.0
1777;Limburg (PV);2011 oktober;1955.0
1778;Limburg (PV);2011 november;1937.0
1779;Limburg (PV);2011 december;1778.0
1780;Limburg (PV);2011;1876.0
1781;Limburg (PV);2012 januari;1714.0
1782;Limburg (PV);2012 februari;1697.0
1783;Limburg (PV);2012 maart;1907.0
1784;Limburg (PV);2012 april;1924.0
1785;Limburg (PV);2012 mei;2019.0
1786;Limburg (PV);2012 juni;2043.0
1787;Limburg (PV);2012 juli;1931.0
1788;Limburg (PV);2012 augustus;2059.0
1789;Limburg (PV);2012 september;2015.0
1790;Limburg (PV);2012 oktober;1953.0
1791;Limburg (PV);2012 november;1928.0
1792;Limburg (PV);2012 december;1728.0
1793;Limburg (PV);2012;1910.0
1794;Limburg (PV);2013 januari;1708.0
1795;Limburg (PV);2013 februari;1734.0
1796;Limburg (PV);2013 maart;1850.0
1797;Limburg (PV);2013 april;1961.0
1798;Limburg (PV);2013 mei;2025.0
1799;Limburg (PV);2013 juni;2042.0
1800;Limburg (PV);2013 juli;1951.0
1801;Limburg (PV);2013 augustus;2039.0
1802;Limburg (PV);2013 september;2018.0
1803;Limburg (PV);2013 oktober;2030.0
1804;Limburg (PV);2013 november;1942.0
1805;Limburg (PV);2013 december;1831.0
1806;Limburg (PV);2013;1929.0
1807;Limburg (PV);2014 januari;1812.0
1808;Limburg (PV);2014 februari;1822.0
1809;Limburg (PV);2014 maart;1818.0
1810;Limburg (PV);2014 april;1981.0
1811;Limburg (PV);2014 mei;2027.0
1812;Limburg (PV);2014 juni;2112.0
1813;Limburg (PV);2014 juli;2087.0
1814;Limburg (PV);2014 augustus;2061.0
1815;Limburg (PV);2014 september;2106.0
1816;Limburg (PV);2014 oktober;2109.0
1817;Limburg (PV);2014 november;2005.0
1818;Limburg (PV);2014 december;1889.0
1819;Limburg (PV);2014;1986.0
1820;Limburg (PV);2015 januari;1814.0
1821;Limburg (PV);2015 februari;1885.0
1822;Limburg (PV);2015 maart;2023.0
1823;Limburg (PV);2015 april;2105.0
1824;Limburg (PV);2015 mei;2099.0
1825;Limburg (PV);2015 juni;2194.0
1826;Limburg (PV);2015 juli;2218.0
1827;Limburg (PV);2015 augustus;2066.0
1828;Limburg (PV);2015 september;2156.0
1829;Limburg (PV);2015 oktober;2157.0
1830;Limburg (PV);2015 november;2068.0
1831;Limburg (PV);2015 december;1988.0
1832;Limburg (PV);2015;2065.0
1833;Limburg (PV);2016 januari;1890.0
1834;Limburg (PV);2016 februari;1941.0
1835;Limburg (PV);2016 maart;2103.0
1836;Limburg (PV);2016 april;2065.0
1837;Limburg (PV);2016 mei;2121.0
1838;Limburg (PV);2016 juni;2156.0
1839;Limburg (PV);2016 juli;2185.0
1840;Limburg (PV);2016 augustus;2091.0
1841;Limburg (PV);2016 september;2139.0
1842;Limburg (PV);2016 oktober;2106.0
1843;Limburg (PV);2016 november;2093.0
1844;Limburg (PV);2016 december;1992.0
1845;Limburg (PV);2016;2074.0
1846;Limburg (PV);2017 januari;1886.0
1847;Limburg (PV);2017 februari;1951.0
1848;Limburg (PV);2017 maart;2102.0
1849;Limburg (PV);2017 april;2143.0
1850;Limburg (PV);2017 mei;2191.0
1851;Limburg (PV);2017 juni;2304.0
1852;Limburg (PV);2017 juli;2307.0
1853;Limburg (PV);2017 augustus;2252.0
1854;Limburg (PV);2017 september;2252.0
1855;Limburg (PV);2017 oktober;2267.0
1856;Limburg (PV);2017 november;2204.0
1857;Limburg (PV);2017 december;2008.0
1858;Limburg (PV);2017;2155.0
1859;Limburg (PV);2018 januari;2031.0
1860;Limburg (PV);2018 februari;2015.0
1861;Limburg (PV);2018 maart;2190.0
1862;Limburg (PV);2018 april;2256.0
1863;Limburg (PV);2018 mei;2297.0
1864;Limburg (PV);2018 juni;2326.0
1865;Limburg (PV);2018 juli;2274.0
1866;Limburg (PV);2018 augustus;2351.0
1867;Limburg (PV);2018 september;2297.0
1868;Limburg (PV);2018 oktober;2331.0
1869;Limburg (PV);2018 november;2198.0
1870;Limburg (PV);2018 december;2018.0
1871;Limburg (PV);2018;2215.0
1872;Oost-Groningen (CR);2011 januari;
1873;Oost-Groningen (CR);2011 februari;
1874;Oost-Groningen (CR);2011 maart;
1875;Oost-Groningen (CR);2011 april;
1876;Oost-Groningen (CR);2011 mei;
1877;Oost-Groningen (CR);2011 juni;
1878;Oost-Groningen (CR);2011 juli;
1879;Oost-Groningen (CR);2011 augustus;
1880;Oost-Groningen (CR);2011 september;
1881;Oost-Groningen (CR);2011 oktober;
1882;Oost-Groningen (CR);2011 november;
1883;Oost-Groningen (CR);2011 december;
1884;Oost-Groningen (CR);2011;
1885;Oost-Groningen (CR);2012 januari;
1886;Oost-Groningen (CR);2012 februari;
1887;Oost-Groningen (CR);2012 maart;
1888;Oost-Groningen (CR);2012 april;
1889;Oost-Groningen (CR);2012 mei;
1890;Oost-Groningen (CR);2012 juni;
1891;Oost-Groningen (CR);2012 juli;
1892;Oost-Groningen (CR);2012 augustus;
1893;Oost-Groningen (CR);2012 september;
1894;Oost-Groningen (CR);2012 oktober;
1895;Oost-Groningen (CR);2012 november;
1896;Oost-Groningen (CR);2012 december;
1897;Oost-Groningen (CR);2012;
1898;Oost-Groningen (CR);2013 januari;
1899;Oost-Groningen (CR);2013 februari;
1900;Oost-Groningen (CR);2013 maart;
1901;Oost-Groningen (CR);2013 april;
1902;Oost-Groningen (CR);2013 mei;
1903;Oost-Groningen (CR);2013 juni;
1904;Oost-Groningen (CR);2013 juli;
1905;Oost-Groningen (CR);2013 augustus;
1906;Oost-Groningen (CR);2013 september;
1907;Oost-Groningen (CR);2013 oktober;
1908;Oost-Groningen (CR);2013 november;
1909;Oost-Groningen (CR);2013 december;
1910;Oost-Groningen (CR);2013;
1911;Oost-Groningen (CR);2014 januari;
1912;Oost-Groningen (CR);2014 februari;
1913;Oost-Groningen (CR);2014 maart;
1914;Oost-Groningen (CR);2014 april;
1915;Oost-Groningen (CR);2014 mei;
1916;Oost-Groningen (CR);2014 juni;
1917;Oost-Groningen (CR);2014 juli;
1918;Oost-Groningen (CR);2014 augustus;
1919;Oost-Groningen (CR);2014 september;
1920;Oost-Groningen (CR);2014 oktober;
1921;Oost-Groningen (CR);2014 november;
1922;Oost-Groningen (CR);2014 december;
1923;Oost-Groningen (CR);2014;
1924;Oost-Groningen (CR);2015 januari;
1925;Oost-Groningen (CR);2015 februari;
1926;Oost-Groningen (CR);2015 maart;
1927;Oost-Groningen (CR);2015 april;
1928;Oost-Groningen (CR);2015 mei;
1929;Oost-Groningen (CR);2015 juni;
1930;Oost-Groningen (CR);2015 juli;
1931;Oost-Groningen (CR);2015 augustus;
1932;Oost-Groningen (CR);2015 september;
1933;Oost-Groningen (CR);2015 oktober;
1934;Oost-Groningen (CR);2015 november;
1935;Oost-Groningen (CR);2015 december;
1936;Oost-Groningen (CR);2015;
1937;Oost-Groningen (CR);2016 januari;
1938;Oost-Groningen (CR);2016 februari;
1939;Oost-Groningen (CR);2016 maart;
1940;Oost-Groningen (CR);2016 april;
1941;Oost-Groningen (CR);2016 mei;
1942;Oost-Groningen (CR);2016 juni;
1943;Oost-Groningen (CR);2016 juli;
1944;Oost-Groningen (CR);2016 augustus;
1945;Oost-Groningen (CR);2016 september;
1946;Oost-Groningen (CR);2016 oktober;
1947;Oost-Groningen (CR);2016 november;
1948;Oost-Groningen (CR);2016 december;
1949;Oost-Groningen (CR);2016;
1950;Oost-Groningen (CR);2017 januari;
1951;Oost-Groningen (CR);2017 februari;
1952;Oost-Groningen (CR);2017 maart;
1953;Oost-Groningen (CR);2017 april;
1954;Oost-Groningen (CR);2017 mei;
1955;Oost-Groningen (CR);2017 juni;
1956;Oost-Groningen (CR);2017 juli;
1957;Oost-Groningen (CR);2017 augustus;
1958;Oost-Groningen (CR);2017 september;
1959;Oost-Groningen (CR);2017 oktober;
1960;Oost-Groningen (CR);2017 november;
1961;Oost-Groningen (CR);2017 december;
1962;Oost-Groningen (CR);2017;
1963;Oost-Groningen (CR);2018 januari;656.0
1964;Oost-Groningen (CR);2018 februari;677.0
1965;Oost-Groningen (CR);2018 maart;730.0
1966;Oost-Groningen (CR);2018 april;780.0
1967;Oost-Groningen (CR);2018 mei;818.0
1968;Oost-Groningen (CR);2018 juni;813.0
1969;Oost-Groningen (CR);2018 juli;830.0
1970;Oost-Groningen (CR);2018 augustus;790.0
1971;Oost-Groningen (CR);2018 september;791.0
1972;Oost-Groningen (CR);2018 oktober;848.0
1973;Oost-Groningen (CR);2018 november;833.0
1974;Oost-Groningen (CR);2018 december;851.0
1975;Oost-Groningen (CR);2018;785.0
1976;Delfzijl en omgeving (CR);2011 januari;242.0
1977;Delfzijl en omgeving (CR);2011 februari;253.0
1978;Delfzijl en omgeving (CR);2011 maart;267.0
1979;Delfzijl en omgeving (CR);2011 april;274.0
1980;Delfzijl en omgeving (CR);2011 mei;264.0
1981;Delfzijl en omgeving (CR);2011 juni;265.0
1982;Delfzijl en omgeving (CR);2011 juli;256.0
1983;Delfzijl en omgeving (CR);2011 augustus;242.0
1984;Delfzijl en omgeving (CR);2011 september;268.0
1985;Delfzijl en omgeving (CR);2011 oktober;256.0
1986;Delfzijl en omgeving (CR);2011 november;274.0
1987;Delfzijl en omgeving (CR);2011 december;255.0
1988;Delfzijl en omgeving (CR);2011;260.0
1989;Delfzijl en omgeving (CR);2012 januari;256.0
1990;Delfzijl en omgeving (CR);2012 februari;254.0
1991;Delfzijl en omgeving (CR);2012 maart;267.0
1992;Delfzijl en omgeving (CR);2012 april;261.0
1993;Delfzijl en omgeving (CR);2012 mei;264.0
1994;Delfzijl en omgeving (CR);2012 juni;267.0
1995;Delfzijl en omgeving (CR);2012 juli;256.0
1996;Delfzijl en omgeving (CR);2012 augustus;252.0
1997;Delfzijl en omgeving (CR);2012 september;272.0
1998;Delfzijl en omgeving (CR);2012 oktober;280.0
1999;Delfzijl en omgeving (CR);2012 november;298.0
2000;Delfzijl en omgeving (CR);2012 december;244.0
2001;Delfzijl en omgeving (CR);2012;264.0
2002;Delfzijl en omgeving (CR);2013 januari;252.0
2003;Delfzijl en omgeving (CR);2013 februari;268.0
2004;Delfzijl en omgeving (CR);2013 maart;275.0
2005;Delfzijl en omgeving (CR);2013 april;280.0
2006;Delfzijl en omgeving (CR);2013 mei;284.0
2007;Delfzijl en omgeving (CR);2013 juni;282.0
2008;Delfzijl en omgeving (CR);2013 juli;307.0
2009;Delfzijl en omgeving (CR);2013 augustus;276.0
2010;Delfzijl en omgeving (CR);2013 september;277.0
2011;Delfzijl en omgeving (CR);2013 oktober;286.0
2012;Delfzijl en omgeving (CR);2013 november;271.0
2013;Delfzijl en omgeving (CR);2013 december;240.0
2014;Delfzijl en omgeving (CR);2013;275.0
2015;Delfzijl en omgeving (CR);2014 januari;240.0
2016;Delfzijl en omgeving (CR);2014 februari;241.0
2017;Delfzijl en omgeving (CR);2014 maart;251.0
2018;Delfzijl en omgeving (CR);2014 april;265.0
2019;Delfzijl en omgeving (CR);2014 mei;258.0
2020;Delfzijl en omgeving (CR);2014 juni;258.0
2021;Delfzijl en omgeving (CR);2014 juli;234.0
2022;Delfzijl en omgeving (CR);2014 augustus;247.0
2023;Delfzijl en omgeving (CR);2014 september;279.0
2024;Delfzijl en omgeving (CR);2014 oktober;274.0
2025;Delfzijl en omgeving (CR);2014 november;250.0
2026;Delfzijl en omgeving (CR);2014 december;222.0
2027;Delfzijl en omgeving (CR);2014;251.0
2028;Delfzijl en omgeving (CR);2015 januari;225.0
2029;Delfzijl en omgeving (CR);2015 februari;241.0
2030;Delfzijl en omgeving (CR);2015 maart;269.0
2031;Delfzijl en omgeving (CR);2015 april;265.0
2032;Delfzijl en omgeving (CR);2015 mei;259.0
2033;Delfzijl en omgeving (CR);2015 juni;282.0
2034;Delfzijl en omgeving (CR);2015 juli;219.0
2035;Delfzijl en omgeving (CR);2015 augustus;246.0
2036;Delfzijl en omgeving (CR);2015 september;284.0
2037;Delfzijl en omgeving (CR);2015 oktober;286.0
2038;Delfzijl en omgeving (CR);2015 november;273.0
2039;Delfzijl en omgeving (CR);2015 december;253.0
2040;Delfzijl en omgeving (CR);2015;258.0
2041;Delfzijl en omgeving (CR);2016 januari;231.0
2042;Delfzijl en omgeving (CR);2016 februari;276.0
2043;Delfzijl en omgeving (CR);2016 maart;275.0
2044;Delfzijl en omgeving (CR);2016 april;275.0
2045;Delfzijl en omgeving (CR);2016 mei;275.0
2046;Delfzijl en omgeving (CR);2016 juni;284.0
2047;Delfzijl en omgeving (CR);2016 juli;263.0
2048;Delfzijl en omgeving (CR);2016 augustus;262.0
2049;Delfzijl en omgeving (CR);2016 september;279.0
2050;Delfzijl en omgeving (CR);2016 oktober;260.0
2051;Delfzijl en omgeving (CR);2016 november;259.0
2052;Delfzijl en omgeving (CR);2016 december;236.0
2053;Delfzijl en omgeving (CR);2016;265.0
2054;Delfzijl en omgeving (CR);2017 januari;230.0
2055;Delfzijl en omgeving (CR);2017 februari;247.0
2056;Delfzijl en omgeving (CR);2017 maart;265.0
2057;Delfzijl en omgeving (CR);2017 april;278.0
2058;Delfzijl en omgeving (CR);2017 mei;273.0
2059;Delfzijl en omgeving (CR);2017 juni;268.0
2060;Delfzijl en omgeving (CR);2017 juli;261.0
2061;Delfzijl en omgeving (CR);2017 augustus;231.0
2062;Delfzijl en omgeving (CR);2017 september;266.0
2063;Delfzijl en omgeving (CR);2017 oktober;264.0
2064;Delfzijl en omgeving (CR);2017 november;266.0
2065;Delfzijl en omgeving (CR);2017 december;235.0
2066;Delfzijl en omgeving (CR);2017;257.0
2067;Delfzijl en omgeving (CR);2018 januari;
2068;Delfzijl en omgeving (CR);2018 februari;
2069;Delfzijl en omgeving (CR);2018 maart;
2070;Delfzijl en omgeving (CR);2018 april;
2071;Delfzijl en omgeving (CR);2018 mei;
2072;Delfzijl en omgeving (CR);2018 juni;
2073;Delfzijl en omgeving (CR);2018 juli;
2074;Delfzijl en omgeving (CR);2018 augustus;
2075;Delfzijl en omgeving (CR);2018 september;
2076;Delfzijl en omgeving (CR);2018 oktober;
2077;Delfzijl en omgeving (CR);2018 november;
2078;Delfzijl en omgeving (CR);2018 december;
2079;Delfzijl en omgeving (CR);2018;
2080;Overig Groningen (CR);2011 januari;1447.0
2081;Overig Groningen (CR);2011 februari;1528.0
2082;Overig Groningen (CR);2011 maart;1570.0
2083;Overig Groningen (CR);2011 april;1644.0
2084;Overig Groningen (CR);2011 mei;1608.0
2085;Overig Groningen (CR);2011 juni;1564.0
2086;Overig Groningen (CR);2011 juli;1544.0
2087;Overig Groningen (CR);2011 augustus;1396.0
2088;Overig Groningen (CR);2011 september;1469.0
2089;Overig Groningen (CR);2011 oktober;1506.0
2090;Overig Groningen (CR);2011 november;1597.0
2091;Overig Groningen (CR);2011 december;1496.0
2092;Overig Groningen (CR);2011;1530.0
2093;Overig Groningen (CR);2012 januari;1481.0
2094;Overig Groningen (CR);2012 februari;1454.0
2095;Overig Groningen (CR);2012 maart;1533.0
2096;Overig Groningen (CR);2012 april;1526.0
2097;Overig Groningen (CR);2012 mei;1572.0
2098;Overig Groningen (CR);2012 juni;1586.0
2099;Overig Groningen (CR);2012 juli;1542.0
2100;Overig Groningen (CR);2012 augustus;1452.0
2101;Overig Groningen (CR);2012 september;1604.0
2102;Overig Groningen (CR);2012 oktober;1507.0
2103;Overig Groningen (CR);2012 november;1620.0
2104;Overig Groningen (CR);2012 december;1432.0
2105;Overig Groningen (CR);2012;1525.0
2106;Overig Groningen (CR);2013 januari;1447.0
2107;Overig Groningen (CR);2013 februari;1481.0
2108;Overig Groningen (CR);2013 maart;1560.0
2109;Overig Groningen (CR);2013 april;1569.0
2110;Overig Groningen (CR);2013 mei;1568.0
2111;Overig Groningen (CR);2013 juni;1628.0
2112;Overig Groningen (CR);2013 juli;1485.0
2113;Overig Groningen (CR);2013 augustus;1515.0
2114;Overig Groningen (CR);2013 september;1626.0
2115;Overig Groningen (CR);2013 oktober;1723.0
2116;Overig Groningen (CR);2013 november;1650.0
2117;Overig Groningen (CR);2013 december;1614.0
2118;Overig Groningen (CR);2013;1572.0
2119;Overig Groningen (CR);2014 januari;1569.0
2120;Overig Groningen (CR);2014 februari;1659.0
2121;Overig Groningen (CR);2014 maart;1600.0
2122;Overig Groningen (CR);2014 april;1682.0
2123;Overig Groningen (CR);2014 mei;1655.0
2124;Overig Groningen (CR);2014 juni;1673.0
2125;Overig Groningen (CR);2014 juli;1468.0
2126;Overig Groningen (CR);2014 augustus;1545.0
2127;Overig Groningen (CR);2014 september;1699.0
2128;Overig Groningen (CR);2014 oktober;1735.0
2129;Overig Groningen (CR);2014 november;1664.0
2130;Overig Groningen (CR);2014 december;1632.0
2131;Overig Groningen (CR);2014;1631.0
2132;Overig Groningen (CR);2015 januari;1633.0
2133;Overig Groningen (CR);2015 februari;1587.0
2134;Overig Groningen (CR);2015 maart;1683.0
2135;Overig Groningen (CR);2015 april;1688.0
2136;Overig Groningen (CR);2015 mei;1601.0
2137;Overig Groningen (CR);2015 juni;1732.0
2138;Overig Groningen (CR);2015 juli;1479.0
2139;Overig Groningen (CR);2015 augustus;1568.0
2140;Overig Groningen (CR);2015 september;1692.0
2141;Overig Groningen (CR);2015 oktober;1759.0
2142;Overig Groningen (CR);2015 november;1819.0
2143;Overig Groningen (CR);2015 december;1747.0
2144;Overig Groningen (CR);2015;1666.0
2145;Overig Groningen (CR);2016 januari;1487.0
2146;Overig Groningen (CR);2016 februari;1741.0
2147;Overig Groningen (CR);2016 maart;1720.0
2148;Overig Groningen (CR);2016 april;1705.0
2149;Overig Groningen (CR);2016 mei;1681.0
2150;Overig Groningen (CR);2016 juni;1741.0
2151;Overig Groningen (CR);2016 juli;1630.0
2152;Overig Groningen (CR);2016 augustus;1494.0
2153;Overig Groningen (CR);2016 september;1751.0
2154;Overig Groningen (CR);2016 oktober;1714.0
2155;Overig Groningen (CR);2016 november;1738.0
2156;Overig Groningen (CR);2016 december;1658.0
2157;Overig Groningen (CR);2016;1672.0
2158;Overig Groningen (CR);2017 januari;1483.0
2159;Overig Groningen (CR);2017 februari;1568.0
2160;Overig Groningen (CR);2017 maart;1670.0
2161;Overig Groningen (CR);2017 april;1611.0
2162;Overig Groningen (CR);2017 mei;1561.0
2163;Overig Groningen (CR);2017 juni;1690.0
2164;Overig Groningen (CR);2017 juli;1495.0
2165;Overig Groningen (CR);2017 augustus;1336.0
2166;Overig Groningen (CR);2017 september;1443.0
2167;Overig Groningen (CR);2017 oktober;1520.0
2168;Overig Groningen (CR);2017 november;1528.0
2169;Overig Groningen (CR);2017 december;1433.0
2170;Overig Groningen (CR);2017;1538.0
2171;Overig Groningen (CR);2018 januari;1113.0
2172;Overig Groningen (CR);2018 februari;1099.0
2173;Overig Groningen (CR);2018 maart;1328.0
2174;Overig Groningen (CR);2018 april;1249.0
2175;Overig Groningen (CR);2018 mei;1190.0
2176;Overig Groningen (CR);2018 juni;1219.0
2177;Overig Groningen (CR);2018 juli;1196.0
2178;Overig Groningen (CR);2018 augustus;1045.0
2179;Overig Groningen (CR);2018 september;1175.0
2180;Overig Groningen (CR);2018 oktober;1265.0
2181;Overig Groningen (CR);2018 november;1357.0
2182;Overig Groningen (CR);2018 december;1246.0
2183;Overig Groningen (CR);2018;1207.0
2184;Noord-Friesland (CR);2011 januari;
2185;Noord-Friesland (CR);2011 februari;
2186;Noord-Friesland (CR);2011 maart;
2187;Noord-Friesland (CR);2011 april;
2188;Noord-Friesland (CR);2011 mei;
2189;Noord-Friesland (CR);2011 juni;
2190;Noord-Friesland (CR);2011 juli;
2191;Noord-Friesland (CR);2011 augustus;
2192;Noord-Friesland (CR);2011 september;
2193;Noord-Friesland (CR);2011 oktober;
2194;Noord-Friesland (CR);2011 november;
2195;Noord-Friesland (CR);2011 december;
2196;Noord-Friesland (CR);2011;
2197;Noord-Friesland (CR);2012 januari;
2198;Noord-Friesland (CR);2012 februari;
2199;Noord-Friesland (CR);2012 maart;
2200;Noord-Friesland (CR);2012 april;
2201;Noord-Friesland (CR);2012 mei;
2202;Noord-Friesland (CR);2012 juni;
2203;Noord-Friesland (CR);2012 juli;
2204;Noord-Friesland (CR);2012 augustus;
2205;Noord-Friesland (CR);2012 september;
2206;Noord-Friesland (CR);2012 oktober;
2207;Noord-Friesland (CR);2012 november;
2208;Noord-Friesland (CR);2012 december;
2209;Noord-Friesland (CR);2012;
2210;Noord-Friesland (CR);2013 januari;
2211;Noord-Friesland (CR);2013 februari;
2212;Noord-Friesland (CR);2013 maart;
2213;Noord-Friesland (CR);2013 april;
2214;Noord-Friesland (CR);2013 mei;
2215;Noord-Friesland (CR);2013 juni;
2216;Noord-Friesland (CR);2013 juli;
2217;Noord-Friesland (CR);2013 augustus;
2218;Noord-Friesland (CR);2013 september;
2219;Noord-Friesland (CR);2013 oktober;
2220;Noord-Friesland (CR);2013 november;
2221;Noord-Friesland (CR);2013 december;
2222;Noord-Friesland (CR);2013;
2223;Noord-Friesland (CR);2014 januari;
2224;Noord-Friesland (CR);2014 februari;
2225;Noord-Friesland (CR);2014 maart;
2226;Noord-Friesland (CR);2014 april;
2227;Noord-Friesland (CR);2014 mei;
2228;Noord-Friesland (CR);2014 juni;
2229;Noord-Friesland (CR);2014 juli;
2230;Noord-Friesland (CR);2014 augustus;
2231;Noord-Friesland (CR);2014 september;
2232;Noord-Friesland (CR);2014 oktober;
2233;Noord-Friesland (CR);2014 november;
2234;Noord-Friesland (CR);2014 december;
2235;Noord-Friesland (CR);2014;
2236;Noord-Friesland (CR);2015 januari;
2237;Noord-Friesland (CR);2015 februari;
2238;Noord-Friesland (CR);2015 maart;
2239;Noord-Friesland (CR);2015 april;
2240;Noord-Friesland (CR);2015 mei;
2241;Noord-Friesland (CR);2015 juni;
2242;Noord-Friesland (CR);2015 juli;
2243;Noord-Friesland (CR);2015 augustus;
2244;Noord-Friesland (CR);2015 september;
2245;Noord-Friesland (CR);2015 oktober;
2246;Noord-Friesland (CR);2015 november;
2247;Noord-Friesland (CR);2015 december;
2248;Noord-Friesland (CR);2015;
2249;Noord-Friesland (CR);2016 januari;
2250;Noord-Friesland (CR);2016 februari;
2251;Noord-Friesland (CR);2016 maart;
2252;Noord-Friesland (CR);2016 april;
2253;Noord-Friesland (CR);2016 mei;
2254;Noord-Friesland (CR);2016 juni;
2255;Noord-Friesland (CR);2016 juli;
2256;Noord-Friesland (CR);2016 augustus;
2257;Noord-Friesland (CR);2016 september;
2258;Noord-Friesland (CR);2016 oktober;
2259;Noord-Friesland (CR);2016 november;
2260;Noord-Friesland (CR);2016 december;
2261;Noord-Friesland (CR);2016;
2262;Noord-Friesland (CR);2017 januari;
2263;Noord-Friesland (CR);2017 februari;
2264;Noord-Friesland (CR);2017 maart;
2265;Noord-Friesland (CR);2017 april;
2266;Noord-Friesland (CR);2017 mei;
2267;Noord-Friesland (CR);2017 juni;
2268;Noord-Friesland (CR);2017 juli;
2269;Noord-Friesland (CR);2017 augustus;
2270;Noord-Friesland (CR);2017 september;
2271;Noord-Friesland (CR);2017 oktober;
2272;Noord-Friesland (CR);2017 november;
2273;Noord-Friesland (CR);2017 december;
2274;Noord-Friesland (CR);2017;
2275;Noord-Friesland (CR);2018 januari;
2276;Noord-Friesland (CR);2018 februari;
