ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
2488;Nieuwbouw;Overheid en Woningcorporaties;2001 juni;75;61;35;19;40;42;0;0;0;0;0;0;0;0;1;1;25;9;6;17;3;6;5;9
2489;Nieuwbouw;Overheid en Woningcorporaties;2001 2e kwartaal;290;202;153;87;138;115;0;0;0;0;0;0;0;0;1;1;63;28;27;48;32;21;16;17
2490;Nieuwbouw;Overheid en Woningcorporaties;2001 juli;80;51;54;27;26;24;0;0;0;0;0;1;0;0;0;0;11;5;7;12;5;3;3;3
2491;Nieuwbouw;Overheid en Woningcorporaties;2001 augustus;106;63;68;28;37;35;0;0;0;0;0;0;0;0;0;0;16;11;8;16;1;2;12;6
2492;Nieuwbouw;Overheid en Woningcorporaties;2001 september;136;89;91;51;45;38;0;0;0;0;0;0;1;1;10;3;15;9;7;14;11;7;2;4
2493;Nieuwbouw;Overheid en Woningcorporaties;2001 3e kwartaal;322;203;213;106;108;97;0;0;0;0;0;1;1;1;10;3;41;25;22;42;17;12;18;13
2494;Nieuwbouw;Overheid en Woningcorporaties;2001 oktober;195;77;135;48;60;29;0;0;0;1;22;1;0;0;1;1;18;7;1;6;11;6;6;7
2495;Nieuwbouw;Overheid en Woningcorporaties;2001 november;140;59;55;27;84;32;0;0;0;0;32;1;0;2;0;0;38;12;7;11;0;1;6;5
2496;Nieuwbouw;Overheid en Woningcorporaties;2001 december;137;49;60;26;77;23;0;0;0;0;0;0;1;2;0;0;10;4;4;6;58;6;4;5
2497;Nieuwbouw;Overheid en Woningcorporaties;2001 4e kwartaal;472;185;250;101;222;84;0;0;0;1;54;2;1;4;1;1;67;23;12;23;70;13;17;17
2498;Nieuwbouw;Overheid en Woningcorporaties;2001;1365;767;776;393;589;374;0;0;0;1;54;3;2;8;12;6;221;95;80;138;148;60;72;63
2499;Nieuwbouw;Overheid en Woningcorporaties;2002 januari;108;48;65;27;42;21;0;0;0;0;1;1;0;0;0;0;26;8;3;3;9;4;3;5
2500;Nieuwbouw;Overheid en Woningcorporaties;2002 februari;146;55;96;34;50;21;0;0;0;0;0;1;0;1;0;0;46;9;2;6;0;1;1;3
2501;Nieuwbouw;Overheid en Woningcorporaties;2002 maart;103;49;67;25;37;24;0;0;0;0;0;0;0;0;0;0;25;7;4;9;7;5;0;3
2502;Nieuwbouw;Overheid en Woningcorporaties;2002 1e kwartaal;357;152;229;86;128;66;0;0;0;0;1;2;0;1;0;0;97;24;9;18;16;10;4;11
2503;Nieuwbouw;Overheid en Woningcorporaties;2002 april;104;44;36;19;68;25;0;0;0;0;0;0;0;0;0;0;44;9;14;8;2;3;8;5
2504;Nieuwbouw;Overheid en Woningcorporaties;2002 mei;127;49;85;25;41;24;0;0;0;0;0;0;0;0;5;1;12;5;10;7;10;6;4;5
2505;Nieuwbouw;Overheid en Woningcorporaties;2002 juni;201;72;167;46;34;26;0;0;0;0;0;1;0;0;0;0;13;6;5;8;7;8;9;3
2506;Nieuwbouw;Overheid en Woningcorporaties;2002 2e kwartaal;432;165;289;90;143;75;0;0;0;0;0;1;0;0;5;1;68;20;29;23;19;17;21;13
2507;Nieuwbouw;Overheid en Woningcorporaties;2002 juli;113;48;89;27;24;21;0;0;0;0;0;0;0;0;2;1;15;7;2;8;2;2;2;3
2508;Nieuwbouw;Overheid en Woningcorporaties;2002 augustus;91;52;67;31;24;21;0;0;0;0;0;0;0;0;0;0;12;5;4;12;9;4;0;0
2509;Nieuwbouw;Overheid en Woningcorporaties;2002 september;165;72;92;33;73;39;0;0;0;0;0;0;0;0;0;0;36;9;20;16;6;5;10;9
2510;Nieuwbouw;Overheid en Woningcorporaties;2002 3e kwartaal;368;172;247;91;121;81;0;0;0;0;0;0;0;0;2;1;63;21;26;36;17;11;13;12
2511;Nieuwbouw;Overheid en Woningcorporaties;2002 oktober;182;76;131;43;51;33;0;0;0;0;0;0;0;0;3;1;10;6;5;10;18;9;16;7
2512;Nieuwbouw;Overheid en Woningcorporaties;2002 november;203;72;165;48;38;24;0;0;0;0;0;0;1;2;0;0;25;8;4;4;6;5;2;5
2513;Nieuwbouw;Overheid en Woningcorporaties;2002 december;161;73;117;43;45;30;0;0;0;0;0;0;2;1;0;0;22;13;10;7;10;7;1;2
2514;Nieuwbouw;Overheid en Woningcorporaties;2002 4e kwartaal;547;221;413;134;134;87;0;0;0;0;0;0;2;3;3;1;57;27;19;21;34;21;19;14
2515;Nieuwbouw;Overheid en Woningcorporaties;2002;1704;710;1178;401;526;309;0;0;0;0;1;3;2;4;10;3;286;92;84;98;87;59;57;50
2516;Nieuwbouw;Overheid en Woningcorporaties;2003 januari;139;40;88;24;51;16;0;0;0;0;22;1;0;0;0;0;19;5;6;5;3;3;1;2
2517;Nieuwbouw;Overheid en Woningcorporaties;2003 februari;67;39;48;28;19;11;0;0;0;0;0;0;0;0;0;0;7;3;5;2;4;4;4;2
2518;Nieuwbouw;Overheid en Woningcorporaties;2003 maart;246;94;182;61;64;33;0;0;0;0;0;0;2;1;1;1;11;6;14;8;27;13;9;4
2519;Nieuwbouw;Overheid en Woningcorporaties;2003 1e kwartaal;452;173;318;113;133;60;0;0;0;0;22;1;2;1;1;1;36;14;24;15;33;20;14;8
2520;Nieuwbouw;Overheid en Woningcorporaties;2003 april;217;71;161;50;56;21;0;0;0;0;0;0;0;0;1;1;6;3;5;4;30;7;14;6
2521;Nieuwbouw;Overheid en Woningcorporaties;2003 mei;165;38;143;25;22;13;0;0;0;0;0;0;0;0;0;0;2;2;12;6;7;2;1;3
2522;Nieuwbouw;Overheid en Woningcorporaties;2003 juni;158;79;122;40;36;39;0;0;0;0;0;0;4;2;1;2;14;13;8;9;7;9;2;4
2523;Nieuwbouw;Overheid en Woningcorporaties;2003 2e kwartaal;540;188;426;115;114;73;0;0;0;0;0;0;4;2;2;3;22;18;25;19;43;18;17;13
2524;Nieuwbouw;Overheid en Woningcorporaties;2003 juli;183;52;168;43;15;9;0;0;0;0;0;0;0;0;0;0;7;4;7;2;1;1;0;2
2525;Nieuwbouw;Overheid en Woningcorporaties;2003 augustus;130;59;96;39;33;20;0;0;0;0;1;1;5;1;0;0;12;7;5;4;2;2;8;5
2526;Nieuwbouw;Overheid en Woningcorporaties;2003 september;167;78;128;53;39;25;0;0;0;0;0;0;0;1;0;0;16;10;4;6;4;4;14;4
2527;Nieuwbouw;Overheid en Woningcorporaties;2003 3e kwartaal;479;189;393;135;87;54;0;0;0;0;1;1;5;2;0;0;35;21;16;12;7;7;22;11
2528;Nieuwbouw;Overheid en Woningcorporaties;2003 oktober;265;88;200;57;65;31;0;0;0;0;0;0;0;1;0;0;20;5;25;11;10;5;10;9
2529;Nieuwbouw;Overheid en Woningcorporaties;2003 november;185;57;147;37;38;20;0;0;0;0;0;0;10;2;0;0;14;3;4;5;9;9;1;1
2530;Nieuwbouw;Overheid en Woningcorporaties;2003 december;373;122;278;74;96;48;0;0;0;0;0;0;12;2;0;0;18;11;24;17;36;13;5;5
2531;Nieuwbouw;Overheid en Woningcorporaties;2003 4e kwartaal;824;267;625;168;199;99;0;0;0;0;0;0;23;5;0;0;51;19;54;33;55;27;16;15
2532;Nieuwbouw;Overheid en Woningcorporaties;2003;2294;817;1762;531;532;286;0;0;0;0;23;2;34;10;3;4;145;72;118;79;139;72;69;47
2533;Nieuwbouw;Overheid en Woningcorporaties;2004 januari;179;55;130;32;49;23;0;1;0;0;0;0;0;1;0;0;10;5;7;5;10;4;22;7
2534;Nieuwbouw;Overheid en Woningcorporaties;2004 februari;132;66;90;32;41;34;0;0;0;0;0;0;0;0;0;0;6;9;21;11;3;4;11;10
2535;Nieuwbouw;Overheid en Woningcorporaties;2004 maart;257;66;197;47;61;19;0;0;0;0;0;0;0;0;0;0;40;9;1;3;20;7;0;0
2536;Nieuwbouw;Overheid en Woningcorporaties;2004 1e kwartaal;568;187;417;111;151;76;0;1;0;0;0;0;0;1;0;0;56;23;29;19;33;15;32;17
2537;Nieuwbouw;Overheid en Woningcorporaties;2004 april;396;67;196;40;200;27;0;0;0;0;1;1;1;2;0;0;167;5;12;9;18;7;1;3
2538;Nieuwbouw;Overheid en Woningcorporaties;2004 mei;159;56;94;29;65;27;0;1;0;0;0;0;1;2;0;0;15;5;43;7;3;6;3;6
2539;Nieuwbouw;Overheid en Woningcorporaties;2004 juni;170;74;142;47;28;27;0;0;0;1;0;0;0;1;0;0;17;9;6;6;2;5;2;5
2540;Nieuwbouw;Overheid en Woningcorporaties;2004 2e kwartaal;725;197;431;116;294;81;0;1;0;1;1;1;1;5;0;0;200;19;62;22;23;18;6;14
2541;Nieuwbouw;Overheid en Woningcorporaties;2004 juli;173;79;107;48;67;31;0;0;0;0;0;0;1;3;0;0;18;6;17;10;30;10;0;2
2542;Nieuwbouw;Overheid en Woningcorporaties;2004 augustus;166;76;105;44;61;32;0;0;0;0;0;0;0;1;0;0;18;9;13;9;26;8;4;5
2543;Nieuwbouw;Overheid en Woningcorporaties;2004 september;144;71;108;48;36;23;0;0;0;0;0;0;0;1;0;0;17;6;6;6;7;5;6;5
2544;Nieuwbouw;Overheid en Woningcorporaties;2004 3e kwartaal;484;226;320;140;164;86;0;0;0;0;0;0;1;5;0;0;53;21;36;25;63;23;10;12
2545;Nieuwbouw;Overheid en Woningcorporaties;2004 oktober;304;95;188;58;116;37;0;0;1;3;0;0;3;3;0;0;16;8;6;5;80;11;10;7
2546;Nieuwbouw;Overheid en Woningcorporaties;2004 november;331;106;204;64;126;42;0;0;0;0;0;0;0;1;0;0;22;8;40;10;12;11;52;12
2547;Nieuwbouw;Overheid en Woningcorporaties;2004 december;549;156;420;112;129;44;0;0;0;0;0;0;0;1;0;0;77;13;22;9;20;13;10;8
2548;Nieuwbouw;Overheid en Woningcorporaties;2004 4e kwartaal;1184;357;812;234;371;123;0;0;1;3;0;0;3;5;0;0;115;29;68;24;112;35;72;27
2549;Nieuwbouw;Overheid en Woningcorporaties;2004;2961;967;1981;601;980;366;1;2;1;4;1;1;6;16;0;0;423;92;195;90;231;91;121;70
2550;Nieuwbouw;Overheid en Woningcorporaties;2005 januari;233;70;166;50;67;20;0;0;0;0;0;0;0;0;0;0;18;4;23;8;13;4;13;4
2551;Nieuwbouw;Overheid en Woningcorporaties;2005 februari;249;89;168;59;81;30;0;0;0;0;0;0;1;2;0;0;1;5;37;7;10;7;32;9
2552;Nieuwbouw;Overheid en Woningcorporaties;2005 maart;283;87;230;63;53;24;0;0;0;0;0;0;3;2;0;0;22;7;5;2;17;7;7;6
2553;Nieuwbouw;Overheid en Woningcorporaties;2005 1e kwartaal;765;246;563;172;201;74;0;0;0;0;0;0;3;4;0;0;41;16;65;17;40;18;51;19
2554;Nieuwbouw;Overheid en Woningcorporaties;2005 april;234;85;205;62;29;23;0;0;0;0;0;0;1;1;0;0;8;5;11;8;8;6;1;3
2555;Nieuwbouw;Overheid en Woningcorporaties;2005 mei;155;58;90;39;65;19;0;0;0;0;0;0;1;2;0;0;19;6;0;0;24;7;21;4
2556;Nieuwbouw;Overheid en Woningcorporaties;2005 juni;204;84;173;62;32;22;0;0;0;0;0;0;0;0;0;0;8;6;9;4;9;8;5;4
2557;Nieuwbouw;Overheid en Woningcorporaties;2005 2e kwartaal;593;227;468;163;125;64;0;0;0;0;0;0;2;3;0;0;36;17;20;12;41;21;27;11
2558;Nieuwbouw;Overheid en Woningcorporaties;2005 juli;173;55;119;40;54;15;0;0;0;0;0;0;0;0;0;0;36;4;6;3;4;2;8;6
2559;Nieuwbouw;Overheid en Woningcorporaties;2005 augustus;205;86;159;58;46;28;0;0;0;0;0;0;0;1;0;0;23;6;3;4;14;10;5;7
2560;Nieuwbouw;Overheid en Woningcorporaties;2005 september;266;73;164;49;102;24;0;0;0;0;0;0;11;1;0;0;15;5;31;7;16;4;29;7
2561;Nieuwbouw;Overheid en Woningcorporaties;2005 3e kwartaal;644;214;442;147;203;67;0;0;0;0;0;0;11;2;0;0;75;15;40;14;34;16;42;20
2562;Nieuwbouw;Overheid en Woningcorporaties;2005 oktober;289;101;194;70;95;31;0;0;0;0;0;0;2;3;0;0;61;8;12;3;16;8;4;9
2563;Nieuwbouw;Overheid en Woningcorporaties;2005 november;335;130;261;105;74;25;0;0;0;0;0;0;0;0;0;0;10;3;40;10;14;9;11;3
2564;Nieuwbouw;Overheid en Woningcorporaties;2005 december;347;108;304;84;43;24;0;0;0;0;0;0;5;2;0;0;18;7;6;6;7;3;7;6
2565;Nieuwbouw;Overheid en Woningcorporaties;2005 4e kwartaal;971;339;759;259;212;80;0;0;0;0;0;0;7;5;0;0;89;18;57;19;36;20;22;18
2566;Nieuwbouw;Overheid en Woningcorporaties;2005;2973;1026;2232;741;741;285;0;0;0;0;0;0;24;14;0;0;241;66;182;62;152;75;143;68
2567;Nieuwbouw;Overheid en Woningcorporaties;2006 januari;214;59;177;41;37;18;0;0;0;0;0;0;2;1;0;0;23;3;4;3;5;4;4;7
2568;Nieuwbouw;Overheid en Woningcorporaties;2006 februari;208;72;157;56;51;16;0;0;0;0;0;0;4;2;0;0;35;8;4;3;9;3;0;0
2569;Nieuwbouw;Overheid en Woningcorporaties;2006 maart;329;100;211;68;118;32;0;0;0;0;0;0;5;1;0;0;59;10;21;10;15;3;17;8
2570;Nieuwbouw;Overheid en Woningcorporaties;2006 1e kwartaal;751;231;545;165;206;66;0;0;0;0;0;0;10;4;0;0;118;21;29;16;28;10;22;15
2571;Nieuwbouw;Overheid en Woningcorporaties;2006 april;254;77;169;58;85;19;0;0;0;0;0;0;0;0;0;0;9;7;16;2;54;8;6;2
2572;Nieuwbouw;Overheid en Woningcorporaties;2006 mei;221;63;178;47;42;16;0;1;0;0;0;0;0;2;0;0;16;6;19;2;1;1;6;4
2573;Nieuwbouw;Overheid en Woningcorporaties;2006 juni;259;99;214;76;44;23;0;0;0;0;0;0;2;1;0;0;19;8;13;4;5;3;6;7
2574;Nieuwbouw;Overheid en Woningcorporaties;2006 2e kwartaal;734;239;561;181;172;58;0;1;0;0;0;0;2;3;0;0;44;21;48;8;60;12;18;13
2575;Nieuwbouw;Overheid en Woningcorporaties;2006 juli;182;57;128;42;55;15;0;0;0;0;0;0;1;1;0;0;26;5;6;2;20;5;1;2
2576;Nieuwbouw;Overheid en Woningcorporaties;2006 augustus;198;73;152;52;46;21;0;0;0;0;0;0;0;0;0;0;8;4;3;6;32;7;3;4
2577;Nieuwbouw;Overheid en Woningcorporaties;2006 september;270;92;200;64;69;28;0;0;0;0;0;0;8;1;0;0;29;7;10;8;18;5;5;7
2578;Nieuwbouw;Overheid en Woningcorporaties;2006 3e kwartaal;650;222;480;158;170;64;0;0;0;0;0;0;10;2;0;0;63;16;19;16;69;17;9;13
2579;Nieuwbouw;Overheid en Woningcorporaties;2006 oktober;304;87;224;58;81;29;0;0;0;1;0;0;0;0;0;0;8;6;23;8;36;5;14;9
2580;Nieuwbouw;Overheid en Woningcorporaties;2006 november;289;80;229;59;59;21;1;1;0;1;0;0;0;0;0;0;9;5;13;5;9;7;27;2
2581;Nieuwbouw;Overheid en Woningcorporaties;2006 december;468;136;316;96;152;40;0;0;1;1;0;0;0;1;0;0;59;12;29;11;56;8;8;7
2582;Nieuwbouw;Overheid en Woningcorporaties;2006 4e kwartaal;1061;303;769;213;292;90;1;1;1;3;0;0;0;1;0;0;76;23;65;24;101;20;50;18
2583;Nieuwbouw;Overheid en Woningcorporaties;2006;3196;995;2355;717;840;278;1;2;1;3;0;0;21;10;0;0;300;81;161;64;258;59;98;59
2584;Nieuwbouw;Overheid en Woningcorporaties;2007 januari;249;61;229;45;19;16;0;0;0;0;0;0;0;1;0;0;4;3;10;2;3;3;3;7
2585;Nieuwbouw;Overheid en Woningcorporaties;2007 februari;269;50;157;36;112;14;0;0;0;0;22;1;0;1;0;0;4;4;1;1;23;4;62;3
2586;Nieuwbouw;Overheid en Woningcorporaties;2007 maart;294;90;230;63;64;27;0;0;0;0;8;1;1;3;0;0;32;9;6;4;15;7;4;3
2587;Nieuwbouw;Overheid en Woningcorporaties;2007 1e kwartaal;812;201;616;144;195;57;0;0;0;0;29;2;1;5;0;0;40;16;17;7;40;14;68;13
2588;Nieuwbouw;Overheid en Woningcorporaties;2007 april;278;89;164;58;114;31;0;0;0;0;0;0;22;1;0;0;17;7;27;7;38;7;10;9
2589;Nieuwbouw;Overheid en Woningcorporaties;2007 mei;207;68;105;46;102;22;0;1;0;0;0;0;0;0;0;0;5;4;5;4;28;7;63;6
2590;Nieuwbouw;Overheid en Woningcorporaties;2007 juni;240;89;194;63;45;26;0;1;0;0;3;1;0;1;0;0;14;7;7;7;19;5;2;4
2591;Nieuwbouw;Overheid en Woningcorporaties;2007 2e kwartaal;725;246;464;167;261;79;0;2;0;0;3;1;22;2;0;0;36;18;39;18;84;19;76;19
2592;Nieuwbouw;Overheid en Woningcorporaties;2007 juli;233;66;198;47;35;19;0;0;0;0;0;0;0;0;0;0;14;4;8;8;6;2;6;5
2593;Nieuwbouw;Overheid en Woningcorporaties;2007 augustus;186;63;170;49;16;14;0;0;0;0;0;0;0;0;0;0;0;0;5;5;7;5;3;4
2594;Nieuwbouw;Overheid en Woningcorporaties;2007 september;382;120;324;91;58;29;0;0;0;0;0;0;3;3;0;0;4;4;21;9;21;6;9;7
2595;Nieuwbouw;Overheid en Woningcorporaties;2007 3e kwartaal;801;249;692;187;109;62;0;0;0;0;0;0;3;3;0;0;18;8;34;22;34;13;18;16
2596;Nieuwbouw;Overheid en Woningcorporaties;2007 oktober;572;90;191;51;381;39;0;0;0;0;0;0;0;1;0;0;6;4;30;11;342;20;2;3
2597;Nieuwbouw;Overheid en Woningcorporaties;2007 november;394;110;317;84;77;26;0;0;0;0;0;0;0;0;0;0;10;4;22;6;40;9;4;7
2598;Nieuwbouw;Overheid en Woningcorporaties;2007 december;496;115;411;93;85;22;0;0;0;0;0;0;0;2;0;0;16;3;4;3;53;11;11;3
2599;Nieuwbouw;Overheid en Woningcorporaties;2007 4e kwartaal;1462;315;919;228;543;87;0;0;0;0;0;0;0;3;0;0;33;11;57;20;436;40;17;13
2600;Nieuwbouw;Overheid en Woningcorporaties;2007;3800;1011;2692;726;1108;285;0;2;0;0;32;3;26;13;0;0;128;53;148;67;595;86;179;61
2601;Nieuwbouw;Overheid en Woningcorporaties;2008 januari;254;66;210;47;44;19;0;0;0;0;0;0;7;2;0;0;2;4;26;5;8;4;1;4
2602;Nieuwbouw;Overheid en Woningcorporaties;2008 februari;217;56;154;36;63;20;0;0;0;0;0;0;1;1;0;0;15;1;17;5;21;5;8;8
2603;Nieuwbouw;Overheid en Woningcorporaties;2008 maart;184;73;148;48;36;25;0;0;0;0;0;0;0;0;0;0;3;6;15;9;15;7;3;3
2604;Nieuwbouw;Overheid en Woningcorporaties;2008 1e kwartaal;654;195;512;131;143;64;0;0;0;0;0;0;9;3;0;0;20;11;58;19;44;16;12;15
2605;Nieuwbouw;Overheid en Woningcorporaties;2008 april;254;76;222;53;32;23;0;0;0;0;0;0;0;0;0;0;1;4;19;10;7;3;5;6
2606;Nieuwbouw;Overheid en Woningcorporaties;2008 mei;243;50;192;36;51;14;0;0;0;0;0;0;0;0;0;0;8;3;36;4;5;3;2;4
2607;Nieuwbouw;Overheid en Woningcorporaties;2008 juni;242;71;155;48;88;23;0;0;0;0;0;0;0;0;0;0;46;7;4;2;25;8;13;6
2608;Nieuwbouw;Overheid en Woningcorporaties;2008 2e kwartaal;739;197;569;137;170;60;0;0;0;0;0;0;0;0;0;0;54;14;59;16;37;14;21;16
2609;Nieuwbouw;Overheid en Woningcorporaties;2008 juli;258;78;184;50;75;28;0;0;0;0;0;0;0;0;0;0;28;9;12;6;35;12;0;1
2610;Nieuwbouw;Overheid en Woningcorporaties;2008 augustus;406;91;262;61;145;30;0;0;0;0;0;0;101;4;0;0;11;4;12;7;18;13;3;2
2611;Nieuwbouw;Overheid en Woningcorporaties;2008 september;385;115;325;91;60;24;0;0;0;0;0;0;0;0;0;0;26;7;14;5;10;4;9;8
2612;Nieuwbouw;Overheid en Woningcorporaties;2008 3e kwartaal;1049;284;770;202;279;82;0;0;0;0;0;0;101;4;0;0;65;20;38;18;63;29;12;11
2613;Nieuwbouw;Overheid en Woningcorporaties;2008 oktober;250;75;155;51;95;24;0;0;0;0;0;0;1;1;0;0;2;3;21;5;61;8;10;7
2614;Nieuwbouw;Overheid en Woningcorporaties;2008 november;499;130;321;92;179;38;0;0;0;0;0;0;0;2;0;0;34;9;19;6;93;18;33;3
2615;Nieuwbouw;Overheid en Woningcorporaties;2008 december;623;133;504;105;119;28;0;0;0;0;0;0;8;1;0;0;35;4;28;6;32;10;17;7
2616;Nieuwbouw;Overheid en Woningcorporaties;2008 4e kwartaal;1373;338;980;248;394;90;0;0;0;0;0;0;9;4;0;0;70;16;69;17;186;36;60;17
2617;Nieuwbouw;Overheid en Woningcorporaties;2008;3816;1014;2830;718;986;296;0;0;0;0;0;0;119;11;0;0;209;61;224;70;329;95;105;59
2618;Nieuwbouw;Overheid en Woningcorporaties;2009 januari;345;64;179;42;166;22;0;0;0;1;0;0;0;0;0;0;141;6;12;4;9;7;4;4
2619;Nieuwbouw;Overheid en Woningcorporaties;2009 februari;264;69;172;46;92;23;0;0;0;0;0;0;0;0;0;0;39;8;7;2;35;8;11;5
2620;Nieuwbouw;Overheid en Woningcorporaties;2009 maart;351;87;264;61;87;26;0;0;0;0;0;0;0;2;0;0;11;5;7;3;59;11;10;5
2621;Nieuwbouw;Overheid en Woningcorporaties;2009 1e kwartaal;960;220;614;149;346;71;0;0;0;1;0;0;0;2;0;0;191;19;25;9;103;26;26;14
2622;Nieuwbouw;Overheid en Woningcorporaties;2009 april;303;98;217;63;85;35;0;0;1;1;0;0;2;3;0;0;7;4;25;8;45;12;5;7
2623;Nieuwbouw;Overheid en Woningcorporaties;2009 mei;206;61;174;39;32;22;0;0;0;0;0;0;0;1;0;0;5;3;1;3;20;9;6;6
2624;Nieuwbouw;Overheid en Woningcorporaties;2009 juni;343;96;264;61;79;35;0;0;0;0;0;0;0;1;0;0;9;7;8;8;54;10;9;9
2625;Nieuwbouw;Overheid en Woningcorporaties;2009 2e kwartaal;852;255;655;163;197;92;0;0;1;1;0;0;2;5;0;0;20;14;34;19;119;31;20;22
2626;Nieuwbouw;Overheid en Woningcorporaties;2009 juli;352;80;240;54;113;26;0;0;0;0;0;0;0;0;0;0;39;7;19;9;43;5;11;5
2627;Nieuwbouw;Overheid en Woningcorporaties;2009 augustus;191;52;124;32;67;20;0;1;0;0;0;0;0;0;0;0;6;3;9;3;52;11;1;2
2628;Nieuwbouw;Overheid en Woningcorporaties;2009 september;347;86;235;52;112;34;0;0;0;0;0;0;0;0;0;0;28;5;32;12;42;6;10;11
2629;Nieuwbouw;Overheid en Woningcorporaties;2009 3e kwartaal;890;218;598;138;292;80;0;1;0;0;0;0;0;0;0;0;73;15;60;24;137;22;22;18
2630;Nieuwbouw;Overheid en Woningcorporaties;2009 oktober;359;86;274;54;85;32;0;0;0;0;0;0;21;2;0;0;4;7;12;5;10;6;37;12
2631;Nieuwbouw;Overheid en Woningcorporaties;2009 november;332;87;259;57;73;30;0;0;0;0;0;0;8;1;0;0;4;5;9;4;37;5;15;15
2632;Nieuwbouw;Overheid en Woningcorporaties;2009 december;613;132;463;102;150;30;0;0;0;0;0;0;2;2;0;0;53;2;18;9;47;8;29;9
2633;Nieuwbouw;Overheid en Woningcorporaties;2009 4e kwartaal;1304;305;996;213;308;92;0;0;0;0;0;0;31;5;0;0;61;14;40;18;94;19;81;36
2634;Nieuwbouw;Overheid en Woningcorporaties;2009;4005;998;2863;663;1142;335;0;1;1;2;0;0;34;12;0;0;345;62;159;70;454;98;149;90
2635;Nieuwbouw;Overheid en Woningcorporaties;2010 januari;184;56;109;39;76;17;0;0;0;0;0;0;5;1;0;0;12;4;8;4;13;3;38;5
2636;Nieuwbouw;Overheid en Woningcorporaties;2010 februari;110;51;88;37;22;14;0;0;0;0;0;0;0;1;0;0;11;3;4;3;1;2;7;5
2637;Nieuwbouw;Overheid en Woningcorporaties;2010 maart;132;42;90;24;42;18;0;0;0;0;0;0;0;0;0;0;10;5;2;2;13;5;17;6
2638;Nieuwbouw;Overheid en Woningcorporaties;2010 1e kwartaal;427;149;287;100;140;49;0;0;0;0;0;0;5;2;0;0;32;12;14;9;28;10;62;16
2639;Nieuwbouw;Overheid en Woningcorporaties;2010 april;145;40;109;30;36;10;0;0;0;0;0;0;0;0;0;0;9;2;17;3;3;2;8;3
2640;Nieuwbouw;Overheid en Woningcorporaties;2010 mei;291;73;257;61;34;12;0;0;0;0;0;0;0;1;0;0;3;2;10;3;3;3;18;3
2641;Nieuwbouw;Overheid en Woningcorporaties;2010 juni;274;60;188;33;85;27;0;0;10;1;0;0;0;0;0;0;13;5;10;5;21;7;31;9
2642;Nieuwbouw;Overheid en Woningcorporaties;2010 2e kwartaal;709;173;554;124;156;49;0;0;10;1;0;0;0;1;0;0;25;9;37;11;26;12;57;15
2643;Nieuwbouw;Overheid en Woningcorporaties;2010 juli;341;84;238;51;102;33;0;0;0;0;0;0;31;2;0;0;15;5;30;5;18;10;8;11
2644;Nieuwbouw;Overheid en Woningcorporaties;2010 augustus;193;48;92;25;100;23;0;0;4;2;0;0;18;1;0;0;37;6;23;6;17;6;1;2
2645;Nieuwbouw;Overheid en Woningcorporaties;2010 september;274;62;197;38;77;24;0;0;0;0;0;0;1;1;0;0;10;4;52;13;10;3;5;3
2646;Nieuwbouw;Overheid en Woningcorporaties;2010 3e kwartaal;807;194;528;114;280;80;0;0;4;2;0;0;50;4;0;0;63;15;105;24;45;19;14;16
2647;Nieuwbouw;Overheid en Woningcorporaties;2010 oktober;258;68;167;38;91;30;0;0;0;1;0;0;0;0;0;0;15;4;5;3;32;8;38;14
2648;Nieuwbouw;Overheid en Woningcorporaties;2010 november;430;97;230;63;200;34;0;0;0;0;0;0;0;0;0;0;144;8;27;8;11;6;18;12
2649;Nieuwbouw;Overheid en Woningcorporaties;2010 december;369;79;264;57;106;22;0;0;0;0;0;0;0;0;0;0;60;4;18;5;15;8;13;5
2650;Nieuwbouw;Overheid en Woningcorporaties;2010 4e kwartaal;1057;244;660;158;396;86;0;0;0;1;0;0;0;0;0;0;220;16;50;16;58;22;68;31
2651;Nieuwbouw;Overheid en Woningcorporaties;2010;3000;760;2028;496;972;264;0;0;14;4;0;0;55;7;0;0;340;52;205;60;157;63;202;78
2652;Nieuwbouw;Overheid en Woningcorporaties;2011 januari;135;51;84;33;51;18;0;0;0;0;0;0;11;1;0;0;10;2;17;5;5;5;7;5
