ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
8048;Totaal mannen en vrouwen;15 tot 75 jaar;Winsum Zuid - West;860;600;70.0;81.0;58.0;23.0;19.0;5.0;14.0
8049;Totaal mannen en vrouwen;15 tot 75 jaar;Winsum Midden;1230;850;69.0;90.0;61.0;30.0;10.0;2.0;8.0
8050;Totaal mannen en vrouwen;15 tot 75 jaar;Winsum Zuid - Oost;620;450;72.0;84.0;64.0;20.0;16.0;6.0;10.0
8051;Totaal mannen en vrouwen;15 tot 75 jaar;Winsum Noord - Oost;1090;830;76.0;86.0;60.0;25.0;14.0;4.0;10.0
8052;Totaal mannen en vrouwen;15 tot 75 jaar;Winsum Noord - West;1150;800;70.0;87.0;61.0;26.0;13.0;3.0;10.0
8053;Totaal mannen en vrouwen;15 tot 75 jaar;Baflo;2050;1360;66.0;80.0;56.0;25.0;20.0;15.0;5.0
8054;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Baflo;210;150;72.0;53.0;36.0;17.0;47.0;17.0;30.0
8055;Totaal mannen en vrouwen;15 tot 75 jaar;Baflo;1370;920;67.0;87.0;60.0;27.0;13.0;2.0;11.0
8056;Totaal mannen en vrouwen;15 tot 75 jaar;Rasquert;130;90;;;;;;;
8057;Totaal mannen en vrouwen;15 tot 75 jaar;Den Andel;340;200;59.0;72.0;51.0;21.0;28.0;2.0;26.0
8058;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;7630;5470;72.0;85.0;60.0;24.0;15.0;12.0;3.0
8059;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord- en Zuidwolde;230;170;74.0;63.0;43.0;20.0;37.0;3.0;34.0
8060;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Bedum;350;270;79.0;58.0;41.0;17.0;42.0;8.0;34.0
8061;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwolde;660;440;66.0;82.0;60.0;23.0;18.0;4.0;14.0
8062;Totaal mannen en vrouwen;15 tot 75 jaar;Noordwolde;100;70;;;;;;;
8063;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum West;750;500;67.0;85.0;59.0;27.0;15.0;4.0;11.0
8064;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum Zuid;940;640;68.0;87.0;60.0;28.0;13.0;2.0;11.0
8065;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum Zuid - Oost;1520;1090;72.0;90.0;65.0;25.0;10.0;2.0;8.0
8066;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum Noord - Oost;1420;1110;78.0;89.0;66.0;24.0;11.0;4.0;7.0
8067;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum Noord - West;1300;930;71.0;83.0;58.0;25.0;17.0;4.0;13.0
8068;Totaal mannen en vrouwen;15 tot 75 jaar;Onderdendam;370;260;69.0;84.0;61.0;22.0;16.0;3.0;13.0
8069;Totaal mannen en vrouwen;15 tot 75 jaar;Warffum;1670;1050;63.0;82.0;56.0;26.0;18.0;15.0;3.0
8070;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Warffum;140;100;;;;;;;
8071;Totaal mannen en vrouwen;15 tot 75 jaar;Warffum;1520;950;62.0;84.0;58.0;26.0;16.0;3.0;13.0
8072;Totaal mannen en vrouwen;15 tot 75 jaar;Kantens;1220;860;70.0;74.0;52.0;21.0;26.0;23.0;3.0
8073;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebeid Kantens;420;280;66.0;54.0;39.0;15.0;46.0;5.0;41.0
8074;Totaal mannen en vrouwen;15 tot 75 jaar;Kantens;430;320;74.0;83.0;59.0;24.0;17.0;3.0;14.0
8075;Totaal mannen en vrouwen;15 tot 75 jaar;Zandeweer;380;270;71.0;83.0;58.0;25.0;17.0;3.0;14.0
8076;Totaal mannen en vrouwen;15 tot 75 jaar;Usquert;1040;670;65.0;79.0;53.0;27.0;21.0;18.0;3.0
8077;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Usquert;90;70;;;;;;;
8078;Totaal mannen en vrouwen;15 tot 75 jaar;Usquert;950;600;63.0;83.0;55.0;29.0;17.0;3.0;14.0
8079;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizen;3870;2440;63.0;85.0;55.0;29.0;15.0;11.0;4.0
8080;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Uithuizen;190;150;81.0;48.0;33.0;15.0;52.0;13.0;39.0
8081;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizen Zuid - West;650;380;58.0;92.0;55.0;37.0;8.0;1.0;7.0
8082;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizen Zuid - Oost;810;460;57.0;88.0;57.0;31.0;12.0;3.0;9.0
8083;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizen Centrum;1290;840;65.0;86.0;57.0;29.0;14.0;4.0;10.0
8084;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizen Noord;940;610;65.0;86.0;58.0;27.0;14.0;3.0;11.0
8085;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizermeeden;3520;2430;69.0;81.0;55.0;26.0;19.0;15.0;4.0
8086;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Uithuizermeeden;570;430;77.0;61.0;42.0;20.0;39.0;12.0;27.0
8087;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizermeeden Zuid;510;380;74.0;84.0;58.0;26.0;16.0;3.0;13.0
8088;Totaal mannen en vrouwen;15 tot 75 jaar;Uithuizermeeden Noord;1530;990;65.0;90.0;59.0;31.0;10.0;2.0;8.0
8089;Totaal mannen en vrouwen;15 tot 75 jaar;Roodeschool;820;560;69.0;80.0;56.0;24.0;20.0;3.0;17.0
8090;Totaal mannen en vrouwen;15 tot 75 jaar;Oudeschip;100;70;;;;;;;
8091;Totaal mannen en vrouwen;15 tot 75 jaar;Eemshavengebied;0;0;;;;;;;
8092;Totaal mannen en vrouwen;15 tot 75 jaar;Eemshaven;0;0;;;;;;;
8093;Totaal mannen en vrouwen;15 tot 75 jaar;Hollands Kroon;37080;27470;74.0;79.0;53.0;27.0;21.0;16.0;5.0
8094;Totaal mannen en vrouwen;15 tot 75 jaar;Anna Paulowna;6560;4680;71.0;86.0;60.0;26.0;14.0;11.0;3.0
8095;Totaal mannen en vrouwen;15 tot 75 jaar;Kleine Sluis;1400;910;65.0;89.0;58.0;30.0;11.0;3.0;8.0
8096;Totaal mannen en vrouwen;15 tot 75 jaar;Spoorbuurt;550;390;71.0;83.0;58.0;25.0;17.0;4.0;13.0
8097;Totaal mannen en vrouwen;15 tot 75 jaar;Van Ewijcksluis;190;130;67.0;;;;;;
8098;Totaal mannen en vrouwen;15 tot 75 jaar;Elshof Noord;630;500;79.0;88.0;63.0;25.0;12.0;3.0;9.0
8099;Totaal mannen en vrouwen;15 tot 75 jaar;Agro Sanatio;790;510;65.0;92.0;64.0;28.0;8.0;2.0;6.0
8100;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;1130;750;66.0;90.0;62.0;28.0;10.0;1.0;9.0
8101;Totaal mannen en vrouwen;15 tot 75 jaar;Edelesteen en Schildersbuurt;580;460;78.0;91.0;67.0;25.0;9.0;1.0;8.0
8102;Totaal mannen en vrouwen;15 tot 75 jaar;Elshof Zuid;630;530;84.0;92.0;70.0;22.0;8.0;2.0;6.0
8103;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Kruiswijk;60;50;;;;;;;
8104;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Anna Paulowna;380;290;76.0;67.0;47.0;20.0;33.0;10.0;23.0
8105;Totaal mannen en vrouwen;15 tot 75 jaar;Oostpolder;220;170;76.0;54.0;40.0;14.0;46.0;11.0;35.0
8106;Totaal mannen en vrouwen;15 tot 75 jaar;Breezand;2840;2180;77.0;79.0;54.0;25.0;21.0;14.0;7.0
8107;Totaal mannen en vrouwen;15 tot 75 jaar;Breezand (woonkern);1600;1220;76.0;85.0;60.0;25.0;15.0;4.0;11.0
8108;Totaal mannen en vrouwen;15 tot 75 jaar;Gelderse Buurt;270;220;79.0;80.0;52.0;28.0;20.0;6.0;14.0
8109;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Breezand;960;740;78.0;70.0;47.0;22.0;30.0;11.0;19.0
8110;Totaal mannen en vrouwen;15 tot 75 jaar;Wieringerwaard;1860;1360;73.0;80.0;52.0;28.0;20.0;17.0;3.0
8111;Totaal mannen en vrouwen;15 tot 75 jaar;Wieringerwaard (woonkern);1430;1020;72.0;85.0;55.0;30.0;15.0;2.0;13.0
8112;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwesluis;80;70;;;;;;;
8113;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Wieringerwaard;350;270;79.0;59.0;39.0;21.0;41.0;9.0;32.0
8114;Totaal mannen en vrouwen;15 tot 75 jaar;Westerland;700;510;73.0;74.0;52.0;21.0;26.0;20.0;6.0
8115;Totaal mannen en vrouwen;15 tot 75 jaar;Westerland (woonkern);510;370;72.0;76.0;54.0;22.0;24.0;6.0;18.0
8116;Totaal mannen en vrouwen;15 tot 75 jaar;De Haukes;100;70;;;;;;;
8117;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Westerland;90;70;;;;;;;
8118;Totaal mannen en vrouwen;15 tot 75 jaar;Hippolytushoef;3830;2730;71.0;82.0;55.0;27.0;18.0;14.0;4.0
8119;Totaal mannen en vrouwen;15 tot 75 jaar;Hippolytushoef Centrum (woonkern);1050;730;70.0;84.0;58.0;26.0;16.0;2.0;14.0
8120;Totaal mannen en vrouwen;15 tot 75 jaar;Hippolytushoef West (woonkern);960;660;68.0;80.0;49.0;31.0;20.0;4.0;16.0
8121;Totaal mannen en vrouwen;15 tot 75 jaar;Hippolytushoef Oost (woonkern);1500;1110;74.0;85.0;58.0;26.0;15.0;4.0;11.0
8122;Totaal mannen en vrouwen;15 tot 75 jaar;Stroe;80;50;;;;;;;
8123;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Hippolytushoef;250;180;75.0;65.0;46.0;19.0;35.0;8.0;27.0
8124;Totaal mannen en vrouwen;15 tot 75 jaar;Den Oever;1800;1340;75.0;74.0;50.0;25.0;26.0;20.0;6.0
8125;Totaal mannen en vrouwen;15 tot 75 jaar;Den Oever (woonkern);1590;1190;75.0;76.0;51.0;25.0;24.0;5.0;19.0
8126;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterland;140;100;;;;;;;
8127;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Den Oever;80;60;;;;;;;
8128;Totaal mannen en vrouwen;15 tot 75 jaar;Wieringerwerf;4480;3260;73.0;80.0;53.0;28.0;20.0;15.0;5.0
8129;Totaal mannen en vrouwen;15 tot 75 jaar;Wieringerwerf Centrum;1080;760;71.0;83.0;55.0;28.0;17.0;3.0;14.0
8130;Totaal mannen en vrouwen;15 tot 75 jaar;Planetenwijk;400;260;65.0;85.0;53.0;33.0;15.0;3.0;12.0
8131;Totaal mannen en vrouwen;15 tot 75 jaar;Waddenwijk;630;450;72.0;86.0;60.0;27.0;14.0;2.0;12.0
8132;Totaal mannen en vrouwen;15 tot 75 jaar;Schepenwijk;970;670;69.0;89.0;61.0;27.0;11.0;1.0;10.0
8133;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterterp en Zuiderpark;760;570;75.0;81.0;59.0;22.0;19.0;5.0;14.0
8134;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Robbenplaat;140;130;;;;;;;
8135;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Wieringerwerf;500;420;83.0;48.0;30.0;18.0;52.0;17.0;35.0
8136;Totaal mannen en vrouwen;15 tot 75 jaar;Kreileroord;450;320;72.0;87.0;51.0;36.0;13.0;12.0;1.0
8137;Totaal mannen en vrouwen;15 tot 75 jaar;Kreileroord;450;320;72.0;87.0;51.0;36.0;13.0;1.0;12.0
8138;Totaal mannen en vrouwen;15 tot 75 jaar;Slootdorp;1640;1250;76.0;72.0;47.0;25.0;28.0;19.0;9.0
8139;Totaal mannen en vrouwen;15 tot 75 jaar;Slootdorp (woonkern);990;740;75.0;84.0;58.0;26.0;16.0;4.0;12.0
8140;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Slootdorp;650;510;78.0;56.0;32.0;24.0;44.0;14.0;30.0
8141;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer;3260;2480;76.0;80.0;43.0;37.0;20.0;15.0;5.0
8142;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer Centrum;1250;910;73.0;83.0;53.0;30.0;17.0;4.0;13.0
8143;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer Kroonwaard, Schelpenwijk e.o.;1120;790;71.0;82.0;56.0;26.0;18.0;3.0;15.0
8144;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Agriport;420;390;93.0;96.0;6.0;90.0;4.0;0.0;4.0
8145;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Middenmeer;40;30;;;;;;;
8146;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Middenmeer;440;360;83.0;50.0;27.0;22.0;50.0;16.0;34.0
8147;Totaal mannen en vrouwen;15 tot 75 jaar;Kolhorn;850;640;75.0;82.0;61.0;21.0;18.0;17.0;1.0
8148;Totaal mannen en vrouwen;15 tot 75 jaar;Kolhorn (woonkern) en De Strook;780;580;75.0;84.0;63.0;21.0;16.0;1.0;15.0
8149;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Kolhorn;70;60;;;;;;;
8150;Totaal mannen en vrouwen;15 tot 75 jaar;Barsingerhorn;720;530;74.0;71.0;49.0;22.0;29.0;24.0;5.0
8151;Totaal mannen en vrouwen;15 tot 75 jaar;Barsingerhorn (woonkern);530;390;74.0;77.0;54.0;23.0;23.0;4.0;19.0
8152;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Barsingerhorn;190;150;76.0;53.0;34.0;19.0;47.0;10.0;37.0
8153;Totaal mannen en vrouwen;15 tot 75 jaar;Haringhuizen;140;100;;;;;;;
8154;Totaal mannen en vrouwen;15 tot 75 jaar;Haringhuizen (woonkern);100;70;;;;;;;
8155;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Haringhuizen;40;30;;;;;;;
8156;Totaal mannen en vrouwen;15 tot 75 jaar;Lutjewinkel;620;460;74.0;75.0;52.0;23.0;25.0;20.0;5.0
8157;Totaal mannen en vrouwen;15 tot 75 jaar;Lutjewinkel (woonkern);360;260;73.0;78.0;53.0;25.0;22.0;3.0;19.0
8158;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Lutjewinkel;260;200;75.0;72.0;51.0;20.0;28.0;7.0;21.0
8159;Totaal mannen en vrouwen;15 tot 75 jaar;Winkel;2600;2030;78.0;78.0;52.0;26.0;22.0;16.0;6.0
8160;Totaal mannen en vrouwen;15 tot 75 jaar;Winkel Dorpsstraat en omgeving;520;420;80.0;73.0;48.0;25.0;27.0;8.0;19.0
8161;Totaal mannen en vrouwen;15 tot 75 jaar;Winkel ten zuidoosten van de Dorpsstraat;640;450;69.0;86.0;57.0;29.0;14.0;3.0;11.0
8162;Totaal mannen en vrouwen;15 tot 75 jaar;Winkel Bomenbuurt en Winkelmadepark;520;410;79.0;83.0;57.0;26.0;17.0;3.0;14.0
8163;Totaal mannen en vrouwen;15 tot 75 jaar;Winkel Trambaan;600;500;83.0;86.0;60.0;26.0;14.0;2.0;12.0
8164;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Winkelerzand;170;150;86.0;48.0;25.0;24.0;52.0;22.0;30.0
8165;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Winkel;150;120;75.0;;;;;;
8166;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Niedorp;2440;1860;76.0;78.0;53.0;24.0;22.0;16.0;6.0
8167;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Niedorp Dorpsstraat e.o.;1260;940;75.0;77.0;53.0;23.0;23.0;5.0;18.0
8168;Totaal mannen en vrouwen;15 tot 75 jaar;De Veert;810;630;77.0;85.0;57.0;27.0;15.0;2.0;13.0
8169;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Nieuwe Niedorp;370;290;79.0;65.0;45.0;20.0;35.0;17.0;18.0
8170;Totaal mannen en vrouwen;15 tot 75 jaar;'t Veld;1660;1240;75.0;77.0;52.0;25.0;23.0;17.0;6.0
8171;Totaal mannen en vrouwen;15 tot 75 jaar;'t Veld (woonkern);1310;950;72.0;80.0;53.0;26.0;20.0;4.0;16.0
8172;Totaal mannen en vrouwen;15 tot 75 jaar;'t Veld Noord;100;90;;;;;;;
8173;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied 't Veld;240;200;83.0;59.0;39.0;20.0;41.0;14.0;27.0
8174;Totaal mannen en vrouwen;15 tot 75 jaar;Zijdewind;310;240;78.0;68.0;47.0;21.0;32.0;24.0;8.0
8175;Totaal mannen en vrouwen;15 tot 75 jaar;Zijdewind (woonkern);210;160;77.0;69.0;47.0;22.0;31.0;9.0;22.0
8176;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zijdewind/De Weel;100;80;;;;;;;
8177;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Niedorp;320;260;81.0;70.0;48.0;21.0;30.0;23.0;7.0
8178;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Niedorp (woonkern);170;120;74.0;;;;;;
8179;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Oude Niedorp;150;130;89.0;;;;;;
8180;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogeveen;40630;28870;71.0;86.0;57.0;29.0;14.0;10.0;4.0
8181;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 50 Hoogeveen;18260;12280;67.0;90.0;56.0;34.0;10.0;8.0;2.0
8182;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;960;630;65.0;85.0;48.0;37.0;15.0;4.0;11.0
8183;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;1110;760;69.0;87.0;54.0;33.0;13.0;3.0;10.0
8184;Totaal mannen en vrouwen;15 tot 75 jaar;Bentinckspark;530;370;70.0;89.0;46.0;43.0;11.0;2.0;9.0
8185;Totaal mannen en vrouwen;15 tot 75 jaar;Krakeel;3570;2420;68.0;92.0;57.0;35.0;8.0;1.0;7.0
8186;Totaal mannen en vrouwen;15 tot 75 jaar;Wolfsbos;3050;2020;66.0;92.0;57.0;35.0;8.0;2.0;6.0
8187;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid;4560;3100;68.0;92.0;59.0;34.0;8.0;1.0;7.0
8188;Totaal mannen en vrouwen;15 tot 75 jaar;Venesluis;1240;780;62.0;87.0;57.0;31.0;13.0;4.0;9.0
8189;Totaal mannen en vrouwen;15 tot 75 jaar;West;1250;920;73.0;88.0;59.0;29.0;12.0;4.0;8.0
8190;Totaal mannen en vrouwen;15 tot 75 jaar;Oost;1990;1280;64.0;89.0;55.0;33.0;11.0;2.0;9.0
8191;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 51 De Weide;9930;7420;75.0;89.0;62.0;27.0;11.0;8.0;3.0
8192;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergerweiden;690;450;64.0;87.0;61.0;26.0;13.0;1.0;12.0
8193;Totaal mannen en vrouwen;15 tot 75 jaar;Kinholt;590;400;67.0;79.0;55.0;23.0;21.0;6.0;15.0
8194;Totaal mannen en vrouwen;15 tot 75 jaar;Grittenhof;0;0;;;;;;;
8195;Totaal mannen en vrouwen;15 tot 75 jaar;Schoonvelde-West;1300;990;76.0;90.0;62.0;28.0;10.0;2.0;8.0
8196;Totaal mannen en vrouwen;15 tot 75 jaar;Schoonvelde-Oost;980;620;63.0;91.0;59.0;33.0;9.0;2.0;7.0
8197;Totaal mannen en vrouwen;15 tot 75 jaar;Schutlanden-Oost;610;430;70.0;91.0;65.0;26.0;9.0;3.0;6.0
8198;Totaal mannen en vrouwen;15 tot 75 jaar;Schutlanden-West;1010;780;77.0;90.0;59.0;31.0;10.0;2.0;8.0
8199;Totaal mannen en vrouwen;15 tot 75 jaar;Kattouw;870;590;68.0;92.0;63.0;30.0;8.0;1.0;7.0
8200;Totaal mannen en vrouwen;15 tot 75 jaar;Trasselt;1240;900;73.0;87.0;65.0;22.0;13.0;2.0;11.0
8201;Totaal mannen en vrouwen;15 tot 75 jaar;Erflanden;2630;2280;87.0;89.0;64.0;26.0;11.0;4.0;7.0
8202;Totaal mannen en vrouwen;15 tot 75 jaar;Wijke 52 Fluitenberg;470;360;76.0;78.0;52.0;25.0;22.0;17.0;5.0
8203;Totaal mannen en vrouwen;15 tot 75 jaar;Fluitenberg kern;390;300;77.0;83.0;56.0;26.0;17.0;5.0;12.0
8204;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Fluitenberg;90;60;;;;;;;
8205;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 53 Elim;1790;1280;71.0;82.0;58.0;24.0;18.0;13.0;5.0
8206;Totaal mannen en vrouwen;15 tot 75 jaar;Elim Kern;1170;840;72.0;87.0;61.0;26.0;13.0;4.0;9.0
8207;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Elim-Noord;140;100;;;;;;;
8208;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Elim-Zuid;470;340;71.0;73.0;53.0;19.0;27.0;6.0;21.0
8209;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 54 Hollandscheveld;3340;2420;73.0;82.0;56.0;26.0;18.0;14.0;4.0
8210;Totaal mannen en vrouwen;15 tot 75 jaar;Hollandscheveld kern;2630;1930;73.0;85.0;58.0;27.0;15.0;4.0;11.0
8211;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollandscheveld-West;210;150;69.0;61.0;40.0;21.0;39.0;7.0;32.0
8212;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollandscheveld-Oost;490;350;71.0;77.0;53.0;24.0;23.0;4.0;19.0
8213;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 55 Noordscheschut;1590;1210;76.0;82.0;55.0;27.0;18.0;12.0;6.0
8214;Totaal mannen en vrouwen;15 tot 75 jaar;Noordscheschut kern;1190;910;76.0;84.0;57.0;27.0;16.0;5.0;11.0
8215;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Noordscheschut;400;300;76.0;77.0;49.0;28.0;23.0;8.0;15.0
8216;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 56 Nieuwlande;1060;780;74.0;81.0;59.0;22.0;19.0;16.0;3.0
8217;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwlande kern;990;740;74.0;82.0;60.0;22.0;18.0;2.0;16.0
8218;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nieuwlande;70;50;;;;;;;
8219;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 57 Nieuweroord;720;530;74.0;74.0;50.0;23.0;26.0;20.0;6.0
8220;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuweroord kern;390;280;72.0;76.0;53.0;23.0;24.0;4.0;20.0
8221;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nieuweroord;330;260;77.0;71.0;47.0;24.0;29.0;8.0;21.0
8222;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 58 Tiendeveen;500;360;73.0;74.0;55.0;19.0;26.0;19.0;7.0
8223;Totaal mannen en vrouwen;15 tot 75 jaar;Tiendeveen kern;290;210;71.0;85.0;60.0;26.0;15.0;3.0;12.0
8224;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Tiendeveen;200;150;76.0;58.0;47.0;11.0;42.0;12.0;30.0
8225;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 59 Stuifzand;540;420;77.0;81.0;57.0;24.0;19.0;13.0;6.0
8226;Totaal mannen en vrouwen;15 tot 75 jaar;Stuifzand kern;280;220;77.0;88.0;60.0;27.0;12.0;3.0;9.0
8227;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Stuifzand;260;200;76.0;74.0;53.0;21.0;26.0;8.0;18.0
8228;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 60 Pesse;1380;980;71.0;75.0;53.0;23.0;25.0;17.0;8.0
8229;Totaal mannen en vrouwen;15 tot 75 jaar;Pesse kern;790;540;69.0;84.0;62.0;22.0;16.0;5.0;11.0
8230;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Pesse-Oost;380;280;74.0;65.0;40.0;25.0;35.0;14.0;21.0
8231;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Pesse-West;70;50;;;;;;;
8232;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Pesse-Zuid;150;100;70.0;;;;;;
8233;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 61 Zuideropgaande Nieuw Moscou;470;350;75.0;75.0;50.0;25.0;25.0;17.0;8.0
8234;Totaal mannen en vrouwen;15 tot 75 jaar;Zuideropgaande Nieuw Moscou;470;350;75.0;75.0;50.0;25.0;25.0;8.0;17.0
8235;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 62 Industrie- en verspr. gebieden;590;470;80.0;62.0;39.0;23.0;38.0;23.0;15.0
8236;Totaal mannen en vrouwen;15 tot 75 jaar;Industriegebied Toldijk;10;10;;;;;;;
8237;Totaal mannen en vrouwen;15 tot 75 jaar;Industriegebied Noord A;70;60;;;;;;;
8238;Totaal mannen en vrouwen;15 tot 75 jaar;Industriegebied Noord B;100;90;;;;;;;
8239;Totaal mannen en vrouwen;15 tot 75 jaar;Industriegebied Buitenvaart;220;170;80.0;66.0;42.0;25.0;34.0;11.0;23.0
8240;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Alteveer;130;100;;;;;;;
8241;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nijstad;60;50;;;;;;;
8242;Totaal mannen en vrouwen;15 tot 75 jaar;Hoorn;55970;39670;71.0;84.0;56.0;28.0;16.0;13.0;3.0
8243;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 10 Binnenstad;4530;3310;73.0;77.0;49.0;28.0;23.0;17.0;6.0
8244;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad - Buurt 10 00;670;400;60.0;78.0;51.0;27.0;22.0;5.0;17.0
8245;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad - Buurt 10 01;1880;1370;73.0;75.0;48.0;27.0;25.0;7.0;18.0
8246;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad - Buurt 10 02;1220;960;78.0;77.0;47.0;30.0;23.0;6.0;17.0
8247;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad - Buurt 10 03;750;580;77.0;80.0;51.0;30.0;20.0;5.0;15.0
8248;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 11 Venenlaan-kwartier;2040;1450;71.0;82.0;57.0;25.0;18.0;15.0;3.0
8249;Totaal mannen en vrouwen;15 tot 75 jaar;Venelaankwartier - Buurt 11 00;100;90;;;;;;;
8250;Totaal mannen en vrouwen;15 tot 75 jaar;Venelaankwartier - Buurt 11 01;140;90;;;;;;;
