ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
4465;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015 3e kwartaal;1736
4466;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015 oktober;307
4467;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015 november;493
4468;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015 december;459
4469;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015 4e kwartaal;1259
4470;Totaal opdrachtgevers;Totaal;Utrecht (PV);2015;5451
4471;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 januari;128
4472;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 februari;319
4473;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 maart;383
4474;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 1e kwartaal;830
4475;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 april;229
4476;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 mei;191
4477;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 juni;586
4478;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 2e kwartaal;1006
4479;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 juli;311
4480;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 augustus;270
4481;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 september;1291
4482;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 3e kwartaal;1872
4483;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 oktober;489
4484;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 november;768
4485;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 december;337
4486;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016 4e kwartaal;1594
4487;Totaal opdrachtgevers;Totaal;Utrecht (PV);2016;5302
4488;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 januari;1040
4489;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 februari;831
4490;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 maart;644
4491;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 1e kwartaal;2515
4492;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 april;742
4493;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 mei;1572
4494;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 juni;1155
4495;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 2e kwartaal;3469
4496;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 juli;1167
4497;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 augustus;781
4498;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 september;1216
4499;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 3e kwartaal;3164
4500;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 oktober;1045
4501;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 november;1013
4502;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 december;2372
4503;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995 4e kwartaal;4430
4504;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1995;13578
4505;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 januari;911
4506;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 februari;761
4507;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 maart;1100
4508;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 1e kwartaal;2772
4509;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 april;561
4510;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 mei;1008
4511;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 juni;1097
4512;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 2e kwartaal;2666
4513;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 juli;1245
4514;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 augustus;986
4515;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 september;1485
4516;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 3e kwartaal;3716
4517;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 oktober;1963
4518;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 november;1241
4519;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 december;1489
4520;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996 4e kwartaal;4693
4521;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1996;13847
4522;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 januari;554
4523;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 februari;859
4524;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 maart;1102
4525;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 1e kwartaal;2515
4526;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 april;687
4527;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 mei;1249
4528;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 juni;1698
4529;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 2e kwartaal;3634
4530;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 juli;1462
4531;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 augustus;766
4532;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 september;1276
4533;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 3e kwartaal;3504
4534;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 oktober;1881
4535;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 november;1069
4536;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 december;1443
4537;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997 4e kwartaal;4393
4538;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1997;14046
4539;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 januari;1135
4540;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 februari;915
4541;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 maart;1132
4542;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 1e kwartaal;3182
4543;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 april;495
4544;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 mei;1109
4545;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 juni;865
4546;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 2e kwartaal;2469
4547;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 juli;556
4548;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 augustus;757
4549;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 september;830
4550;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 3e kwartaal;2143
4551;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 oktober;1303
4552;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 november;1714
4553;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 december;1061
4554;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998 4e kwartaal;4078
4555;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1998;11872
4556;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 januari;745
4557;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 februari;321
4558;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 maart;992
4559;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 1e kwartaal;2058
4560;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 april;842
4561;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 mei;1324
4562;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 juni;996
4563;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 2e kwartaal;3162
4564;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 juli;2125
4565;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 augustus;1184
4566;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 september;553
4567;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 3e kwartaal;3862
4568;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 oktober;1268
4569;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 november;1154
4570;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 december;740
4571;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999 4e kwartaal;3162
4572;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);1999;12244
4573;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 januari;901
4574;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 februari;1884
4575;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 maart;1223
4576;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 1e kwartaal;4008
4577;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 april;395
4578;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 mei;1245
4579;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 juni;1274
4580;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 2e kwartaal;2914
4581;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 juli;1061
4582;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 augustus;288
4583;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 september;515
4584;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 3e kwartaal;1864
4585;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 oktober;999
4586;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 november;817
4587;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 december;600
4588;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000 4e kwartaal;2416
4589;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2000;11202
4590;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 januari;898
4591;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 februari;905
4592;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 maart;894
4593;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 1e kwartaal;2697
4594;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 april;282
4595;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 mei;763
4596;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 juni;1324
4597;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 2e kwartaal;2369
4598;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 juli;924
4599;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 augustus;715
4600;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 september;984
4601;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 3e kwartaal;2623
4602;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 oktober;1155
4603;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 november;774
4604;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 december;526
4605;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001 4e kwartaal;2455
4606;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2001;10144
4607;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 januari;379
4608;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 februari;891
4609;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 maart;364
4610;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 1e kwartaal;1634
4611;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 april;487
4612;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 mei;647
4613;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 juni;1672
4614;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 2e kwartaal;2806
4615;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 juli;633
4616;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 augustus;756
4617;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 september;705
4618;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 3e kwartaal;2094
4619;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 oktober;1167
4620;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 november;1382
4621;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 december;992
4622;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002 4e kwartaal;3541
4623;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2002;10075
4624;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 januari;386
4625;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 februari;376
4626;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 maart;1552
4627;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 1e kwartaal;2314
4628;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 april;1028
4629;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 mei;729
4630;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 juni;828
4631;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 2e kwartaal;2585
4632;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 juli;1036
4633;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 augustus;963
4634;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 september;1396
4635;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 3e kwartaal;3395
4636;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 oktober;1498
4637;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 november;811
4638;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 december;2195
4639;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003 4e kwartaal;4504
4640;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2003;12798
4641;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 januari;707
4642;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 februari;427
4643;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 maart;1029
4644;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 1e kwartaal;2163
4645;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 april;953
4646;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 mei;1701
4647;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 juni;1363
4648;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 2e kwartaal;4017
4649;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 juli;1078
4650;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 augustus;692
4651;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 september;546
4652;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 3e kwartaal;2316
4653;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 oktober;608
4654;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 november;536
4655;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 december;2399
4656;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004 4e kwartaal;3543
4657;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2004;12039
4658;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 januari;546
4659;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 februari;875
4660;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 maart;1212
4661;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 1e kwartaal;2633
4662;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 april;1979
4663;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 mei;599
4664;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 juni;943
4665;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 2e kwartaal;3521
4666;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 juli;1225
4667;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 augustus;1686
4668;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 september;1146
4669;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 3e kwartaal;4057
4670;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 oktober;1104
4671;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 november;1484
4672;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 december;1250
4673;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005 4e kwartaal;3838
4674;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2005;14049
4675;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 januari;1498
4676;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 februari;2691
4677;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 maart;1182
4678;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 1e kwartaal;5371
4679;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 april;1486
4680;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 mei;1178
4681;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 juni;964
4682;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 2e kwartaal;3628
4683;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 juli;1508
4684;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 augustus;791
4685;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 september;1091
4686;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 3e kwartaal;3390
4687;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 oktober;987
4688;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 november;1792
4689;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 december;995
4690;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006 4e kwartaal;3774
4691;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2006;16163
4692;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 januari;148
4693;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 februari;714
4694;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 maart;1514
4695;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 1e kwartaal;2376
4696;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 april;2099
4697;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 mei;555
4698;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 juni;2140
4699;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 2e kwartaal;4794
4700;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 juli;1935
4701;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 augustus;1998
4702;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 september;1228
4703;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 3e kwartaal;5161
4704;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 oktober;950
4705;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 november;1086
4706;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 december;1938
4707;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007 4e kwartaal;3974
4708;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2007;16305
4709;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 januari;1326
4710;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 februari;669
4711;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 maart;687
4712;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 1e kwartaal;2682
4713;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 april;766
4714;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 mei;731
4715;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 juni;2076
4716;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 2e kwartaal;3573
4717;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 juli;611
4718;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 augustus;1105
4719;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 september;1089
4720;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 3e kwartaal;2805
4721;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 oktober;472
4722;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 november;1167
4723;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 december;3190
4724;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008 4e kwartaal;4829
4725;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2008;13889
4726;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 januari;699
4727;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 februari;677
4728;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 maart;921
4729;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 1e kwartaal;2297
4730;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 april;920
4731;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 mei;295
4732;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 juni;1411
4733;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 2e kwartaal;2626
4734;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 juli;1357
4735;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 augustus;1148
4736;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 september;1259
4737;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 3e kwartaal;3764
4738;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 oktober;1065
4739;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 november;674
4740;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 december;2074
4741;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009 4e kwartaal;3813
4742;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2009;12500
4743;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 januari;518
4744;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 februari;911
4745;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 maart;599
4746;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 1e kwartaal;2028
4747;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 april;92
4748;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 mei;2657
4749;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 juni;1041
4750;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 2e kwartaal;3790
4751;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 juli;1361
4752;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 augustus;868
4753;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 september;341
4754;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 3e kwartaal;2570
4755;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 oktober;448
4756;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 november;559
4757;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 december;1015
4758;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010 4e kwartaal;2022
4759;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2010;10410
4760;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 januari;500
4761;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 februari;422
4762;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 maart;875
4763;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 1e kwartaal;1797
4764;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 april;362
4765;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 mei;1281
4766;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 juni;1056
4767;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 2e kwartaal;2699
4768;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 juli;554
4769;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 augustus;838
4770;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 september;902
4771;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 3e kwartaal;2294
4772;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 oktober;1010
4773;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 november;953
4774;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 december;619
4775;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011 4e kwartaal;2582
4776;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2011;9372
4777;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 januari;228
4778;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 februari;780
4779;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 maart;783
4780;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 1e kwartaal;1791
4781;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 april;209
4782;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 mei;183
4783;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 juni;326
4784;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 2e kwartaal;718
4785;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 juli;835
4786;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 augustus;220
4787;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 september;599
4788;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 3e kwartaal;1654
4789;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 oktober;375
4790;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 november;579
4791;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 december;1058
4792;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012 4e kwartaal;2012
4793;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2012;6175
4794;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 januari;438
4795;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 februari;128
4796;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 maart;115
4797;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 1e kwartaal;681
4798;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 april;144
4799;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 mei;175
4800;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 juni;124
4801;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 2e kwartaal;443
