ID;Regions;Periods;TotalFixedCapitalFormation_1;DwellingStock_2;IndustrialBuildings_3;CivilEngineering_4;Transport_5;MachineryAndEquipment_6;CultivatedBiologicalResources_7;TransferCostsOfGround_8;ComputersSoftwareAndDatabases_9;ResearchAndDevelopment_10;OtherFixedAssets_11
1298;Groot-Rijnmond (CR);2005;10384;2524;1419;1532;777;1415;5;92;925;789;906
1299;Groot-Rijnmond (CR);2006;11466;2773;1497;1643;953;1592;4;97;1039;846;1022
1300;Groot-Rijnmond (CR);2007;12438;2974;1757;1627;1138;1787;6;92;1141;856;1060
1301;Groot-Rijnmond (CR);2008;13655;3081;1996;1823;1384;2011;5;85;1208;880;1182
1302;Groot-Rijnmond (CR);2009;11909;2921;1938;1298;1014;1503;5;77;1164;853;1136
1303;Groot-Rijnmond (CR);2010;13823;2542;2112;1858;1214;2470;6;100;1418;887;1216
1304;Groot-Rijnmond (CR);2011;14773;2190;1920;3089;1266;2656;5;105;1364;973;1205
1305;Groot-Rijnmond (CR);2012;12938;1649;2028;1844;956;2768;6;110;1366;1012;1199
1306;Groot-Rijnmond (CR);2013;10205;1077;1252;1989;952;1421;7;86;1363;1102;956
1307;Groot-Rijnmond (CR);2014;10157;1033;906;2080;829;1583;5;109;1376;1131;1105
1308;Groot-Rijnmond (CR);2015;13108;1699;1146;2332;1040;2721;20;108;1573;1283;1186
1309;Groot-Rijnmond (CR);2016;14080;2676;1389;2370;1368;2287;16;152;1642;1266;914
1310;Groot-Rijnmond (CR);2017;15937;3519;1545;2491;1527;2624;48;148;1658;1367;1010
1311;Groot-Rijnmond (CR);2018;15786;4294;1613;1958;830;2464;8;157;1702;1553;1207
1312;Groot-Rijnmond (CR);2019;18442;4930;2116;2682;1010;2914;8;177;1730;1612;1263
1313;Groot-Rijnmond (CR);2020;19370;5624;2455;2753;952;2732;49;214;1759;1587;1245
1314;Groot-Rijnmond (CR);2021;20183;5954;2372;2868;1148;2507;9;235;1793;1925;1372
1315;Groot-Rijnmond (CR);2022;22184;5990;2068;3441;1603;2550;14;212;1964;2172;2170
1316;Zuidoost-Zuid-Holland (CR);1995;1543;300;152;409;129;229;8;13;89;101;113
1317;Zuidoost-Zuid-Holland (CR);1996;1743;325;173;464;140;282;7;16;105;103;128
1318;Zuidoost-Zuid-Holland (CR);1997;1811;354;181;450;126;317;16;16;97;115;139
1319;Zuidoost-Zuid-Holland (CR);1998;1956;371;199;460;161;325;6;16;149;115;154
1320;Zuidoost-Zuid-Holland (CR);1999;2248;402;242;517;192;390;8;19;175;129;174
1321;Zuidoost-Zuid-Holland (CR);2000;2271;435;253;567;141;349;5;20;189;134;178
1322;Zuidoost-Zuid-Holland (CR);2001;2496;479;286;653;142;338;6;19;219;148;206
1323;Zuidoost-Zuid-Holland (CR);2002;2561;480;336;734;131;326;6;16;198;144;190
1324;Zuidoost-Zuid-Holland (CR);2003;2569;482;301;781;149;300;5;15;198;148;190
1325;Zuidoost-Zuid-Holland (CR);2004;2576;520;289;748;147;282;6;18;216;160;190
1326;Zuidoost-Zuid-Holland (CR);2005;2735;564;297;803;148;308;5;22;235;162;191
1327;Zuidoost-Zuid-Holland (CR);2006;2986;621;314;877;171;349;5;24;260;163;202
1328;Zuidoost-Zuid-Holland (CR);2007;3291;666;391;930;203;406;7;24;286;158;220
1329;Zuidoost-Zuid-Holland (CR);2008;3622;690;454;1043;236;484;6;21;298;155;235
1330;Zuidoost-Zuid-Holland (CR);2009;3676;837;403;1130;224;403;6;16;286;153;218
1331;Zuidoost-Zuid-Holland (CR);2010;3444;728;329;1223;159;285;5;19;314;165;217
1332;Zuidoost-Zuid-Holland (CR);2011;3236;517;421;1031;186;351;4;23;314;171;218
1333;Zuidoost-Zuid-Holland (CR);2012;3096;502;327;1034;212;282;5;19;320;175;220
1334;Zuidoost-Zuid-Holland (CR);2013;3039;370;227;1110;320;258;6;17;321;197;213
1335;Zuidoost-Zuid-Holland (CR);2014;2882;362;246;983;265;253;7;23;328;208;207
1336;Zuidoost-Zuid-Holland (CR);2015;3123;279;222;1258;254;288;5;25;338;273;181
1337;Zuidoost-Zuid-Holland (CR);2016;3347;423;222;1140;402;293;4;36;349;295;183
1338;Zuidoost-Zuid-Holland (CR);2017;3412;416;261;1159;377;328;0;33;346;303;189
1339;Zuidoost-Zuid-Holland (CR);2018;4067;516;327;1217;754;319;1;34;347;332;220
1340;Zuidoost-Zuid-Holland (CR);2019;4082;688;338;1226;417;498;2;35;336;332;210
1341;Zuidoost-Zuid-Holland (CR);2020;3816;714;331;1180;302;336;2;42;333;352;224
1342;Zuidoost-Zuid-Holland (CR);2021;4277;658;485;1333;396;377;2;49;341;377;259
1343;Zuidoost-Zuid-Holland (CR);2022;4511;609;625;1221;481;467;14;44;364;390;296
1344;Zeeuwsch-Vlaanderen (CR);1995;549;95;50;29;48;172;7;2;26;90;30
1345;Zeeuwsch-Vlaanderen (CR);1996;594;103;49;32;56;197;6;3;25;89;34
1346;Zeeuwsch-Vlaanderen (CR);1997;664;112;52;39;43;244;14;3;23;96;38
1347;Zeeuwsch-Vlaanderen (CR);1998;645;118;53;35;61;201;5;3;33;96;40
1348;Zeeuwsch-Vlaanderen (CR);1999;690;127;65;41;55;209;7;3;38;96;49
1349;Zeeuwsch-Vlaanderen (CR);2000;698;138;65;52;48;201;5;4;41;98;46
1350;Zeeuwsch-Vlaanderen (CR);2001;684;152;71;48;44;168;5;3;43;92;58
1351;Zeeuwsch-Vlaanderen (CR);2002;763;152;78;50;41;242;5;3;42;96;54
1352;Zeeuwsch-Vlaanderen (CR);2003;768;153;80;47;51;234;4;3;43;101;52
1353;Zeeuwsch-Vlaanderen (CR);2004;765;165;78;49;44;179;5;3;47;141;54
1354;Zeeuwsch-Vlaanderen (CR);2005;782;179;80;45;47;182;5;4;51;134;55
1355;Zeeuwsch-Vlaanderen (CR);2006;893;197;84;52;62;214;4;4;57;161;58
1356;Zeeuwsch-Vlaanderen (CR);2007;984;211;98;55;77;196;6;4;63;198;76
1357;Zeeuwsch-Vlaanderen (CR);2008;1052;219;110;58;98;229;5;4;68;198;63
1358;Zeeuwsch-Vlaanderen (CR);2009;1035;163;98;57;203;258;5;3;65;133;50
1359;Zeeuwsch-Vlaanderen (CR);2010;892;169;117;56;190;159;5;4;69;82;41
1360;Zeeuwsch-Vlaanderen (CR);2011;1549;226;97;98;429;489;5;4;71;61;69
1361;Zeeuwsch-Vlaanderen (CR);2012;1120;291;124;83;167;256;6;4;69;61;59
1362;Zeeuwsch-Vlaanderen (CR);2013;726;159;70;96;80;115;8;4;66;63;65
1363;Zeeuwsch-Vlaanderen (CR);2014;743;117;93;134;68;138;2;5;63;69;54
1364;Zeeuwsch-Vlaanderen (CR);2015;1043;274;102;136;169;170;5;8;68;74;37
1365;Zeeuwsch-Vlaanderen (CR);2016;1210;266;133;354;35;216;3;11;68;76;48
1366;Zeeuwsch-Vlaanderen (CR);2017;819;96;130;121;41;221;0;10;67;84;49
1367;Zeeuwsch-Vlaanderen (CR);2018;1357;123;177;328;54;440;1;10;70;97;57
1368;Zeeuwsch-Vlaanderen (CR);2019;1434;328;219;299;50;267;1;12;75;105;78
1369;Zeeuwsch-Vlaanderen (CR);2020;1277;416;179;136;35;247;2;14;72;96;80
1370;Zeeuwsch-Vlaanderen (CR);2021;1235;389;157;130;47;219;1;16;75;126;75
1371;Zeeuwsch-Vlaanderen (CR);2022;1359;291;154;137;50;358;2;14;89;157;107
1372;Overig Zeeland (CR);1995;1458;334;172;48;75;586;35;11;58;63;76
1373;Overig Zeeland (CR);1996;1456;362;157;54;78;551;31;12;64;64;83
1374;Overig Zeeland (CR);1997;1687;395;149;51;73;700;74;14;65;71;95
1375;Overig Zeeland (CR);1998;1513;414;164;52;87;493;26;12;93;71;101
1376;Overig Zeeland (CR);1999;1662;448;176;57;89;544;35;14;105;78;116
1377;Overig Zeeland (CR);2000;1633;485;184;63;89;457;24;17;114;82;118
1378;Overig Zeeland (CR);2001;1649;534;198;71;82;369;27;15;125;89;139
1379;Overig Zeeland (CR);2002;1697;536;203;80;82;411;26;15;122;88;134
1380;Overig Zeeland (CR);2003;1741;538;210;85;85;441;21;11;124;91;135
1381;Overig Zeeland (CR);2004;1883;580;211;79;83;523;27;14;137;94;135
1382;Overig Zeeland (CR);2005;1936;629;209;86;84;505;24;16;151;96;136
1383;Overig Zeeland (CR);2006;2114;692;226;92;93;564;21;16;171;99;140
1384;Overig Zeeland (CR);2007;2372;741;247;97;114;673;32;15;188;98;167
1385;Overig Zeeland (CR);2008;2521;768;291;116;124;728;26;16;197;100;155
1386;Overig Zeeland (CR);2009;2122;687;239;214;100;397;25;13;197;94;156
1387;Overig Zeeland (CR);2010;2038;595;203;404;54;296;30;13;205;97;141
1388;Overig Zeeland (CR);2011;1776;543;270;167;75;229;24;14;195;105;154
1389;Overig Zeeland (CR);2012;1836;496;274;227;97;263;29;14;191;107;138
1390;Overig Zeeland (CR);2013;1823;407;201;192;212;302;38;12;187;107;165
1391;Overig Zeeland (CR);2014;1849;383;208;171;190;405;4;16;201;110;161
1392;Overig Zeeland (CR);2015;1744;368;250;187;126;266;8;21;211;167;140
1393;Overig Zeeland (CR);2016;2049;464;282;208;105;445;6;29;214;166;130
1394;Overig Zeeland (CR);2017;1938;396;267;140;140;419;1;26;207;175;167
1395;Overig Zeeland (CR);2018;2252;537;343;332;144;300;2;29;213;198;154
1396;Overig Zeeland (CR);2019;2899;730;382;272;158;285;3;30;217;209;613
1397;Overig Zeeland (CR);2020;3833;869;629;969;123;501;9;35;222;215;261
1398;Overig Zeeland (CR);2021;3879;1323;956;341;125;411;3;41;219;250;210
1399;Overig Zeeland (CR);2022;4165;1397;911;423;162;367;4;36;244;283;338
1400;West-Noord-Brabant (CR);1995;2583;586;313;294;202;579;10;21;151;211;216
1401;West-Noord-Brabant (CR);1996;2830;635;316;330;202;681;9;25;174;218;240
1402;West-Noord-Brabant (CR);1997;3003;692;335;304;196;750;22;26;170;236;272
1403;West-Noord-Brabant (CR);1998;3186;726;360;320;230;740;8;26;238;238;300
1404;West-Noord-Brabant (CR);1999;3517;785;423;344;247;805;10;32;276;261;334
1405;West-Noord-Brabant (CR);2000;3574;850;450;395;227;698;7;37;299;272;339
1406;West-Noord-Brabant (CR);2001;3776;937;499;430;232;637;8;33;318;290;392
1407;West-Noord-Brabant (CR);2002;3962;940;552;484;212;770;8;30;314;290;362
1408;West-Noord-Brabant (CR);2003;4008;943;550;511;239;767;6;26;315;296;355
1409;West-Noord-Brabant (CR);2004;4023;1018;520;487;248;691;8;31;347;318;355
1410;West-Noord-Brabant (CR);2005;4247;1104;538;522;244;728;7;36;384;323;361
1411;West-Noord-Brabant (CR);2006;4592;1213;565;572;264;791;6;37;430;339;375
1412;West-Noord-Brabant (CR);2007;4990;1302;660;608;295;846;10;37;474;346;412
1413;West-Noord-Brabant (CR);2008;5480;1348;756;671;320;1069;8;35;502;351;420
1414;West-Noord-Brabant (CR);2009;5355;1351;687;906;226;885;9;31;485;356;419
1415;West-Noord-Brabant (CR);2010;4781;1100;529;885;188;726;10;35;539;415;354
1416;West-Noord-Brabant (CR);2011;5634;1102;632;838;897;721;8;38;524;448;426
1417;West-Noord-Brabant (CR);2012;5017;908;609;834;432;852;10;36;522;442;372
1418;West-Noord-Brabant (CR);2013;5098;976;780;859;407;654;12;30;540;461;379
1419;West-Noord-Brabant (CR);2014;4378;724;516;718;411;590;7;36;530;468;378
1420;West-Noord-Brabant (CR);2015;5206;671;506;977;913;663;10;49;613;458;346
1421;West-Noord-Brabant (CR);2016;5956;730;1269;786;937;688;8;68;630;489;351
1422;West-Noord-Brabant (CR);2017;7369;1070;1869;878;1070;771;1;64;648;546;452
1423;West-Noord-Brabant (CR);2018;8299;1543;2560;706;1097;699;2;67;645;573;407
1424;West-Noord-Brabant (CR);2019;7906;1753;1514;763;1140;853;4;76;652;580;571
1425;West-Noord-Brabant (CR);2020;6942;1460;1236;700;901;812;6;87;650;595;495
1426;West-Noord-Brabant (CR);2021;6942;1743;883;737;768;844;7;102;664;690;504
1427;West-Noord-Brabant (CR);2022;8098;2522;1112;718;768;869;6;89;717;741;556
1428;Midden-Noord-Brabant (CR);1995;1808;462;315;119;183;329;8;33;102;116;141
1429;Midden-Noord-Brabant (CR);1996;1861;501;316;127;202;270;7;44;116;119;159
1430;Midden-Noord-Brabant (CR);1997;1962;545;324;115;208;288;17;39;121;129;176
1431;Midden-Noord-Brabant (CR);1998;2156;572;366;119;240;312;6;48;168;130;195
1432;Midden-Noord-Brabant (CR);1999;2362;619;403;130;271;337;8;47;192;142;213
1433;Midden-Noord-Brabant (CR);2000;2511;670;458;156;271;303;5;71;209;147;221
1434;Midden-Noord-Brabant (CR);2001;2664;738;482;168;293;288;6;60;220;157;252
1435;Midden-Noord-Brabant (CR);2002;2683;738;536;187;275;262;6;52;219;161;247
1436;Midden-Noord-Brabant (CR);2003;2720;741;575;198;294;250;5;29;220;163;245
1437;Midden-Noord-Brabant (CR);2004;2784;799;522;189;318;246;6;39;244;173;248
1438;Midden-Noord-Brabant (CR);2005;2934;867;542;203;325;262;5;37;273;177;243
1439;Midden-Noord-Brabant (CR);2006;3205;957;590;224;364;272;5;40;307;183;263
1440;Midden-Noord-Brabant (CR);2007;3498;1027;656;244;396;328;7;35;343;182;280
1441;Midden-Noord-Brabant (CR);2008;3673;1064;731;265;392;357;6;30;362;185;281
1442;Midden-Noord-Brabant (CR);2009;3222;936;606;226;254;363;7;29;348;188;265
1443;Midden-Noord-Brabant (CR);2010;2942;858;494;268;229;261;6;24;347;197;258
1444;Midden-Noord-Brabant (CR);2011;2958;766;417;245;247;418;4;26;350;206;279
1445;Midden-Noord-Brabant (CR);2012;2882;877;410;256;201;287;5;27;347;200;272
1446;Midden-Noord-Brabant (CR);2013;3236;832;571;285;304;375;7;23;343;219;277
1447;Midden-Noord-Brabant (CR);2014;3252;796;539;300;309;406;8;30;353;229;282
1448;Midden-Noord-Brabant (CR);2015;2870;589;501;212;288;327;39;36;365;251;262
1449;Midden-Noord-Brabant (CR);2016;3011;668;586;211;208;383;5;51;375;269;255
1450;Midden-Noord-Brabant (CR);2017;3229;800;546;275;278;328;0;51;384;291;276
1451;Midden-Noord-Brabant (CR);2018;3460;936;525;238;361;365;2;54;395;320;264
1452;Midden-Noord-Brabant (CR);2019;4019;942;973;226;324;468;2;55;404;338;287
1453;Midden-Noord-Brabant (CR);2020;4033;1110;641;242;465;389;33;68;409;366;310
1454;Midden-Noord-Brabant (CR);2021;4218;1360;572;270;386;379;31;75;424;398;323
1455;Midden-Noord-Brabant (CR);2022;4753;1422;721;276;414;490;14;65;498;428;425
1456;Noordoost-Noord-Brabant (CR);1995;2729;787;431;228;206;375;13;25;175;260;229
1457;Noordoost-Noord-Brabant (CR);1996;2967;853;433;266;222;433;12;30;188;276;254
1458;Noordoost-Noord-Brabant (CR);1997;3145;930;468;225;233;466;28;31;184;298;282
1459;Noordoost-Noord-Brabant (CR);1998;3378;975;500;237;263;490;10;32;262;303;306
1460;Noordoost-Noord-Brabant (CR);1999;3809;1055;594;254;300;565;13;40;303;340;345
1461;Noordoost-Noord-Brabant (CR);2000;3995;1141;616;326;287;533;9;42;331;360;350
1462;Noordoost-Noord-Brabant (CR);2001;4231;1257;652;338;304;492;10;39;350;386;403
1463;Noordoost-Noord-Brabant (CR);2002;4251;1257;730;369;284;470;10;28;345;382;376
1464;Noordoost-Noord-Brabant (CR);2003;4291;1262;758;388;299;447;8;25;342;386;376
1465;Noordoost-Noord-Brabant (CR);2004;4380;1362;708;371;327;426;10;28;378;389;381
1466;Noordoost-Noord-Brabant (CR);2005;4626;1477;723;398;332;437;9;33;417;414;386
1467;Noordoost-Noord-Brabant (CR);2006;5012;1631;770;448;363;475;8;36;467;421;393
1468;Noordoost-Noord-Brabant (CR);2007;5458;1749;860;496;400;552;12;36;517;402;434
1469;Noordoost-Noord-Brabant (CR);2008;5759;1812;976;518;397;603;10;32;552;420;439
1470;Noordoost-Noord-Brabant (CR);2009;5414;1504;1053;659;269;518;15;31;534;434;397
1471;Noordoost-Noord-Brabant (CR);2010;4965;1353;1007;442;196;494;12;36;571;485;369
1472;Noordoost-Noord-Brabant (CR);2011;5844;1229;955;647;262;1182;9;38;552;534;436
1473;Noordoost-Noord-Brabant (CR);2012;4870;1137;767;626;248;617;11;38;559;501;366
1474;Noordoost-Noord-Brabant (CR);2013;5007;1014;797;695;422;585;13;31;563;479;408
1475;Noordoost-Noord-Brabant (CR);2014;4880;1068;658;668;395;577;16;39;576;487;396
1476;Noordoost-Noord-Brabant (CR);2015;5013;975;797;814;355;558;21;56;626;423;388
1477;Noordoost-Noord-Brabant (CR);2016;5263;1300;640;811;374;555;12;76;644;455;396
1478;Noordoost-Noord-Brabant (CR);2017;5218;1181;653;818;399;561;3;72;652;476;403
1479;Noordoost-Noord-Brabant (CR);2018;5851;1357;743;971;360;632;4;77;661;518;528
1480;Noordoost-Noord-Brabant (CR);2019;6088;1310;763;968;398;833;5;86;686;564;475
1481;Noordoost-Noord-Brabant (CR);2020;6520;1362;909;1044;321;820;6;100;688;611;659
1482;Noordoost-Noord-Brabant (CR);2021;7668;1920;1319;1047;315;775;5;113;706;662;806
1483;Noordoost-Noord-Brabant (CR);2022;7525;1692;1255;1212;352;793;17;100;774;677;653
1484;Zuidoost-Noord-Brabant (CR);1995;3442;968;343;246;181;751;11;23;170;475;274
1485;Zuidoost-Noord-Brabant (CR);1996;3625;1049;364;259;199;686;10;28;204;527;299
1486;Zuidoost-Noord-Brabant (CR);1997;3828;1143;377;265;207;657;24;28;225;563;339
1487;Zuidoost-Noord-Brabant (CR);1998;4199;1200;414;284;233;772;8;29;308;580;371
1488;Zuidoost-Noord-Brabant (CR);1999;4650;1298;507;328;258;791;11;36;359;657;405
1489;Zuidoost-Noord-Brabant (CR);2000;4805;1405;492;345;250;759;8;41;396;702;407
1490;Zuidoost-Noord-Brabant (CR);2001;5186;1548;562;387;269;716;9;36;410;787;462
1491;Zuidoost-Noord-Brabant (CR);2002;5048;1553;589;415;251;628;8;32;408;720;444
1492;Zuidoost-Noord-Brabant (CR);2003;5053;1559;597;423;266;583;7;28;405;738;447
1493;Zuidoost-Noord-Brabant (CR);2004;5146;1682;555;383;289;556;9;34;450;734;454
1494;Zuidoost-Noord-Brabant (CR);2005;5450;1825;571;416;296;599;8;39;499;743;454
1495;Zuidoost-Noord-Brabant (CR);2006;5871;2005;621;451;318;643;7;41;561;758;466
1496;Zuidoost-Noord-Brabant (CR);2007;6400;2150;719;472;353;787;10;42;636;705;526
1497;Zuidoost-Noord-Brabant (CR);2008;6737;2227;845;507;362;835;8;39;687;682;545
1498;Zuidoost-Noord-Brabant (CR);2009;6191;2100;743;401;257;728;14;34;689;678;547
1499;Zuidoost-Noord-Brabant (CR);2010;5786;1701;722;417;181;741;9;41;733;723;518
1500;Zuidoost-Noord-Brabant (CR);2011;5428;1388;788;353;233;696;7;44;730;789;400
1501;Zuidoost-Noord-Brabant (CR);2012;6012;1026;757;580;378;1143;9;44;751;791;533
1502;Zuidoost-Noord-Brabant (CR);2013;5486;933;688;555;447;734;11;36;776;827;479
1503;Zuidoost-Noord-Brabant (CR);2014;5401;1023;712;331;439;638;13;45;851;886;463
1504;Zuidoost-Noord-Brabant (CR);2015;5705;1537;669;326;364;747;18;65;899;580;500
1505;Zuidoost-Noord-Brabant (CR);2016;5974;1573;698;404;347;715;12;90;960;644;531
1506;Zuidoost-Noord-Brabant (CR);2017;6454;1466;848;414;466;948;1;89;1005;702;515
1507;Zuidoost-Noord-Brabant (CR);2018;7149;1291;978;1103;385;984;4;95;1006;777;526
1508;Zuidoost-Noord-Brabant (CR);2019;7075;1643;1047;244;456;1069;4;108;1057;842;605
1509;Zuidoost-Noord-Brabant (CR);2020;6810;1598;1039;246;270;968;6;126;1060;897;600
1510;Zuidoost-Noord-Brabant (CR);2021;8069;1709;1620;270;381;1134;5;139;1095;936;780
1511;Zuidoost-Noord-Brabant (CR);2022;8690;1707;1787;304;422;1325;7;127;1223;1013;775
1512;Noord-Limburg (CR);1995;1055;277;151;48;62;276;6;10;56;79;90
1513;Noord-Limburg (CR);1996;1113;300;163;54;65;264;5;11;67;85;99
1514;Noord-Limburg (CR);1997;1182;327;174;44;65;277;13;11;67;93;111
1515;Noord-Limburg (CR);1998;1303;344;198;49;76;303;4;11;96;93;129
1516;Noord-Limburg (CR);1999;1428;372;239;48;80;316;6;16;110;104;137
1517;Noord-Limburg (CR);2000;1492;402;235;61;75;329;4;20;120;108;138
1518;Noord-Limburg (CR);2001;1555;443;249;56;77;309;5;17;127;116;156
1519;Noord-Limburg (CR);2002;1545;444;289;64;71;267;4;15;127;117;147
1520;Noord-Limburg (CR);2003;1530;446;295;64;79;242;4;12;129;115;144
1521;Noord-Limburg (CR);2004;1551;481;260;61;85;244;5;15;141;112;147
1522;Noord-Limburg (CR);2005;1644;522;278;66;83;254;4;16;155;118;148
1523;Noord-Limburg (CR);2006;1765;574;286;76;89;271;4;15;174;121;155
1524;Noord-Limburg (CR);2007;1986;616;337;83;100;344;6;17;191;118;174
1525;Noord-Limburg (CR);2008;2071;638;379;85;105;348;5;16;202;120;173
1526;Noord-Limburg (CR);2009;1914;523;344;82;192;276;7;15;196;118;161
1527;Noord-Limburg (CR);2010;1689;479;319;81;73;228;11;14;201;138;145
1528;Noord-Limburg (CR);2011;2000;453;367;150;111;373;9;15;198;145;179
1529;Noord-Limburg (CR);2012;1782;359;335;109;162;267;10;18;202;154;166
1530;Noord-Limburg (CR);2013;1700;259;363;93;142;306;13;13;207;162;142
1531;Noord-Limburg (CR);2014;1711;259;399;84;145;289;5;17;209;163;141
1532;Noord-Limburg (CR);2015;1839;318;516;93;89;232;10;24;227;165;165
1533;Noord-Limburg (CR);2016;1944;449;430;83;110;270;11;32;237;180;142
1534;Noord-Limburg (CR);2017;2197;474;491;122;156;331;3;30;237;190;163
1535;Noord-Limburg (CR);2018;2232;570;546;75;117;288;2;31;238;208;157
1536;Noord-Limburg (CR);2019;2337;510;517;130;131;390;7;34;245;217;156
1537;Noord-Limburg (CR);2020;2300;519;498;104;103;370;9;39;240;226;192
1538;Noord-Limburg (CR);2021;2563;665;523;81;130;427;4;47;245;243;198
1539;Noord-Limburg (CR);2022;2926;737;730;81;119;455;4;39;283;259;219
1540;Midden-Limburg (CR);1995;970;238;174;137;58;185;5;6;43;55;69
1541;Midden-Limburg (CR);1996;1082;258;202;163;59;203;5;7;51;57;77
1542;Midden-Limburg (CR);1997;1075;281;206;101;55;215;11;7;54;61;84
1543;Midden-Limburg (CR);1998;1106;295;174;113;66;218;4;7;74;61;94
1544;Midden-Limburg (CR);1999;1188;319;187;105;66;236;5;9;87;68;106
1545;Midden-Limburg (CR);2000;1288;346;196;188;60;213;4;10;94;70;107
1546;Midden-Limburg (CR);2001;1349;381;223;173;60;203;4;9;100;76;120
1547;Midden-Limburg (CR);2002;1361;382;239;182;56;195;4;8;101;76;118
1548;Midden-Limburg (CR);2003;1378;384;288;155;63;180;3;7;102;77;119
1549;Midden-Limburg (CR);2004;1374;414;234;149;64;195;4;8;112;77;117
1550;Midden-Limburg (CR);2005;1450;449;246;156;64;196;4;10;126;80;119
1551;Midden-Limburg (CR);2006;1566;493;240;194;71;209;3;10;142;81;123
1552;Midden-Limburg (CR);2007;1759;529;278;231;84;247;5;10;156;79;140
1553;Midden-Limburg (CR);2008;1786;548;256;219;92;280;4;10;163;81;133
1554;Midden-Limburg (CR);2009;1495;471;203;204;60;178;5;9;163;81;121
1555;Midden-Limburg (CR);2010;1548;407;344;158;47;216;6;10;171;85;104
1556;Midden-Limburg (CR);2011;2052;445;458;184;64;503;5;10;161;92;130
1557;Midden-Limburg (CR);2012;1698;300;315;241;91;369;7;12;158;92;113
1558;Midden-Limburg (CR);2013;1521;260;299;181;167;201;8;10;164;101;130
1559;Midden-Limburg (CR);2014;1323;246;194;126;146;200;4;12;163;104;128
1560;Midden-Limburg (CR);2015;1482;377;274;214;64;150;4;17;163;115;104
1561;Midden-Limburg (CR);2016;1497;276;288;219;66;217;4;23;167;124;113
1562;Midden-Limburg (CR);2017;1613;364;282;232;89;211;0;21;172;129;113
1563;Midden-Limburg (CR);2018;1553;363;312;185;83;161;1;23;176;140;109
1564;Midden-Limburg (CR);2019;1829;425;380;160;90;296;2;26;178;149;123
1565;Midden-Limburg (CR);2020;1871;561;288;140;68;302;5;30;190;164;123
1566;Midden-Limburg (CR);2021;2150;646;410;129;89;348;1;34;184;178;131
1567;Midden-Limburg (CR);2022;2137;574;403;140;87;367;2;29;201;182;152
1568;Zuid-Limburg (CR);1995;2410;592;287;250;112;565;12;27;131;231;203
1569;Zuid-Limburg (CR);1996;2535;642;299;295;122;520;11;36;150;238;222
1570;Zuid-Limburg (CR);1997;2806;699;322;319;120;565;25;33;167;255;301
1571;Zuid-Limburg (CR);1998;3099;734;335;339;138;610;9;40;225;258;411
1572;Zuid-Limburg (CR);1999;3490;794;440;438;143;655;12;41;262;274;431
1573;Zuid-Limburg (CR);2000;3576;859;445;505;129;603;8;57;296;286;388
1574;Zuid-Limburg (CR);2001;3606;947;487;476;138;521;9;49;311;300;368
1575;Zuid-Limburg (CR);2002;3533;950;480;381;130;580;9;46;312;300;345
1576;Zuid-Limburg (CR);2003;3437;954;438;317;138;573;7;30;312;315;353
1577;Zuid-Limburg (CR);2004;3537;1029;458;338;145;471;9;37;343;363;344
1578;Zuid-Limburg (CR);2005;3860;1117;485;403;145;516;8;39;384;358;405
1579;Zuid-Limburg (CR);2006;4184;1227;502;442;155;586;7;42;433;392;398
1580;Zuid-Limburg (CR);2007;4561;1315;540;579;175;605;11;37;482;420;397
1581;Zuid-Limburg (CR);2008;4705;1363;612;435;180;732;9;35;513;421;405
1582;Zuid-Limburg (CR);2009;3748;1007;516;246;129;559;9;32;476;427;347
1583;Zuid-Limburg (CR);2010;3050;653;393;187;107;451;11;31;485;439;293
1584;Zuid-Limburg (CR);2011;2965;503;213;177;156;588;8;32;467;489;332
1585;Zuid-Limburg (CR);2012;3473;467;385;366;206;755;10;29;455;475;325
1586;Zuid-Limburg (CR);2013;3490;455;799;218;318;385;12;25;463;478;337
1587;Zuid-Limburg (CR);2014;3675;489;881;206;309;460;3;34;446;515;332
1588;Zuid-Limburg (CR);2015;3903;814;568;444;207;617;3;38;521;390;301
1589;Zuid-Limburg (CR);2016;4065;1077;421;384;170;693;2;55;534;402;327
1590;Zuid-Limburg (CR);2017;4783;1493;522;383;225;798;11;54;536;425;336
1591;Zuid-Limburg (CR);2018;4809;1325;547;469;180;796;1;55;546;473;417
1592;Zuid-Limburg (CR);2019;5195;1672;607;293;209;872;1;62;569;525;385
1593;Zuid-Limburg (CR);2020;5032;1493;647;363;140;737;1;76;570;526;479
1594;Zuid-Limburg (CR);2021;5407;1643;641;366;163;734;7;79;578;622;574
1595;Zuid-Limburg (CR);2022;5763;1692;724;444;157;924;2;68;636;618;498
1596;Flevoland (CR);1995;1438;403;244;70;156;283;16;9;73;88;96
1597;Flevoland (CR);1996;1562;436;263;80;172;294;15;11;90;93;108
1598;Flevoland (CR);1997;1691;476;276;75;182;326;35;11;86;101;123
1599;Flevoland (CR);1998;1775;499;306;77;204;306;12;11;121;103;136
1600;Flevoland (CR);1999;2006;540;356;87;239;341;16;15;142;115;155
1601;Flevoland (CR);2000;2066;585;398;96;250;280;11;16;155;121;154
1602;Flevoland (CR);2001;2251;644;456;107;271;264;13;15;166;132;183
1603;Flevoland (CR);2002;2308;646;519;119;261;266;12;13;165;134;173
1604;Flevoland (CR);2003;2322;649;520;124;266;268;10;12;164;134;175
