ID;BedrijvenEnInstellingen;SoortVacatures;RegioS;Perioden;TotaalAantalVacatures_1;ABLandbouwBosbouwEnVisserij_2;CDelfstoffenwinning_3;DIndustrie_4;EOpenbareVoorzieningsbedrijven_5;FBouwnijverheid_6;GReparatieConsumentenartikelenHandel_7;HHoreca_8;IVervoerEnCommunicatie_9;JFinancieleInstellingen_10;KOnroerendGoedZakelijkeDienstv_11;LOpenbaarBestuurSocVerzekeringen_12;MOnderwijs_13;NGezondheidsEnWelzijnszorg_14;OCultuurRecreatieEnOvDienstverl_15;Bedrijfsgrootte10Werknemers_16;Bedrijfsgrootte1099Werknemers_17;Bedrijfsgrotte100Werknemers_18;k_2PrimairOnderwijs_19;k_3VoortgezetOnderwijsLagereTrap_20;k_4VoortgezetOnderwijsHogereTrap_21;k_5HogerOnderwijs1eTrap_22;k_67HogerOnderwijs2e3eTrap_23;k_9OpleidingOnbekend_24;k_1ElementaireBeroepen_25;k_2LagereBeroepen_26;k_4MiddelbareBeroepen_27;k_6HogereBeroepen_28;k_8WetenschappelijkeBeroepen_29;k_9BeroepOnbekend_30
6807;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Maastricht Mergelland (RPA);2003;0.5;0.0;0.0;0.2;;0.0;0.0;0.1;0.0;;0.0;0.0;;0.1;0.0;0.1;0.1;0.3;0.0;0.1;0.3;0.1;0.0;;0.0;0.1;0.4;0.1;0.0;
6808;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Maastricht Mergelland (RPA);2004;0.1;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.1;0.1;;;;;;;;;;;;
6809;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Maastricht Mergelland (RPA);2006;0.5;;;0.1;;0.1;0.1;0.1;0.1;;0.1;0.0;;0.1;0.0;0.1;0.2;0.2;0.0;0.2;0.1;0.1;0.0;;0.0;0.2;0.2;0.1;0.0;
6810;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Maastricht Mergelland (RPA);2008;0.9;0.1;0.0;0.0;;0.0;0.2;0.0;0.1;0.0;0.4;0.0;;0.1;0.0;0.2;0.4;0.3;0.0;0.0;0.3;0.5;0.1;;0.0;0.1;0.4;0.3;0.1;
6811;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2000;0.5;;;0.0;;;0.0;;;;0.1;0.0;0.0;0.0;0.1;0.2;0.2;0.1;0.2;0.0;0.2;0.1;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.0
6812;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2001;0.3;;;0.1;;;0.1;;;;0.0;0.0;0.0;0.1;0.0;0.1;0.1;0.1;0.0;0.1;0.1;0.2;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.0
6813;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2002;0.2;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6814;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2003;0.1;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6815;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2004;0.0;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
6816;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2006;0.6;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;;0.5;0.0;0.0;0.0;0.4;0.2;0.0;0.0;;0.2;0.2;0.2;0.0;0.0;
6817;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Oost-Groningen (COR);2008;0.4;;;0.0;;;0.1;;;;0.2;0.0;0.0;0.0;;0.1;0.2;0.1;0.0;0.0;0.3;0.0;0.0;;0.0;0.0;0.3;0.0;0.0;
6818;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2000;0.1;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
6819;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2001;0.2;;;0.1;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
6820;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2002;0.1;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6821;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2003;0.0;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6822;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2004;0.0;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
6823;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2006;0.1;;;0.0;;;;;;;0.1;0.0;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;;0.0;0.0;0.1;0.0;
6824;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Delfzijl en omgeving (COR);2008;0.1;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6825;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2000;0.8;;;0.1;;;0.1;;;;0.2;0.1;0.1;0.0;0.0;0.2;0.3;0.4;0.0;0.3;0.2;0.2;0.0;0.0;0.0;0.3;0.3;0.2;0.0;0.0
6826;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2001;0.8;;;0.1;;;0.1;;;;0.0;0.1;0.1;0.2;0.1;0.3;0.0;0.5;0.1;0.1;0.3;0.2;0.0;0.0;0.1;0.2;0.2;0.2;0.1;0.0
6827;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2002;0.4;;;0.0;;;0.0;;;;0.0;0.0;0.1;0.1;0.0;0.2;0.1;0.2;0.2;0.0;0.1;0.1;0.0;;0.0;0.2;0.1;0.1;0.0;
6828;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2003;0.3;;;0.0;;;0.0;;;;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
6829;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2004;0.2;;;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;;;;;;;;;;;;
6830;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2006;0.8;;;0.1;;;0.1;;;;0.2;0.0;0.0;0.2;0.0;0.3;0.2;0.2;0.0;0.1;0.3;0.3;0.1;;0.0;0.1;0.4;0.2;0.1;
6831;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Overig Groningen (COR);2008;1.6;;;0.2;;;0.2;;;;0.1;0.2;0.0;0.3;0.1;0.6;0.3;0.7;0.1;0.4;0.6;0.4;0.1;;0.0;0.6;0.6;0.2;0.1;
6832;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2000;0.4;;0.0;0.1;;;0.0;;0.0;;0.1;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0
6833;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2001;0.6;;0.0;0.0;;;0.1;;0.0;;0.1;0.0;0.0;0.1;0.0;0.3;0.2;0.1;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.2;0.2;0.1;0.1;0.0
6834;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2002;0.7;;0.0;0.0;;;0.3;;0.0;;0.0;0.0;0.0;0.0;0.0;0.5;0.1;0.1;0.0;0.3;0.3;0.1;0.0;;0.0;0.5;0.1;0.1;0.0;
6835;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2003;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
6836;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2004;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;;;;;;;;;;;;
6837;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2006;1.0;;0.0;0.1;;;0.0;;0.0;;0.1;0.0;0.0;0.1;0.0;0.3;0.1;0.6;0.1;0.2;0.1;0.5;0.0;;0.0;0.4;0.3;0.3;0.0;
6838;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Friesland (COR);2008;0.7;;0.0;0.1;;;0.1;;0.0;;0.1;0.1;0.0;0.2;0.0;0.2;0.2;0.4;0.0;0.0;0.3;0.3;0.1;;0.0;0.2;0.3;0.1;0.1;
6839;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2000;0.3;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
6840;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2001;0.3;;0.0;0.0;;;0.2;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
6841;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2002;0.0;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6842;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2003;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6843;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2004;0.0;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
6844;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2006;0.2;;;0.0;;;0.0;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
6845;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Friesland (COR);2008;0.1;;;0.1;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6846;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2000;0.8;;0.0;0.3;;;0.1;;0.0;;0.1;0.0;0.0;0.0;0.0;0.2;0.3;0.2;0.0;0.2;0.4;0.0;0.0;0.0;0.1;0.3;0.3;0.1;0.0;0.0
6847;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2001;0.5;;0.0;0.1;;;0.1;;0.0;;0.1;0.0;0.0;0.1;0.0;0.1;0.2;0.2;0.0;0.1;0.2;0.1;0.1;0.0;0.0;0.1;0.2;0.1;0.1;0.0
6848;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2002;0.3;;0.0;0.0;;;0.1;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.0;;0.0;0.1;0.0;0.1;0.0;
6849;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2003;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.0;0.0;0.0;0.1;
6850;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2004;0.1;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;;;;;;;;;;;
6851;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2006;0.5;;;0.1;;;0.2;;0.0;;0.1;0.0;0.0;0.0;0.0;0.2;0.1;0.2;;0.2;0.2;0.2;0.0;;0.0;0.3;0.1;0.1;0.0;
6852;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Friesland (COR);2008;0.5;;;0.2;;;0.1;;0.0;;0.1;0.0;0.0;0.1;0.0;0.1;0.2;0.2;0.0;0.1;0.3;0.2;0.0;;0.0;0.1;0.2;0.1;0.1;
6853;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2000;0.5;0.0;;0.0;;0.0;;;;;0.1;;0.0;0.1;;0.3;0.1;0.1;0.2;0.2;0.1;0.1;0.0;0.0;0.0;0.3;0.1;0.1;0.0;0.0
6854;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2001;0.4;0.0;;0.1;;0.0;;;;;0.0;;0.0;0.1;;0.1;0.1;0.2;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
6855;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2002;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6856;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2003;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6857;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2004;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.1;0.1;;;;;;;;;;;;
6858;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2006;0.2;;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.0;
6859;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Drenthe (COR);2008;0.5;0.0;;0.1;;0.0;;;;;0.1;;0.0;0.0;;0.2;0.1;0.2;0.0;0.2;0.1;0.1;0.0;;0.1;0.2;0.1;0.1;0.0;
6860;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2000;0.2;0.0;;0.1;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0
6861;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2001;0.2;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.1;;0.1;0.0;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0
6862;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2002;0.3;0.0;;0.0;;0.0;;;;;0.3;;0.0;0.0;;0.0;0.3;0.1;0.0;0.3;0.0;0.0;0.0;;0.0;0.3;0.0;0.0;0.0;
6863;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2003;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6864;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2004;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;
6865;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2006;0.3;0.0;;0.0;;0.1;;;;;0.0;;0.0;0.0;;0.0;0.1;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.0;0.2;0.1;0.0;
6866;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidoost-Drenthe (COR);2008;0.3;0.0;;0.0;;0.0;;;;;0.1;;0.0;0.1;;0.0;0.3;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.2;0.1;0.0;0.0;
6867;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2000;0.2;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.1;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
6868;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2001;0.5;0.0;;0.0;;0.2;;;;;0.0;;0.0;0.1;;0.2;0.2;0.1;0.0;0.2;0.1;0.2;0.0;0.0;0.1;0.1;0.1;0.1;0.0;0.0
6869;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2002;0.1;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6870;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2003;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6871;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2004;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;
6872;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2006;0.6;;;0.0;;0.3;;;;;0.0;;0.0;0.0;;0.4;0.2;0.0;0.3;0.1;0.0;0.1;0.0;;0.0;0.4;0.1;0.0;0.0;
6873;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Drenthe (COR);2008;0.4;0.0;;0.0;;0.1;;;;;0.0;;0.0;0.1;;0.1;0.1;0.2;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.2;0.1;0.0;
6874;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2000;1.4;;0.0;0.2;;0.4;0.2;;0.0;0.0;0.3;0.0;0.0;0.1;;0.2;0.9;0.3;0.0;0.6;0.5;0.2;0.1;0.0;0.3;0.5;0.5;0.1;0.1;0.0
6875;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2001;1.8;;0.0;0.1;;0.6;0.1;;0.0;0.0;0.2;0.1;0.1;0.6;;0.4;0.7;0.6;0.0;0.5;0.6;0.5;0.1;0.0;0.1;0.5;0.6;0.5;0.1;0.0
6876;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2002;0.7;;0.0;0.0;;0.2;0.0;;0.0;0.0;0.0;0.1;0.0;0.3;;0.2;0.1;0.3;0.0;0.3;0.2;0.2;0.0;;0.1;0.3;0.1;0.2;0.1;
6877;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2003;0.2;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
6878;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2004;0.1;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;;;;;;;;;;;
6879;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2006;0.5;;;0.1;;0.1;0.1;;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.2;0.2;0.2;0.0;0.1;0.1;0.3;0.0;;0.0;0.1;0.2;0.3;0.0;
6880;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Noord-Overijssel (COR);2008;1.3;0.0;;0.3;;0.2;0.2;;0.0;0.0;0.2;0.1;0.0;0.1;0.1;0.5;0.3;0.5;0.0;0.3;0.6;0.3;0.1;;0.0;0.4;0.6;0.2;0.1;
6881;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2000;0.9;;0.0;0.3;;0.0;0.1;;0.1;0.0;0.2;0.0;0.0;0.1;;0.1;0.3;0.6;0.1;0.2;0.5;0.1;0.0;0.0;0.1;0.2;0.4;0.1;0.0;0.0
6882;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2001;0.6;;0.0;0.1;;0.1;0.1;;0.0;0.0;0.2;0.0;0.0;0.1;;0.1;0.3;0.3;0.0;0.1;0.3;0.2;0.0;0.0;0.1;0.1;0.2;0.2;0.0;0.0
6883;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2002;0.2;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.0;0.0;
6884;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2003;0.1;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6885;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2004;0.1;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;;;;;;;;;;;;
6886;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2006;0.3;0.0;;0.0;;0.1;0.1;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.2;0.1;0.0;
6887;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Overijssel (COR);2008;0.6;0.0;;0.2;;0.0;0.1;;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.1;0.2;0.3;0.0;0.1;0.3;0.2;0.0;;0.0;0.2;0.2;0.2;0.0;
6888;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2000;2.3;;0.0;0.6;;0.5;0.3;;0.1;0.0;0.3;0.1;0.0;0.2;;0.6;1.0;0.7;0.2;0.6;1.1;0.5;0.1;0.0;0.2;0.6;0.8;0.6;0.1;0.0
6889;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2001;2.1;;0.0;0.4;;0.4;0.2;;0.1;0.0;0.2;0.0;0.0;0.4;;0.8;0.6;0.6;0.1;1.0;0.6;0.4;0.0;0.0;0.1;0.7;0.8;0.4;0.1;0.0
6890;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2002;0.6;;0.0;0.3;;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;;0.3;0.0;0.2;0.0;0.2;0.2;0.2;0.0;;0.1;0.1;0.2;0.1;0.0;
6891;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2003;0.6;0.0;0.0;0.1;;0.0;0.0;;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.3;0.2;0.1;0.2;0.1;0.1;0.1;0.0;;0.0;0.3;0.1;0.1;0.0;
6892;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2004;0.2;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;;;;;;;;;;;;
6893;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2006;1.9;0.0;;0.5;;0.4;0.1;;0.1;0.0;0.3;0.0;0.0;0.4;0.1;0.6;0.7;0.6;0.0;0.3;0.7;0.7;0.2;;0.0;0.5;0.9;0.5;0.1;
6894;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Twente (COR);2008;2.0;0.0;0.0;0.5;;0.2;0.1;;0.0;0.2;0.4;0.1;0.0;0.1;0.1;0.5;0.7;0.8;0.0;0.5;0.8;0.6;0.1;;0.2;0.5;0.8;0.5;0.1;
6895;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2000;3.7;;0.0;0.3;;0.7;;;0.2;;0.8;0.1;0.3;0.4;0.0;1.1;1.5;1.1;0.3;1.3;1.4;0.3;0.1;0.2;0.6;1.2;1.2;0.4;0.1;0.2
6896;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2001;3.3;;0.0;0.4;;0.4;;;0.1;;0.6;0.1;0.1;0.5;0.3;1.0;0.9;1.3;0.3;1.1;1.2;0.6;0.1;0.0;0.3;1.2;1.2;0.6;0.1;0.0
6897;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2002;0.9;;0.0;0.1;;0.2;;;0.0;;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.5;0.0;0.3;0.4;0.2;0.1;;0.1;0.2;0.3;0.2;0.1;
6898;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2003;0.4;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.1;0.0;0.1;0.1;0.2;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.1;0.2;0.0;
6899;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2004;0.6;;0.0;0.1;;0.2;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.3;0.3;;;;;;;;;;;;
