ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
1748;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Fryslân (PV);2020;62.0;38.0;61.0;39.0;1.0;3.0;5.0;9.0;21.0;24.0;;100.0;0.0
1749;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
1750;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2011;37.0;63.0;36.0;64.0;2.0;9.0;14.0;14.0;25.0;24.0;;100.0;0.0
1751;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2012;38.0;62.0;40.0;60.0;1.0;8.0;13.0;15.0;22.0;24.0;;100.0;0.0
1752;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
1753;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
1754;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
1755;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2016;44.0;56.0;45.0;55.0;2.0;7.0;13.0;14.0;19.0;24.0;;100.0;0.0
1756;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2017;44.0;56.0;47.0;53.0;2.0;7.0;12.0;11.0;21.0;24.0;;100.0;0.0
1757;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2018;47.0;53.0;46.0;54.0;3.0;8.0;12.0;9.0;23.0;24.0;;100.0;0.0
1758;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2019;51.0;49.0;48.0;52.0;6.0;7.0;8.0;12.0;20.0;24.0;;100.0;0.0
1759;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Drenthe (PV);2020;52.0;48.0;52.0;48.0;1.0;9.0;10.0;7.0;22.0;24.0;;100.0;0.0
1760;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
1761;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2011;39.0;61.0;37.0;63.0;4.0;8.0;12.0;12.0;26.0;24.0;;100.0;0.0
1762;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2012;39.0;61.0;38.0;62.0;4.0;9.0;13.0;12.0;24.0;24.0;;100.0;0.0
1763;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
1764;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
1765;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
1766;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2016;43.0;57.0;42.0;58.0;4.0;9.0;12.0;14.0;20.0;24.0;;100.0;0.0
1767;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2017;46.0;54.0;44.0;56.0;5.0;8.0;13.0;11.0;19.0;24.0;;100.0;0.0
1768;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2018;51.0;49.0;49.0;51.0;6.0;9.0;12.0;10.0;15.0;24.0;;100.0;0.0
1769;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2019;55.0;45.0;53.0;47.0;5.0;10.0;10.0;8.0;15.0;24.0;;100.0;0.0
1770;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Overijssel (PV);2020;56.0;44.0;54.0;46.0;5.0;10.0;10.0;9.0;12.0;24.0;;100.0;0.0
1771;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2010;;;;;;;;;;;;;
1772;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2011;75.0;25.0;77.0;23.0;1.0;2.0;2.0;2.0;16.0;24.0;;100.0;0.0
1773;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2012;75.0;25.0;78.0;22.0;0.0;1.0;9.0;4.0;9.0;24.0;;100.0;0.0
1774;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2013;;;;;;;;;;;;;
1775;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2014;;;;;;;;;;;;;
1776;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2015;;;;;;;;;;;;;
1777;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2016;60.0;40.0;57.0;43.0;0.0;5.0;7.0;14.0;17.0;24.0;;100.0;0.0
1778;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2017;59.0;41.0;64.0;36.0;0.0;6.0;4.0;6.0;19.0;24.0;;100.0;0.0
1779;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2018;62.0;38.0;64.0;36.0;3.0;5.0;10.0;7.0;12.0;24.0;;100.0;0.0
1780;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2019;67.0;33.0;68.0;32.0;0.0;5.0;1.0;13.0;13.0;24.0;;100.0;0.0
1781;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Flevoland (PV);2020;71.0;29.0;69.0;31.0;2.0;3.0;2.0;9.0;15.0;24.0;;100.0;0.0
1782;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2010;;;;;;;;;;;;;
1783;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2011;50.0;50.0;50.0;50.0;3.0;7.0;11.0;10.0;20.0;24.0;;100.0;0.0
1784;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2012;52.0;48.0;52.0;48.0;2.0;8.0;10.0;8.0;19.0;24.0;;100.0;0.0
1785;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2013;;;;;;;;;;;;;
1786;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2014;;;;;;;;;;;;;
1787;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2015;;;;;;;;;;;;;
1788;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2016;57.0;43.0;57.0;43.0;2.0;8.0;11.0;9.0;13.0;24.0;;100.0;0.0
1789;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2017;59.0;41.0;60.0;40.0;3.0;7.0;11.0;9.0;11.0;24.0;;100.0;0.0
1790;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2018;68.0;32.0;67.0;33.0;4.0;6.0;9.0;6.0;9.0;24.0;;100.0;0.0
1791;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2019;66.0;34.0;66.0;34.0;3.0;6.0;8.0;6.0;11.0;24.0;;100.0;0.0
1792;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Gelderland (PV);2020;67.0;33.0;67.0;33.0;2.0;5.0;7.0;6.0;13.0;24.0;;100.0;0.0
1793;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2010;;;;;;;;;;;;;
1794;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2011;41.0;59.0;40.0;60.0;1.0;9.0;15.0;12.0;24.0;24.0;;100.0;0.0
1795;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2012;37.0;63.0;37.0;63.0;1.0;12.0;17.0;13.0;20.0;24.0;;100.0;0.0
1796;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2013;;;;;;;;;;;;;
1797;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2014;;;;;;;;;;;;;
1798;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2015;;;;;;;;;;;;;
1799;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2016;43.0;57.0;42.0;58.0;3.0;11.0;18.0;11.0;15.0;24.0;;100.0;0.0
1800;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2017;48.0;52.0;49.0;51.0;3.0;9.0;13.0;12.0;14.0;24.0;;100.0;0.0
1801;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2018;54.0;46.0;52.0;48.0;3.0;8.0;12.0;12.0;13.0;24.0;;100.0;0.0
1802;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2019;52.0;48.0;49.0;51.0;4.0;5.0;14.0;12.0;16.0;24.0;;100.0;0.0
1803;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Utrecht (PV);2020;52.0;48.0;49.0;51.0;2.0;5.0;11.0;14.0;19.0;24.0;;100.0;0.0
1804;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;;
1805;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2011;23.0;77.0;24.0;76.0;3.0;6.0;15.0;13.0;38.0;24.0;;100.0;0.0
1806;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2012;26.0;74.0;26.0;74.0;2.0;8.0;12.0;15.0;37.0;24.0;;100.0;0.0
1807;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
1808;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
1809;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
1810;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2016;28.0;72.0;27.0;73.0;2.0;7.0;18.0;14.0;32.0;24.0;;100.0;0.0
1811;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2017;28.0;72.0;27.0;73.0;3.0;8.0;14.0;15.0;32.0;24.0;;100.0;0.0
1812;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2018;33.0;67.0;30.0;70.0;2.0;7.0;13.0;16.0;31.0;24.0;;100.0;0.0
1813;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2019;32.0;68.0;30.0;70.0;3.0;8.0;15.0;14.0;31.0;24.0;;100.0;0.0
1814;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Holland (PV);2020;32.0;68.0;29.0;71.0;1.0;6.0;10.0;17.0;36.0;24.0;;100.0;0.0
1815;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
1816;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2011;25.0;75.0;26.0;74.0;2.0;9.0;18.0;17.0;27.0;24.0;;100.0;0.0
1817;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2012;26.0;74.0;26.0;74.0;2.0;11.0;16.0;20.0;25.0;24.0;;100.0;0.0
1818;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
1819;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
1820;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
1821;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2016;29.0;71.0;30.0;70.0;4.0;7.0;19.0;16.0;24.0;24.0;;100.0;0.0
1822;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2017;29.0;71.0;28.0;72.0;4.0;14.0;19.0;15.0;22.0;24.0;;100.0;0.0
1823;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2018;36.0;64.0;36.0;64.0;4.0;8.0;18.0;14.0;21.0;24.0;;100.0;0.0
1824;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2019;35.0;65.0;34.0;66.0;3.0;10.0;14.0;20.0;19.0;24.0;;100.0;0.0
1825;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zuid-Holland (PV);2020;35.0;65.0;33.0;67.0;3.0;8.0;11.0;18.0;28.0;24.0;;100.0;0.0
1826;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
1827;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2011;42.0;58.0;40.0;60.0;2.0;15.0;13.0;7.0;23.0;24.0;;100.0;0.0
1828;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2012;45.0;55.0;44.0;56.0;5.0;11.0;14.0;4.0;22.0;24.0;;100.0;0.0
1829;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
1830;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
1831;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
1832;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2016;36.0;64.0;31.0;69.0;2.0;8.0;16.0;12.0;31.0;24.0;;100.0;0.0
1833;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2017;45.0;55.0;48.0;52.0;3.0;9.0;10.0;7.0;23.0;24.0;;100.0;0.0
1834;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2018;47.0;53.0;47.0;53.0;0.0;13.0;8.0;5.0;27.0;24.0;;100.0;0.0
1835;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2019;49.0;51.0;48.0;52.0;2.0;10.0;15.0;5.0;20.0;24.0;;100.0;0.0
1836;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Zeeland (PV);2020;44.0;56.0;43.0;57.0;4.0;3.0;23.0;7.0;20.0;24.0;;100.0;0.0
1837;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
1838;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2011;75.0;25.0;76.0;24.0;2.0;6.0;6.0;4.0;6.0;24.0;;100.0;0.0
1839;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2012;75.0;25.0;76.0;24.0;2.0;8.0;5.0;3.0;6.0;24.0;;100.0;0.0
1840;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
1841;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
1842;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
1843;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2016;78.0;22.0;80.0;20.0;2.0;5.0;6.0;2.0;5.0;24.0;;100.0;0.0
1844;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2017;79.0;21.0;81.0;19.0;2.0;4.0;5.0;3.0;5.0;24.0;;100.0;0.0
1845;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2018;81.0;19.0;81.0;19.0;3.0;5.0;4.0;2.0;4.0;24.0;;100.0;0.0
1846;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2019;82.0;18.0;83.0;17.0;3.0;4.0;2.0;2.0;6.0;24.0;;100.0;0.0
1847;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Noord-Brabant (PV);2020;85.0;15.0;86.0;14.0;1.0;3.0;2.0;3.0;5.0;24.0;;100.0;0.0
1848;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2010;;;;;;;;;;;;;
1849;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2011;54.0;46.0;55.0;45.0;5.0;9.0;8.0;6.0;17.0;24.0;;100.0;0.0
1850;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2012;61.0;39.0;61.0;39.0;2.0;8.0;7.0;5.0;16.0;24.0;;100.0;0.0
1851;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2013;;;;;;;;;;;;;
1852;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2014;;;;;;;;;;;;;
1853;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2015;;;;;;;;;;;;;
1854;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2016;67.0;33.0;67.0;33.0;3.0;3.0;14.0;2.0;11.0;24.0;;100.0;0.0
1855;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2017;68.0;32.0;70.0;30.0;0.0;7.0;7.0;6.0;11.0;24.0;;100.0;0.0
1856;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2018;76.0;24.0;78.0;22.0;3.0;3.0;5.0;4.0;7.0;24.0;;100.0;0.0
1857;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2019;74.0;26.0;73.0;27.0;2.0;2.0;5.0;7.0;12.0;24.0;;100.0;0.0
1858;Jongvee melkveehouderij, < 1 jaar, ;50 tot 100 GVE;Limburg (PV);2020;79.0;21.0;79.0;21.0;3.0;2.0;3.0;4.0;10.0;24.0;;100.0;0.0
1859;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2010;;;;;;;;;;;;;
1860;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2011;61.0;39.0;62.0;38.0;2.0;6.0;9.0;7.0;14.0;24.0;;100.0;0.0
1861;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2012;61.0;39.0;62.0;38.0;2.0;7.0;9.0;7.0;14.0;24.0;;100.0;0.0
1862;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2013;;;;;;;;;;;;;
1863;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2014;;;;;;;;;;;;;
1864;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2015;;;;;;;;;;;;;
1865;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2016;63.0;37.0;64.0;36.0;2.0;7.0;8.0;7.0;11.0;24.0;;100.0;0.0
1866;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2017;65.0;35.0;66.0;34.0;3.0;6.0;8.0;7.0;10.0;24.0;;100.0;0.0
1867;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2018;67.0;33.0;67.0;33.0;3.0;6.0;8.0;6.0;10.0;24.0;;100.0;0.0
1868;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2019;68.0;32.0;68.0;32.0;3.0;6.0;7.0;7.0;9.0;24.0;;100.0;0.0
1869;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Nederland;2020;68.0;32.0;68.0;32.0;2.0;6.0;6.0;7.0;11.0;24.0;;100.0;0.0
1870;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2010;;;;;;;;;;;;;
1871;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2011;61.0;39.0;61.0;39.0;1.0;5.0;10.0;7.0;15.0;24.0;;100.0;0.0
1872;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2012;60.0;40.0;61.0;39.0;1.0;5.0;11.0;6.0;15.0;24.0;;100.0;0.0
1873;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2013;;;;;;;;;;;;;
1874;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2014;;;;;;;;;;;;;
1875;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2015;;;;;;;;;;;;;
1876;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2016;59.0;41.0;59.0;41.0;1.0;7.0;9.0;14.0;10.0;24.0;;100.0;0.0
1877;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2017;59.0;41.0;59.0;41.0;3.0;6.0;11.0;9.0;11.0;24.0;;100.0;0.0
1878;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2018;60.0;40.0;62.0;38.0;2.0;7.0;10.0;8.0;10.0;24.0;;100.0;0.0
1879;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2019;61.0;39.0;62.0;38.0;3.0;6.0;8.0;10.0;11.0;24.0;;100.0;0.0
1880;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Groningen (PV);2020;59.0;41.0;61.0;39.0;2.0;6.0;8.0;9.0;14.0;24.0;;100.0;0.0
1881;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
1882;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2011;67.0;33.0;67.0;33.0;1.0;4.0;8.0;6.0;15.0;24.0;;100.0;0.0
1883;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2012;66.0;34.0;67.0;33.0;1.0;5.0;9.0;6.0;13.0;24.0;;100.0;0.0
1884;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
1885;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
1886;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
1887;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2016;70.0;30.0;70.0;30.0;2.0;5.0;7.0;6.0;11.0;24.0;;100.0;0.0
1888;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2017;69.0;31.0;69.0;31.0;2.0;5.0;6.0;6.0;12.0;24.0;;100.0;0.0
1889;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2018;71.0;29.0;71.0;29.0;1.0;5.0;7.0;4.0;11.0;24.0;;100.0;0.0
1890;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2019;72.0;28.0;72.0;28.0;1.0;5.0;6.0;7.0;9.0;24.0;;100.0;0.0
1891;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Fryslân (PV);2020;70.0;30.0;70.0;30.0;1.0;4.0;7.0;6.0;13.0;24.0;;100.0;0.0
1892;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
1893;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2011;48.0;52.0;48.0;52.0;2.0;10.0;11.0;10.0;18.0;24.0;;100.0;0.0
1894;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2012;52.0;48.0;52.0;48.0;2.0;8.0;12.0;10.0;16.0;24.0;;100.0;0.0
1895;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
1896;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
1897;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
1898;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2016;54.0;46.0;53.0;47.0;3.0;10.0;11.0;8.0;15.0;24.0;;100.0;0.0
1899;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2017;57.0;43.0;57.0;43.0;2.0;9.0;10.0;10.0;11.0;24.0;;100.0;0.0
1900;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2018;60.0;40.0;60.0;40.0;3.0;7.0;10.0;9.0;11.0;24.0;;100.0;0.0
1901;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2019;63.0;37.0;63.0;37.0;5.0;7.0;9.0;9.0;7.0;24.0;;100.0;0.0
1902;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Drenthe (PV);2020;63.0;37.0;62.0;38.0;2.0;8.0;6.0;9.0;13.0;24.0;;100.0;0.0
1903;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
1904;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2011;51.0;49.0;52.0;48.0;4.0;9.0;10.0;9.0;16.0;24.0;;100.0;0.0
1905;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2012;52.0;48.0;52.0;48.0;4.0;8.0;10.0;9.0;17.0;24.0;;100.0;0.0
1906;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
1907;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
1908;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
1909;Jongvee melkveehouderij, < 1 jaar, ;100 tot 200 GVE;Overijssel (PV);2016;54.0;46.0;54.0;46.0;4.0;10.0;9.0;9.0;13.0;24.0;;100.0;0.0
