ID;ProvincieOpdrachtgever;Periode;TotaleBouwsom_1;TotaalNieuwbouw_2;Woningen_3;Bedrijfsgebouwen_4;AgrarischeGebouwen_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13;BouwsomOverig_14
841;Drenthe;1997 4e kwartaal;148;126;90;35;5;6;8;0;9;5;0;1;1;22
842;Drenthe;1997;433;361;249;112;14;40;20;9;14;6;1;3;5;72
843;Drenthe;1998 Januari;31;25;20;6;1;2;1;0;2;0;0;0;0;6
844;Drenthe;1998 Februari;32;27;17;10;2;4;2;1;0;0;0;1;0;5
845;Drenthe;1998 Maart;40;34;21;11;1;2;5;1;1;0;0;0;1;6
846;Drenthe;1998 1e kwartaal;103;86;58;27;4;8;8;2;3;0;0;1;1;17
847;Drenthe;1998 April;33;29;20;8;1;1;1;0;4;0;0;1;0;4
848;Drenthe;1998 Mei;30;27;15;11;1;3;7;0;0;0;0;0;0;3
849;Drenthe;1998 Juni;23;19;17;1;1;0;0;0;0;0;0;0;0;4
850;Drenthe;1998 2e kwartaal;87;76;53;23;4;4;9;0;5;0;0;1;0;11
851;Drenthe;1998 Juli;48;40;30;8;0;0;5;0;0;0;1;0;2;8
852;Drenthe;1998 Augustus;26;21;8;14;2;6;1;1;1;0;0;0;3;5
853;Drenthe;1998 September;45;36;25;13;2;2;3;1;0;0;3;0;2;9
854;Drenthe;1998 3e kwartaal;120;98;63;35;5;8;10;1;2;0;3;0;6;22
855;Drenthe;1998 Oktober;37;23;16;6;2;0;0;1;2;0;0;1;0;14
856;Drenthe;1998 November;29;26;15;10;1;6;0;0;3;0;0;0;0;3
857;Drenthe;1998 December;68;42;28;13;2;2;2;0;4;0;0;3;0;26
858;Drenthe;1998 4e kwartaal;134;90;59;31;4;9;3;1;9;0;0;4;1;44
859;Drenthe;1998;443;350;233;115;16;28;29;5;18;0;4;6;9;93
860;Drenthe;1999 Januari;29;26;21;5;1;3;1;0;0;0;0;0;0;3
861;Drenthe;1999 Februari;21;17;11;5;1;3;0;0;1;0;0;0;0;4
862;Drenthe;1999 Maart;47;39;20;19;2;3;1;1;4;0;0;0;8;8
863;Drenthe;1999 1e kwartaal;96;81;52;30;4;9;3;1;5;0;0;0;8;15
864;Drenthe;1999 April;31;25;18;5;1;0;0;0;2;0;0;0;2;6
865;Drenthe;1999 Mei;38;25;19;3;0;0;2;1;0;0;0;0;0;13
866;Drenthe;1999 Juni;18;14;11;1;1;0;0;0;0;0;0;0;0;4
867;Drenthe;1999 2e kwartaal;87;63;48;13;3;1;3;1;3;0;0;0;2;24
868;Drenthe;1999 Juli;37;33;23;9;1;1;1;0;3;0;2;0;1;4
869;Drenthe;1999 Augustus;28;19;8;10;1;4;2;0;2;0;0;0;1;9
870;Drenthe;1999 September;47;38;24;14;1;4;7;0;2;0;0;0;0;9
871;Drenthe;1999 3e kwartaal;112;91;54;36;4;8;11;0;8;0;2;0;3;21
872;Drenthe;1999 Oktober;38;29;24;5;1;0;2;0;2;0;0;0;0;9
873;Drenthe;1999 November;42;37;28;8;3;1;2;0;0;0;0;2;0;5
874;Drenthe;1999 December;85;75;46;29;2;3;10;0;11;0;0;3;0;10
875;Drenthe;1999 4e kwartaal;165;141;98;43;6;5;14;0;13;0;0;5;0;24
876;Drenthe;1999;460;376;251;125;17;23;30;3;29;2;2;5;14;84
877;Drenthe;2000 Januari;20;13;10;1;0;0;1;0;0;0;0;0;0;7
878;Drenthe;2000 Februari;43;39;24;14;1;1;2;0;4;0;6;0;0;4
879;Drenthe;2000 Maart;47;41;30;9;1;1;3;0;0;0;0;4;0;6
880;Drenthe;2000 1e kwartaal;109;92;64;28;3;2;6;0;5;0;7;4;1;17
881;Drenthe;2000 April;38;33;28;4;1;0;1;0;2;0;0;0;0;5
882;Drenthe;2000 Mei;36;28;20;5;1;1;3;0;0;0;0;0;0;8
883;Drenthe;2000 Juni;63;51;29;20;4;6;4;0;4;0;2;0;0;12
884;Drenthe;2000 2e kwartaal;137;112;78;35;7;8;8;1;6;0;3;0;2;25
885;Drenthe;2000 Juli;40;33;24;8;1;0;5;0;0;1;0;1;0;7
886;Drenthe;2000 Augustus;79;50;31;20;2;3;5;0;2;0;0;0;8;29
887;Drenthe;2000 September;36;21;13;7;1;2;0;0;0;0;4;0;0;15
888;Drenthe;2000 3e kwartaal;156;106;68;37;4;5;10;1;3;1;4;1;8;50
889;Drenthe;2000 Januari-september;402;310;210;98;14;16;24;2;13;1;13;5;10;92
890;Drenthe;2000 Oktober;30;24;21;2;0;0;1;0;1;0;0;0;0;6
891;Drenthe;2000 Januari-oktober;432;334;231;102;14;16;25;2;14;1;14;5;11;98
892;Drenthe;2000 Januari-november;465;362;246;115;15;17;29;2;14;1;14;12;11;103
893;Drenthe;2000 November;33;28;15;12;1;1;4;0;0;0;0;6;0;5
894;Drenthe;2000 December;41;33;16;15;0;1;3;0;3;8;0;0;0;8
895;Drenthe;2000 4e kwartaal;104;85;52;33;1;3;8;0;5;8;0;7;1;19
896;Drenthe;2000;505;393;262;132;15;19;32;2;18;9;14;12;11;112
897;Drenthe;2001 Januari;34;25;14;10;1;3;2;2;1;0;0;1;0;9
898;Drenthe;2001 Februari;42;30;10;20;1;0;5;1;7;5;0;1;0;12
899;Drenthe;2001 Maart;32;25;21;4;1;1;0;0;2;0;0;0;0;7
900;Drenthe;2001 1e kwartaal;108;80;44;37;3;5;7;3;10;5;0;3;1;28
901;Drenthe;2001 April;17;12;7;4;0;0;2;0;0;0;0;0;2;5
902;Drenthe;2001 Mei;48;35;21;13;1;2;4;0;4;0;0;0;2;13
903;Drenthe;2001 Juni;57;48;25;24;2;1;6;0;6;4;0;4;1;9
904;Drenthe;2001 2e kwartaal;122;95;53;42;3;4;12;0;10;5;0;4;4;27
905;Drenthe;2001 Juli;58;51;45;7;1;0;1;0;4;0;0;0;1;7
906;Drenthe;2001 Augustus;39;33;25;7;2;0;2;0;3;0;0;0;0;6
907;Drenthe;2001 September;35;29;17;13;1;2;2;0;7;0;0;1;0;6
908;Drenthe;2001 3e kwartaal;132;113;87;26;4;3;4;0;13;0;0;1;1;19
909;Drenthe;2001 Oktober;71;44;24;20;1;0;5;1;2;1;9;0;1;27
910;Drenthe;2001 November;35;28;23;6;1;1;2;0;2;0;0;0;0;7
911;Drenthe;2001 December;76;64;48;15;3;1;3;0;7;0;0;0;1;12
912;Drenthe;2001 4e kwartaal;182;136;95;40;5;2;9;1;10;1;9;0;3;46
913;Drenthe;2001 Januari-februari;75;54;24;31;2;3;7;3;8;5;0;2;1;21
914;Drenthe;2001 Januari-maart;108;80;44;37;3;5;7;3;10;5;0;3;1;28
915;Drenthe;2001 Januari-april;124;91;52;40;3;5;9;3;10;5;0;3;2;33
916;Drenthe;2001 Januari-mei;173;127;72;56;4;7;14;4;15;5;0;3;4;46
917;Drenthe;2001 Januari-juni;230;175;97;76;6;8;19;4;20;9;0;6;4;55
918;Drenthe;2001 Januari-juli;288;226;142;83;6;8;20;4;24;9;0;6;6;62
919;Drenthe;2001 Januari-augustus;327;259;167;91;9;9;22;4;26;9;0;6;6;68
920;Drenthe;2001 Januari-september;362;288;184;104;10;11;24;4;33;9;0;7;6;74
921;Drenthe;2001 Januari-oktober;433;332;208;123;11;11;28;5;35;10;9;7;7;101
922;Drenthe;2001 Januari-november;468;360;231;127;11;11;30;5;36;10;9;8;7;108
923;Drenthe;2001;544;423;279;144;15;13;33;5;43;10;9;8;8;121
924;Overijssel;1995 Januari;45;40;27;14;0;2;1;0;3;0;5;1;2;5
925;Overijssel;1995 Februari;44;35;29;6;1;1;2;0;0;0;0;2;0;9
926;Overijssel;1995 Maart;70;53;49;3;0;2;0;0;0;0;0;1;0;17
927;Overijssel;1995 1e kwartaal;159;129;104;25;2;5;4;0;3;0;5;4;2;30
928;Overijssel;1995 April;78;60;43;17;1;4;5;0;5;1;0;0;1;18
929;Overijssel;1995 Mei;86;76;50;27;2;4;1;15;3;0;0;0;2;10
930;Overijssel;1995 juni;89;79;67;13;1;4;2;0;1;2;1;0;2;10
931;Overijssel;1995 2e kwartaal;253;216;159;57;4;11;8;16;9;3;1;0;5;37
932;Overijssel;1995 Juli;48;41;29;9;2;2;2;0;3;0;0;0;0;7
933;Overijssel;1995 Augustus;74;64;42;22;1;2;15;2;0;0;0;2;0;10
934;Overijssel;1995 September;40;30;18;10;1;2;1;0;0;0;6;0;0;10
935;Overijssel;1995 3e kwartaal;162;135;89;45;5;6;18;2;4;0;6;3;1;27
936;Overijssel;1995 Oktober;56;43;21;19;0;0;2;12;0;0;3;2;0;13
937;Overijssel;1995 November;108;94;43;51;2;15;2;0;7;4;7;8;6;14
938;Overijssel;1995 December;73;59;36;22;1;6;2;0;0;0;0;12;1;14
939;Overijssel;1995 4e kwartaal;237;196;101;98;4;22;6;13;8;5;10;23;7;41
940;Overijssel;1995;811;676;454;222;15;44;36;31;23;8;21;29;15;135
941;Overijssel;1996 Januari;62;50;30;19;1;1;4;0;5;1;0;7;0;12
942;Overijssel;1996 Februari;54;44;30;13;0;7;1;0;5;0;0;0;0;10
943;Overijssel;1996 Maart;74;60;53;7;1;2;2;1;0;0;0;1;0;14
944;Overijssel;1996 1e kwartaal;191;156;113;41;2;10;7;2;10;1;0;8;1;35
945;Overijssel;1996 April;59;48;26;22;1;3;1;1;1;0;0;12;3;11
946;Overijssel;1996 Mei;39;29;20;9;2;5;1;0;0;1;0;0;0;10
947;Overijssel;1996 Juni;71;57;41;16;2;2;2;0;3;1;0;5;1;14
948;Overijssel;1996 2e kwartaal;170;135;87;49;5;10;4;1;4;3;0;18;4;35
949;Overijssel;1996 Juli;59;44;31;11;2;5;1;0;0;0;2;0;1;15
950;Overijssel;1996 Augustus;131;88;69;18;0;9;3;0;0;5;0;0;1;43
951;Overijssel;1996 September;67;52;36;16;0;5;2;0;1;0;1;7;0;15
952;Overijssel;1996 3e kwartaal;257;185;137;47;3;18;6;1;1;5;2;8;3;72
953;Overijssel;1996 Oktober;121;98;76;21;1;2;3;0;14;0;0;0;1;23
954;Overijssel;1996 November;119;101;80;22;2;4;7;2;3;0;2;1;1;18
955;Overijssel;1996 December;94;76;39;36;1;1;3;9;16;5;0;1;0;18
956;Overijssel;1996 4e kwartaal;334;275;195;81;5;8;13;11;33;5;2;2;2;59
957;Overijssel;1996;951;750;532;218;15;47;29;15;48;14;5;35;10;201
958;Overijssel;1997 Januari;41;33;26;6;1;1;2;0;1;0;1;0;0;8
959;Overijssel;1997 Februari;54;42;22;18;2;1;1;0;1;2;0;0;11;12
960;Overijssel;1997 Maart;70;60;41;18;1;5;7;0;1;0;1;0;3;10
961;Overijssel;1997 1e kwartaal;165;135;90;46;5;7;10;0;4;2;2;1;15;30
962;Overijssel;1997 April;65;49;30;19;2;5;3;0;5;0;0;1;3;16
963;Overijssel;1997 Mei;54;44;28;15;4;5;2;0;4;0;0;0;0;10
964;Overijssel;1997 Juni;107;78;37;40;1;4;17;0;13;0;3;0;2;29
965;Overijssel;1997 2e kwartaal;227;172;95;77;8;13;22;0;22;0;4;2;6;55
966;Overijssel;1997 Juli;71;40;29;11;3;3;1;3;1;0;0;0;0;31
967;Overijssel;1997 Augustus;52;41;28;12;5;3;2;1;1;0;0;0;0;11
968;Overijssel;1997 September;92;79;65;12;5;2;3;0;2;0;0;0;0;13
969;Overijssel;1997 3e kwartaal;214;159;122;35;12;8;5;4;5;0;0;1;0;55
970;Overijssel;1997 Oktober;94;81;54;27;5;5;5;0;4;1;1;1;5;13
971;Overijssel;1997 November;163;153;115;37;2;17;4;1;10;0;1;1;1;10
972;Overijssel;1997 December;133;110;66;45;4;5;7;0;5;4;14;5;1;23
973;Overijssel;1997 4e kwartaal;389;343;236;107;11;27;15;1;20;5;15;7;6;46
974;Overijssel;1997;996;810;542;268;35;55;53;6;52;7;22;11;27;186
975;Overijssel;1998 Januari;59;48;25;23;2;0;0;1;1;1;8;7;3;11
976;Overijssel;1998 Februari;55;43;33;11;3;2;3;0;2;0;0;0;1;12
977;Overijssel;1998 Maart;100;80;39;42;3;4;4;0;6;4;2;3;16;20
978;Overijssel;1998 1e kwartaal;216;174;97;78;8;6;7;2;9;6;10;10;20;42
979;Overijssel;1998 April;68;61;41;18;3;1;2;1;4;0;0;7;0;7
980;Overijssel;1998 Mei;69;63;23;40;5;3;17;0;6;7;0;0;2;6
981;Overijssel;1998 Juni;74;61;48;12;4;1;4;0;1;0;0;1;1;13
982;Overijssel;1998 2e kwartaal;211;185;112;71;11;6;23;1;11;7;0;9;3;26
983;Overijssel;1998 Juli;77;63;22;41;3;10;5;1;4;0;0;8;10;14
984;Overijssel;1998 Augustus;38;31;20;9;3;2;1;0;1;2;0;0;0;7
985;Overijssel;1998 September;89;55;40;14;5;5;4;0;0;0;0;0;0;34
986;Overijssel;1998 3e kwartaal;203;148;81;67;11;17;10;1;6;2;1;8;11;55
987;Overijssel;1998 Oktober;83;64;38;26;2;8;4;0;5;0;5;1;1;19
988;Overijssel;1998 November;106;88;45;43;2;5;9;0;10;16;1;0;0;18
989;Overijssel;1998 December;186;148;66;82;2;10;20;1;23;16;1;2;7;38
990;Overijssel;1998 4e kwartaal;375;301;149;150;6;22;32;1;38;32;7;3;9;74
991;Overijssel;1998;1005;808;439;368;36;52;72;6;64;47;18;31;42;197
992;Overijssel;1999 Januari;58;45;24;20;3;2;4;1;7;2;0;0;1;13
993;Overijssel;1999 Februari;97;74;58;15;2;1;4;0;7;0;0;1;0;23
994;Overijssel;1999 Maart;78;63;38;23;2;3;2;1;5;7;1;2;0;15
995;Overijssel;1999 1e kwartaal;232;182;120;63;7;7;9;3;20;9;2;4;2;50
996;Overijssel;1999 April;61;47;30;15;3;5;1;0;3;0;2;1;0;14
997;Overijssel;1999 Mei;82;63;35;27;5;2;3;1;10;0;0;6;0;19
998;Overijssel;1999 Juni;67;54;29;24;2;3;6;0;11;0;0;0;2;13
999;Overijssel;1999 2e kwartaal;210;164;94;70;10;10;11;2;24;0;3;7;3;46
1000;Overijssel;1999 Juli;79;61;38;23;4;3;3;1;6;0;0;5;1;18
1001;Overijssel;1999 Augustus;64;49;25;24;5;3;5;0;9;0;0;1;1;15
1002;Overijssel;1999 September;71;66;42;25;3;1;7;0;5;0;7;1;1;5
1003;Overijssel;1999 3e kwartaal;214;177;105;72;12;8;15;2;20;0;7;6;2;37
1004;Overijssel;1999 Oktober;69;55;33;23;3;2;6;1;8;1;1;1;0;14
1005;Overijssel;1999 November;73;67;39;28;3;8;4;0;7;5;0;0;1;6
1006;Overijssel;1999 December;139;124;72;51;1;9;8;10;17;0;1;5;0;15
1007;Overijssel;1999 4e kwartaal;280;245;144;102;7;19;17;11;32;6;2;6;2;35
1008;Overijssel;1999;937;768;463;303;37;43;51;17;95;15;13;23;9;169
1009;Overijssel;2000 Januari;76;64;34;29;2;7;3;1;16;0;0;0;0;12
1010;Overijssel;2000 Februari;106;91;40;50;2;13;20;1;14;0;0;0;0;15
1011;Overijssel;2000 Maart;76;66;45;22;3;2;9;0;3;2;0;1;2;10
1012;Overijssel;2000 1e kwartaal;258;221;118;102;6;22;32;2;33;2;0;2;3;37
1013;Overijssel;2000 April;106;92;46;44;2;21;7;0;2;0;0;0;12;14
1014;Overijssel;2000 Mei;79;55;36;18;1;11;2;0;2;2;0;0;0;24
1015;Overijssel;2000 Juni;81;66;46;19;2;5;4;0;5;0;0;3;0;15
1016;Overijssel;2000 2e kwartaal;265;212;128;82;5;36;13;0;9;2;1;4;12;53
1017;Overijssel;2000 Juli;72;57;31;27;1;3;6;2;0;9;0;2;4;15
1018;Overijssel;2000 Augustus;98;77;49;28;3;5;2;8;6;0;2;1;1;21
1019;Overijssel;2000 September;93;77;47;28;2;2;5;0;16;0;0;3;0;16
1020;Overijssel;2000 3e kwartaal;264;212;128;84;7;10;13;10;22;9;2;6;5;52
1021;Overijssel;2000 Januari-september;786;644;375;271;19;67;59;13;64;13;3;12;21;142
1022;Overijssel;2000 Oktober;94;81;40;39;2;6;3;9;19;0;0;0;0;13
1023;Overijssel;2000 Januari-oktober;880;725;415;310;21;74;62;21;83;13;3;12;21;155
1024;Overijssel;2000 Januari-november;989;816;470;345;23;77;63;23;109;13;3;12;22;173
1025;Overijssel;2000 November;108;89;54;35;2;3;1;2;26;0;0;0;1;19
1026;Overijssel;2000 December;67;60;44;16;2;5;3;2;2;0;1;0;1;7
1027;Overijssel;2000 4e kwartaal;269;230;139;91;6;15;7;12;46;0;2;0;3;39
1028;Overijssel;2000;1056;875;514;362;25;82;66;25;111;13;5;12;23;181
1029;Overijssel;2001 Januari;112;93;39;54;2;10;3;32;6;0;0;0;1;19
1030;Overijssel;2001 Februari;86;68;36;32;4;10;4;1;11;0;0;1;1;18
1031;Overijssel;2001 Maart;75;63;40;23;2;1;3;1;7;2;3;4;0;12
1032;Overijssel;2001 1e kwartaal;273;224;115;111;8;21;9;34;24;3;4;6;2;49
1033;Overijssel;2001 April;79;43;26;15;2;10;1;0;0;0;0;2;0;36
1034;Overijssel;2001 Mei;125;87;42;45;4;5;19;1;3;12;0;1;0;38
1035;Overijssel;2001 Juni;79;57;46;10;2;3;2;0;1;0;0;1;1;22
1036;Overijssel;2001 2e kwartaal;282;186;114;72;8;19;22;2;4;12;0;4;1;96
1037;Overijssel;2001 Juli;66;48;35;14;4;4;2;3;0;0;0;1;0;18
1038;Overijssel;2001 Augustus;38;26;15;9;1;1;0;0;6;1;0;0;0;12
1039;Overijssel;2001 September;115;97;66;31;2;9;16;1;1;0;0;1;1;18
1040;Overijssel;2001 3e kwartaal;220;172;116;57;7;14;19;4;8;1;1;2;1;48
1041;Overijssel;2001 Oktober;109;90;54;36;5;7;5;0;17;0;0;0;2;19
1042;Overijssel;2001 November;72;63;39;23;3;3;4;0;10;0;2;0;1;9
1043;Overijssel;2001 December;138;120;69;51;3;12;2;6;2;0;0;26;0;18
1044;Overijssel;2001 4e kwartaal;320;274;162;112;10;23;11;6;29;0;3;26;4;46
1045;Overijssel;2001 Januari-februari;198;161;75;84;6;20;6;33;17;0;0;1;1;37
1046;Overijssel;2001 Januari-maart;273;224;115;111;8;21;9;34;24;3;4;6;2;49
1047;Overijssel;2001 Januari-april;352;267;141;125;10;31;10;34;24;3;4;7;2;85
1048;Overijssel;2001 Januari-mei;476;353;183;171;14;36;29;35;27;15;4;8;3;123
1049;Overijssel;2001 Januari-juni;555;410;228;180;16;39;31;35;28;15;4;9;3;145
1050;Overijssel;2001 Januari-juli;621;458;263;197;20;43;34;38;29;15;4;10;4;163
1051;Overijssel;2001 Januari-augustus;659;484;279;206;21;44;34;38;35;16;4;10;4;175
1052;Overijssel;2001 Januari-september;775;582;344;238;24;53;50;39;36;16;4;11;5;193
1053;Overijssel;2001 Januari-oktober;884;672;398;273;28;60;55;39;53;16;4;11;7;212
1054;Overijssel;2001 Januari-november;956;734;437;297;31;63;59;39;63;16;7;11;8;222
1055;Overijssel;2001;1094;854;506;348;33;76;61;45;65;16;7;37;8;240
1056;Flevoland;1995 Januari;28;23;18;6;0;3;2;0;0;0;0;1;0;5
1057;Flevoland;1995 Februari;17;15;10;4;1;0;0;0;0;0;3;0;0;2
1058;Flevoland;1995 Maart;28;28;15;12;1;3;2;0;5;0;0;1;0;0
1059;Flevoland;1995 1e kwartaal;73;66;42;23;3;6;4;0;5;0;3;2;0;7
1060;Flevoland;1995 April;10;9;5;2;1;0;0;0;1;0;0;0;0;1
1061;Flevoland;1995 Mei;48;46;37;8;2;1;4;0;0;0;0;0;1;2
1062;Flevoland;1995 juni;25;22;19;1;1;0;0;0;0;0;0;0;0;3
1063;Flevoland;1995 2e kwartaal;82;76;61;13;4;1;5;0;1;0;1;0;1;6
1064;Flevoland;1995 Juli;46;41;22;19;1;3;5;1;0;0;3;6;0;5
1065;Flevoland;1995 Augustus;13;13;9;3;1;0;1;0;0;0;0;0;1;0
1066;Flevoland;1995 September;12;10;8;2;1;1;0;0;0;0;0;0;0;2
1067;Flevoland;1995 3e kwartaal;71;64;39;27;4;4;7;1;1;0;3;6;1;7
1068;Flevoland;1995 Oktober;20;18;11;7;1;0;0;0;0;0;2;1;3;2
1069;Flevoland;1995 November;62;59;48;12;1;1;2;0;4;0;0;0;4;3
1070;Flevoland;1995 December;51;46;29;17;1;2;4;0;1;0;6;2;1;5
1071;Flevoland;1995 4e kwartaal;133;124;88;37;3;4;6;0;5;0;8;3;8;9
1072;Flevoland;1995;358;329;230;98;13;15;21;1;12;0;15;11;10;29
1073;Flevoland;1996 Januari;22;18;14;4;1;2;0;0;0;0;1;0;0;4
1074;Flevoland;1996 Februari;90;84;61;22;0;1;10;0;11;0;0;0;0;6
1075;Flevoland;1996 Maart;21;16;13;3;1;0;1;0;1;0;0;0;0;5
1076;Flevoland;1996 1e kwartaal;133;119;88;31;3;3;11;0;12;0;1;0;1;14
1077;Flevoland;1996 April;21;18;15;3;1;2;0;0;0;0;0;0;0;3
1078;Flevoland;1996 Mei;9;8;5;2;2;0;0;0;0;0;0;0;0;1
1079;Flevoland;1996 Juni;141;133;106;24;2;10;3;2;7;0;0;0;0;8
1080;Flevoland;1996 2e kwartaal;171;160;125;34;5;13;4;3;7;0;1;0;1;11
1081;Flevoland;1996 Juli;43;41;31;9;2;0;2;0;4;0;0;0;1;2
1082;Flevoland;1996 Augustus;26;25;20;4;0;2;2;0;0;0;0;0;0;1
1083;Flevoland;1996 September;64;60;49;12;2;2;1;0;1;0;4;0;2;4
1084;Flevoland;1996 3e kwartaal;133;126;100;27;5;4;5;0;5;0;5;0;3;7
1085;Flevoland;1996 Oktober;53;51;37;13;0;5;5;0;1;0;0;0;2;2
1086;Flevoland;1996 November;71;69;57;10;2;0;1;0;5;0;0;1;1;2
1087;Flevoland;1996 December;38;38;29;7;0;0;0;0;3;0;0;1;3;0
1088;Flevoland;1996 4e kwartaal;162;157;123;33;3;5;7;0;10;0;0;2;6;5
1089;Flevoland;1996;597;561;436;125;15;25;27;4;34;0;6;3;11;36
1090;Flevoland;1997 Januari;29;28;25;1;1;0;0;0;0;0;0;0;0;1
1091;Flevoland;1997 Februari;36;33;26;6;0;0;1;0;0;0;1;1;3;3
1092;Flevoland;1997 Maart;23;20;15;4;2;2;0;0;0;0;0;0;0;3
1093;Flevoland;1997 1e kwartaal;88;82;66;17;3;3;2;0;1;0;2;2;4;6
1094;Flevoland;1997 April;64;61;46;13;3;2;1;0;5;0;1;0;1;3
1095;Flevoland;1997 Mei;80;76;55;19;1;1;13;0;2;0;2;0;0;4
1096;Flevoland;1997 Juni;24;23;16;6;1;2;1;0;2;0;0;0;0;1
1097;Flevoland;1997 2e kwartaal;167;158;117;41;5;5;15;0;10;0;3;1;2;9
1098;Flevoland;1997 Juli;26;23;14;9;2;0;6;0;0;1;0;0;0;3
1099;Flevoland;1997 Augustus;83;78;69;10;2;1;3;0;2;2;0;0;0;5
1100;Flevoland;1997 September;88;84;52;33;3;3;6;4;7;0;8;1;1;4
1101;Flevoland;1997 3e kwartaal;197;186;135;53;6;4;15;5;9;3;9;1;1;11
1102;Flevoland;1997 Oktober;52;51;48;1;1;0;0;0;0;0;0;0;0;1
1103;Flevoland;1997 November;36;33;27;7;2;0;1;0;0;1;2;0;1;3
1104;Flevoland;1997 December;41;38;30;8;1;2;2;1;1;0;1;0;0;3
1105;Flevoland;1997 4e kwartaal;129;123;106;16;4;2;3;1;1;1;3;0;1;6
1106;Flevoland;1997;581;549;423;125;18;14;34;6;21;4;16;5;7;32
1107;Flevoland;1998 Januari;20;20;10;8;1;2;1;0;3;0;0;0;1;0
1108;Flevoland;1998 Februari;52;50;29;21;3;9;2;0;5;0;0;1;1;2
1109;Flevoland;1998 Maart;83;79;59;20;4;1;2;0;13;0;0;0;0;4
1110;Flevoland;1998 1e kwartaal;154;148;98;48;8;12;5;0;20;0;0;1;2;6
1111;Flevoland;1998 April;26;17;8;10;5;4;0;0;0;0;0;0;1;9
1112;Flevoland;1998 Mei;41;26;18;6;1;1;3;0;1;0;0;0;0;15
1113;Flevoland;1998 Juni;29;27;14;13;5;0;1;0;5;0;2;0;0;2
1114;Flevoland;1998 2e kwartaal;95;69;39;29;10;5;5;0;6;0;2;0;1;26
1115;Flevoland;1998 Juli;40;37;20;17;4;3;2;0;8;0;0;0;0;3
1116;Flevoland;1998 Augustus;26;25;14;10;3;4;2;0;1;0;0;0;0;1
1117;Flevoland;1998 September;21;14;9;4;1;1;0;0;1;0;0;0;1;7
1118;Flevoland;1998 3e kwartaal;87;76;42;34;8;8;4;1;10;0;0;1;2;11
1119;Flevoland;1998 Oktober;31;30;22;8;2;3;1;0;1;0;1;0;0;1
1120;Flevoland;1998 November;64;61;39;20;1;12;0;0;5;0;1;0;1;3
1121;Flevoland;1998 December;96;94;61;33;2;1;1;0;27;0;0;0;2;2
1122;Flevoland;1998 4e kwartaal;191;185;123;62;5;16;2;0;34;0;2;0;3;6
1123;Flevoland;1998;527;477;303;175;31;41;16;1;71;0;5;2;8;50
1124;Flevoland;1999 Januari;30;29;12;15;2;2;2;0;1;5;1;0;2;1
1125;Flevoland;1999 Februari;32;29;17;13;1;1;2;1;5;0;1;0;2;3
1126;Flevoland;1999 Maart;39;37;20;15;4;5;3;0;3;0;0;0;0;2
1127;Flevoland;1999 1e kwartaal;102;96;50;46;7;9;7;2;9;5;3;0;4;6
1128;Flevoland;1999 April;99;98;72;24;3;1;1;2;9;0;8;0;0;1
1129;Flevoland;1999 Mei;98;97;78;17;7;1;4;0;5;0;0;0;0;1
1130;Flevoland;1999 Juni;20;11;7;3;1;0;2;0;0;0;0;0;0;9
1131;Flevoland;1999 2e kwartaal;217;205;157;47;11;2;8;3;15;0;8;0;0;12
1132;Flevoland;1999 Juli;61;57;26;30;4;0;11;0;3;0;2;7;3;4
1133;Flevoland;1999 Augustus;72;61;42;19;2;7;3;0;6;0;0;1;0;11
1134;Flevoland;1999 September;68;62;32;29;3;5;6;3;12;0;0;0;0;6
1135;Flevoland;1999 3e kwartaal;201;180;100;81;9;13;20;3;21;0;3;9;3;21
1136;Flevoland;1999 Oktober;57;56;42;13;1;5;1;2;3;0;1;0;0;1
1137;Flevoland;1999 November;111;104;76;28;1;1;5;5;11;1;1;2;1;7
1138;Flevoland;1999 December;33;29;10;18;2;1;3;0;12;0;0;0;0;4
1139;Flevoland;1999 4e kwartaal;201;189;128;62;4;8;9;8;26;1;2;2;2;12
1140;Flevoland;1999;720;669;435;233;30;32;44;15;70;6;16;11;9;51
1141;Flevoland;2000 Januari;23;22;18;3;1;0;2;0;0;0;0;0;0;1
1142;Flevoland;2000 Februari;80;74;51;22;2;1;2;0;13;0;2;0;2;6
1143;Flevoland;2000 Maart;72;68;45;24;3;4;5;0;1;9;0;0;2;4
1144;Flevoland;2000 1e kwartaal;175;164;115;48;5;5;8;0;14;10;2;0;4;11
1145;Flevoland;2000 April;57;54;33;19;3;4;1;0;10;0;0;0;1;3
1146;Flevoland;2000 Mei;82;77;55;22;3;3;5;0;9;0;0;1;1;5
1147;Flevoland;2000 Juni;57;54;41;13;1;3;2;1;5;0;0;1;0;3
1148;Flevoland;2000 2e kwartaal;196;185;130;56;7;10;7;1;25;0;0;3;3;11
1149;Flevoland;2000 Juli;46;42;31;10;3;5;0;0;2;0;0;0;0;4
1150;Flevoland;2000 Augustus;60;56;35;21;2;3;4;0;6;0;1;3;2;4
1151;Flevoland;2000 September;88;85;52;32;0;6;15;4;7;0;0;0;0;3
1152;Flevoland;2000 3e kwartaal;195;185;118;66;5;14;19;5;15;0;2;4;2;10
