ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
7349;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;-2.3;-4.6;-0.9;
7350;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-3.1;-4.6;-2.2;
7351;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;-2.6;-3.3;-2.4;
7352;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;1.2;0.1;1.3;
7353;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;0.4;-0.6;0.4;
7354;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;-1.5;-1.3;-2.3;
7355;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;-1.2;-2.0;-0.9;
7356;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;3.9;2.0;5.3;
7357;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;2.0;2.3;1.1;
7358;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;0.6;0.0;0.5;
7359;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;5.1;4.0;5.8;
7360;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;4.7;4.0;4.8;
7361;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;2.2;1.7;2.0;
7362;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;10.2;7.8;11.9;
7363;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;3.5;4.0;2.6;
7364;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;3.7;3.8;3.4;
7365;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;3.9;4.8;2.3;
7366;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;2.6;3.2;1.4;
7367;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;4.0;4.0;3.6;
7368;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;1.8;2.8;0.3;
7369;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;3.2;2.0;3.8;
7370;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;4.4;3.6;4.6;
7371;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;6.2;5.8;6.3;
7372;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;6.8;5.6;7.6;
7373;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;6.8;6.0;6.8;
7374;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;11.0;11.0;10.6;
7375;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;10.7;10.8;10.0;
7376;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;9.6;10.2;8.4;
7377;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;10.5;11.6;8.8;
7378;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;7.1;7.1;6.4;
7379;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;7.6;7.5;7.3;
7380;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;10.8;11.6;9.3;
7381;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;10.3;9.5;10.8;
7382;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;11.2;10.1;11.8;
7383;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;11.2;11.1;10.9;
7384;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;9.7;9.3;10.0;
7385;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;11.8;11.4;11.7;
7386;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;15.8;15.9;15.2;
7387;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;13.5;14.5;12.4;
7388;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;11.1;12.7;8.9;
7389;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;11.7;13.2;10.0;
7390;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;12.0;11.7;11.7;
7391;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;11.8;13.0;10.1;
7392;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;8.8;9.5;7.6;
7393;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;10.7;11.2;9.7;
7394;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;10.5;8.1;12.4;
7395;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;8.7;8.9;8.4;
7396;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;9.9;8.3;11.1;
7397;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;11.5;10.4;12.0;
7398;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;5.5;4.4;6.3;
7399;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;5.6;5.3;5.5;
7400;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;4.2;4.4;3.9;
7401;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;2.4;2.8;1.4;
7402;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;4.0;3.6;3.7;
7403;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;4.3;3.1;5.3;
7404;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;3.4;3.1;3.1;
7405;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;1.5;0.9;1.8;
7406;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;1.9;0.5;3.2;
7407;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;-2.2;-3.0;-1.8;
7408;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;-3.6;-2.9;-4.9;
7409;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;-2.3;-4.5;-0.8;
7410;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;0.3;-3.3;3.4;
7411;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;-1.0;-3.4;0.7;
7412;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;-10.3;-6.6;-15.1;
7413;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-56.5;-36.1;-77.7;
7414;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-59.0;-58.7;-60.2;
7415;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-36.2;-52.0;-21.5;
7416;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-27.2;-51.2;-4.7;
7417;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-13.1;-26.8;-0.4;
7418;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-11.5;-19.0;-4.8;
7419;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-16.3;-13.0;-20.6;
7420;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-12.8;-11.7;-14.4;
7421;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-5.0;-8.1;-2.6;
7422;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-12.5;-18.8;-7.0;
7423;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-5.9;-9.2;-3.2;
7424;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;-2.8;-7.4;1.1;
7425;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;1.5;-3.5;5.6;
7426;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;7.7;3.8;10.9;9.4
7427;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;11.7;7.9;14.7;4.2
7428;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;13.8;13.2;13.6;3.6
7429;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;11.2;11.4;10.7;1.5
7430;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;11.4;12.6;10.0;-4.4
7431;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;15.9;15.0;16.2;-5.3
7432;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;9.9;11.7;7.6;-1.4
7433;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;2.5;4.0;0.2;-1.9
7434;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;1.7;1.5;1.4;0.0
7435;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;6.2;2.3;9.2;-5.5
7436;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;2.2;4.9;-1.4;-1.0
7437;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;-2.0;-1.3;-3.4;-2.1
7438;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;-2.9;-1.3;-4.8;-3.8
7439;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;-2.6;-1.2;-4.8;-3.5
7440;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;-4.5;-5.1;-4.3;-2.3
7441;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;-5.9;-6.9;-5.7;-1.5
7442;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;-8.9;-8.4;-9.6;-0.7
7443;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;-12.2;-12.3;-12.3;6.0
7444;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;-10.6;-10.1;-11.5;4.6
7445;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;-7.4;-10.2;-4.9;3.5
7446;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;-6.3;-7.7;-5.8;3.3
7447;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;-4.8;-6.3;-3.9;1.8
7448;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;-4.2;-6.4;-2.7;0.6
7449;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;-3.5;-4.4;-3.3;0.7
7450;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;-6.2;-6.5;-6.1;-0.1
7451;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;-7.2;-8.6;-6.3;-0.7
7452;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;-4.6;-6.1;-3.7;-1.6
7453;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;-3.5;-4.7;-2.8;-1.9
7454;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;-2.8;-3.1;-3.0;-0.2
7455;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;-3.7;-4.9;-3.0;-2.4
7456;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;-1.2;-3.7;0.9;-1.5
7457;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;-3.1;-4.5;-2.5;-3.1
7458;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;-1.3;-5.4;1.5;-3.7
7459;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;-2.2;-4.4;-0.5;-6.1
7460;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;-1.9;-4.6;0.3;-5.6
7461;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;-3.3;-5.8;-1.6;-4.4
7462;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;-4.2;-6.3;-2.8;-5.4
7463;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;-3.6;-5.4;-2.5;-7.0
7464;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-5.2;-6.0;-5.0;-5.9
7465;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;-1.6;-2.1;-1.9;-6.6
7466;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;-3.0;-6.4;-0.4;-7.6
7467;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;-0.9;-1.7;-0.5;-7.2
7468;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;-1.6;-3.7;0.0;-6.6
7469;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;-0.6;-2.6;1.0;-7.2
7470;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;1.0;-0.2;1.5;-4.4
7471;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;-3.5;-5.5;-2.4;-6.6
7472;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;-4.8;-5.1;-4.9;-4.2
7473;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;;
7474;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;;
7475;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;;
7476;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;;
7477;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;;
7478;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;;
7479;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;;
7480;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;;
7481;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;;
7482;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;;
7483;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;;
7484;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;;
7485;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;;
7486;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;;
7487;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;;
7488;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;;
7489;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;;
7490;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;;
7491;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;;
7492;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;;
7493;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;;
7494;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;;
7495;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;;
7496;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;;
7497;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;3.0;0.5;6.4;
7498;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;1.2;-1.6;4.7;
7499;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;3.6;0.8;6.7;
7500;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;2.7;0.1;6.4;
7501;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;3.3;2.2;5.1;
7502;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;3.4;1.6;5.8;
7503;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;5.3;3.8;7.2;
7504;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;1.4;1.7;1.8;
7505;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;1.6;1.0;2.5;
7506;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;5.5;4.4;7.2;
7507;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;1.9;0.6;3.5;
7508;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;2.7;1.6;4.5;
7509;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;2.3;2.0;3.2;
7510;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;2.4;2.1;3.0;
7511;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;6.2;5.5;7.9;
7512;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;5.8;6.8;5.8;
7513;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;3.5;4.5;3.1;
7514;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;4.2;5.0;4.1;
7515;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;10.1;8.6;11.9;
7516;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;7.0;8.5;6.1;
7517;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;5.6;5.8;5.9;
7518;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;11.3;10.6;12.4;
7519;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;9.5;9.4;10.2;
7520;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;7.2;7.5;7.4;
7521;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;15.0;13.2;17.3;
7522;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;7.9;9.0;7.0;
7523;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;8.1;8.8;7.8;
7524;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;7.9;9.8;6.7;
7525;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;6.2;7.6;5.4;
7526;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;8.0;8.4;8.0;
7527;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;5.8;7.8;4.3;
7528;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;6.4;6.0;7.4;
7529;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;8.0;8.0;8.6;
7530;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;10.2;10.2;10.7;
7531;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;10.4;9.6;11.6;
7532;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;10.4;10.8;10.8;
7533;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;15.8;16.4;15.6;
7534;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;14.7;15.6;14.4;
7535;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;13.6;15.0;12.8;
7536;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;14.5;16.4;13.2;
7537;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;10.7;11.5;10.4;
7538;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;11.2;11.9;10.9;
7539;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;14.4;16.0;13.3;
7540;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;13.9;13.5;14.8;
7541;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;14.8;14.5;15.8;
7542;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;14.8;15.1;14.9;
7543;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;13.7;13.7;14.0;
7544;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;15.8;16.2;16.1;
7545;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;20.6;21.3;20.2;
7546;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;18.3;19.5;17.4;
7547;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;15.5;17.7;13.9;
7548;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;16.5;18.2;14.8;
7549;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;16.0;16.5;16.1;
7550;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;15.8;17.8;14.1;
