ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
208;182 Reproduction of recorded media;2012;0.9;1.0;0.7;0.8;116.0;116.0;0.0;110.0;50.0;44.0;2.0;44.0;1.0;4.0;0.0;4.0;0.0;1.0;1.0;34.0;25.0;6.0;4.0;1.0;0.0;3.0;21.0;3.0;4.0;2.0;1.0;1.0;1.0;4.0;6.0;4.0;7.0;-1.0;0.0;0.0;6.0
209;182 Reproduction of recorded media;2013;0.8;1.0;0.7;0.7;146.0;146.0;1.0;138.0;71.0;46.0;2.0;46.0;2.0;25.0;0.0;25.0;0.0;1.0;0.0;36.0;26.0;6.0;4.0;2.0;0.0;5.0;27.0;2.0;4.0;1.0;1.0;2.0;1.0;4.0;12.0;3.0;9.0;0.0;0.0;0.0;9.0
210;19-22 Refineries and chemistry;2009;98.0;110.4;91.2;100.9;80281.0;78778.0;1503.0;77167.0;56435.0;47059.0;2292.0;47484.0;2717.0;8780.0;1004.0;8643.0;867.0;396.0;199.0;6783.0;4715.0;1125.0;523.0;603.0;67.0;875.0;11540.0;3119.0;633.0;1148.0;174.0;789.0;86.0;1803.0;3788.0;2410.0;3115.0;1281.0;123.0;-129.0;4390.0
211;19-22 Refineries and chemistry;2010;96.7;108.9;90.1;100.3;95004.0;93057.0;1946.0;90100.0;68317.0;57061.0;2688.0;56977.0;2604.0;10105.0;782.0;10227.0;904.0;734.0;417.0;6993.0;4888.0;1109.0;551.0;558.0;78.0;918.0;12442.0;2864.0;682.0;1222.0;192.0;844.0;82.0;2037.0;4519.0;2349.0;4904.0;928.0;-218.0;46.0;5660.0
212;19-22 Refineries and chemistry;2011;98.3;110.3;91.7;101.1;115174.0;113093.0;2081.0;110518.0;87518.0;71299.0;2594.0;72380.0;3675.0;13760.0;726.0;13752.0;718.0;1758.0;701.0;7511.0;4968.0;1539.0;566.0;973.0;80.0;923.0;12924.0;3106.0;712.0;1441.0;192.0;745.0;88.0;2155.0;4487.0;2565.0;4656.0;617.0;-98.0;662.0;5837.0
213;19-22 Refineries and chemistry;2012;95.4;106.9;89.0;97.7;127968.0;125329.0;2639.0;122940.0;99448.0;81084.0;3465.0;80947.0;3328.0;16416.0;654.0;16518.0;757.0;1286.0;663.0;7249.0;5041.0;1182.0;619.0;563.0;91.0;934.0;13469.0;3564.0;742.0;1396.0;216.0;723.0;88.0;2107.0;4634.0;2774.0;5027.0;3182.0;-1.0;-656.0;7553.0
214;19-22 Refineries and chemistry;2013;93.1;104.7;86.5;96.5;116839.0;115560.0;1279.0;113678.0;91043.0;71172.0;3262.0;71148.0;3237.0;17859.0;755.0;17872.0;767.0;1387.0;625.0;7180.0;4965.0;1205.0;613.0;592.0;91.0;918.0;12809.0;3785.0;702.0;1216.0;205.0;773.0;79.0;1965.0;4084.0;2647.0;3162.0;237.0;-26.0;-395.0;2976.0
215;19 Manufacture of coke and petroleum ;2009;5.9;6.5;5.8;6.3;30455.0;30191.0;265.0;30223.0;27031.0;22910.0;557.0;23429.0;1075.0;4102.0;22.0;4113.0;34.0;19.0;0.0;606.0;409.0;115.0;23.0;92.0;7.0;75.0;2201.0;784.0;92.0;161.0;22.0;28.0;6.0;109.0;1000.0;385.0;232.0;36.0;-15.0;-93.0;160.0
216;19 Manufacture of coke and petroleum ;2010;5.8;6.6;5.7;6.4;37588.0;37239.0;349.0;37444.0;33936.0;28483.0;1096.0;28164.0;777.0;5451.0;118.0;5621.0;289.0;2.0;0.0;593.0;410.0;85.0;26.0;59.0;6.0;92.0;2517.0;887.0;108.0;202.0;25.0;37.0;5.0;108.0;1145.0;399.0;144.0;152.0;12.0;-22.0;285.0
217;19 Manufacture of coke and petroleum ;2011;5.8;6.3;5.6;6.1;49242.0;49043.0;199.0;49287.0;45861.0;36891.0;875.0;37641.0;1625.0;8215.0;194.0;8222.0;201.0;736.0;19.0;822.0;409.0;326.0;29.0;297.0;5.0;82.0;2179.0;734.0;93.0;140.0;27.0;36.0;7.0;91.0;1052.0;425.0;-45.0;142.0;-18.0;29.0;109.0
218;19 Manufacture of coke and petroleum ;2012;5.9;6.5;5.8;6.1;56989.0;56861.0;129.0;56981.0;53448.0;43354.0;1628.0;43081.0;1354.0;10093.0;201.0;10116.0;224.0;1.0;0.0;606.0;431.0;88.0;35.0;53.0;9.0;78.0;2413.0;903.0;117.0;171.0;35.0;36.0;6.0;97.0;1048.0;514.0;9.0;48.0;21.0;-33.0;45.0
219;19 Manufacture of coke and petroleum ;2013;5.3;5.8;5.2;5.6;52426.0;52330.0;96.0;52974.0;49343.0;37110.0;1370.0;37089.0;1348.0;12215.0;225.0;12217.0;227.0;18.0;0.0;522.0;409.0;23.0;32.0;-9.0;12.0;79.0;2482.0;1149.0;125.0;143.0;26.0;27.0;5.0;86.0;922.0;627.0;-548.0;20.0;0.0;-486.0;-1014.0
220;19201 Refining of petroleum;2009;4.8;5.3;4.7;5.2;30063.0;29813.0;249.0;29849.0;26836.0;22725.0;534.0;23241.0;1050.0;4093.0;18.0;4105.0;30.0;18.0;0.0;543.0;365.0;104.0;17.0;87.0;7.0;68.0;2095.0;776.0;80.0;132.0;19.0;18.0;4.0;92.0;974.0;374.0;213.0;39.0;-15.0;-93.0;145.0
221;19201 Refining of petroleum;2010;4.9;5.6;4.8;5.4;37180.0;36841.0;340.0;37064.0;33700.0;28255.0;1073.0;27932.0;750.0;5445.0;115.0;5615.0;286.0;0.0;0.0;536.0;371.0;75.0;20.0;55.0;5.0;85.0;2440.0;883.0;104.0;180.0;23.0;27.0;4.0;94.0;1126.0;388.0;117.0;156.0;12.0;-23.0;262.0
222;19201 Refining of petroleum;2011;4.9;5.2;4.7;5.1;48734.0;48547.0;187.0;48875.0;45604.0;36674.0;844.0;37428.0;1598.0;8194.0;190.0;8200.0;196.0;736.0;0.0;761.0;368.0;316.0;23.0;293.0;4.0;73.0;2097.0;728.0;86.0;119.0;24.0;26.0;6.0;75.0;1034.0;413.0;-141.0;146.0;-18.0;29.0;17.0
223;19201 Refining of petroleum;2012;4.9;5.3;4.8;5.1;56427.0;56297.0;130.0;56451.0;53095.0;43037.0;1598.0;42764.0;1324.0;10058.0;196.0;10080.0;218.0;0.0;0.0;539.0;386.0;76.0;28.0;49.0;9.0;69.0;2315.0;898.0;110.0;145.0;28.0;25.0;5.0;76.0;1028.0;502.0;-24.0;54.0;21.0;-32.0;19.0
224;19201 Refining of petroleum;2013;4.8;5.2;4.8;5.0;52040.0;51945.0;95.0;52611.0;49042.0;36849.0;1348.0;36827.0;1326.0;12177.0;218.0;12178.0;219.0;17.0;0.0;492.0;390.0;19.0;29.0;-11.0;11.0;71.0;2458.0;1147.0;121.0;140.0;24.0;23.0;5.0;81.0;917.0;619.0;-571.0;20.0;0.0;-486.0;-1036.0
225;20-21 Chemistry and pharmaceuticals;2009;61.2;68.8;57.2;63.6;43103.0;41943.0;1160.0;40665.0;26117.0;21548.0;1373.0;21467.0;1292.0;4127.0;865.0;3992.0;731.0;266.0;177.0;4624.0;3206.0;760.0;353.0;408.0;44.0;613.0;8211.0;2141.0;396.0;849.0;100.0;646.0;60.0;1493.0;2528.0;1713.0;2438.0;1289.0;148.0;-8.0;3867.0
226;20-21 Chemistry and pharmaceuticals;2010;60.3;67.6;56.3;62.5;50093.0;48627.0;1467.0;45857.0;30702.0;25582.0;1236.0;25783.0;1437.0;4119.0;531.0;4064.0;477.0;593.0;408.0;4772.0;3322.0;776.0;376.0;400.0;55.0;619.0;8745.0;1776.0;418.0;865.0;108.0;684.0;56.0;1741.0;3098.0;1639.0;4236.0;817.0;-228.0;61.0;4886.0
227;20-21 Chemistry and pharmaceuticals;2011;61.2;68.1;57.4;62.7;57906.0;56149.0;1757.0;53742.0;37352.0;30826.0;1323.0;31061.0;1558.0;4950.0;422.0;4927.0;398.0;912.0;664.0;5009.0;3381.0;948.0;382.0;565.0;59.0;622.0;9570.0;2187.0;467.0;1141.0;111.0;579.0;59.0;1877.0;3148.0;1811.0;4164.0;501.0;-71.0;641.0;5235.0
228;20-21 Chemistry and pharmaceuticals;2012;58.8;65.4;55.1;59.9;62847.0;60470.0;2377.0;58318.0;41591.0;34212.0;1418.0;34334.0;1540.0;5560.0;327.0;5625.0;392.0;1172.0;648.0;4938.0;3409.0;822.0;420.0;403.0;64.0;643.0;9852.0;2476.0;467.0;1068.0;124.0;557.0;61.0;1822.0;3276.0;1937.0;4529.0;3177.0;3.0;-636.0;7073.0
229;20-21 Chemistry and pharmaceuticals;2013;57.0;63.6;53.2;58.9;56209.0;55119.0;1091.0;53009.0;37213.0;30377.0;1494.0;30382.0;1499.0;4961.0;362.0;4972.0;374.0;1256.0;620.0;4949.0;3342.0;911.0;416.0;495.0;63.0;633.0;9130.0;2451.0;420.0;915.0;121.0;624.0;53.0;1680.0;2867.0;1717.0;3200.0;257.0;-24.0;92.0;3525.0
230;20 Manufacture of chemicals;2009;45.3;51.1;42.9;47.7;36692.0;35929.0;763.0;35234.0;23460.0;20347.0;1060.0;20248.0;961.0;2802.0;665.0;2650.0;513.0;217.0;95.0;3517.0;2458.0;586.0;262.0;324.0;40.0;433.0;6795.0;2076.0;301.0;782.0;82.0;351.0;44.0;1123.0;2036.0;1462.0;1458.0;-245.0;151.0;48.0;1411.0
231;20 Manufacture of chemicals;2010;44.0;49.6;41.6;46.3;43310.0;42255.0;1055.0;39776.0;27974.0;24430.0;923.0;24632.0;1124.0;2808.0;346.0;2796.0;334.0;520.0;215.0;3576.0;2500.0;584.0;275.0;309.0;49.0;444.0;6836.0;1716.0;322.0;786.0;87.0;393.0;42.0;1236.0;2254.0;1390.0;3534.0;810.0;-46.0;-111.0;4187.0
232;20 Manufacture of chemicals;2011;46.6;51.8;44.2;47.9;51569.0;50094.0;1475.0;48710.0;34977.0;29768.0;1019.0;30016.0;1267.0;3864.0;283.0;3849.0;269.0;823.0;523.0;3939.0;2658.0;754.0;298.0;457.0;53.0;474.0;8225.0;2133.0;377.0;1057.0;92.0;449.0;44.0;1435.0;2637.0;1568.0;2859.0;474.0;-15.0;58.0;3376.0
233;20 Manufacture of chemicals;2012;46.0;51.1;43.5;47.0;55862.0;54056.0;1806.0;53607.0;39243.0;33096.0;1117.0;33214.0;1235.0;4567.0;275.0;4629.0;337.0;1077.0;504.0;3916.0;2703.0;672.0;331.0;341.0;59.0;482.0;8722.0;2423.0;379.0;1006.0;103.0;456.0;46.0;1515.0;2794.0;1726.0;2254.0;3151.0;-27.0;302.0;5681.0
234;20 Manufacture of chemicals;2013;45.3;50.1;42.5;46.8;50831.0;49489.0;1342.0;48452.0;34794.0;29223.0;1207.0;29220.0;1204.0;3933.0;341.0;3945.0;353.0;1184.0;454.0;3985.0;2701.0;737.0;336.0;400.0;58.0;490.0;8114.0;2413.0;358.0;876.0;99.0;513.0;39.0;1379.0;2438.0;1559.0;2379.0;259.0;-30.0;-332.0;2276.0
235;201 Manufacture of basic chemicals;2009;26.0;29.7;24.9;28.1;29293.0;28656.0;637.0;28182.0;19202.0;17105.0;687.0;17049.0;630.0;1872.0;481.0;1751.0;360.0;175.0;50.0;2229.0;1543.0;375.0;158.0;218.0;25.0;285.0;5625.0;1910.0;213.0;639.0;48.0;209.0;26.0;880.0;1701.0;1128.0;1111.0;-203.0;156.0;47.0;1111.0
236;201 Manufacture of basic chemicals;2010;24.6;27.7;23.7;26.6;34887.0;34142.0;746.0;32015.0;23156.0;20431.0;593.0;20566.0;728.0;2186.0;213.0;2172.0;199.0;435.0;104.0;2240.0;1553.0;368.0;164.0;204.0;33.0;287.0;5581.0;1559.0;228.0;647.0;49.0;248.0;21.0;964.0;1865.0;1038.0;2872.0;883.0;-28.0;-10.0;3717.0
237;201 Manufacture of basic chemicals;2011;26.1;29.1;25.1;27.9;42469.0;41274.0;1195.0;40195.0;29609.0;25093.0;610.0;25305.0;821.0;3314.0;165.0;3316.0;167.0;706.0;495.0;2507.0;1655.0;519.0;179.0;340.0;34.0;299.0;6870.0;1948.0;265.0;879.0;54.0;301.0;23.0;1138.0;2262.0;1209.0;2274.0;527.0;-1.0;-53.0;2746.0
238;201 Manufacture of basic chemicals;2012;27.1;30.2;26.0;28.3;46250.0;44984.0;1265.0;44206.0;32849.0;28564.0;706.0;28682.0;825.0;3327.0;152.0;3345.0;169.0;472.0;486.0;2575.0;1785.0;430.0;215.0;215.0;36.0;323.0;7340.0;2255.0;279.0;837.0;68.0;313.0;26.0;1238.0;2325.0;1442.0;2044.0;2715.0;17.0;329.0;5106.0
239;201 Manufacture of basic chemicals;2013;25.1;28.1;24.2;26.9;40683.0;39820.0;863.0;39118.0;29049.0;24873.0;773.0;24879.0;778.0;3146.0;191.0;3165.0;211.0;578.0;452.0;2525.0;1697.0;475.0;204.0;272.0;38.0;315.0;6327.0;2202.0;245.0;723.0;64.0;362.0;22.0;1057.0;1654.0;1217.0;1565.0;291.0;-27.0;-300.0;1528.0
240;2013 Manuf. other inorganic basic chemic;2009;3.1;3.5;2.9;3.3;1922.0;1964.0;-43.0;1679.0;697.0;493.0;128.0;411.0;47.0;144.0;14.0;139.0;9.0;53.0;7.0;235.0;164.0;41.0;19.0;22.0;0.0;29.0;576.0;227.0;51.0;87.0;6.0;12.0;2.0;93.0;98.0;172.0;242.0;-37.0;16.0;-8.0;214.0
241;2013 Manuf. other inorganic basic chemic;2010;2.6;3.1;2.5;2.9;1956.0;1946.0;10.0;1515.0;630.0;426.0;40.0;431.0;44.0;150.0;6.0;146.0;1.0;50.0;3.0;227.0;164.0;37.0;19.0;17.0;0.0;26.0;504.0;173.0;49.0;84.0;6.0;13.0;2.0;79.0;99.0;154.0;441.0;-36.0;-18.0;-21.0;367.0
242;2013 Manuf. other inorganic basic chemic;2011;2.7;3.2;2.5;3.0;2094.0;2027.0;68.0;1730.0;740.0;512.0;37.0;517.0;42.0;139.0;1.0;146.0;8.0;85.0;4.0;239.0;165.0;44.0;19.0;26.0;0.0;29.0;583.0;205.0;52.0;89.0;6.0;14.0;2.0;87.0;127.0;169.0;364.0;-31.0;-11.0;-5.0;318.0
243;2013 Manuf. other inorganic basic chemic;2012;2.6;2.9;2.4;2.7;2163.0;2088.0;75.0;1683.0;703.0;493.0;44.0;493.0;45.0;140.0;7.0;137.0;4.0;65.0;4.0;238.0;168.0;38.0;19.0;19.0;0.0;32.0;550.0;201.0;54.0;80.0;7.0;12.0;3.0;88.0;106.0;192.0;480.0;-53.0;-12.0;-1.0;414.0
244;2013 Manuf. other inorganic basic chemic;2013;2.0;2.2;2.0;2.2;1736.0;1676.0;59.0;1339.0;582.0;392.0;29.0;385.0;21.0;113.0;99.0;119.0;105.0;71.0;5.0;194.0;141.0;30.0;15.0;15.0;0.0;23.0;383.0;147.0;41.0;44.0;3.0;10.0;3.0;44.0;90.0;180.0;397.0;-18.0;-34.0;14.0;358.0
245;2014 Manufacture organic basic chemicals;2009;9.0;10.9;8.7;10.4;17556.0;17124.0;432.0;16863.0;12695.0;11931.0;262.0;12009.0;340.0;706.0;120.0;690.0;104.0;34.0;24.0;864.0;581.0;128.0;55.0;72.0;11.0;144.0;2831.0;1118.0;72.0;374.0;7.0;64.0;6.0;286.0;905.0;472.0;694.0;-254.0;142.0;108.0;690.0
246;2014 Manufacture organic basic chemicals;2010;7.9;9.2;7.7;9.0;18681.0;18467.0;215.0;17278.0;13562.0;12553.0;311.0;12615.0;373.0;952.0;96.0;948.0;92.0;24.0;33.0;794.0;552.0;117.0;55.0;63.0;12.0;113.0;2502.0;762.0;59.0;371.0;8.0;77.0;5.0;241.0;979.0;419.0;1404.0;87.0;-6.0;1.0;1486.0
247;2014 Manufacture organic basic chemicals;2011;9.0;10.0;8.7;9.6;19326.0;18944.0;382.0;18501.0;13717.0;11214.0;148.0;11232.0;166.0;1862.0;67.0;1857.0;62.0;191.0;451.0;938.0;597.0;202.0;64.0;138.0;13.0;126.0;3404.0;837.0;64.0;527.0;10.0;129.0;7.0;353.0;1476.0;441.0;826.0;53.0;-9.0;-57.0;812.0
248;2014 Manufacture organic basic chemicals;2012;10.5;12.1;10.1;11.5;29072.0;28808.0;264.0;28022.0;21768.0;19244.0;336.0;19355.0;447.0;1894.0;58.0;1894.0;58.0;198.0;432.0;1107.0;769.0;173.0;92.0;81.0;12.0;153.0;4438.0;1445.0;97.0;561.0;19.0;161.0;8.0;506.0;1640.0;709.0;1050.0;59.0;5.0;299.0;1413.0
249;2014 Manufacture organic basic chemicals;2013;8.3;9.6;8.0;9.3;23922.0;23721.0;201.0;23082.0;18414.0;16580.0;422.0;16577.0;420.0;1211.0;8.0;1214.0;11.0;222.0;401.0;935.0;610.0;169.0;78.0;91.0;12.0;145.0;3273.0;1292.0;78.0;501.0;15.0;188.0;6.0;323.0;870.0;460.0;840.0;75.0;6.0;-118.0;803.0
250;20141 Manufacture of petrochemicals;2009;5.0;6.5;4.9;6.3;12777.0;12425.0;353.0;12255.0;9271.0;8749.0;122.0;8755.0;128.0;487.0;81.0;482.0;76.0;28.0;6.0;557.0;358.0;69.0;33.0;37.0;9.0;120.0;2083.0;861.0;47.0;262.0;3.0;28.0;3.0;178.0;701.0;345.0;522.0;-154.0;143.0;101.0;613.0
251;20141 Manufacture of petrochemicals;2010;4.6;5.6;4.5;5.5;12507.0;12371.0;136.0;11592.0;8922.0;8278.0;101.0;8284.0;107.0;639.0;67.0;633.0;62.0;2.0;3.0;512.0;351.0;63.0;33.0;30.0;10.0;88.0;1839.0;581.0;39.0;264.0;3.0;28.0;2.0;117.0;806.0;320.0;915.0;86.0;-5.0;-1.0;995.0
252;20141 Manufacture of petrochemicals;2011;4.3;5.1;4.2;4.9;15279.0;15077.0;203.0;14717.0;11324.0;9096.0;56.0;9101.0;61.0;1643.0;49.0;1645.0;52.0;135.0;450.0;584.0;344.0;135.0;37.0;97.0;11.0;95.0;2489.0;743.0;47.0;412.0;4.0;54.0;3.0;175.0;1052.0;320.0;562.0;55.0;-1.0;9.0;625.0
253;20141 Manufacture of petrochemicals;2012;4.3;5.4;4.2;5.2;17241.0;17061.0;180.0;16581.0;13168.0;11608.0;59.0;11617.0;69.0;1010.0;51.0;1007.0;49.0;120.0;431.0;538.0;365.0;66.0;42.0;25.0;9.0;98.0;2536.0;831.0;50.0;377.0;9.0;62.0;3.0;153.0;1051.0;339.0;660.0;81.0;1.0;12.0;753.0
254;20141 Manufacture of petrochemicals;2013;4.8;5.8;4.6;5.6;15894.0;15898.0;-3.0;15496.0;12289.0;10922.0;89.0;10920.0;86.0;872.0;3.0;874.0;4.0;95.0;400.0;598.0;377.0;97.0;47.0;50.0;10.0;114.0;2328.0;870.0;54.0;377.0;6.0;110.0;3.0;147.0;762.0;281.0;398.0;77.0;4.0;2.0;481.0
255;20149 Manufacture other organic chemical;2009;4.0;4.4;3.8;4.1;4779.0;4700.0;79.0;4608.0;3425.0;3182.0;140.0;3254.0;212.0;219.0;39.0;209.0;28.0;6.0;18.0;307.0;223.0;59.0;23.0;36.0;2.0;23.0;748.0;257.0;25.0;112.0;4.0;36.0;3.0;108.0;204.0;127.0;171.0;-100.0;-1.0;7.0;77.0
256;20149 Manufacture other organic chemical;2010;3.4;3.6;3.3;3.5;6175.0;6096.0;78.0;5685.0;4641.0;4275.0;210.0;4332.0;267.0;313.0;28.0;315.0;30.0;23.0;30.0;282.0;201.0;54.0;21.0;33.0;2.0;26.0;663.0;181.0;21.0;108.0;5.0;50.0;3.0;124.0;173.0;99.0;489.0;0.0;-1.0;2.0;491.0
257;20149 Manufacture other organic chemical;2011;4.6;4.9;4.5;4.7;4047.0;3867.0;180.0;3784.0;2394.0;2118.0;92.0;2131.0;105.0;219.0;18.0;212.0;11.0;56.0;1.0;354.0;253.0;68.0;27.0;41.0;2.0;31.0;915.0;94.0;17.0;115.0;6.0;75.0;5.0;178.0;424.0;121.0;263.0;-2.0;-8.0;-66.0;188.0
258;20149 Manufacture other organic chemical;2012;6.2;6.7;5.9;6.3;11831.0;11747.0;84.0;11441.0;8600.0;7637.0;277.0;7738.0;378.0;884.0;7.0;887.0;9.0;78.0;1.0;569.0;404.0;106.0;51.0;56.0;4.0;56.0;1902.0;614.0;47.0;184.0;10.0;99.0;5.0;353.0;589.0;370.0;391.0;-22.0;4.0;287.0;660.0
259;20149 Manufacture other organic chemical;2013;3.5;3.8;3.4;3.7;8028.0;7824.0;204.0;7586.0;6125.0;5658.0;333.0;5657.0;333.0;339.0;5.0;341.0;7.0;127.0;1.0;338.0;233.0;72.0;31.0;41.0;2.0;30.0;945.0;422.0;24.0;124.0;9.0;78.0;4.0;177.0;109.0;179.0;442.0;-2.0;2.0;-120.0;322.0
260;2015 Manufacture of fertilisers;2009;1.4;1.6;1.4;1.5;1306.0;1348.0;-42.0;1310.0;755.0;637.0;31.0;625.0;20.0;116.0;45.0;101.0;29.0;0.0;2.0;140.0;87.0;41.0;11.0;30.0;0.0;11.0;357.0;160.0;14.0;22.0;4.0;9.0;1.0;84.0;63.0;57.0;-3.0;-2.0;-2.0;-4.0;-11.0
261;2015 Manufacture of fertilisers;2010;1.4;1.5;1.3;1.5;2254.0;2226.0;28.0;1988.0;1356.0;966.0;26.0;964.0;25.0;281.0;13.0;277.0;9.0;109.0;0.0;152.0;98.0;41.0;11.0;30.0;0.0;13.0;401.0;169.0;14.0;18.0;2.0;12.0;1.0;107.0;78.0;79.0;267.0;18.0;1.0;-4.0;283.0
262;2015 Manufacture of fertilisers;2011;1.4;1.6;1.4;1.5;2581.0;2543.0;38.0;2188.0;1461.0;1114.0;23.0;1117.0;26.0;258.0;23.0;248.0;13.0;88.0;0.0;174.0;103.0;56.0;12.0;43.0;0.0;15.0;460.0;194.0;16.0;19.0;2.0;9.0;1.0;104.0;115.0;93.0;393.0;71.0;0.0;0.0;463.0
263;2015 Manufacture of fertilisers;2012;1.3;1.4;1.2;1.4;2062.0;2064.0;-1.0;1750.0;1259.0;850.0;26.0;856.0;32.0;403.0;25.0;405.0;26.0;0.0;6.0;112.0;78.0;19.0;11.0;8.0;0.0;15.0;304.0;134.0;15.0;18.0;2.0;9.0;1.0;80.0;47.0;74.0;313.0;-17.0;0.0;0.0;295.0
264;2015 Manufacture of fertilisers;2013;1.7;1.9;1.7;1.8;2948.0;2945.0;3.0;2678.0;1752.0;972.0;24.0;971.0;23.0;775.0;4.0;779.0;8.0;0.0;5.0;159.0;114.0;28.0;15.0;13.0;1.0;17.0;647.0;287.0;28.0;22.0;5.0;35.0;1.0;165.0;104.0;121.0;270.0;-8.0;0.0;0.0;262.0
265;2016 Manufacture plastics (primary form);2009;9.6;10.5;9.1;9.9;6710.0;6476.0;234.0;6594.0;4027.0;3262.0;208.0;3218.0;165.0;703.0;202.0;621.0;120.0;51.0;11.0;780.0;554.0;133.0;55.0;78.0;12.0;82.0;1475.0;298.0;48.0;100.0;27.0;98.0;13.0;379.0;512.0;314.0;116.0;51.0;0.0;-51.0;116.0
266;2016 Manufacture plastics (primary form);2010;9.3;10.3;8.9;9.8;9621.0;9191.0;430.0;9054.0;6216.0;5527.0;149.0;5578.0;200.0;410.0;54.0;412.0;56.0;217.0;62.0;801.0;550.0;121.0;54.0;67.0;19.0;110.0;1757.0;345.0;72.0;122.0;28.0;118.0;9.0;492.0;572.0;279.0;567.0;160.0;-6.0;13.0;734.0
267;2016 Manufacture plastics (primary form);2011;9.7;10.6;9.2;10.2;15364.0;14794.0;569.0;14995.0;11834.0;10763.0;295.0;10924.0;456.0;726.0;56.0;728.0;57.0;322.0;23.0;883.0;588.0;170.0;60.0;109.0;20.0;106.0;1893.0;581.0;89.0;156.0;29.0;116.0;10.0;541.0;373.0;385.0;369.0;-246.0;19.0;7.0;149.0
268;2016 Manufacture plastics (primary form);2012;9.4;10.2;9.0;9.3;9803.0;9010.0;793.0;9802.0;7137.0;6387.0;176.0;6377.0;166.0;556.0;33.0;582.0;59.0;184.0;10.0;839.0;568.0;152.0;66.0;86.0;22.0;97.0;1509.0;322.0;78.0;113.0;30.0;106.0;9.0;520.0;332.0;317.0;1.0;-114.0;23.0;-6.0;-95.0
269;2016 Manufacture plastics (primary form);2013;9.8;10.7;9.4;10.3;9305.0;8774.0;532.0;9294.0;6572.0;5769.0;155.0;5788.0;175.0;593.0;58.0;604.0;70.0;204.0;7.0;958.0;637.0;193.0;71.0;122.0;23.0;105.0;1439.0;338.0;65.0;107.0;31.0;94.0;7.0;463.0;334.0;326.0;11.0;-131.0;2.0;0.0;-118.0
270;203 Manufacture of paints and ink;2009;6.0;6.7;5.6;6.1;1812.0;1684.0;128.0;1664.0;922.0;784.0;102.0;779.0;97.0;129.0;39.0;124.0;34.0;7.0;2.0;379.0;273.0;61.0;32.0;28.0;4.0;41.0;281.0;16.0;27.0;16.0;15.0;53.0;5.0;87.0;61.0;82.0;148.0;-17.0;0.0;-9.0;122.0
271;203 Manufacture of paints and ink;2010;6.2;7.0;5.7;6.2;1954.0;1810.0;144.0;1834.0;1024.0;889.0;96.0;914.0;121.0;127.0;34.0;131.0;37.0;2.0;6.0;409.0;298.0;63.0;35.0;28.0;3.0;44.0;322.0;17.0;30.0;19.0;17.0;53.0;6.0;93.0;88.0;79.0;120.0;-11.0;-1.0;20.0;128.0
272;203 Manufacture of paints and ink;2011;6.3;6.9;6.0;6.2;2117.0;2016.0;102.0;1988.0;1137.0;1026.0;119.0;1043.0;136.0;93.0;15.0;97.0;18.0;9.0;9.0;441.0;315.0;74.0;39.0;35.0;6.0;46.0;326.0;18.0;32.0;19.0;16.0;57.0;5.0;101.0;78.0;83.0;130.0;-18.0;-4.0;11.0;119.0
273;203 Manufacture of paints and ink;2012;6.1;6.7;5.8;6.1;2284.0;2084.0;200.0;2080.0;1227.0;1059.0;128.0;1039.0;107.0;153.0;25.0;152.0;24.0;12.0;2.0;436.0;292.0;85.0;43.0;43.0;11.0;47.0;333.0;15.0;31.0;22.0;13.0;62.0;6.0;109.0;77.0;85.0;204.0;-7.0;-16.0;-8.0;173.0
274;203 Manufacture of paints and ink;2013;6.0;6.5;5.6;6.0;2236.0;1987.0;249.0;2021.0;1155.0;1001.0;98.0;1003.0;99.0;140.0;21.0;139.0;20.0;14.0;0.0;423.0;293.0;80.0;42.0;38.0;7.0;43.0;362.0;16.0;31.0;20.0;13.0;63.0;5.0;108.0;105.0;81.0;215.0;-20.0;2.0;-3.0;195.0
275;205 Manufacture of other chemicals;2009;6.9;7.5;6.6;7.1;3355.0;3396.0;-41.0;3348.0;2246.0;1622.0;171.0;1600.0;149.0;581.0;78.0;571.0;67.0;14.0;29.0;513.0;357.0;91.0;37.0;53.0;9.0;56.0;466.0;96.0;30.0;81.0;10.0;43.0;7.0;79.0;120.0;123.0;7.0;-33.0;-2.0;15.0;-13.0
