ID;Energiedragers;Perioden;Hoeveelheid_1;OntwikkelingTOVEenJaarEerder_2;Prijsindexcijfer_3;OntwikkelingTOVEenJaarEerder_4
2312;Elektriciteit;2016 januari;40.0;-0.6;74.0;-12.4
2313;Elektriciteit;2016 februari;37.0;3.3;71.0;-18.9
2314;Elektriciteit;2016 maart;38.0;2.8;70.6;-17.6
2315;Elektriciteit;2016 1e kwartaal;115.0;1.8;71.9;-16.3
2316;Elektriciteit;2016 april;33.0;0.4;69.7;-17.7
2317;Elektriciteit;2016 mei;34.0;0.6;70.5;-14.3
2318;Elektriciteit;2016 juni;34.0;2.0;74.4;-11.2
2319;Elektriciteit;2016 2e kwartaal;101.0;1.0;71.5;-14.4
2320;Elektriciteit;2016 juli;34.0;-2.0;73.6;-13.7
2321;Elektriciteit;2016 augustus;33.0;-0.8;71.8;-12.4
2322;Elektriciteit;2016 september;34.0;0.0;74.0;-11.7
2323;Elektriciteit;2016 3e kwartaal;102.0;-1.0;73.1;-12.6
2324;Elektriciteit;2016 oktober;38.0;4.2;76.2;-8.7
2325;Elektriciteit;2016 november;40.0;6.6;78.8;-2.0
2326;Elektriciteit;2016 december;39.0;2.6;78.9;5.1
2327;Elektriciteit;2016 4e kwartaal;117.0;4.5;77.9;-2.1
2328;Elektriciteit;2016;434.0;1.9;73.6;-11.5
2329;Elektriciteit;2017 januari;40.0;0.7;78.8;6.4
2330;Elektriciteit;2017 februari;36.0;-2.2;75.4;6.2
2331;Elektriciteit;2017 maart;37.0;-3.7;71.4;1.2
2332;Elektriciteit;2017 1e kwartaal;;;75.2;4.7
2333;Elektriciteit;2017 april;32.0;-2.5;70.8;1.5
2334;Elektriciteit;2017 mei;33.0;-1.5;72.4;2.7
2335;Elektriciteit;2017 juni;33.0;-4.7;71.4;-4.1
2336;Elektriciteit;2017 2e kwartaal;;;71.5;0.0
2337;Elektriciteit;2017 juli;34.0;-1.4;71.2;-3.3
2338;Elektriciteit;2017 augustus;33.0;-1.7;70.1;-2.2
2339;Elektriciteit;2017 september;33.0;-2.0;72.9;-1.4
2340;Elektriciteit;2017 3e kwartaal;;;71.4;-2.3
2341;Elektriciteit;2017 oktober;38.0;-0.2;73.4;-3.6
2342;Elektriciteit;2017 november;39.0;-2.3;77.0;-2.3
2343;Elektriciteit;2017 december;41.0;4.6;74.7;-5.3
2344;Elektriciteit;2017 4e kwartaal;;;75.0;-3.7
2345;Elektriciteit;2017;429.0;-1.2;73.3;-0.4
