ID;AgeMotherOn31December;Periods;TotalLiveBornChildren_1;FirstChild_2;SecondChild_3;ThirdChild_4;FourthOrFollowingChildren_5;TotalMaritalLiveBornChildren_6;FirstChild_7;SecondChild_8;ThirdChild_9;FourthOrFollowingChildren_10;TotalNonMaritalLiveBornChildren_11;FirstChild_12;SecondChild_13;ThirdChild_14;FourthOrFollowingChildren_15;TotalLiveBornChildren_16;FirstChild_17;SecondChild_18;ThirdChild_19;FourthOrFollowingChildren_20
2130;46 years;2000;36.0;3.0;5.0;8.0;20.0;29.0;3.0;2.0;4.0;20.0;7.0;0.0;3.0;4.0;0.0;0.32;0.03;0.04;0.07;0.18
2131;46 years;2001;59.0;17.0;7.0;8.0;27.0;34.0;9.0;7.0;2.0;16.0;25.0;8.0;0.0;6.0;11.0;0.51;0.15;0.06;0.07;0.23
2132;46 years;2002;60.0;13.0;9.0;8.0;30.0;43.0;10.0;5.0;4.0;24.0;17.0;3.0;4.0;4.0;6.0;0.51;0.11;0.08;0.07;0.26
2133;46 years;2003;61.0;16.0;7.0;8.0;30.0;41.0;8.0;4.0;7.0;22.0;20.0;8.0;3.0;1.0;8.0;0.51;0.13;0.06;0.07;0.25
2134;46 years;2004;39.0;7.0;5.0;5.0;22.0;27.0;4.0;3.0;2.0;18.0;12.0;3.0;2.0;3.0;4.0;0.32;0.06;0.04;0.04;0.18
2135;46 years;2005;49.0;9.0;10.0;14.0;16.0;27.0;4.0;3.0;7.0;13.0;22.0;5.0;7.0;7.0;3.0;0.4;0.07;0.08;0.11;0.13
2136;46 years;2006;68.0;17.0;8.0;16.0;27.0;44.0;10.0;7.0;8.0;19.0;24.0;7.0;1.0;8.0;8.0;0.55;0.14;0.06;0.13;0.22
2137;46 years;2007;75.0;16.0;11.0;12.0;36.0;41.0;8.0;5.0;4.0;24.0;34.0;8.0;6.0;8.0;12.0;0.59;0.13;0.09;0.09;0.28
2138;46 years;2008;81.0;23.0;15.0;15.0;28.0;52.0;14.0;9.0;8.0;21.0;29.0;9.0;6.0;7.0;7.0;0.63;0.18;0.12;0.12;0.22
2139;46 years;2009;61.0;18.0;18.0;9.0;16.0;25.0;4.0;6.0;2.0;13.0;36.0;14.0;12.0;7.0;3.0;0.47;0.14;0.14;0.07;0.12
2140;46 years;2010;81.0;25.0;12.0;15.0;29.0;57.0;16.0;10.0;7.0;24.0;24.0;9.0;2.0;8.0;5.0;0.62;0.19;0.09;0.11;0.22
2141;46 years;2011;89.0;28.0;23.0;9.0;29.0;46.0;8.0;13.0;4.0;21.0;43.0;20.0;10.0;5.0;8.0;0.69;0.22;0.18;0.07;0.23
2142;46 years;2012;90.0;26.0;26.0;14.0;24.0;49.0;10.0;16.0;7.0;16.0;41.0;16.0;10.0;7.0;8.0;0.71;0.21;0.21;0.11;0.19
2143;46 years;2013;78.0;29.0;20.0;8.0;21.0;43.0;15.0;8.0;5.0;15.0;35.0;14.0;12.0;3.0;6.0;0.62;0.23;0.16;0.06;0.17
2144;46 years;2014;98.0;31.0;29.0;10.0;28.0;56.0;14.0;14.0;5.0;23.0;42.0;17.0;15.0;5.0;5.0;0.77;0.24;0.23;0.08;0.22
2145;47 years;1950;207.0;9.0;10.0;18.0;170.0;206.0;9.0;10.0;18.0;169.0;1.0;0.0;0.0;0.0;1.0;3.37;0.15;0.16;0.29;2.77
2146;47 years;1951;215.0;5.0;10.0;22.0;178.0;214.0;5.0;10.0;22.0;177.0;1.0;0.0;0.0;0.0;1.0;3.41;0.08;0.16;0.35;2.83
2147;47 years;1952;220.0;5.0;3.0;18.0;194.0;220.0;5.0;3.0;18.0;194.0;0.0;0.0;0.0;0.0;0.0;3.45;0.08;0.05;0.28;3.05
2148;47 years;1953;211.0;5.0;6.0;21.0;179.0;210.0;5.0;6.0;21.0;178.0;1.0;0.0;0.0;0.0;1.0;3.29;0.08;0.09;0.33;2.79
2149;47 years;1954;205.0;8.0;9.0;21.0;167.0;203.0;7.0;9.0;21.0;166.0;2.0;1.0;0.0;0.0;1.0;3.13;0.12;0.14;0.32;2.55
2150;47 years;1955;206.0;8.0;7.0;15.0;176.0;205.0;8.0;7.0;15.0;175.0;1.0;0.0;0.0;0.0;1.0;3.11;0.12;0.11;0.23;2.65
2151;47 years;1956;170.0;5.0;3.0;12.0;150.0;168.0;4.0;3.0;12.0;149.0;2.0;1.0;0.0;0.0;1.0;2.54;0.08;0.05;0.18;2.24
2152;47 years;1957;173.0;7.0;9.0;9.0;148.0;173.0;7.0;9.0;9.0;148.0;0.0;0.0;0.0;0.0;0.0;2.64;0.11;0.14;0.14;2.26
2153;47 years;1958;171.0;6.0;8.0;9.0;148.0;171.0;6.0;8.0;9.0;148.0;0.0;0.0;0.0;0.0;0.0;2.64;0.09;0.12;0.14;2.28
2154;47 years;1959;186.0;5.0;9.0;14.0;158.0;186.0;5.0;9.0;14.0;158.0;0.0;0.0;0.0;0.0;0.0;2.69;0.07;0.13;0.2;2.29
2155;47 years;1960;166.0;8.0;7.0;14.0;137.0;164.0;6.0;7.0;14.0;137.0;2.0;2.0;0.0;0.0;0.0;2.4;0.12;0.1;0.2;1.98
2156;47 years;1961;170.0;2.0;5.0;8.0;155.0;169.0;2.0;5.0;8.0;154.0;1.0;0.0;0.0;0.0;1.0;2.43;0.03;0.07;0.11;2.21
2157;47 years;1962;166.0;5.0;7.0;12.0;142.0;165.0;5.0;7.0;12.0;141.0;1.0;0.0;0.0;0.0;1.0;2.51;0.08;0.11;0.18;2.15
2158;47 years;1963;157.0;4.0;7.0;9.0;137.0;154.0;4.0;7.0;9.0;134.0;3.0;0.0;0.0;0.0;3.0;2.33;0.06;0.1;0.13;2.03
2159;47 years;1964;136.0;3.0;6.0;10.0;117.0;133.0;3.0;6.0;10.0;114.0;3.0;0.0;0.0;0.0;3.0;2.04;0.05;0.09;0.15;1.76
2160;47 years;1965;115.0;3.0;4.0;10.0;98.0;113.0;3.0;4.0;10.0;96.0;2.0;0.0;0.0;0.0;2.0;1.77;0.05;0.06;0.15;1.51
2161;47 years;1966;121.0;4.0;6.0;13.0;98.0;119.0;4.0;6.0;13.0;96.0;2.0;0.0;0.0;0.0;2.0;1.82;0.06;0.09;0.2;1.48
2162;47 years;1967;105.0;4.0;5.0;7.0;89.0;103.0;4.0;5.0;7.0;87.0;2.0;0.0;0.0;0.0;2.0;1.33;0.05;0.06;0.09;1.13
2163;47 years;1968;94.0;3.0;3.0;10.0;78.0;92.0;3.0;3.0;10.0;76.0;2.0;0.0;0.0;0.0;2.0;1.22;0.04;0.04;0.13;1.01
2164;47 years;1969;101.0;4.0;5.0;10.0;82.0;101.0;4.0;5.0;10.0;82.0;0.0;0.0;0.0;0.0;0.0;1.33;0.05;0.07;0.13;1.08
2165;47 years;1970;70.0;4.0;6.0;8.0;52.0;68.0;4.0;6.0;7.0;51.0;2.0;0.0;0.0;1.0;1.0;0.89;0.05;0.08;0.1;0.66
2166;47 years;1971;69.0;2.0;7.0;9.0;51.0;67.0;2.0;7.0;9.0;49.0;2.0;0.0;0.0;0.0;2.0;0.9;0.03;0.09;0.12;0.66
2167;47 years;1972;40.0;5.0;0.0;6.0;29.0;36.0;5.0;0.0;6.0;25.0;4.0;0.0;0.0;0.0;4.0;0.53;0.07;0.0;0.08;0.39
2168;47 years;1973;33.0;2.0;1.0;2.0;28.0;33.0;2.0;1.0;2.0;28.0;0.0;0.0;0.0;0.0;0.0;0.44;0.03;0.01;0.03;0.38
2169;47 years;1974;28.0;3.0;2.0;3.0;20.0;27.0;3.0;2.0;3.0;19.0;1.0;0.0;0.0;0.0;1.0;0.38;0.04;0.03;0.04;0.27
2170;47 years;1975;28.0;2.0;3.0;4.0;19.0;27.0;2.0;3.0;3.0;19.0;1.0;0.0;0.0;1.0;0.0;0.37;0.03;0.04;0.05;0.25
2171;47 years;1976;25.0;3.0;4.0;2.0;16.0;24.0;3.0;4.0;2.0;15.0;1.0;0.0;0.0;0.0;1.0;0.33;0.04;0.05;0.03;0.21
2172;47 years;1977;29.0;2.0;3.0;1.0;23.0;28.0;2.0;3.0;1.0;22.0;1.0;0.0;0.0;0.0;1.0;0.37;0.03;0.04;0.01;0.3
2173;47 years;1978;17.0;1.0;1.0;1.0;14.0;17.0;1.0;1.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.22;0.01;0.01;0.01;0.18
2174;47 years;1979;19.0;1.0;2.0;1.0;15.0;19.0;1.0;2.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.25;0.01;0.03;0.01;0.2
2175;47 years;1980;23.0;3.0;3.0;1.0;16.0;23.0;3.0;3.0;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.31;0.04;0.04;0.01;0.22
2176;47 years;1981;27.0;2.0;1.0;0.0;24.0;27.0;2.0;1.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.36;0.03;0.01;0.0;0.32
2177;47 years;1982;32.0;4.0;2.0;3.0;23.0;30.0;3.0;2.0;3.0;22.0;2.0;1.0;0.0;0.0;1.0;0.43;0.05;0.03;0.04;0.31
2178;47 years;1983;27.0;3.0;2.0;1.0;21.0;26.0;3.0;2.0;0.0;21.0;1.0;0.0;0.0;1.0;0.0;0.36;0.04;0.03;0.01;0.28
2179;47 years;1984;29.0;5.0;3.0;1.0;20.0;26.0;3.0;3.0;1.0;19.0;3.0;2.0;0.0;0.0;1.0;0.38;0.07;0.04;0.01;0.26
2180;47 years;1985;35.0;2.0;2.0;2.0;29.0;35.0;2.0;2.0;2.0;29.0;0.0;0.0;0.0;0.0;0.0;0.44;0.03;0.03;0.03;0.36
2181;47 years;1986;25.0;0.0;1.0;1.0;23.0;25.0;0.0;1.0;1.0;23.0;0.0;0.0;0.0;0.0;0.0;0.31;0.0;0.01;0.01;0.28
2182;47 years;1987;45.0;2.0;7.0;1.0;35.0;44.0;2.0;6.0;1.0;35.0;1.0;0.0;1.0;0.0;0.0;0.54;0.02;0.08;0.01;0.42
2183;47 years;1988;25.0;0.0;5.0;0.0;20.0;24.0;0.0;5.0;0.0;19.0;1.0;0.0;0.0;0.0;1.0;0.31;0.0;0.06;0.0;0.25
2184;47 years;1989;36.0;2.0;0.0;0.0;34.0;35.0;2.0;0.0;0.0;33.0;1.0;0.0;0.0;0.0;1.0;0.43;0.02;0.0;0.0;0.4
2185;47 years;1990;35.0;3.0;2.0;2.0;28.0;35.0;3.0;2.0;2.0;28.0;0.0;0.0;0.0;0.0;0.0;0.38;0.03;0.02;0.02;0.31
2186;47 years;1991;28.0;4.0;2.0;0.0;22.0;27.0;3.0;2.0;0.0;22.0;1.0;1.0;0.0;0.0;0.0;0.29;0.04;0.02;0.0;0.23
2187;47 years;1992;26.0;1.0;2.0;6.0;17.0;24.0;1.0;2.0;5.0;16.0;2.0;0.0;0.0;1.0;1.0;0.28;0.01;0.02;0.07;0.19
2188;47 years;1993;19.0;2.0;3.0;0.0;14.0;18.0;2.0;2.0;0.0;14.0;1.0;0.0;1.0;0.0;0.0;0.15;0.02;0.02;0.0;0.11
2189;47 years;1994;27.0;2.0;2.0;2.0;21.0;25.0;1.0;2.0;2.0;20.0;2.0;1.0;0.0;0.0;1.0;0.22;0.02;0.02;0.02;0.17
2190;47 years;1995;14.0;3.0;1.0;1.0;9.0;13.0;3.0;1.0;1.0;8.0;1.0;0.0;0.0;0.0;1.0;0.12;0.03;0.01;0.01;0.08
2191;47 years;1996;18.0;6.0;1.0;1.0;10.0;15.0;4.0;1.0;0.0;10.0;3.0;2.0;0.0;1.0;0.0;0.16;0.05;0.01;0.01;0.09
2192;47 years;1997;19.0;3.0;2.0;1.0;13.0;19.0;3.0;2.0;1.0;13.0;0.0;0.0;0.0;0.0;0.0;0.17;0.03;0.02;0.01;0.12
2193;47 years;1998;14.0;7.0;2.0;2.0;3.0;10.0;4.0;2.0;2.0;2.0;4.0;3.0;0.0;0.0;1.0;0.13;0.06;0.02;0.02;0.03
2194;47 years;1999;23.0;5.0;1.0;4.0;13.0;18.0;2.0;1.0;2.0;13.0;5.0;3.0;0.0;2.0;0.0;0.2;0.04;0.01;0.04;0.12
2195;47 years;2000;19.0;4.0;1.0;1.0;13.0;14.0;1.0;0.0;0.0;13.0;5.0;3.0;1.0;1.0;0.0;0.17;0.04;0.01;0.01;0.12
2196;47 years;2001;17.0;2.0;5.0;3.0;7.0;10.0;1.0;3.0;2.0;4.0;7.0;1.0;2.0;1.0;3.0;0.15;0.02;0.04;0.03;0.06
2197;47 years;2002;15.0;4.0;2.0;2.0;7.0;12.0;3.0;1.0;1.0;7.0;3.0;1.0;1.0;1.0;0.0;0.13;0.04;0.02;0.02;0.06
2198;47 years;2003;24.0;9.0;6.0;1.0;8.0;13.0;2.0;3.0;1.0;7.0;11.0;7.0;3.0;0.0;1.0;0.21;0.08;0.05;0.01;0.07
2199;47 years;2004;25.0;7.0;4.0;5.0;9.0;19.0;5.0;3.0;3.0;8.0;6.0;2.0;1.0;2.0;1.0;0.21;0.06;0.03;0.04;0.08
2200;47 years;2005;29.0;8.0;5.0;6.0;10.0;20.0;5.0;3.0;5.0;7.0;9.0;3.0;2.0;1.0;3.0;0.24;0.07;0.04;0.05;0.08
2201;47 years;2006;24.0;6.0;2.0;5.0;11.0;18.0;4.0;2.0;3.0;9.0;6.0;2.0;0.0;2.0;2.0;0.19;0.05;0.02;0.04;0.09
2202;47 years;2007;16.0;3.0;5.0;2.0;6.0;10.0;2.0;2.0;1.0;5.0;6.0;1.0;3.0;1.0;1.0;0.13;0.02;0.04;0.02;0.05
2203;47 years;2008;22.0;6.0;7.0;3.0;6.0;14.0;4.0;4.0;0.0;6.0;8.0;2.0;3.0;3.0;0.0;0.17;0.05;0.06;0.02;0.05
2204;47 years;2009;38.0;11.0;7.0;2.0;18.0;25.0;5.0;4.0;1.0;15.0;13.0;6.0;3.0;1.0;3.0;0.3;0.09;0.06;0.02;0.14
2205;47 years;2010;37.0;9.0;5.0;8.0;15.0;23.0;4.0;1.0;6.0;12.0;14.0;5.0;4.0;2.0;3.0;0.29;0.07;0.04;0.06;0.12
2206;47 years;2011;44.0;10.0;10.0;11.0;13.0;26.0;2.0;7.0;6.0;11.0;18.0;8.0;3.0;5.0;2.0;0.34;0.08;0.08;0.08;0.1
2207;47 years;2012;40.0;18.0;5.0;3.0;14.0;24.0;9.0;3.0;1.0;11.0;16.0;9.0;2.0;2.0;3.0;0.31;0.14;0.04;0.02;0.11
2208;47 years;2013;40.0;17.0;9.0;5.0;9.0;22.0;8.0;5.0;3.0;6.0;18.0;9.0;4.0;2.0;3.0;0.32;0.14;0.07;0.04;0.07
2209;47 years;2014;40.0;16.0;10.0;2.0;12.0;26.0;9.0;5.0;2.0;10.0;14.0;7.0;5.0;0.0;2.0;0.32;0.13;0.08;0.02;0.1
2210;48 years;1950;80.0;5.0;4.0;3.0;68.0;79.0;5.0;4.0;3.0;67.0;1.0;0.0;0.0;0.0;1.0;1.31;0.08;0.07;0.05;1.12
2211;48 years;1951;92.0;1.0;3.0;5.0;83.0;92.0;1.0;3.0;5.0;83.0;0.0;0.0;0.0;0.0;0.0;1.5;0.02;0.05;0.08;1.35
2212;48 years;1952;88.0;0.0;2.0;7.0;79.0;87.0;0.0;2.0;6.0;79.0;1.0;0.0;0.0;1.0;0.0;1.4;0.0;0.03;0.11;1.26
2213;48 years;1953;95.0;2.0;4.0;5.0;84.0;95.0;2.0;4.0;5.0;84.0;0.0;0.0;0.0;0.0;0.0;1.5;0.03;0.06;0.08;1.33
2214;48 years;1954;84.0;3.0;1.0;3.0;77.0;84.0;3.0;1.0;3.0;77.0;0.0;0.0;0.0;0.0;0.0;1.31;0.05;0.02;0.05;1.2
2215;48 years;1955;78.0;4.0;4.0;5.0;65.0;77.0;4.0;3.0;5.0;65.0;1.0;0.0;1.0;0.0;0.0;1.19;0.06;0.06;0.08;1.0
2216;48 years;1956;67.0;1.0;2.0;3.0;61.0;66.0;1.0;2.0;3.0;60.0;1.0;0.0;0.0;0.0;1.0;1.01;0.02;0.03;0.05;0.92
2217;48 years;1957;68.0;3.0;4.0;3.0;58.0;68.0;3.0;4.0;3.0;58.0;0.0;0.0;0.0;0.0;0.0;1.02;0.05;0.06;0.05;0.87
2218;48 years;1958;65.0;2.0;2.0;4.0;57.0;65.0;2.0;2.0;4.0;57.0;0.0;0.0;0.0;0.0;0.0;0.99;0.03;0.03;0.06;0.87
2219;48 years;1959;81.0;3.0;4.0;6.0;68.0;81.0;3.0;4.0;6.0;68.0;0.0;0.0;0.0;0.0;0.0;1.25;0.05;0.06;0.09;1.05
2220;48 years;1960;63.0;3.0;2.0;5.0;53.0;61.0;2.0;2.0;5.0;52.0;2.0;1.0;0.0;0.0;1.0;0.91;0.04;0.03;0.07;0.77
2221;48 years;1961;78.0;2.0;1.0;5.0;70.0;78.0;2.0;1.0;5.0;70.0;0.0;0.0;0.0;0.0;0.0;1.13;0.03;0.01;0.07;1.01
2222;48 years;1962;76.0;3.0;3.0;5.0;65.0;76.0;3.0;3.0;5.0;65.0;0.0;0.0;0.0;0.0;0.0;1.09;0.04;0.04;0.07;0.93
2223;48 years;1963;56.0;0.0;2.0;3.0;51.0;55.0;0.0;2.0;3.0;50.0;1.0;0.0;0.0;0.0;1.0;0.85;0.0;0.03;0.05;0.77
2224;48 years;1964;49.0;0.0;2.0;3.0;44.0;49.0;0.0;2.0;3.0;44.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;0.03;0.05;0.65
2225;48 years;1965;46.0;0.0;2.0;2.0;42.0;44.0;0.0;2.0;2.0;40.0;2.0;0.0;0.0;0.0;2.0;0.69;0.0;0.03;0.03;0.63
2226;48 years;1966;50.0;1.0;3.0;3.0;43.0;50.0;1.0;3.0;3.0;43.0;0.0;0.0;0.0;0.0;0.0;0.77;0.02;0.05;0.05;0.66
2227;48 years;1967;46.0;2.0;3.0;2.0;39.0;46.0;2.0;3.0;2.0;39.0;0.0;0.0;0.0;0.0;0.0;0.69;0.03;0.05;0.03;0.59
2228;48 years;1968;49.0;2.0;2.0;3.0;42.0;49.0;2.0;2.0;3.0;42.0;0.0;0.0;0.0;0.0;0.0;0.62;0.03;0.03;0.04;0.53
2229;48 years;1969;35.0;1.0;3.0;1.0;30.0;33.0;1.0;2.0;1.0;29.0;2.0;0.0;1.0;0.0;1.0;0.45;0.01;0.04;0.01;0.39
2230;48 years;1970;43.0;4.0;2.0;2.0;35.0;42.0;4.0;2.0;2.0;34.0;1.0;0.0;0.0;0.0;1.0;0.57;0.05;0.03;0.03;0.46
2231;48 years;1971;24.0;3.0;2.0;1.0;18.0;24.0;3.0;2.0;1.0;18.0;0.0;0.0;0.0;0.0;0.0;0.31;0.04;0.03;0.01;0.23
2232;48 years;1972;12.0;1.0;1.0;1.0;9.0;11.0;1.0;1.0;1.0;8.0;1.0;0.0;0.0;0.0;1.0;0.16;0.01;0.01;0.01;0.12
2233;48 years;1973;16.0;1.0;2.0;2.0;11.0;16.0;1.0;2.0;2.0;11.0;0.0;0.0;0.0;0.0;0.0;0.21;0.01;0.03;0.03;0.15
2234;48 years;1974;14.0;0.0;2.0;0.0;12.0;14.0;0.0;2.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.19;0.0;0.03;0.0;0.16
2235;48 years;1975;14.0;0.0;2.0;0.0;12.0;14.0;0.0;2.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.19;0.0;0.03;0.0;0.16
2236;48 years;1976;5.0;0.0;0.0;2.0;3.0;4.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.07;0.0;0.0;0.03;0.04
2237;48 years;1977;8.0;1.0;0.0;0.0;7.0;8.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.11;0.01;0.0;0.0;0.09
2238;48 years;1978;23.0;4.0;2.0;4.0;13.0;23.0;4.0;2.0;4.0;13.0;0.0;0.0;0.0;0.0;0.0;0.3;0.05;0.03;0.05;0.17
2239;48 years;1979;18.0;1.0;5.0;2.0;10.0;18.0;1.0;5.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.24;0.01;0.07;0.03;0.13
2240;48 years;1980;11.0;1.0;2.0;2.0;6.0;11.0;1.0;2.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.14;0.01;0.03;0.03;0.08
2241;48 years;1981;18.0;2.0;3.0;1.0;12.0;17.0;2.0;3.0;1.0;11.0;1.0;0.0;0.0;0.0;1.0;0.24;0.03;0.04;0.01;0.16
2242;48 years;1982;12.0;0.0;1.0;1.0;10.0;12.0;0.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.16;0.0;0.01;0.01;0.13
2243;48 years;1983;21.0;2.0;2.0;1.0;16.0;21.0;2.0;2.0;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.28;0.03;0.03;0.01;0.21
2244;48 years;1984;9.0;2.0;0.0;1.0;6.0;8.0;1.0;0.0;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.12;0.03;0.0;0.01;0.08
2245;48 years;1985;19.0;2.0;5.0;2.0;10.0;18.0;1.0;5.0;2.0;10.0;1.0;1.0;0.0;0.0;0.0;0.25;0.03;0.07;0.03;0.13
2246;48 years;1986;21.0;0.0;2.0;0.0;19.0;21.0;0.0;2.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.26;0.0;0.03;0.0;0.24
2247;48 years;1987;24.0;4.0;0.0;0.0;20.0;22.0;3.0;0.0;0.0;19.0;2.0;1.0;0.0;0.0;1.0;0.3;0.05;0.0;0.0;0.25
2248;48 years;1988;31.0;1.0;1.0;0.0;29.0;31.0;1.0;1.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.37;0.01;0.01;0.0;0.35
2249;48 years;1989;20.0;1.0;1.0;2.0;16.0;18.0;0.0;1.0;2.0;15.0;2.0;1.0;0.0;0.0;1.0;0.25;0.01;0.01;0.03;0.2
2250;48 years;1990;30.0;1.0;1.0;2.0;26.0;29.0;1.0;0.0;2.0;26.0;1.0;0.0;1.0;0.0;0.0;0.36;0.01;0.01;0.02;0.31
2251;48 years;1991;21.0;1.0;1.0;1.0;18.0;18.0;0.0;0.0;0.0;18.0;3.0;1.0;1.0;1.0;0.0;0.23;0.01;0.01;0.01;0.2
2252;48 years;1992;14.0;1.0;1.0;2.0;10.0;14.0;1.0;1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.15;0.01;0.01;0.02;0.1
2253;48 years;1993;21.0;3.0;1.0;1.0;16.0;17.0;1.0;0.0;1.0;15.0;4.0;2.0;1.0;0.0;1.0;0.23;0.03;0.01;0.01;0.17
2254;48 years;1994;15.0;2.0;1.0;2.0;10.0;13.0;0.0;1.0;2.0;10.0;2.0;2.0;0.0;0.0;0.0;0.12;0.02;0.01;0.02;0.08
2255;48 years;1995;6.0;0.0;0.0;1.0;5.0;5.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;1.0;0.0;0.05;0.0;0.0;0.01;0.04
2256;48 years;1996;6.0;2.0;0.0;0.0;4.0;5.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.05;0.02;0.0;0.0;0.04
2257;48 years;1997;9.0;0.0;3.0;1.0;5.0;8.0;0.0;3.0;0.0;5.0;1.0;0.0;0.0;1.0;0.0;0.08;0.0;0.03;0.01;0.05
2258;48 years;1998;19.0;2.0;2.0;1.0;14.0;17.0;2.0;2.0;1.0;12.0;2.0;0.0;0.0;0.0;2.0;0.17;0.02;0.02;0.01;0.13
2259;48 years;1999;10.0;4.0;1.0;0.0;5.0;8.0;3.0;1.0;0.0;4.0;2.0;1.0;0.0;0.0;1.0;0.09;0.04;0.01;0.0;0.05
2260;48 years;2000;5.0;1.0;2.0;0.0;2.0;5.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.04;0.01;0.02;0.0;0.02
2261;48 years;2001;11.0;1.0;2.0;2.0;6.0;9.0;0.0;1.0;2.0;6.0;2.0;1.0;1.0;0.0;0.0;0.1;0.01;0.02;0.02;0.05
2262;48 years;2002;14.0;4.0;1.0;2.0;7.0;11.0;2.0;1.0;1.0;7.0;3.0;2.0;0.0;1.0;0.0;0.12;0.04;0.01;0.02;0.06
2263;48 years;2003;10.0;3.0;2.0;1.0;4.0;8.0;2.0;2.0;0.0;4.0;2.0;1.0;0.0;1.0;0.0;0.09;0.03;0.02;0.01;0.04
2264;48 years;2004;22.0;6.0;5.0;1.0;10.0;14.0;3.0;2.0;0.0;9.0;8.0;3.0;3.0;1.0;1.0;0.19;0.05;0.04;0.01;0.09
2265;48 years;2005;15.0;8.0;0.0;1.0;6.0;14.0;7.0;0.0;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.13;0.07;0.0;0.01;0.05
2266;48 years;2006;8.0;4.0;3.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;5.0;3.0;2.0;0.0;0.0;0.07;0.03;0.03;0.01;0.0
2267;48 years;2007;13.0;6.0;0.0;5.0;2.0;5.0;3.0;0.0;1.0;1.0;8.0;3.0;0.0;4.0;1.0;0.11;0.05;0.0;0.04;0.02
2268;48 years;2008;12.0;4.0;2.0;3.0;3.0;4.0;1.0;1.0;0.0;2.0;8.0;3.0;1.0;3.0;1.0;0.1;0.03;0.02;0.02;0.02
2269;48 years;2009;18.0;9.0;2.0;4.0;3.0;10.0;3.0;0.0;4.0;3.0;8.0;6.0;2.0;0.0;0.0;0.14;0.07;0.02;0.03;0.02
2270;48 years;2010;27.0;10.0;4.0;4.0;9.0;17.0;7.0;1.0;2.0;7.0;10.0;3.0;3.0;2.0;2.0;0.21;0.08;0.03;0.03;0.07
2271;48 years;2011;19.0;10.0;3.0;2.0;4.0;12.0;6.0;2.0;1.0;3.0;7.0;4.0;1.0;1.0;1.0;0.15;0.08;0.02;0.02;0.03
2272;48 years;2012;23.0;10.0;6.0;3.0;4.0;15.0;8.0;2.0;1.0;4.0;8.0;2.0;4.0;2.0;0.0;0.18;0.08;0.05;0.02;0.03
2273;48 years;2013;20.0;7.0;4.0;3.0;6.0;12.0;4.0;2.0;2.0;4.0;8.0;3.0;2.0;1.0;2.0;0.16;0.06;0.03;0.02;0.05
2274;48 years;2014;21.0;11.0;5.0;0.0;5.0;11.0;3.0;4.0;0.0;4.0;10.0;8.0;1.0;0.0;1.0;0.17;0.09;0.04;0.0;0.04
2275;49 years or older;1950;35.0;1.0;1.0;3.0;30.0;35.0;1.0;1.0;3.0;30.0;0.0;0.0;0.0;0.0;0.0;0.59;0.02;0.02;0.05;0.51
2276;49 years or older;1951;56.0;0.0;1.0;3.0;52.0;55.0;0.0;1.0;3.0;51.0;1.0;0.0;0.0;0.0;1.0;0.92;0.0;0.02;0.05;0.86
2277;49 years or older;1952;37.0;0.0;0.0;6.0;31.0;35.0;0.0;0.0;6.0;29.0;2.0;0.0;0.0;0.0;2.0;0.61;0.0;0.0;0.1;0.51
2278;49 years or older;1953;47.0;2.0;2.0;6.0;37.0;46.0;2.0;2.0;6.0;36.0;1.0;0.0;0.0;0.0;1.0;0.75;0.03;0.03;0.1;0.59
2279;49 years or older;1954;47.0;2.0;1.0;1.0;43.0;47.0;2.0;1.0;1.0;43.0;0.0;0.0;0.0;0.0;0.0;0.74;0.03;0.02;0.02;0.68
2280;49 years or older;1955;37.0;0.0;2.0;2.0;33.0;37.0;0.0;2.0;2.0;33.0;0.0;0.0;0.0;0.0;0.0;0.58;0.0;0.03;0.03;0.52
2281;49 years or older;1956;47.0;1.0;3.0;5.0;38.0;47.0;1.0;3.0;5.0;38.0;0.0;0.0;0.0;0.0;0.0;0.72;0.02;0.05;0.08;0.58
