ID;SITC;GroupsOfCountries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5;ImportValue_6;ExportValue_7;BalanceOfTrade_8;ChangeInImportValue_9;ChangeInExportValue_10
312;Total goods;European Union (excl. the Netherlands);2005 March;;;;;;12199.0;18912.0;6713.0;;
313;Total goods;European Union (excl. the Netherlands);2005 April;;;;;;11690.0;17764.0;6073.0;;
314;Total goods;European Union (excl. the Netherlands);2005 May;;;;;;10978.0;16736.0;5759.0;8.8;8.3
315;Total goods;European Union (excl. the Netherlands);2005 June;;;;;;11753.0;18062.0;6309.0;1.1;5.2
316;Total goods;European Union (excl. the Netherlands);2005 July;;;;;;10839.0;16713.0;5874.0;2.9;4.9
317;Total goods;European Union (excl. the Netherlands);2005 August;;;;;;10518.0;16770.0;6252.0;5.6;11.8
318;Total goods;European Union (excl. the Netherlands);2005 September;;;;;;12183.0;19514.0;7331.0;5.3;7.1
319;Total goods;European Union (excl. the Netherlands);2005 October;;;;;;11967.0;19251.0;7284.0;5.7;7.9
320;Total goods;European Union (excl. the Netherlands);2005 November;;;;;;12363.0;19951.0;7588.0;5.8;10.7
321;Total goods;European Union (excl. the Netherlands);2005 December;;;;;;12359.0;19052.0;6693.0;5.2;10.2
322;Total goods;European Union (excl. the Netherlands);2005;;;;;;138197.0;216181.0;77984.0;;
323;Total goods;European Union (excl. the Netherlands);2006 January;;;;;;11884.0;19539.0;7655.0;12.2;17.0
324;Total goods;European Union (excl. the Netherlands);2006 February;;;;;;11883.0;19069.0;7186.0;10.5;13.8
325;Total goods;European Union (excl. the Netherlands);2006 March;;;;;;14065.0;22519.0;8454.0;15.3;19.1
326;Total goods;European Union (excl. the Netherlands);2006 April;;;;;;12374.0;18844.0;6470.0;5.8;6.1
327;Total goods;European Union (excl. the Netherlands);2006 May;;;;;;13534.0;19793.0;6259.0;23.3;18.3
328;Total goods;European Union (excl. the Netherlands);2006 June;;;;;;13268.0;20338.0;7070.0;12.9;12.6
329;Total goods;European Union (excl. the Netherlands);2006 July;;;;;;12388.0;18162.0;5774.0;14.3;8.7
330;Total goods;European Union (excl. the Netherlands);2006 August;;;;;;12110.0;19080.0;6970.0;15.1;13.8
331;Total goods;European Union (excl. the Netherlands);2006 September;;;;;;13047.0;20836.0;7789.0;7.1;6.8
332;Total goods;European Union (excl. the Netherlands);2006 October;;;;;;13635.0;21595.0;7960.0;13.9;12.2
333;Total goods;European Union (excl. the Netherlands);2006 November;;;;;;13793.0;22349.0;8556.0;11.6;12.0
334;Total goods;European Union (excl. the Netherlands);2006 December;;;;;;12819.0;20319.0;7501.0;3.7;6.7
335;Total goods;European Union (excl. the Netherlands);2006;;;;;;154799.0;242441.0;87643.0;12.0;12.1
336;Total goods;European Union (excl. the Netherlands);2007 January;13396.0;20905.0;7509.0;;;13110.0;21202.0;8092.0;;
337;Total goods;European Union (excl. the Netherlands);2007 February;13637.0;20303.0;6666.0;;;13299.0;20519.0;7220.0;;
338;Total goods;European Union (excl. the Netherlands);2007 March;15467.0;23110.0;7643.0;;;15111.0;23143.0;8031.0;;
339;Total goods;European Union (excl. the Netherlands);2007 April;13722.0;19916.0;6194.0;;;13381.0;20127.0;6746.0;;
340;Total goods;European Union (excl. the Netherlands);2007 May;14727.0;20955.0;6228.0;;;14364.0;21186.0;6822.0;;
341;Total goods;European Union (excl. the Netherlands);2007 June;14961.0;21391.0;6430.0;;;14594.0;21621.0;7027.0;;
342;Total goods;European Union (excl. the Netherlands);2007 July;14026.0;20644.0;6618.0;;;13697.0;20817.0;7119.0;;
343;Total goods;European Union (excl. the Netherlands);2007 August;13895.0;20305.0;6410.0;;;13573.0;20486.0;6913.0;;
344;Total goods;European Union (excl. the Netherlands);2007 September;14474.0;21752.0;7278.0;;;14076.0;22098.0;8022.0;;
345;Total goods;European Union (excl. the Netherlands);2007 October;15759.0;23948.0;8189.0;;;15369.0;24167.0;8798.0;;
346;Total goods;European Union (excl. the Netherlands);2007 November;15995.0;24665.0;8670.0;;;15614.0;24941.0;9327.0;;
347;Total goods;European Union (excl. the Netherlands);2007 December;14119.0;21432.0;7313.0;;;13745.0;21601.0;7856.0;;
348;Total goods;European Union (excl. the Netherlands);2007;174179.0;259328.0;85149.0;;;169934.0;261908.0;91975.0;;
349;Total goods;European Union (excl. the Netherlands);2008 January;15342.0;24127.0;8785.0;;;;;;;
350;Total goods;European Union (excl. the Netherlands);2008 February;15796.0;23738.0;7942.0;;;;;;;
351;Total goods;European Union (excl. the Netherlands);2008 March;15435.0;24429.0;8994.0;;;;;;;
352;Total goods;European Union (excl. the Netherlands);2008 April;16195.0;24374.0;8179.0;;;;;;;
353;Total goods;European Union (excl. the Netherlands);2008 May;15572.0;23159.0;7587.0;;;;;;;
354;Total goods;European Union (excl. the Netherlands);2008 June;16223.0;23943.0;7720.0;;;;;;;
355;Total goods;European Union (excl. the Netherlands);2008 July;15921.0;23729.0;7808.0;;;;;;;
356;Total goods;European Union (excl. the Netherlands);2008 August;14143.0;21822.0;7679.0;;;;;;;
357;Total goods;European Union (excl. the Netherlands);2008 September;16290.0;24958.0;8667.0;;;;;;;
358;Total goods;European Union (excl. the Netherlands);2008 October;16579.0;25673.0;9093.0;;;;;;;
359;Total goods;European Union (excl. the Netherlands);2008 November;14314.0;22547.0;8234.0;;;;;;;
360;Total goods;European Union (excl. the Netherlands);2008 December;13318.0;20236.0;6918.0;;;;;;;
361;Total goods;European Union (excl. the Netherlands);2008;185128.0;282735.0;97607.0;;;;;;;
362;Total goods;European Union (excl. the Netherlands);2009 January;11938.0;19555.0;7617.0;-22.2;-18.9;;;;;
363;Total goods;European Union (excl. the Netherlands);2009 February;12574.0;18848.0;6274.0;-20.4;-20.6;;;;;
364;Total goods;European Union (excl. the Netherlands);2009 March;13298.0;20229.0;6931.0;-13.8;-17.2;;;;;
365;Total goods;European Union (excl. the Netherlands);2009 April;12124.0;18027.0;5903.0;-25.1;-26.0;;;;;
366;Total goods;European Union (excl. the Netherlands);2009 May;11757.0;17721.0;5964.0;-24.5;-23.5;;;;;
367;Total goods;European Union (excl. the Netherlands);2009 June;12803.0;18721.0;5918.0;-21.1;-21.8;;;;;
368;Total goods;European Union (excl. the Netherlands);2009 July;12800.0;18630.0;5830.0;-19.6;-21.5;;;;;
369;Total goods;European Union (excl. the Netherlands);2009 August;11293.0;17035.0;5742.0;-20.2;-21.9;;;;;
370;Total goods;European Union (excl. the Netherlands);2009 September;12992.0;20278.0;7285.0;-20.2;-18.8;;;;;
371;Total goods;European Union (excl. the Netherlands);2009 October;13426.0;21295.0;7869.0;-19.0;-17.0;;;;;
372;Total goods;European Union (excl. the Netherlands);2009 November;13174.0;21170.0;7997.0;-8.0;-6.1;;;;;
373;Total goods;European Union (excl. the Netherlands);2009 December;13648.0;19834.0;6186.0;2.5;-2.0;;;;;
374;Total goods;European Union (excl. the Netherlands);2009;151826.0;231344.0;79518.0;-18.0;-18.2;;;;;
375;Total goods;European Union (excl. the Netherlands);2010 January;12801.0;20918.0;8117.0;7.2;7.0;;;;;
376;Total goods;European Union (excl. the Netherlands);2010 February;13183.0;20578.0;7395.0;4.8;9.2;;;;;
377;Total goods;European Union (excl. the Netherlands);2010 March;15703.0;24479.0;8776.0;18.1;21.0;;;;;
378;Total goods;European Union (excl. the Netherlands);2010 April;14859.0;22398.0;7539.0;22.6;24.2;;;;;
379;Total goods;European Union (excl. the Netherlands);2010 May;14350.0;21773.0;7423.0;22.1;22.9;;;;;
380;Total goods;European Union (excl. the Netherlands);2010 June;16444.0;23619.0;7174.0;28.4;26.2;;;;;
381;Total goods;European Union (excl. the Netherlands);2010 July;14207.0;22190.0;7983.0;11.0;19.1;;;;;
382;Total goods;European Union (excl. the Netherlands);2010 August;13329.0;21005.0;7676.0;18.0;23.3;;;;;
383;Total goods;European Union (excl. the Netherlands);2010 September;14795.0;23852.0;9057.0;13.9;17.6;;;;;
384;Total goods;European Union (excl. the Netherlands);2010 October;15248.0;24265.0;9017.0;13.6;13.9;;;;;
385;Total goods;European Union (excl. the Netherlands);2010 November;16081.0;25908.0;9826.0;22.1;22.4;;;;;
386;Total goods;European Union (excl. the Netherlands);2010 December;15670.0;24681.0;9011.0;14.8;24.4;;;;;
387;Total goods;European Union (excl. the Netherlands);2010;176670.0;275666.0;98996.0;16.4;19.2;;;;;
388;Total goods;European Union (excl. the Netherlands);2011 January;14805.0;24206.0;9400.0;15.7;15.7;;;;;
389;Total goods;European Union (excl. the Netherlands);2011 February;15779.0;24493.0;8715.0;19.7;19.0;;;;;
390;Total goods;European Union (excl. the Netherlands);2011 March;17945.0;28115.0;10170.0;14.3;14.9;;;;;
391;Total goods;European Union (excl. the Netherlands);2011 April;15280.0;24732.0;9452.0;2.8;10.4;;;;;
392;Total goods;European Union (excl. the Netherlands);2011 May;16773.0;25554.0;8781.0;16.9;17.4;;;;;
393;Total goods;European Union (excl. the Netherlands);2011 June;16362.0;24935.0;8574.0;-0.5;5.6;;;;;
394;Total goods;European Union (excl. the Netherlands);2011 July;15774.0;23981.0;8206.0;11.0;8.1;;;;;
395;Total goods;European Union (excl. the Netherlands);2011 August;15505.0;23990.0;8485.0;16.3;14.2;;;;;
396;Total goods;European Union (excl. the Netherlands);2011 September;16397.0;25975.0;9577.0;10.8;8.9;;;;;
397;Total goods;European Union (excl. the Netherlands);2011 October;16060.0;25552.0;9493.0;5.3;5.3;;;;;
398;Total goods;European Union (excl. the Netherlands);2011 November;16748.0;26349.0;9600.0;4.1;1.7;;;;;
399;Total goods;European Union (excl. the Netherlands);2011 December;16137.0;25001.0;8864.0;3.0;1.3;;;;;
400;Total goods;European Union (excl. the Netherlands);2011;193565.0;302883.0;109318.0;9.6;9.9;;;;;
401;Total goods;European Union (excl. the Netherlands);2012 January;15523.0;25155.0;9633.0;4.8;3.9;;;;;
402;Total goods;European Union (excl. the Netherlands);2012 February;16267.0;25933.0;9666.0;3.1;5.9;;;;;
403;Total goods;European Union (excl. the Netherlands);2012 March;18066.0;27938.0;9873.0;0.7;-0.6;;;;;
404;Total goods;European Union (excl. the Netherlands);2012 April;16105.0;25097.0;8992.0;5.4;1.5;;;;;
405;Total goods;European Union (excl. the Netherlands);2012 May;16883.0;26160.0;9277.0;0.7;2.4;;;;;
406;Total goods;European Union (excl. the Netherlands);2012 June;17034.0;25663.0;8628.0;4.1;2.9;;;;;
407;Total goods;European Union (excl. the Netherlands);2012 July;16452.0;25245.0;8792.0;4.3;5.3;;;;;
408;Total goods;European Union (excl. the Netherlands);2012 August;16234.0;24406.0;8172.0;4.7;1.7;;;;;
409;Total goods;European Union (excl. the Netherlands);2012 September;16658.0;25532.0;8873.0;1.6;-1.7;;;;;
410;Total goods;European Union (excl. the Netherlands);2012 October;18133.0;28552.0;10419.0;12.9;11.7;;;;;
411;Total goods;European Union (excl. the Netherlands);2012 November;17488.0;27772.0;10284.0;4.4;5.4;;;;;
412;Total goods;European Union (excl. the Netherlands);2012 December;15853.0;24271.0;8418.0;-1.8;-2.9;;;;;
413;Total goods;European Union (excl. the Netherlands);2012;200696.0;311724.0;111028.0;3.7;2.9;;;;;
414;Total goods;European Union (excl. the Netherlands);2013 January;17198.0;26916.0;9718.0;10.8;7.0;;;;;
415;Total goods;European Union (excl. the Netherlands);2013 February;16719.0;25489.0;8769.0;2.8;-1.7;;;;;
416;Total goods;European Union (excl. the Netherlands);2013 March;17635.0;27667.0;10033.0;-2.4;-1.0;;;;;
417;Total goods;European Union (excl. the Netherlands);2013 April;16726.0;25702.0;8975.0;3.9;2.4;;;;;
418;Total goods;European Union (excl. the Netherlands);2013 May;17503.0;26701.0;9199.0;3.7;2.1;;;;;
419;Total goods;European Union (excl. the Netherlands);2013 June;17074.0;26168.0;9095.0;0.2;2.0;;;;;
420;Total goods;European Union (excl. the Netherlands);2013 July;17054.0;26052.0;8998.0;;;;;;;
421;Total goods;European Union (excl. the Netherlands);2013 August;15451.0;24338.0;8887.0;;;;;;;
422;Total goods;European Union (excl. the Netherlands);2013 September;16374.0;26445.0;10071.0;;;;;;;
423;Total goods;European Union (excl. the Netherlands);2013 October;17242.0;28576.0;11334.0;;;;;;;
424;Total goods;European Union (excl. the Netherlands);2013 November;16684.0;27472.0;10788.0;;;;;;;
425;Total goods;European Union (excl. the Netherlands);2013 December;16489.0;25504.0;9016.0;;;;;;;
426;Total goods;European Union (excl. the Netherlands);2013;202149.0;317031.0;114882.0;;;;;;;
427;Total goods;European Union (excl. the Netherlands);2014 January;16327.0;27144.0;10817.0;;;;;;;
428;Total goods;European Union (excl. the Netherlands);2014 February;16407.0;25642.0;9234.0;;;;;;;
429;Total goods;European Union (excl. the Netherlands);2014 March;17292.0;27460.0;10168.0;;;;;;;
430;Total goods;European Union (excl. the Netherlands);2014 April;17076.0;26574.0;9498.0;;;;;;;
431;Total goods;European Union (excl. the Netherlands);2014 May;16672.0;25903.0;9232.0;;;;;;;
432;Total goods;European Union (excl. the Netherlands);2014 June;16412.0;26336.0;9924.0;;;;;;;
433;Total goods;European Union (excl. the Netherlands);2014 July;16880.0;26604.0;9723.0;-1.0;2.1;;;;;
434;Total goods;European Union (excl. the Netherlands);2014 August;14217.0;23623.0;9406.0;-8.0;-2.9;;;;;
435;Total goods;European Union (excl. the Netherlands);2014 September;17058.0;27575.0;10517.0;4.2;4.3;;;;;
436;Total goods;European Union (excl. the Netherlands);2014 October;17818.0;27849.0;10031.0;3.3;-2.5;;;;;
437;Total goods;European Union (excl. the Netherlands);2014 November;16259.0;26543.0;10284.0;-2.5;-3.4;;;;;
438;Total goods;European Union (excl. the Netherlands);2014 December;15965.0;25695.0;9731.0;-3.2;0.7;;;;;
439;Total goods;European Union (excl. the Netherlands);2014;198383.0;316949.0;118566.0;;;;;;;
440;Total goods;European Union (excl. the Netherlands);2015 January;15239.0;24171.0;8932.0;;;;;;;
441;Total goods;European Union (excl. the Netherlands);2015 February;15513.0;24432.0;8918.0;;;;;;;
442;Total goods;European Union (excl. the Netherlands);2015 March;18108.0;27250.0;9142.0;;;;;;;
443;Total goods;European Union (excl. the Netherlands);2015 April;16770.0;25205.0;8435.0;;;;;;;
444;Total goods;European Union (excl. the Netherlands);2015 May;16218.0;24111.0;7893.0;;;;;;;
445;Total goods;European Union (excl. the Netherlands);2015 June;17860.0;26820.0;8960.0;;;;;;;
446;Total goods;European Union (excl. the Netherlands);2015 July;17474.0;25503.0;8029.0;;;;;;;
447;Total goods;European Union (excl. the Netherlands);2015 August;14925.0;23078.0;8153.0;;;;;;;
448;Total goods;European Union (excl. the Netherlands);2015 September;16887.0;25767.0;8880.0;;;;;;;
449;Total goods;European Union (excl. the Netherlands);2015 October;17331.0;25901.0;8570.0;;;;;;;
450;Total goods;European Union (excl. the Netherlands);2015 November;16954.0;25700.0;8746.0;;;;;;;
451;Total goods;European Union (excl. the Netherlands);2015 December;17202.0;24568.0;7366.0;;;;;;;
452;Total goods;European Union (excl. the Netherlands);2015;200481.0;302505.0;102024.0;;;;;;;
453;Total goods;European Union (excl. the Netherlands);2016 January;15093.0;23729.0;8636.0;-1.0;-1.8;;;;;
454;Total goods;European Union (excl. the Netherlands);2016 February;15916.0;24742.0;8826.0;2.6;1.3;;;;;
455;Total goods;European Union (excl. the Netherlands);2016 March;17148.0;26528.0;9380.0;-5.3;-2.7;;;;;
456;Total goods;European Union (excl. the Netherlands);2016 April;16311.0;25576.0;9265.0;-2.7;1.5;;;;;
457;Total goods;European Union (excl. the Netherlands);2016 May;16247.0;24912.0;8665.0;0.2;3.3;;;;;
458;Total goods;European Union (excl. the Netherlands);2016 June;17412.0;26312.0;8900.0;-2.5;-1.9;;;;;
459;Total goods;European Union (excl. the Netherlands);2016 July;15983.0;24068.0;8085.0;-8.5;-5.6;;;;;
460;Total goods;European Union (excl. the Netherlands);2016 August;15907.0;24248.0;8341.0;6.6;5.1;;;;;
461;Total goods;European Union (excl. the Netherlands);2016 September;17197.0;26299.0;9102.0;1.8;2.1;;;;;
462;Total goods;European Union (excl. the Netherlands);2016 October;17299.0;26167.0;8869.0;-0.2;1.0;;;;;
463;Total goods;European Union (excl. the Netherlands);2016 November;18069.0;27622.0;9554.0;6.6;7.5;;;;;
464;Total goods;European Union (excl. the Netherlands);2016 December;17815.0;26390.0;8576.0;3.6;7.4;;;;;
465;Total goods;European Union (excl. the Netherlands);2016;200395.0;306594.0;106200.0;0.0;1.4;;;;;
466;Total goods;European Union (excl. the Netherlands);2017 January;17341.0;27262.0;9922.0;14.9;14.9;;;;;
467;Total goods;European Union (excl. the Netherlands);2017 February;17146.0;27139.0;9993.0;7.7;9.7;;;;;
468;Total goods;European Union (excl. the Netherlands);2017 March;20030.0;31139.0;11109.0;16.8;17.4;;;;;
469;Total goods;European Union (excl. the Netherlands);2017 April;16704.0;25284.0;8580.0;2.4;-1.1;;;;;
470;Total goods;European Union (excl. the Netherlands);2017 May;18968.0;28512.0;9544.0;16.8;14.5;;;;;
471;Total goods;European Union (excl. the Netherlands);2017 June;18883.0;28730.0;9847.0;8.4;9.2;;;;;
472;Total goods;European Union (excl. the Netherlands);2017 July;17717.0;26100.0;8383.0;10.9;8.4;;;;;
473;Total goods;European Union (excl. the Netherlands);2017 August;17563.0;26124.0;8561.0;10.4;7.7;;;;;
474;Total goods;European Union (excl. the Netherlands);2017 September;18526.0;28006.0;9480.0;7.7;6.5;;;;;
475;Total goods;European Union (excl. the Netherlands);2017 October;19129.0;28308.0;9179.0;10.6;8.2;;;;;
476;Total goods;European Union (excl. the Netherlands);2017 November;20714.0;30167.0;9453.0;14.6;9.2;;;;;
477;Total goods;European Union (excl. the Netherlands);2017 December;19053.0;26877.0;7824.0;6.9;1.8;;;;;
478;Total goods;European Union (excl. the Netherlands);2017;221774.0;333649.0;111875.0;10.7;8.8;;;;;
479;Total goods;European Union (excl. the Netherlands);2018 January;19041.0;28932.0;9891.0;9.8;6.1;;;;;
480;Total goods;European Union (excl. the Netherlands);2018 February;18978.0;27648.0;8671.0;10.7;1.9;;;;;
481;Total goods;European Union (excl. the Netherlands);2018 March;20497.0;30766.0;10270.0;2.3;-1.2;;;;;
482;Total goods;European Union (excl. the Netherlands);2018 April;18911.0;27651.0;8739.0;13.2;9.4;;;;;
483;Total goods;European Union (excl. the Netherlands);2018 May;19676.0;30004.0;10328.0;3.7;5.2;;;;;
484;Total goods;European Union (excl. the Netherlands);2018 June;20065.0;29985.0;9920.0;6.3;4.4;;;;;
485;Total goods;European Union (excl. the Netherlands);2018 July;19422.0;28293.0;8870.0;9.6;8.4;;;;;
486;Total goods;European Union (excl. the Netherlands);2018 August;18560.0;28358.0;9798.0;5.7;8.6;;;;;
487;Total goods;European Union (excl. the Netherlands);2018 September;19413.0;29566.0;10153.0;4.8;5.6;;;;;
488;Total goods;European Union (excl. the Netherlands);2018 October;21632.0;31976.0;10344.0;13.1;13.0;;;;;
489;Total goods;European Union (excl. the Netherlands);2018 November;20678.0;31772.0;11094.0;-0.2;5.3;;;;;
490;Total goods;European Union (excl. the Netherlands);2018 December;19029.0;27430.0;8401.0;-0.1;2.1;;;;;
491;Total goods;European Union (excl. the Netherlands);2018;235902.0;352382.0;116480.0;6.4;5.6;;;;;
492;Total goods;European Union (excl. the Netherlands);2019 January;20239.0;30423.0;10184.0;6.3;5.2;;;;;
493;Total goods;European Union (excl. the Netherlands);2019 February;19458.0;29472.0;10013.0;2.5;6.6;;;;;
494;Total goods;European Union (excl. the Netherlands);2019 March;21328.0;32242.0;10914.0;4.1;4.8;;;;;
495;Total goods;European Union (excl. the Netherlands);2019 April;20630.0;29927.0;9297.0;9.1;8.2;;;;;
496;Total goods;European Union (excl. the Netherlands);2019 May;21453.0;31567.0;10114.0;9.0;5.2;;;;;
497;Total goods;European Union (excl. the Netherlands);2019 June;19653.0;28627.0;8974.0;-2.1;-4.5;;;;;
498;Total goods;European Union (excl. the Netherlands);2019 July;19895.0;29641.0;9746.0;2.4;4.8;;;;;
499;Total goods;European Union (excl. the Netherlands);2019 August;17910.0;27380.0;9470.0;-3.5;-3.4;;;;;
500;Total goods;European Union (excl. the Netherlands);2019 September;20345.0;29861.0;9516.0;4.8;1.0;;;;;
501;Total goods;European Union (excl. the Netherlands);2019 October;21304.0;32081.0;10777.0;-1.5;0.3;;;;;
502;Total goods;European Union (excl. the Netherlands);2019 November;20453.0;30214.0;9761.0;-1.1;-4.9;;;;;
503;Total goods;European Union (excl. the Netherlands);2019 December;19934.0;28130.0;8196.0;4.8;2.5;;;;;
504;Total goods;European Union (excl. the Netherlands);2019;242602.0;359565.0;116962.0;2.8;2.0;;;;;
505;Total goods;European Union (excl. the Netherlands);2020 January;20193.0;30900.0;10707.0;-0.2;1.6;;;;;
506;Total goods;European Union (excl. the Netherlands);2020 February;17073.0;25896.0;8823.0;;;;;;;
507;Total goods;European Union (excl. the Netherlands);2020 March;18137.0;26560.0;8423.0;;;;;;;
508;Total goods;European Union (excl. the Netherlands);2020 April;14613.0;20811.0;6199.0;;;;;;;
509;Total goods;European Union (excl. the Netherlands);2020 May;14706.0;21683.0;6977.0;;;;;;;
510;Total goods;European Union (excl. the Netherlands);2020 June;17368.0;24765.0;7396.0;;;;;;;
511;Total goods;European Union (excl. the Netherlands);2020 July;17320.0;24640.0;7320.0;;;;;;;
512;Total goods;European Union (excl. the Netherlands);2020 August;15427.0;22909.0;7482.0;;;;;;;
513;Total goods;European Union (excl. the Netherlands);2020 September;18111.0;26622.0;8511.0;;;;;;;
514;Total goods;European Union (excl. the Netherlands);2020 October;18339.0;27744.0;9406.0;;;;;;;
515;Total goods;European Union (excl. the Netherlands);2020 November;18737.0;27148.0;8411.0;;;;;;;
516;Total goods;European Union (excl. the Netherlands);2020 December;18749.0;25714.0;6965.0;;;;;;;
517;Total goods;European Union (excl. the Netherlands);2020;208773.0;305393.0;96620.0;;;;;;;
518;Total goods;European Union (excl. the Netherlands);2021 January;17544.0;26887.0;9343.0;;;;;;;
519;Total goods;European Union (excl. the Netherlands);2021 February;18542.0;27379.0;8837.0;8.6;5.7;;;;;
520;Total goods;European Union (excl. the Netherlands);2021 March;21800.0;33222.0;11422.0;20.2;25.1;;;;;
521;Total goods;European Union (excl. the Netherlands);2021 April;20239.0;30129.0;9890.0;38.5;44.8;;;;;
