ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalEigenWoningen_2;TotaalHuurwoning_3;InBezitWoningcorporatie_4;InBezitOverigeVerhuurders_5;EigendomOnbekend_6;EigenWoningen_7;TotaalRelatief_8;InBezitWoningcorporatie_9;InBezitOverigeVerhuurders_10;OnbekendRelatief_11;Regiocode_12;UniekeCode_13
218;Arnhem/Nijmegen (CR);2007;293497.0;152161.0;134074.0;;;7262.0;51.8;45.7;;;2.5;15.0;CR
219;Arnhem/Nijmegen (CR);2008;297249.0;155646.0;133554.0;;;8049.0;52.4;44.9;;;2.7;15.0;CR
220;Arnhem/Nijmegen (CR);2009;300234.0;159413.0;139430.0;102436.0;36994.0;1391.0;53.1;46.4;34.1;12.3;0.5;15.0;CR
221;Arnhem/Nijmegen (CR);2010;304428.0;159303.0;142429.0;102715.0;39714.0;2696.0;52.3;46.8;33.7;13.0;0.9;15.0;CR
222;Arnhem/Nijmegen (CR);2011;306199.0;161391.0;143283.0;101023.0;42260.0;1525.0;52.7;46.8;33.0;13.8;0.5;15.0;CR
223;Arnhem/Nijmegen (CR);2012;308804.0;166720.0;140395.0;99233.0;41162.0;1689.0;54.0;45.5;32.1;13.3;0.5;15.0;CR
224;Zuidwest-Gelderland (CR);2006;87758.0;54929.0;30625.0;;;2204.0;62.6;34.9;;;2.5;16.0;CR
225;Zuidwest-Gelderland (CR);2007;88368.0;55456.0;30539.0;;;2373.0;62.8;34.6;;;2.7;16.0;CR
226;Zuidwest-Gelderland (CR);2008;89066.0;56160.0;30503.0;;;2403.0;63.1;34.2;;;2.7;16.0;CR
227;Zuidwest-Gelderland (CR);2009;89688.0;56954.0;32212.0;24822.0;7390.0;522.0;63.5;35.9;27.7;8.2;0.6;16.0;CR
228;Zuidwest-Gelderland (CR);2010;90829.0;57462.0;32869.0;25270.0;7599.0;498.0;63.3;36.2;27.8;8.4;0.5;16.0;CR
229;Zuidwest-Gelderland (CR);2011;91482.0;56791.0;34104.0;25133.0;8971.0;587.0;62.1;37.3;27.5;9.8;0.6;16.0;CR
230;Zuidwest-Gelderland (CR);2012;92840.0;58580.0;33475.0;25019.0;8456.0;785.0;63.1;36.1;26.9;9.1;0.8;16.0;CR
231;Utrecht (CR);2006;482424.0;268305.0;200671.0;;;13448.0;55.6;41.6;;;2.8;17.0;CR
232;Utrecht (CR);2007;487337.0;275739.0;195806.0;;;15792.0;56.6;40.2;;;3.2;17.0;CR
233;Utrecht (CR);2008;494230.0;282741.0;197044.0;;;14445.0;57.2;39.9;;;2.9;17.0;CR
234;Utrecht (CR);2009;500082.0;286364.0;210649.0;153042.0;57607.0;3069.0;57.3;42.1;30.6;11.5;0.6;17.0;CR
235;Utrecht (CR);2010;506189.0;289153.0;214388.0;153957.0;60431.0;2648.0;57.1;42.4;30.4;11.9;0.5;17.0;CR
236;Utrecht (CR);2011;509851.0;289450.0;216905.0;151233.0;65672.0;3496.0;56.8;42.5;29.7;12.9;0.7;17.0;CR
237;Utrecht (CR);2012;513836.0;297785.0;211953.0;151034.0;60919.0;4098.0;58.0;41.2;29.4;11.9;0.8;17.0;CR
238;Kop van Noord-Holland (CR);2006;150508.0;93520.0;53333.0;;;3655.0;62.1;35.4;;;2.4;18.0;CR
239;Kop van Noord-Holland (CR);2007;151927.0;95500.0;52585.0;;;3842.0;62.9;34.6;;;2.5;18.0;CR
240;Kop van Noord-Holland (CR);2008;153774.0;97178.0;52786.0;;;3810.0;63.2;34.3;;;2.5;18.0;CR
241;Kop van Noord-Holland (CR);2009;155808.0;99343.0;55690.0;44459.0;11231.0;775.0;63.8;35.7;28.5;7.2;0.5;18.0;CR
242;Kop van Noord-Holland (CR);2010;157184.0;99081.0;56790.0;45043.0;11747.0;1313.0;63.0;36.1;28.7;7.5;0.8;18.0;CR
243;Kop van Noord-Holland (CR);2011;158007.0;99860.0;57336.0;44502.0;12834.0;811.0;63.2;36.3;28.2;8.1;0.5;18.0;CR
244;Kop van Noord-Holland (CR);2012;159249.0;101790.0;56591.0;44593.0;11998.0;868.0;63.9;35.5;28.0;7.5;0.5;18.0;CR
245;Alkmaar en omgeving (CR);2006;96620.0;60850.0;33443.0;;;2327.0;63.0;34.6;;;2.4;19.0;CR
246;Alkmaar en omgeving (CR);2007;97389.0;62122.0;33084.0;;;2183.0;63.8;34.0;;;2.2;19.0;CR
247;Alkmaar en omgeving (CR);2008;98111.0;63183.0;32945.0;;;1983.0;64.4;33.6;;;2.0;19.0;CR
248;Alkmaar en omgeving (CR);2009;98814.0;64222.0;34284.0;25625.0;8659.0;308.0;65.0;34.7;25.9;8.8;0.3;19.0;CR
249;Alkmaar en omgeving (CR);2010;99951.0;64269.0;35354.0;26047.0;9307.0;328.0;64.3;35.4;26.1;9.3;0.3;19.0;CR
250;Alkmaar en omgeving (CR);2011;100562.0;64624.0;35673.0;25466.0;10207.0;265.0;64.3;35.5;25.3;10.1;0.3;19.0;CR
251;Alkmaar en omgeving (CR);2012;101431.0;66011.0;35129.0;25727.0;9402.0;291.0;65.1;34.6;25.4;9.3;0.3;19.0;CR
252;IJmond (CR);2006;80246.0;44496.0;33152.0;;;2598.0;55.4;41.3;;;3.2;20.0;CR
253;IJmond (CR);2007;80708.0;45405.0;32804.0;;;2499.0;56.3;40.6;;;3.1;20.0;CR
254;IJmond (CR);2008;81531.0;46263.0;33016.0;;;2252.0;56.7;40.5;;;2.8;20.0;CR
255;IJmond (CR);2009;82258.0;46964.0;34759.0;27144.0;7615.0;535.0;57.1;42.3;33.0;9.3;0.7;20.0;CR
256;IJmond (CR);2010;82824.0;47153.0;35101.0;27303.0;7798.0;570.0;56.9;42.4;33.0;9.4;0.7;20.0;CR
257;IJmond (CR);2011;83338.0;47312.0;35516.0;26788.0;8728.0;510.0;56.8;42.6;32.1;10.5;0.6;20.0;CR
258;IJmond (CR);2012;83972.0;48112.0;35364.0;26827.0;8537.0;496.0;57.3;42.1;31.9;10.2;0.6;20.0;CR
259;Agglomeratie Haarlem (CR);2006;97698.0;51502.0;41401.0;;;4795.0;52.7;42.4;;;4.9;21.0;CR
260;Agglomeratie Haarlem (CR);2007;98014.0;52422.0;39698.0;;;5894.0;53.5;40.5;;;6.0;21.0;CR
261;Agglomeratie Haarlem (CR);2008;100253.0;54256.0;41099.0;;;4898.0;54.1;41.0;;;4.9;21.0;CR
262;Agglomeratie Haarlem (CR);2009;100445.0;54868.0;44109.0;30224.0;13885.0;1468.0;54.6;43.9;30.1;13.8;1.5;21.0;CR
263;Agglomeratie Haarlem (CR);2010;101884.0;54638.0;45822.0;31566.0;14256.0;1424.0;53.6;45.0;31.0;14.0;1.4;21.0;CR
264;Agglomeratie Haarlem (CR);2011;102335.0;54795.0;46245.0;30210.0;16035.0;1295.0;53.5;45.2;29.5;15.7;1.3;21.0;CR
265;Agglomeratie Haarlem (CR);2012;103068.0;56500.0;45229.0;30621.0;14608.0;1339.0;54.8;43.9;29.7;14.2;1.3;21.0;CR
266;Zaanstreek (CR);2006;66380.0;30359.0;33886.0;;;2135.0;45.7;51.0;;;3.2;22.0;CR
267;Zaanstreek (CR);2007;67431.0;31622.0;33551.0;;;2258.0;46.9;49.8;;;3.3;22.0;CR
268;Zaanstreek (CR);2008;68243.0;32361.0;34125.0;;;1757.0;47.4;50.0;;;2.6;22.0;CR
269;Zaanstreek (CR);2009;68958.0;33357.0;35328.0;28294.0;7034.0;273.0;48.4;51.2;41.0;10.2;0.4;22.0;CR
270;Zaanstreek (CR);2010;70215.0;33943.0;36030.0;28901.0;7129.0;242.0;48.3;51.3;41.2;10.2;0.3;22.0;CR
271;Zaanstreek (CR);2011;70700.0;34243.0;36274.0;28498.0;7776.0;183.0;48.4;51.3;40.3;11.0;0.3;22.0;CR
272;Zaanstreek (CR);2012;71455.0;35236.0;35990.0;28551.0;7439.0;229.0;49.3;50.4;40.0;10.4;0.3;22.0;CR
273;Groot-Amsterdam (CR);2006;575860.0;186494.0;367535.0;;;21831.0;32.4;63.8;;;3.8;23.0;CR
274;Groot-Amsterdam (CR);2007;579544.0;194810.0;343388.0;;;41346.0;33.6;59.3;;;7.1;23.0;CR
275;Groot-Amsterdam (CR);2008;586469.0;204032.0;339925.0;;;42512.0;34.8;58.0;;;7.2;23.0;CR
276;Groot-Amsterdam (CR);2009;592711.0;211789.0;369901.0;227731.0;142170.0;11021.0;35.7;62.4;38.4;24.0;1.9;23.0;CR
277;Groot-Amsterdam (CR);2010;597287.0;211800.0;375974.0;248674.0;127300.0;9513.0;35.5;62.9;41.6;21.3;1.6;23.0;CR
278;Groot-Amsterdam (CR);2011;601399.0;217856.0;374701.0;243981.0;130720.0;8842.0;36.2;62.3;40.6;21.7;1.5;23.0;CR
279;Groot-Amsterdam (CR);2012;605354.0;224927.0;370690.0;237861.0;132829.0;9737.0;37.2;61.2;39.3;21.9;1.6;23.0;CR
280;Het Gooi en Vechtstreek (CR);2006;106514.0;58527.0;44216.0;;;3771.0;54.9;41.5;;;3.5;24.0;CR
281;Het Gooi en Vechtstreek (CR);2007;107488.0;59964.0;43358.0;;;4166.0;55.8;40.3;;;3.9;24.0;CR
282;Het Gooi en Vechtstreek (CR);2008;108303.0;60658.0;43598.0;;;4047.0;56.0;40.3;;;3.7;24.0;CR
283;Het Gooi en Vechtstreek (CR);2009;108749.0;61861.0;46342.0;32588.0;13754.0;546.0;56.9;42.6;30.0;12.6;0.5;24.0;CR
284;Het Gooi en Vechtstreek (CR);2010;109108.0;61642.0;46952.0;33046.0;13906.0;514.0;56.5;43.0;30.3;12.7;0.5;24.0;CR
285;Het Gooi en Vechtstreek (CR);2011;109537.0;61399.0;47669.0;31843.0;15826.0;469.0;56.1;43.5;29.1;14.4;0.4;24.0;CR
286;Het Gooi en Vechtstreek (CR);2012;109984.0;63541.0;45983.0;31774.0;14209.0;460.0;57.8;41.8;28.9;12.9;0.4;24.0;CR
287;Agglomeratie Leiden en Bollenstreek (CR);2006;159809.0;89997.0;66466.0;;;3346.0;56.3;41.6;;;2.1;25.0;CR
288;Agglomeratie Leiden en Bollenstreek (CR);2007;160925.0;92107.0;64525.0;;;4293.0;57.2;40.1;;;2.7;25.0;CR
289;Agglomeratie Leiden en Bollenstreek (CR);2008;162442.0;93703.0;64117.0;;;4622.0;57.7;39.5;;;2.8;25.0;CR
290;Agglomeratie Leiden en Bollenstreek (CR);2009;168096.0;97947.0;69361.0;49267.0;20094.0;788.0;58.3;41.3;29.3;12.0;0.5;25.0;CR
291;Agglomeratie Leiden en Bollenstreek (CR);2010;170451.0;99015.0;70402.0;49680.0;20722.0;1034.0;58.1;41.3;29.1;12.2;0.6;25.0;CR
292;Agglomeratie Leiden en Bollenstreek (CR);2011;171606.0;96037.0;74625.0;49107.0;25518.0;944.0;56.0;43.5;28.6;14.9;0.6;25.0;CR
293;Agglomeratie Leiden en Bollenstreek (CR);2012;173248.0;102360.0;69807.0;48607.0;21200.0;1081.0;59.1;40.3;28.1;12.2;0.6;25.0;CR
294;Agglomeratie 's-Gravenhage (CR);2006;366899.0;168290.0;179539.0;;;19070.0;45.9;48.9;;;5.2;26.0;CR
295;Agglomeratie 's-Gravenhage (CR);2007;370335.0;172265.0;174967.0;;;23103.0;46.5;47.2;;;6.2;26.0;CR
296;Agglomeratie 's-Gravenhage (CR);2008;372009.0;176291.0;174000.0;;;21718.0;47.4;46.8;;;5.8;26.0;CR
297;Agglomeratie 's-Gravenhage (CR);2009;375974.0;178906.0;190771.0;126683.0;64088.0;6297.0;47.6;50.7;33.7;17.0;1.7;26.0;CR
298;Agglomeratie 's-Gravenhage (CR);2010;380582.0;178259.0;195454.0;129668.0;65786.0;6869.0;46.8;51.4;34.1;17.3;1.8;26.0;CR
299;Agglomeratie 's-Gravenhage (CR);2011;383414.0;177847.0;200083.0;125174.0;74909.0;5484.0;46.4;52.2;32.6;19.5;1.4;26.0;CR
300;Agglomeratie 's-Gravenhage (CR);2012;385424.0;183502.0;196078.0;124059.0;72019.0;5844.0;47.6;50.9;32.2;18.7;1.5;26.0;CR
301;Delft en Westland (CR);2006;88208.0;44890.0;40187.0;;;3131.0;50.9;45.6;;;3.5;27.0;CR
302;Delft en Westland (CR);2007;89087.0;45947.0;39676.0;;;3464.0;51.6;44.5;;;3.9;27.0;CR
303;Delft en Westland (CR);2008;89861.0;46804.0;39796.0;;;3261.0;52.1;44.3;;;3.6;27.0;CR
304;Delft en Westland (CR);2009;90586.0;47794.0;42144.0;33581.0;8563.0;648.0;52.8;46.5;37.1;9.5;0.7;27.0;CR
305;Delft en Westland (CR);2010;91414.0;47997.0;42696.0;34084.0;8612.0;721.0;52.5;46.7;37.3;9.4;0.8;27.0;CR
306;Delft en Westland (CR);2011;91988.0;48207.0;43324.0;33722.0;9602.0;457.0;52.4;47.1;36.7;10.4;0.5;27.0;CR
307;Delft en Westland (CR);2012;92986.0;49879.0;42596.0;33471.0;9125.0;511.0;53.6;45.8;36.0;9.8;0.5;27.0;CR
308;Oost-Zuid-Holland (CR);2006;127715.0;73860.0;50735.0;;;3120.0;57.8;39.7;;;2.4;28.0;CR
309;Oost-Zuid-Holland (CR);2007;128473.0;75515.0;49939.0;;;3019.0;58.8;38.9;;;2.3;28.0;CR
310;Oost-Zuid-Holland (CR);2008;129742.0;76486.0;49991.0;;;3265.0;59.0;38.5;;;2.5;28.0;CR
311;Oost-Zuid-Holland (CR);2009;126559.0;75152.0;50808.0;37173.0;13635.0;599.0;59.4;40.1;29.4;10.8;0.5;28.0;CR
312;Oost-Zuid-Holland (CR);2010;120346.0;71248.0;48496.0;34943.0;13553.0;602.0;59.2;40.3;29.0;11.3;0.5;28.0;CR
313;Oost-Zuid-Holland (CR);2011;120701.0;71145.0;48969.0;33736.0;15233.0;587.0;58.9;40.6;28.0;12.6;0.5;28.0;CR
314;Oost-Zuid-Holland (CR);2012;121813.0;73990.0;47213.0;33415.0;13798.0;610.0;60.7;38.8;27.4;11.3;0.5;28.0;CR
315;Groot-Rijnmond (CR);2006;611191.0;255904.0;324419.0;;;30868.0;41.9;53.1;;;5.1;29.0;CR
316;Groot-Rijnmond (CR);2007;618418.0;266405.0;314293.0;;;37720.0;43.1;50.8;;;6.1;29.0;CR
317;Groot-Rijnmond (CR);2008;622705.0;277220.0;313156.0;;;32329.0;44.5;50.3;;;5.2;29.0;CR
318;Groot-Rijnmond (CR);2009;625381.0;284526.0;335667.0;260422.0;75245.0;5188.0;45.5;53.7;41.6;12.0;0.8;29.0;CR
319;Groot-Rijnmond (CR);2010;637477.0;291657.0;341251.0;262435.0;78816.0;4569.0;45.8;53.5;41.2;12.4;0.7;29.0;CR
320;Groot-Rijnmond (CR);2011;642495.0;292316.0;344459.0;258214.0;86245.0;5720.0;45.5;53.6;40.2;13.4;0.9;29.0;CR
321;Groot-Rijnmond (CR);2012;644190.0;299682.0;340048.0;255156.0;84892.0;4460.0;46.5;52.8;39.6;13.2;0.7;29.0;CR
322;Zuidoost-Zuid-Holland (CR);2006;166109.0;89833.0;71198.0;;;5078.0;54.1;42.9;;;3.1;30.0;CR
323;Zuidoost-Zuid-Holland (CR);2007;163016.0;89020.0;69010.0;;;4986.0;54.6;42.3;;;3.1;30.0;CR
324;Zuidoost-Zuid-Holland (CR);2008;163956.0;90784.0;68093.0;;;5079.0;55.4;41.5;;;3.1;30.0;CR
325;Zuidoost-Zuid-Holland (CR);2009;166070.0;93181.0;71930.0;56615.0;15315.0;959.0;56.1;43.3;34.1;9.2;0.6;30.0;CR
326;Zuidoost-Zuid-Holland (CR);2010;167266.0;94005.0;72412.0;57479.0;14933.0;849.0;56.2;43.3;34.4;8.9;0.5;30.0;CR
327;Zuidoost-Zuid-Holland (CR);2011;168677.0;94109.0;73773.0;57045.0;16728.0;795.0;55.8;43.7;33.8;9.9;0.5;30.0;CR
328;Zuidoost-Zuid-Holland (CR);2012;169744.0;96650.0;72342.0;56960.0;15382.0;752.0;56.9;42.6;33.6;9.1;0.4;30.0;CR
329;Zeeuwsch-Vlaanderen (CR);2006;51300.0;35029.0;14361.0;;;1910.0;68.3;28.0;;;3.7;31.0;CR
330;Zeeuwsch-Vlaanderen (CR);2007;51609.0;35591.0;14200.0;;;1818.0;69.0;27.5;;;3.5;31.0;CR
331;Zeeuwsch-Vlaanderen (CR);2008;52099.0;36299.0;13999.0;;;1801.0;69.7;26.9;;;3.5;31.0;CR
332;Zeeuwsch-Vlaanderen (CR);2009;52391.0;36910.0;15262.0;10368.0;4894.0;219.0;70.5;29.1;19.8;9.3;0.4;31.0;CR
333;Zeeuwsch-Vlaanderen (CR);2010;52717.0;36888.0;15645.0;10414.0;5231.0;184.0;70.0;29.7;19.8;9.9;0.3;31.0;CR
334;Zeeuwsch-Vlaanderen (CR);2011;52735.0;36095.0;16468.0;10327.0;6141.0;172.0;68.4;31.2;19.6;11.6;0.3;31.0;CR
335;Zeeuwsch-Vlaanderen (CR);2012;52951.0;37116.0;15651.0;10408.0;5243.0;184.0;70.1;29.6;19.7;9.9;0.3;31.0;CR
336;Overig Zeeland (CR);2006;118331.0;74580.0;40617.0;;;3134.0;63.0;34.3;;;2.6;32.0;CR
337;Overig Zeeland (CR);2007;119254.0;75625.0;40274.0;;;3355.0;63.4;33.8;;;2.8;32.0;CR
338;Overig Zeeland (CR);2008;120974.0;76813.0;40482.0;;;3679.0;63.5;33.5;;;3.0;32.0;CR
339;Overig Zeeland (CR);2009;122104.0;78102.0;43389.0;31889.0;11500.0;613.0;64.0;35.5;26.1;9.4;0.5;32.0;CR
340;Overig Zeeland (CR);2010;123132.0;77355.0;45087.0;32418.0;12669.0;690.0;62.8;36.6;26.3;10.3;0.6;32.0;CR
341;Overig Zeeland (CR);2011;123753.0;77419.0;45814.0;32193.0;13621.0;520.0;62.6;37.0;26.0;11.0;0.4;32.0;CR
342;Overig Zeeland (CR);2012;124666.0;79884.0;44163.0;32075.0;12088.0;619.0;64.1;35.4;25.7;9.7;0.5;32.0;CR
343;West-Noord-Brabant (CR);2006;253480.0;149260.0;98041.0;;;6179.0;58.9;38.7;;;2.4;33.0;CR
344;West-Noord-Brabant (CR);2007;255422.0;152124.0;96896.0;;;6402.0;59.6;37.9;;;2.5;33.0;CR
345;West-Noord-Brabant (CR);2008;258698.0;154521.0;97238.0;;;6939.0;59.7;37.6;;;2.7;33.0;CR
346;West-Noord-Brabant (CR);2009;260725.0;156960.0;102944.0;77634.0;25310.0;821.0;60.2;39.5;29.8;9.7;0.3;33.0;CR
347;West-Noord-Brabant (CR);2010;262757.0;157348.0;104631.0;78310.0;26321.0;778.0;59.9;39.8;29.8;10.0;0.3;33.0;CR
348;West-Noord-Brabant (CR);2011;264349.0;157665.0;105993.0;77042.0;28951.0;691.0;59.6;40.1;29.1;11.0;0.3;33.0;CR
349;West-Noord-Brabant (CR);2012;266313.0;160943.0;104634.0;77299.0;27335.0;736.0;60.4;39.3;29.0;10.3;0.3;33.0;CR
350;Midden-Noord-Brabant (CR);2006;182176.0;107649.0;70313.0;;;4214.0;59.1;38.6;;;2.3;34.0;CR
351;Midden-Noord-Brabant (CR);2007;183936.0;109517.0;70193.0;;;4226.0;59.5;38.2;;;2.3;34.0;CR
352;Midden-Noord-Brabant (CR);2008;186641.0;111611.0;70496.0;;;4534.0;59.8;37.8;;;2.4;34.0;CR
353;Midden-Noord-Brabant (CR);2009;188748.0;113383.0;74624.0;56941.0;17683.0;741.0;60.1;39.5;30.2;9.4;0.4;34.0;CR
354;Midden-Noord-Brabant (CR);2010;190790.0;113450.0;76595.0;57410.0;19185.0;745.0;59.5;40.1;30.1;10.1;0.4;34.0;CR
355;Midden-Noord-Brabant (CR);2011;192042.0;114421.0;77024.0;56585.0;20439.0;597.0;59.6;40.1;29.5;10.6;0.3;34.0;CR
356;Midden-Noord-Brabant (CR);2012;193392.0;117653.0;75158.0;56559.0;18599.0;581.0;60.8;38.9;29.2;9.6;0.3;34.0;CR
357;Noordoost-Noord-Brabant (CR);2006;248665.0;153780.0;89454.0;;;5431.0;61.8;36.0;;;2.2;35.0;CR
358;Noordoost-Noord-Brabant (CR);2007;251196.0;156337.0;88831.0;;;6028.0;62.2;35.4;;;2.4;35.0;CR
359;Noordoost-Noord-Brabant (CR);2008;254679.0;159573.0;89020.0;;;6086.0;62.7;35.0;;;2.4;35.0;CR
360;Noordoost-Noord-Brabant (CR);2009;257283.0;162305.0;93960.0;71447.0;22513.0;1018.0;63.1;36.5;27.8;8.8;0.4;35.0;CR
361;Noordoost-Noord-Brabant (CR);2010;260331.0;163322.0;96120.0;72417.0;23703.0;889.0;62.7;36.9;27.8;9.1;0.3;35.0;CR
362;Noordoost-Noord-Brabant (CR);2011;262098.0;163365.0;97945.0;71453.0;26492.0;788.0;62.3;37.4;27.3;10.1;0.3;35.0;CR
363;Noordoost-Noord-Brabant (CR);2012;264139.0;167119.0;96245.0;71826.0;24419.0;775.0;63.3;36.4;27.2;9.2;0.3;35.0;CR
364;Zuidoost-Noord-Brabant (CR);2006;300436.0;176819.0;115533.0;;;8084.0;58.9;38.5;;;2.7;36.0;CR
365;Zuidoost-Noord-Brabant (CR);2007;303400.0;180281.0;114937.0;;;8182.0;59.4;37.9;;;2.7;36.0;CR
366;Zuidoost-Noord-Brabant (CR);2008;306127.0;182886.0;115222.0;;;8019.0;59.7;37.6;;;2.6;36.0;CR
367;Zuidoost-Noord-Brabant (CR);2009;307695.0;185304.0;120884.0;91728.0;29156.0;1507.0;60.2;39.3;29.8;9.5;0.5;36.0;CR
368;Zuidoost-Noord-Brabant (CR);2010;312344.0;186670.0;124229.0;94079.0;30150.0;1445.0;59.8;39.8;30.1;9.7;0.5;36.0;CR
369;Zuidoost-Noord-Brabant (CR);2011;314934.0;186027.0;127406.0;92180.0;35226.0;1501.0;59.1;40.5;29.3;11.2;0.5;36.0;CR
370;Zuidoost-Noord-Brabant (CR);2012;317927.0;190864.0;125627.0;92745.0;32882.0;1436.0;60.0;39.5;29.2;10.3;0.5;36.0;CR
371;Noord-Limburg (CR);2006;112749.0;70678.0;39117.0;;;2954.0;62.7;34.7;;;2.6;37.0;CR
372;Noord-Limburg (CR);2007;114101.0;72614.0;38230.0;;;3257.0;63.6;33.5;;;2.9;37.0;CR
373;Noord-Limburg (CR);2008;115321.0;74359.0;37911.0;;;3051.0;64.5;32.9;;;2.6;37.0;CR
374;Noord-Limburg (CR);2009;116129.0;75842.0;39654.0;29900.0;9754.0;633.0;65.3;34.1;25.7;8.4;0.5;37.0;CR
375;Noord-Limburg (CR);2010;116859.0;75925.0;40008.0;30331.0;9677.0;926.0;65.0;34.2;26.0;8.3;0.8;37.0;CR
376;Noord-Limburg (CR);2011;117984.0;76487.0;40981.0;29858.0;11123.0;516.0;64.8;34.7;25.3;9.4;0.4;37.0;CR
377;Noord-Limburg (CR);2012;118670.0;77187.0;40957.0;30047.0;10910.0;526.0;65.0;34.5;25.3;9.2;0.4;37.0;CR
378;Midden-Limburg (CR);2006;97314.0;62870.0;31336.0;;;3108.0;64.6;32.2;;;3.2;38.0;CR
379;Midden-Limburg (CR);2007;97883.0;63724.0;30953.0;;;3206.0;65.1;31.6;;;3.3;38.0;CR
380;Midden-Limburg (CR);2008;99186.0;65127.0;30998.0;;;3061.0;65.7;31.3;;;3.1;38.0;CR
381;Midden-Limburg (CR);2009;99991.0;66095.0;33057.0;22263.0;10794.0;839.0;66.1;33.1;22.3;10.8;0.8;38.0;CR
382;Midden-Limburg (CR);2010;101252.0;65995.0;34460.0;23050.0;11410.0;797.0;65.2;34.0;22.8;11.3;0.8;38.0;CR
383;Midden-Limburg (CR);2011;101921.0;66175.0;35021.0;22494.0;12527.0;725.0;64.9;34.4;22.1;12.3;0.7;38.0;CR
384;Midden-Limburg (CR);2012;102497.0;67756.0;34209.0;22915.0;11294.0;532.0;66.1;33.4;22.4;11.0;0.5;38.0;CR
385;Zuid-Limburg (CR);2006;279167.0;150889.0;115675.0;;;12603.0;54.0;41.4;;;4.5;39.0;CR
386;Zuid-Limburg (CR);2007;280926.0;152770.0;114283.0;;;13873.0;54.4;40.7;;;4.9;39.0;CR
387;Zuid-Limburg (CR);2008;283079.0;154950.0;114496.0;;;13633.0;54.7;40.4;;;4.8;39.0;CR
388;Zuid-Limburg (CR);2009;283644.0;156650.0;124626.0;87910.0;36716.0;2368.0;55.2;43.9;31.0;12.9;0.8;39.0;CR
389;Zuid-Limburg (CR);2010;284617.0;155873.0;126643.0;88884.0;37759.0;2101.0;54.8;44.5;31.2;13.3;0.7;39.0;CR
390;Zuid-Limburg (CR);2011;285574.0;154251.0;129553.0;86288.0;43265.0;1770.0;54.0;45.4;30.2;15.2;0.6;39.0;CR
391;Zuid-Limburg (CR);2012;286478.0;157978.0;126802.0;86437.0;40365.0;1698.0;55.1;44.3;30.2;14.1;0.6;39.0;CR
392;Flevoland (CR);2006;141615.0;88655.0;50768.0;;;2192.0;62.6;35.8;;;1.5;40.0;CR
393;Flevoland (CR);2007;143619.0;91056.0;50334.0;;;2229.0;63.4;35.0;;;1.6;40.0;CR
394;Flevoland (CR);2008;145871.0;92677.0;50584.0;;;2610.0;63.5;34.7;;;1.8;40.0;CR
395;Flevoland (CR);2009;148663.0;95365.0;53061.0;41617.0;11444.0;237.0;64.1;35.7;28.0;7.7;0.2;40.0;CR
396;Flevoland (CR);2010;151282.0;96150.0;54914.0;42259.0;12655.0;218.0;63.6;36.3;27.9;8.4;0.1;40.0;CR
397;Flevoland (CR);2011;153853.0;97505.0;56133.0;42868.0;13265.0;215.0;63.4;36.5;27.9;8.6;0.1;40.0;CR
398;Flevoland (CR);2012;155719.0;99917.0;55565.0;42617.0;12948.0;237.0;64.2;35.7;27.4;8.3;0.2;40.0;CR
399;Geen grootstedelijke agglomeratie (GA);2006;4062615.0;2498141.0;1455188.0;;;109286.0;61.5;35.8;;;2.7;0.0;GA
400;Geen grootstedelijke agglomeratie (GA);2007;4101145.0;2545777.0;1440317.0;;;115051.0;62.1;35.1;;;2.8;0.0;GA
401;Geen grootstedelijke agglomeratie (GA);2008;4152357.0;2595226.0;1444271.0;;;112860.0;62.5;34.8;;;2.7;0.0;GA
402;Geen grootstedelijke agglomeratie (GA);2009;4188952.0;2639459.0;1526914.0;1139827.0;387087.0;22579.0;63.0;36.5;27.2;9.2;0.5;0.0;GA
403;Geen grootstedelijke agglomeratie (GA);2010;4227924.0;2646385.0;1558279.0;1156287.0;401992.0;23260.0;62.6;36.9;27.3;9.5;0.6;0.0;GA
404;Geen grootstedelijke agglomeratie (GA);2011;4244226.0;2641967.0;1582387.0;1138923.0;443464.0;19872.0;62.2;37.3;26.8;10.4;0.5;0.0;GA
405;Geen grootstedelijke agglomeratie (GA);2012;4274463.0;2703276.0;1550133.0;1139525.0;410608.0;21054.0;63.2;36.3;26.7;9.6;0.5;0.0;GA
406;Groningen (GA);2006;91087.0;37979.0;50513.0;;;2595.0;41.7;55.5;;;2.8;1.0;GA
407;Groningen (GA);2007;91209.0;38427.0;49943.0;;;2839.0;42.1;54.8;;;3.1;1.0;GA
408;Groningen (GA);2008;92028.0;39168.0;49567.0;;;3293.0;42.6;53.9;;;3.6;1.0;GA
409;Groningen (GA);2009;92576.0;40053.0;52119.0;36674.0;15445.0;404.0;43.3;56.3;39.6;16.7;0.4;1.0;GA
410;Groningen (GA);2010;93650.0;40007.0;53409.0;36718.0;16691.0;234.0;42.7;57.0;39.2;17.8;0.2;1.0;GA
411;Groningen (GA);2011;94225.0;40260.0;53665.0;36561.0;17104.0;300.0;42.7;57.0;38.8;18.2;0.3;1.0;GA
412;Groningen (GA);2012;94845.0;41548.0;52861.0;36671.0;16190.0;436.0;43.8;55.7;38.7;17.1;0.5;1.0;GA
