ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
4205;Totaal mannen en vrouwen;15 tot 75 jaar;Drieban (gedeeltelijk), Venhuizen;130;110;;;;;
4206;Totaal mannen en vrouwen;15 tot 75 jaar;Zuiderdijk;50;30;;;;;
4207;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Wijdenes;1040;710;68.0;71.0;47.0;23.0;29.0
4208;Totaal mannen en vrouwen;15 tot 75 jaar;Wijdenes;800;540;68.0;72.0;49.0;23.0;28.0
4209;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterleek;240;170;71.0;65.0;41.0;24.0;35.0
4210;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Schellinkhout;720;490;67.0;66.0;42.0;24.0;34.0
4211;Totaal mannen en vrouwen;15 tot 75 jaar;Schellinkhout;720;490;67.0;66.0;42.0;24.0;34.0
4212;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen;20590;14870;72.0;82.0;55.0;27.0;18.0
4213;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Made;9360;6760;72.0;83.0;55.0;28.0;17.0
4214;Totaal mannen en vrouwen;15 tot 75 jaar;Made;9050;6480;72.0;84.0;56.0;28.0;16.0
4215;Totaal mannen en vrouwen;15 tot 75 jaar;Tuinbouwgebied;80;70;;;;;
4216;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Made;230;200;87.0;59.0;30.0;29.0;41.0
4217;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Drimmelen;420;290;69.0;69.0;45.0;24.0;31.0
4218;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen;380;250;67.0;75.0;49.0;26.0;25.0
4219;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Biesbosch;10;10;;;;;
4220;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Drimmelen;30;20;;;;;
4221;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Terheijden;4620;3260;71.0;84.0;58.0;27.0;16.0
4222;Totaal mannen en vrouwen;15 tot 75 jaar;Terheijden;4340;3040;70.0;86.0;59.0;27.0;14.0
4223;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Binnenpolder;170;130;78.0;;;;
4224;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Zonzeelsepolder;110;90;;;;;
4225;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Wagenberg;1730;1320;76.0;81.0;56.0;26.0;19.0
4226;Totaal mannen en vrouwen;15 tot 75 jaar;Wagenberg;1500;1130;76.0;84.0;59.0;25.0;16.0
4227;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Wagenberg;230;180;81.0;68.0;39.0;28.0;32.0
4228;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Lage Zwaluwe;3080;2250;73.0;81.0;53.0;28.0;19.0
4229;Totaal mannen en vrouwen;15 tot 75 jaar;Lage Zwaluwe inclusief Gaete;2860;2070;73.0;83.0;54.0;28.0;17.0
4230;Totaal mannen en vrouwen;15 tot 75 jaar;Blauwe Sluis;100;80;;;;;
4231;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Lage Zwaluwe;130;100;;;;;
4232;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Hooge Zwaluwe;1380;990;72.0;77.0;50.0;27.0;23.0
4233;Totaal mannen en vrouwen;15 tot 75 jaar;Hooge Zwaluwe;1010;710;70.0;80.0;52.0;28.0;20.0
4234;Totaal mannen en vrouwen;15 tot 75 jaar;Helkant;230;170;72.0;71.0;42.0;29.0;29.0
4235;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Groot Zonzeelsche Polder;50;50;;;;;
4236;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hooge Zwaluwe;90;70;;;;;
4237;Totaal mannen en vrouwen;15 tot 75 jaar;Dronten;30530;21700;71.0;84.0;51.0;32.0;16.0
4238;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Dronten west;6650;5320;80.0;89.0;57.0;31.0;11.0
4239;Totaal mannen en vrouwen;15 tot 75 jaar;Poort van Dronten;0;0;;;;;
4240;Totaal mannen en vrouwen;15 tot 75 jaar;Business Zone Delta;50;30;;;;;
4241;Totaal mannen en vrouwen;15 tot 75 jaar;De Gilden;3170;2640;83.0;90.0;59.0;30.0;10.0
4242;Totaal mannen en vrouwen;15 tot 75 jaar;De Munten;3140;2500;80.0;88.0;57.0;31.0;12.0
4243;Totaal mannen en vrouwen;15 tot 75 jaar;De Drieslag;300;150;50.0;87.0;31.0;55.0;13.0
4244;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Dronten Noord;1320;880;67.0;83.0;42.0;41.0;17.0
4245;Totaal mannen en vrouwen;15 tot 75 jaar;Pioniersweg;30;30;;;;;
4246;Totaal mannen en vrouwen;15 tot 75 jaar;Houtwijk;90;60;;;;;
4247;Totaal mannen en vrouwen;15 tot 75 jaar;Hanzekwartier;60;50;;;;;
4248;Totaal mannen en vrouwen;15 tot 75 jaar;De Oeverloperwijk;1140;750;65.0;88.0;44.0;44.0;12.0
4249;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Dronten Midden;4500;2750;61.0;87.0;50.0;37.0;13.0
4250;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Dronten;520;320;63.0;83.0;50.0;32.0;17.0
4251;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Dronten;2020;1200;59.0;88.0;51.0;37.0;12.0
4252;Totaal mannen en vrouwen;15 tot 75 jaar;De Fazant;950;620;65.0;89.0;50.0;39.0;11.0
4253;Totaal mannen en vrouwen;15 tot 75 jaar;Bungalowpark;280;180;63.0;70.0;48.0;22.0;30.0
4254;Totaal mannen en vrouwen;15 tot 75 jaar;De Boeg;730;430;58.0;91.0;46.0;45.0;9.0
4255;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Dronten Zuid;6960;4900;70.0;86.0;55.0;31.0;14.0
4256;Totaal mannen en vrouwen;15 tot 75 jaar;De Landmaten;1510;1170;78.0;84.0;55.0;29.0;16.0
4257;Totaal mannen en vrouwen;15 tot 75 jaar;De Manege;1520;1110;73.0;86.0;58.0;29.0;14.0
4258;Totaal mannen en vrouwen;15 tot 75 jaar;De Lancaster;700;490;70.0;89.0;55.0;34.0;11.0
4259;Totaal mannen en vrouwen;15 tot 75 jaar;De Landstreken;970;630;66.0;89.0;53.0;36.0;11.0
4260;Totaal mannen en vrouwen;15 tot 75 jaar;De Kruidentuin;1480;1050;71.0;90.0;60.0;31.0;10.0
4261;Totaal mannen en vrouwen;15 tot 75 jaar;Golfresidentie;790;450;57.0;73.0;46.0;26.0;27.0
4262;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Buitengebied Dronten;1530;1120;73.0;59.0;37.0;22.0;41.0
4263;Totaal mannen en vrouwen;15 tot 75 jaar;AZC;0;0;;;;;
4264;Totaal mannen en vrouwen;15 tot 75 jaar;Ketelhaven;530;350;65.0;77.0;56.0;21.0;23.0
4265;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Dronten;1000;770;77.0;51.0;28.0;23.0;49.0
4266;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Biddinghuizen;4770;3370;71.0;79.0;45.0;34.0;21.0
4267;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Biddinghuizen Buiten;250;160;64.0;84.0;46.0;39.0;16.0
4268;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Biddinghuizen;1160;720;62.0;90.0;43.0;47.0;10.0
4269;Totaal mannen en vrouwen;15 tot 75 jaar;De Kaai;300;250;82.0;83.0;51.0;32.0;17.0
4270;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Biddinghuizen;40;30;;;;;
4271;Totaal mannen en vrouwen;15 tot 75 jaar;De Baan;1020;670;66.0;88.0;51.0;37.0;12.0
4272;Totaal mannen en vrouwen;15 tot 75 jaar;Bremerpark;820;630;76.0;87.0;56.0;32.0;13.0
4273;Totaal mannen en vrouwen;15 tot 75 jaar;De Graafschap;150;130;90.0;;;;
4274;Totaal mannen en vrouwen;15 tot 75 jaar;Noorderbaan;70;50;;;;;
4275;Totaal mannen en vrouwen;15 tot 75 jaar;Oldebroekerweg;40;30;;;;;
4276;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Biddinghuizen;920;700;76.0;50.0;27.0;23.0;50.0
4277;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Swifterbant;4800;3360;70.0;83.0;51.0;32.0;17.0
4278;Totaal mannen en vrouwen;15 tot 75 jaar;Kampbuurt;570;390;69.0;87.0;60.0;28.0;13.0
4279;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Swifterbant;60;30;;;;;
4280;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Swifterbant;900;540;59.0;87.0;49.0;38.0;13.0
4281;Totaal mannen en vrouwen;15 tot 75 jaar;Spelbuurt;1010;640;64.0;87.0;51.0;36.0;13.0
4282;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt;1860;1430;77.0;87.0;55.0;32.0;13.0
4283;Totaal mannen en vrouwen;15 tot 75 jaar;De Kolk;40;30;;;;;
4284;Totaal mannen en vrouwen;15 tot 75 jaar;Tarpan;30;20;;;;;
4285;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Spelwijk;10;10;;;;;
4286;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Swifterbant;320;270;84.0;43.0;25.0;18.0;57.0
4287;Totaal mannen en vrouwen;15 tot 75 jaar;Druten;14120;10180;72.0;85.0;56.0;29.0;15.0
4288;Totaal mannen en vrouwen;15 tot 75 jaar;Druten;9190;6590;72.0;87.0;57.0;30.0;13.0
4289;Totaal mannen en vrouwen;15 tot 75 jaar;Druten;4730;3290;70.0;87.0;57.0;29.0;13.0
4290;Totaal mannen en vrouwen;15 tot 75 jaar;Druten Zuid;2530;1770;70.0;88.0;55.0;33.0;12.0
4291;Totaal mannen en vrouwen;15 tot 75 jaar;Bouwing;1810;1420;78.0;89.0;61.0;27.0;11.0
4292;Totaal mannen en vrouwen;15 tot 75 jaar;Westerhout;100;80;;;;;
4293;Totaal mannen en vrouwen;15 tot 75 jaar;Druten Buitengebied;0;0;;;;;
4294;Totaal mannen en vrouwen;15 tot 75 jaar;Drutense Waarden;10;10;;;;;
4295;Totaal mannen en vrouwen;15 tot 75 jaar;Puiflijk;1010;740;74.0;83.0;57.0;26.0;17.0
4296;Totaal mannen en vrouwen;15 tot 75 jaar;Puiflijk;920;680;73.0;86.0;59.0;27.0;14.0
4297;Totaal mannen en vrouwen;15 tot 75 jaar;Puiflijk Buitengebied;80;70;;;;;
4298;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden;1300;930;72.0;84.0;56.0;28.0;16.0
4299;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden;1090;770;71.0;88.0;60.0;29.0;12.0
4300;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden Buitengebied;210;150;74.0;64.0;39.0;25.0;36.0
4301;Totaal mannen en vrouwen;15 tot 75 jaar;Afferdense Waarden;0;0;;;;;
4302;Totaal mannen en vrouwen;15 tot 75 jaar;Deest;1370;960;70.0;83.0;54.0;29.0;17.0
4303;Totaal mannen en vrouwen;15 tot 75 jaar;Deest;1280;890;69.0;84.0;54.0;29.0;16.0
4304;Totaal mannen en vrouwen;15 tot 75 jaar;Deest Buitengebied;80;70;;;;;
4305;Totaal mannen en vrouwen;15 tot 75 jaar;Deestse Waarden;10;10;;;;;
4306;Totaal mannen en vrouwen;15 tot 75 jaar;Horssen;1250;960;76.0;78.0;51.0;27.0;22.0
4307;Totaal mannen en vrouwen;15 tot 75 jaar;Horssen;850;630;74.0;85.0;56.0;29.0;15.0
4308;Totaal mannen en vrouwen;15 tot 75 jaar;Molenhoek;100;80;;;;;
4309;Totaal mannen en vrouwen;15 tot 75 jaar;Horssen Buitengebied;300;250;83.0;64.0;41.0;23.0;36.0
4310;Totaal mannen en vrouwen;15 tot 75 jaar;Duiven;19510;13950;72.0;88.0;58.0;30.0;12.0
4311;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Bedrijventerrein;0;0;;;;;
4312;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein;0;0;;;;;
4313;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Buitengebied;110;80;;;;;
4314;Totaal mannen en vrouwen;15 tot 75 jaar;Het Broek;110;80;;;;;
4315;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Duiven-Noord;10930;7720;71.0;90.0;58.0;32.0;10.0
4316;Totaal mannen en vrouwen;15 tot 75 jaar;West;2690;1850;69.0;91.0;59.0;32.0;9.0
4317;Totaal mannen en vrouwen;15 tot 75 jaar;Oud Zuid;2040;1350;66.0;91.0;58.0;33.0;9.0
4318;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;560;370;67.0;86.0;55.0;31.0;14.0
4319;Totaal mannen en vrouwen;15 tot 75 jaar;De Vergert;1840;1280;69.0;90.0;57.0;33.0;10.0
4320;Totaal mannen en vrouwen;15 tot 75 jaar;De Nieuweling;1150;920;80.0;88.0;56.0;32.0;12.0
4321;Totaal mannen en vrouwen;15 tot 75 jaar;De Ploen;660;520;79.0;91.0;60.0;31.0;9.0
4322;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;670;460;70.0;83.0;57.0;26.0;17.0
4323;Totaal mannen en vrouwen;15 tot 75 jaar;Lommerweide;1310;970;74.0;90.0;59.0;30.0;10.0
4324;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Duiven-Zuid;6010;4300;71.0;88.0;59.0;29.0;12.0
4325;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest;2520;1840;73.0;89.0;60.0;29.0;11.0
4326;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost;3490;2450;70.0;87.0;58.0;29.0;13.0
4327;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Groessen;1580;1190;75.0;78.0;52.0;27.0;22.0
4328;Totaal mannen en vrouwen;15 tot 75 jaar;Groessen;1580;1190;75.0;78.0;52.0;27.0;22.0
4329;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Loo;880;660;75.0;84.0;59.0;25.0;16.0
4330;Totaal mannen en vrouwen;15 tot 75 jaar;Loo Gld;880;660;75.0;84.0;59.0;25.0;16.0
4331;Totaal mannen en vrouwen;15 tot 75 jaar;Echt-Susteren;23790;15660;66.0;84.0;58.0;26.0;16.0
4332;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Susteren;4460;2890;65.0;87.0;60.0;27.0;13.0
4333;Totaal mannen en vrouwen;15 tot 75 jaar;Baakhoven;30;20;;;;;
4334;Totaal mannen en vrouwen;15 tot 75 jaar;In de Mehre;420;300;72.0;86.0;64.0;22.0;14.0
4335;Totaal mannen en vrouwen;15 tot 75 jaar;Mariaveld;1050;690;65.0;88.0;60.0;28.0;12.0
4336;Totaal mannen en vrouwen;15 tot 75 jaar;Middelveld;810;560;70.0;89.0;63.0;25.0;11.0
4337;Totaal mannen en vrouwen;15 tot 75 jaar;Munsterveld;880;580;66.0;84.0;57.0;27.0;16.0
4338;Totaal mannen en vrouwen;15 tot 75 jaar;Susteren Centrum;710;430;61.0;85.0;58.0;27.0;15.0
4339;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Susteren;60;40;;;;;
4340;Totaal mannen en vrouwen;15 tot 75 jaar;Wolfskoul;470;240;52.0;92.0;55.0;37.0;8.0
4341;Totaal mannen en vrouwen;15 tot 75 jaar;Handelsterrein;40;30;;;;;
4342;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Dieteren;640;420;66.0;83.0;59.0;24.0;17.0
4343;Totaal mannen en vrouwen;15 tot 75 jaar;Dieteren;600;400;66.0;85.0;61.0;24.0;15.0
4344;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dieteren;40;30;;;;;
4345;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Heide;1000;650;65.0;85.0;59.0;26.0;15.0
4346;Totaal mannen en vrouwen;15 tot 75 jaar;Heide;820;550;67.0;87.0;63.0;25.0;13.0
4347;Totaal mannen en vrouwen;15 tot 75 jaar;Recreatiepark Hommelheide;90;40;;;;;
4348;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heide;90;60;;;;;
4349;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Roosteren;1110;690;62.0;82.0;59.0;23.0;18.0
4350;Totaal mannen en vrouwen;15 tot 75 jaar;Illikhoven en Visserweert;100;70;;;;;
4351;Totaal mannen en vrouwen;15 tot 75 jaar;Kokkelert;40;20;;;;;
4352;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Roosteren;60;30;;;;;
4353;Totaal mannen en vrouwen;15 tot 75 jaar;Roosteren;890;550;62.0;84.0;59.0;25.0;16.0
4354;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Illikhoven en Visserweert;20;10;;;;;
4355;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Roosteren;10;10;;;;;
4356;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Oud-Roosteren;0;0;;;;;
4357;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Echt;5730;3720;65.0;85.0;57.0;28.0;15.0
4358;Totaal mannen en vrouwen;15 tot 75 jaar;Aasterberg;30;20;;;;;
4359;Totaal mannen en vrouwen;15 tot 75 jaar;Berkelaar;230;160;71.0;74.0;49.0;25.0;26.0
4360;Totaal mannen en vrouwen;15 tot 75 jaar;De Berk;30;20;;;;;
4361;Totaal mannen en vrouwen;15 tot 75 jaar;De Loop;70;40;;;;;
4362;Totaal mannen en vrouwen;15 tot 75 jaar;Echt Centrum;2770;1820;66.0;84.0;56.0;28.0;16.0
4363;Totaal mannen en vrouwen;15 tot 75 jaar;Echt Noord;2330;1450;62.0;89.0;60.0;29.0;11.0
4364;Totaal mannen en vrouwen;15 tot 75 jaar;Gebroek;180;130;70.0;;;;
4365;Totaal mannen en vrouwen;15 tot 75 jaar;Ophoven;20;20;;;;;
4366;Totaal mannen en vrouwen;15 tot 75 jaar;Businesspark Midden-Limburg;0;0;;;;;
4367;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied de Berk;10;10;;;;;
4368;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied de Loop;0;0;;;;;
4369;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Gebroek;10;10;;;;;
4370;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Ophoven;0;0;;;;;
4371;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Berkelaar;50;30;;;;;
4372;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Aasterberg;0;0;;;;;
4373;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Maria Hoop;1040;690;66.0;71.0;51.0;20.0;29.0
4374;Totaal mannen en vrouwen;15 tot 75 jaar;Diergaarde;300;230;76.0;55.0;42.0;14.0;45.0
4375;Totaal mannen en vrouwen;15 tot 75 jaar;Echterbosch;60;40;;;;;
4376;Totaal mannen en vrouwen;15 tot 75 jaar;Maria Hoop;680;420;62.0;80.0;57.0;22.0;20.0
4377;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Peij;4140;2790;67.0;86.0;59.0;27.0;14.0
4378;Totaal mannen en vrouwen;15 tot 75 jaar;Hingen;490;350;71.0;83.0;57.0;26.0;17.0
4379;Totaal mannen en vrouwen;15 tot 75 jaar;Peij;2150;1400;65.0;86.0;60.0;26.0;14.0
4380;Totaal mannen en vrouwen;15 tot 75 jaar;Peijerveld;50;40;;;;;
4381;Totaal mannen en vrouwen;15 tot 75 jaar;Recreatiepark Marisheem;10;0;;;;;
4382;Totaal mannen en vrouwen;15 tot 75 jaar;Schilberg;1440;1000;69.0;90.0;61.0;29.0;10.0
4383;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Hingen;0;0;;;;;
4384;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 08 Slek;750;490;65.0;83.0;57.0;26.0;17.0
4385;Totaal mannen en vrouwen;15 tot 75 jaar;Liboscherveld;70;60;;;;;
4386;Totaal mannen en vrouwen;15 tot 75 jaar;Slek;680;430;64.0;83.0;59.0;24.0;17.0
4387;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 Nieuwstadt;2500;1650;66.0;87.0;60.0;27.0;13.0
4388;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nieuwstadt;20;10;;;;;
4389;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwstadt Centrum;1290;890;69.0;87.0;60.0;27.0;13.0
4390;Totaal mannen en vrouwen;15 tot 75 jaar;Cristina;1190;740;62.0;87.0;59.0;28.0;13.0
4391;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 10 Sint Joost;1130;800;71.0;82.0;59.0;23.0;18.0
4392;Totaal mannen en vrouwen;15 tot 75 jaar;Sint Joost;1000;710;70.0;85.0;61.0;24.0;15.0
4393;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide Huizen Sint Joost;120;90;;;;;
4394;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 11 Koningsbosch;1300;870;67.0;78.0;51.0;27.0;22.0
4395;Totaal mannen en vrouwen;15 tot 75 jaar;Koningsbosch;1190;800;67.0;79.0;52.0;28.0;21.0
4396;Totaal mannen en vrouwen;15 tot 75 jaar;Lackerbosch;50;40;;;;;
4397;Totaal mannen en vrouwen;15 tot 75 jaar;Spaanshuisken;20;20;;;;;
4398;Totaal mannen en vrouwen;15 tot 75 jaar;Aan het Echterbos;30;20;;;;;
4399;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Spaanshuisken;0;0;;;;;
4400;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Volendam;27320;20020;73.0;78.0;51.0;26.0;22.0
4401;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Edam;5230;3500;67.0;80.0;51.0;29.0;20.0
4402;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Oude kom;2120;1430;67.0;75.0;48.0;27.0;25.0
4403;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Industriegebied;200;130;65.0;;;;
4404;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Zuid;810;550;68.0;86.0;59.0;27.0;14.0
4405;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Singelwijk;1270;780;61.0;85.0;51.0;33.0;15.0
4406;Totaal mannen en vrouwen;15 tot 75 jaar;Edam-Molenbuurt;810;610;75.0;83.0;54.0;29.0;17.0
4407;Totaal mannen en vrouwen;15 tot 75 jaar;Zeevangpolder;10;10;;;;;
4408;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Purmer;90;70;;;;;
4409;Totaal mannen en vrouwen;15 tot 75 jaar;Purmerpolder;90;70;;;;;
4410;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Volendam;17120;13010;76.0;78.0;52.0;26.0;22.0
4411;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Oude kom;2530;1890;75.0;74.0;47.0;27.0;26.0
4412;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Katham + Planetenbuurt;1630;880;54.0;73.0;47.0;26.0;27.0
4413;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Blokgouw 1 en 2;1830;1090;59.0;75.0;53.0;21.0;25.0
4414;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Blokgouw 3;1230;960;78.0;83.0;57.0;26.0;17.0
4415;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Blokgouw 4, 5 en 6;1660;1420;85.0;81.0;56.0;25.0;19.0
4416;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Blokgouw 7 en 8;2170;1850;85.0;80.0;48.0;33.0;20.0
4417;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Rozettenbuurt;1230;790;65.0;80.0;56.0;24.0;20.0
4418;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Bloemenbuurt;840;650;77.0;77.0;52.0;25.0;23.0
4419;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Industriegebied;60;40;;;;;
4420;Totaal mannen en vrouwen;15 tot 75 jaar;Volendam-Middengebied;2570;2210;86.0;78.0;51.0;26.0;22.0
4421;Totaal mannen en vrouwen;15 tot 75 jaar;Lange Weeren;20;10;;;;;
4422;Totaal mannen en vrouwen;15 tot 75 jaar;Broeckgouw;1340;1220;91.0;77.0;57.0;21.0;23.0
4423;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Beets;420;300;71.0;72.0;50.0;22.0;28.0
4424;Totaal mannen en vrouwen;15 tot 75 jaar;Beets;420;300;71.0;72.0;50.0;22.0;28.0
4425;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Oosthuizen;2470;1740;70.0;81.0;54.0;28.0;19.0
4426;Totaal mannen en vrouwen;15 tot 75 jaar;Oosthuizen;920;600;65.0;73.0;46.0;27.0;27.0
4427;Totaal mannen en vrouwen;15 tot 75 jaar;De Watering;1550;1140;74.0;86.0;58.0;28.0;14.0
4428;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Warder;620;450;73.0;66.0;44.0;22.0;34.0
4429;Totaal mannen en vrouwen;15 tot 75 jaar;Warder;620;450;73.0;66.0;44.0;22.0;34.0
4430;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Middelie;550;380;70.0;67.0;45.0;21.0;33.0
4431;Totaal mannen en vrouwen;15 tot 75 jaar;Middelie;550;380;70.0;67.0;45.0;21.0;33.0
4432;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Kwadijk;590;400;68.0;72.0;45.0;27.0;28.0
4433;Totaal mannen en vrouwen;15 tot 75 jaar;Kwadijk;590;400;68.0;72.0;45.0;27.0;28.0
4434;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 08 Schardam;90;60;;;;;
4435;Totaal mannen en vrouwen;15 tot 75 jaar;Schardam;90;60;;;;;
4436;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 Hobrede;140;100;;;;;
4437;Totaal mannen en vrouwen;15 tot 75 jaar;Hobrede;140;100;;;;;
4438;Totaal mannen en vrouwen;15 tot 75 jaar;Ede;85270;61290;72.0;83.0;53.0;30.0;17.0
4439;Totaal mannen en vrouwen;15 tot 75 jaar;Ede-Oost;7390;5000;68.0;83.0;52.0;30.0;17.0
4440;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Ede;3020;2040;68.0;89.0;51.0;38.0;11.0
4441;Totaal mannen en vrouwen;15 tot 75 jaar;Bosrand;300;220;73.0;78.0;54.0;24.0;22.0
4442;Totaal mannen en vrouwen;15 tot 75 jaar;Komponistenbuurt;1290;850;66.0;78.0;55.0;23.0;22.0
4443;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeestersbuurt;1480;1110;75.0;79.0;55.0;24.0;21.0
4444;Totaal mannen en vrouwen;15 tot 75 jaar;Stationsbuurt;1310;790;60.0;78.0;51.0;28.0;22.0
