ID;Bestedingspatroon;Reisduur;SoortCijfers;Perioden;TotaalInterneToeristischeBestedingen_1;TotaalBestedingenDoorNietIngezetenen_2;ZakelijkMotief_3;RecreatiefMotief_4;TotaalBestedingenDoorIngezetenen_5;TotaalBestemmingNederland_6;ZakelijkMotief_7;RecreatiefMotief_8;TotaalBestemmingBuitenland_9;ZakelijkMotief_10;RecreatiefMotief_11;DuurzameRecreatiegoederen_12;SocialeOverdrachten_13
776;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2007;;2422;242;2180;1022;834;164;669;189;43;145;;
777;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2008;;2459;247;2212;1042;850;168;681;193;44;148;;
778;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2009;;2406;242;2164;993;811;161;649;184;41;142;;
779;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2010;;2631;265;2366;1027;838;167;671;191;43;147;;
780;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2011;;2788;281;2507;1038;846;169;677;194;44;149;;
781;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2001;;2028;208;1820;819;668;133;535;151;35;116;;
782;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2002;;2090;208;1882;824;672;134;538;152;35;117;;
783;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2003;;2113;210;1903;837;682;136;546;155;36;119;;
784;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2004;;2108;210;1898;834;679;136;543;155;36;119;;
785;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2005;;2158;215;1943;929;758;151;607;171;39;132;;
786;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2006;;2322;231;2091;1007;821;164;657;186;43;143;;
787;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2007;;2504;249;2255;1073;875;174;701;198;46;152;;
788;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2008;;2618;261;2357;1137;927;185;742;210;49;161;;
789;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2009;;2568;256;2312;1058;863;172;691;195;45;150;;
790;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2010;;2845;284;2561;1136;926;185;741;210;49;161;;
791;Tot.niet karakteristieke goed. en dienst;Meerdaags;Lopende prijzen;2011;;3055;304;2751;1190;971;194;777;219;51;168;;
792;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;2341.0;528;77;451;1411;1382;0;1382;31;0;31;396.0;11.0
793;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;2339.0;530;76;454;1405;1345;0;1345;60;0;60;397.0;11.0
794;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;2272.0;525;76;449;1352;1292;0;1292;60;0;60;387.0;12.0
795;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;2203.0;523;76;447;1362;1300;0;1300;62;0;62;322.0;10.0
796;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;2329.0;519;75;444;1373;1311;0;1311;62;0;62;426.0;11.0
797;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;2411.0;542;77;465;1423;1359;0;1359;64;0;64;435.0;11.0
798;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;2492.0;577;80;497;1467;1397;0;1397;69;0;69;447.0;11.0
799;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;2503.0;578;80;498;1469;1399;0;1399;69;0;69;455.0;11.0
800;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;2367.0;543;74;468;1413;1348;0;1348;63;0;63;409.0;11.0
801;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;2347.0;542;74;467;1411;1345;0;1345;64;0;64;391.0;10.0
802;Btw;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;2392.0;558;77;480;1449;1381;0;1381;66;0;66;381.0;10.0
803;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2001;2175.0;487;73;414;1258;1229;0;1229;29;0;29;420.0;10.0
804;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2002;2268.0;511;76;435;1317;1257;0;1257;60;0;60;429.0;11.0
805;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2003;2237.0;511;75;436;1302;1242;0;1242;60;0;60;412.0;12.0
806;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2004;2193.0;516;75;441;1335;1274;0;1274;61;0;61;332.0;10.0
807;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2005;2329.0;519;75;444;1373;1311;0;1311;62;0;62;426.0;11.0
808;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2006;2457.0;554;79;475;1453;1387;0;1387;66;0;66;439.0;11.0
809;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2007;2601.0;596;83;513;1535;1464;0;1464;71;0;71;459.0;11.0
810;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2008;2685.0;619;86;533;1595;1521;0;1521;74;0;74;460.0;11.0
811;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2009;2542.0;580;80;500;1532;1464;0;1464;68;0;68;419.0;11.0
812;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2010;2687.0;623;86;537;1646;1572;0;1572;74;0;74;407.0;11.0
813;Btw;Totaal eendaags en meerdaags;Lopende prijzen;2011;2705.0;629;87;542;1661;1586;0;1586;75;0;75;404.0;11.0
814;Btw;Eendaags;Prijsniveau 2005;2001;;73;4;69;1154;1140;0;1140;14;0;14;;
815;Btw;Eendaags;Prijsniveau 2005;2002;;73;4;69;1124;1110;0;1110;14;0;14;;
816;Btw;Eendaags;Prijsniveau 2005;2003;;72;4;68;1079;1065;0;1065;14;0;14;;
817;Btw;Eendaags;Prijsniveau 2005;2004;;70;4;66;1079;1065;0;1065;14;0;14;;
818;Btw;Eendaags;Prijsniveau 2005;2005;;70;4;66;1094;1079;0;1079;15;0;15;;
819;Btw;Eendaags;Prijsniveau 2005;2006;;71;4;67;1133;1117;0;1117;16;0;16;;
820;Btw;Eendaags;Prijsniveau 2005;2007;;76;4;72;1168;1151;0;1151;17;0;17;;
821;Btw;Eendaags;Prijsniveau 2005;2008;;78;5;73;1168;1151;0;1151;17;0;17;;
822;Btw;Eendaags;Prijsniveau 2005;2009;;73;5;68;1129;1111;0;1111;18;0;18;;
823;Btw;Eendaags;Prijsniveau 2005;2010;;72;5;67;1129;1110;0;1110;19;0;19;;
824;Btw;Eendaags;Prijsniveau 2005;2011;;74;5;69;1158;1139;0;1139;19;0;19;;
825;Btw;Eendaags;Lopende prijzen;2001;;68;4;64;1026;1013;0;1013;13;0;13;;
826;Btw;Eendaags;Lopende prijzen;2002;;71;4;67;1051;1037;0;1037;14;0;14;;
827;Btw;Eendaags;Lopende prijzen;2003;;71;4;67;1038;1024;0;1024;14;0;14;;
828;Btw;Eendaags;Lopende prijzen;2004;;70;4;66;1058;1044;0;1044;14;0;14;;
829;Btw;Eendaags;Lopende prijzen;2005;;70;4;66;1094;1079;0;1079;15;0;15;;
830;Btw;Eendaags;Lopende prijzen;2006;;72;4;68;1156;1140;0;1140;16;0;16;;
831;Btw;Eendaags;Lopende prijzen;2007;;78;4;74;1222;1205;0;1205;17;0;17;;
832;Btw;Eendaags;Lopende prijzen;2008;;83;5;78;1267;1250;0;1250;17;0;17;;
833;Btw;Eendaags;Lopende prijzen;2009;;78;5;73;1223;1205;0;1205;18;0;18;;
834;Btw;Eendaags;Lopende prijzen;2010;;83;5;78;1317;1296;0;1296;21;0;21;;
835;Btw;Eendaags;Lopende prijzen;2011;;83;5;78;1328;1307;0;1307;21;0;21;;
836;Btw;Meerdaags;Prijsniveau 2005;2001;;455;73;382;256;241;0;241;17;0;17;;
837;Btw;Meerdaags;Prijsniveau 2005;2002;;457;72;385;280;234;0;234;46;0;46;;
838;Btw;Meerdaags;Prijsniveau 2005;2003;;453;72;381;272;226;0;226;46;0;46;;
839;Btw;Meerdaags;Prijsniveau 2005;2004;;453;72;381;282;234;0;234;48;0;48;;
840;Btw;Meerdaags;Prijsniveau 2005;2005;;449;71;378;279;232;0;232;47;0;47;;
841;Btw;Meerdaags;Prijsniveau 2005;2006;;471;73;398;290;242;0;242;48;0;48;;
842;Btw;Meerdaags;Prijsniveau 2005;2007;;500;76;424;299;246;0;246;52;0;52;;
843;Btw;Meerdaags;Prijsniveau 2005;2008;;499;75;424;301;248;0;248;52;0;52;;
844;Btw;Meerdaags;Prijsniveau 2005;2009;;468;69;399;284;237;0;237;46;0;46;;
845;Btw;Meerdaags;Prijsniveau 2005;2010;;468;69;399;282;235;0;235;46;0;46;;
846;Btw;Meerdaags;Prijsniveau 2005;2011;;482;72;410;291;242;0;242;48;0;48;;
847;Btw;Meerdaags;Lopende prijzen;2001;;419;69;350;232;216;0;216;16;0;16;;
848;Btw;Meerdaags;Lopende prijzen;2002;;440;72;368;266;220;0;220;46;0;46;;
849;Btw;Meerdaags;Lopende prijzen;2003;;440;71;369;264;218;0;218;46;0;46;;
850;Btw;Meerdaags;Lopende prijzen;2004;;446;71;375;277;230;0;230;47;0;47;;
851;Btw;Meerdaags;Lopende prijzen;2005;;449;71;378;279;232;0;232;47;0;47;;
852;Btw;Meerdaags;Lopende prijzen;2006;;482;75;407;297;247;0;247;50;0;50;;
853;Btw;Meerdaags;Lopende prijzen;2007;;518;79;439;313;259;0;259;54;0;54;;
854;Btw;Meerdaags;Lopende prijzen;2008;;536;81;455;328;271;0;271;57;0;57;;
855;Btw;Meerdaags;Lopende prijzen;2009;;502;75;427;309;259;0;259;50;0;50;;
856;Btw;Meerdaags;Lopende prijzen;2010;;540;81;459;329;276;0;276;53;0;53;;
857;Btw;Meerdaags;Lopende prijzen;2011;;546;82;464;333;279;0;279;54;0;54;;
