ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
1494;58 Uitgeverijen;2015;532;213;319;528.0;230.0;298.0;13.4;8.5;17.2;100.7;92.8;107.0
1495;58 Uitgeverijen;2016;545;215;330;532.0;226.0;305.0;0.8;-1.4;2.2;102.4;95.0;108.4
1496;59-60 Film,TV en radio;1995;248;49;199;209.0;24.0;192.0;;;;118.4;203.7;103.6
1497;59-60 Film,TV en radio;1996;252;53;199;208.0;26.0;186.0;-0.8;8.2;-3.0;121.3;203.7;106.8
1498;59-60 Film,TV en radio;1997;260;57;203;219.0;32.0;188.0;5.6;22.6;1.0;118.6;178.6;107.9
1499;59-60 Film,TV en radio;1998;262;54;208;227.0;36.0;189.0;3.5;14.0;0.5;115.5;148.4;110.0
1500;59-60 Film,TV en radio;1999;270;64;206;229.0;44.0;182.0;1.1;20.4;-3.8;117.6;146.1;113.3
1501;59-60 Film,TV en radio;2000;283;69;214;229.0;41.0;185.0;-0.4;-6.3;1.5;123.8;168.0;116.0
1502;59-60 Film,TV en radio;2001;287;57;230;228.0;32.0;197.0;-0.4;-21.7;6.5;126.0;177.4;117.0
1503;59-60 Film,TV en radio;2002;305;55;250;241.0;33.0;209.0;5.9;3.5;6.5;126.4;165.4;119.4
1504;59-60 Film,TV en radio;2003;312;51;261;248.0;34.0;216.0;3.0;1.8;3.2;125.6;150.6;120.8
1505;59-60 Film,TV en radio;2004;315;57;258;252.0;41.0;212.0;1.6;19.6;-1.9;124.8;140.7;121.7
1506;59-60 Film,TV en radio;2005;313;71;242;247.0;45.0;201.0;-2.2;10.5;-5.0;126.8;158.6;120.2
1507;59-60 Film,TV en radio;2006;313;68;245;252.0;44.0;208.0;2.2;-1.4;3.3;124.0;154.1;117.8
1508;59-60 Film,TV en radio;2007;317;65;252;264.0;46.0;218.0;4.8;4.4;4.9;119.9;141.0;115.5
1509;59-60 Film,TV en radio;2008;313;63;250;267.0;45.0;222.0;0.9;-1.5;1.6;117.3;138.8;112.8
1510;59-60 Film,TV en radio;2009;290;56;234;279.0;45.0;234.0;4.5;0.0;5.6;104.0;123.4;100.0
1511;59-60 Film,TV en radio;2010;276;47;229;276.0;47.0;229.0;-1.0;3.6;-2.1;100.0;100.0;100.0
1512;59-60 Film,TV en radio;2011;290;48;242;289.0;50.0;239.0;4.7;6.4;4.4;100.3;96.0;101.3
1513;59-60 Film,TV en radio;2012;275;45;230;276.0;48.0;228.0;-4.5;-4.2;-4.5;99.6;93.9;100.8
1514;59-60 Film,TV en radio;2013;282;46;236;281.0;50.0;231.0;1.8;4.4;1.3;100.3;91.9;102.1
1515;59-60 Film,TV en radio;2014;300;48;252;297.0;53.0;244.0;5.7;6.5;5.5;101.0;90.0;103.3
1516;59-60 Film,TV en radio;2015;1450;51;1399;1433.0;56.0;1352.0;382.3;4.2;454.4;101.2;91.8;103.5
1517;59-60 Film,TV en radio;2016;1630;50;1580;1582.0;54.0;1499.0;10.4;-2.0;10.9;103.0;91.8;105.4
1518;61 Telecommunicatie;1995;352;126;226;159.0;120.0;68.0;;;;221.3;104.6;333.6
1519;61 Telecommunicatie;1996;508;235;273;215.0;211.0;76.0;35.2;75.4;12.8;236.1;111.3;357.2
1520;61 Telecommunicatie;1997;561;247;314;259.0;221.0;102.0;20.5;4.7;34.1;216.5;111.7;306.4
1521;61 Telecommunicatie;1998;582;202;380;368.0;186.0;192.0;42.1;-15.8;87.6;158.1;108.5;197.7
1522;61 Telecommunicatie;1999;1180;417;763;833.0;396.0;448.0;126.1;112.9;133.2;141.7;105.2;170.2
1523;61 Telecommunicatie;2000;1867;870;997;1313.0;795.0;602.0;57.7;100.5;34.3;142.2;109.5;165.6
1524;61 Telecommunicatie;2001;2185;786;1399;1612.0;689.0;929.0;22.8;-13.3;54.3;135.6;114.1;150.6
1525;61 Telecommunicatie;2002;1941;753;1188;1667.0;711.0;961.0;3.4;3.3;3.5;116.4;105.8;123.6
1526;61 Telecommunicatie;2003;1871;733;1138;1722.0;738.0;990.0;3.3;3.7;3.0;108.6;99.3;114.9
1527;61 Telecommunicatie;2004;1609;435;1174;1490.0;432.0;1036.0;-13.5;-41.5;4.6;108.0;100.7;113.4
1528;61 Telecommunicatie;2005;2316;947;1369;2217.0;953.0;1265.0;48.8;120.7;22.1;104.5;99.4;108.2
1529;61 Telecommunicatie;2006;2256;769;1487;2242.0;826.0;1406.0;1.1;-13.3;11.1;100.6;93.1;105.8
1530;61 Telecommunicatie;2007;2204;846;1358;2245.0;914.0;1331.0;0.1;10.7;-5.3;98.2;92.5;102.0
1531;61 Telecommunicatie;2008;1807;489;1318;1872.0;521.0;1329.0;-16.6;-43.0;-0.1;96.5;93.9;99.2
1532;61 Telecommunicatie;2009;1629;315;1314;1723.0;343.0;1352.0;-8.0;-34.2;1.7;94.5;91.8;97.2
1533;61 Telecommunicatie;2010;2875;1419;1456;2875.0;1419.0;1456.0;66.9;313.7;7.7;100.0;100.0;100.0
1534;61 Telecommunicatie;2011;2881;1405;1476;2917.0;1463.0;1454.0;1.5;3.1;-0.1;98.8;96.0;101.5
1535;61 Telecommunicatie;2012;2911;1496;1415;3007.0;1608.0;1405.0;3.1;9.9;-3.4;96.8;93.0;100.7
1536;61 Telecommunicatie;2013;3099;1673;1426;3265.0;1839.0;1439.0;8.6;14.4;2.5;94.9;91.0;99.1
1537;61 Telecommunicatie;2014;3224;1803;1421;3459.0;2011.0;1467.0;5.9;9.4;1.9;93.2;89.6;96.9
1538;61 Telecommunicatie;2015;3233;1747;1486;3740.0;2178.0;1583.0;8.1;8.3;8.0;86.4;80.2;93.8
1539;61 Telecommunicatie;2016;3383;1917;1466;3965.0;2421.0;1582.0;6.0;11.2;-0.1;85.3;79.2;92.6
1540;62-63 IT- en informatiedienstverlening;1995;454;47;407;615.0;57.0;557.0;;;;73.8;82.0;73.0
1541;62-63 IT- en informatiedienstverlening;1996;559;64;495;741.0;76.0;664.0;20.5;31.9;19.2;75.5;84.6;74.5
1542;62-63 IT- en informatiedienstverlening;1997;693;78;615;908.0;92.0;814.0;22.5;21.9;22.6;76.3;84.6;75.5
1543;62-63 IT- en informatiedienstverlening;1998;805;99;706;1028.0;116.0;910.0;13.3;25.6;11.7;78.3;85.5;77.6
1544;62-63 IT- en informatiedienstverlening;1999;928;106;822;1170.0;120.0;1048.0;13.8;4.0;15.2;79.3;88.0;78.5
1545;62-63 IT- en informatiedienstverlening;2000;1124;115;1009;1368.0;120.0;1248.0;16.9;0.0;19.1;82.2;95.4;80.9
1546;62-63 IT- en informatiedienstverlening;2001;1203;111;1092;1434.0;122.0;1313.0;4.8;0.9;5.3;83.9;91.3;83.2
1547;62-63 IT- en informatiedienstverlening;2002;1217;105;1112;1427.0;124.0;1304.0;-0.5;1.8;-0.7;85.3;84.9;85.3
1548;62-63 IT- en informatiedienstverlening;2003;1249;103;1146;1437.0;125.0;1313.0;0.7;1.0;0.7;86.9;82.5;87.3
1549;62-63 IT- en informatiedienstverlening;2004;1309;110;1199;1484.0;136.0;1350.0;3.3;8.7;2.8;88.2;81.0;88.8
1550;62-63 IT- en informatiedienstverlening;2005;1430;111;1319;1567.0;116.0;1450.0;5.6;-14.5;7.4;91.2;95.6;91.0
1551;62-63 IT- en informatiedienstverlening;2006;1420;126;1294;1520.0;123.0;1395.0;-3.0;6.3;-3.8;93.4;102.1;92.8
1552;62-63 IT- en informatiedienstverlening;2007;1554;143;1411;1585.0;124.0;1460.0;4.3;0.8;4.6;98.0;115.0;96.7
1553;62-63 IT- en informatiedienstverlening;2008;1606;145;1461;1587.0;118.0;1469.0;0.1;-4.9;0.6;101.2;122.6;99.5
1554;62-63 IT- en informatiedienstverlening;2009;1620;133;1487;1604.0;112.0;1494.0;1.1;-5.5;1.7;101.0;119.0;99.5
1555;62-63 IT- en informatiedienstverlening;2010;1626;121;1505;1626.0;121.0;1505.0;1.4;8.3;0.7;100.0;100.0;100.0
1556;62-63 IT- en informatiedienstverlening;2011;1778;141;1637;1802.0;147.0;1655.0;10.8;21.5;10.0;98.7;95.9;98.9
1557;62-63 IT- en informatiedienstverlening;2012;1890;148;1742;1941.0;149.0;1791.0;7.7;1.4;8.2;97.4;99.3;97.2
1558;62-63 IT- en informatiedienstverlening;2013;1880;139;1741;1951.0;141.0;1810.0;0.5;-5.4;1.0;96.4;98.6;96.2
1559;62-63 IT- en informatiedienstverlening;2014;2165;149;2016;2272.0;160.0;2111.0;16.4;13.7;16.7;95.3;92.9;95.5
1560;62-63 IT- en informatiedienstverlening;2015;3664;166;3498;3802.0;181.0;3619.0;67.3;12.8;71.4;96.4;91.8;96.7
1561;62-63 IT- en informatiedienstverlening;2016;4053;174;3879;4175.0;200.0;3972.0;9.8;10.8;9.8;97.1;86.9;97.6
1562;62 IT-dienstverlening;1995;428;37;391;565.0;37.0;530.0;;;;75.7;99.5;73.7
1563;62 IT-dienstverlening;1996;524;47;477;683.0;49.0;635.0;20.8;32.4;19.7;76.7;95.5;75.1
1564;62 IT-dienstverlening;1997;654;60;594;842.0;64.0;778.0;23.3;29.8;22.6;77.7;93.9;76.3
1565;62 IT-dienstverlening;1998;758;80;678;956.0;88.0;865.0;13.6;38.3;11.1;79.3;90.5;78.4
1566;62 IT-dienstverlening;1999;878;83;795;1091.0;89.0;1000.0;14.1;1.3;15.6;80.5;92.8;79.5
1567;62 IT-dienstverlening;2000;1068;94;974;1279.0;91.0;1189.0;17.2;1.2;18.9;83.5;103.8;81.9
1568;62 IT-dienstverlening;2001;1139;90;1049;1334.0;91.0;1245.0;4.3;0.0;4.7;85.4;99.4;84.2
1569;62 IT-dienstverlening;2002;1148;84;1064;1323.0;92.0;1233.0;-0.8;1.1;-1.0;86.7;91.7;86.3
1570;62 IT-dienstverlening;2003;1178;80;1098;1336.0;90.0;1247.0;1.0;-1.2;1.1;88.2;88.4;88.0
1571;62 IT-dienstverlening;2004;1233;87;1146;1374.0;100.0;1276.0;2.8;10.0;2.3;89.8;87.4;89.8
1572;62 IT-dienstverlening;2005;1345;86;1259;1452.0;81.0;1371.0;5.7;-18.4;7.5;92.7;105.9;91.8
1573;62 IT-dienstverlening;2006;1328;96;1232;1404.0;88.0;1316.0;-3.3;8.1;-4.1;94.6;109.3;93.6
1574;62 IT-dienstverlening;2007;1453;111;1342;1469.0;91.0;1378.0;4.6;3.1;4.7;98.9;122.6;97.4
1575;62 IT-dienstverlening;2008;1504;114;1390;1478.0;88.0;1390.0;0.6;-2.7;0.9;101.8;129.4;100.0
1576;62 IT-dienstverlening;2009;1518;102;1416;1502.0;84.0;1420.0;1.7;-4.4;2.2;101.0;121.1;99.7
1577;62 IT-dienstverlening;2010;1525;95;1430;1525.0;95.0;1430.0;1.5;12.7;0.7;100.0;100.0;100.0
1578;62 IT-dienstverlening;2011;1634;98;1536;1658.0;102.0;1556.0;8.7;7.4;8.8;98.6;96.1;98.7
1579;62 IT-dienstverlening;2012;1766;114;1652;1814.0;113.0;1701.0;9.4;11.2;9.3;97.3;100.5;97.1
1580;62 IT-dienstverlening;2013;1728;101;1627;1796.0;102.0;1695.0;-1.0;-10.5;-0.4;96.2;99.5;96.0
1581;62 IT-dienstverlening;2014;1777;103;1674;1869.0;109.0;1760.0;4.1;6.9;3.9;95.1;94.9;95.1
1582;62 IT-dienstverlening;2015;3205;115;3090;3332.0;124.0;3208.0;78.3;14.6;82.3;96.2;92.5;96.3
1583;62 IT-dienstverlening;2016;3582;122;3460;3697.0;142.0;3556.0;11.0;13.9;10.8;96.9;86.1;97.3
1584;63 Diensten op het gebied van informatie;1995;26;10;16;52.0;25.0;26.0;;;;50.0;39.9;61.3
1585;63 Diensten op het gebied van informatie;1996;35;17;18;60.0;33.0;28.0;15.4;30.0;6.3;58.4;52.2;64.9
1586;63 Diensten op het gebied van informatie;1997;39;18;21;67.0;33.0;34.0;11.4;0.0;22.2;58.4;55.3;61.9
1587;63 Diensten op het gebied van informatie;1998;47;19;28;72.0;27.0;44.0;7.7;-16.7;28.6;65.3;70.1;64.2
1588;63 Diensten op het gebied van informatie;1999;50;23;27;78.0;31.0;45.0;8.5;15.8;3.6;64.0;73.2;59.8
1589;63 Diensten op het gebied van informatie;2000;56;21;35;87.0;30.0;57.0;12.0;-4.3;25.9;64.0;69.9;61.5
1590;63 Diensten op het gebied van informatie;2001;64;21;43;100.0;31.0;68.0;14.3;4.8;20.0;64.0;66.7;63.0
1591;63 Diensten op het gebied van informatie;2002;69;21;48;105.0;33.0;71.0;4.7;4.8;4.7;65.9;63.7;67.2
1592;63 Diensten op het gebied van informatie;2003;71;23;48;102.0;36.0;65.0;-2.9;9.5;-8.3;69.9;63.7;73.3
1593;63 Diensten op het gebied van informatie;2004;76;23;53;113.0;38.0;75.0;11.3;4.3;14.6;67.2;61.0;70.7
1594;63 Diensten op het gebied van informatie;2005;85;25;60;118.0;38.0;79.0;3.9;0.0;5.7;72.3;66.4;75.7
1595;63 Diensten op het gebied van informatie;2006;92;30;62;119.0;38.0;81.0;1.2;0.0;1.7;77.4;79.6;76.9
1596;63 Diensten op het gebied van informatie;2007;101;32;69;119.0;35.0;83.0;0.0;-6.7;3.2;84.9;91.0;83.0
1597;63 Diensten op het gebied van informatie;2008;102;31;71;111.0;31.0;80.0;-6.9;-12.5;-4.3;92.2;100.7;89.2
1598;63 Diensten op het gebied van informatie;2009;102;31;71;102.0;28.0;74.0;-7.8;-9.7;-7.0;100.0;111.5;96.0
1599;63 Diensten op het gebied van informatie;2010;101;26;75;101.0;26.0;75.0;-1.0;-6.5;1.4;100.0;100.0;100.0
1600;63 Diensten op het gebied van informatie;2011;144;43;101;144.0;45.0;99.0;42.6;73.1;32.0;100.0;95.6;102.0
1601;63 Diensten op het gebied van informatie;2012;124;34;90;127.0;36.0;91.0;-11.8;-20.9;-7.9;97.6;95.6;98.7
1602;63 Diensten op het gebied van informatie;2013;152;38;114;156.0;40.0;115.0;22.6;11.8;26.7;97.6;95.6;98.7
1603;63 Diensten op het gebied van informatie;2014;388;46;342;400.0;52.0;345.0;157.2;31.6;199.1;96.9;87.9;99.0
1604;63 Diensten op het gebied van informatie;2015;459;51;408;469.0;57.0;408.0;17.0;8.7;18.1;98.0;89.7;100.0
1605;63 Diensten op het gebied van informatie;2016;471;52;419;478.0;59.0;415.0;2.0;3.9;1.7;98.6;88.0;101.0
1606;K Financiële dienstverlening;1995;3562;93;3469;3638.0;95.0;3542.0;;;;97.9;97.4;97.9
1607;K Financiële dienstverlening;1996;3456;118;3338;3622.0;117.0;3504.0;-0.4;22.6;-1.1;95.4;100.8;95.3
1608;K Financiële dienstverlening;1997;4156;114;4042;4307.0;110.0;4198.0;18.9;-5.9;19.8;96.5;103.6;96.3
1609;K Financiële dienstverlening;1998;5063;120;4943;5235.0;126.0;5111.0;21.5;14.0;21.7;96.7;95.6;96.7
1610;K Financiële dienstverlening;1999;5963;129;5834;6015.0;138.0;5878.0;14.9;10.0;15.0;99.1;93.4;99.3
1611;K Financiële dienstverlening;2000;6149;165;5984;5890.0;158.0;5734.0;-2.1;14.7;-2.5;104.4;104.1;104.4
1612;K Financiële dienstverlening;2001;5624;148;5476;5568.0;133.0;5437.0;-5.5;-15.8;-5.2;101.0;110.9;100.7
1613;K Financiële dienstverlening;2002;5742;143;5599;5636.0;128.0;5511.0;1.2;-4.1;1.4;101.9;111.7;101.6
1614;K Financiële dienstverlening;2003;5148;148;5000;5138.0;138.0;5001.0;-8.8;7.7;-9.3;100.2;107.3;100.0
1615;K Financiële dienstverlening;2004;5726;146;5580;5669.0;142.0;5529.0;10.3;2.7;10.6;101.0;103.1;100.9
1616;K Financiële dienstverlening;2005;6863;157;6706;6720.0;153.0;6569.0;18.5;8.2;18.8;102.1;102.4;102.1
1617;K Financiële dienstverlening;2006;7383;180;7203;7117.0;177.0;6943.0;5.9;15.3;5.7;103.7;101.9;103.7
1618;K Financiële dienstverlening;2007;8321;190;8131;7968.0;183.0;7788.0;11.9;3.3;12.2;104.4;104.1;104.4
1619;K Financiële dienstverlening;2008;8705;196;8509;8723.0;181.0;8545.0;9.5;-1.1;9.7;99.8;108.5;99.6
1620;K Financiële dienstverlening;2009;6881;165;6716;7370.0;161.0;7210.0;-15.5;-10.7;-15.6;93.4;102.3;93.1
1621;K Financiële dienstverlening;2010;7320;175;7145;7320.0;175.0;7145.0;-0.7;8.5;-0.9;100.0;100.0;100.0
1622;K Financiële dienstverlening;2011;7426;195;7231;7365.0;192.0;7173.0;0.6;9.7;0.4;100.8;101.6;100.8
1623;K Financiële dienstverlening;2012;6151;224;5927;6187.0;216.0;5971.0;-16.0;12.3;-16.8;99.4;103.9;99.3
1624;K Financiële dienstverlening;2013;6878;215;6663;6623.0;220.0;6403.0;7.1;2.2;7.2;103.8;97.5;104.1
1625;K Financiële dienstverlening;2014;7101;209;6892;6930.0;222.0;6707.0;4.6;0.9;4.7;102.5;93.9;102.8
1626;K Financiële dienstverlening;2015;6938;188;6750;6897.0;211.0;6685.0;-0.5;-5.3;-0.3;100.6;89.2;101.0
1627;K Financiële dienstverlening;2016;6665;206;6459;6811.0;246.0;6568.0;-1.3;16.5;-1.7;97.9;83.9;98.3
1628;64 Bankwezen;1995;3230;45;3185;3143.0;34.0;3108.0;;;;102.8;131.6;102.5
1629;64 Bankwezen;1996;3091;59;3032;3084.0;40.0;3042.0;-1.9;15.6;-2.1;100.2;149.3;99.7
1630;64 Bankwezen;1997;3752;52;3700;3717.0;34.0;3686.0;20.5;-13.6;21.2;100.9;152.2;100.4
1631;64 Bankwezen;1998;4643;58;4585;4579.0;39.0;4545.0;23.2;15.4;23.3;101.4;147.2;100.9
1632;64 Bankwezen;1999;5499;58;5441;5314.0;43.0;5279.0;16.0;8.6;16.1;103.5;135.5;103.1
1633;64 Bankwezen;2000;5502;73;5429;5029.0;50.0;4983.0;-5.4;17.2;-5.6;109.4;145.4;109.0
1634;64 Bankwezen;2001;4917;72;4845;4727.0;47.0;4684.0;-6.0;-6.8;-6.0;104.0;154.0;103.4
1635;64 Bankwezen;2002;4986;71;4915;4815.0;48.0;4771.0;1.9;2.8;1.8;103.6;147.8;103.0
1636;64 Bankwezen;2003;4447;71;4376;4336.0;50.0;4286.0;-9.9;4.2;-10.2;102.6;141.8;102.1
1637;64 Bankwezen;2004;5035;69;4966;4831.0;54.0;4778.0;11.4;8.5;11.5;104.2;127.0;103.9
1638;64 Bankwezen;2005;6171;73;6098;5853.0;63.0;5792.0;21.2;15.9;21.2;105.4;115.9;105.3
1639;64 Bankwezen;2006;6702;89;6613;6247.0;80.0;6168.0;6.7;27.4;6.5;107.3;110.9;107.2
1640;64 Bankwezen;2007;7448;91;7357;7015.0;85.0;6932.0;12.3;5.6;12.4;106.2;107.4;106.1
1641;64 Bankwezen;2008;7813;93;7720;7733.0;85.0;7650.0;10.2;0.0;10.4;101.0;109.8;100.9
1642;64 Bankwezen;2009;5935;82;5853;6352.0;82.0;6271.0;-17.9;-3.2;-18.0;93.4;100.0;93.3
1643;64 Bankwezen;2010;6347;85;6262;6347.0;85.0;6262.0;-0.1;3.7;-0.1;100.0;100.0;100.0
1644;64 Bankwezen;2011;6528;94;6434;6502.0;93.0;6409.0;2.4;9.4;2.3;100.4;101.1;100.4
1645;64 Bankwezen;2012;5255;109;5146;5273.0;103.0;5170.0;-18.9;10.6;-19.3;99.7;105.9;99.5
1646;64 Bankwezen;2013;5892;104;5788;5752.0;103.0;5649.0;9.1;0.0;9.3;102.4;101.1;102.5
1647;64 Bankwezen;2014;6112;97;6015;6070.0;100.0;5970.0;5.5;-2.9;5.7;100.7;97.1;100.8
1648;64 Bankwezen;2015;6010;86;5924;5986.0;94.0;5893.0;-1.4;-6.2;-1.3;100.4;91.7;100.5
1649;64 Bankwezen;2016;5700;96;5604;5852.0;112.0;5742.0;-2.2;19.8;-2.6;97.4;85.5;97.6
1650;65 Verzekeraars en pensioenfondsen;1995;193;24;169;323.0;30.0;297.0;;;;59.8;80.6;56.8
1651;65 Verzekeraars en pensioenfondsen;1996;206;30;176;358.0;42.0;317.0;10.9;41.7;6.5;57.5;71.1;55.5
1652;65 Verzekeraars en pensioenfondsen;1997;242;40;202;393.0;56.0;335.0;9.7;33.3;5.7;61.6;71.1;60.3
1653;65 Verzekeraars en pensioenfondsen;1998;237;32;205;403.0;53.0;348.0;2.5;-5.0;4.0;58.9;59.9;58.9
1654;65 Verzekeraars en pensioenfondsen;1999;271;38;233;428.0;67.0;360.0;6.3;25.0;3.4;63.3;56.9;64.7
1655;65 Verzekeraars en pensioenfondsen;2000;406;52;354;622.0;72.0;545.0;45.4;7.9;51.5;65.2;72.2;64.9
1656;65 Verzekeraars en pensioenfondsen;2001;429;37;392;582.0;50.0;530.0;-6.4;-30.8;-2.8;73.7;74.2;74.0
1657;65 Verzekeraars en pensioenfondsen;2002;459;35;424;547.0;43.0;502.0;-6.1;-13.5;-5.4;83.9;81.1;84.5
1658;65 Verzekeraars en pensioenfondsen;2003;414;41;373;553.0;49.0;502.0;1.1;14.3;0.0;74.9;83.1;74.4
1659;65 Verzekeraars en pensioenfondsen;2004;383;40;343;561.0;47.0;512.0;1.4;-4.9;2.1;68.3;85.3;66.9
1660;65 Verzekeraars en pensioenfondsen;2005;397;51;346;561.0;49.0;509.0;0.0;5.0;-0.6;70.8;103.6;67.9
1661;65 Verzekeraars en pensioenfondsen;2006;376;55;321;519.0;49.0;465.0;-7.6;0.0;-8.7;72.5;111.7;69.0
1662;65 Verzekeraars en pensioenfondsen;2007;540;60;480;584.0;54.0;526.0;12.5;9.1;13.1;92.5;111.7;91.2
1663;65 Verzekeraars en pensioenfondsen;2008;521;63;458;596.0;53.0;540.0;2.2;-1.7;2.7;87.3;119.3;84.8
1664;65 Verzekeraars en pensioenfondsen;2009;574;48;526;656.0;44.0;613.0;10.0;-15.9;13.5;87.5;108.0;85.7
1665;65 Verzekeraars en pensioenfondsen;2010;632;50;582;632.0;50.0;582.0;-3.7;12.5;-5.1;100.0;100.0;100.0
1666;65 Verzekeraars en pensioenfondsen;2011;501;56;445;497.0;57.0;440.0;-21.4;14.0;-24.4;100.8;98.2;101.1
1667;65 Verzekeraars en pensioenfondsen;2012;475;65;410;528.0;68.0;460.0;6.2;19.6;4.5;90.0;95.3;89.2
1668;65 Verzekeraars en pensioenfondsen;2013;592;62;530;501.0;68.0;433.0;-5.1;0.0;-5.9;118.1;90.9;122.4
1669;65 Verzekeraars en pensioenfondsen;2014;578;61;517;482.0;70.0;413.0;-3.7;3.2;-4.5;119.8;86.7;125.1
1670;65 Verzekeraars en pensioenfondsen;2015;467;52;415;498.0;63.0;433.0;3.3;-9.8;4.8;93.7;81.9;95.8
1671;65 Verzekeraars en pensioenfondsen;2016;508;57;451;550.0;72.0;476.0;10.3;13.5;9.9;92.4;79.1;94.7
1672;66 Overige financiële dienstverlening;1995;139;24;115;186.0;40.0;150.0;;;;74.8;60.5;76.9
1673;66 Overige financiële dienstverlening;1996;159;29;130;217.0;46.0;174.0;16.5;16.7;16.5;73.4;62.7;74.6
1674;66 Overige financiële dienstverlening;1997;162;22;140;217.0;32.0;186.0;0.0;-31.0;6.9;74.8;68.9;75.1
1675;66 Overige financiële dienstverlening;1998;183;30;153;242.0;46.0;198.0;11.7;45.5;6.4;75.6;64.6;77.2
1676;66 Overige financiële dienstverlening;1999;193;33;160;234.0;45.0;192.0;-3.3;-3.3;-3.3;82.5;73.5;83.4
1677;66 Overige financiële dienstverlening;2000;241;40;201;292.0;53.0;242.0;24.9;18.2;26.3;82.5;75.4;83.0
1678;66 Overige financiële dienstverlening;2001;278;39;239;316.0;46.0;272.0;8.3;-12.5;12.4;87.8;84.1;87.8
1679;66 Overige financiële dienstverlening;2002;297;37;260;321.0;43.0;280.0;1.4;-7.7;2.9;92.5;86.4;92.8
1680;66 Overige financiële dienstverlening;2003;287;36;251;304.0;46.0;260.0;-5.4;8.1;-7.3;94.5;77.7;96.6
1681;66 Overige financiële dienstverlening;2004;308;37;271;323.0;46.0;278.0;6.3;0.0;7.2;95.4;79.9;97.3
1682;66 Overige financiële dienstverlening;2005;295;33;262;319.0;45.0;275.0;-1.3;-2.7;-1.1;92.6;73.2;95.2
1683;66 Overige financiële dienstverlening;2006;305;36;269;340.0;51.0;292.0;6.8;12.1;6.1;89.7;71.3;92.1
1684;66 Overige financiële dienstverlening;2007;333;39;294;352.0;45.0;308.0;3.6;-11.1;5.6;94.5;86.9;95.3
1685;66 Overige financiële dienstverlening;2008;371;40;331;368.0;44.0;325.0;4.5;-2.6;5.4;100.7;91.4;101.8
1686;66 Overige financiële dienstverlening;2009;372;35;337;361.0;35.0;326.0;-1.9;-20.0;0.3;102.9;100.0;103.3
1687;66 Overige financiële dienstverlening;2010;341;40;301;341.0;40.0;301.0;-5.6;14.3;-7.7;100.0;100.0;100.0
1688;66 Overige financiële dienstverlening;2011;397;45;352;366.0;42.0;324.0;7.3;5.0;7.6;108.5;107.1;108.6
1689;66 Overige financiële dienstverlening;2012;421;50;371;380.0;45.0;335.0;3.8;6.7;3.4;110.8;111.6;110.7
1690;66 Overige financiële dienstverlening;2013;394;49;345;363.0;49.0;313.0;-4.5;10.0;-6.5;108.6;99.4;110.1
1691;66 Overige financiële dienstverlening;2014;411;51;360;376.0;52.0;323.0;3.6;6.1;3.2;109.4;97.5;111.3
1692;66 Overige financiële dienstverlening;2015;461;50;411;405.0;53.0;351.0;7.8;2.0;8.6;113.9;93.8;117.0
1693;66 Overige financiële dienstverlening;2016;457;53;404;405.0;61.0;345.0;0.0;14.0;-1.7;112.9;87.2;117.0
1694;L Verhuur en handel van onroerend goed;1995;507;231;276;742.0;315.0;430.0;;;;68.3;73.4;64.2
1695;L Verhuur en handel van onroerend goed;1996;566;255;311;808.0;345.0;466.0;8.9;9.5;8.3;70.0;74.0;66.8
1696;L Verhuur en handel van onroerend goed;1997;649;287;362;912.0;384.0;532.0;12.9;11.4;14.1;71.1;74.8;68.1
1697;L Verhuur en handel van onroerend goed;1998;649;288;361;910.0;386.0;526.0;-0.3;0.7;-1.1;71.3;74.5;68.7
1698;L Verhuur en handel van onroerend goed;1999;682;317;365;942.0;431.0;511.0;3.5;11.5;-2.8;72.4;73.6;71.4
1699;L Verhuur en handel van onroerend goed;2000;762;343;419;993.0;432.0;562.0;5.4;0.3;9.9;76.7;79.4;74.6
1700;L Verhuur en handel van onroerend goed;2001;823;373;450;1022.0;447.0;575.0;2.9;3.5;2.4;80.6;83.4;78.3
1701;L Verhuur en handel van onroerend goed;2002;867;384;483;1044.0;460.0;584.0;2.2;2.9;1.6;83.0;83.4;82.7
1702;L Verhuur en handel van onroerend goed;2003;895;415;480;1046.0;494.0;552.0;0.2;7.3;-5.4;85.5;84.0;86.9
1703;L Verhuur en handel van onroerend goed;2004;934;433;501;1056.0;500.0;556.0;0.9;1.2;0.6;88.5;86.6;90.1
1704;L Verhuur en handel van onroerend goed;2005;995;466;529;1063.0;491.0;571.0;0.6;-1.8;2.8;93.6;95.0;92.6
1705;L Verhuur en handel van onroerend goed;2006;1024;505;519;1064.0;507.0;555.0;0.1;3.4;-2.8;96.3;99.5;93.5
1706;L Verhuur en handel van onroerend goed;2007;1070;532;538;1073.0;511.0;562.0;0.9;0.6;1.2;99.7;104.2;95.8
1707;L Verhuur en handel van onroerend goed;2008;1163;586;577;1127.0;537.0;589.0;5.0;5.3;4.8;103.2;109.0;98.0
