ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
52;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2011;6454.0;;;;;;;;;;;;;;;;;;;;;;10.0;12.0;;;;;;;90.0;84.0;;;;;;;86.0;80.0;;;;;;;4.0;5.0;;;;;;
53;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2012;6671.0;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;88.0;;;;;;;;85.0;;;;;;;;3.0;;;;;;;
54;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1995;1923.0;5.0;8.0;20.0;33.0;44.0;51.0;59.0;3.0;6.0;16.0;28.0;38.0;44.0;51.0;2.0;2.0;3.0;5.0;6.0;7.0;7.0;9.0;12.0;16.0;19.0;22.0;24.0;26.0;27.0;91.0;86.0;79.0;73.0;59.0;43.0;30.0;22.0;85.0;78.0;71.0;64.0;52.0;38.0;26.0;19.0;6.0;8.0;8.0;9.0;7.0;5.0;4.0;3.0
55;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1996;2083.0;4.0;9.0;21.0;33.0;46.0;53.0;61.0;3.0;7.0;17.0;28.0;39.0;46.0;54.0;1.0;2.0;4.0;5.0;6.0;7.0;7.0;9.0;14.0;15.0;18.0;19.0;21.0;23.0;25.0;91.0;84.0;81.0;73.0;60.0;45.0;31.0;22.0;85.0;78.0;73.0;66.0;54.0;40.0;28.0;20.0;5.0;7.0;7.0;7.0;6.0;5.0;3.0;2.0
56;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1997;2324.0;4.0;8.0;20.0;35.0;46.0;54.0;62.0;3.0;6.0;17.0;30.0;41.0;48.0;55.0;1.0;2.0;4.0;5.0;6.0;7.0;7.0;8.0;13.0;16.0;17.0;19.0;20.0;21.0;23.0;92.0;85.0;80.0;74.0;61.0;45.0;32.0;22.0;86.0;78.0;73.0;68.0;55.0;40.0;28.0;19.0;5.0;7.0;7.0;6.0;6.0;5.0;4.0;3.0
57;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1998;2573.0;5.0;10.0;24.0;38.0;50.0;58.0;66.0;3.0;8.0;19.0;32.0;43.0;50.0;59.0;2.0;2.0;4.0;6.0;7.0;8.0;8.0;9.0;12.0;15.0;16.0;16.0;18.0;20.0;21.0;91.0;86.0;80.0;74.0;60.0;44.0;30.0;21.0;84.0;78.0;72.0;65.0;53.0;38.0;26.0;17.0;7.0;8.0;9.0;8.0;7.0;6.0;4.0;4.0
58;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1999;2814.0;5.0;12.0;27.0;41.0;54.0;62.0;69.0;4.0;10.0;22.0;35.0;47.0;54.0;61.0;1.0;2.0;5.0;6.0;7.0;7.0;7.0;9.0;12.0;14.0;16.0;17.0;18.0;20.0;21.0;91.0;86.0;80.0;72.0;56.0;40.0;26.0;18.0;84.0;77.0;72.0;65.0;50.0;36.0;23.0;15.0;7.0;8.0;9.0;8.0;6.0;5.0;3.0;2.0
59;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2000;3087.0;8.0;18.0;32.0;47.0;59.0;65.0;70.0;7.0;16.0;29.0;42.0;53.0;59.0;64.0;1.0;2.0;3.0;5.0;6.0;6.0;6.0;9.0;12.0;13.0;15.0;16.0;18.0;19.0;21.0;91.0;85.0;79.0;67.0;51.0;35.0;22.0;14.0;86.0;79.0;72.0;61.0;46.0;31.0;19.0;11.0;5.0;7.0;7.0;6.0;5.0;4.0;3.0;3.0
60;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2001;3723.0;12.0;24.0;39.0;53.0;61.0;66.0;71.0;11.0;22.0;35.0;48.0;56.0;61.0;65.0;1.0;2.0;3.0;4.0;5.0;6.0;6.0;8.0;12.0;14.0;15.0;17.0;19.0;20.0;20.0;91.0;83.0;74.0;61.0;45.0;28.0;19.0;13.0;86.0;77.0;67.0;55.0;39.0;24.0;16.0;11.0;5.0;6.0;7.0;7.0;5.0;4.0;3.0;3.0
61;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2002;3904.0;18.0;33.0;47.0;58.0;65.0;69.0;73.0;17.0;31.0;44.0;53.0;59.0;63.0;66.0;1.0;2.0;4.0;5.0;6.0;6.0;6.0;8.0;11.0;14.0;15.0;17.0;18.0;19.0;20.0;91.0;84.0;68.0;51.0;36.0;24.0;16.0;11.0;86.0;77.0;61.0;45.0;31.0;21.0;13.0;9.0;5.0;6.0;7.0;6.0;5.0;4.0;3.0;2.0
62;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2003;4137.0;19.0;34.0;47.0;58.0;64.0;69.0;72.0;18.0;32.0;44.0;53.0;59.0;63.0;66.0;1.0;2.0;3.0;4.0;5.0;5.0;5.0;8.0;12.0;14.0;17.0;18.0;18.0;19.0;21.0;91.0;84.0;67.0;49.0;35.0;24.0;16.0;11.0;86.0;78.0;60.0;44.0;30.0;20.0;13.0;8.0;4.0;6.0;6.0;6.0;5.0;4.0;3.0;2.0
63;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2004;4306.0;18.0;34.0;49.0;57.0;64.0;69.0;71.0;17.0;32.0;45.0;52.0;59.0;63.0;65.0;1.0;2.0;3.0;5.0;5.0;6.0;6.0;9.0;13.0;16.0;17.0;18.0;19.0;20.0;22.0;90.0;83.0;66.0;48.0;33.0;24.0;15.0;9.0;86.0;77.0;59.0;42.0;28.0;20.0;12.0;8.0;5.0;6.0;7.0;6.0;5.0;4.0;3.0;2.0
64;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2005;4184.0;19.0;38.0;52.0;63.0;70.0;73.0;;17.0;35.0;47.0;57.0;63.0;66.0;;1.0;3.0;5.0;6.0;6.0;7.0;;10.0;13.0;14.0;15.0;16.0;17.0;19.0;20.0;90.0;84.0;67.0;47.0;32.0;20.0;11.0;7.0;84.0;76.0;59.0;40.0;27.0;16.0;8.0;5.0;6.0;8.0;8.0;7.0;5.0;4.0;3.0;2.0
65;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2006;4383.0;18.0;36.0;52.0;64.0;69.0;;;17.0;34.0;48.0;59.0;63.0;;;1.0;2.0;3.0;5.0;6.0;;;8.0;13.0;14.0;15.0;16.0;18.0;19.0;;91.0;84.0;68.0;50.0;32.0;19.0;13.0;;85.0;77.0;61.0;43.0;27.0;15.0;9.0;;6.0;7.0;7.0;7.0;5.0;4.0;3.0;
66;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2007;4640.0;19.0;40.0;57.0;66.0;;;;18.0;38.0;54.0;61.0;;;;1.0;2.0;4.0;4.0;;;;8.0;11.0;13.0;14.0;16.0;16.0;;;91.0;86.0;69.0;46.0;27.0;18.0;;;85.0;78.0;61.0;38.0;22.0;14.0;;;6.0;8.0;8.0;7.0;5.0;4.0;;
67;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2008;4719.0;22.0;47.0;62.0;;;;;21.0;45.0;59.0;;;;;1.0;2.0;3.0;;;;;7.0;8.0;11.0;12.0;13.0;;;;93.0;88.0;67.0;40.0;25.0;;;;87.0;81.0;60.0;33.0;19.0;;;;6.0;8.0;8.0;7.0;6.0;;;
68;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2009;5226.0;24.0;48.0;;;;;;23.0;46.0;;;;;;1.0;2.0;;;;;;7.0;11.0;12.0;14.0;;;;;93.0;87.0;64.0;39.0;;;;;87.0;79.0;56.0;31.0;;;;;6.0;8.0;8.0;7.0;;;;
69;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2010;5126.0;26.0;;;;;;;26.0;;;;;;;1.0;;;;;;;9.0;11.0;12.0;;;;;;91.0;87.0;62.0;;;;;;86.0;79.0;53.0;;;;;;6.0;8.0;8.0;;;;;
70;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2011;5530.0;;;;;;;;;;;;;;;;;;;;;;9.0;11.0;;;;;;;91.0;85.0;;;;;;;86.0;78.0;;;;;;;5.0;7.0;;;;;;
71;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2012;5216.0;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;91.0;;;;;;;;85.0;;;;;;;;6.0;;;;;;;
72;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 1995;200.0;5.0;9.0;27.0;40.0;51.0;56.0;62.0;1.0;5.0;21.0;32.0;42.0;47.0;55.0;4.0;5.0;6.0;8.0;9.0;10.0;8.0;5.0;10.0;15.0;18.0;21.0;23.0;24.0;26.0;95.0;89.0;81.0;73.0;52.0;38.0;25.0;18.0;86.0;79.0;74.0;66.0;45.0;35.0;22.0;15.0;10.0;10.0;8.0;8.0;8.0;3.0;4.0;3.0
73;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 1996;192.0;6.0;12.0;24.0;35.0;43.0;52.0;57.0;3.0;8.0;17.0;28.0;35.0;44.0;48.0;3.0;4.0;7.0;8.0;8.0;8.0;9.0;8.0;13.0;17.0;18.0;20.0;22.0;23.0;28.0;92.0;84.0;77.0;70.0;55.0;43.0;33.0;20.0;88.0;77.0;69.0;63.0;52.0;39.0;30.0;17.0;5.0;7.0;7.0;7.0;3.0;4.0;3.0;3.0
74;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 1997;249.0;5.0;9.0;23.0;34.0;42.0;51.0;58.0;2.0;5.0;18.0;29.0;36.0;43.0;51.0;3.0;4.0;5.0;5.0;6.0;8.0;8.0;5.0;11.0;14.0;16.0;19.0;20.0;21.0;23.0;94.0;87.0;81.0;74.0;58.0;46.0;37.0;26.0;87.0;79.0;75.0;68.0;52.0;40.0;33.0;24.0;8.0;8.0;6.0;6.0;6.0;6.0;4.0;2.0
75;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 1998;247.0;4.0;11.0;27.0;37.0;50.0;57.0;63.0;2.0;7.0;21.0;31.0;43.0;50.0;55.0;2.0;4.0;6.0;6.0;7.0;7.0;8.0;11.0;15.0;17.0;19.0;17.0;21.0;21.0;27.0;89.0;84.0;79.0;70.0;56.0;42.0;28.0;16.0;83.0;75.0;70.0;63.0;49.0;37.0;24.0;12.0;6.0;9.0;9.0;7.0;7.0;5.0;4.0;4.0
76;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 1999;293.0;8.0;16.0;29.0;41.0;54.0;61.0;69.0;6.0;12.0;23.0;33.0;45.0;52.0;59.0;2.0;3.0;6.0;8.0;9.0;9.0;10.0;11.0;12.0;15.0;16.0;19.0;19.0;22.0;23.0;89.0;86.0;78.0;68.0;51.0;40.0;25.0;16.0;80.0;78.0;71.0;60.0;46.0;37.0;22.0;14.0;10.0;8.0;7.0;8.0;5.0;4.0;3.0;2.0
77;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2000;376.0;7.0;15.0;30.0;41.0;51.0;58.0;64.0;6.0;13.0;27.0;39.0;47.0;54.0;60.0;1.0;2.0;2.0;3.0;4.0;4.0;4.0;9.0;10.0;11.0;16.0;18.0;22.0;24.0;24.0;91.0;89.0;82.0;69.0;52.0;37.0;25.0;18.0;86.0;83.0;75.0;63.0;47.0;33.0;22.0;14.0;5.0;6.0;7.0;6.0;5.0;4.0;3.0;3.0
78;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2001;394.0;9.0;22.0;37.0;51.0;55.0;61.0;66.0;7.0;18.0;31.0;45.0;48.0;53.0;59.0;2.0;5.0;5.0;6.0;7.0;8.0;8.0;12.0;15.0;18.0;20.0;21.0;25.0;27.0;26.0;88.0;83.0;73.0;57.0;42.0;24.0;18.0;13.0;83.0;76.0;65.0;52.0;37.0;20.0;15.0;11.0;5.0;7.0;7.0;5.0;5.0;4.0;3.0;2.0
79;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2002;413.0;15.0;29.0;43.0;51.0;58.0;63.0;66.0;12.0;25.0;38.0;45.0;51.0;55.0;58.0;3.0;4.0;5.0;6.0;7.0;8.0;8.0;10.0;12.0;15.0;17.0;18.0;20.0;23.0;24.0;90.0;85.0;70.0;54.0;39.0;29.0;19.0;13.0;84.0;78.0;63.0;48.0;33.0;23.0;16.0;10.0;6.0;7.0;7.0;6.0;6.0;5.0;4.0;2.0
80;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2003;455.0;16.0;31.0;43.0;53.0;59.0;63.0;68.0;14.0;28.0;38.0;47.0;52.0;56.0;60.0;2.0;4.0;5.0;6.0;7.0;7.0;8.0;8.0;13.0;16.0;18.0;18.0;18.0;21.0;23.0;91.0;85.0;69.0;51.0;38.0;29.0;20.0;14.0;85.0;78.0;61.0;44.0;32.0;23.0;16.0;11.0;6.0;7.0;7.0;7.0;6.0;6.0;4.0;3.0
81;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2004;449.0;14.0;31.0;45.0;52.0;60.0;67.0;69.0;12.0;28.0;41.0;47.0;53.0;58.0;61.0;1.0;3.0;4.0;6.0;7.0;9.0;8.0;11.0;15.0;17.0;21.0;20.0;20.0;22.0;22.0;88.0;81.0;69.0;48.0;35.0;28.0;18.0;11.0;81.0;74.0;61.0;41.0;28.0;22.0;14.0;9.0;6.0;7.0;9.0;7.0;7.0;6.0;5.0;2.0
82;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2005;428.0;17.0;34.0;46.0;59.0;67.0;70.0;;14.0;29.0;39.0;50.0;58.0;60.0;;2.0;4.0;7.0;8.0;9.0;10.0;;15.0;18.0;18.0;18.0;21.0;22.0;24.0;25.0;85.0;80.0;66.0;49.0;32.0;19.0;9.0;5.0;77.0;71.0;57.0;41.0;29.0;16.0;7.0;4.0;8.0;9.0;9.0;8.0;4.0;4.0;2.0;1.0
83;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2006;437.0;16.0;35.0;53.0;64.0;69.0;;;13.0;31.0;48.0;57.0;62.0;;;3.0;4.0;5.0;7.0;7.0;;;9.0;14.0;14.0;16.0;19.0;21.0;21.0;;91.0;84.0;70.0;49.0;28.0;15.0;10.0;;83.0;75.0;62.0;43.0;24.0;13.0;8.0;;8.0;9.0;8.0;6.0;4.0;3.0;2.0;
84;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2007;488.0;18.0;38.0;55.0;63.0;;;;14.0;34.0;50.0;58.0;;;;3.0;4.0;5.0;5.0;;;;11.0;12.0;14.0;16.0;17.0;19.0;;;89.0;84.0;69.0;46.0;28.0;18.0;;;81.0;76.0;61.0;40.0;24.0;14.0;;;8.0;9.0;7.0;6.0;5.0;4.0;;
85;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2008;430.0;22.0;48.0;59.0;;;;;20.0;44.0;53.0;;;;;2.0;4.0;5.0;;;;;8.0;10.0;13.0;15.0;16.0;;;;92.0;87.0;65.0;37.0;26.0;;;;85.0;80.0;56.0;30.0;21.0;;;;7.0;7.0;9.0;7.0;5.0;;;
86;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2009;568.0;24.0;45.0;;;;;;22.0;42.0;;;;;;2.0;3.0;;;;;;9.0;13.0;14.0;16.0;;;;;91.0;84.0;62.0;39.0;;;;;85.0;79.0;55.0;34.0;;;;;6.0;5.0;6.0;5.0;;;;
87;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2010;543.0;25.0;;;;;;;22.0;;;;;;;3.0;;;;;;;14.0;14.0;15.0;;;;;;86.0;83.0;60.0;;;;;;80.0;76.0;53.0;;;;;;6.0;7.0;7.0;;;;;
88;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2011;623.0;;;;;;;;;;;;;;;;;;;;;;11.0;12.0;;;;;;;89.0;85.0;;;;;;;84.0;78.0;;;;;;;5.0;7.0;;;;;;
89;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Marokko;Startjaar 2012;514.0;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;91.0;;;;;;;;85.0;;;;;;;;6.0;;;;;;;
90;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 1995;226.0;4.0;7.0;18.0;32.0;43.0;47.0;54.0;3.0;5.0;15.0;27.0;38.0;42.0;50.0;2.0;2.0;3.0;4.0;5.0;5.0;5.0;10.0;12.0;15.0;18.0;23.0;23.0;26.0;28.0;90.0;86.0;81.0;76.0;59.0;46.0;31.0;25.0;87.0;81.0;76.0;70.0;54.0;42.0;28.0;23.0;3.0;5.0;5.0;5.0;4.0;4.0;3.0;2.0
91;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 1996;270.0;4.0;11.0;20.0;31.0;43.0;49.0;58.0;3.0;9.0;16.0;27.0;37.0;42.0;51.0;2.0;2.0;3.0;5.0;6.0;6.0;7.0;11.0;14.0;14.0;19.0;20.0;20.0;24.0;24.0;89.0;84.0;81.0;70.0;60.0;49.0;34.0;28.0;83.0;78.0;76.0;64.0;56.0;45.0;31.0;26.0;6.0;6.0;6.0;6.0;4.0;4.0;3.0;2.0
92;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 1997;297.0;3.0;9.0;21.0;32.0;46.0;51.0;55.0;2.0;7.0;18.0;28.0;41.0;46.0;49.0;1.0;2.0;3.0;4.0;5.0;5.0;5.0;6.0;11.0;14.0;17.0;19.0;19.0;22.0;26.0;94.0;88.0;83.0;74.0;61.0;49.0;32.0;23.0;89.0;80.0;76.0;67.0;55.0;45.0;28.0;20.0;5.0;7.0;7.0;7.0;5.0;4.0;4.0;3.0
93;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 1998;306.0;5.0;12.0;25.0;36.0;44.0;50.0;60.0;3.0;9.0;21.0;31.0;39.0;44.0;55.0;2.0;3.0;4.0;5.0;6.0;6.0;5.0;7.0;12.0;16.0;19.0;18.0;21.0;22.0;24.0;92.0;86.0;78.0;70.0;57.0;43.0;34.0;26.0;87.0;81.0;73.0;65.0;53.0;39.0;31.0;23.0;5.0;5.0;6.0;5.0;4.0;4.0;3.0;3.0
94;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 1999;347.0;3.0;10.0;27.0;38.0;50.0;60.0;66.0;1.0;7.0;23.0;34.0;45.0;53.0;59.0;1.0;3.0;3.0;5.0;6.0;7.0;7.0;8.0;14.0;15.0;17.0;18.0;19.0;21.0;21.0;92.0;85.0;82.0;73.0;55.0;42.0;29.0;20.0;87.0;79.0;76.0;69.0;50.0;39.0;26.0;17.0;4.0;7.0;6.0;5.0;5.0;4.0;3.0;2.0
95;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2000;332.0;7.0;18.0;33.0;44.0;54.0;62.0;69.0;5.0;15.0;29.0;40.0;50.0;58.0;66.0;2.0;3.0;3.0;3.0;4.0;4.0;3.0;8.0;12.0;13.0;14.0;18.0;21.0;22.0;23.0;92.0;86.0;80.0;67.0;49.0;36.0;23.0;15.0;89.0;82.0;75.0;64.0;47.0;33.0;22.0;13.0;4.0;4.0;5.0;4.0;2.0;3.0;2.0;2.0
96;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2001;452.0;9.0;21.0;35.0;45.0;55.0;63.0;68.0;7.0;18.0;31.0;40.0;49.0;56.0;60.0;2.0;2.0;4.0;5.0;6.0;7.0;8.0;8.0;10.0;14.0;15.0;18.0;20.0;21.0;21.0;92.0;87.0;77.0;64.0;47.0;35.0;24.0;16.0;86.0;80.0;70.0;57.0;41.0;29.0;19.0;12.0;6.0;8.0;8.0;7.0;6.0;5.0;5.0;4.0
97;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2002;425.0;16.0;28.0;46.0;56.0;64.0;67.0;69.0;13.0;25.0;41.0;51.0;58.0;61.0;62.0;2.0;3.0;4.0;6.0;6.0;6.0;7.0;8.0;10.0;14.0;16.0;16.0;17.0;20.0;21.0;92.0;86.0;70.0;56.0;39.0;27.0;16.0;11.0;88.0;80.0;65.0;52.0;34.0;24.0;13.0;9.0;4.0;6.0;5.0;5.0;5.0;4.0;4.0;3.0
98;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2003;449.0;16.0;31.0;46.0;57.0;63.0;67.0;69.0;14.0;29.0;42.0;52.0;58.0;62.0;65.0;2.0;2.0;4.0;5.0;6.0;5.0;5.0;9.0;13.0;15.0;17.0;19.0;20.0;20.0;22.0;90.0;83.0;70.0;52.0;35.0;23.0;16.0;11.0;85.0;77.0;64.0;47.0;31.0;20.0;13.0;8.0;5.0;6.0;6.0;4.0;4.0;3.0;3.0;3.0
99;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2004;480.0;17.0;32.0;45.0;52.0;60.0;64.0;66.0;15.0;28.0;41.0;49.0;56.0;59.0;61.0;3.0;3.0;3.0;4.0;4.0;5.0;5.0;11.0;15.0;19.0;20.0;21.0;24.0;25.0;26.0;89.0;81.0;64.0;48.0;34.0;24.0;15.0;10.0;85.0;76.0;59.0;43.0;29.0;21.0;12.0;8.0;4.0;6.0;6.0;5.0;5.0;4.0;3.0;2.0
100;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2005;461.0;16.0;35.0;49.0;59.0;67.0;70.0;;13.0;30.0;43.0;52.0;60.0;63.0;;3.0;5.0;6.0;7.0;7.0;7.0;;11.0;13.0;16.0;17.0;19.0;18.0;21.0;23.0;89.0;84.0;68.0;48.0;33.0;23.0;12.0;7.0;82.0;75.0;61.0;41.0;28.0;18.0;9.0;5.0;7.0;8.0;8.0;7.0;5.0;5.0;3.0;3.0
101;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2006;503.0;15.0;33.0;48.0;61.0;68.0;;;13.0;31.0;46.0;57.0;63.0;;;1.0;2.0;3.0;3.0;4.0;;;9.0;14.0;16.0;16.0;17.0;20.0;21.0;;90.0;84.0;70.0;51.0;34.0;19.0;12.0;;86.0;78.0;64.0;46.0;31.0;16.0;9.0;;4.0;6.0;5.0;5.0;4.0;3.0;3.0;
102;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2007;546.0;15.0;39.0;59.0;65.0;;;;14.0;36.0;54.0;60.0;;;;1.0;3.0;5.0;5.0;;;;8.0;11.0;10.0;12.0;14.0;14.0;;;92.0;86.0;75.0;49.0;27.0;20.0;;;87.0;78.0;67.0;42.0;23.0;16.0;;;6.0;8.0;8.0;8.0;5.0;4.0;;
103;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2008;580.0;18.0;46.0;61.0;;;;;17.0;43.0;57.0;;;;;2.0;3.0;3.0;;;;;6.0;7.0;10.0;12.0;12.0;;;;94.0;91.0;71.0;42.0;28.0;;;;89.0;84.0;66.0;37.0;22.0;;;;5.0;7.0;6.0;5.0;5.0;;;
104;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2009;657.0;21.0;50.0;;;;;;19.0;47.0;;;;;;2.0;3.0;;;;;;6.0;10.0;12.0;13.0;;;;;94.0;88.0;67.0;37.0;;;;;87.0;81.0;61.0;32.0;;;;;7.0;7.0;6.0;5.0;;;;
105;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2010;633.0;21.0;;;;;;;20.0;;;;;;;0.0;;;;;;;7.0;8.0;9.0;;;;;;93.0;91.0;70.0;;;;;;85.0;80.0;59.0;;;;;;8.0;11.0;11.0;;;;;
106;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2011;713.0;;;;;;;;;;;;;;;;;;;;;;8.0;10.0;;;;;;;92.0;88.0;;;;;;;85.0;79.0;;;;;;;7.0;9.0;;;;;;
107;Totaal mannen en vrouwen;Vooropleidingen totaal;0;Totaal opleidingsvorm;Turkije;Startjaar 2012;657.0;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;92.0;;;;;;;;84.0;;;;;;;;7.0;;;;;;;
