ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
3152;65 Insurance and pension funding;2016;15.0;3920.0;;
3153;65 Insurance and pension funding;2017;14.0;2517.0;;
3154;65 Insurance and pension funding;2018;13.0;1662.0;;
3155;65 Insurance and pension funding;2019;12.0;2096.0;;
3156;65 Insurance and pension funding;2020;14.0;4738.0;;
3157;65 Insurance and pension funding;2021;13.0;3574.0;1.0;
3158;65 Insurance and pension funding;2022;13.0;11999.0;0.0;0.0
3159;651 Insurance (no reinsurance);2010;18.0;;;
3160;651 Insurance (no reinsurance);2011;19.0;28254.0;;
3161;651 Insurance (no reinsurance);2012;15.0;;;
3162;651 Insurance (no reinsurance);2013;12.0;;;
3163;651 Insurance (no reinsurance);2014;15.0;;;
3164;651 Insurance (no reinsurance);2015;20.0;;;
3165;651 Insurance (no reinsurance);2016;15.0;3920.0;;
3166;651 Insurance (no reinsurance);2017;12.0;;;
3167;651 Insurance (no reinsurance);2018;10.0;;;
3168;651 Insurance (no reinsurance);2019;10.0;;;
3169;651 Insurance (no reinsurance);2020;9.0;;;
3170;651 Insurance (no reinsurance);2021;11.0;;1.0;
3171;651 Insurance (no reinsurance);2022;13.0;11999.0;0.0;0.0
3172;652 Reinsurance;2010;0.0;0.0;;
3173;652 Reinsurance;2011;0.0;0.0;;
3174;652 Reinsurance;2012;0.0;0.0;;
3175;652 Reinsurance;2013;0.0;0.0;;
3176;652 Reinsurance;2014;1.0;;;
3177;652 Reinsurance;2015;1.0;;;
3178;652 Reinsurance;2016;0.0;0.0;;
3179;652 Reinsurance;2017;1.0;;;
3180;652 Reinsurance;2018;1.0;;;
3181;652 Reinsurance;2019;1.0;;;
3182;652 Reinsurance;2020;2.0;;;
3183;652 Reinsurance;2021;1.0;;0.0;0.0
3184;652 Reinsurance;2022;0.0;0.0;0.0;0.0
3185;653 Pension funding;2010;6.0;;;
3186;653 Pension funding;2011;5.0;252.0;;
3187;653 Pension funding;2012;1.0;;;
3188;653 Pension funding;2013;1.0;;;
3189;653 Pension funding;2014;1.0;;;
3190;653 Pension funding;2015;1.0;;;
3191;653 Pension funding;2016;0.0;0.0;;
3192;653 Pension funding;2017;1.0;;;
3193;653 Pension funding;2018;2.0;;;
3194;653 Pension funding;2019;1.0;;;
3195;653 Pension funding;2020;3.0;;;
3196;653 Pension funding;2021;1.0;;0.0;0.0
3197;653 Pension funding;2022;0.0;0.0;0.0;0.0
3198;66 Other financial services;2010;71.0;;;
3199;66 Other financial services;2011;66.0;5366.0;;
3200;66 Other financial services;2012;62.0;;;
3201;66 Other financial services;2013;64.0;;;
3202;66 Other financial services;2014;67.0;4583.0;;
3203;66 Other financial services;2015;70.0;5291.0;;
3204;66 Other financial services;2016;79.0;5816.0;;
3205;66 Other financial services;2017;92.0;7727.0;;
3206;66 Other financial services;2018;95.0;7364.0;;
3207;66 Other financial services;2019;105.0;10778.0;;
3208;66 Other financial services;2020;96.0;10599.0;;
3209;66 Other financial services;2021;94.0;13228.0;2.0;
3210;66 Other financial services;2022;122.0;13438.0;6.0;242.0
3211;661 Financial intermediation;2010;25.0;2133.0;;
3212;661 Financial intermediation;2011;24.0;;;
3213;661 Financial intermediation;2012;19.0;767.0;;
3214;661 Financial intermediation;2013;22.0;960.0;;
3215;661 Financial intermediation;2014;23.0;;;
3216;661 Financial intermediation;2015;24.0;;;
3217;661 Financial intermediation;2016;29.0;2759.0;;
3218;661 Financial intermediation;2017;41.0;2969.0;;
3219;661 Financial intermediation;2018;35.0;2587.0;;
3220;661 Financial intermediation;2019;40.0;2610.0;;
3221;661 Financial intermediation;2020;40.0;2216.0;;
3222;661 Financial intermediation;2021;34.0;2345.0;1.0;
3223;661 Financial intermediation;2022;45.0;3123.0;3.0;
3224;662 Activities auxiliary to insurance;2010;44.0;2374.0;;
3225;662 Activities auxiliary to insurance;2011;39.0;4049.0;;
3226;662 Activities auxiliary to insurance;2012;40.0;1981.0;;
3227;662 Activities auxiliary to insurance;2013;39.0;2244.0;;
3228;662 Activities auxiliary to insurance;2014;42.0;2485.0;;
3229;662 Activities auxiliary to insurance;2015;43.0;2770.0;;
3230;662 Activities auxiliary to insurance;2016;44.0;2840.0;;
3231;662 Activities auxiliary to insurance;2017;46.0;4344.0;;
3232;662 Activities auxiliary to insurance;2018;54.0;4440.0;;
3233;662 Activities auxiliary to insurance;2019;60.0;7858.0;;
3234;662 Activities auxiliary to insurance;2020;52.0;8230.0;;
3235;662 Activities auxiliary to insurance;2021;50.0;8609.0;1.0;
3236;662 Activities auxiliary to insurance;2022;62.0;8983.0;1.0;
3237;663 Fund management;2010;2.0;;;
3238;663 Fund management;2011;3.0;;;
3239;663 Fund management;2012;3.0;;;
3240;663 Fund management;2013;3.0;;;
3241;663 Fund management;2014;2.0;;;
3242;663 Fund management;2015;3.0;;;
3243;663 Fund management;2016;6.0;217.0;;
3244;663 Fund management;2017;5.0;414.0;;
3245;663 Fund management;2018;6.0;336.0;;
3246;663 Fund management;2019;5.0;310.0;;
3247;663 Fund management;2020;4.0;153.0;;
3248;663 Fund management;2021;10.0;2274.0;0.0;0.0
3249;663 Fund management;2022;15.0;1332.0;2.0;
3250;L Renting, buying, selling real estate;2010;89.0;9682.0;;
3251;L Renting, buying, selling real estate;2011;67.0;6352.0;;
3252;L Renting, buying, selling real estate;2012;56.0;4649.0;;
3253;L Renting, buying, selling real estate;2013;49.0;4531.0;;
3254;L Renting, buying, selling real estate;2014;47.0;2993.0;;
3255;L Renting, buying, selling real estate;2015;61.0;3136.0;;
3256;L Renting, buying, selling real estate;2016;93.0;4196.0;;
3257;L Renting, buying, selling real estate;2017;96.0;4529.0;;
3258;L Renting, buying, selling real estate;2018;92.0;4610.0;;
3259;L Renting, buying, selling real estate;2019;97.0;5361.0;;
3260;L Renting, buying, selling real estate;2020;87.0;5055.0;;
3261;L Renting, buying, selling real estate;2021;89.0;5391.0;4.0;
3262;L Renting, buying, selling real estate;2022;92.0;5487.0;7.0;
3263;68 Renting, buying, selling real estate;2010;89.0;9682.0;;
3264;68 Renting, buying, selling real estate;2011;67.0;6352.0;;
3265;68 Renting, buying, selling real estate;2012;56.0;4649.0;;
3266;68 Renting, buying, selling real estate;2013;49.0;4531.0;;
3267;68 Renting, buying, selling real estate;2014;47.0;2993.0;;
3268;68 Renting, buying, selling real estate;2015;61.0;3136.0;;
3269;68 Renting, buying, selling real estate;2016;93.0;4196.0;;
3270;68 Renting, buying, selling real estate;2017;96.0;4529.0;;
3271;68 Renting, buying, selling real estate;2018;92.0;4610.0;;
3272;68 Renting, buying, selling real estate;2019;97.0;5361.0;;
3273;68 Renting, buying, selling real estate;2020;87.0;5055.0;;
3274;68 Renting, buying, selling real estate;2021;89.0;5391.0;4.0;
3275;68 Renting, buying, selling real estate;2022;92.0;5487.0;7.0;
3276;681 Buying and selling own real estate;2010;10.0;417.0;;
3277;681 Buying and selling own real estate;2011;8.0;190.0;;
3278;681 Buying and selling own real estate;2012;5.0;130.0;;
3279;681 Buying and selling own real estate;2013;4.0;;;
3280;681 Buying and selling own real estate;2014;8.0;354.0;;
3281;681 Buying and selling own real estate;2015;10.0;330.0;;
3282;681 Buying and selling own real estate;2016;11.0;415.0;;
3283;681 Buying and selling own real estate;2017;16.0;538.0;;
3284;681 Buying and selling own real estate;2018;16.0;585.0;;
3285;681 Buying and selling own real estate;2019;10.0;403.0;;
3286;681 Buying and selling own real estate;2020;10.0;395.0;;
3287;681 Buying and selling own real estate;2021;9.0;360.0;0.0;0.0
3288;681 Buying and selling own real estate;2022;8.0;286.0;1.0;
3289;682 Renting of real estate;2010;46.0;7685.0;;
3290;682 Renting of real estate;2011;41.0;5476.0;;
3291;682 Renting of real estate;2012;28.0;3376.0;;
3292;682 Renting of real estate;2013;25.0;3160.0;;
3293;682 Renting of real estate;2014;19.0;1402.0;;
3294;682 Renting of real estate;2015;23.0;1766.0;;
3295;682 Renting of real estate;2016;27.0;1520.0;;
3296;682 Renting of real estate;2017;26.0;1285.0;;
3297;682 Renting of real estate;2018;23.0;1129.0;;
3298;682 Renting of real estate;2019;25.0;1119.0;;
3299;682 Renting of real estate;2020;24.0;1618.0;;
3300;682 Renting of real estate;2021;18.0;1414.0;1.0;
3301;682 Renting of real estate;2022;25.0;1644.0;1.0;
3302;683 Intermediation, managing real estate;2010;33.0;1581.0;;
3303;683 Intermediation, managing real estate;2011;18.0;686.0;;
3304;683 Intermediation, managing real estate;2012;23.0;1143.0;;
3305;683 Intermediation, managing real estate;2013;20.0;;;
3306;683 Intermediation, managing real estate;2014;20.0;1237.0;;
3307;683 Intermediation, managing real estate;2015;28.0;1040.0;;
3308;683 Intermediation, managing real estate;2016;55.0;2262.0;;
3309;683 Intermediation, managing real estate;2017;54.0;2707.0;;
3310;683 Intermediation, managing real estate;2018;53.0;2897.0;;
3311;683 Intermediation, managing real estate;2019;62.0;3839.0;;
3312;683 Intermediation, managing real estate;2020;53.0;3043.0;;
3313;683 Intermediation, managing real estate;2021;62.0;3618.0;3.0;
3314;683 Intermediation, managing real estate;2022;59.0;3557.0;5.0;266.0
3315;M Other specialised business services;2010;819.0;68474.0;;
3316;M Other specialised business services;2011;678.0;51661.0;;
3317;M Other specialised business services;2012;680.0;55501.0;;
3318;M Other specialised business services;2013;732.0;54338.0;;
3319;M Other specialised business services;2014;709.0;50159.0;;
3320;M Other specialised business services;2015;752.0;51305.0;;
3321;M Other specialised business services;2016;884.0;54643.0;;
3322;M Other specialised business services;2017;1081.0;61027.0;;
3323;M Other specialised business services;2018;1149.0;73532.0;;
3324;M Other specialised business services;2019;1185.0;76785.0;;
3325;M Other specialised business services;2020;1049.0;70639.0;;
3326;M Other specialised business services;2021;1109.0;75757.0;62.0;3257.0
3327;M Other specialised business services;2022;1164.0;84946.0;92.0;5188.0
3328;69 Legal services, administration etc.;2010;151.0;16052.0;;
3329;69 Legal services, administration etc.;2011;130.0;10269.0;;
3330;69 Legal services, administration etc.;2012;111.0;8989.0;;
3331;69 Legal services, administration etc.;2013;103.0;5633.0;;
3332;69 Legal services, administration etc.;2014;94.0;7045.0;;
3333;69 Legal services, administration etc.;2015;108.0;5957.0;;
3334;69 Legal services, administration etc.;2016;142.0;7531.0;;
3335;69 Legal services, administration etc.;2017;195.0;9558.0;;
3336;69 Legal services, administration etc.;2018;200.0;12705.0;;
3337;69 Legal services, administration etc.;2019;179.0;9057.0;;
3338;69 Legal services, administration etc.;2020;148.0;8073.0;;
3339;69 Legal services, administration etc.;2021;163.0;7964.0;4.0;
3340;69 Legal services, administration etc.;2022;165.0;8524.0;8.0;196.0
3341;691 Legal activities;2010;50.0;4102.0;;
3342;691 Legal activities;2011;54.0;4145.0;;
3343;691 Legal activities;2012;47.0;3614.0;;
3344;691 Legal activities;2013;42.0;1562.0;;
3345;691 Legal activities;2014;38.0;1818.0;;
3346;691 Legal activities;2015;45.0;1641.0;;
3347;691 Legal activities;2016;63.0;2275.0;;
3348;691 Legal activities;2017;86.0;2692.0;;
3349;691 Legal activities;2018;82.0;2691.0;;
3350;691 Legal activities;2019;75.0;2494.0;;
3351;691 Legal activities;2020;61.0;2047.0;;
3352;691 Legal activities;2021;75.0;2662.0;3.0;
3353;691 Legal activities;2022;79.0;3314.0;5.0;
3354;692 Accounting, administration etc.;2010;101.0;11949.0;;
3355;692 Accounting, administration etc.;2011;76.0;6124.0;;
3356;692 Accounting, administration etc.;2012;64.0;5375.0;;
3357;692 Accounting, administration etc.;2013;61.0;4071.0;;
3358;692 Accounting, administration etc.;2014;56.0;5227.0;;
3359;692 Accounting, administration etc.;2015;63.0;4316.0;;
3360;692 Accounting, administration etc.;2016;79.0;5256.0;;
3361;692 Accounting, administration etc.;2017;109.0;6866.0;;
3362;692 Accounting, administration etc.;2018;118.0;10013.0;;
3363;692 Accounting, administration etc.;2019;104.0;6563.0;;
3364;692 Accounting, administration etc.;2020;87.0;6026.0;;
3365;692 Accounting, administration etc.;2021;88.0;5302.0;1.0;
3366;692 Accounting, administration etc.;2022;86.0;5210.0;3.0;
3367;70 Holding companies (not financial);2010;251.0;19110.0;;
3368;70 Holding companies (not financial);2011;185.0;13657.0;;
3369;70 Holding companies (not financial);2012;214.0;22099.0;;
3370;70 Holding companies (not financial);2013;241.0;20915.0;;
3371;70 Holding companies (not financial);2014;240.0;20326.0;;
3372;70 Holding companies (not financial);2015;242.0;22319.0;;
3373;70 Holding companies (not financial);2016;283.0;21789.0;;
3374;70 Holding companies (not financial);2017;265.0;19698.0;;
3375;70 Holding companies (not financial);2018;312.0;21851.0;;
3376;70 Holding companies (not financial);2019;330.0;24508.0;;
3377;70 Holding companies (not financial);2020;278.0;23229.0;;
3378;70 Holding companies (not financial);2021;274.0;21989.0;16.0;1008.0
3379;70 Holding companies (not financial);2022;306.0;28661.0;33.0;2128.0
3380;701 Holding companies (not financial);2010;64.0;9759.0;;
3381;701 Holding companies (not financial);2011;52.0;5047.0;;
3382;701 Holding companies (not financial);2012;66.0;10839.0;;
3383;701 Holding companies (not financial);2013;65.0;8186.0;;
3384;701 Holding companies (not financial);2014;70.0;10189.0;;
3385;701 Holding companies (not financial);2015;53.0;12767.0;;
3386;701 Holding companies (not financial);2016;62.0;11466.0;;
3387;701 Holding companies (not financial);2017;59.0;9339.0;;
3388;701 Holding companies (not financial);2018;70.0;8736.0;;
3389;701 Holding companies (not financial);2019;65.0;9999.0;;
3390;701 Holding companies (not financial);2020;64.0;12401.0;;
3391;701 Holding companies (not financial);2021;64.0;12143.0;4.0;
3392;701 Holding companies (not financial);2022;64.0;11958.0;5.0;464.0
3393;702 Management and business consultancy;2010;187.0;9351.0;;
3394;702 Management and business consultancy;2011;133.0;8610.0;;
3395;702 Management and business consultancy;2012;148.0;11259.0;;
3396;702 Management and business consultancy;2013;176.0;12729.0;;
3397;702 Management and business consultancy;2014;170.0;10137.0;;
3398;702 Management and business consultancy;2015;189.0;9552.0;;
3399;702 Management and business consultancy;2016;221.0;10323.0;;
3400;702 Management and business consultancy;2017;206.0;10360.0;;
3401;702 Management and business consultancy;2018;242.0;13115.0;;
3402;702 Management and business consultancy;2019;265.0;14510.0;;
3403;702 Management and business consultancy;2020;214.0;10829.0;;
3404;702 Management and business consultancy;2021;210.0;9847.0;12.0;
3405;702 Management and business consultancy;2022;242.0;16703.0;28.0;1664.0
3406;71 Architects, technical services etc.;2010;187.0;14620.0;;
3407;71 Architects, technical services etc.;2011;138.0;9028.0;;
3408;71 Architects, technical services etc.;2012;144.0;10149.0;;
3409;71 Architects, technical services etc.;2013;185.0;15897.0;;
3410;71 Architects, technical services etc.;2014;175.0;11499.0;;
3411;71 Architects, technical services etc.;2015;177.0;11663.0;;
3412;71 Architects, technical services etc.;2016;201.0;10909.0;;
3413;71 Architects, technical services etc.;2017;282.0;13577.0;;
3414;71 Architects, technical services etc.;2018;305.0;15184.0;;
3415;71 Architects, technical services etc.;2019;345.0;17617.0;;
3416;71 Architects, technical services etc.;2020;318.0;15554.0;;
3417;71 Architects, technical services etc.;2021;330.0;19481.0;18.0;934.0
3418;71 Architects, technical services etc.;2022;306.0;17241.0;15.0;1134.0
3419;711 Architects, engineers etc.;2010;164.0;11688.0;;
3420;711 Architects, engineers etc.;2011;118.0;6534.0;;
3421;711 Architects, engineers etc.;2012;132.0;7770.0;;
3422;711 Architects, engineers etc.;2013;169.0;13916.0;;
3423;711 Architects, engineers etc.;2014;160.0;10423.0;;
3424;711 Architects, engineers etc.;2015;162.0;10913.0;;
3425;711 Architects, engineers etc.;2016;181.0;10082.0;;
3426;711 Architects, engineers etc.;2017;260.0;12325.0;;
3427;711 Architects, engineers etc.;2018;284.0;13584.0;;
3428;711 Architects, engineers etc.;2019;322.0;16108.0;;
3429;711 Architects, engineers etc.;2020;288.0;13848.0;;
3430;711 Architects, engineers etc.;2021;301.0;16607.0;17.0;
3431;711 Architects, engineers etc.;2022;283.0;14863.0;15.0;1134.0
3432;712 Technical testing and analysis;2010;23.0;2932.0;;
3433;712 Technical testing and analysis;2011;20.0;2494.0;;
3434;712 Technical testing and analysis;2012;12.0;2378.0;;
3435;712 Technical testing and analysis;2013;16.0;1982.0;;
3436;712 Technical testing and analysis;2014;15.0;1075.0;;
3437;712 Technical testing and analysis;2015;15.0;751.0;;
3438;712 Technical testing and analysis;2016;20.0;827.0;;
3439;712 Technical testing and analysis;2017;22.0;1252.0;;
3440;712 Technical testing and analysis;2018;21.0;1599.0;;
3441;712 Technical testing and analysis;2019;23.0;1509.0;;
3442;712 Technical testing and analysis;2020;30.0;1706.0;;
3443;712 Technical testing and analysis;2021;29.0;2874.0;1.0;
3444;712 Technical testing and analysis;2022;23.0;2378.0;0.0;0.0
3445;72 Research and development;2010;57.0;8948.0;;
3446;72 Research and development;2011;60.0;8345.0;;
3447;72 Research and development;2012;54.0;4941.0;;
3448;72 Research and development;2013;53.0;3963.0;;
3449;72 Research and development;2014;44.0;2654.0;;
3450;72 Research and development;2015;60.0;3579.0;;
3451;72 Research and development;2016;66.0;4462.0;;
3452;72 Research and development;2017;85.0;5217.0;;
3453;72 Research and development;2018;81.0;8844.0;;
3454;72 Research and development;2019;81.0;9238.0;;
3455;72 Research and development;2020;94.0;9372.0;;
3456;72 Research and development;2021;115.0;10010.0;4.0;254.0
3457;72 Research and development;2022;122.0;9604.0;11.0;471.0
3458;721 Research on natural sciences;2010;45.0;8356.0;;
3459;721 Research on natural sciences;2011;47.0;7698.0;;
3460;721 Research on natural sciences;2012;44.0;4470.0;;
3461;721 Research on natural sciences;2013;46.0;3758.0;;
3462;721 Research on natural sciences;2014;41.0;;;
3463;721 Research on natural sciences;2015;54.0;3246.0;;
3464;721 Research on natural sciences;2016;59.0;4128.0;;
3465;721 Research on natural sciences;2017;78.0;4896.0;;
3466;721 Research on natural sciences;2018;74.0;8633.0;;
3467;721 Research on natural sciences;2019;73.0;8980.0;;
3468;721 Research on natural sciences;2020;84.0;8982.0;;
3469;721 Research on natural sciences;2021;102.0;9342.0;4.0;254.0
3470;721 Research on natural sciences;2022;109.0;8786.0;11.0;471.0
3471;722 Research on social sciences;2010;12.0;592.0;;
3472;722 Research on social sciences;2011;13.0;647.0;;
3473;722 Research on social sciences;2012;10.0;470.0;;
3474;722 Research on social sciences;2013;7.0;204.0;;
3475;722 Research on social sciences;2014;3.0;;;
3476;722 Research on social sciences;2015;6.0;334.0;;
3477;722 Research on social sciences;2016;7.0;334.0;;
3478;722 Research on social sciences;2017;7.0;321.0;;
3479;722 Research on social sciences;2018;7.0;210.0;;
3480;722 Research on social sciences;2019;8.0;258.0;;
3481;722 Research on social sciences;2020;10.0;390.0;;
3482;722 Research on social sciences;2021;13.0;668.0;0.0;0.0
3483;722 Research on social sciences;2022;13.0;817.0;0.0;0.0
3484;73 Advertising and market research;2010;97.0;4893.0;;
3485;73 Advertising and market research;2011;97.0;5965.0;;
3486;73 Advertising and market research;2012;89.0;4952.0;;
3487;73 Advertising and market research;2013;81.0;4665.0;;
3488;73 Advertising and market research;2014;86.0;4926.0;;
3489;73 Advertising and market research;2015;92.0;4165.0;;
3490;73 Advertising and market research;2016;111.0;5683.0;;
3491;73 Advertising and market research;2017;167.0;8089.0;;
3492;73 Advertising and market research;2018;163.0;8477.0;;
3493;73 Advertising and market research;2019;153.0;8649.0;;
3494;73 Advertising and market research;2020;120.0;7028.0;;
3495;73 Advertising and market research;2021;125.0;7713.0;6.0;157.0
3496;73 Advertising and market research;2022;138.0;9085.0;8.0;292.0
3497;731 Advertising;2010;61.0;2776.0;;
3498;731 Advertising;2011;61.0;2526.0;;
3499;731 Advertising;2012;57.0;2973.0;;
3500;731 Advertising;2013;54.0;3441.0;;
3501;731 Advertising;2014;50.0;2063.0;;
3502;731 Advertising;2015;54.0;2450.0;;
3503;731 Advertising;2016;69.0;3104.0;;
3504;731 Advertising;2017;103.0;4649.0;;
3505;731 Advertising;2018;101.0;4838.0;;
3506;731 Advertising;2019;92.0;4626.0;;
3507;731 Advertising;2020;72.0;3393.0;;
3508;731 Advertising;2021;73.0;3856.0;2.0;
3509;731 Advertising;2022;84.0;5351.0;2.0;
3510;732 Market research and opinion polling;2010;36.0;2117.0;;
3511;732 Market research and opinion polling;2011;36.0;3439.0;;
3512;732 Market research and opinion polling;2012;32.0;1979.0;;
3513;732 Market research and opinion polling;2013;27.0;1224.0;;
3514;732 Market research and opinion polling;2014;36.0;2863.0;;
3515;732 Market research and opinion polling;2015;38.0;1715.0;;
3516;732 Market research and opinion polling;2016;42.0;2579.0;;
3517;732 Market research and opinion polling;2017;64.0;3441.0;;
3518;732 Market research and opinion polling;2018;62.0;3639.0;;
3519;732 Market research and opinion polling;2019;61.0;4024.0;;
3520;732 Market research and opinion polling;2020;48.0;3634.0;;
3521;732 Market research and opinion polling;2021;52.0;3857.0;4.0;
3522;732 Market research and opinion polling;2022;54.0;3733.0;6.0;
3523;74 Other specialised business services;2010;64.0;4517.0;;
3524;74 Other specialised business services;2011;59.0;4167.0;;
3525;74 Other specialised business services;2012;56.0;4026.0;;
3526;74 Other specialised business services;2013;50.0;2761.0;;
3527;74 Other specialised business services;2014;57.0;3347.0;;
3528;74 Other specialised business services;2015;58.0;3214.0;;
3529;74 Other specialised business services;2016;64.0;3539.0;;
3530;74 Other specialised business services;2017;69.0;3631.0;;
3531;74 Other specialised business services;2018;73.0;4496.0;;
3532;74 Other specialised business services;2019;83.0;;;
3533;74 Other specialised business services;2020;70.0;3648.0;;
3534;74 Other specialised business services;2021;78.0;3921.0;12.0;716.0
3535;74 Other specialised business services;2022;101.0;6307.0;13.0;865.0
3536;741 Industrial and fashion design;2010;6.0;304.0;;
3537;741 Industrial and fashion design;2011;6.0;243.0;;
3538;741 Industrial and fashion design;2012;7.0;331.0;;
3539;741 Industrial and fashion design;2013;4.0;;;
3540;741 Industrial and fashion design;2014;4.0;96.0;;
3541;741 Industrial and fashion design;2015;16.0;771.0;;
3542;741 Industrial and fashion design;2016;13.0;678.0;;
3543;741 Industrial and fashion design;2017;19.0;;;
3544;741 Industrial and fashion design;2018;17.0;973.0;;
3545;741 Industrial and fashion design;2019;24.0;1305.0;;
3546;741 Industrial and fashion design;2020;17.0;804.0;;
3547;741 Industrial and fashion design;2021;20.0;917.0;0.0;0.0
3548;741 Industrial and fashion design;2022;30.0;1581.0;5.0;147.0
3549;742 Photography and developing;2010;8.0;345.0;;
3550;742 Photography and developing;2011;6.0;292.0;;
3551;742 Photography and developing;2012;4.0;;;
3552;742 Photography and developing;2013;3.0;;;
3553;742 Photography and developing;2014;3.0;;;
3554;742 Photography and developing;2015;2.0;;;
3555;742 Photography and developing;2016;4.0;223.0;;
3556;742 Photography and developing;2017;3.0;;;
3557;742 Photography and developing;2018;4.0;223.0;;
3558;742 Photography and developing;2019;4.0;402.0;;
3559;742 Photography and developing;2020;5.0;;;
3560;742 Photography and developing;2021;5.0;;0.0;0.0
3561;742 Photography and developing;2022;4.0;180.0;0.0;0.0
3562;743 Translators and interpreters;2010;8.0;285.0;;
3563;743 Translators and interpreters;2011;8.0;329.0;;
3564;743 Translators and interpreters;2012;6.0;;;
3565;743 Translators and interpreters;2013;4.0;264.0;;
3566;743 Translators and interpreters;2014;4.0;;;
3567;743 Translators and interpreters;2015;5.0;;;
3568;743 Translators and interpreters;2016;7.0;347.0;;
3569;743 Translators and interpreters;2017;4.0;82.0;;
3570;743 Translators and interpreters;2018;5.0;234.0;;
3571;743 Translators and interpreters;2019;1.0;;;
3572;743 Translators and interpreters;2020;2.0;;;
3573;743 Translators and interpreters;2021;1.0;;0.0;0.0
3574;743 Translators and interpreters;2022;4.0;110.0;0.0;0.0
3575;749 Other specialised business services;2010;42.0;3583.0;;
3576;749 Other specialised business services;2011;39.0;3304.0;;
3577;749 Other specialised business services;2012;39.0;3163.0;;
3578;749 Other specialised business services;2013;39.0;2291.0;;
3579;749 Other specialised business services;2014;46.0;2753.0;;
3580;749 Other specialised business services;2015;35.0;2149.0;;
3581;749 Other specialised business services;2016;40.0;2292.0;;
3582;749 Other specialised business services;2017;43.0;2552.0;;
3583;749 Other specialised business services;2018;47.0;3066.0;;
3584;749 Other specialised business services;2019;54.0;3208.0;;
3585;749 Other specialised business services;2020;46.0;2532.0;;
3586;749 Other specialised business services;2021;52.0;2677.0;12.0;716.0
3587;749 Other specialised business services;2022;63.0;4435.0;8.0;718.0
3588;75 Veterinary activities;2010;12.0;335.0;;
3589;75 Veterinary activities;2011;9.0;230.0;;
3590;75 Veterinary activities;2012;12.0;345.0;;
3591;75 Veterinary activities;2013;19.0;503.0;;
3592;75 Veterinary activities;2014;13.0;362.0;;
3593;75 Veterinary activities;2015;15.0;407.0;;
3594;75 Veterinary activities;2016;17.0;730.0;;
3595;75 Veterinary activities;2017;18.0;1256.0;;
3596;75 Veterinary activities;2018;15.0;1975.0;;
3597;75 Veterinary activities;2019;14.0;;;
3598;75 Veterinary activities;2020;21.0;3735.0;;
3599;75 Veterinary activities;2021;24.0;4679.0;2.0;
3600;75 Veterinary activities;2022;26.0;5524.0;4.0;103.0
3601;750 Veterinary activities;2010;12.0;335.0;;
3602;750 Veterinary activities;2011;9.0;230.0;;
3603;750 Veterinary activities;2012;12.0;345.0;;
3604;750 Veterinary activities;2013;19.0;503.0;;
3605;750 Veterinary activities;2014;13.0;362.0;;
3606;750 Veterinary activities;2015;15.0;407.0;;
3607;750 Veterinary activities;2016;17.0;730.0;;
3608;750 Veterinary activities;2017;18.0;1256.0;;
3609;750 Veterinary activities;2018;15.0;1975.0;;
3610;750 Veterinary activities;2019;14.0;;;
3611;750 Veterinary activities;2020;21.0;3735.0;;
3612;750 Veterinary activities;2021;24.0;4679.0;2.0;
3613;750 Veterinary activities;2022;26.0;5524.0;4.0;103.0
3614;N Renting and other business support;2010;720.0;125969.0;;
3615;N Renting and other business support;2011;702.0;132524.0;;
3616;N Renting and other business support;2012;823.0;177719.0;;
3617;N Renting and other business support;2013;791.0;172018.0;;
3618;N Renting and other business support;2014;771.0;211997.0;;
3619;N Renting and other business support;2015;998.0;278127.0;;
3620;N Renting and other business support;2016;1142.0;369261.0;;
3621;N Renting and other business support;2017;1271.0;410732.0;;
3622;N Renting and other business support;2018;1560.0;571710.0;;
3623;N Renting and other business support;2019;1166.0;408804.0;;
3624;N Renting and other business support;2020;881.0;151907.0;;
3625;N Renting and other business support;2021;695.0;127487.0;86.0;8890.0
3626;N Renting and other business support;2022;883.0;175314.0;115.0;12754.0
3627;77 Renting and leasing of tangible goods;2010;44.0;3101.0;;
3628;77 Renting and leasing of tangible goods;2011;46.0;2184.0;;
3629;77 Renting and leasing of tangible goods;2012;53.0;3879.0;;
3630;77 Renting and leasing of tangible goods;2013;48.0;4844.0;;
3631;77 Renting and leasing of tangible goods;2014;52.0;5541.0;;
3632;77 Renting and leasing of tangible goods;2015;46.0;2302.0;;
3633;77 Renting and leasing of tangible goods;2016;48.0;3289.0;;
3634;77 Renting and leasing of tangible goods;2017;67.0;3715.0;;
3635;77 Renting and leasing of tangible goods;2018;92.0;4885.0;;
3636;77 Renting and leasing of tangible goods;2019;95.0;5767.0;;
3637;77 Renting and leasing of tangible goods;2020;77.0;5956.0;;
3638;77 Renting and leasing of tangible goods;2021;65.0;5176.0;2.0;
3639;77 Renting and leasing of tangible goods;2022;60.0;5368.0;3.0;
3640;771 Renting of motor vehicles;2010;6.0;267.0;;
3641;771 Renting of motor vehicles;2011;3.0;;;
3642;771 Renting of motor vehicles;2012;9.0;262.0;;
3643;771 Renting of motor vehicles;2013;8.0;302.0;;
3644;771 Renting of motor vehicles;2014;9.0;828.0;;
3645;771 Renting of motor vehicles;2015;10.0;609.0;;
