ID;Perioden;IndividueleBinnenlandseProductie_1;TotaalVerzekeringenInEuroS_2;Hypotheek_3;PensioenUitgesteld_4;LijfrenteUitgesteld_5;DirectIngaandeRente_6;LevenslangBijOverlijden_7;Spaarverzekering_8;Risicoverzekering_9;OverigeIndividueleVerzekeringen_10;TotaalVerzekeringInBeleggingseenheden_11;Hypotheek_12;PensioenUitgesteld_13;LijfrenteUitgesteld_14;DirectIngaandeRente_15;LevenslangBijOverlijden_16;Spaarverzekering_17;Risicoverzekering_18;OverigeIndividueleVerzekeringen_19;IndividueleBinnenlandseProductie_20;TotaalVerzekeringenInEuroS_21;Hypotheek_22;PensioenUitgesteld_23;LijfrenteUitgesteld_24;DirectIngaandeRente_25;LevenslangBijOverlijden_26;Spaarverzekering_27;Risicoverzekering_28;OverigeIndividueleVerzekeringen_29;TotaalVerzekeringInBeleggingseenheden_30;Hypotheek_31;PensioenUitgesteld_32;LijfrenteUitgesteld_33;DirectIngaandeRente_34;LevenslangBijOverlijden_35;Spaarverzekering_36;Risicoverzekering_37;OverigeIndividueleVerzekeringen_38;IndividueleBinnenlandseProductie_39;TotaalVerzekeringenInEuroS_40;Hypotheek_41;PensioenUitgesteld_42;LijfrenteUitgesteld_43;DirectIngaandeRente_44;LevenslangBijOverlijden_45;Spaarverzekering_46;Risicoverzekering_47;OverigeIndividueleVerzekeringen_48;TotaalVerzekeringInBeleggingseenheden_49;Hypotheek_50;PensioenUitgesteld_51;LijfrenteUitgesteld_52;DirectIngaandeRente_53;LevenslangBijOverlijden_54;Spaarverzekering_55;Risicoverzekering_56;OverigeIndividueleVerzekeringen_57;IndividueleBinnenlandseProductie_58;TotaalVerzekeringenInEuroS_59;Hypotheek_60;PensioenUitgesteld_61;LijfrenteUitgesteld_62;DirectIngaandeRente_63;LevenslangBijOverlijden_64;Spaarverzekering_65;Risicoverzekering_66;OverigeIndividueleVerzekeringen_67;TotaalVerzekeringInBeleggingseenheden_68;Hypotheek_69;PensioenUitgesteld_70;LijfrenteUitgesteld_71;DirectIngaandeRente_72;LevenslangBijOverlijden_73;Spaarverzekering_74;Risicoverzekering_75;OverigeIndividueleVerzekeringen_76;IndividueleBinnenlandseProductie_77;TotaalVerzekeringenInEuroS_78;Hypotheek_79;PensioenUitgesteld_80;LijfrenteUitgesteld_81;DirectIngaandeRente_82;LevenslangBijOverlijden_83;Spaarverzekering_84;Risicoverzekering_85;OverigeIndividueleVerzekeringen_86;TotaalVerzekeringInBeleggingseenheden_87;Hypotheek_88;PensioenUitgesteld_89;LijfrenteUitgesteld_90;DirectIngaandeRente_91;LevenslangBijOverlijden_92;Spaarverzekering_93;Risicoverzekering_94;OverigeIndividueleVerzekeringen_95;IndividueleBinnenlandseProductie_96;TotaalVerzekeringenInEuroS_97;Hypotheek_98;PensioenUitgesteld_99;LijfrenteUitgesteld_100;DirectIngaandeRente_101;LevenslangBijOverlijden_102;Spaarverzekering_103;Risicoverzekering_104;OverigeIndividueleVerzekeringen_105;TotaalVerzekeringInBeleggingseenheden_106;Hypotheek_107;PensioenUitgesteld_108;LijfrenteUitgesteld_109;DirectIngaandeRente_110;LevenslangBijOverlijden_111;Spaarverzekering_112;Risicoverzekering_113;OverigeIndividueleVerzekeringen_114;IndividueleBinnenlandseProductie_115;TotaalVerzekeringenInEuroS_116;Hypotheek_117;PensioenUitgesteld_118;LijfrenteUitgesteld_119;DirectIngaandeRente_120;LevenslangBijOverlijden_121;Spaarverzekering_122;Risicoverzekering_123;OverigeIndividueleVerzekeringen_124;TotaalVerzekeringInBeleggingseenheden_125;Hypotheek_126;PensioenUitgesteld_127;LijfrenteUitgesteld_128;DirectIngaandeRente_129;LevenslangBijOverlijden_130;Spaarverzekering_131;Risicoverzekering_132;OverigeIndividueleVerzekeringen_133;TotaleSpaarkasproductie_134;Hypotheek_135;PensioenUitgesteld_136;LijfrenteUitgesteld_137;Ongeclausuleerd_138;TotaleSpaarkasproductie_139;Hypotheek_140;PensioenUitgesteld_141;LijfrenteUitgesteld_142;Ongeclausuleerd_143;TotaleSpaarkasproductie_144;Hypotheek_145;PensioenUitgesteld_146;LijfrenteUitgesteld_147;Ongeclausuleerd_148;TotaleSpaarkasproductie_149;Hypotheek_150;PensioenUitgesteld_151;LijfrenteUitgesteld_152;Ongeclausuleerd_153;TotaleSpaarkasproductie_154;Hypotheek_155;PensioenUitgesteld_156;LijfrenteUitgesteld_157;Ongeclausuleerd_158;TotaleSpaarkasproductie_159;Hypotheek_160;PensioenUitgesteld_161;LijfrenteUitgesteld_162;Ongeclausuleerd_163
96;2000 juni;99.0;44.5;4.9;1.6;1.5;0.0;23.3;2.9;9.0;1.4;54.5;13.4;4.0;15.8;0.0;0.3;19.1;1.3;0.6;3538.0;1194.8;281.8;248.4;42.0;0.0;80.1;67.7;421.0;53.9;2343.2;1091.3;365.4;401.2;0.0;2.0;406.4;66.3;10.5;91.2;20.0;4.6;5.3;1.9;0.0;2.2;2.5;2.5;1.0;71.2;21.6;8.5;20.5;0.0;0.1;18.8;1.0;0.6;84.1;8.5;2.4;1.8;2.2;0.0;0.0;1.0;0.0;1.0;75.7;25.7;4.4;22.4;0.0;0.1;20.5;1.1;1.4;35.7;14.6;0.0;0.1;6.5;3.3;0.5;0.8;3.3;0.1;21.1;0.1;0.2;19.7;0.2;0.0;0.9;0.0;0.0;660.7;458.9;0.4;10.9;107.7;213.5;1.0;15.4;104.6;5.4;201.8;2.0;7.0;147.5;25.4;0.0;13.6;1.4;4.9;402.1;236.4;0.2;6.6;63.5;145.5;0.7;11.0;6.9;2.0;165.8;1.8;4.2;136.9;12.5;0.0;7.8;0.9;1.7;8.2;0.1;0.0;2.8;5.3;104.8;2.0;0.4;51.6;50.8;4.4;0.1;0.0;1.8;2.5;4.1;0.1;0.1;3.2;0.7;0.7;0.1;0.0;0.3;0.4;0.6;0.0;0.0;0.5;0.1
97;2000 juli;94.0;43.3;5.4;1.2;1.1;0.0;22.4;2.4;9.8;1.1;50.7;13.7;3.2;11.9;0.0;0.3;18.8;1.2;1.6;3709.8;1291.4;326.1;254.8;46.6;0.0;75.2;64.9;472.1;51.7;2418.5;1109.5;405.7;377.7;0.0;2.6;431.5;71.9;19.5;85.9;18.5;5.4;4.2;1.0;0.0;2.0;2.5;2.5;0.7;67.5;22.6;9.4;14.4;0.0;0.1;18.9;1.0;1.1;84.2;11.5;2.8;3.6;1.5;0.0;0.1;3.3;0.1;0.1;72.7;19.6;5.5;17.8;0.0;0.1;24.6;0.5;4.6;33.2;13.9;0.0;0.1;5.0;3.8;0.5;1.3;3.1;0.1;19.3;0.1;0.4;17.2;0.2;0.0;1.3;0.0;0.1;817.3;612.3;0.1;17.4;134.2;294.6;1.1;28.2;132.3;4.3;205.0;3.0;6.1;147.0;17.5;0.0;24.0;2.0;5.3;527.8;344.9;0.1;8.8;84.0;221.4;0.8;21.0;5.1;3.8;182.8;2.6;4.4;140.2;18.7;0.0;13.0;1.3;2.7;8.2;0.1;0.0;2.6;5.5;97.5;1.0;0.6;45.7;50.2;4.4;0.0;0.0;1.6;2.6;5.3;0.1;0.0;4.5;0.6;0.6;0.0;0.0;0.2;0.4;0.6;0.0;0.0;0.6;0.0
98;2000 augustus;85.4;40.2;5.2;1.4;0.8;0.0;20.3;2.5;8.9;1.0;45.2;13.3;3.7;10.9;0.0;0.3;14.5;1.6;0.8;3518.2;1288.6;362.8;282.9;38.8;0.0;68.5;67.1;430.1;37.6;2229.6;1128.1;335.6;337.8;0.0;1.9;353.6;64.4;8.3;80.8;18.9;5.0;5.6;1.1;0.0;1.7;2.3;2.4;0.7;61.9;22.2;9.7;13.0;0.0;0.1;14.7;1.6;0.7;63.3;8.3;2.7;2.7;0.9;0.0;0.0;1.6;0.0;0.2;54.9;19.1;5.6;10.3;0.0;0.0;17.2;0.7;2.0;19.6;11.4;0.0;0.2;2.7;3.3;0.3;0.8;4.1;0.1;8.2;0.1;0.7;6.3;0.1;0.0;0.9;0.0;0.0;648.3;519.6;0.5;11.8;97.7;253.7;0.7;12.5;133.0;9.8;128.7;3.8;10.0;73.4;15.1;0.0;17.8;1.0;7.7;366.8;260.0;0.2;5.7;62.9;170.7;0.5;7.6;7.2;5.0;106.8;3.4;11.7;66.6;8.4;0.0;12.7;1.0;3.0;6.4;0.1;0.0;2.0;4.3;69.9;1.3;0.4;30.7;37.5;3.3;0.0;0.0;1.1;2.1;2.3;0.1;0.0;1.5;0.7;0.5;0.0;0.0;0.2;0.3;0.3;0.0;0.0;0.2;0.0
99;2000 september;83.8;40.5;5.1;1.6;0.8;0.0;20.3;2.7;9.2;0.9;43.3;11.8;3.3;9.2;0.0;0.4;14.8;0.7;3.1;3073.6;1201.1;334.0;236.8;42.7;0.0;72.3;83.9;400.7;30.6;1872.5;967.8;251.8;276.6;0.0;1.6;285.7;37.0;51.9;74.7;19.8;4.7;4.6;0.9;0.0;2.0;5.1;2.2;0.4;55.0;18.5;8.1;11.0;0.0;0.1;14.3;0.9;2.0;53.9;8.5;2.9;3.5;0.9;0.0;0.0;1.0;0.0;0.1;45.3;16.5;4.3;8.3;0.0;0.1;13.7;0.6;1.9;13.4;9.0;0.0;0.2;1.7;2.5;0.5;0.4;3.5;0.1;4.4;0.1;0.5;3.2;0.2;0.0;0.4;0.0;0.0;472.9;376.9;1.0;17.7;52.6;188.7;0.8;10.5;100.3;5.2;96.1;3.1;6.3;47.2;25.9;0.0;9.0;0.4;4.3;251.1;186.2;0.5;11.6;41.7;116.1;0.6;4.6;6.7;4.4;64.9;2.5;4.6;36.8;13.3;0.0;5.9;0.1;1.7;5.8;0.1;0.0;1.1;4.6;58.9;0.9;0.3;17.3;40.4;3.0;0.0;0.0;0.8;2.2;1.3;0.0;0.1;0.6;0.6;0.5;0.0;0.0;0.1;0.4;0.2;0.0;0.0;0.1;0.0
100;2000 oktober;89.8;44.5;5.4;1.3;0.7;0.0;23.5;2.7;9.7;1.2;45.3;12.2;3.1;9.6;0.0;0.2;18.0;0.9;1.4;3189.0;1332.4;361.4;262.3;44.8;0.0;103.6;73.1;445.4;41.7;1856.6;1006.4;230.6;239.1;0.0;0.7;324.1;35.4;20.3;79.3;21.8;4.4;5.5;1.1;0.0;2.4;5.3;2.5;0.5;57.5;20.3;7.8;10.7;0.0;0.0;17.1;0.6;1.0;54.6;8.8;2.9;3.3;0.7;0.0;0.0;1.6;0.0;0.3;45.7;15.9;4.8;9.8;0.0;0.0;12.9;0.3;2.0;19.7;10.9;0.1;0.2;2.9;2.6;0.5;0.4;4.1;0.1;8.8;0.1;0.3;7.7;0.2;0.0;0.6;0.0;0.0;559.9;445.5;0.4;29.9;77.5;206.0;1.1;9.3;116.5;4.9;114.4;3.0;8.2;63.3;23.9;0.0;12.1;0.2;3.7;298.5;213.5;0.5;10.3;51.8;131.2;0.8;5.0;8.9;5.1;85.0;3.1;5.5;56.0;11.4;0.0;8.0;0.0;1.0;6.8;0.0;0.0;1.4;5.4;70.7;0.5;0.1;23.6;46.5;3.5;0.0;0.0;1.0;2.5;1.7;0.0;0.0;0.8;0.8;0.5;0.0;0.0;0.1;0.4;0.2;0.0;0.0;0.1;0.1
101;2000 november;98.4;50.9;5.2;1.8;0.8;0.0;26.4;3.9;11.7;1.1;47.5;11.8;2.7;11.7;0.0;0.1;18.6;1.3;1.4;3319.9;1414.8;358.3;306.4;47.0;0.0;104.1;87.6;473.5;37.9;1905.2;981.8;226.5;243.5;0.0;0.6;362.9;53.7;36.0;86.5;22.7;4.5;4.6;1.1;0.0;2.8;6.3;2.9;0.5;63.8;19.5;7.0;15.7;0.0;0.0;19.3;1.2;1.0;70.6;10.5;1.6;4.9;2.0;0.0;0.1;0.7;0.0;1.2;60.1;16.3;3.7;17.0;0.0;0.0;21.5;0.7;0.9;30.5;14.5;0.0;0.1;5.5;2.8;0.5;0.6;4.4;0.5;16.0;0.1;0.2;14.8;0.2;0.0;0.7;0.0;0.1;614.2;470.3;1.1;24.4;104.1;209.2;1.1;6.4;115.9;8.1;143.9;2.8;7.8;100.9;19.6;0.0;10.0;0.1;2.7;344.7;226.1;0.3;11.8;66.3;127.8;0.9;4.8;11.2;3.2;118.6;3.3;5.8;92.6;9.8;0.0;5.9;0.0;1.2;5.5;0.1;0.0;1.2;4.2;54.5;0.8;0.3;17.0;36.4;2.7;0.0;0.0;0.5;2.1;2.8;0.0;0.0;1.5;1.2;0.4;0.0;0.0;0.1;0.3;0.4;0.0;0.0;0.2;0.1
102;2000 december;111.2;49.1;5.2;1.1;1.2;0.0;28.4;1.9;9.8;1.4;62.1;10.5;3.1;24.4;0.0;0.1;21.4;0.3;2.5;3430.8;1247.0;342.7;162.3;66.9;0.0;112.8;57.4;459.0;45.9;2183.7;872.5;270.1;593.7;0.0;0.5;390.3;33.4;23.2;97.5;20.3;4.5;2.4;1.5;0.0;3.1;4.9;3.0;0.7;77.2;16.9;7.9;31.3;0.0;0.0;19.4;0.7;1.1;117.3;16.2;3.4;5.4;4.0;0.0;0.0;1.4;0.0;2.1;101.1;13.4;5.4;51.4;0.0;0.0;28.3;0.5;1.9;69.6;18.1;0.0;0.1;10.0;3.1;0.6;1.6;1.8;1.0;51.5;0.1;0.2;49.3;0.5;0.0;1.4;0.0;0.1;886.0;509.5;1.5;31.4;132.7;257.7;1.8;9.8;66.7;7.9;376.5;2.4;5.5;270.5;71.3;0.0;16.1;0.3;10.4;580.8;270.5;0.5;20.1;87.7;142.1;1.5;8.8;5.4;4.4;310.3;2.4;3.5;258.7;27.0;0.0;14.2;0.2;4.3;11.7;0.0;0.0;5.5;6.1;162.4;0.5;0.0;79.0;82.8;7.9;0.0;0.0;2.9;5.0;10.4;0.0;0.0;8.5;1.9;1.0;0.0;0.0;0.5;0.5;1.4;0.0;0.0;1.3;0.1
103;2000;1193.6;585.1;66.5;18.8;14.7;0.0;315.0;37.2;119.2;13.9;608.5;153.8;42.6;155.8;0.0;3.2;224.4;14.2;15.0;42576.6;16334.1;4420.8;3340.7;669.7;0.0;1055.1;858.3;5492.0;496.4;26242.6;12265.3;3856.7;4440.4;0.0;18.4;4775.8;635.0;250.6;1044.2;259.4;67.5;61.5;19.1;0.0;28.5;43.5;30.7;8.1;784.9;251.1;101.5;189.8;0.0;0.7;219.9;10.6;11.2;965.9;129.1;36.7;40.4;22.4;0.0;0.2;20.4;0.5;7.7;836.7;227.9;64.0;235.1;0.0;0.3;273.9;7.6;27.7;395.6;180.4;0.1;2.1;71.9;44.9;6.3;12.1;40.5;2.7;215.2;1.2;3.7;195.0;2.8;0.0;11.6;0.3;0.5;8580.4;6365.6;7.7;222.8;1434.1;3141.8;14.1;165.5;1294.6;84.8;2215.0;40.4;85.2;1394.0;395.8;0.0;217.6;12.4;69.7;5125.4;3354.3;4.0;118.9;965.7;2005.9;10.3;122.9;84.1;42.6;1771.4;33.7;70.0;1316.3;194.7;0.0;122.1;6.2;28.1;94.8;1.5;0.0;26.6;66.7;1147.7;18.9;3.5;457.6;667.5;52.8;0.6;0.0;16.8;35.0;45.4;0.8;0.6;31.9;11.6;8.5;0.6;0.0;2.6;5.2;6.4;0.0;0.0;4.8;1.0
104;2001 januari;114.0;55.0;5.7;1.2;1.7;0.0;31.5;2.9;11.1;0.9;59.0;13.2;3.2;17.5;0.0;0.1;21.3;0.9;2.9;3855.7;1419.8;452.8;199.3;68.8;0.0;85.2;53.8;520.4;39.4;2435.9;1080.6;313.8;537.5;0.0;4.1;423.6;37.0;39.4;96.4;21.8;4.9;3.4;1.5;0.0;2.4;6.4;2.7;0.4;74.6;21.7;8.6;19.8;0.0;0.0;22.0;0.6;1.9;113.2;15.2;3.0;2.0;4.4;0.0;0.0;3.9;0.0;1.8;98.0;12.6;10.1;29.7;0.0;0.0;42.0;0.8;2.7;65.6;35.0;0.0;0.2;17.9;6.3;0.5;3.3;5.8;1.0;30.6;0.0;0.2;28.5;0.5;0.0;1.3;0.0;0.1;1288.0;989.2;0.8;35.9;283.4;445.9;1.2;22.0;190.1;9.9;298.7;2.5;3.4;184.5;83.5;0.0;17.8;0.1;6.9;777.6;541.4;0.5;27.8;189.5;292.0;0.9;15.0;13.3;2.4;236.2;2.5;3.5;180.1;35.7;0.0;11.5;0.1;2.9;6.3;0.0;0.0;1.3;4.9;64.2;0.5;0.2;21.1;42.5;3.2;0.0;0.0;0.9;2.3;2.3;0.0;0.0;1.8;0.4;0.5;0.0;0.0;0.1;0.3;0.5;0.0;0.0;0.2;0.3
105;2001 februari;89.8;46.2;4.1;1.1;1.3;0.0;25.0;2.5;11.4;0.8;43.6;11.3;3.3;11.2;0.0;0.0;12.9;2.5;2.4;3440.6;1252.9;331.2;196.9;50.2;0.0;91.2;84.5;467.8;31.2;2187.7;918.1;364.3;488.5;0.0;2.0;272.5;110.4;31.8;84.5;17.8;3.0;2.5;1.0;0.0;2.4;5.9;2.5;0.5;66.7;19.4;8.8;16.9;0.0;0.0;17.6;2.4;1.6;94.5;12.4;2.0;1.8;3.1;0.0;0.0;5.3;0.0;0.1;82.1;16.0;5.5;35.6;0.0;0.0;21.3;1.7;2.0;32.2;20.3;0.0;0.2;6.9;7.1;0.4;1.1;4.1;0.5;11.9;0.1;0.2;10.3;0.6;0.0;0.8;0.0;0.0;1260.0;1025.1;0.6;20.4;188.9;540.5;0.9;27.1;234.2;12.7;234.8;1.4;9.3;127.5;74.7;0.0;13.5;0.5;8.0;715.5;542.1;0.1;10.0;141.0;355.2;0.7;17.3;13.2;4.7;173.4;2.5;7.9;119.5;30.9;0.0;11.8;0.8;0.1;5.4;0.0;0.0;1.5;3.8;67.9;0.2;0.2;28.7;38.8;3.2;0.0;0.0;1.1;2.1;1.9;0.0;0.0;0.7;1.2;0.5;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.1;0.1
106;2001 maart;93.4;45.9;4.3;1.1;2.2;0.0;23.5;1.9;11.9;0.9;47.6;12.2;3.5;12.5;0.0;0.1;15.8;1.5;1.9;3779.4;1397.0;346.2;227.3;105.4;0.0;90.4;73.1;521.9;32.6;2382.4;1064.3;490.6;394.4;0.0;4.6;331.8;64.6;32.2;87.1;19.9;3.9;2.9;1.7;0.0;2.5;5.4;2.9;0.6;67.2;22.4;12.1;13.1;0.0;0.0;17.0;1.3;1.4;58.4;12.5;2.6;3.3;2.4;0.0;0.0;4.1;0.0;0.1;45.9;13.3;5.6;8.9;0.0;0.0;14.0;0.8;3.4;24.1;16.5;0.0;0.2;4.0;5.5;0.5;0.4;5.8;0.0;7.6;0.1;0.2;6.2;0.4;0.0;0.7;0.0;0.1;946.7;769.1;1.3;14.2;143.3;404.8;1.1;11.7;191.6;1.0;177.7;3.4;9.2;84.3;52.9;0.0;17.0;0.0;10.9;522.8;393.1;0.1;9.4;92.0;272.4;0.8;6.6;10.8;1.0;129.7;2.5;8.4;76.7;26.7;0.0;11.6;0.0;3.8;7.2;0.0;0.0;2.4;4.8;97.8;0.1;0.3;46.0;51.4;4.4;0.0;0.0;1.7;2.7;1.0;0.0;0.0;0.4;0.6;0.6;0.0;0.0;0.3;0.3;0.1;0.0;0.0;0.0;0.0
107;2001 april;97.4;51.9;3.8;1.2;2.0;0.0;30.2;3.2;10.7;0.8;45.5;8.8;3.8;12.8;0.0;0.1;17.1;1.2;1.7;3109.6;1359.9;295.5;239.0;102.2;0.0;104.5;88.4;498.1;32.2;1749.8;727.5;296.5;354.2;0.0;6.0;287.2;53.9;24.5;77.9;20.6;3.3;2.9;2.5;0.0;2.9;5.9;2.6;0.5;57.3;15.6;10.2;13.1;0.0;0.0;16.3;0.9;1.2;49.8;15.4;2.0;3.8;2.3;0.0;0.0;7.1;0.0;0.2;34.4;10.5;5.2;5.5;0.0;0.1;9.3;0.7;3.2;18.2;12.7;0.0;0.2;3.0;4.4;0.3;0.3;4.4;0.1;5.5;0.1;0.1;4.4;0.3;0.0;0.6;0.0;0.0;703.0;594.5;0.6;18.8;99.1;321.7;0.8;9.3;141.1;3.1;108.4;2.7;5.6;56.0;27.7;0.0;12.0;0.2;4.3;392.1;311.3;0.0;12.5;65.5;216.4;0.5;5.8;8.2;2.3;80.8;2.8;2.0;49.6;17.2;0.0;7.9;0.2;1.0;6.4;0.0;0.0;1.6;4.8;82.8;0.2;0.0;35.4;47.2;3.9;0.0;0.0;1.4;2.5;1.3;0.0;0.0;0.4;0.9;0.5;0.0;0.0;0.2;0.3;0.2;0.0;0.0;0.1;0.1
108;2001 mei;94.9;47.1;4.5;1.2;1.8;0.0;24.4;3.1;11.2;0.9;47.7;11.4;4.0;12.3;0.0;0.2;16.7;1.2;1.9;3324.7;1398.9;345.9;220.6;103.9;0.0;90.6;89.2;514.4;34.4;1925.8;889.5;318.8;376.1;0.0;4.8;263.7;40.0;32.9;83.1;20.9;4.2;4.0;2.9;0.0;2.5;3.9;2.8;0.6;62.2;20.2;10.4;13.6;0.0;0.0;15.6;1.1;1.3;45.5;14.4;2.1;3.2;2.0;0.0;0.0;7.1;0.0;0.1;31.0;11.8;3.9;7.1;0.0;0.0;4.9;0.6;2.7;15.7;11.6;0.0;0.2;2.2;4.3;0.4;0.5;3.8;0.1;4.1;0.1;0.2;3.1;0.3;0.0;0.5;0.0;0.1;644.1;547.9;1.1;12.3;90.7;311.4;1.0;6.8;121.8;2.8;96.2;1.8;6.5;42.4;30.0;0.0;7.9;0.3;7.3;342.5;266.0;0.1;8.2;49.8;194.6;0.7;3.7;6.9;2.0;76.5;2.0;4.1;43.7;18.0;0.0;5.8;0.2;2.8;5.8;0.0;0.0;1.7;4.0;78.2;0.2;0.1;35.4;42.4;3.4;0.0;0.0;1.3;2.1;1.0;0.0;0.0;0.3;0.7;0.5;0.0;0.0;0.2;0.3;0.1;0.0;0.0;0.0;0.1
109;2001 juni;90.2;44.3;5.2;1.1;1.7;0.0;22.6;2.0;11.0;0.7;45.9;10.9;3.5;12.1;0.0;0.0;16.2;1.3;1.9;3267.9;1360.5;400.5;194.7;90.3;0.0;93.9;57.9;493.8;29.4;1907.5;875.1;319.5;331.6;0.0;0.0;307.3;47.1;26.8;80.9;19.5;4.1;4.2;2.2;0.0;2.5;2.9;3.0;0.5;61.4;19.5;9.3;13.2;0.0;0.0;17.1;1.0;1.3;49.3;10.8;2.5;2.9;0.8;0.0;0.0;4.4;0.0;0.1;38.6;12.0;4.5;8.9;0.0;0.0;9.9;1.1;2.1;15.0;11.5;0.0;0.2;3.1;4.5;0.4;0.4;2.8;0.1;3.5;0.0;0.2;2.5;0.2;0.0;0.4;0.0;0.1;629.7;550.4;0.7;10.0;100.1;317.1;1.0;9.8;105.9;5.9;79.3;2.9;4.1;34.5;19.7;0.0;9.5;0.0;8.5;360.8;296.9;0.1;7.0;66.4;210.9;0.7;5.3;3.6;2.9;64.0;2.7;3.0;34.7;11.9;0.0;7.9;0.0;3.8;5.2;0.0;0.0;1.6;3.6;67.4;0.0;0.1;31.2;36.0;3.1;0.0;0.0;1.2;2.0;0.2;0.0;0.0;0.3;-0.1;0.5;0.0;0.0;0.2;0.3;0.0;0.0;0.0;0.0;0.0
110;2001 juli;78.4;37.0;4.6;1.2;1.5;0.0;17.4;0.9;10.6;0.7;41.4;10.9;3.7;10.0;0.0;0.0;14.2;0.7;2.1;3246.8;1319.3;394.9;207.3;94.7;0.0;81.0;25.8;494.4;21.1;1927.5;970.5;254.2;294.1;0.0;0.0;359.9;25.6;23.1;80.3;18.2;4.5;5.0;2.5;0.0;1.9;1.2;2.5;0.5;62.0;21.7;9.6;13.1;0.0;0.0;15.4;0.5;1.6;50.6;8.8;3.7;2.8;2.0;0.0;0.0;0.3;0.0;0.1;41.8;10.3;4.2;6.0;0.0;0.1;18.2;0.1;3.0;16.0;12.0;0.0;0.2;2.9;4.9;0.2;0.4;3.5;0.1;4.0;0.0;0.2;3.1;0.3;0.0;0.3;0.0;0.1;852.0;727.0;0.3;16.9;138.9;401.4;0.5;14.1;148.5;6.3;125.0;5.8;8.2;46.6;34.7;0.0;16.9;0.1;12.7;475.0;379.7;0.1;7.9;93.2;264.1;0.4;6.9;4.8;2.2;95.3;4.9;6.0;48.8;18.7;0.0;12.5;0.1;4.2;6.2;0.0;0.0;1.4;4.7;73.1;0.0;0.3;30.0;42.8;3.4;0.0;0.0;1.1;2.3;1.1;0.0;0.0;0.3;0.8;0.5;0.0;0.0;0.2;0.3;0.1;0.0;0.0;0.0;0.1
111;2001 augustus;82.3;41.4;5.0;1.5;1.7;0.0;20.2;1.5;10.8;0.6;41.0;10.7;4.1;9.9;0.0;0.0;14.2;0.2;1.8;3314.1;1451.7;418.9;264.3;100.9;0.0;82.2;36.2;514.3;34.9;1862.4;943.8;324.5;236.6;0.0;0.0;312.5;18.4;26.7;80.6;20.1;4.7;5.8;2.2;0.0;2.0;2.2;2.8;0.5;60.4;19.9;11.2;12.4;0.0;0.0;15.3;0.1;1.5;52.6;12.5;3.9;4.5;1.1;0.0;0.0;2.8;0.1;0.2;40.1;11.9;7.0;6.1;0.0;0.0;12.0;0.0;3.0;13.3;10.4;0.0;0.2;2.2;4.3;0.3;0.3;3.1;0.0;2.9;0.1;0.2;1.9;0.2;0.0;0.4;0.0;0.1;663.1;575.0;0.5;14.1;116.9;323.0;0.6;13.3;104.3;2.1;88.1;5.1;6.9;22.1;28.3;0.0;14.1;0.0;11.6;367.2;295.8;0.0;9.1;71.2;205.4;0.4;4.2;4.4;1.0;71.4;4.3;5.9;32.3;15.5;0.0;9.9;0.0;3.6;4.5;0.0;0.0;1.3;3.2;73.8;0.3;0.1;25.3;48.1;3.9;0.0;0.0;1.0;2.9;0.8;0.0;0.0;0.2;0.6;0.5;0.0;0.0;0.1;0.3;0.1;0.0;0.0;0.0;0.1
112;2001 september;84.0;42.9;6.0;1.6;1.5;0.0;22.1;1.5;9.8;0.4;41.1;10.9;3.4;10.2;0.0;0.0;13.8;0.5;2.3;3226.1;1500.8;501.4;294.4;82.9;0.0;86.1;40.4;478.6;17.0;1725.3;938.7;258.7;217.4;0.0;0.0;259.1;23.8;27.6;76.0;19.3;5.3;6.3;1.5;0.0;2.0;1.5;2.3;0.5;56.7;19.5;9.6;11.3;0.0;0.0;14.0;0.6;1.7;41.6;9.6;3.6;4.9;0.7;0.0;0.0;0.3;0.0;0.0;32.0;10.7;3.1;3.9;0.0;0.0;13.1;0.1;1.2;10.7;8.7;0.0;0.2;1.6;3.1;0.5;0.2;3.0;0.1;2.0;0.1;0.6;0.9;0.1;0.0;0.3;0.0;0.0;542.6;488.8;1.5;13.1;98.6;266.9;0.8;15.4;88.7;3.7;53.8;6.3;10.4;14.5;12.9;0.0;7.2;0.1;2.4;281.0;237.3;0.1;7.0;50.4;170.2;0.6;3.2;4.9;0.9;43.7;2.6;7.1;18.4;7.6;0.0;7.0;0.2;0.9;3.8;0.0;0.0;1.3;2.5;53.3;0.1;0.0;26.6;26.5;2.4;0.0;0.0;1.0;1.4;0.9;0.0;0.0;0.2;0.7;0.3;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1
