ID;SectorBranchesSIC2008;Periods;Indices_1;YearOnYearChange_2;Indices_3;PeriodOnPeriodChange_4
2307;74 Other specialised business services;2010 3rd quarter;83.2;0.8;;
2308;74 Other specialised business services;2010 4th quarter;92.4;1.2;;
2309;74 Other specialised business services;2010;85.6;0.4;;
2310;74 Other specialised business services;2011 1st quarter;83.5;5.3;;
2311;74 Other specialised business services;2011 2nd quarter;89.6;2.2;;
2312;74 Other specialised business services;2011 3rd quarter;83.8;0.8;;
2313;74 Other specialised business services;2011 4th quarter;92.7;0.3;;
2314;74 Other specialised business services;2011;87.4;2.1;;
2315;74 Other specialised business services;2012 1st quarter;84.3;1.0;;
2316;74 Other specialised business services;2012 2nd quarter;88.7;-1.0;;
2317;74 Other specialised business services;2012 3rd quarter;87.3;4.1;;
2318;74 Other specialised business services;2012 4th quarter;95.6;3.2;;
2319;74 Other specialised business services;2012;89.0;1.8;;
2320;74 Other specialised business services;2013 1st quarter;80.5;-4.5;86.2;
2321;74 Other specialised business services;2013 2nd quarter;85.1;-4.1;86.5;0.4
2322;74 Other specialised business services;2013 3rd quarter;88.1;1.0;89.9;3.9
2323;74 Other specialised business services;2013 4th quarter;97.2;1.7;89.3;-0.7
2324;74 Other specialised business services;2013;87.7;-1.4;88.0;
2325;74 Other specialised business services;2014 1st quarter;83.6;3.9;89.6;0.3
2326;74 Other specialised business services;2014 2nd quarter;88.6;4.2;89.7;0.1
2327;74 Other specialised business services;2014 3rd quarter;91.7;4.0;93.7;4.4
2328;74 Other specialised business services;2014 4th quarter;103.7;6.7;94.6;1.0
2329;74 Other specialised business services;2014;91.9;4.8;91.9;4.4
2330;74 Other specialised business services;2015 1st quarter;90.4;8.1;96.9;2.4
2331;74 Other specialised business services;2015 2nd quarter;96.0;8.4;98.6;1.8
2332;74 Other specialised business services;2015 3rd quarter;97.8;6.7;100.6;2.0
2333;74 Other specialised business services;2015 4th quarter;115.8;11.7;103.6;3.0
2334;74 Other specialised business services;2015;100.0;8.8;99.9;8.7
2335;74 Other specialised business services;2016 1st quarter;99.3;9.8;106.2;2.5
2336;74 Other specialised business services;2016 2nd quarter;107.3;11.7;108.7;2.3
2337;74 Other specialised business services;2016 3rd quarter;107.1;9.5;110.8;1.9
2338;74 Other specialised business services;2016 4th quarter;128.1;10.7;113.8;2.8
2339;74 Other specialised business services;2016;110.4;10.4;109.9;10.0
2340;74 Other specialised business services;2017 1st quarter;108.1;8.9;114.6;0.7
2341;74 Other specialised business services;2017 2nd quarter;114.4;6.7;117.6;2.6
2342;74 Other specialised business services;2017 3rd quarter;114.3;6.7;118.7;0.9
2343;74 Other specialised business services;2017 4th quarter;135.3;5.6;121.4;2.2
2344;74 Other specialised business services;2017;118.1;6.9;118.1;7.4
2345;74 Other specialised business services;2018 1st quarter;116.1;7.3;124.6;2.7
2346;74 Other specialised business services;2018 2nd quarter;124.5;8.8;128.4;3.0
2347;74 Other specialised business services;2018 3rd quarter;128.1;12.0;133.0;3.6
2348;74 Other specialised business services;2018 4th quarter;151.5;11.9;135.5;1.9
2349;74 Other specialised business services;2018;130.0;10.2;130.4;10.4
2350;74 Other specialised business services;2019 1st quarter;128.9;11.1;138.3;2.1
2351;74 Other specialised business services;2019 2nd quarter;137.1;10.1;140.1;1.3
2352;74 Other specialised business services;2019 3rd quarter;138.0;7.7;143.3;2.3
2353;74 Other specialised business services;2019 4th quarter;163.7;8.1;146.3;2.1
2354;74 Other specialised business services;2019;141.9;9.1;142.0;8.9
2355;74 Other specialised business services;2020 1st quarter;140.9;9.3;148.6;1.6
2356;74 Other specialised business services;2020 2nd quarter;119.6;-12.8;124.0;-16.6
2357;74 Other specialised business services;2020 3rd quarter;134.1;-2.8;139.3;12.3
2358;74 Other specialised business services;2020 4th quarter;166.1;1.4;146.3;5.0
2359;74 Other specialised business services;2020;140.2;-1.2;139.5;-1.7
2360;74 Other specialised business services;2021 1st quarter;136.9;-2.9;147.1;0.6
2361;74 Other specialised business services;2021 2nd quarter;156.8;31.1;163.9;11.4
2362;74 Other specialised business services;2021 3rd quarter;165.6;23.5;171.2;4.4
2363;74 Other specialised business services;2021 4th quarter;204.4;23.1;177.1;3.5
2364;74 Other specialised business services;2021;165.9;18.4;164.8;18.1
2365;74 Other specialised business services;2022 1st quarter;175.4;28.1;186.9;5.5
2366;74 Other specialised business services;2022 2nd quarter;201.8;28.7;206.5;10.5
2367;74 Other specialised business services;2022 3rd quarter;199.6;20.6;205.1;-0.7
2368;74 Other specialised business services;2022 4th quarter;233.3;14.2;208.7;1.8
2369;74 Other specialised business services;2022;202.5;22.1;201.8;22.4
2370;74 Other specialised business services;2023 1st quarter;199.6;13.8;214.5;2.8
2371;74 Other specialised business services;2023 2nd quarter;226.6;12.3;226.8;5.7
2372;74 Other specialised business services;2023 3rd quarter;209.7;5.1;217.3;-4.2
2373;74 Other specialised business services;2023 4th quarter;240.9;3.2;219.7;1.1
2374;74 Other specialised business services;2023;219.2;8.2;219.6;8.8
2375;75 Veterinary activities;2005 1st quarter;64.4;;;
2376;75 Veterinary activities;2005 2nd quarter;71.1;;;
2377;75 Veterinary activities;2005 3rd quarter;68.6;;;
2378;75 Veterinary activities;2005 4th quarter;68.1;;;
2379;75 Veterinary activities;2005;68.0;;;
2380;75 Veterinary activities;2006 1st quarter;67.0;4.1;;
2381;75 Veterinary activities;2006 2nd quarter;74.0;4.1;;
2382;75 Veterinary activities;2006 3rd quarter;71.4;4.1;;
2383;75 Veterinary activities;2006 4th quarter;70.9;4.1;;
2384;75 Veterinary activities;2006;70.8;4.1;;
2385;75 Veterinary activities;2007 1st quarter;71.1;6.1;;
2386;75 Veterinary activities;2007 2nd quarter;78.5;6.1;;
2387;75 Veterinary activities;2007 3rd quarter;75.7;6.1;;
2388;75 Veterinary activities;2007 4th quarter;75.2;6.1;;
2389;75 Veterinary activities;2007;75.1;6.1;;
2390;75 Veterinary activities;2008 1st quarter;75.3;5.9;;
2391;75 Veterinary activities;2008 2nd quarter;83.1;5.9;;
2392;75 Veterinary activities;2008 3rd quarter;80.2;5.9;;
2393;75 Veterinary activities;2008 4th quarter;79.6;5.9;;
2394;75 Veterinary activities;2008;79.5;5.9;;
2395;75 Veterinary activities;2009 1st quarter;79.4;5.5;;
2396;75 Veterinary activities;2009 2nd quarter;87.7;5.5;;
2397;75 Veterinary activities;2009 3rd quarter;84.6;5.5;;
2398;75 Veterinary activities;2009 4th quarter;84.0;5.5;;
2399;75 Veterinary activities;2009;83.9;5.5;;
2400;75 Veterinary activities;2010 1st quarter;79.6;0.2;;
2401;75 Veterinary activities;2010 2nd quarter;89.0;1.4;;
2402;75 Veterinary activities;2010 3rd quarter;84.7;0.1;;
2403;75 Veterinary activities;2010 4th quarter;84.3;0.4;;
2404;75 Veterinary activities;2010;84.4;0.5;;
2405;75 Veterinary activities;2011 1st quarter;85.5;7.4;;
2406;75 Veterinary activities;2011 2nd quarter;94.8;6.5;;
2407;75 Veterinary activities;2011 3rd quarter;94.7;11.8;;
2408;75 Veterinary activities;2011 4th quarter;94.2;11.8;;
2409;75 Veterinary activities;2011;92.3;9.4;;
2410;75 Veterinary activities;2012 1st quarter;88.8;3.8;;
2411;75 Veterinary activities;2012 2nd quarter;97.3;2.7;;
2412;75 Veterinary activities;2012 3rd quarter;94.5;-0.2;;
2413;75 Veterinary activities;2012 4th quarter;91.2;-3.2;;
2414;75 Veterinary activities;2012;93.0;0.7;;
2415;75 Veterinary activities;2013 1st quarter;86.7;-2.3;91.6;
2416;75 Veterinary activities;2013 2nd quarter;96.5;-0.8;92.7;1.3
2417;75 Veterinary activities;2013 3rd quarter;94.3;-0.3;93.5;0.8
2418;75 Veterinary activities;2013 4th quarter;95.9;5.2;95.3;2.0
2419;75 Veterinary activities;2013;93.4;0.4;93.3;
2420;75 Veterinary activities;2014 1st quarter;91.0;4.9;96.3;1.0
2421;75 Veterinary activities;2014 2nd quarter;100.1;3.7;96.4;0.1
2422;75 Veterinary activities;2014 3rd quarter;98.5;4.5;97.6;1.2
2423;75 Veterinary activities;2014 4th quarter;99.9;4.1;99.0;1.5
2424;75 Veterinary activities;2014;97.4;4.3;97.3;4.3
2425;75 Veterinary activities;2015 1st quarter;92.9;2.2;98.6;-0.5
2426;75 Veterinary activities;2015 2nd quarter;102.8;2.6;98.9;0.3
2427;75 Veterinary activities;2015 3rd quarter;101.4;3.0;100.4;1.5
2428;75 Veterinary activities;2015 4th quarter;102.9;3.0;102.1;1.7
2429;75 Veterinary activities;2015;100.0;2.7;100.0;2.7
2430;75 Veterinary activities;2016 1st quarter;97.0;4.3;103.1;1.0
2431;75 Veterinary activities;2016 2nd quarter;107.9;5.0;103.6;0.5
2432;75 Veterinary activities;2016 3rd quarter;105.5;4.0;104.2;0.6
2433;75 Veterinary activities;2016 4th quarter;104.6;1.7;104.1;-0.1
2434;75 Veterinary activities;2016;103.8;3.8;103.8;3.8
2435;75 Veterinary activities;2017 1st quarter;98.4;1.5;104.8;0.7
2436;75 Veterinary activities;2017 2nd quarter;110.5;2.4;105.7;0.8
2437;75 Veterinary activities;2017 3rd quarter;107.0;1.4;105.6;-0.1
2438;75 Veterinary activities;2017 4th quarter;106.2;1.5;106.0;0.3
2439;75 Veterinary activities;2017;105.5;1.7;105.5;1.7
2440;75 Veterinary activities;2018 1st quarter;99.3;0.9;106.0;0.1
2441;75 Veterinary activities;2018 2nd quarter;110.8;0.3;105.7;-0.3
2442;75 Veterinary activities;2018 3rd quarter;102.9;-3.8;101.5;-4.0
2443;75 Veterinary activities;2018 4th quarter;104.2;-1.9;104.1;2.6
2444;75 Veterinary activities;2018;104.3;-1.1;104.3;-1.1
2445;75 Veterinary activities;2019 1st quarter;98.0;-1.4;104.7;0.6
2446;75 Veterinary activities;2019 2nd quarter;110.2;-0.6;105.0;0.3
2447;75 Veterinary activities;2019 3rd quarter;106.8;3.8;105.2;0.2
2448;75 Veterinary activities;2019 4th quarter;106.6;2.3;106.5;1.2
2449;75 Veterinary activities;2019;105.4;1.0;105.4;1.0
2450;75 Veterinary activities;2020 1st quarter;102.0;4.2;109.2;2.6
2451;75 Veterinary activities;2020 2nd quarter;112.4;2.0;107.1;-2.0
2452;75 Veterinary activities;2020 3rd quarter;120.5;12.8;118.5;10.6
2453;75 Veterinary activities;2020 4th quarter;122.7;15.1;122.6;3.5
2454;75 Veterinary activities;2020;114.4;8.6;114.4;8.5
2455;75 Veterinary activities;2021 1st quarter;117.8;15.5;124.9;1.9
2456;75 Veterinary activities;2021 2nd quarter;127.0;13.0;123.0;-1.6
2457;75 Veterinary activities;2021 3rd quarter;129.6;7.6;127.4;3.6
2458;75 Veterinary activities;2021 4th quarter;130.3;6.2;129.5;1.7
2459;75 Veterinary activities;2021;126.2;10.3;126.2;10.4
2460;75 Veterinary activities;2022 1st quarter;123.5;4.8;130.8;1.0
2461;75 Veterinary activities;2022 2nd quarter;135.3;6.6;130.9;0.1
2462;75 Veterinary activities;2022 3rd quarter;132.5;2.3;130.6;-0.2
2463;75 Veterinary activities;2022 4th quarter;132.7;1.8;132.2;1.2
2464;75 Veterinary activities;2022;131.0;3.8;131.2;3.9
2465;75 Veterinary activities;2023 1st quarter;128.7;4.2;135.8;2.7
2466;75 Veterinary activities;2023 2nd quarter;144.0;6.4;139.3;2.6
2467;75 Veterinary activities;2023 3rd quarter;145.6;9.8;143.5;3.0
2468;75 Veterinary activities;2023 4th quarter;147.7;11.3;147.1;2.5
2469;75 Veterinary activities;2023;141.5;8.0;141.4;7.8
2470;N Renting and other business support;2005 1st quarter;52.0;;;
2471;N Renting and other business support;2005 2nd quarter;59.5;;;
2472;N Renting and other business support;2005 3rd quarter;64.5;;;
2473;N Renting and other business support;2005 4th quarter;64.5;;;
2474;N Renting and other business support;2005;60.2;;;
2475;N Renting and other business support;2006 1st quarter;59.5;14.4;;
2476;N Renting and other business support;2006 2nd quarter;67.4;13.3;;
2477;N Renting and other business support;2006 3rd quarter;74.5;15.6;;
2478;N Renting and other business support;2006 4th quarter;75.0;16.2;;
2479;N Renting and other business support;2006;69.2;14.9;;
2480;N Renting and other business support;2007 1st quarter;70.3;18.0;;
2481;N Renting and other business support;2007 2nd quarter;76.5;13.4;;
2482;N Renting and other business support;2007 3rd quarter;82.3;10.4;;
2483;N Renting and other business support;2007 4th quarter;83.8;11.8;;
2484;N Renting and other business support;2007;78.6;13.5;;
2485;N Renting and other business support;2008 1st quarter;77.4;10.1;;
2486;N Renting and other business support;2008 2nd quarter;83.7;9.5;;
2487;N Renting and other business support;2008 3rd quarter;87.4;6.2;;
2488;N Renting and other business support;2008 4th quarter;86.6;3.3;;
2489;N Renting and other business support;2008;84.3;7.3;;
2490;N Renting and other business support;2009 1st quarter;76.0;-1.8;;
2491;N Renting and other business support;2009 2nd quarter;77.9;-6.9;;
2492;N Renting and other business support;2009 3rd quarter;82.5;-5.6;;
2493;N Renting and other business support;2009 4th quarter;79.1;-8.6;;
2494;N Renting and other business support;2009;79.3;-5.9;;
2495;N Renting and other business support;2010 1st quarter;69.7;-8.3;;
2496;N Renting and other business support;2010 2nd quarter;76.7;-1.5;;
2497;N Renting and other business support;2010 3rd quarter;85.0;3.1;;
2498;N Renting and other business support;2010 4th quarter;82.6;4.5;;
2499;N Renting and other business support;2010;78.7;-0.7;;
2500;N Renting and other business support;2011 1st quarter;74.3;6.7;;
2501;N Renting and other business support;2011 2nd quarter;82.7;7.8;;
2502;N Renting and other business support;2011 3rd quarter;88.5;4.1;;
2503;N Renting and other business support;2011 4th quarter;85.6;3.6;;
2504;N Renting and other business support;2011;82.9;5.3;;
2505;N Renting and other business support;2012 1st quarter;75.9;2.1;;
2506;N Renting and other business support;2012 2nd quarter;85.6;3.5;;
2507;N Renting and other business support;2012 3rd quarter;93.0;5.1;;
2508;N Renting and other business support;2012 4th quarter;85.9;0.3;;
2509;N Renting and other business support;2012;84.8;2.3;;
2510;N Renting and other business support;2013 1st quarter;75.8;-0.1;84.8;
2511;N Renting and other business support;2013 2nd quarter;86.8;1.4;86.7;2.2
2512;N Renting and other business support;2013 3rd quarter;92.2;-0.9;86.3;-0.5
2513;N Renting and other business support;2013 4th quarter;90.2;5.0;87.1;0.9
2514;N Renting and other business support;2013;86.3;1.7;86.2;
2515;N Renting and other business support;2014 1st quarter;77.6;2.3;87.1;0.0
2516;N Renting and other business support;2014 2nd quarter;89.4;3.0;89.1;2.4
2517;N Renting and other business support;2014 3rd quarter;97.2;5.5;90.6;1.7
2518;N Renting and other business support;2014 4th quarter;95.7;6.1;92.6;2.2
2519;N Renting and other business support;2014;90.0;4.3;89.9;4.2
2520;N Renting and other business support;2015 1st quarter;83.6;7.7;94.0;1.5
2521;N Renting and other business support;2015 2nd quarter;99.0;10.7;98.5;4.8
2522;N Renting and other business support;2015 3rd quarter;109.3;12.4;101.5;3.1
2523;N Renting and other business support;2015 4th quarter;108.1;13.0;105.2;3.6
2524;N Renting and other business support;2015;100.0;11.1;99.8;11.1
2525;N Renting and other business support;2016 1st quarter;93.6;12.0;105.2;-0.1
2526;N Renting and other business support;2016 2nd quarter;107.1;8.2;106.4;1.2
2527;N Renting and other business support;2016 3rd quarter;118.1;8.0;109.5;2.9
2528;N Renting and other business support;2016 4th quarter;116.1;7.3;113.5;3.7
2529;N Renting and other business support;2016;108.7;8.7;108.7;8.9
2530;N Renting and other business support;2017 1st quarter;102.7;9.7;115.6;1.8
2531;N Renting and other business support;2017 2nd quarter;118.9;11.0;117.8;2.0
2532;N Renting and other business support;2017 3rd quarter;128.7;9.0;119.4;1.3
2533;N Renting and other business support;2017 4th quarter;124.0;6.9;121.3;1.7
2534;N Renting and other business support;2017;118.6;9.1;118.5;9.1
2535;N Renting and other business support;2018 1st quarter;112.2;9.2;125.8;3.7
2536;N Renting and other business support;2018 2nd quarter;130.1;9.5;128.4;2.0
2537;N Renting and other business support;2018 3rd quarter;141.4;9.9;131.6;2.5
2538;N Renting and other business support;2018 4th quarter;137.4;10.7;134.7;2.3
2539;N Renting and other business support;2018;130.3;9.9;130.1;9.8
2540;N Renting and other business support;2019 1st quarter;119.6;6.6;134.2;-0.3
2541;N Renting and other business support;2019 2nd quarter;138.0;6.0;135.5;1.0
2542;N Renting and other business support;2019 3rd quarter;147.8;4.5;138.0;1.8
2543;N Renting and other business support;2019 4th quarter;142.3;3.6;140.0;1.5
2544;N Renting and other business support;2019;136.9;5.1;136.9;5.2
2545;N Renting and other business support;2020 1st quarter;115.6;-3.4;128.9;-8.0
2546;N Renting and other business support;2020 2nd quarter;96.1;-30.3;94.8;-26.5
2547;N Renting and other business support;2020 3rd quarter;114.5;-22.5;111.3;17.4
2548;N Renting and other business support;2020 4th quarter;116.6;-18.0;110.1;-1.1
2549;N Renting and other business support;2020;110.7;-19.1;111.2;-18.8
2550;N Renting and other business support;2021 1st quarter;100.8;-12.7;111.3;1.1
2551;N Renting and other business support;2021 2nd quarter;122.4;27.3;120.7;8.5
2552;N Renting and other business support;2021 3rd quarter;144.6;26.2;137.3;13.7
2553;N Renting and other business support;2021 4th quarter;148.4;27.3;143.2;4.3
2554;N Renting and other business support;2021;129.1;16.6;128.1;15.2
