ID;Toepassingsgroepen;SectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;GebruikInJanuari_5;GebruikInFebruari_6;GebruikInMaart_7;GebruikInApril_8;GebruikInMei_9;GebruikInJuni_10;GebruikInJuli_11;GebruikInAugustus_12;GebruikInSeptember_13;GebruikInOktober_14;GebruikInNovember_15;GebruikInDecember_16
987;Bestrijding insecten en mijten;Potplanten - blad;2000;679.0;444.0;1865.0;4.0;2.8;7.6;10.2;6.9;5.0;6.8;12.1;25.7;6.0;7.5;6.0;3.4
988;Bestrijding insecten en mijten;Potplanten - blad;2004;610.0;469.0;1278.0;2.7;3.7;3.4;6.2;7.5;9.4;14.5;10.6;14.0;11.6;8.6;6.9;3.7
989;Bestrijding insecten en mijten;Potplanten - blad;2008;298.0;468.0;2122.0;4.3;3.5;8.0;4.2;9.0;9.5;11.9;6.6;10.0;15.6;11.7;5.4;4.4
990;Bestrijding insecten en mijten;Ptpl - blad excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
991;Bestrijding insecten en mijten;Ptpl - blad excl. zwavel en bact. prep.;1998;;;;;;;;;;;;;;;;
992;Bestrijding insecten en mijten;Ptpl - blad excl. zwavel en bact. prep.;2000;;;1853.0;4.0;;;;;;;;;;;;
993;Bestrijding insecten en mijten;Ptpl - blad excl. zwavel en bact. prep.;2004;610.0;469.0;1202.0;2.6;;;;;;;;;;;;
994;Bestrijding insecten en mijten;Ptpl - blad excl. zwavel en bact. prep.;2008;298.0;468.0;1581.0;3.2;;;;;;;;;;;;
995;Bestrijding insecten en mijten;Potplanten - bloei;1995;;;;;;;;;;;;;;;;
996;Bestrijding insecten en mijten;Potplanten - bloei;1998;876.0;549.0;1440.0;2.5;7.8;9.0;6.7;9.0;8.7;7.9;9.8;10.0;11.7;7.0;5.9;6.3
997;Bestrijding insecten en mijten;Potplanten - bloei;2000;806.0;582.0;1694.0;2.8;38.7;3.7;4.4;4.9;5.6;6.1;6.9;7.3;5.4;6.1;5.3;5.6
998;Bestrijding insecten en mijten;Potplanten - bloei;2004;758.0;672.0;2137.0;3.1;6.5;5.8;3.3;4.3;7.3;17.4;10.3;9.5;10.8;9.0;6.2;9.6
999;Bestrijding insecten en mijten;Potplanten - bloei;2008;580.0;891.0;1684.0;1.8;2.6;5.5;7.8;4.5;4.7;32.5;9.9;6.5;6.0;6.7;8.3;4.9
1000;Bestrijding insecten en mijten;Potpl. - bloei excl. zwav. en bact.prep.;1995;;;;;;;;;;;;;;;;
1001;Bestrijding insecten en mijten;Potpl. - bloei excl. zwav. en bact.prep.;1998;;;;;;;;;;;;;;;;
1002;Bestrijding insecten en mijten;Potpl. - bloei excl. zwav. en bact.prep.;2000;;;1692.0;2.8;;;;;;;;;;;;
1003;Bestrijding insecten en mijten;Potpl. - bloei excl. zwav. en bact.prep.;2004;758.0;672.0;1985.0;2.8;;;;;;;;;;;;
1004;Bestrijding insecten en mijten;Potpl. - bloei excl. zwav. en bact.prep.;2008;580.0;891.0;1220.0;1.3;;;;;;;;;;;;
1005;Bestrijding insecten en mijten;Rozen;1995;926.0;919.0;17214.0;18.7;1.8;4.5;6.1;7.5;10.2;9.9;13.7;14.2;12.1;10.5;6.0;3.6
1006;Bestrijding insecten en mijten;Rozen;1998;843.0;931.0;15349.0;16.5;2.9;3.2;6.9;7.9;10.6;11.4;14.6;12.4;14.0;8.5;4.0;3.7
1007;Bestrijding insecten en mijten;Rozen;2000;765.0;932.0;13606.0;14.6;3.8;3.5;5.7;7.1;10.9;13.2;13.4;14.1;14.7;6.4;5.3;1.9
1008;Bestrijding insecten en mijten;Rozen;2004;531.0;848.0;8803.0;10.4;2.5;5.6;8.0;8.0;11.0;16.1;10.1;11.1;9.6;6.9;5.8;5.3
1009;Bestrijding insecten en mijten;Rozen;2008;300.0;578.0;5325.0;9.1;7.9;11.4;5.2;7.9;7.6;13.4;6.6;10.1;11.6;7.3;6.3;4.6
1010;Bestrijding insecten en mijten;Rozen excl. zwavel en bact. prep.;1995;;;16827.0;18.7;;;;;;;;;;;;
1011;Bestrijding insecten en mijten;Rozen excl. zwavel en bact. prep.;1998;;;15196.0;16.3;;;;;;;;;;;;
1012;Bestrijding insecten en mijten;Rozen excl. zwavel en bact. prep.;2000;;;13259.0;14.2;;;;;;;;;;;;
1013;Bestrijding insecten en mijten;Rozen excl. zwavel en bact. prep.;2004;531.0;848.0;8645.0;10.2;;;;;;;;;;;;
1014;Bestrijding insecten en mijten;Rozen excl. zwavel en bact. prep.;2008;300.0;578.0;5086.0;8.7;;;;;;;;;;;;
1015;Bestrijding insecten en mijten;Champignons (gewas);1995;659.0;99.0;2080.0;19.1;4.8;5.5;5.5;5.1;7.8;7.9;12.2;15.4;15.1;10.5;7.3;3.2
1016;Bestrijding insecten en mijten;Champignons (gewas);1998;371.0;56.0;616.0;6.3;5.7;6.8;3.7;6.4;5.9;8.2;8.5;15.3;15.9;13.6;6.1;3.9
1017;Bestrijding insecten en mijten;Champignons (gewas);2000;337.0;66.0;985.0;10.4;6.1;4.5;3.7;3.5;5.7;6.2;9.0;18.2;12.4;14.1;11.8;4.7
1018;Bestrijding insecten en mijten;Champignons (gewas);2004;156.0;40.0;699.0;8.2;3.1;3.2;10.4;13.0;6.9;12.7;5.3;8.1;12.1;16.8;5.9;2.5
1019;Bestrijding insecten en mijten;Champignons (gewas);2008;67.0;23.0;232.0;3.0;5.0;3.6;5.1;5.1;10.8;10.7;18.2;10.8;12.5;11.4;4.0;2.8
1020;Bestrijding schimmels;Totaal gewassen/teeltsectoren;1995;;427574.0;2808608.0;3.5;;;;;;;;;;;;
1021;Bestrijding schimmels;Totaal gewassen/teeltsectoren;1998;;474161.0;3380379.0;4.1;;;;;;;;;;;;
1022;Bestrijding schimmels;Totaal gewassen/teeltsectoren;2000;;454508.0;2967562.0;3.7;;;;;;;;;;;;
1023;Bestrijding schimmels;Totaal gewassen/teeltsectoren;2004;;474697.0;2854557.0;3.5;1.2;0.3;0.3;7.1;10.7;32.5;27.9;14.3;3.2;2.0;0.2;0.2
1024;Bestrijding schimmels;Totaal gewassen/teeltsectoren;2008;;502934.0;2931518.0;3.6;1.7;0.2;0.3;6.7;12.3;31.5;27.8;13.3;3.3;2.7;0.2;0.1
1025;Bestrijding schimmels;Teeltsector akkerbouw;1995;;353914.0;1720693.0;2.4;0.3;0.0;0.0;5.2;4.7;26.8;36.9;17.9;7.8;0.4;0.0;0.0
1026;Bestrijding schimmels;Teeltsector akkerbouw;1998;;396226.0;2364874.0;3.2;0.1;0.0;0.0;2.0;6.2;33.8;35.8;17.2;4.8;0.1;0.0;0.0
1027;Bestrijding schimmels;Teeltsector akkerbouw;2000;;380116.0;2176817.0;3.1;0.1;0.0;0.0;3.3;10.6;36.8;33.4;13.6;2.2;0.1;0.0;0.0
1028;Bestrijding schimmels;Teeltsector akkerbouw;2004;;394827.0;1998918.0;2.7;0.4;0.0;0.0;5.1;7.3;38.8;33.0;14.2;1.3;0.0;0.0;0.0
1029;Bestrijding schimmels;Teeltsector akkerbouw;2008;;428134.0;2029758.0;2.8;0.0;0.0;0.0;3.1;8.4;37.8;33.8;14.5;2.1;0.3;0.0;0.0
1030;Bestrijding schimmels;Teeltsector groenten open grond;1995;;24011.0;67432.0;1.8;0.5;0.0;0.0;1.2;3.3;5.5;20.4;28.5;25.7;14.9;0.0;0.0
1031;Bestrijding schimmels;Teeltsector groenten open grond;1998;;27850.0;91039.0;2.7;1.7;0.0;0.0;1.0;2.7;7.2;22.2;34.3;22.2;8.7;0.0;0.0
1032;Bestrijding schimmels;Teeltsector groenten open grond;2000;;21824.0;67610.0;2.2;0.6;0.0;0.0;0.8;1.8;6.4;20.4;34.8;24.3;10.9;0.0;0.0
1033;Bestrijding schimmels;Teeltsector groenten open grond;2004;;25194.0;69535.0;2.2;0.6;0.0;0.0;1.7;4.1;8.5;23.5;27.7;20.0;14.0;0.0;0.0
1034;Bestrijding schimmels;Teeltsector groenten open grond;2008;;18891.0;38300.0;1.2;0.6;0.0;0.0;0.6;3.5;8.3;24.6;36.8;20.7;4.9;0.0;0.0
1035;Bestrijding schimmels;Teeltsector pit- en steenvruchten;1995;;21183.0;538717.0;25.4;11.2;0.0;0.0;20.9;21.2;11.5;9.3;8.6;5.9;4.8;5.7;0.9
1036;Bestrijding schimmels;Teeltsector pit- en steenvruchten;1998;;18148.0;431072.0;23.8;13.1;0.0;0.0;17.9;14.2;14.0;11.9;11.2;6.5;3.7;6.4;1.0
1037;Bestrijding schimmels;Teeltsector pit- en steenvruchten;2000;;18810.0;272410.0;14.5;7.2;0.0;0.0;11.6;17.6;14.2;12.9;17.5;9.6;4.1;4.0;1.3
1038;Bestrijding schimmels;Teeltsector pit- en steenvruchten;2004;;16710.0;344360.0;20.6;2.8;0.0;0.0;12.2;18.7;16.3;17.5;16.6;6.3;9.6;0.0;0.0
1039;Bestrijding schimmels;Teeltsector pit- en steenvruchten;2008;;16689.0;395554.0;23.6;9.2;0.0;0.0;17.0;17.8;18.4;13.7;8.3;5.0;10.7;0.0;0.0
1040;Bestrijding schimmels;Teeltsector boomkwekerijgewassen;1995;;6617.0;37792.0;4.4;0.2;0.2;1.0;3.4;11.7;18.6;23.8;21.7;11.6;6.8;0.8;0.3
1041;Bestrijding schimmels;Teeltsector boomkwekerijgewassen;1998;;8158.0;14133.0;1.4;0.5;0.3;2.0;4.1;7.3;16.6;27.2;22.0;14.5;2.2;2.3;1.0
1042;Bestrijding schimmels;Teeltsector boomkwekerijgewassen;2000;;8848.0;33627.0;2.6;2.0;0.5;4.3;5.1;13.0;19.7;21.3;15.2;8.8;6.3;3.8;0.1
1043;Bestrijding schimmels;Teeltsector boomkwekerijgewassen;2004;;10729.0;41289.0;3.0;0.2;1.2;1.4;6.1;13.9;22.3;18.8;13.6;13.6;7.2;1.3;0.5
1044;Bestrijding schimmels;Teeltsector boomkwekerijgewassen;2008;;11358.0;19363.0;1.3;2.7;0.0;0.0;3.9;8.9;17.7;26.0;24.9;12.0;3.9;0.0;0.0
1045;Bestrijding schimmels;Teeltsector bloembollen en -knollen;1995;;16265.0;337125.0;20.7;4.1;0.0;0.0;10.4;16.1;15.6;13.4;12.4;9.4;11.8;5.8;0.9
1046;Bestrijding schimmels;Teeltsector bloembollen en -knollen;1998;;17302.0;354500.0;20.5;7.0;0.0;0.0;21.5;25.9;16.3;9.9;7.4;4.8;6.0;0.7;0.6
1047;Bestrijding schimmels;Teeltsector bloembollen en -knollen;2000;;18385.0;304306.0;15.2;6.4;0.0;0.0;15.3;24.1;14.9;8.6;8.3;4.2;12.3;5.3;0.5
1048;Bestrijding schimmels;Teeltsector bloembollen en -knollen;2004;;20363.0;296923.0;14.6;3.3;0.0;0.0;15.3;26.4;23.4;14.5;11.2;4.7;1.1;0.0;0.0
1049;Bestrijding schimmels;Teeltsector bloembollen en -knollen;2008;;21217.0;341472.0;16.0;2.0;0.0;0.0;15.9;31.5;17.4;14.4;8.9;4.1;5.7;0.0;0.0
1050;Bestrijding schimmels;Teeltsector groenten onder glas;1995;;2885.0;27845.0;9.2;1.2;2.7;5.2;8.3;11.0;13.6;14.6;16.9;19.8;5.1;0.8;0.8
1051;Bestrijding schimmels;Teeltsector groenten onder glas;1998;;2687.0;55680.0;18.4;2.4;9.4;10.8;10.0;11.9;13.6;16.6;12.9;7.6;4.1;0.4;0.4
1052;Bestrijding schimmels;Teeltsector groenten onder glas;2000;;2628.0;40876.0;13.9;5.0;10.2;16.3;16.8;15.4;11.5;9.3;6.3;5.2;2.4;0.8;0.7
1053;Bestrijding schimmels;Teeltsector groenten onder glas;2004;;3081.0;25327.0;7.7;4.5;5.1;6.7;9.1;10.2;13.5;13.1;13.5;13.1;7.1;1.6;2.5
1054;Bestrijding schimmels;Teeltsector groenten onder glas;2008;;3354.0;33084.0;9.0;2.4;5.4;7.7;10.3;11.1;12.5;12.6;15.5;10.9;6.9;3.3;1.5
1055;Bestrijding schimmels;Teeltsector bloemen onder glas;1995;;2610.0;76578.0;26.2;6.3;6.5;10.2;9.1;6.9;7.5;7.8;9.6;11.3;9.5;7.6;7.5
1056;Bestrijding schimmels;Teeltsector bloemen onder glas;1998;;3722.0;67277.0;16.2;6.6;6.7;7.3;6.8;7.0;9.1;12.4;12.1;10.0;8.7;7.1;6.4
1057;Bestrijding schimmels;Teeltsector bloemen onder glas;2000;;3830.0;70571.0;16.5;7.0;9.6;7.9;7.4;6.9;8.9;10.7;10.1;10.2;8.0;7.5;5.8
1058;Bestrijding schimmels;Teeltsector bloemen onder glas;2004;;3730.0;77183.0;18.2;7.6;8.8;8.2;9.0;8.8;11.4;7.2;6.9;8.9;8.4;7.4;7.4
1059;Bestrijding schimmels;Teeltsector bloemen onder glas;2008;;3277.0;73891.0;19.6;7.9;5.5;6.7;8.6;7.6;16.7;8.2;9.0;7.9;8.9;8.2;4.9
1060;Bestrijding schimmels;Teeltsector champignons;1995;592.0;90.0;2425.0;22.3;6.6;14.6;6.1;8.1;5.8;7.5;7.4;8.6;7.1;9.3;9.5;9.4
1061;Bestrijding schimmels;Teeltsector champignons;1998;476.0;67.0;1805.0;18.4;8.1;6.7;8.0;6.6;6.4;7.0;9.2;8.9;11.8;9.8;8.2;9.5
1062;Bestrijding schimmels;Teeltsector champignons;2000;382.0;68.0;1345.0;14.2;7.3;8.2;8.9;9.4;8.8;8.0;7.3;9.0;7.7;7.5;9.4;8.5
1063;Bestrijding schimmels;Teeltsector champignons;2004;234.0;62.0;1021.0;12.0;6.5;6.6;5.8;7.1;7.0;6.9;10.6;11.0;10.9;8.0;11.3;8.4
1064;Bestrijding schimmels;Teeltsector champignons;2008;29.0;13.0;96.0;1.2;12.0;6.4;6.1;6.8;5.9;5.9;7.1;8.9;10.1;14.2;9.6;7.1
1065;Bestrijding schimmels;Bruine bonen;1995;211.0;951.0;764.0;0.3;0.0;0.0;0.0;0.0;2.1;9.1;88.8;0.0;0.0;0.0;0.0;0.0
1066;Bestrijding schimmels;Bruine bonen;1998;313.0;1177.0;980.0;0.5;0.0;0.0;0.0;0.0;6.1;2.8;75.1;16.0;0.0;0.0;0.0;0.0
1067;Bestrijding schimmels;Bruine bonen;2000;172.0;828.0;1878.0;1.7;0.0;0.0;0.0;0.0;0.0;1.3;71.9;26.8;0.0;0.0;0.0;0.0
1068;Bestrijding schimmels;Bruine bonen;2004;316.0;1610.0;1098.0;0.5;0.0;0.0;0.0;0.4;1.7;7.0;90.8;0.0;0.0;0.0;0.0;0.0
1069;Bestrijding schimmels;Bruine bonen;2008;134.0;676.0;481.0;0.5;0.0;0.0;0.0;0.0;0.0;18.4;75.3;6.3;0.0;0.0;0.0;0.0
1070;Bestrijding schimmels;Cichorei;1995;;;;;;;;;;;;;;;;
1071;Bestrijding schimmels;Cichorei;1998;33.0;214.0;192.0;0.0;0.0;0.0;0.0;99.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
1072;Bestrijding schimmels;Cichorei;2000;11.0;31.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
1073;Bestrijding schimmels;Cichorei;2004;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1074;Bestrijding schimmels;Cichorei;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1075;Bestrijding schimmels;Consumptieaardappelen;1995;12668.0;80032.0;675960.0;8.4;0.1;0.0;0.0;0.6;3.7;35.0;33.6;22.1;4.9;0.0;0.0;0.0
1076;Bestrijding schimmels;Consumptieaardappelen;1998;11459.0;84346.0;961096.0;11.4;0.0;0.0;0.0;0.1;0.8;38.8;36.6;17.9;5.7;0.0;0.0;0.0
1077;Bestrijding schimmels;Consumptieaardappelen;2000;10543.0;87173.0;821163.0;9.4;0.0;0.0;0.0;0.4;9.1;36.9;34.0;17.3;2.2;0.0;0.0;0.0
1078;Bestrijding schimmels;Consumptieaardappelen;2004;7939.0;72598.0;604009.0;8.3;0.3;0.0;0.0;1.8;8.2;38.1;30.7;19.2;1.6;0.0;0.0;0.0
1079;Bestrijding schimmels;Consumptieaardappelen;2008;6512.0;68541.0;610135.0;8.8;0.0;0.0;0.0;1.1;10.7;49.1;27.3;10.5;1.2;0.0;0.0;0.0
1080;Bestrijding schimmels;Erwten groen te oogsten;1995;416.0;2559.0;1763.0;0.2;10.1;0.0;0.0;0.0;6.4;75.5;8.0;0.0;0.0;0.0;0.0;0.0
1081;Bestrijding schimmels;Erwten groen te oogsten;1998;332.0;2326.0;1340.0;0.3;0.0;0.0;0.0;0.0;0.0;67.8;32.2;0.0;0.0;0.0;0.0;0.0
1082;Bestrijding schimmels;Erwten groen te oogsten;2000;420.0;2274.0;1312.0;0.2;0.0;0.0;0.0;0.0;12.5;49.5;37.9;0.0;0.0;0.0;0.0;0.0
1083;Bestrijding schimmels;Erwten groen te oogsten;2004;422.0;2781.0;1521.0;0.3;0.0;0.0;0.0;0.0;2.1;60.2;37.7;0.0;0.0;0.0;0.0;0.0
1084;Bestrijding schimmels;Erwten groen te oogsten;2008;488.0;3967.0;1903.0;0.3;0.0;0.0;0.0;0.0;7.7;61.8;30.5;0.0;0.0;0.0;0.0;0.0
1085;Bestrijding schimmels;Graszaad;1995;1815.0;13889.0;2917.0;0.1;0.2;0.0;0.0;0.6;23.6;63.7;10.3;0.0;0.0;1.6;0.0;0.0
1086;Bestrijding schimmels;Graszaad;1998;2284.0;19312.0;4405.0;0.2;0.0;0.0;0.0;0.0;23.1;63.9;11.1;1.9;0.0;0.0;0.0;0.0
1087;Bestrijding schimmels;Graszaad;2000;1664.0;13614.0;2943.0;0.1;5.9;0.0;0.0;25.6;24.6;34.4;9.3;0.3;0.0;0.0;0.0;0.0
1088;Bestrijding schimmels;Graszaad;2004;1905.0;18612.0;6688.0;0.3;1.0;0.0;0.0;3.7;3.4;74.6;16.1;1.3;0.0;0.0;0.0;0.0
1089;Bestrijding schimmels;Graszaad;2008;1289.0;12047.0;4970.0;0.3;0.0;0.0;0.0;3.5;18.8;70.2;7.5;0.0;0.0;0.0;0.0;0.0
1090;Bestrijding schimmels;Koolzaad;1995;;;;;;;;;;;;;;;;
1091;Bestrijding schimmels;Koolzaad;1998;;;;;;;;;;;;;;;;
1092;Bestrijding schimmels;Koolzaad;2000;48.0;307.0;126.0;0.1;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1093;Bestrijding schimmels;Koolzaad;2004;;;;;;;;;;;;;;;;
1094;Bestrijding schimmels;Koolzaad;2008;247.0;1866.0;367.0;0.2;2.1;0.0;0.0;69.4;28.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1095;Bestrijding schimmels;Poot- en plantuien;1995;;;;;;;;;;;;;;;;
1096;Bestrijding schimmels;Poot- en plantuien;1998;1046.0;4505.0;74580.0;16.6;0.2;0.0;0.0;1.8;15.2;46.2;33.0;3.6;0.0;0.0;0.0;0.0
1097;Bestrijding schimmels;Poot- en plantuien;2000;1067.0;5141.0;81508.0;15.4;0.4;0.0;0.0;0.8;19.5;48.5;28.6;2.2;0.0;0.0;0.0;0.0
1098;Bestrijding schimmels;Poot- en plantuien;2004;891.0;5603.0;86539.0;15.4;0.2;0.0;0.0;0.1;13.8;55.8;29.3;0.8;0.0;0.0;0.0;0.0
1099;Bestrijding schimmels;Poot- en plantuien;2008;695.0;4951.0;71163.0;13.8;0.1;0.0;0.0;0.2;12.8;46.6;36.9;3.5;0.0;0.0;0.0;0.0
1100;Bestrijding schimmels;Poot- en plantuien excl. zwavel en b. pr;1995;;;;;;;;;;;;;;;;
1101;Bestrijding schimmels;Poot- en plantuien excl. zwavel en b. pr;1998;;;74580.0;16.6;;;;;;;;;;;;
1102;Bestrijding schimmels;Poot- en plantuien excl. zwavel en b. pr;2000;;;81508.0;15.4;;;;;;;;;;;;
1103;Bestrijding schimmels;Poot- en plantuien excl. zwavel en b. pr;2004;891.0;5603.0;86523.0;15.4;;;;;;;;;;;;
1104;Bestrijding schimmels;Poot- en plantuien excl. zwavel en b. pr;2008;695.0;4951.0;71163.0;13.8;;;;;;;;;;;;
1105;Bestrijding schimmels;Pootaardappelen;1995;3346.0;37799.0;340136.0;9.0;0.3;0.0;0.0;16.3;8.0;39.5;29.0;4.5;2.2;0.2;0.0;0.0
1106;Bestrijding schimmels;Pootaardappelen;1998;3276.0;39948.0;495773.0;12.4;0.1;0.0;0.0;1.8;14.3;39.4;36.2;7.1;0.8;0.3;0.0;0.0
1107;Bestrijding schimmels;Pootaardappelen;2000;3319.0;41802.0;434722.0;10.4;0.0;0.0;0.0;7.4;16.4;41.4;30.0;3.4;1.1;0.3;0.0;0.0
1108;Bestrijding schimmels;Pootaardappelen;2004;2451.0;39739.0;304892.0;7.7;1.2;0.0;0.0;20.1;10.9;42.7;21.7;3.3;0.0;0.0;0.0;0.0
1109;Bestrijding schimmels;Pootaardappelen;2008;2031.0;36005.0;301881.0;8.3;0.0;0.0;0.0;8.5;12.2;53.2;24.9;1.1;0.1;0.0;0.0;0.0
1110;Bestrijding schimmels;Snijmaïs;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1111;Bestrijding schimmels;Snijmaïs;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1112;Bestrijding schimmels;Snijmaïs;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1113;Bestrijding schimmels;Snijmaïs;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1114;Bestrijding schimmels;Snijmaïs;2008;525.0;5709.0;687.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
1115;Bestrijding schimmels;Suikerbieten;1995;2320.0;10101.0;2862.0;0.0;0.0;0.0;0.0;8.9;0.0;0.0;6.3;22.3;45.3;17.1;0.0;0.0
1116;Bestrijding schimmels;Suikerbieten;1998;2411.0;19825.0;7909.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;11.5;49.6;38.9;0.0;0.0;0.0
1117;Bestrijding schimmels;Suikerbieten;2000;662.0;7728.0;2579.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.4;43.6;0.0;0.0;0.0
1118;Bestrijding schimmels;Suikerbieten;2004;1692.0;12357.0;1609.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;30.4;51.2;1.9;0.0;0.0
1119;Bestrijding schimmels;Suikerbieten;2008;5802.0;41738.0;17595.0;0.2;0.0;0.0;0.0;0.0;0.0;2.6;21.8;55.2;19.9;0.5;0.0;0.0
1120;Bestrijding schimmels;Veldbonen;1995;;;;;;;;;;;;;;;;
1121;Bestrijding schimmels;Veldbonen;1998;;;;;;;;;;;;;;;;
1122;Bestrijding schimmels;Veldbonen;2000;102.0;542.0;583.0;0.9;0.0;0.0;0.0;0.0;12.3;14.1;31.8;24.7;17.1;0.0;0.0;0.0
1123;Bestrijding schimmels;Veldbonen;2004;;;;;;;;;;;;;;;;
1124;Bestrijding schimmels;Veldbonen;2008;;;;;;;;;;;;;;;;
1125;Bestrijding schimmels;Vlas;1995;;;;;;;;;;;;;;;;
1126;Bestrijding schimmels;Vlas;1998;;;;;;;;;;;;;;;;
1127;Bestrijding schimmels;Vlas;2000;11.0;54.0;2.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
1128;Bestrijding schimmels;Vlas;2004;0.0;0.0;0.0;0.0;;;;;;;;;;;;
1129;Bestrijding schimmels;Vlas;2008;10.0;64.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
1130;Bestrijding schimmels;Wintertarwe;1995;10407.0;115418.0;74157.0;0.6;0.0;0.0;0.0;3.6;42.5;52.9;1.0;0.0;0.0;0.0;0.0;0.0
1131;Bestrijding schimmels;Wintertarwe;1998;10694.0;122945.0;112015.0;0.9;1.1;0.0;0.0;27.0;46.9;24.7;0.2;0.0;0.2;0.0;0.0;0.0
1132;Bestrijding schimmels;Wintertarwe;2000;11099.0;118430.0;75096.0;0.6;0.0;0.0;0.0;20.1;51.4;28.3;0.1;0.0;0.0;0.0;0.0;0.0
1133;Bestrijding schimmels;Wintertarwe;2004;9633.0;114685.0;62679.0;0.5;0.7;0.0;0.0;25.7;49.7;23.3;0.6;0.0;0.0;0.0;0.0;0.0
1134;Bestrijding schimmels;Wintertarwe;2008;8864.0;135104.0;94707.0;0.7;0.1;0.0;0.0;27.0;55.6;10.7;0.0;0.0;0.0;6.6;0.0;0.0
1135;Bestrijding schimmels;Zaaiuien;1995;2975.0;11239.0;115882.0;9.9;1.1;0.0;0.0;0.7;0.6;20.3;55.0;21.1;1.1;0.0;0.0;0.0
1136;Bestrijding schimmels;Zaaiuien;1998;2919.0;13078.0;211018.0;16.0;0.0;0.0;0.0;0.0;0.2;20.3;45.4;31.8;2.3;0.0;0.0;0.0
1137;Bestrijding schimmels;Zaaiuien;2000;2933.0;13978.0;204301.0;14.6;0.0;0.0;0.0;0.2;0.0;22.7;49.7;26.6;0.7;0.0;0.0;0.0
1138;Bestrijding schimmels;Zaaiuien;2004;3172.0;19888.0;323774.0;16.3;0.0;0.0;0.0;0.0;0.0;27.5;49.1;23.4;0.0;0.0;0.0;0.0
1139;Bestrijding schimmels;Zaaiuien;2008;2706.0;19998.0;328475.0;16.2;0.0;0.0;0.0;0.0;0.3;17.6;54.9;26.7;0.6;0.0;0.0;0.0
1140;Bestrijding schimmels;Zetmeelaardappelen;1995;3735.0;61345.0;498838.0;8.1;0.0;0.0;0.0;1.1;1.1;15.8;41.0;25.6;14.4;0.9;0.0;0.0
1141;Bestrijding schimmels;Zetmeelaardappelen;1998;3516.0;56962.0;486270.0;8.5;0.0;0.0;0.0;1.0;0.1;23.9;39.7;25.8;9.4;0.0;0.0;0.0
1142;Bestrijding schimmels;Zetmeelaardappelen;2000;2918.0;50958.0;531672.0;10.4;0.0;0.0;0.0;0.7;2.2;34.4;34.7;22.9;5.1;0.0;0.0;0.0
1143;Bestrijding schimmels;Zetmeelaardappelen;2004;2163.0;51496.0;580669.0;11.3;0.2;0.0;0.0;2.1;1.3;42.1;37.8;13.7;2.7;0.0;0.0;0.0
1144;Bestrijding schimmels;Zetmeelaardappelen;2008;1741.0;46034.0;581879.0;12.6;0.0;0.0;0.0;0.7;0.2;32.2;39.9;21.9;5.1;0.0;0.0;0.0
1145;Bestrijding schimmels;Zomertarwe;1995;;;;;;;;;;;;;;;;
1146;Bestrijding schimmels;Zomertarwe;1998;;;;;;;;;;;;;;;;
1147;Bestrijding schimmels;Zomertarwe;2000;;;;;;;;;;;;;;;;
1148;Bestrijding schimmels;Zomertarwe;2004;2944.0;16781.0;9189.0;0.4;0.2;0.0;0.0;0.0;25.8;72.4;1.5;0.0;0.0;0.0;0.0;0.0
1149;Bestrijding schimmels;Zomertarwe;2008;2353.0;15542.0;5072.0;0.3;0.0;0.0;0.0;0.0;20.4;79.6;0.0;0.0;0.0;0.0;0.0;0.0
1150;Bestrijding schimmels;Zomergerst;1995;3599.0;20580.0;7414.0;0.2;0.2;0.0;0.0;3.0;27.9;63.9;5.0;0.0;0.0;0.0;0.0;0.0
