ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
3193;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 november;141;155
3194;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 december;149;141
3195;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 4e kwartaal;143;148
3196;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 januari;146;160
3197;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 februari;150;157
3198;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 maart;145;149
3199;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 1e kwartaal;147;155
3200;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 april;140;134
3201;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 mei;138;137
3202;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 juni;134;120
3203;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 2e kwartaal;137;130
3204;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 juli;134;123
3205;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 augustus;132;128
3206;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 september;136;131
3207;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 3e kwartaal;134;127
3208;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 oktober;139;149
3209;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 november;133;144
3210;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 december;132;126
3211;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2005 4e kwartaal;135;140
3212;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 januari;127;142
3213;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 februari;128;139
3214;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 maart;130;137
3215;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 1e kwartaal;128;139
3216;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 april;131;126
3217;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 mei;128;124
3218;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 juni;130;116
3219;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 2e kwartaal;130;122
3220;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 juli;131;118
3221;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 augustus;126;118
3222;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 september;131;126
3223;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 3e kwartaal;129;121
3224;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 oktober;132;143
3225;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 november;131;139
3226;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 december;127;120
3227;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2006 4e kwartaal;130;134
3228;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 januari;123;135
3229;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 februari;122;132
3230;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 maart;121;129
3231;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 1e kwartaal;122;132
3232;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 april;118;114
3233;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 mei;117;113
3234;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 juni;123;113
3235;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 2e kwartaal;120;114
3236;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 juli;129;117
3237;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 augustus;129;122
3238;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 september;133;130
3239;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 3e kwartaal;130;123
3240;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 oktober;126;137
3241;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 november;122;130
3242;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 december;120;113
3243;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2007 4e kwartaal;123;126
3244;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 januari;121;133
3245;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 februari;117;126
3246;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 maart;115;123
3247;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 1e kwartaal;118;127
3248;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 april;118;113
3249;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 mei;121;116
3250;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 juni;121;110
3251;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 2e kwartaal;120;113
3252;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 juli;117;105
3253;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 augustus;117;111
3254;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 september;128;131
3255;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 3e kwartaal;121;116
3256;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 oktober;126;136
3257;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 november;131;140
3258;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 december;138;133
3259;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2008 4e kwartaal;132;136
3260;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 januari;140;151
3261;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 februari;142;149
3262;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 maart;145;151
3263;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 1e kwartaal;142;150
3264;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 april;154;150
3265;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 mei;156;151
3266;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 juni;159;149
3267;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 2e kwartaal;156;150
3268;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 juli;163;151
3269;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 augustus;165;158
3270;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 september;168;171
3271;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 3e kwartaal;166;160
3272;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 oktober;162;169
3273;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 november;166;176
3274;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 december;164;157
3275;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2009 4e kwartaal;164;167
3276;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 januari;167;178
3277;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 februari;164;170
3278;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 maart;159;164
3279;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 1e kwartaal;163;171
3280;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 april;147;142
3281;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 mei;148;145
3282;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 juni;147;137
3283;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 2e kwartaal;147;141
3284;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 juli;147;137
3285;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 augustus;145;138
3286;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 september;143;147
3287;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 3e kwartaal;145;141
3288;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 oktober;146;154
3289;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 november;146;157
3290;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 december;148;143
3291;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2010 4e kwartaal;147;151
3292;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 januari;147;160
3293;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 februari;146;152
3294;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 maart;142;148
3295;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 1e kwartaal;145;154
3296;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 april;143;137
3297;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 mei;147;144
3298;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 juni;146;135
3299;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 2e kwartaal;145;139
3300;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 juli;152;140
3301;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 augustus;147;138
3302;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 september;147;147
3303;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 3e kwartaal;149;142
3304;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 oktober;148;154
3305;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 november;154;163
3306;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 december;149;143
3307;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2011 4e kwartaal;150;153
3308;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 januari;152;166
3309;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 februari;146;153
3310;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 maart;154;163
3311;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 1e kwartaal;151;161
3312;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 april;157;151
3313;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 mei;150;145
3314;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 juni;144;133
3315;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 2e kwartaal;150;143
3316;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 juli;145;137
3317;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 augustus;145;138
3318;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 september;150;154
3319;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 3e kwartaal;147;143
3320;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 oktober;146;152
3321;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 november;156;169
3322;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 december;163;158
3323;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2012 4e kwartaal;155;159
3324;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 januari;169;182
3325;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 februari;176;183
3326;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 maart;174;180
3327;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 1e kwartaal;173;182
3328;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 april;172;167
3329;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 mei;172;167
3330;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 juni;167;153
3331;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 2e kwartaal;170;163
3332;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 juli;172;161
3333;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 augustus;166;157
3334;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 september;164;169
3335;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 3e kwartaal;168;162
3336;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 oktober;157;162
3337;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 november;154;168
3338;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 december;162;159
3339;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2013 4e kwartaal;158;163
3340;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 januari;176;193
3341;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 februari;184;192
3342;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 maart;181;187
3343;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 1e kwartaal;180;190
3344;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 april;165;158
3345;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 mei;156;153
3346;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 juni;152;139
3347;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 2e kwartaal;157;150
3348;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 juli;145;135
3349;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 augustus;143;133
3350;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 september;140;142
3351;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 3e kwartaal;142;137
3352;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 oktober;137;139
3353;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 november;140;152
3354;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 december;142;137
3355;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2014 4e kwartaal;140;143
3356;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 januari;147;164
3357;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 februari;146;156
3358;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 maart;147;156
3359;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 1e kwartaal;147;158
3360;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 april;149;142
3361;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 mei;141;135
3362;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 juni;138;124
3363;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 2e kwartaal;142;134
3364;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 juli;131;120
3365;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 augustus;136;127
3366;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 september;138;140
3367;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 3e kwartaal;135;129
3368;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 oktober;145;147
3369;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 november;139;149
3370;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 december;136;132
3371;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2015 4e kwartaal;140;143
3372;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 januari;132;151
3373;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 februari;138;150
3374;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 maart;130;137
3375;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 1e kwartaal;133;146
3376;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 april;130;123
3377;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 mei;126;119
3378;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 juni;124;111
3379;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 2e kwartaal;127;118
3380;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 juli;124;112
3381;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 augustus;121;113
3382;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 september;122;126
3383;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 3e kwartaal;122;117
3384;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 oktober;117;121
3385;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 november;120;130
3386;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 december;117;113
3387;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2016 4e kwartaal;118;121
3388;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 januari;119;137
3389;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 februari;121;134
3390;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 maart;118;124
3391;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 1e kwartaal;119;132
3392;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 april;112;105
3393;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 mei;113;106
3394;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 juni;115;101
3395;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 2e kwartaal;113;104
3396;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 juli;114;101
3397;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 augustus;113;104
3398;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 september;112;115
3399;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 3e kwartaal;113;107
3400;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 oktober;108;111
3401;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 november;107;119
3402;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 december;100;95
3403;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2017 4e kwartaal;105;108
3404;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 januari;101;121
3405;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 februari;98;110
3406;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 maart;92;98
3407;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 1e kwartaal;97;110
3408;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 april;97;90
3409;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 mei;97;89
3410;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 juni;99;86
3411;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 2e kwartaal;97;89
3412;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 juli;98;85
3413;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 augustus;97;88
3414;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 september;95;97
3415;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 3e kwartaal;97;90
3416;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 oktober;96;100
3417;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 november;93;105
3418;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 december;98;94
3419;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2018 4e kwartaal;96;100
3420;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 januari;99;119
3421;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 februari;99;112
3422;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 maart;100;107
3423;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 1e kwartaal;100;113
3424;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 april;103;98
3425;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 mei;105;99
3426;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 juni;108;96
3427;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 2e kwartaal;105;98
3428;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 juli;105;90
3429;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 augustus;103;94
3430;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 september;102;103
3431;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 3e kwartaal;103;95
3432;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 oktober;102;106
3433;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 november;103;115
3434;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 december;96;92
3435;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2019 4e kwartaal;100;104
3436;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2020 januari;93;114
3437;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2020 februari;90;104
3438;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2020 maart;97;104
3439;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2020 1e kwartaal;93;107
3440;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2020 april;145;143
