ID;SIC2008;ClassificationOfOccupation;Periods;NewVacancies_1
7305;72 Research and development;011 Teaching professionals;2021;
7306;72 Research and development;011 Teaching professionals;2022;
7307;72 Research and development;011 Teaching professionals;2023;
7308;72 Research and development;013 Child care workers and teachers' ...;2018;
7309;72 Research and development;013 Child care workers and teachers' ...;2019;
7310;72 Research and development;013 Child care workers and teachers' ...;2020;
7311;72 Research and development;013 Child care workers and teachers' ...;2021;
7312;72 Research and development;013 Child care workers and teachers' ...;2022;
7313;72 Research and development;013 Child care workers and teachers' ...;2023;
7314;72 Research and development;02 Artistic occupations;2018;
7315;72 Research and development;02 Artistic occupations;2019;
7316;72 Research and development;02 Artistic occupations;2020;
7317;72 Research and development;02 Artistic occupations;2021;
7318;72 Research and development;02 Artistic occupations;2022;
7319;72 Research and development;02 Artistic occupations;2023;
7320;72 Research and development;021 Authors, creative and performing...;2018;
7321;72 Research and development;021 Authors, creative and performing...;2019;
7322;72 Research and development;021 Authors, creative and performing...;2020;
7323;72 Research and development;021 Authors, creative and performing...;2021;
7324;72 Research and development;021 Authors, creative and performing...;2022;
7325;72 Research and development;021 Authors, creative and performing...;2023;
7326;72 Research and development;03 Sales and PR occupations;2018;
7327;72 Research and development;03 Sales and PR occupations;2019;
7328;72 Research and development;03 Sales and PR occupations;2020;
7329;72 Research and development;03 Sales and PR occupations;2021;
7330;72 Research and development;03 Sales and PR occupations;2022;
7331;72 Research and development;03 Sales and PR occupations;2023;
7332;72 Research and development;031 Sales, marketing and public rel...;2018;
7333;72 Research and development;031 Sales, marketing and public rel...;2019;
7334;72 Research and development;031 Sales, marketing and public rel...;2020;
7335;72 Research and development;031 Sales, marketing and public rel...;2021;
7336;72 Research and development;031 Sales, marketing and public rel...;2022;
7337;72 Research and development;031 Sales, marketing and public rel...;2023;
7338;72 Research and development;032 Sales and purchasing agents and...;2018;
7339;72 Research and development;032 Sales and purchasing agents and...;2019;
7340;72 Research and development;032 Sales and purchasing agents and...;2020;
7341;72 Research and development;032 Sales and purchasing agents and...;2021;
7342;72 Research and development;032 Sales and purchasing agents and...;2022;
7343;72 Research and development;032 Sales and purchasing agents and...;2023;
7344;72 Research and development;033 Sales workers;2018;
7345;72 Research and development;033 Sales workers;2019;
7346;72 Research and development;033 Sales workers;2020;
7347;72 Research and development;033 Sales workers;2021;
7348;72 Research and development;033 Sales workers;2022;
7349;72 Research and development;033 Sales workers;2023;
7350;72 Research and development;04 Business and administrative occup...;2018;1.2
7351;72 Research and development;04 Business and administrative occup...;2019;1.4
7352;72 Research and development;04 Business and administrative occup...;2020;1.1
7353;72 Research and development;04 Business and administrative occup...;2021;1.7
7354;72 Research and development;04 Business and administrative occup...;2022;1.7
7355;72 Research and development;04 Business and administrative occup...;2023;1.7
7356;72 Research and development;041 Business and administration profe...;2018;
7357;72 Research and development;041 Business and administration profe...;2019;
7358;72 Research and development;041 Business and administration profe...;2020;
7359;72 Research and development;041 Business and administration profe...;2021;
7360;72 Research and development;041 Business and administration profe...;2022;
7361;72 Research and development;041 Business and administration profe...;2023;
7362;72 Research and development;042 Business and administration assoc...;2018;
7363;72 Research and development;042 Business and administration assoc...;2019;
7364;72 Research and development;042 Business and administration assoc...;2020;
7365;72 Research and development;042 Business and administration assoc...;2021;
7366;72 Research and development;042 Business and administration assoc...;2022;
7367;72 Research and development;042 Business and administration assoc...;2023;
7368;72 Research and development;043 Clerical support workers;2018;
7369;72 Research and development;043 Clerical support workers;2019;
7370;72 Research and development;043 Clerical support workers;2020;
7371;72 Research and development;043 Clerical support workers;2021;
7372;72 Research and development;043 Clerical support workers;2022;
7373;72 Research and development;043 Clerical support workers;2023;
7374;72 Research and development;05 Managers;2018;
7375;72 Research and development;05 Managers;2019;
7376;72 Research and development;05 Managers;2020;
7377;72 Research and development;05 Managers;2021;
7378;72 Research and development;05 Managers;2022;
7379;72 Research and development;05 Managers;2023;
7380;72 Research and development;052 Administrative and commercial m...;2018;
7381;72 Research and development;052 Administrative and commercial m...;2019;
7382;72 Research and development;052 Administrative and commercial m...;2020;
7383;72 Research and development;052 Administrative and commercial m...;2021;
7384;72 Research and development;052 Administrative and commercial m...;2022;
7385;72 Research and development;052 Administrative and commercial m...;2023;
7386;72 Research and development;053 Production and specialised servic...;2018;
7387;72 Research and development;053 Production and specialised servic...;2019;
7388;72 Research and development;053 Production and specialised servic...;2020;
7389;72 Research and development;053 Production and specialised servic...;2021;
7390;72 Research and development;053 Production and specialised servic...;2022;
7391;72 Research and development;053 Production and specialised servic...;2023;
7392;72 Research and development;06 Public administration, protective...;2018;
7393;72 Research and development;06 Public administration, protective...;2019;
7394;72 Research and development;06 Public administration, protective...;2020;
7395;72 Research and development;06 Public administration, protective...;2021;
7396;72 Research and development;06 Public administration, protective...;2022;
7397;72 Research and development;06 Public administration, protective...;2023;
7398;72 Research and development;061 Legislators and senior officials;2018;
7399;72 Research and development;061 Legislators and senior officials;2019;
7400;72 Research and development;061 Legislators and senior officials;2020;
7401;72 Research and development;061 Legislators and senior officials;2021;
7402;72 Research and development;061 Legislators and senior officials;2022;
7403;72 Research and development;061 Legislators and senior officials;2023;
7404;72 Research and development;062 Legal professionals;2018;
7405;72 Research and development;062 Legal professionals;2019;
7406;72 Research and development;062 Legal professionals;2020;
7407;72 Research and development;062 Legal professionals;2021;
7408;72 Research and development;062 Legal professionals;2022;
7409;72 Research and development;062 Legal professionals;2023;
7410;72 Research and development;07 Technical occupations;2018;
7411;72 Research and development;07 Technical occupations;2019;
7412;72 Research and development;07 Technical occupations;2020;
7413;72 Research and development;07 Technical occupations;2021;
7414;72 Research and development;07 Technical occupations;2022;
7415;72 Research and development;07 Technical occupations;2023;
7416;72 Research and development;072 Science and engineering associate...;2018;
7417;72 Research and development;072 Science and engineering associate...;2019;
7418;72 Research and development;072 Science and engineering associate...;2020;
7419;72 Research and development;072 Science and engineering associate...;2021;
7420;72 Research and development;072 Science and engineering associate...;2022;
7421;72 Research and development;072 Science and engineering associate...;2023;
7422;72 Research and development;073 Building construction workers;2018;
7423;72 Research and development;073 Building construction workers;2019;
7424;72 Research and development;073 Building construction workers;2020;
7425;72 Research and development;073 Building construction workers;2021;
7426;72 Research and development;073 Building construction workers;2022;
7427;72 Research and development;073 Building construction workers;2023;
7428;72 Research and development;074 Metal, machinery and related trad...;2018;
7429;72 Research and development;074 Metal, machinery and related trad...;2019;
7430;72 Research and development;074 Metal, machinery and related trad...;2020;
7431;72 Research and development;074 Metal, machinery and related trad...;2021;
7432;72 Research and development;074 Metal, machinery and related trad...;2022;
7433;72 Research and development;074 Metal, machinery and related trad...;2023;
7434;72 Research and development;076 Electrical and electronics trades...;2018;
7435;72 Research and development;076 Electrical and electronics trades...;2019;
7436;72 Research and development;076 Electrical and electronics trades...;2020;
7437;72 Research and development;076 Electrical and electronics trades...;2021;
7438;72 Research and development;076 Electrical and electronics trades...;2022;
7439;72 Research and development;076 Electrical and electronics trades...;2023;
7440;72 Research and development;08 ICT occupations;2018;
7441;72 Research and development;08 ICT occupations;2019;
7442;72 Research and development;08 ICT occupations;2020;
7443;72 Research and development;08 ICT occupations;2021;
7444;72 Research and development;08 ICT occupations;2022;
7445;72 Research and development;08 ICT occupations;2023;
7446;72 Research and development;081 Information and communications te...;2018;
7447;72 Research and development;081 Information and communications te...;2019;
7448;72 Research and development;081 Information and communications te...;2020;
7449;72 Research and development;081 Information and communications te...;2021;
7450;72 Research and development;081 Information and communications te...;2022;
7451;72 Research and development;081 Information and communications te...;2023;
7452;72 Research and development;082 Information and communications te...;2018;
7453;72 Research and development;082 Information and communications te...;2019;
7454;72 Research and development;082 Information and communications te...;2020;
7455;72 Research and development;082 Information and communications te...;2021;
7456;72 Research and development;082 Information and communications te...;2022;
7457;72 Research and development;082 Information and communications te...;2023;
7458;72 Research and development;10 Health and welfare occupations;2018;
7459;72 Research and development;10 Health and welfare occupations;2019;
7460;72 Research and development;10 Health and welfare occupations;2020;
7461;72 Research and development;10 Health and welfare occupations;2021;
7462;72 Research and development;10 Health and welfare occupations;2022;
7463;72 Research and development;10 Health and welfare occupations;2023;
7464;72 Research and development;101 Health professionals;2018;
7465;72 Research and development;101 Health professionals;2019;
7466;72 Research and development;101 Health professionals;2020;
7467;72 Research and development;101 Health professionals;2021;
7468;72 Research and development;101 Health professionals;2022;
7469;72 Research and development;101 Health professionals;2023;
7470;72 Research and development;102 Social and religious professionals;2018;
7471;72 Research and development;102 Social and religious professionals;2019;
7472;72 Research and development;102 Social and religious professionals;2020;
7473;72 Research and development;102 Social and religious professionals;2021;
7474;72 Research and development;102 Social and religious professionals;2022;
7475;72 Research and development;102 Social and religious professionals;2023;
7476;72 Research and development;103 Health associate professionals;2018;
7477;72 Research and development;103 Health associate professionals;2019;
7478;72 Research and development;103 Health associate professionals;2020;
7479;72 Research and development;103 Health associate professionals;2021;
7480;72 Research and development;103 Health associate professionals;2022;
7481;72 Research and development;103 Health associate professionals;2023;
7482;72 Research and development;105 Personal care workers;2018;
7483;72 Research and development;105 Personal care workers;2019;
7484;72 Research and development;105 Personal care workers;2020;
7485;72 Research and development;105 Personal care workers;2021;
7486;72 Research and development;105 Personal care workers;2022;
7487;72 Research and development;105 Personal care workers;2023;
7488;72 Research and development;11 Service occupations;2018;
7489;72 Research and development;11 Service occupations;2019;
7490;72 Research and development;11 Service occupations;2020;
7491;72 Research and development;11 Service occupations;2021;
7492;72 Research and development;11 Service occupations;2022;
7493;72 Research and development;11 Service occupations;2023;
7494;72 Research and development;111 Personal services workers;2018;
7495;72 Research and development;111 Personal services workers;2019;
7496;72 Research and development;111 Personal services workers;2020;
7497;72 Research and development;111 Personal services workers;2021;
7498;72 Research and development;111 Personal services workers;2022;
7499;72 Research and development;111 Personal services workers;2023;
7500;72 Research and development;112 Cleaners and kitchen helpers;2018;
7501;72 Research and development;112 Cleaners and kitchen helpers;2019;
7502;72 Research and development;112 Cleaners and kitchen helpers;2020;
7503;72 Research and development;112 Cleaners and kitchen helpers;2021;
7504;72 Research and development;112 Cleaners and kitchen helpers;2022;
7505;72 Research and development;112 Cleaners and kitchen helpers;2023;
7506;72 Research and development;12 Transport and logistics occupations;2018;
7507;72 Research and development;12 Transport and logistics occupations;2019;
7508;72 Research and development;12 Transport and logistics occupations;2020;
7509;72 Research and development;12 Transport and logistics occupations;2021;
7510;72 Research and development;12 Transport and logistics occupations;2022;
7511;72 Research and development;12 Transport and logistics occupations;2023;
7512;72 Research and development;121 Drivers and mobile plant operators;2018;
7513;72 Research and development;121 Drivers and mobile plant operators;2019;
7514;72 Research and development;121 Drivers and mobile plant operators;2020;
7515;72 Research and development;121 Drivers and mobile plant operators;2021;
7516;72 Research and development;121 Drivers and mobile plant operators;2022;
7517;72 Research and development;121 Drivers and mobile plant operators;2023;
7518;72 Research and development;122 Transport and storage labourers;2018;
7519;72 Research and development;122 Transport and storage labourers;2019;
7520;72 Research and development;122 Transport and storage labourers;2020;
7521;72 Research and development;122 Transport and storage labourers;2021;
7522;72 Research and development;122 Transport and storage labourers;2022;
7523;72 Research and development;122 Transport and storage labourers;2023;
7524;73-75 Advertising, design and other;01 Teaching occupations;2018;
7525;73-75 Advertising, design and other;01 Teaching occupations;2019;
7526;73-75 Advertising, design and other;01 Teaching occupations;2020;
7527;73-75 Advertising, design and other;01 Teaching occupations;2021;
7528;73-75 Advertising, design and other;01 Teaching occupations;2022;
7529;73-75 Advertising, design and other;01 Teaching occupations;2023;
7530;73-75 Advertising, design and other;011 Teaching professionals;2018;
7531;73-75 Advertising, design and other;011 Teaching professionals;2019;
7532;73-75 Advertising, design and other;011 Teaching professionals;2020;
7533;73-75 Advertising, design and other;011 Teaching professionals;2021;
7534;73-75 Advertising, design and other;011 Teaching professionals;2022;
7535;73-75 Advertising, design and other;011 Teaching professionals;2023;
7536;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2018;
7537;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2019;
7538;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2020;
7539;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2021;
7540;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2022;
7541;73-75 Advertising, design and other;013 Child care workers and teachers' ...;2023;
7542;73-75 Advertising, design and other;02 Artistic occupations;2018;
7543;73-75 Advertising, design and other;02 Artistic occupations;2019;
7544;73-75 Advertising, design and other;02 Artistic occupations;2020;
7545;73-75 Advertising, design and other;02 Artistic occupations;2021;
7546;73-75 Advertising, design and other;02 Artistic occupations;2022;
7547;73-75 Advertising, design and other;02 Artistic occupations;2023;
7548;73-75 Advertising, design and other;021 Authors, creative and performing...;2018;
7549;73-75 Advertising, design and other;021 Authors, creative and performing...;2019;
7550;73-75 Advertising, design and other;021 Authors, creative and performing...;2020;
7551;73-75 Advertising, design and other;021 Authors, creative and performing...;2021;
7552;73-75 Advertising, design and other;021 Authors, creative and performing...;2022;
7553;73-75 Advertising, design and other;021 Authors, creative and performing...;2023;
7554;73-75 Advertising, design and other;03 Sales and PR occupations;2018;2.7
7555;73-75 Advertising, design and other;03 Sales and PR occupations;2019;4.2
7556;73-75 Advertising, design and other;03 Sales and PR occupations;2020;2.3
7557;73-75 Advertising, design and other;03 Sales and PR occupations;2021;4.6
7558;73-75 Advertising, design and other;03 Sales and PR occupations;2022;3.9
7559;73-75 Advertising, design and other;03 Sales and PR occupations;2023;3.5
7560;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2018;1.1
7561;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2019;2.0
7562;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2020;1.0
7563;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2021;2.2
7564;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2022;2.4
7565;73-75 Advertising, design and other;031 Sales, marketing and public rel...;2023;2.1
7566;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2018;
7567;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2019;
7568;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2020;
7569;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2021;
7570;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2022;
7571;73-75 Advertising, design and other;032 Sales and purchasing agents and...;2023;
7572;73-75 Advertising, design and other;033 Sales workers;2018;
7573;73-75 Advertising, design and other;033 Sales workers;2019;
7574;73-75 Advertising, design and other;033 Sales workers;2020;
7575;73-75 Advertising, design and other;033 Sales workers;2021;
7576;73-75 Advertising, design and other;033 Sales workers;2022;
7577;73-75 Advertising, design and other;033 Sales workers;2023;
7578;73-75 Advertising, design and other;04 Business and administrative occup...;2018;3.4
7579;73-75 Advertising, design and other;04 Business and administrative occup...;2019;2.6
7580;73-75 Advertising, design and other;04 Business and administrative occup...;2020;1.8
7581;73-75 Advertising, design and other;04 Business and administrative occup...;2021;3.5
7582;73-75 Advertising, design and other;04 Business and administrative occup...;2022;3.6
7583;73-75 Advertising, design and other;04 Business and administrative occup...;2023;2.9
7584;73-75 Advertising, design and other;041 Business and administration profe...;2018;
7585;73-75 Advertising, design and other;041 Business and administration profe...;2019;
7586;73-75 Advertising, design and other;041 Business and administration profe...;2020;
7587;73-75 Advertising, design and other;041 Business and administration profe...;2021;
7588;73-75 Advertising, design and other;041 Business and administration profe...;2022;
7589;73-75 Advertising, design and other;041 Business and administration profe...;2023;
7590;73-75 Advertising, design and other;042 Business and administration assoc...;2018;
7591;73-75 Advertising, design and other;042 Business and administration assoc...;2019;
7592;73-75 Advertising, design and other;042 Business and administration assoc...;2020;
7593;73-75 Advertising, design and other;042 Business and administration assoc...;2021;
7594;73-75 Advertising, design and other;042 Business and administration assoc...;2022;
7595;73-75 Advertising, design and other;042 Business and administration assoc...;2023;
7596;73-75 Advertising, design and other;043 Clerical support workers;2018;
7597;73-75 Advertising, design and other;043 Clerical support workers;2019;
7598;73-75 Advertising, design and other;043 Clerical support workers;2020;
7599;73-75 Advertising, design and other;043 Clerical support workers;2021;
7600;73-75 Advertising, design and other;043 Clerical support workers;2022;
7601;73-75 Advertising, design and other;043 Clerical support workers;2023;
7602;73-75 Advertising, design and other;05 Managers;2018;
7603;73-75 Advertising, design and other;05 Managers;2019;
7604;73-75 Advertising, design and other;05 Managers;2020;
7605;73-75 Advertising, design and other;05 Managers;2021;
7606;73-75 Advertising, design and other;05 Managers;2022;
7607;73-75 Advertising, design and other;05 Managers;2023;
7608;73-75 Advertising, design and other;052 Administrative and commercial m...;2018;
7609;73-75 Advertising, design and other;052 Administrative and commercial m...;2019;
7610;73-75 Advertising, design and other;052 Administrative and commercial m...;2020;
7611;73-75 Advertising, design and other;052 Administrative and commercial m...;2021;
7612;73-75 Advertising, design and other;052 Administrative and commercial m...;2022;
7613;73-75 Advertising, design and other;052 Administrative and commercial m...;2023;
7614;73-75 Advertising, design and other;053 Production and specialised servic...;2018;
7615;73-75 Advertising, design and other;053 Production and specialised servic...;2019;
7616;73-75 Advertising, design and other;053 Production and specialised servic...;2020;
7617;73-75 Advertising, design and other;053 Production and specialised servic...;2021;
7618;73-75 Advertising, design and other;053 Production and specialised servic...;2022;
7619;73-75 Advertising, design and other;053 Production and specialised servic...;2023;
7620;73-75 Advertising, design and other;06 Public administration, protective...;2018;
7621;73-75 Advertising, design and other;06 Public administration, protective...;2019;
7622;73-75 Advertising, design and other;06 Public administration, protective...;2020;
7623;73-75 Advertising, design and other;06 Public administration, protective...;2021;
7624;73-75 Advertising, design and other;06 Public administration, protective...;2022;
7625;73-75 Advertising, design and other;06 Public administration, protective...;2023;
7626;73-75 Advertising, design and other;061 Legislators and senior officials;2018;
7627;73-75 Advertising, design and other;061 Legislators and senior officials;2019;
7628;73-75 Advertising, design and other;061 Legislators and senior officials;2020;
7629;73-75 Advertising, design and other;061 Legislators and senior officials;2021;
7630;73-75 Advertising, design and other;061 Legislators and senior officials;2022;
7631;73-75 Advertising, design and other;061 Legislators and senior officials;2023;
7632;73-75 Advertising, design and other;062 Legal professionals;2018;
7633;73-75 Advertising, design and other;062 Legal professionals;2019;
7634;73-75 Advertising, design and other;062 Legal professionals;2020;
7635;73-75 Advertising, design and other;062 Legal professionals;2021;
7636;73-75 Advertising, design and other;062 Legal professionals;2022;
7637;73-75 Advertising, design and other;062 Legal professionals;2023;
7638;73-75 Advertising, design and other;07 Technical occupations;2018;
7639;73-75 Advertising, design and other;07 Technical occupations;2019;
7640;73-75 Advertising, design and other;07 Technical occupations;2020;
7641;73-75 Advertising, design and other;07 Technical occupations;2021;
7642;73-75 Advertising, design and other;07 Technical occupations;2022;
7643;73-75 Advertising, design and other;07 Technical occupations;2023;
7644;73-75 Advertising, design and other;072 Science and engineering associate...;2018;
7645;73-75 Advertising, design and other;072 Science and engineering associate...;2019;
7646;73-75 Advertising, design and other;072 Science and engineering associate...;2020;
7647;73-75 Advertising, design and other;072 Science and engineering associate...;2021;
7648;73-75 Advertising, design and other;072 Science and engineering associate...;2022;
7649;73-75 Advertising, design and other;072 Science and engineering associate...;2023;
7650;73-75 Advertising, design and other;073 Building construction workers;2018;
7651;73-75 Advertising, design and other;073 Building construction workers;2019;
7652;73-75 Advertising, design and other;073 Building construction workers;2020;
7653;73-75 Advertising, design and other;073 Building construction workers;2021;
7654;73-75 Advertising, design and other;073 Building construction workers;2022;
7655;73-75 Advertising, design and other;073 Building construction workers;2023;
7656;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2018;
7657;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2019;
7658;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2020;
7659;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2021;
7660;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2022;
7661;73-75 Advertising, design and other;074 Metal, machinery and related trad...;2023;
7662;73-75 Advertising, design and other;076 Electrical and electronics trades...;2018;
7663;73-75 Advertising, design and other;076 Electrical and electronics trades...;2019;
7664;73-75 Advertising, design and other;076 Electrical and electronics trades...;2020;
7665;73-75 Advertising, design and other;076 Electrical and electronics trades...;2021;
7666;73-75 Advertising, design and other;076 Electrical and electronics trades...;2022;
7667;73-75 Advertising, design and other;076 Electrical and electronics trades...;2023;
7668;73-75 Advertising, design and other;08 ICT occupations;2018;2.1
7669;73-75 Advertising, design and other;08 ICT occupations;2019;2.0
7670;73-75 Advertising, design and other;08 ICT occupations;2020;1.6
7671;73-75 Advertising, design and other;08 ICT occupations;2021;2.5
7672;73-75 Advertising, design and other;08 ICT occupations;2022;2.2
7673;73-75 Advertising, design and other;08 ICT occupations;2023;1.8
7674;73-75 Advertising, design and other;081 Information and communications te...;2018;1.8
7675;73-75 Advertising, design and other;081 Information and communications te...;2019;1.7
7676;73-75 Advertising, design and other;081 Information and communications te...;2020;1.4
7677;73-75 Advertising, design and other;081 Information and communications te...;2021;2.2
7678;73-75 Advertising, design and other;081 Information and communications te...;2022;2.0
7679;73-75 Advertising, design and other;081 Information and communications te...;2023;1.6
7680;73-75 Advertising, design and other;082 Information and communications te...;2018;
7681;73-75 Advertising, design and other;082 Information and communications te...;2019;
7682;73-75 Advertising, design and other;082 Information and communications te...;2020;
7683;73-75 Advertising, design and other;082 Information and communications te...;2021;
7684;73-75 Advertising, design and other;082 Information and communications te...;2022;
7685;73-75 Advertising, design and other;082 Information and communications te...;2023;
7686;73-75 Advertising, design and other;10 Health and welfare occupations;2018;
7687;73-75 Advertising, design and other;10 Health and welfare occupations;2019;
7688;73-75 Advertising, design and other;10 Health and welfare occupations;2020;
7689;73-75 Advertising, design and other;10 Health and welfare occupations;2021;
7690;73-75 Advertising, design and other;10 Health and welfare occupations;2022;
7691;73-75 Advertising, design and other;10 Health and welfare occupations;2023;
7692;73-75 Advertising, design and other;101 Health professionals;2018;
7693;73-75 Advertising, design and other;101 Health professionals;2019;
7694;73-75 Advertising, design and other;101 Health professionals;2020;
7695;73-75 Advertising, design and other;101 Health professionals;2021;
7696;73-75 Advertising, design and other;101 Health professionals;2022;
7697;73-75 Advertising, design and other;101 Health professionals;2023;
7698;73-75 Advertising, design and other;102 Social and religious professionals;2018;
7699;73-75 Advertising, design and other;102 Social and religious professionals;2019;
7700;73-75 Advertising, design and other;102 Social and religious professionals;2020;
7701;73-75 Advertising, design and other;102 Social and religious professionals;2021;
7702;73-75 Advertising, design and other;102 Social and religious professionals;2022;
7703;73-75 Advertising, design and other;102 Social and religious professionals;2023;
7704;73-75 Advertising, design and other;103 Health associate professionals;2018;
7705;73-75 Advertising, design and other;103 Health associate professionals;2019;
7706;73-75 Advertising, design and other;103 Health associate professionals;2020;
7707;73-75 Advertising, design and other;103 Health associate professionals;2021;
7708;73-75 Advertising, design and other;103 Health associate professionals;2022;
7709;73-75 Advertising, design and other;103 Health associate professionals;2023;
7710;73-75 Advertising, design and other;105 Personal care workers;2018;
7711;73-75 Advertising, design and other;105 Personal care workers;2019;
7712;73-75 Advertising, design and other;105 Personal care workers;2020;
7713;73-75 Advertising, design and other;105 Personal care workers;2021;
7714;73-75 Advertising, design and other;105 Personal care workers;2022;
7715;73-75 Advertising, design and other;105 Personal care workers;2023;
7716;73-75 Advertising, design and other;11 Service occupations;2018;
7717;73-75 Advertising, design and other;11 Service occupations;2019;
7718;73-75 Advertising, design and other;11 Service occupations;2020;
7719;73-75 Advertising, design and other;11 Service occupations;2021;
7720;73-75 Advertising, design and other;11 Service occupations;2022;
7721;73-75 Advertising, design and other;11 Service occupations;2023;
7722;73-75 Advertising, design and other;111 Personal services workers;2018;
7723;73-75 Advertising, design and other;111 Personal services workers;2019;
7724;73-75 Advertising, design and other;111 Personal services workers;2020;
7725;73-75 Advertising, design and other;111 Personal services workers;2021;
7726;73-75 Advertising, design and other;111 Personal services workers;2022;
7727;73-75 Advertising, design and other;111 Personal services workers;2023;
7728;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2018;
7729;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2019;
7730;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2020;
7731;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2021;
7732;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2022;
7733;73-75 Advertising, design and other;112 Cleaners and kitchen helpers;2023;
7734;73-75 Advertising, design and other;12 Transport and logistics occupations;2018;
7735;73-75 Advertising, design and other;12 Transport and logistics occupations;2019;
7736;73-75 Advertising, design and other;12 Transport and logistics occupations;2020;
7737;73-75 Advertising, design and other;12 Transport and logistics occupations;2021;
7738;73-75 Advertising, design and other;12 Transport and logistics occupations;2022;
7739;73-75 Advertising, design and other;12 Transport and logistics occupations;2023;
7740;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2018;
7741;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2019;
7742;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2020;
7743;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2021;
7744;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2022;
7745;73-75 Advertising, design and other;121 Drivers and mobile plant operators;2023;
7746;73-75 Advertising, design and other;122 Transport and storage labourers;2018;
7747;73-75 Advertising, design and other;122 Transport and storage labourers;2019;
7748;73-75 Advertising, design and other;122 Transport and storage labourers;2020;
7749;73-75 Advertising, design and other;122 Transport and storage labourers;2021;
7750;73-75 Advertising, design and other;122 Transport and storage labourers;2022;
7751;73-75 Advertising, design and other;122 Transport and storage labourers;2023;
7752;N Renting and other business support;01 Teaching occupations;2018;
7753;N Renting and other business support;01 Teaching occupations;2019;
7754;N Renting and other business support;01 Teaching occupations;2020;
7755;N Renting and other business support;01 Teaching occupations;2021;
7756;N Renting and other business support;01 Teaching occupations;2022;
7757;N Renting and other business support;01 Teaching occupations;2023;
7758;N Renting and other business support;011 Teaching professionals;2018;
7759;N Renting and other business support;011 Teaching professionals;2019;
7760;N Renting and other business support;011 Teaching professionals;2020;
7761;N Renting and other business support;011 Teaching professionals;2021;
7762;N Renting and other business support;011 Teaching professionals;2022;
7763;N Renting and other business support;011 Teaching professionals;2023;
7764;N Renting and other business support;013 Child care workers and teachers' ...;2018;
7765;N Renting and other business support;013 Child care workers and teachers' ...;2019;
7766;N Renting and other business support;013 Child care workers and teachers' ...;2020;
7767;N Renting and other business support;013 Child care workers and teachers' ...;2021;
7768;N Renting and other business support;013 Child care workers and teachers' ...;2022;
7769;N Renting and other business support;013 Child care workers and teachers' ...;2023;
7770;N Renting and other business support;02 Artistic occupations;2018;
7771;N Renting and other business support;02 Artistic occupations;2019;
7772;N Renting and other business support;02 Artistic occupations;2020;
7773;N Renting and other business support;02 Artistic occupations;2021;
7774;N Renting and other business support;02 Artistic occupations;2022;
7775;N Renting and other business support;02 Artistic occupations;2023;
7776;N Renting and other business support;021 Authors, creative and performing...;2018;
7777;N Renting and other business support;021 Authors, creative and performing...;2019;
7778;N Renting and other business support;021 Authors, creative and performing...;2020;
7779;N Renting and other business support;021 Authors, creative and performing...;2021;
7780;N Renting and other business support;021 Authors, creative and performing...;2022;
7781;N Renting and other business support;021 Authors, creative and performing...;2023;
7782;N Renting and other business support;03 Sales and PR occupations;2018;
7783;N Renting and other business support;03 Sales and PR occupations;2019;
7784;N Renting and other business support;03 Sales and PR occupations;2020;
7785;N Renting and other business support;03 Sales and PR occupations;2021;
7786;N Renting and other business support;03 Sales and PR occupations;2022;
7787;N Renting and other business support;03 Sales and PR occupations;2023;
7788;N Renting and other business support;031 Sales, marketing and public rel...;2018;
7789;N Renting and other business support;031 Sales, marketing and public rel...;2019;
7790;N Renting and other business support;031 Sales, marketing and public rel...;2020;
7791;N Renting and other business support;031 Sales, marketing and public rel...;2021;
7792;N Renting and other business support;031 Sales, marketing and public rel...;2022;
7793;N Renting and other business support;031 Sales, marketing and public rel...;2023;
