ID;SexOfEmployee;TypeOfEmploymentContract;OtherCharacteristicsEmployee;IndustryClassBranchSIC2008;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;MonthlyWageIncludingOvertime_4;MonthlyWageExcludingOvertime_5;YearlyWageIncludingBonuses_6;YearlyWageExcludingSpecialPayments_7;BonusesAndAllowances_8;AdditionalTaxLiabilityForCompanyCar_9;PerJobPerWeekIncludingOvertime_10;PerJobPerWeekExcludingOvertime_11;PerJobPerYear_12;PerWorkingYear_13
1061;Total;Total;15 to 19 years;E Water supply and waste management;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1062;Total;Total;15 to 19 years;E Water supply and waste management;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1063;Total;Total;15 to 19 years;E Water supply and waste management;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1064;Total;Total;15 to 19 years;E Water supply and waste management;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1065;Total;Total;15 to 19 years;E Water supply and waste management;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1066;Total;Total;15 to 19 years;E Water supply and waste management;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1067;Total;Total;15 to 19 years;E Water supply and waste management;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1068;Total;Total;15 to 19 years;E Water supply and waste management;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1069;Total;Total;15 to 19 years;E Water supply and waste management;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1070;Total;Total;15 to 19 years;E Water supply and waste management;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1071;Total;Total;15 to 19 years;E Water supply and waste management;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1072;Total;Total;15 to 19 years;F Construction;2009;13.0;9.0;7.21;817.0;800.0;10280.0;9810.0;470.0;50.0;29.5;29.1;1331.0;1805.0
1073;Total;Total;15 to 19 years;F Construction;2010 before change of method;11.0;8.0;7.13;795.0;778.0;9990.0;9540.0;450.0;40.0;29.1;28.6;1310.0;1787.0
1074;Total;Total;15 to 19 years;F Construction;2010 after change of method;11.0;8.0;7.11;788.0;772.0;9910.0;9460.0;450.0;40.0;28.9;28.5;1303.0;1788.0
1075;Total;Total;15 to 19 years;F Construction;2011;10.0;7.0;7.04;772.0;754.0;9680.0;9260.0;420.0;40.0;28.3;27.9;1285.0;1806.0
1076;Total;Total;15 to 19 years;F Construction;2012;9.0;6.0;6.96;743.0;726.0;9320.0;8910.0;410.0;40.0;27.8;27.4;1252.0;1794.0
1077;Total;Total;15 to 19 years;F Construction;2013;7.0;5.0;6.71;720.0;702.0;9030.0;8640.0;390.0;30.0;28.0;27.5;1256.0;1801.0
1078;Total;Total;15 to 19 years;F Construction;2014;7.0;5.0;6.53;686.0;668.0;8590.0;8230.0;360.0;30.0;27.2;26.8;1228.0;1813.0
1079;Total;Total;15 to 19 years;F Construction;2015;7.0;5.0;6.52;676.0;659.0;8470.0;8110.0;360.0;30.0;27.0;26.6;1212.0;1795.0
1080;Total;Total;15 to 19 years;F Construction;2016;8.0;5.0;6.66;694.0;676.0;8740.0;8330.0;410.0;40.0;27.1;26.6;1217.0;1800.0
1081;Total;Total;15 to 19 years;F Construction;2017;9.0;6.0;6.88;722.0;702.0;9090.0;8670.0;430.0;40.0;27.1;26.7;1225.0;1795.0
1082;Total;Total;15 to 19 years;F Construction;2018;10.0;7.0;7.35;787.0;766.0;9910.0;9440.0;470.0;50.0;27.8;27.3;1250.0;1790.0
1083;Total;Total;15 to 19 years;F Construction;2019;11.0;8.0;7.74;841.0;820.0;10600.0;10090.0;510.0;60.0;28.1;27.6;1271.0;1804.0
1084;Total;Total;15 to 19 years;F Construction;2020;12.0;8.0;8.14;894.0;874.0;11270.0;10730.0;540.0;60.0;28.6;28.1;1288.0;1799.0
1085;Total;Total;15 to 19 years;F Construction;2021;12.0;9.0;8.26;910.0;889.0;11530.0;10920.0;610.0;50.0;28.4;27.9;1292.0;1813.0
1086;Total;Total;15 to 19 years;F Construction;2022;13.0;9.0;8.87;981.0;959.0;12450.0;11770.0;680.0;50.0;28.5;28.1;1298.0;1812.0
1087;Total;Total;15 to 19 years;F Construction;2023;14.0;10.0;9.6;1072.0;1049.0;13550.0;12870.0;680.0;60.0;28.9;28.5;1312.0;1802.0
1088;Total;Total;15 to 19 years;G-N Commercial services;2009;430.0;136.0;5.87;276.0;269.0;3600.0;3320.0;290.0;0.0;12.3;12.0;550.0;1745.0
1089;Total;Total;15 to 19 years;G-N Commercial services;2010 before change of method;416.0;127.0;5.98;270.0;262.0;3520.0;3240.0;280.0;0.0;11.8;11.5;526.0;1724.0
1090;Total;Total;15 to 19 years;G-N Commercial services;2010 after change of method;417.0;128.0;5.98;270.0;263.0;3520.0;3240.0;290.0;0.0;11.8;11.5;527.0;1725.0
1091;Total;Total;15 to 19 years;G-N Commercial services;2011;422.0;124.0;6.08;269.0;262.0;3460.0;3230.0;230.0;0.0;11.4;11.2;517.0;1752.0
1092;Total;Total;15 to 19 years;G-N Commercial services;2012;414.0;119.0;6.17;264.0;257.0;3400.0;3170.0;230.0;0.0;11.2;10.9;500.0;1741.0
1093;Total;Total;15 to 19 years;G-N Commercial services;2013;403.0;114.0;6.15;260.0;253.0;3330.0;3120.0;220.0;0.0;11.1;10.8;494.0;1744.0
1094;Total;Total;15 to 19 years;G-N Commercial services;2014;408.0;114.0;6.18;258.0;251.0;3310.0;3090.0;210.0;0.0;10.9;10.7;488.0;1752.0
1095;Total;Total;15 to 19 years;G-N Commercial services;2015;430.0;120.0;6.2;260.0;253.0;3330.0;3120.0;210.0;0.0;11.0;10.7;490.0;1759.0
1096;Total;Total;15 to 19 years;G-N Commercial services;2016;457.0;135.0;5.98;264.0;260.0;3440.0;3170.0;270.0;0.0;11.5;11.4;521.0;1764.0
1097;Total;Total;15 to 19 years;G-N Commercial services;2017;490.0;150.0;6.19;281.0;276.0;3610.0;3370.0;240.0;0.0;11.8;11.7;534.0;1742.0
1098;Total;Total;15 to 19 years;G-N Commercial services;2018;522.0;164.0;6.51;302.0;296.0;3890.0;3620.0;270.0;0.0;12.1;12.0;545.0;1734.0
1099;Total;Total;15 to 19 years;G-N Commercial services;2019;538.0;170.0;6.81;318.0;313.0;4100.0;3820.0;280.0;0.0;12.2;12.0;551.0;1745.0
1100;Total;Total;15 to 19 years;G-N Commercial services;2020;501.0;162.0;7.1;340.0;335.0;4390.0;4080.0;320.0;0.0;12.5;12.4;567.0;1756.0
1101;Total;Total;15 to 19 years;G-N Commercial services;2021;511.0;167.0;7.35;354.0;349.0;4560.0;4250.0;310.0;0.0;12.5;12.4;570.0;1750.0
1102;Total;Total;15 to 19 years;G-N Commercial services;2022;552.0;181.0;8.02;389.0;384.0;5020.0;4670.0;350.0;0.0;12.6;12.5;574.0;1755.0
1103;Total;Total;15 to 19 years;G-N Commercial services;2023;552.0;179.0;9.03;431.0;427.0;5550.0;5180.0;370.0;10.0;12.5;12.4;567.0;1749.0
1104;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2009;333.0;100.0;5.59;254.0;245.0;3320.0;3040.0;270.0;0.0;11.8;11.5;527.0;1752.0
1105;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2010 before change of method;332.0;96.0;5.8;249.0;241.0;3270.0;2980.0;280.0;0.0;11.2;10.9;498.0;1730.0
1106;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2010 after change of method;333.0;96.0;5.8;249.0;241.0;3270.0;2980.0;280.0;0.0;11.2;10.9;499.0;1730.0
1107;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2011;342.0;95.0;5.94;249.0;242.0;3210.0;2990.0;220.0;0.0;10.8;10.6;488.0;1757.0
1108;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2012;340.0;92.0;6.06;245.0;238.0;3160.0;2940.0;220.0;0.0;10.6;10.3;472.0;1746.0
1109;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2013;335.0;89.0;6.11;242.0;236.0;3110.0;2910.0;210.0;0.0;10.4;10.2;463.0;1746.0
1110;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2014;343.0;89.0;6.16;241.0;234.0;3090.0;2890.0;200.0;0.0;10.2;10.0;455.0;1754.0
1111;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2015;361.0;94.0;6.15;241.0;235.0;3100.0;2900.0;200.0;0.0;10.3;10.0;458.0;1762.0
1112;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2016;381.0;107.0;5.83;245.0;241.0;3200.0;2940.0;260.0;0.0;11.0;10.8;496.0;1767.0
1113;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2017;403.0;117.0;5.99;257.0;252.0;3290.0;3080.0;210.0;0.0;11.2;11.0;505.0;1734.0
1114;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2018;425.0;127.0;6.23;273.0;268.0;3500.0;3270.0;230.0;0.0;11.4;11.3;515.0;1726.0
1115;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2019;437.0;131.0;6.49;287.0;282.0;3670.0;3440.0;230.0;0.0;11.5;11.4;521.0;1738.0
1116;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2020;419.0;129.0;6.77;307.0;303.0;3950.0;3680.0;270.0;0.0;11.9;11.8;537.0;1752.0
1117;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2021;424.0;131.0;6.89;312.0;308.0;4000.0;3740.0;260.0;0.0;11.8;11.7;537.0;1744.0
1118;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2022;449.0;140.0;7.45;342.0;339.0;4390.0;4100.0;280.0;0.0;11.9;11.9;545.0;1749.0
1119;Total;Total;15 to 19 years;G-I Trade, transport, hotels, catering;2023;451.0;138.0;8.45;380.0;377.0;4860.0;4560.0;300.0;0.0;11.8;11.7;535.0;1743.0
1120;Total;Total;15 to 19 years;G Wholesale and retail trade;2009;232.0;70.0;5.57;256.0;247.0;3390.0;3080.0;310.0;0.0;12.0;11.6;532.0;1757.0
1121;Total;Total;15 to 19 years;G Wholesale and retail trade;2010 before change of method;231.0;66.0;5.87;250.0;243.0;3330.0;3000.0;330.0;0.0;11.1;10.8;497.0;1740.0
1122;Total;Total;15 to 19 years;G Wholesale and retail trade;2010 after change of method;232.0;66.0;5.87;250.0;243.0;3330.0;3000.0;330.0;0.0;11.1;10.8;497.0;1740.0
1123;Total;Total;15 to 19 years;G Wholesale and retail trade;2011;238.0;65.0;6.08;252.0;244.0;3260.0;3020.0;250.0;0.0;10.7;10.4;482.0;1768.0
1124;Total;Total;15 to 19 years;G Wholesale and retail trade;2012;238.0;63.0;6.22;248.0;242.0;3230.0;2980.0;250.0;0.0;10.4;10.2;466.0;1761.0
1125;Total;Total;15 to 19 years;G Wholesale and retail trade;2013;236.0;61.0;6.29;244.0;238.0;3160.0;2930.0;230.0;0.0;10.2;9.9;454.0;1759.0
1126;Total;Total;15 to 19 years;G Wholesale and retail trade;2014;243.0;61.0;6.39;242.0;236.0;3130.0;2910.0;230.0;0.0;9.9;9.7;443.0;1766.0
1127;Total;Total;15 to 19 years;G Wholesale and retail trade;2015;257.0;64.0;6.35;241.0;235.0;3120.0;2890.0;230.0;0.0;9.9;9.7;444.0;1775.0
1128;Total;Total;15 to 19 years;G Wholesale and retail trade;2016;268.0;73.0;5.83;239.0;234.0;3170.0;2870.0;300.0;0.0;10.7;10.5;482.0;1773.0
1129;Total;Total;15 to 19 years;G Wholesale and retail trade;2017;280.0;80.0;6.04;253.0;248.0;3280.0;3040.0;240.0;0.0;10.9;10.8;493.0;1724.0
1130;Total;Total;15 to 19 years;G Wholesale and retail trade;2018;292.0;86.0;6.24;268.0;263.0;3480.0;3220.0;270.0;0.0;11.3;11.1;505.0;1716.0
1131;Total;Total;15 to 19 years;G Wholesale and retail trade;2019;296.0;88.0;6.46;282.0;276.0;3640.0;3380.0;260.0;0.0;11.4;11.2;514.0;1728.0
1132;Total;Total;15 to 19 years;G Wholesale and retail trade;2020;297.0;92.0;6.74;307.0;304.0;3990.0;3690.0;300.0;0.0;11.9;11.8;541.0;1744.0
1133;Total;Total;15 to 19 years;G Wholesale and retail trade;2021;297.0;90.0;6.87;305.0;302.0;3950.0;3660.0;290.0;0.0;11.6;11.5;527.0;1732.0
1134;Total;Total;15 to 19 years;G Wholesale and retail trade;2022;289.0;90.0;7.18;326.0;323.0;4230.0;3910.0;320.0;0.0;11.8;11.7;540.0;1738.0
1135;Total;Total;15 to 19 years;G Wholesale and retail trade;2023;275.0;85.0;7.87;353.0;350.0;4560.0;4240.0;320.0;0.0;11.7;11.7;534.0;1732.0
1136;Total;Total;15 to 19 years;H Transportation and storage;2009;12.0;4.0;7.06;408.0;380.0;5300.0;4900.0;400.0;10.0;14.7;14.1;646.0;1806.0
1137;Total;Total;15 to 19 years;H Transportation and storage;2010 before change of method;11.0;4.0;7.04;416.0;384.0;5340.0;4990.0;350.0;0.0;15.0;14.3;655.0;1793.0
1138;Total;Total;15 to 19 years;H Transportation and storage;2010 after change of method;11.0;4.0;7.05;416.0;385.0;5350.0;4990.0;350.0;0.0;15.0;14.3;654.0;1794.0
1139;Total;Total;15 to 19 years;H Transportation and storage;2011;10.0;4.0;7.0;431.0;399.0;5550.0;5170.0;380.0;10.0;15.5;14.8;685.0;1819.0
1140;Total;Total;15 to 19 years;H Transportation and storage;2012;9.0;3.0;6.93;421.0;392.0;5400.0;5050.0;350.0;10.0;15.4;14.8;679.0;1809.0
1141;Total;Total;15 to 19 years;H Transportation and storage;2013;9.0;3.0;6.7;418.0;389.0;5330.0;5010.0;320.0;10.0;15.9;15.3;697.0;1812.0
1142;Total;Total;15 to 19 years;H Transportation and storage;2014;8.0;3.0;6.55;424.0;397.0;5410.0;5090.0;320.0;10.0;16.4;15.9;727.0;1822.0
1143;Total;Total;15 to 19 years;H Transportation and storage;2015;8.0;3.0;6.51;452.0;421.0;5760.0;5430.0;340.0;0.0;17.6;17.0;776.0;1811.0
1144;Total;Total;15 to 19 years;H Transportation and storage;2016;8.0;4.0;6.48;531.0;500.0;6870.0;6380.0;500.0;10.0;20.8;20.2;927.0;1813.0
1145;Total;Total;15 to 19 years;H Transportation and storage;2017;8.0;4.0;6.84;525.0;488.0;6730.0;6310.0;420.0;10.0;19.4;18.7;856.0;1832.0
1146;Total;Total;15 to 19 years;H Transportation and storage;2018;9.0;4.0;7.53;561.0;521.0;7170.0;6730.0;440.0;10.0;18.9;18.2;830.0;1807.0
1147;Total;Total;15 to 19 years;H Transportation and storage;2019;10.0;5.0;8.13;603.0;562.0;7760.0;7230.0;530.0;10.0;18.8;18.1;830.0;1807.0
1148;Total;Total;15 to 19 years;H Transportation and storage;2020;9.0;4.0;8.67;678.0;635.0;8680.0;8140.0;540.0;20.0;20.0;19.2;878.0;1814.0
1149;Total;Total;15 to 19 years;H Transportation and storage;2021;10.0;5.0;8.89;687.0;643.0;8810.0;8250.0;570.0;20.0;19.6;18.8;867.0;1822.0
1150;Total;Total;15 to 19 years;H Transportation and storage;2022;11.0;5.0;9.81;750.0;704.0;9640.0;9000.0;640.0;20.0;19.4;18.7;861.0;1826.0
1151;Total;Total;15 to 19 years;H Transportation and storage;2023;11.0;5.0;11.16;840.0;793.0;10770.0;10080.0;690.0;10.0;19.3;18.6;853.0;1811.0
1152;Total;Total;15 to 19 years;I Accommodation and food serving;2009;89.0;26.0;5.38;226.0;224.0;2860.0;2710.0;160.0;0.0;11.0;10.9;499.0;1731.0
1153;Total;Total;15 to 19 years;I Accommodation and food serving;2010 before change of method;90.0;26.0;5.42;224.0;219.0;2840.0;2690.0;150.0;0.0;10.9;10.6;484.0;1695.0
1154;Total;Total;15 to 19 years;I Accommodation and food serving;2010 after change of method;90.0;26.0;5.42;224.0;219.0;2840.0;2690.0;150.0;0.0;10.9;10.6;484.0;1696.0
1155;Total;Total;15 to 19 years;I Accommodation and food serving;2011;93.0;26.0;5.41;223.0;218.0;2820.0;2670.0;150.0;0.0;10.7;10.5;482.0;1723.0
1156;Total;Total;15 to 19 years;I Accommodation and food serving;2012;93.0;26.0;5.53;220.0;215.0;2780.0;2640.0;140.0;0.0;10.5;10.3;467.0;1701.0
1157;Total;Total;15 to 19 years;I Accommodation and food serving;2013;90.0;25.0;5.56;221.0;216.0;2780.0;2660.0;130.0;0.0;10.6;10.3;467.0;1704.0
1158;Total;Total;15 to 19 years;I Accommodation and food serving;2014;92.0;25.0;5.54;220.0;215.0;2770.0;2640.0;130.0;0.0;10.5;10.2;465.0;1717.0
1159;Total;Total;15 to 19 years;I Accommodation and food serving;2015;97.0;26.0;5.61;226.0;221.0;2840.0;2710.0;130.0;0.0;10.7;10.4;471.0;1724.0
1160;Total;Total;15 to 19 years;I Accommodation and food serving;2016;104.0;30.0;5.72;237.0;236.0;2980.0;2840.0;140.0;0.0;10.9;10.9;496.0;1746.0
1161;Total;Total;15 to 19 years;I Accommodation and food serving;2017;115.0;33.0;5.8;247.0;246.0;3090.0;2960.0;130.0;0.0;11.1;11.1;509.0;1748.0
1162;Total;Total;15 to 19 years;I Accommodation and food serving;2018;124.0;37.0;6.06;261.0;260.0;3270.0;3130.0;140.0;0.0;11.3;11.3;516.0;1742.0
1163;Total;Total;15 to 19 years;I Accommodation and food serving;2019;131.0;38.0;6.35;273.0;272.0;3420.0;3270.0;150.0;0.0;11.3;11.2;514.0;1753.0
1164;Total;Total;15 to 19 years;I Accommodation and food serving;2020;113.0;32.0;6.58;276.0;275.0;3470.0;3310.0;160.0;0.0;11.0;11.0;502.0;1766.0
1165;Total;Total;15 to 19 years;I Accommodation and food serving;2021;118.0;36.0;6.66;297.0;296.0;3720.0;3570.0;160.0;0.0;11.6;11.6;534.0;1764.0
1166;Total;Total;15 to 19 years;I Accommodation and food serving;2022;150.0;45.0;7.73;344.0;343.0;4310.0;4120.0;190.0;0.0;11.6;11.6;532.0;1764.0
1167;Total;Total;15 to 19 years;I Accommodation and food serving;2023;165.0;49.0;9.15;394.0;394.0;4960.0;4730.0;230.0;0.0;11.3;11.3;516.0;1755.0
1168;Total;Total;15 to 19 years;J Information and communication;2009;4.0;2.0;5.78;389.0;384.0;5010.0;4670.0;340.0;20.0;17.5;17.3;796.0;1785.0
1169;Total;Total;15 to 19 years;J Information and communication;2010 before change of method;3.0;1.0;5.39;363.0;354.0;4640.0;4360.0;280.0;10.0;17.5;17.2;788.0;1772.0
1170;Total;Total;15 to 19 years;J Information and communication;2010 after change of method;3.0;2.0;5.36;363.0;354.0;4640.0;4360.0;280.0;10.0;17.6;17.3;792.0;1774.0
1171;Total;Total;15 to 19 years;J Information and communication;2011;4.0;2.0;5.56;340.0;336.0;4320.0;4080.0;240.0;10.0;15.8;15.7;726.0;1801.0
1172;Total;Total;15 to 19 years;J Information and communication;2012;4.0;2.0;5.58;346.0;343.0;4400.0;4160.0;250.0;10.0;16.2;16.1;738.0;1780.0
1173;Total;Total;15 to 19 years;J Information and communication;2013;4.0;2.0;5.2;337.0;335.0;4280.0;4040.0;240.0;20.0;17.0;16.9;772.0;1787.0
1174;Total;Total;15 to 19 years;J Information and communication;2014;3.0;1.0;4.53;338.0;336.0;4410.0;4060.0;350.0;20.0;19.4;19.4;889.0;1807.0
1175;Total;Total;15 to 19 years;J Information and communication;2015;3.0;2.0;4.75;354.0;351.0;4480.0;4240.0;240.0;10.0;19.5;19.4;888.0;1798.0
1176;Total;Total;15 to 19 years;J Information and communication;2016;4.0;2.0;4.75;346.0;344.0;4420.0;4160.0;260.0;10.0;19.0;18.9;868.0;1811.0
1177;Total;Total;15 to 19 years;J Information and communication;2017;5.0;2.0;5.06;355.0;353.0;4520.0;4260.0;270.0;10.0;18.3;18.3;836.0;1807.0
1178;Total;Total;15 to 19 years;J Information and communication;2018;5.0;2.0;5.27;379.0;376.0;4840.0;4550.0;290.0;20.0;18.9;18.8;855.0;1799.0
1179;Total;Total;15 to 19 years;J Information and communication;2019;5.0;3.0;5.59;410.0;408.0;5230.0;4920.0;310.0;20.0;19.2;19.1;874.0;1807.0
1180;Total;Total;15 to 19 years;J Information and communication;2020;5.0;2.0;6.01;435.0;433.0;5560.0;5220.0;330.0;20.0;19.0;19.0;864.0;1803.0
1181;Total;Total;15 to 19 years;J Information and communication;2021;5.0;2.0;6.47;466.0;462.0;5880.0;5590.0;290.0;20.0;18.8;18.7;857.0;1815.0
1182;Total;Total;15 to 19 years;J Information and communication;2022;5.0;2.0;7.05;515.0;512.0;6570.0;6180.0;400.0;30.0;19.1;19.1;872.0;1811.0
1183;Total;Total;15 to 19 years;J Information and communication;2023;5.0;2.0;7.74;577.0;573.0;7390.0;6920.0;470.0;40.0;19.6;19.5;889.0;1805.0
1184;Total;Total;15 to 19 years;K Financial institutions;2009;3.0;1.0;5.66;372.0;367.0;4760.0;4470.0;300.0;20.0;17.1;17.0;778.0;1754.0
1185;Total;Total;15 to 19 years;K Financial institutions;2010 before change of method;3.0;1.0;5.19;328.0;325.0;4210.0;3940.0;270.0;20.0;16.5;16.4;751.0;1704.0
1186;Total;Total;15 to 19 years;K Financial institutions;2010 after change of method;3.0;1.0;5.22;330.0;327.0;4230.0;3970.0;270.0;20.0;16.5;16.4;751.0;1705.0
1187;Total;Total;15 to 19 years;K Financial institutions;2011;2.0;1.0;5.31;341.0;339.0;4350.0;4090.0;260.0;10.0;16.7;16.6;767.0;1763.0
1188;Total;Total;15 to 19 years;K Financial institutions;2012;2.0;1.0;5.12;336.0;333.0;4250.0;4030.0;230.0;20.0;17.1;17.0;780.0;1734.0
1189;Total;Total;15 to 19 years;K Financial institutions;2013;2.0;1.0;4.74;327.0;325.0;4100.0;3920.0;180.0;40.0;18.1;18.0;821.0;1740.0
1190;Total;Total;15 to 19 years;K Financial institutions;2014;2.0;1.0;4.67;324.0;322.0;4050.0;3890.0;160.0;50.0;18.1;18.1;829.0;1757.0
1191;Total;Total;15 to 19 years;K Financial institutions;2015;2.0;1.0;5.26;337.0;335.0;4210.0;4040.0;170.0;60.0;16.8;16.8;765.0;1756.0
1192;Total;Total;15 to 19 years;K Financial institutions;2016;2.0;1.0;5.61;351.0;349.0;4430.0;4220.0;210.0;50.0;16.3;16.3;746.0;1772.0
1193;Total;Total;15 to 19 years;K Financial institutions;2017;2.0;1.0;5.77;348.0;345.0;4370.0;4170.0;200.0;80.0;15.7;15.6;717.0;1777.0
1194;Total;Total;15 to 19 years;K Financial institutions;2018;2.0;1.0;6.23;364.0;362.0;4560.0;4370.0;200.0;70.0;15.3;15.2;697.0;1772.0
1195;Total;Total;15 to 19 years;K Financial institutions;2019;2.0;1.0;6.78;389.0;386.0;4890.0;4660.0;230.0;80.0;15.0;14.9;684.0;1786.0
1196;Total;Total;15 to 19 years;K Financial institutions;2020;2.0;1.0;7.69;446.0;444.0;5620.0;5360.0;270.0;70.0;15.2;15.1;693.0;1786.0
1197;Total;Total;15 to 19 years;K Financial institutions;2021;2.0;1.0;7.99;453.0;451.0;5710.0;5440.0;280.0;100.0;14.7;14.7;677.0;1802.0
1198;Total;Total;15 to 19 years;K Financial institutions;2022;2.0;1.0;8.87;504.0;502.0;6360.0;6050.0;310.0;120.0;14.8;14.7;679.0;1804.0
1199;Total;Total;15 to 19 years;K Financial institutions;2023;2.0;1.0;9.92;576.0;573.0;7310.0;6910.0;400.0;110.0;15.1;15.1;693.0;1800.0
1200;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2009;2.0;1.0;5.43;318.0;315.0;4080.0;3810.0;270.0;10.0;15.2;15.1;695.0;1756.0
1201;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2010 before change of method;2.0;1.0;5.16;308.0;302.0;3900.0;3700.0;200.0;10.0;15.6;15.3;701.0;1725.0
1202;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2010 after change of method;2.0;1.0;5.15;308.0;301.0;3900.0;3700.0;200.0;10.0;15.6;15.3;701.0;1726.0
1203;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2011;2.0;1.0;5.17;315.0;314.0;4000.0;3780.0;220.0;20.0;15.8;15.7;727.0;1754.0
1204;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2012;1.0;1.0;4.95;298.0;296.0;3780.0;3580.0;210.0;10.0;15.8;15.7;718.0;1732.0
1205;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2013;1.0;1.0;4.54;294.0;292.0;3680.0;3530.0;150.0;10.0;17.0;16.9;773.0;1749.0
1206;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2014;1.0;1.0;4.63;288.0;286.0;3590.0;3450.0;140.0;10.0;16.2;16.2;741.0;1759.0
1207;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2015;1.0;1.0;4.91;301.0;300.0;3760.0;3610.0;150.0;20.0;16.1;16.0;732.0;1748.0
1208;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2016;1.0;1.0;5.17;315.0;314.0;3970.0;3780.0;180.0;20.0;15.9;15.9;730.0;1771.0
1209;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2017;1.0;1.0;5.38;319.0;318.0;3990.0;3820.0;170.0;30.0;15.5;15.5;708.0;1766.0
1210;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2018;1.0;1.0;5.68;337.0;335.0;4230.0;4040.0;190.0;40.0;15.6;15.5;707.0;1762.0
1211;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2019;1.0;1.0;6.08;371.0;370.0;4670.0;4450.0;220.0;60.0;15.9;15.9;729.0;1777.0
1212;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2020;1.0;1.0;6.74;415.0;413.0;5240.0;4980.0;260.0;50.0;16.2;16.1;736.0;1780.0
1213;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2021;1.0;0.0;6.78;429.0;426.0;5420.0;5150.0;270.0;60.0;16.5;16.4;755.0;1790.0
1214;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2022;1.0;1.0;7.65;473.0;472.0;5990.0;5680.0;310.0;70.0;16.1;16.1;740.0;1793.0
1215;Total;Total;15 to 19 years;L Renting, buying, selling real estate;2023;1.0;1.0;8.37;502.0;500.0;6390.0;6020.0;370.0;60.0;15.7;15.6;717.0;1777.0
1216;Total;Total;15 to 19 years;M-N Business services;2009;88.0;31.0;6.82;354.0;348.0;4570.0;4240.0;330.0;10.0;13.5;13.4;613.0;1720.0
1217;Total;Total;15 to 19 years;M-N Business services;2010 before change of method;76.0;28.0;6.7;355.0;348.0;4560.0;4260.0;300.0;10.0;13.8;13.7;624.0;1702.0
1218;Total;Total;15 to 19 years;M-N Business services;2010 after change of method;77.0;28.0;6.69;355.0;348.0;4560.0;4260.0;300.0;10.0;13.9;13.7;625.0;1703.0
1219;Total;Total;15 to 19 years;M-N Business services;2011;72.0;26.0;6.69;356.0;349.0;4560.0;4270.0;290.0;10.0;13.8;13.6;627.0;1729.0
1220;Total;Total;15 to 19 years;M-N Business services;2012;66.0;24.0;6.69;353.0;346.0;4510.0;4230.0;280.0;10.0;13.8;13.6;621.0;1721.0
