ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkOngegrond_4;KennelijkGegrond_5;OverigeUitspraken_6;Ingesteld_7;IngetrokkenNietOntvankelijkOngegrond_8;Gegrond_9;TotaalUitspraken_10;Ongegrond_11;Gegrond_12;OverigeUitspraken_13;TotaalUitspraken_14;Afgewezen_15;GeheelOfDeelsToegewezen_16;OverigeUitspraken_17;IngetrokkenVerwezenZaken_18;AanHetEindVanDePeriodeAanhangig_19
466;Overige bijstandszaken;2007;117;181;21;3;3;15;2;3;1;89;64;21;4;10;8;1;1;45;132
467;Overige bijstandszaken;2008;132;173;22;5;3;14;6;5;0;105;66;29;10;22;14;3;5;47;110
468;Overige bijstandszaken;2009;110;141;16;3;5;8;5;2;0;71;45;22;4;26;13;4;9;41;100
469;Overige bijstandszaken;2010;100;299;15;3;3;9;0;1;2;83;59;15;9;47;27;7;13;75;178
470;Overige bijstandszaken;2011;178;674;37;5;3;29;7;2;1;216;138;60;18;177;128;22;27;158;269
471;Overige bijstandszaken;2012;269;385;29;6;2;21;5;6;1;263;189;64;10;79;45;21;13;109;173
472;Overige bijstandszaken;2013;169;254;12;0;2;10;4;3;1;169;120;44;5;49;36;7;6;61;133
473;Overige bijstandszaken;2014;133;220;9;0;0;9;1;2;1;127;92;29;6;33;23;6;4;53;130
474;Overige bijstandszaken;2015;130;232;11;6;0;5;1;0;0;123;86;31;6;53;42;8;3;57;119
475;Overige bijstandszaken;2016;119;195;16;4;0;12;1;1;0;115;91;21;3;41;36;3;2;41;101
476;Totaal bouwzaken;2000;1788;4094;175;21;34;120;49;30;18;1300;791;439;70;1454;998;331;125;1004;1969
477;Totaal bouwzaken;2001;1969;4392;205;20;48;137;48;41;7;1497;893;505;99;1409;990;303;116;1189;2068
478;Totaal bouwzaken;2002;2068;4227;247;36;73;138;46;38;13;1546;875;555;116;1334;947;277;110;1123;2053
479;Totaal bouwzaken;2003;2053;4423;288;30;78;180;57;41;15;1768;1054;609;105;1316;931;265;120;1123;1997
480;Totaal bouwzaken;2004;1997;4130;221;29;70;122;36;26;11;1771;1034;607;130;1114;783;223;108;1038;1994
481;Totaal bouwzaken;2005;1994;4642;248;60;68;120;57;38;13;1877;1110;638;129;1298;870;284;144;1148;2084
482;Totaal bouwzaken;2006;2084;5537;339;40;98;201;70;54;12;1895;1032;730;133;1261;822;300;139;1625;2518
483;Totaal bouwzaken;2007;2518;5234;354;32;71;251;48;39;17;2228;1265;751;212;1200;814;252;134;1518;2461
484;Totaal bouwzaken;2008;2461;5513;271;26;62;183;51;40;14;2153;1150;795;208;1239;876;259;104;1471;2851
485;Totaal bouwzaken;2009;2851;5510;318;10;54;254;43;27;8;2138;1208;718;212;1017;745;169;103;1474;3430
486;Totaal bouwzaken;2010;3430;4726;320;22;26;272;51;39;7;2341;1424;641;276;783;584;121;78;1535;3189
487;Totaal bouwzaken;2011;3189;4229;259;28;14;217;38;37;6;2470;1380;750;340;742;528;162;52;1506;2442
488;Totaal bouwzaken;2012;2442;3815;149;20;19;110;37;35;12;1946;1064;621;261;629;478;101;50;1328;2207
489;Totaal bouwzaken;2013;2212;3427;143;17;11;115;29;20;7;1641;897;546;198;509;360;107;42;1188;2168
490;Totaal bouwzaken;2014;2168;3428;115;4;7;104;24;20;6;1703;965;545;193;535;417;87;31;1126;2121
491;Totaal bouwzaken;2015;2118;3162;136;14;21;101;45;35;5;1616;917;541;158;607;466;102;39;1014;1917
492;Totaal bouwzaken;2016;1919;3386;153;18;21;114;33;24;5;1513;898;447;168;576;424;111;41;1025;2047
493;Woningwet, Bouwbesluit;2000;1058;2417;109;12;18;79;33;18;12;775;473;267;35;800;576;169;55;605;1202
494;Woningwet, Bouwbesluit;2001;1202;2506;129;13;33;83;28;28;3;911;540;308;63;795;568;164;63;743;1130
495;Woningwet, Bouwbesluit;2002;1130;2278;126;18;38;70;21;21;4;807;449;310;48;777;554;155;68;627;1071
496;Woningwet, Bouwbesluit;2003;1071;2460;164;16;48;100;28;21;8;924;575;303;46;706;493;147;66;645;1099
497;Woningwet, Bouwbesluit;2004;1099;2159;128;16;40;72;22;12;6;877;516;293;68;599;402;128;69;583;1081
498;Woningwet, Bouwbesluit;2005;1081;2437;119;26;26;67;36;24;8;952;548;345;59;694;465;139;90;627;1138
499;Woningwet, Bouwbesluit;2006;1138;2360;157;20;42;95;27;30;3;929;506;357;66;557;356;134;67;652;1200
500;Woningwet, Bouwbesluit;2007;1200;2391;168;17;28;123;18;15;3;1060;625;356;79;549;354;119;76;678;1139
501;Woningwet, Bouwbesluit;2008;1139;2274;120;13;37;70;22;19;8;936;521;344;71;516;342;110;64;624;1220
502;Woningwet, Bouwbesluit;2009;1220;2212;149;6;27;116;22;10;5;906;482;352;72;449;312;84;53;608;1332
503;Woningwet, Bouwbesluit;2010;1332;1899;115;10;15;90;20;21;2;885;558;245;82;394;278;69;47;609;1227
504;Woningwet, Bouwbesluit;2011;1227;1069;78;11;4;63;13;10;4;870;506;264;100;182;139;30;13;462;707
505;Woningwet, Bouwbesluit;2012;707;271;27;7;2;18;8;9;1;375;185;127;63;27;16;5;6;172;376
506;Woningwet, Bouwbesluit;2013;377;52;33;1;0;32;2;3;1;75;36;28;11;10;4;0;6;34;276
507;Woningwet, Bouwbesluit;2014;276;17;1;0;0;1;0;0;0;24;10;9;5;5;3;0;2;18;245
508;Woningwet, Bouwbesluit;2015;245;19;3;0;2;1;0;0;0;6;2;3;1;7;2;0;5;10;238
509;Woningwet, Bouwbesluit;2016;238;10;0;0;0;0;0;0;0;2;1;1;0;6;1;1;4;3;237
510;Bestemmingsplanvoorschriften;2000;221;343;17;1;5;11;3;4;2;159;91;62;6;96;65;11;20;86;205
511;Bestemmingsplanvoorschriften;2001;205;360;29;1;7;21;7;3;2;145;80;53;12;74;54;10;10;96;225
512;Bestemmingsplanvoorschriften;2002;225;385;35;8;9;18;6;6;3;167;98;61;8;98;72;16;10;98;212
513;Bestemmingsplanvoorschriften;2003;212;332;28;2;9;17;9;5;3;171;92;59;20;70;51;9;10;88;191
514;Bestemmingsplanvoorschriften;2004;191;230;18;4;3;11;2;1;2;153;88;51;14;40;28;7;5;72;140
515;Bestemmingsplanvoorschriften;2005;140;230;7;1;5;1;2;1;1;126;77;35;14;46;31;10;5;62;130
516;Bestemmingsplanvoorschriften;2006;130;248;16;2;6;8;2;1;0;99;49;38;12;34;23;5;6;88;142
517;Bestemmingsplanvoorschriften;2007;142;262;13;3;4;6;3;1;3;123;74;37;12;32;22;7;3;75;163
518;Bestemmingsplanvoorschriften;2008;163;179;9;1;2;6;2;2;0;119;46;66;7;34;26;6;2;56;124
519;Bestemmingsplanvoorschriften;2009;124;219;14;0;3;11;4;2;0;78;40;31;7;26;17;7;2;56;171
520;Bestemmingsplanvoorschriften;2010;171;209;9;0;1;8;0;2;0;102;57;31;14;28;18;6;4;86;153
521;Bestemmingsplanvoorschriften;2011;153;169;11;1;0;10;4;2;0;122;62;44;16;19;15;1;3;73;99
522;Bestemmingsplanvoorschriften;2012;99;43;3;1;1;1;2;3;1;50;37;9;4;5;4;1;0;40;43
523;Bestemmingsplanvoorschriften;2013;44;35;1;0;0;1;1;1;0;12;4;6;2;1;0;0;1;20;45
524;Bestemmingsplanvoorschriften;2014;45;15;1;0;0;1;1;0;1;10;5;3;2;1;1;0;0;17;32
525;Bestemmingsplanvoorschriften;2015;32;16;3;1;0;2;0;0;0;4;0;4;0;3;2;1;0;7;31
526;Bestemmingsplanvoorschriften;2016;31;8;1;0;1;0;1;1;0;6;3;3;0;1;1;0;0;4;27
527;Wet op de Ruimtelijke Ordening;2000;509;1334;49;8;11;30;13;8;4;366;227;110;29;558;357;151;50;313;562
528;Wet op de Ruimtelijke Ordening;2001;562;1526;47;6;8;33;13;10;2;441;273;144;24;540;368;129;43;350;713
529;Wet op de Ruimtelijke Ordening;2002;713;1564;86;10;26;50;19;11;6;572;328;184;60;459;321;106;32;398;770
530;Wet op de Ruimtelijke Ordening;2003;770;1631;96;12;21;63;20;15;4;673;387;247;39;540;387;109;44;390;707
531;Wet op de Ruimtelijke Ordening;2004;707;1741;75;9;27;39;12;13;3;741;430;263;48;475;353;88;34;383;773
532;Wet op de Ruimtelijke Ordening;2005;773;1975;122;33;37;52;19;13;4;799;485;258;56;558;374;135;49;459;816
533;Wet op de Ruimtelijke Ordening;2006;816;2929;166;18;50;98;41;23;9;867;477;335;55;670;443;161;66;885;1176
534;Wet op de Ruimtelijke Ordening;2007;1176;2581;173;12;39;122;27;23;11;1045;566;358;121;619;438;126;55;765;1159
535;Wet op de Ruimtelijke Ordening;2008;1159;3060;142;12;23;107;27;19;6;1098;583;385;130;689;508;143;38;791;1507
536;Wet op de Ruimtelijke Ordening;2009;1507;3074;155;4;24;127;17;15;3;1154;686;335;133;542;416;78;48;810;1922
537;Wet op de Ruimtelijke Ordening;2010;1922;2553;196;12;10;174;31;16;5;1351;808;364;179;355;285;43;27;826;1762
538;Wet op de Ruimtelijke Ordening;2011;1762;1332;120;9;9;102;14;23;2;1299;697;400;202;199;148;41;10;594;873
539;Wet op de Ruimtelijke Ordening;2012;873;315;32;1;4;27;9;12;3;500;252;181;67;25;23;1;1;195;433
540;Wet op de Ruimtelijke Ordening;2013;433;124;5;2;1;2;0;0;0;179;77;71;31;5;4;1;0;61;307
541;Wet op de Ruimtelijke Ordening;2014;307;104;5;0;1;4;0;0;0;82;41;36;5;3;2;0;1;35;286
542;Wet op de Ruimtelijke Ordening;2015;286;86;3;0;2;1;0;0;0;59;26;30;3;0;0;0;0;19;291
543;Wet op de Ruimtelijke Ordening;2016;291;49;3;0;0;3;1;0;0;65;49;14;2;2;2;0;0;17;254
544;Wet algemene bepalingen omgevingsrecht;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;Wet algemene bepalingen omgevingsrecht;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;Wet algemene bepalingen omgevingsrecht;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;Wet algemene bepalingen omgevingsrecht;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
548;Wet algemene bepalingen omgevingsrecht;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
549;Wet algemene bepalingen omgevingsrecht;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;Wet algemene bepalingen omgevingsrecht;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;Wet algemene bepalingen omgevingsrecht;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;Wet algemene bepalingen omgevingsrecht;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553;Wet algemene bepalingen omgevingsrecht;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
554;Wet algemene bepalingen omgevingsrecht;2010;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
555;Wet algemene bepalingen omgevingsrecht;2011;2;1385;37;7;1;29;6;2;0;106;68;29;9;295;197;77;21;328;625
556;Wet algemene bepalingen omgevingsrecht;2012;625;3108;84;11;12;61;16;9;7;919;531;274;114;532;400;90;42;890;1315
557;Wet algemene bepalingen omgevingsrecht;2013;1318;3174;103;14;10;79;25;16;5;1334;755;432;147;488;349;104;35;1060;1517
558;Wet algemene bepalingen omgevingsrecht;2014;1517;3247;106;4;6;96;23;19;5;1567;894;494;179;524;409;87;28;1044;1527
559;Wet algemene bepalingen omgevingsrecht;2015;1524;3009;127;13;17;97;45;35;5;1517;867;502;148;597;462;101;34;968;1334
560;Wet algemene bepalingen omgevingsrecht;2016;1336;3270;147;18;20;109;31;23;5;1423;835;426;162;564;417;110;37;981;1499
561;Overige bouwzaken;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;Overige bouwzaken;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;Overige bouwzaken;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;Overige bouwzaken;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;Overige bouwzaken;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
566;Overige bouwzaken;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
567;Overige bouwzaken;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;Overige bouwzaken;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;Overige bouwzaken;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Overige bouwzaken;2009;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
571;Overige bouwzaken;2010;5;63;0;0;0;0;0;0;0;3;1;1;1;6;3;3;0;14;45
572;Overige bouwzaken;2011;45;274;13;0;0;13;1;0;0;73;47;13;13;47;29;13;5;49;138
573;Overige bouwzaken;2012;138;78;3;0;0;3;2;2;0;102;59;30;13;40;35;4;1;31;40
574;Overige bouwzaken;2013;40;42;1;0;0;1;1;0;1;41;25;9;7;5;3;2;0;13;23
575;Overige bouwzaken;2014;23;45;2;0;0;2;0;1;0;20;15;3;2;2;2;0;0;12;31
576;Overige bouwzaken;2015;31;32;0;0;0;0;0;0;0;30;22;2;6;0;0;0;0;10;23
577;Overige bouwzaken;2016;23;49;2;0;0;2;0;0;0;17;10;3;4;3;3;0;0;20;30
578;Totaal belastingzaken;2000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
579;Totaal belastingzaken;2001;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
580;Totaal belastingzaken;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
581;Totaal belastingzaken;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
582;Totaal belastingzaken;2004;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
583;Totaal belastingzaken;2005;2;22123;1421;69;9;1343;212;62;25;1648;1003;583;62;39;17;3;19;5674;13494
584;Totaal belastingzaken;2006;13494;30713;3670;229;107;3334;608;293;95;9391;5420;3739;232;47;37;0;10;13282;18138
585;Totaal belastingzaken;2007;18138;23722;3543;329;109;3105;718;645;160;10744;5782;4494;468;74;50;2;22;9747;17840
586;Totaal belastingzaken;2008;17840;25799;3067;234;108;2725;532;393;120;11084;6186;4398;500;68;25;3;40;10544;19013
587;Totaal belastingzaken;2009;19013;22334;2781;312;100;2369;396;404;116;10176;5805;3948;423;40;20;7;13;9714;18637
588;Totaal belastingzaken;2010;18637;22744;2762;207;118;2437;451;332;79;11161;6474;4218;469;62;26;0;36;9018;18500
589;Totaal belastingzaken;2011;18500;26777;3081;306;430;2345;776;525;282;12032;6309;5345;378;60;40;2;18;11403;18958
590;Totaal belastingzaken;2012;18959;27704;2564;286;97;2181;453;365;82;12089;6159;5453;477;47;30;8;9;11331;20728
591;Totaal belastingzaken;2013;20730;26684;2653;148;70;2435;490;389;78;11025;6177;4321;527;66;48;1;17;12480;21294
592;Totaal belastingzaken;2014;21294;27085;3560;130;35;3395;448;422;55;12136;6749;4573;814;49;28;5;16;12439;20225
593;Totaal belastingzaken;2015;20263;25399;3052;143;79;2830;659;447;111;11284;6115;4513;656;55;31;0;24;10704;20782
594;Totaal belastingzaken;2016;20781;31926;2920;214;85;2621;718;429;276;12215;8103;3571;541;47;24;4;19;11768;26048
595;Loon- en inkomstenbelasting;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;Loon- en inkomstenbelasting;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;Loon- en inkomstenbelasting;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;Loon- en inkomstenbelasting;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;Loon- en inkomstenbelasting;2004;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
600;Loon- en inkomstenbelasting;2005;1;4622;378;19;3;356;74;20;10;576;376;180;20;16;6;0;10;1068;2639
601;Loon- en inkomstenbelasting;2006;2639;6367;809;101;16;692;173;82;31;1814;1032;709;73;15;11;0;4;1831;4630
602;Loon- en inkomstenbelasting;2007;4630;6423;1191;138;32;1021;305;235;58;2520;1410;1004;106;36;27;1;8;2323;5060
603;Loon- en inkomstenbelasting;2008;5060;6270;933;104;19;810;231;157;48;3107;1604;1332;171;32;5;0;27;2363;4965
604;Loon- en inkomstenbelasting;2009;4965;5169;803;140;23;640;150;165;64;2487;1384;978;125;12;3;2;7;2020;4803
605;Loon- en inkomstenbelasting;2010;4803;4390;746;68;31;647;167;134;30;2512;1344;1001;167;21;7;0;14;1645;4303
606;Loon- en inkomstenbelasting;2011;4303;4173;540;85;29;426;149;132;34;2270;1137;1049;84;17;7;0;10;1746;3921
607;Loon- en inkomstenbelasting;2012;3921;4994;569;78;33;458;159;109;35;2337;1180;1040;117;27;16;8;3;1595;4439
608;Loon- en inkomstenbelasting;2013;4437;4952;553;60;12;481;174;142;25;2414;1182;1061;171;22;13;1;8;1819;4615
609;Loon- en inkomstenbelasting;2014;4615;4614;591;42;8;541;153;146;26;2371;1392;811;168;21;15;0;6;1792;4462
610;Loon- en inkomstenbelasting;2015;4480;4393;653;74;20;559;179;106;33;2263;1294;830;139;32;21;0;11;1595;4404
611;Loon- en inkomstenbelasting;2016;4402;4531;605;63;28;514;154;153;25;2466;1492;824;150;20;10;2;8;1690;4153
612;Omzetbelasting;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
613;Omzetbelasting;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;Omzetbelasting;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
615;Omzetbelasting;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
616;Omzetbelasting;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
617;Omzetbelasting;2005;1;900;54;3;0;51;10;2;3;60;25;32;3;9;4;2;3;260;527
618;Omzetbelasting;2006;527;1526;196;16;2;178;39;23;4;295;123;151;21;12;12;0;0;416;1150
619;Omzetbelasting;2007;1150;1093;209;27;2;180;59;36;10;484;274;198;12;4;3;0;1;504;1066
620;Omzetbelasting;2008;1066;1089;155;16;5;134;42;34;23;625;336;272;17;6;3;3;0;483;894
621;Omzetbelasting;2009;894;968;170;11;4;155;28;22;7;452;204;227;21;1;0;0;1;458;790
622;Omzetbelasting;2010;790;1139;118;9;8;101;42;29;13;482;176;265;41;2;0;0;2;372;968
623;Omzetbelasting;2011;968;807;470;62;301;107;316;149;153;383;187;174;22;20;19;0;1;326;744
624;Omzetbelasting;2012;744;590;95;6;3;86;36;52;4;365;183;161;21;8;6;0;2;307;546
625;Omzetbelasting;2013;546;674;132;0;1;131;25;22;4;223;110;104;9;10;8;0;2;286;572
626;Omzetbelasting;2014;572;790;70;2;0;68;17;19;0;293;175;95;23;7;0;1;6;282;708
627;Omzetbelasting;2015;708;1358;138;1;4;133;31;20;6;283;148;102;33;6;1;0;5;500;1152
628;Omzetbelasting;2016;1152;1589;135;4;6;125;34;26;10;703;479;178;46;5;2;1;2;614;1294
629;Motorrijtuigenbelasting;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;Motorrijtuigenbelasting;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;Motorrijtuigenbelasting;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
632;Motorrijtuigenbelasting;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;Motorrijtuigenbelasting;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
634;Motorrijtuigenbelasting;2005;0;439;46;7;0;39;4;0;1;61;45;14;2;1;0;0;1;159;176
635;Motorrijtuigenbelasting;2006;176;576;126;6;2;118;16;5;1;135;93;38;4;1;1;0;0;156;345
636;Motorrijtuigenbelasting;2007;345;528;189;26;2;161;33;30;4;210;115;84;11;0;0;0;0;168;309
637;Motorrijtuigenbelasting;2008;309;468;96;18;0;78;24;15;4;222;106;107;9;1;0;0;1;165;302
638;Motorrijtuigenbelasting;2009;302;369;79;9;0;70;8;18;3;248;156;83;9;0;0;0;0;134;200
639;Motorrijtuigenbelasting;2010;200;306;69;9;1;59;8;8;2;163;120;39;4;0;0;0;0;95;179
640;Motorrijtuigenbelasting;2011;179;405;50;18;1;31;7;8;0;207;101;102;4;0;0;0;0;156;170
641;Motorrijtuigenbelasting;2012;170;528;103;0;3;100;11;8;2;155;115;35;5;2;0;0;2;249;192
642;Motorrijtuigenbelasting;2013;192;536;82;1;0;81;14;10;1;229;163;55;11;0;0;0;0;173;249
643;Motorrijtuigenbelasting;2014;249;1357;155;9;2;144;32;12;2;302;179;118;5;0;0;0;0;459;710
644;Motorrijtuigenbelasting;2015;710;739;222;1;0;221;24;25;14;359;261;78;20;0;0;0;0;315;552
645;Motorrijtuigenbelasting;2016;554;789;149;5;1;143;23;23;1;372;231;108;33;0;0;0;0;416;406
646;Vennootschapsbelasting;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
647;Vennootschapsbelasting;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
648;Vennootschapsbelasting;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
649;Vennootschapsbelasting;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
650;Vennootschapsbelasting;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
651;Vennootschapsbelasting;2005;0;634;59;2;1;56;9;1;4;26;8;17;1;2;1;1;0;185;370
652;Vennootschapsbelasting;2006;370;894;119;1;4;114;23;5;3;143;76;58;9;4;4;0;0;344;672
653;Vennootschapsbelasting;2007;672;835;144;6;6;132;44;37;8;263;146;101;16;9;7;0;2;395;704
654;Vennootschapsbelasting;2008;704;841;120;3;9;108;23;20;5;328;140;167;21;0;0;0;0;417;683
655;Vennootschapsbelasting;2009;683;688;110;7;1;102;24;16;11;243;111;103;29;1;0;0;1;357;668
656;Vennootschapsbelasting;2010;668;603;137;5;2;130;47;47;4;345;168;148;29;4;3;0;1;266;519
657;Vennootschapsbelasting;2011;519;766;109;9;0;100;20;16;2;306;156;146;4;2;1;0;1;337;537
658;Vennootschapsbelasting;2012;537;623;136;9;1;126;11;11;5;314;143;161;10;1;1;0;0;279;431
659;Vennootschapsbelasting;2013;431;581;115;3;1;111;15;15;2;274;135;113;26;0;0;0;0;253;370
660;Vennootschapsbelasting;2014;370;439;99;5;0;94;28;15;3;175;106;53;16;0;0;0;0;174;374
661;Vennootschapsbelasting;2015;372;394;82;2;4;76;14;20;4;156;75;73;8;0;0;0;0;159;363
662;Vennootschapsbelasting;2016;364;474;94;5;3;86;50;40;8;160;87;66;7;5;5;0;0;203;386
663;Overige rijksbelastingen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
664;Overige rijksbelastingen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
665;Overige rijksbelastingen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
666;Overige rijksbelastingen;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
667;Overige rijksbelastingen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
668;Overige rijksbelastingen;2005;0;1695;149;9;0;140;35;13;0;154;98;47;9;4;4;0;0;446;964
669;Overige rijksbelastingen;2006;964;2366;311;19;12;280;71;17;20;562;328;205;29;10;6;0;4;639;1863
670;Overige rijksbelastingen;2007;1863;2270;381;26;8;347;103;108;28;795;396;349;50;14;9;1;4;920;2022
671;Overige rijksbelastingen;2008;2022;2043;249;23;14;212;54;33;10;1098;518;519;61;13;6;0;7;851;1875
672;Overige rijksbelastingen;2009;1875;1729;188;38;6;144;44;49;17;865;413;420;32;17;9;5;3;911;1618
673;Overige rijksbelastingen;2010;1618;1638;156;16;7;133;44;18;10;1048;490;522;36;19;6;0;13;575;1485
674;Overige rijksbelastingen;2011;1485;3894;212;8;12;192;43;42;16;1249;546;663;40;19;13;1;5;1546;2354
675;Overige rijksbelastingen;2012;2355;5581;274;46;7;221;58;39;9;1436;750;642;44;7;6;0;1;1406;4835
676;Overige rijksbelastingen;2013;4837;3642;305;14;15;276;116;70;11;2481;1654;728;99;21;19;0;2;1196;4522
677;Overige rijksbelastingen;2014;4522;4335;1080;9;3;1068;44;75;8;2630;1199;1146;285;16;10;4;2;1441;3660
678;Overige rijksbelastingen;2015;3672;3858;357;7;22;328;134;52;6;2323;1116;1126;81;12;8;0;4;1596;3324
679;Overige rijksbelastingen;2016;3326;5694;562;83;4;475;324;94;198;1924;926;858;140;3;2;0;1;1167;5594
680;Waardering onroerende zaken (incl. OZB);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
681;Waardering onroerende zaken (incl. OZB);2001;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
682;Waardering onroerende zaken (incl. OZB);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
683;Waardering onroerende zaken (incl. OZB);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
684;Waardering onroerende zaken (incl. OZB);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
685;Waardering onroerende zaken (incl. OZB);2005;0;10222;251;17;2;232;30;6;1;314;194;109;11;1;0;0;1;2358;7322
686;Waardering onroerende zaken (incl. OZB);2006;7322;14444;1174;45;35;1094;187;93;27;5514;3132;2314;68;2;1;0;1;8206;6966
687;Waardering onroerende zaken (incl. OZB);2007;6966;8293;441;50;25;366;69;104;33;4793;2374;2222;197;2;2;0;0;3619;6370
688;Waardering onroerende zaken (incl. OZB);2008;6370;10704;565;38;22;505;79;58;17;4123;2473;1507;143;2;0;0;2;4575;7832
689;Waardering onroerende zaken (incl. OZB);2009;7832;9292;620;74;26;520;54;52;6;4447;2655;1659;133;1;1;0;0;4045;8013
690;Waardering onroerende zaken (incl. OZB);2010;8013;9833;588;52;47;489;76;48;14;5049;3135;1782;132;2;0;0;2;3848;8387
691;Waardering onroerende zaken (incl. OZB);2011;8387;11323;682;81;30;571;112;93;24;5793;2938;2717;138;0;0;0;0;4795;8460
692;Waardering onroerende zaken (incl. OZB);2012;8460;11063;615;84;38;493;86;59;19;5616;2646;2852;118;0;0;0;0;5202;8116
693;Waardering onroerende zaken (incl. OZB);2013;8115;11356;660;34;35;591;70;68;27;4048;2010;1924;114;3;2;0;1;6403;8359
694;Waardering onroerende zaken (incl. OZB);2014;8359;11362;843;42;14;787;88;67;9;4744;2578;2007;159;1;1;0;0;6215;7941
695;Waardering onroerende zaken (incl. OZB);2015;7943;9965;715;26;20;669;155;144;20;4437;2217;1917;303;2;1;0;1;4151;8614
696;Waardering onroerende zaken (incl. OZB);2016;8613;13983;474;31;28;415;57;35;24;5283;4030;1185;68;2;2;0;0;5069;11790
697;Leges;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
