ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
5130;Starnmeerpolder;880;Wormerland                                      ;27;Noord-Holland;nee;nee;Starnmeerpolder                                  
5131;Startenhuizen;24;Loppersum                                       ;20;Groningen    ;ja ;nee;Startenhuizen                                    
5132;Startenhuizen;1651;Eemsmond                                        ;20;Groningen    ;ja ;nee;Startenhuizen                                    
5133;Starting;383;Castricum                                       ;27;Noord-Holland;nee;nee;Starting                                         
5134;Statendam;779;Geertruidenberg                                 ;30;Noord-Brabant;nee;nee;Statendam                                        
5135;Stationsbuurt;703;Reimerswaal                                     ;29;Zeeland      ;nee;nee;Stationsbuurt                                    
5136;Stavenisse;716;Tholen                                          ;29;Zeeland      ;ja ;nee;Stavenisse                                       
5137;Staverden;233;Ermelo                                          ;25;Gelderland   ;nee;nee;Staverden                                        
5138;Stavoren;104;Nijefurd                                        ;21;Friesland    ;ja ;nee;Stavoren                                         
5139;Stede Broec;532;Stede Broec                                     ;27;Noord-Holland;nee;ja ;Stede Broec                                      
5140;Stedum;24;Loppersum                                       ;20;Groningen    ;ja ;nee;Stedum                                           
5141;Steeg;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Steeg                                            
5142;Steeg, De;275;Rheden                                          ;25;Gelderland   ;ja ;nee;Steeg, De                                        
5143;Steegsbroek;984;Venray                                          ;31;Limburg      ;nee;nee;Steegsbroek                                      
5144;Steelhoven;826;Oosterhout                                      ;30;Noord-Brabant;nee;nee;Steelhoven                                       
5145;Steenbergen;851;Steenbergen                                     ;30;Noord-Brabant;ja ;ja ;Steenbergen                                      
5146;Steenbergen;1699;Noordenveld                                     ;22;Drenthe      ;ja ;nee;Steenbergen                                      
5147;Steendam;40;Slochteren                                      ;20;Groningen    ;ja ;nee;Steendam                                         
5148;Steenderen;1876;Bronckhorst                                     ;25;Gelderland   ;ja ;nee;Steenderen                                       
5149;Steenenkamer;285;Voorst                                          ;25;Gelderland   ;ja ;nee;Steenenkamer                                     
5150;Steenenkruis;716;Tholen                                          ;29;Zeeland      ;nee;nee;Steenenkruis                                     
5151;Steenoven;826;Oosterhout                                      ;30;Noord-Brabant;nee;nee;Steenoven                                        
5152;Steenoven;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Steenoven                                        
5153;Steenovens;715;Terneuzen                                       ;29;Zeeland      ;nee;nee;Steenovens                                       
5154;Steenplaats;617;Strijen                                         ;28;Zuid-Holland ;nee;nee;Steenplaats                                      
5155;Steensel;770;Eersel                                          ;30;Noord-Brabant;ja ;nee;Steensel                                         
5156;Steenwijk;1708;Steenwijkerland                                 ;23;Overijssel   ;ja ;nee;Steenwijk                                        
5157;Steenwijkerland;1708;Steenwijkerland                                 ;23;Overijssel   ;nee;ja ;Steenwijkerland                                  
5158;Steenwijkerwold;1708;Steenwijkerland                                 ;23;Overijssel   ;ja ;nee;Steenwijkerwold                                  
5159;Steenwijksmoer;109;Coevorden                                       ;22;Drenthe      ;nee;nee;Steenwijksmoer                                   
5160;Stegen;743;Asten                                           ;30;Noord-Brabant;nee;nee;Stegen                                           
5161;Stegeren;175;Ommen                                           ;23;Overijssel   ;ja ;nee;Stegeren                                         
5162;Steggerda;98;Weststellingwerf                                ;21;Friesland    ;ja ;nee;Steggerda                                        
5163;Steijl;983;Venlo                                           ;31;Limburg      ;ja ;nee;Steijl                                           
5164;Stein;623;Vlist                                           ;28;Zuid-Holland ;nee;nee;Stein                                            
5165;Stein;971;Stein                                           ;31;Limburg      ;ja ;ja ;Stein                                            
5166;Steinenburg;310;De Bilt                                         ;26;Utrecht      ;nee;nee;Steinenburg                                      
5167;Stekkenberg;241;Groesbeek                                       ;25;Gelderland   ;nee;nee;Stekkenberg                                      
5168;Stellendam;511;Goedereede                                      ;28;Zuid-Holland ;ja ;nee;Stellendam                                       
5169;Sterenborg;37;Stadskanaal                                     ;20;Groningen    ;nee;nee;Sterenborg                                       
5170;Sterksel;1658;Heeze-Leende                                    ;30;Noord-Brabant;ja ;nee;Sterksel                                         
5171;Stevenfenne;153;Enschede                                        ;23;Overijssel   ;nee;nee;Stevenfenne                                      
5172;Stevensbeek;1702;Sint Anthonis                                   ;30;Noord-Brabant;ja ;nee;Stevensbeek                                      
5173;Stevensweert;1641;Maasgouw                                        ;31;Limburg      ;ja ;nee;Stevensweert                                     
5174;Stieltjeskanaal;109;Coevorden                                       ;22;Drenthe      ;ja ;nee;Stieltjeskanaal                                  
5175;Stiens;81;Leeuwarderadeel                                 ;21;Friesland    ;ja ;nee;Stiens                                           
5176;Stipdonk;847;Someren                                         ;30;Noord-Brabant;nee;nee;Stipdonk                                         
5177;Stiphout;794;Helmond                                         ;30;Noord-Brabant;nee;nee;Stiphout                                         
5178;Stippelberg;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Stippelberg                                      
5179;Stitswerd;1651;Eemsmond                                        ;20;Groningen    ;ja ;nee;Stitswerd                                        
5180;Stobben;48;Vlagtwedde                                      ;20;Groningen    ;nee;nee;Stobben                                          
5181;Stogger;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Stogger                                          
5182;Stokhem;1729;Gulpen-Wittem                                   ;31;Limburg      ;nee;nee;Stokhem                                          
5183;Stokkelaarsbrug;305;Abcoude                                         ;26;Utrecht      ;nee;nee;Stokkelaarsbrug                                  
5184;Stokkelen;770;Eersel                                          ;30;Noord-Brabant;nee;nee;Stokkelen                                        
5185;Stokkum;1955;Montferland                                     ;25;Gelderland   ;ja ;nee;Stokkum                                          
5186;Stokkum;1735;Hof van Twente                                  ;23;Overijssel   ;nee;nee;Stokkum                                          
5187;Stokt;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Stokt                                            
5188;Stolpen;476;Zijpe                                           ;27;Noord-Holland;nee;nee;Stolpen                                          
5189;Stolpervlotbrug;476;Zijpe                                           ;27;Noord-Holland;nee;nee;Stolpervlotbrug                                  
5190;Stolwijk;623;Vlist                                           ;28;Zuid-Holland ;ja ;nee;Stolwijk                                         
5191;Stolwijkersluis (ged.);513;Gouda                                           ;28;Zuid-Holland ;nee;nee;Stolwijkersluis (ged.)                           
5192;Stolwijkersluis (ged.);623;Vlist                                           ;28;Zuid-Holland ;nee;nee;Stolwijkersluis (ged.)                           
5193;Stompetoren;458;Schermer                                        ;27;Noord-Holland;ja ;nee;Stompetoren                                      
5194;Stompwijk;1916;Leidschendam-Voorburg                           ;28;Zuid-Holland ;nee;nee;Stompwijk                                        
5195;Stoof;1655;Halderberge                                     ;30;Noord-Brabant;nee;nee;Stoof                                            
5196;Stootshorn;1987;Menterwolde                                     ;20;Groningen    ;nee;nee;Stootshorn                                       
5197;Stormpolder;542;Krimpen aan den IJssel                          ;28;Zuid-Holland ;nee;nee;Stormpolder                                      
5198;Stougjesdijk;585;Binnenmaas                                      ;28;Zuid-Holland ;nee;nee;Stougjesdijk                                     
5199;Stoutenburg;327;Leusden                                         ;26;Utrecht      ;ja ;nee;Stoutenburg                                      
5200;Stox;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Stox                                             
5201;Strabeek;994;Valkenburg aan de Geul                          ;31;Limburg      ;nee;nee;Strabeek                                         
5202;Strabrecht;1658;Heeze-Leende                                    ;30;Noord-Brabant;nee;nee;Strabrecht                                       
5203;Stramproy;988;Weert                                           ;31;Limburg      ;ja ;nee;Stramproy                                        
5204;Straten;823;Oirschot                                        ;30;Noord-Brabant;nee;nee;Straten                                          
5205;Strateris;946;Nederweert                                      ;31;Limburg      ;nee;nee;Strateris                                        
5206;Stratum;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Stratum                                          
5207;Streefkerk;694;Liesveld                                        ;28;Zuid-Holland ;ja ;nee;Streefkerk                                       
5208;Streek;1680;Aa en Hunze                                     ;22;Drenthe      ;nee;nee;Streek                                           
5209;Streek, De;1651;Eemsmond                                        ;20;Groningen    ;nee;nee;Streek, De                                       
5210;Streukel;193;Zwolle                                          ;23;Overijssel   ;nee;nee;Streukel                                         
5211;Strevelshoek;597;Ridderkerk                                      ;28;Zuid-Holland ;nee;nee;Strevelshoek                                     
5212;Strijbeek;1723;Alphen-Chaam                                    ;30;Noord-Brabant;ja ;nee;Strijbeek                                        
5213;Strijen;617;Strijen                                         ;28;Zuid-Holland ;ja ;ja ;Strijen                                          
5214;Strijenham;716;Tholen                                          ;29;Zeeland      ;nee;nee;Strijenham                                       
5215;Strijensas;617;Strijen                                         ;28;Zuid-Holland ;ja ;nee;Strijensas                                       
5216;Strijp;603;Rijswijk                                        ;28;Zuid-Holland ;nee;nee;Strijp                                           
5217;Strijp;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Strijp                                           
5218;Strijp;1659;Laarbeek                                        ;30;Noord-Brabant;nee;nee;Strijp                                           
5219;Strijpe;614;Westvoorne                                      ;28;Zuid-Holland ;nee;nee;Strijpe                                          
5220;Strikberg;1719;Drimmelen                                       ;30;Noord-Brabant;nee;nee;Strikberg                                        
5221;Stroe;203;Barneveld                                       ;25;Gelderland   ;ja ;nee;Stroe                                            
5222;Stroe;462;Wieringen                                       ;27;Noord-Holland;nee;nee;Stroe                                            
5223;Stroet;395;Harenkarspel                                    ;27;Noord-Holland;nee;nee;Stroet                                           
5224;Stroobos;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Stroobos                                         
5225;Stroodorp;1695;Noord-Beveland                                  ;29;Zeeland      ;nee;nee;Stroodorp                                        
5226;Strooivledder;1701;Westerveld                                      ;22;Drenthe      ;nee;nee;Strooivledder                                    
5227;Strucht;994;Valkenburg aan de Geul                          ;31;Limburg      ;nee;nee;Strucht                                          
5228;Stuifakker;614;Westvoorne                                      ;28;Zuid-Holland ;nee;nee;Stuifakker                                       
5229;Stuifzand;118;Hoogeveen                                       ;22;Drenthe      ;ja ;nee;Stuifzand                                        
5230;Stuivezand;879;Zundert                                         ;30;Noord-Brabant;nee;nee;Stuivezand                                       
5231;Stuivezand;1719;Drimmelen                                       ;30;Noord-Brabant;nee;nee;Stuivezand                                       
5232;Sumar;737;Tytsjerksteradiel                               ;21;Friesland    ;ja ;nee;Sumar                                            
5233;Surhuisterveen;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Surhuisterveen                                   
5234;Surhuizum;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Surhuizum                                        
5235;Susteren;1711;Echt-Susteren                                   ;31;Limburg      ;ja ;nee;Susteren                                         
5236;Suttum;53;Winsum                                          ;20;Groningen    ;nee;nee;Suttum                                           
5237;Suwâld;737;Tytsjerksteradiel                               ;21;Friesland    ;ja ;nee;Suwâld                                           
5238;Swaanwert;140;Littenseradiel                                  ;21;Friesland    ;nee;nee;Swaanwert                                        
5239;Swalmen;957;Roermond                                        ;31;Limburg      ;ja ;nee;Swalmen                                          
5240;Swartbroek;988;Weert                                           ;31;Limburg      ;nee;nee;Swartbroek                                       
5241;Sweikhuizen;962;Schinnen                                        ;31;Limburg      ;ja ;nee;Sweikhuizen                                      
5242;Swichum;80;Leeuwarden                                      ;21;Friesland    ;ja ;nee;Swichum                                          
5243;Swier;951;Nuth                                            ;31;Limburg      ;nee;nee;Swier                                            
5244;Swifterbant;303;Dronten                                         ;24;Flevoland    ;ja ;nee;Swifterbant                                      
5245;Swolgen;1507;Horst aan de Maas                               ;31;Limburg      ;ja ;nee;Swolgen                                          
5246;Taarlo;1730;Tynaarlo                                        ;22;Drenthe      ;ja ;nee;Taarlo                                           
5247;Tabakshof;335;Montfoort                                       ;26;Utrecht      ;nee;nee;Tabakshof                                        
5248;Tange;37;Stadskanaal                                     ;20;Groningen    ;nee;nee;Tange                                            
5249;Tappersheul;589;Oudewater                                       ;26;Utrecht      ;nee;nee;Tappersheul                                      
5250;Tasdijk;677;Hulst                                           ;29;Zeeland      ;nee;nee;Tasdijk                                          
5251;Teckop;632;Woerden                                         ;26;Utrecht      ;nee;nee;Teckop                                           
5252;Teeffelen;808;Lith                                            ;30;Noord-Brabant;ja ;nee;Teeffelen                                        
5253;Teerns;80;Leeuwarden                                      ;21;Friesland    ;ja ;nee;Teerns                                           
5254;Tegelen;983;Venlo                                           ;31;Limburg      ;ja ;nee;Tegelen                                          
5255;Telgt;233;Ermelo                                          ;25;Gelderland   ;nee;nee;Telgt                                            
5256;Tempel;595;Reeuwijk                                        ;28;Zuid-Holland ;nee;nee;Tempel                                           
5257;Terband;74;Heerenveen                                      ;21;Friesland    ;ja ;nee;Terband                                          
5258;Terblijt;994;Valkenburg aan de Geul                          ;31;Limburg      ;nee;nee;Terblijt                                         
5259;Terborg;1509;Oude IJsselstreek                               ;25;Gelderland   ;ja ;nee;Terborg                                          
5260;Terdiek;412;Niedorp                                         ;27;Noord-Holland;nee;nee;Terdiek                                          
5261;Tereyken;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Tereyken                                         
5262;Tergracht (ged.);737;Tytsjerksteradiel                               ;21;Friesland    ;nee;nee;Tergracht (ged.)                                 
5263;Tergracht (ged.);1722;Ferwerderadiel                                  ;21;Friesland    ;nee;nee;Tergracht (ged.)                                 
5264;Terhagen;971;Stein                                           ;31;Limburg      ;nee;nee;Terhagen                                         
5265;Terheijden;1719;Drimmelen                                       ;30;Noord-Brabant;ja ;nee;Terheijden                                       
5266;Terheijl;1699;Noordenveld                                     ;22;Drenthe      ;nee;nee;Terheijl                                         
5267;Terherne;55;Boarnsterhim                                    ;21;Friesland    ;ja ;nee;Terherne                                         
5268;Terhofstede;1714;Sluis                                           ;29;Zeeland      ;nee;nee;Terhofstede                                      
5269;Terhorst;936;Margraten                                       ;31;Limburg      ;nee;nee;Terhorst                                         
5270;Terkaple;51;Skarsterlân                                     ;21;Friesland    ;ja ;nee;Terkaple                                         
5271;Terlet;277;Rozendaal                                       ;25;Gelderland   ;nee;nee;Terlet                                           
5272;Terlinden;936;Margraten                                       ;31;Limburg      ;nee;nee;Terlinden                                        
5273;Termaar;936;Margraten                                       ;31;Limburg      ;nee;nee;Termaar                                          
5274;Termaar;986;Voerendaal                                      ;31;Limburg      ;nee;nee;Termaar                                          
5275;Termunten;10;Delfzijl                                        ;20;Groningen    ;ja ;nee;Termunten                                        
5276;Termunterzijl;10;Delfzijl                                        ;20;Groningen    ;ja ;nee;Termunterzijl                                    
5277;Ternaard;58;Dongeradeel                                     ;21;Friesland    ;ja ;nee;Ternaard                                         
5278;Terneuzen;715;Terneuzen                                       ;29;Zeeland      ;ja ;ja ;Terneuzen                                        
5279;Teroele;51;Skarsterlân                                     ;21;Friesland    ;ja ;nee;Teroele                                          
5280;Terover;1723;Alphen-Chaam                                    ;30;Noord-Brabant;nee;nee;Terover                                          
5281;Terschelling;93;Terschelling                                    ;21;Friesland    ;nee;ja ;Terschelling                                     
5282;Terschuren;917;Heerlen                                         ;31;Limburg      ;nee;nee;Terschuren                                       
5283;Terschuur;203;Barneveld                                       ;25;Gelderland   ;ja ;nee;Terschuur                                        
5284;Tersluis;498;Drechterland                                    ;27;Noord-Holland;nee;nee;Tersluis                                         
5285;Tersoal;55;Boarnsterhim                                    ;21;Friesland    ;ja ;nee;Tersoal                                          
5286;Terstraten;951;Nuth                                            ;31;Limburg      ;nee;nee;Terstraten                                       
5287;Tervoorst;951;Nuth                                            ;31;Limburg      ;nee;nee;Tervoorst                                        
5288;Tervoort;758;Breda                                           ;30;Noord-Brabant;nee;nee;Tervoort                                         
5289;Terwinselen (ged.);882;Landgraaf                                       ;31;Limburg      ;nee;nee;Terwinselen (ged.)                               
5290;Terwinselen (ged.);928;Kerkrade                                        ;31;Limburg      ;nee;nee;Terwinselen (ged.)                               
5291;Terwisga;85;Ooststellingwerf                                ;21;Friesland    ;nee;nee;Terwisga                                         
5292;Terwispel;86;Opsterland                                      ;21;Friesland    ;ja ;nee;Terwispel                                        
5293;Terwolde;285;Voorst                                          ;25;Gelderland   ;ja ;nee;Terwolde                                         
5294;Terworm;917;Heerlen                                         ;31;Limburg      ;nee;nee;Terworm                                          
5295;Terziet;1729;Gulpen-Wittem                                   ;31;Limburg      ;nee;nee;Terziet                                          
5296;Teteringen;758;Breda                                           ;30;Noord-Brabant;ja ;nee;Teteringen                                       
5297;Teuge;285;Voorst                                          ;25;Gelderland   ;ja ;nee;Teuge                                            
5298;Texel;448;Texel                                           ;27;Noord-Holland;nee;ja ;Texel                                            
5299;Teylingen;1525;Teylingen                                       ;28;Zuid-Holland ;nee;ja ;Teylingen                                        
5300;Thamerdal;451;Uithoorn                                        ;27;Noord-Holland;nee;nee;Thamerdal                                        
5301;Theereheide;845;Sint-Michielsgestel                             ;30;Noord-Brabant;nee;nee;Theereheide                                      
5302;Thesinge;9;Ten Boer                                        ;20;Groningen    ;ja ;nee;Thesinge                                         
5303;Thij;1708;Steenwijkerland                                 ;23;Overijssel   ;nee;nee;Thij                                             
5304;Tholen;716;Tholen                                          ;29;Zeeland      ;ja ;ja ;Tholen                                           
5305;Thorn;1641;Maasgouw                                        ;31;Limburg      ;ja ;nee;Thorn                                            
5306;Thull;962;Schinnen                                        ;31;Limburg      ;nee;nee;Thull                                            
5307;Tichelwurk;81;Leeuwarderadeel                                 ;21;Friesland    ;nee;nee;Tichelwurk                                       
5308;Tiel;281;Tiel                                            ;25;Gelderland   ;ja ;ja ;Tiel                                             
5309;Tielse Hoeve;845;Sint-Michielsgestel                             ;30;Noord-Brabant;nee;nee;Tielse Hoeve                                     
5310;Tiendeveen;118;Hoogeveen                                       ;22;Drenthe      ;ja ;nee;Tiendeveen                                       
5311;Tiendweg-West;643;Nederlek                                        ;28;Zuid-Holland ;nee;nee;Tiendweg-West                                    
5312;Tiengemeten;588;Korendijk                                       ;28;Zuid-Holland ;nee;nee;Tiengemeten                                      
5313;Tienhoven;333;Maarssen                                        ;26;Utrecht      ;ja ;nee;Tienhoven                                        
5314;Tienhoven;707;Zederik                                         ;28;Zuid-Holland ;ja ;nee;Tienhoven                                        
5315;Tienray;1507;Horst aan de Maas                               ;31;Limburg      ;ja ;nee;Tienray                                          
5316;Tiggelt;879;Zundert                                         ;30;Noord-Brabant;nee;nee;Tiggelt                                          
5317;Tijnje;86;Opsterland                                      ;21;Friesland    ;ja ;nee;Tijnje                                           
5318;Tike, De;90;Smallingerland                                  ;21;Friesland    ;ja ;nee;Tike, De                                         
5319;Tilburg;855;Tilburg                                         ;30;Noord-Brabant;ja ;ja ;Tilburg                                          
5320;Tilligte;1774;Dinkelland                                      ;23;Overijssel   ;ja ;nee;Tilligte                                         
5321;Tinallinge;53;Winsum                                          ;20;Groningen    ;ja ;nee;Tinallinge                                       
5322;Tinte;614;Westvoorne                                      ;28;Zuid-Holland ;ja ;nee;Tinte                                            
5323;Tirns;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Tirns                                            
5324;Tivoli;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Tivoli                                           
5325;Tjaard;80;Leeuwarden                                      ;21;Friesland    ;nee;nee;Tjaard                                           
5326;Tjabbesoord;7;Bellingwedde                                    ;20;Groningen    ;nee;nee;Tjabbesoord                                      
5327;Tjalhuizum;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Tjalhuizum                                       
5328;Tjalleberd;74;Heerenveen                                      ;21;Friesland    ;ja ;nee;Tjalleberd                                       
5329;Tjallewal;441;Schagen                                         ;27;Noord-Holland;nee;nee;Tjallewal                                        
5330;Tjamsweer;3;Appingedam                                      ;20;Groningen    ;nee;nee;Tjamsweer                                        
5331;Tjeintgum;140;Littenseradiel                                  ;21;Friesland    ;nee;nee;Tjeintgum                                        
5332;Tjerkgaast;51;Skarsterlân                                     ;21;Friesland    ;ja ;nee;Tjerkgaast                                       
5333;Tjerkwerd;710;Wûnseradiel                                     ;21;Friesland    ;ja ;nee;Tjerkwerd                                        
5334;Tjoene;150;Deventer                                        ;23;Overijssel   ;nee;nee;Tjoene                                           
5335;Tjuchem;40;Slochteren                                      ;20;Groningen    ;ja ;nee;Tjuchem                                          
5336;Tolberg;1674;Roosendaal                                      ;30;Noord-Brabant;nee;nee;Tolberg                                          
5337;Tolbert;22;Leek                                            ;20;Groningen    ;ja ;nee;Tolbert                                          
5338;Toldijk;1876;Bronckhorst                                     ;25;Gelderland   ;ja ;nee;Toldijk                                          
5339;Toldijk;1690;De Wolden                                       ;22;Drenthe      ;nee;nee;Toldijk                                          
5340;Tolkamer;196;Rijnwaarden                                     ;25;Gelderland   ;ja ;nee;Tolkamer                                         
5341;Tolke;441;Schagen                                         ;27;Noord-Holland;nee;nee;Tolke                                            
5342;Tollebeek;171;Noordoostpolder                                 ;24;Flevoland    ;ja ;nee;Tollebeek                                        
5343;Tonden;213;Brummen                                         ;25;Gelderland   ;ja ;nee;Tonden                                           
5344;Tongelaar;1684;Cuijk                                           ;30;Noord-Brabant;nee;nee;Tongelaar                                        
5345;Tongelre;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Tongelre                                         
5346;Tongeren;232;Epe                                             ;25;Gelderland   ;nee;nee;Tongeren                                         
5347;Tongeren;757;Boxtel                                          ;30;Noord-Brabant;nee;nee;Tongeren                                         
5348;Tongeren;1773;Olst-Wijhe                                      ;23;Overijssel   ;nee;nee;Tongeren                                         
5349;Tongerlo;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Tongerlo                                         
5350;Tongerlo;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Tongerlo                                         
5351;Tonnekreek;1709;Moerdijk                                        ;30;Noord-Brabant;nee;nee;Tonnekreek                                       
5352;Tonsel (ged.);233;Ermelo                                          ;25;Gelderland   ;nee;nee;Tonsel (ged.)                                    
5353;Tonsel (ged.);243;Harderwijk                                      ;25;Gelderland   ;nee;nee;Tonsel (ged.)                                    
5354;Toom;1706;Cranendonck                                     ;30;Noord-Brabant;nee;nee;Toom                                             
5355;Toornwerd;24;Loppersum                                       ;20;Groningen    ;ja ;nee;Toornwerd                                        
5356;Tragel;677;Hulst                                           ;29;Zeeland      ;nee;nee;Tragel                                           
5357;Tragel;1714;Sluis                                           ;29;Zeeland      ;nee;nee;Tragel                                           
5358;Tranendal;1895;Oldambt                                         ;20;Groningen    ;nee;nee;Tranendal                                        
5359;Transvaal;308;Baarn                                           ;26;Utrecht      ;nee;nee;Transvaal                                        
5360;Treebeek (ged.);899;Brunssum                                        ;31;Limburg      ;nee;nee;Treebeek (ged.)                                  
5361;Treebeek (ged.);917;Heerlen                                         ;31;Limburg      ;nee;nee;Treebeek (ged.)                                  
5362;Treek, Den;327;Leusden                                         ;26;Utrecht      ;nee;nee;Treek, Den                                       
5363;Trent;1685;Landerd                                         ;30;Noord-Brabant;nee;nee;Trent                                            
5364;Tricht;236;Geldermalsen                                    ;25;Gelderland   ;ja ;nee;Tricht                                           
5365;Triemen;79;Kollumerland en Nieuwkruisland                  ;21;Friesland    ;ja ;nee;Triemen                                          
5366;Trimunt;25;Marum                                           ;20;Groningen    ;nee;nee;Trimunt                                          
5367;Trintelen;1729;Gulpen-Wittem                                   ;31;Limburg      ;nee;nee;Trintelen                                        
5368;Tripscompagnie;1987;Menterwolde                                     ;20;Groningen    ;ja ;nee;Tripscompagnie                                   
5369;Tritzum;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Tritzum                                          
5370;Trompenberg;402;Hilversum                                       ;27;Noord-Holland;nee;nee;Trompenberg                                      
5371;Tronde;85;Ooststellingwerf                                ;21;Friesland    ;nee;nee;Tronde                                           
5372;Tubantia;153;Enschede                                        ;23;Overijssel   ;nee;nee;Tubantia                                         
5373;Tubbergen;183;Tubbergen                                       ;23;Overijssel   ;ja ;ja ;Tubbergen                                        
5374;Tuikwerd;10;Delfzijl                                        ;20;Groningen    ;nee;nee;Tuikwerd                                         
5375;Tuil;304;Neerijnen                                       ;25;Gelderland   ;ja ;nee;Tuil                                             
5376;Tuindorp;344;Utrecht                                         ;26;Utrecht      ;nee;nee;Tuindorp                                         
5377;Tuindorp;606;Schiedam                                        ;28;Zuid-Holland ;nee;nee;Tuindorp                                         
5378;Tuindorp;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Tuindorp                                         
5379;Tuindorp Broekheurne;153;Enschede                                        ;23;Overijssel   ;nee;nee;Tuindorp Broekheurne                             
5380;Tuindorp Bruggemors;153;Enschede                                        ;23;Overijssel   ;nee;nee;Tuindorp Bruggemors                              
5381;Tuindorp Dolfia;153;Enschede                                        ;23;Overijssel   ;nee;nee;Tuindorp Dolfia                                  
5382;Tuindorp Meerdervoort;642;Zwijndrecht                                     ;28;Zuid-Holland ;nee;nee;Tuindorp Meerdervoort                            
5383;Tuindorp Onnen;17;Haren                                           ;20;Groningen    ;nee;nee;Tuindorp Onnen                                   
5384;Tuindorp Oostzaan;363;Amsterdam                                       ;27;Noord-Holland;nee;nee;Tuindorp Oostzaan                                
5385;Tuindorp Slotermeer;363;Amsterdam                                       ;27;Noord-Holland;nee;nee;Tuindorp Slotermeer                              
5386;Tuinhoek;370;Beemster                                        ;27;Noord-Holland;nee;nee;Tuinhoek                                         
5387;Tuinstad Slotervaart;363;Amsterdam                                       ;27;Noord-Holland;nee;nee;Tuinstad Slotervaart                             
5388;Tuitjenhorn;395;Harenkarspel                                    ;27;Noord-Holland;ja ;nee;Tuitjenhorn                                      
5389;Tuk;1708;Steenwijkerland                                 ;23;Overijssel   ;ja ;nee;Tuk                                              
5390;Tull en 't Waal;321;Houten                                          ;26;Utrecht      ;ja ;nee;Tull en 't Waal                                  
5391;Tungelroy;988;Weert                                           ;31;Limburg      ;nee;nee;Tungelroy                                        
5392;Turkeije;1714;Sluis                                           ;29;Zeeland      ;nee;nee;Turkeije                                         
5393;Tusschen de Bruggen;1669;Roerdalen                                       ;31;Limburg      ;nee;nee;Tusschen de Bruggen                              
5394;Tusschenloegen;1987;Menterwolde                                     ;20;Groningen    ;nee;nee;Tusschenloegen                                   
5395;Tussenklappen;1987;Menterwolde                                     ;20;Groningen    ;nee;nee;Tussenklappen                                    
5396;Tussenlanen;491;Bergambacht                                     ;28;Zuid-Holland ;nee;nee;Tussenlanen                                      
5397;Twaalfmorgen;595;Reeuwijk                                        ;28;Zuid-Holland ;nee;nee;Twaalfmorgen                                     
5398;Tweede Exloërmond;1681;Borger-Odoorn                                   ;22;Drenthe      ;ja ;nee;Tweede Exloërmond                                
5399;Tweede Tol;505;Dordrecht                                       ;28;Zuid-Holland ;nee;nee;Tweede Tol                                       
5400;Tweede Valthermond;1681;Borger-Odoorn                                   ;22;Drenthe      ;ja ;nee;Tweede Valthermond                               
5401;Tweehuizen;10;Delfzijl                                        ;20;Groningen    ;nee;nee;Tweehuizen                                       
5402;Tweemanspolder;1892;Zuidplas                                        ;28;Zuid-Holland ;nee;nee;Tweemanspolder                                   
5403;Twekkelerveld;153;Enschede                                        ;23;Overijssel   ;nee;nee;Twekkelerveld                                    
5404;Twekkelo (ged.);153;Enschede                                        ;23;Overijssel   ;nee;nee;Twekkelo (ged.)                                  
5405;Twekkelo (ged.);164;Hengelo                                         ;23;Overijssel   ;nee;nee;Twekkelo (ged.)                                  
5406;Twello;285;Voorst                                          ;25;Gelderland   ;ja ;nee;Twello                                           
5407;Twenterand;1700;Twenterand                                      ;23;Overijssel   ;nee;ja ;Twenterand                                       
5408;Twijzel;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Twijzel                                          
5409;Twijzelerheide;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Twijzelerheide                                   
5410;Twisk;420;Medemblik                                       ;27;Noord-Holland;ja ;nee;Twisk                                            
5411;Twist;1702;Sint Anthonis                                   ;30;Noord-Brabant;nee;nee;Twist                                            
