ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
266;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2013 november;;;0.0;0.0;kg                       
267;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2013 december;;;;;                         
268;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2013 ;8.0;4964.0;0.0;4.0;kg                       
269;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 januari;0.0;2.0;0.0;0.0;kg                       
270;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 februari;;;;;                         
271;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 maart;2.0;1355.0;;;kg                       
272;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 april;2.0;1355.0;;;kg                       
273;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 mei;2.0;1355.0;;;kg                       
274;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 juni;;;;;                         
275;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 juli;;;;;                         
276;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 augustus;;;;;                         
277;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 september;0.0;0.0;;;kg                       
278;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 oktober;0.0;0.0;;;kg                       
279;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 november;0.0;0.0;;;kg                       
280;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014 december;0.0;0.0;;;kg                       
281;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2014;6.0;4067.0;0.0;0.0;kg                       
282;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 januari;8.0;5039.0;;;kg                       
283;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 februari;9.0;5471.0;;;kg                       
284;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 maart;6.0;3810.0;;;kg                       
285;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 april;3.0;2009.0;;;kg                       
286;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 mei;3.0;1603.0;;;kg                       
287;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 juni;5.0;2646.0;;;kg                       
288;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 juli;5.0;2700.0;;;kg                       
289;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 augustus;1.0;792.0;;;kg                       
290;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 september;3.0;1605.0;;;kg                       
291;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 oktober;9.0;5231.0;;;kg                       
292;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 november;2.0;1147.0;;;kg                       
293;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015 december;2.0;1114.0;;;kg                       
294;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2015;56.0;33167.0;;;kg                       
295;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 januari;6.0;3382.0;;;kg                       
296;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 februari;14.0;8507.0;;;kg                       
297;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 maart;8.0;5089.0;;;kg                       
298;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 april;9.0;5630.0;;;kg                       
299;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 mei;9.0;5398.0;;;kg                       
300;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 juni;14.0;8213.0;;;kg                       
301;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 juli;11.0;6612.0;;;kg                       
302;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 augustus;10.0;6130.0;;;kg                       
303;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 september;6.0;3489.0;;;kg                       
304;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 oktober;10.0;5994.0;;;kg                       
305;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 november;12.0;7030.0;;;kg                       
306;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016 december;10.0;5826.0;;;kg                       
307;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2016;119.0;71300.0;;;kg                       
308;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 januari;17.0;10529.0;;;kg                       
309;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 februari;12.0;7373.0;;;kg                       
310;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 maart;25.0;14896.0;;;kg                       
311;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 april;12.0;7468.0;;;kg                       
312;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 mei;18.0;10627.0;;;kg                       
313;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 juni;12.0;7368.0;;;kg                       
314;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 juli;16.0;9907.0;;;kg                       
315;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 augustus;14.0;8591.0;;;kg                       
316;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 september;17.0;10146.0;;;kg                       
317;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 oktober;29.0;18000.0;;;kg                       
318;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 november;28.0;17191.0;;;kg                       
319;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017 december;9.0;5230.0;;;kg                       
320;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2017;209.0;127326.0;;;kg                       
321;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 januari;1041.0;160140.0;;;kg                       
322;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 februari;50.0;32980.0;;;kg                       
323;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 maart;17.0;8425.0;;;kg                       
324;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 april;2.0;1589.0;;;kg                       
325;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 mei;42.0;25617.0;;;kg                       
326;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 juni;151.0;89707.0;;;kg                       
327;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 juli;114.0;64356.0;;;kg                       
328;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 augustus;0.0;137.0;;;kg                       
329;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 september;19.0;9943.0;;;kg                       
330;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 oktober;0.0;13.0;;;kg                       
331;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 november;11.0;5258.0;;;kg                       
332;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018 december;109.0;61150.0;;;kg                       
333;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2018;1557.0;459315.0;;;kg                       
334;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 januari;57.0;37622.0;;;kg                       
335;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 februari;245.0;162496.0;;;kg                       
336;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 maart;222.0;115321.0;;;kg                       
337;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 april;77.0;43492.0;;;kg                       
338;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 mei;3.0;1790.0;;;kg                       
339;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 juni;114.0;63206.0;;;kg                       
340;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 juli;37.0;16659.0;;;kg                       
341;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 augustus;35.0;21950.0;;;kg                       
342;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 september;31.0;14434.0;;;kg                       
343;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 oktober;7.0;4162.0;;;kg                       
344;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 november;49.0;26507.0;;;kg                       
345;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019 december;10.0;5864.0;;;kg                       
346;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2019;888.0;513503.0;;;kg                       
347;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 januari;;;2.0;729.0;kg                       
348;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 februari;72.0;31377.0;1.0;299.0;kg                       
349;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 maart;88.0;46513.0;0.0;76.0;kg                       
350;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 april;65.0;28341.0;;;kg                       
351;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 mei;45.0;20080.0;0.0;74.0;kg                       
352;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 juni;30.0;19636.0;;;kg                       
353;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 juli;27.0;13279.0;2.0;537.0;kg                       
354;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 augustus;40.0;17705.0;;;kg                       
355;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 september;29.0;19571.0;;;kg                       
356;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 oktober;104.0;45976.0;;;kg                       
357;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 november;;;;;                         
358;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020 december;;;;;                         
359;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2020;499.0;242478.0;5.0;1715.0;kg                       
360;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 januari;0.0;29.0;1.0;170.0;kg                       
361;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 februari;;;7.0;2764.0;kg                       
362;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 maart;0.0;27.0;2.0;508.0;kg                       
363;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 april;1.0;114.0;3.0;860.0;kg                       
364;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 mei;0.0;33.0;1.0;370.0;kg                       
365;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 juni;0.0;58.0;1.0;377.0;kg                       
366;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 juli;0.0;60.0;7.0;2631.0;kg                       
367;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 augustus;0.0;15.0;2.0;837.0;kg                       
368;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 september;1.0;127.0;1.0;234.0;kg                       
369;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 oktober;1.0;124.0;1.0;356.0;kg                       
370;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 november;0.0;44.0;3.0;1126.0;kg                       
371;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021 december;0.0;51.0;3.0;1278.0;kg                       
372;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2021;5.0;682.0;32.0;11511.0;kg                       
373;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 januari;0.0;90.0;3.0;1246.0;kg                       
374;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 februari;0.0;77.0;1.0;606.0;kg                       
375;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 maart;0.0;180.0;1.0;489.0;kg                       
376;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 april;0.0;23.0;1.0;171.0;kg                       
377;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 mei;0.0;68.0;1.0;127.0;kg                       
378;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 juni;0.0;77.0;1.0;128.0;kg                       
379;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 juli;0.0;35.0;;;kg                       
380;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 augustus;0.0;162.0;2.0;757.0;kg                       
381;"8401100000 Kernreactoren ""Euratom""";EU (exclusief Nederland);2022 januari-augustus;2.0;712.0;10.0;3524.0;kg                       
382;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 januari;;;;;                         
383;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 februari;;;;;                         
384;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 maart;;;;;                         
385;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 april;;;;;                         
386;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 mei;;;;;                         
387;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 juni;;;270.0;10260.0;kg                       
388;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 juli;;;;;                         
389;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 augustus;;;;;                         
390;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 september;;;;;                         
391;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 oktober;;;;;                         
392;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 november;;;;;                         
393;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008 december;;;;;                         
394;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2008;;;270.0;10260.0;kg                       
395;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2009 januari;;;;;                         
396;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2009 februari;;;;;                         
397;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2009 maart;;;800.0;28400.0;kg                       
398;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2009 april;;;1896.0;67200.0;kg                       
399;"8401100000 Kernreactoren ""Euratom""";Niet-EU;2009 mei;;;1341.0;42000.0;kg                       
