ID;WayOfEnding;TypeOfPerson;Regions;Periods;EndedDebtRestructuringPlans_1;AverageDuration_2
5576;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2012 2nd quarter;358.0;41.0
5577;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2012 3rd quarter;403.0;41.0
5578;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2012 4th quarter;417.0;41.0
5579;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2012;1616.0;41.0
5580;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2013 1st quarter;456.0;41.0
5581;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2013 2nd quarter;438.0;39.0
5582;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2013 3rd quarter;485.0;38.0
5583;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2013 4th quarter;485.0;37.0
5584;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2013;1864.0;39.0
5585;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2014 1st quarter;544.0;39.0
5586;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2014 2nd quarter;567.0;38.0
5587;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2014 3rd quarter;453.0;39.0
5588;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2014 4th quarter;590.0;38.0
5589;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2014;2154.0;38.0
5590;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2015 1st quarter;527.0;38.0
5591;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2015 2nd quarter;515.0;39.0
5592;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2015 3rd quarter;469.0;39.0
5593;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2015 4th quarter;602.0;39.0
5594;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2015;2113.0;39.0
5595;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2016 1st quarter;613.0;40.0
5596;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2016 2nd quarter;511.0;39.0
5597;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2016 3rd quarter;466.0;40.0
5598;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2016 4th quarter;556.0;39.0
5599;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2016;2146.0;39.0
5600;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2017 1st quarter;645.0;40.0
5601;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2017 2nd quarter;508.0;40.0
5602;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2017 3rd quarter;493.0;40.0
5603;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2017 4th quarter;409.0;39.0
5604;Ended by clean slate;Natural persons total;South of the Netherlands (LD);2017;2055.0;40.0
5605;Ended by clean slate;Natural persons total;Groningen (PV);1999 1st quarter;;
5606;Ended by clean slate;Natural persons total;Groningen (PV);1999 2nd quarter;;
5607;Ended by clean slate;Natural persons total;Groningen (PV);1999 3rd quarter;;
5608;Ended by clean slate;Natural persons total;Groningen (PV);1999 4th quarter;;
5609;Ended by clean slate;Natural persons total;Groningen (PV);1999;;
5610;Ended by clean slate;Natural persons total;Groningen (PV);2000 1st quarter;;
5611;Ended by clean slate;Natural persons total;Groningen (PV);2000 2nd quarter;;
5612;Ended by clean slate;Natural persons total;Groningen (PV);2000 3rd quarter;;
5613;Ended by clean slate;Natural persons total;Groningen (PV);2000 4th quarter;;
5614;Ended by clean slate;Natural persons total;Groningen (PV);2000;;
5615;Ended by clean slate;Natural persons total;Groningen (PV);2001 1st quarter;2.0;19.0
5616;Ended by clean slate;Natural persons total;Groningen (PV);2001 2nd quarter;;
5617;Ended by clean slate;Natural persons total;Groningen (PV);2001 3rd quarter;;
5618;Ended by clean slate;Natural persons total;Groningen (PV);2001 4th quarter;6.0;24.0
5619;Ended by clean slate;Natural persons total;Groningen (PV);2001;8.0;23.0
5620;Ended by clean slate;Natural persons total;Groningen (PV);2002 1st quarter;28.0;34.0
5621;Ended by clean slate;Natural persons total;Groningen (PV);2002 2nd quarter;33.0;35.0
5622;Ended by clean slate;Natural persons total;Groningen (PV);2002 3rd quarter;42.0;33.0
5623;Ended by clean slate;Natural persons total;Groningen (PV);2002 4th quarter;84.0;36.0
5624;Ended by clean slate;Natural persons total;Groningen (PV);2002;187.0;35.0
5625;Ended by clean slate;Natural persons total;Groningen (PV);2003 1st quarter;61.0;36.0
5626;Ended by clean slate;Natural persons total;Groningen (PV);2003 2nd quarter;65.0;38.0
5627;Ended by clean slate;Natural persons total;Groningen (PV);2003 3rd quarter;87.0;36.0
5628;Ended by clean slate;Natural persons total;Groningen (PV);2003 4th quarter;80.0;35.0
5629;Ended by clean slate;Natural persons total;Groningen (PV);2003;293.0;36.0
5630;Ended by clean slate;Natural persons total;Groningen (PV);2004 1st quarter;77.0;37.0
5631;Ended by clean slate;Natural persons total;Groningen (PV);2004 2nd quarter;69.0;37.0
5632;Ended by clean slate;Natural persons total;Groningen (PV);2004 3rd quarter;40.0;35.0
5633;Ended by clean slate;Natural persons total;Groningen (PV);2004 4th quarter;62.0;35.0
5634;Ended by clean slate;Natural persons total;Groningen (PV);2004;248.0;36.0
5635;Ended by clean slate;Natural persons total;Groningen (PV);2005 1st quarter;95.0;36.0
5636;Ended by clean slate;Natural persons total;Groningen (PV);2005 2nd quarter;58.0;33.0
5637;Ended by clean slate;Natural persons total;Groningen (PV);2005 3rd quarter;51.0;35.0
5638;Ended by clean slate;Natural persons total;Groningen (PV);2005 4th quarter;64.0;36.0
5639;Ended by clean slate;Natural persons total;Groningen (PV);2005;268.0;35.0
5640;Ended by clean slate;Natural persons total;Groningen (PV);2006 1st quarter;80.0;37.0
5641;Ended by clean slate;Natural persons total;Groningen (PV);2006 2nd quarter;98.0;37.0
5642;Ended by clean slate;Natural persons total;Groningen (PV);2006 3rd quarter;113.0;36.0
5643;Ended by clean slate;Natural persons total;Groningen (PV);2006 4th quarter;97.0;36.0
5644;Ended by clean slate;Natural persons total;Groningen (PV);2006;388.0;37.0
5645;Ended by clean slate;Natural persons total;Groningen (PV);2007 1st quarter;106.0;37.0
5646;Ended by clean slate;Natural persons total;Groningen (PV);2007 2nd quarter;121.0;37.0
5647;Ended by clean slate;Natural persons total;Groningen (PV);2007 3rd quarter;135.0;37.0
5648;Ended by clean slate;Natural persons total;Groningen (PV);2007 4th quarter;157.0;36.0
5649;Ended by clean slate;Natural persons total;Groningen (PV);2007;519.0;37.0
5650;Ended by clean slate;Natural persons total;Groningen (PV);2008 1st quarter;164.0;37.0
5651;Ended by clean slate;Natural persons total;Groningen (PV);2008 2nd quarter;151.0;36.0
5652;Ended by clean slate;Natural persons total;Groningen (PV);2008 3rd quarter;108.0;36.0
5653;Ended by clean slate;Natural persons total;Groningen (PV);2008 4th quarter;170.0;36.0
5654;Ended by clean slate;Natural persons total;Groningen (PV);2008;593.0;36.0
5655;Ended by clean slate;Natural persons total;Groningen (PV);2009 1st quarter;111.0;37.0
5656;Ended by clean slate;Natural persons total;Groningen (PV);2009 2nd quarter;115.0;37.0
5657;Ended by clean slate;Natural persons total;Groningen (PV);2009 3rd quarter;116.0;36.0
5658;Ended by clean slate;Natural persons total;Groningen (PV);2009 4th quarter;110.0;37.0
5659;Ended by clean slate;Natural persons total;Groningen (PV);2009;452.0;37.0
5660;Ended by clean slate;Natural persons total;Groningen (PV);2010 1st quarter;147.0;38.0
5661;Ended by clean slate;Natural persons total;Groningen (PV);2010 2nd quarter;148.0;37.0
5662;Ended by clean slate;Natural persons total;Groningen (PV);2010 3rd quarter;149.0;37.0
5663;Ended by clean slate;Natural persons total;Groningen (PV);2010 4th quarter;163.0;35.0
5664;Ended by clean slate;Natural persons total;Groningen (PV);2010;607.0;37.0
5665;Ended by clean slate;Natural persons total;Groningen (PV);2011 1st quarter;95.0;36.0
5666;Ended by clean slate;Natural persons total;Groningen (PV);2011 2nd quarter;110.0;32.0
5667;Ended by clean slate;Natural persons total;Groningen (PV);2011 3rd quarter;93.0;35.0
5668;Ended by clean slate;Natural persons total;Groningen (PV);2011 4th quarter;107.0;33.0
5669;Ended by clean slate;Natural persons total;Groningen (PV);2011;405.0;34.0
5670;Ended by clean slate;Natural persons total;Groningen (PV);2012 1st quarter;87.0;34.0
5671;Ended by clean slate;Natural persons total;Groningen (PV);2012 2nd quarter;108.0;33.0
5672;Ended by clean slate;Natural persons total;Groningen (PV);2012 3rd quarter;88.0;35.0
5673;Ended by clean slate;Natural persons total;Groningen (PV);2012 4th quarter;130.0;35.0
5674;Ended by clean slate;Natural persons total;Groningen (PV);2012;413.0;34.0
5675;Ended by clean slate;Natural persons total;Groningen (PV);2013 1st quarter;118.0;33.0
5676;Ended by clean slate;Natural persons total;Groningen (PV);2013 2nd quarter;143.0;34.0
5677;Ended by clean slate;Natural persons total;Groningen (PV);2013 3rd quarter;130.0;34.0
5678;Ended by clean slate;Natural persons total;Groningen (PV);2013 4th quarter;160.0;36.0
5679;Ended by clean slate;Natural persons total;Groningen (PV);2013;551.0;34.0
5680;Ended by clean slate;Natural persons total;Groningen (PV);2014 1st quarter;123.0;35.0
5681;Ended by clean slate;Natural persons total;Groningen (PV);2014 2nd quarter;130.0;36.0
5682;Ended by clean slate;Natural persons total;Groningen (PV);2014 3rd quarter;158.0;37.0
5683;Ended by clean slate;Natural persons total;Groningen (PV);2014 4th quarter;164.0;36.0
5684;Ended by clean slate;Natural persons total;Groningen (PV);2014;575.0;36.0
5685;Ended by clean slate;Natural persons total;Groningen (PV);2015 1st quarter;143.0;35.0
5686;Ended by clean slate;Natural persons total;Groningen (PV);2015 2nd quarter;173.0;35.0
5687;Ended by clean slate;Natural persons total;Groningen (PV);2015 3rd quarter;181.0;35.0
5688;Ended by clean slate;Natural persons total;Groningen (PV);2015 4th quarter;183.0;35.0
5689;Ended by clean slate;Natural persons total;Groningen (PV);2015;680.0;35.0
5690;Ended by clean slate;Natural persons total;Groningen (PV);2016 1st quarter;153.0;36.0
5691;Ended by clean slate;Natural persons total;Groningen (PV);2016 2nd quarter;180.0;34.0
5692;Ended by clean slate;Natural persons total;Groningen (PV);2016 3rd quarter;163.0;36.0
5693;Ended by clean slate;Natural persons total;Groningen (PV);2016 4th quarter;191.0;35.0
5694;Ended by clean slate;Natural persons total;Groningen (PV);2016;687.0;35.0
5695;Ended by clean slate;Natural persons total;Groningen (PV);2017 1st quarter;192.0;34.0
5696;Ended by clean slate;Natural persons total;Groningen (PV);2017 2nd quarter;228.0;36.0
5697;Ended by clean slate;Natural persons total;Groningen (PV);2017 3rd quarter;167.0;34.0
5698;Ended by clean slate;Natural persons total;Groningen (PV);2017 4th quarter;208.0;34.0
5699;Ended by clean slate;Natural persons total;Groningen (PV);2017;795.0;35.0
5700;Ended by clean slate;Natural persons total;Friesland (PV);1999 1st quarter;;
5701;Ended by clean slate;Natural persons total;Friesland (PV);1999 2nd quarter;;
5702;Ended by clean slate;Natural persons total;Friesland (PV);1999 3rd quarter;1.0;0.0
5703;Ended by clean slate;Natural persons total;Friesland (PV);1999 4th quarter;;
5704;Ended by clean slate;Natural persons total;Friesland (PV);1999;1.0;0.0
5705;Ended by clean slate;Natural persons total;Friesland (PV);2000 1st quarter;2.0;13.0
5706;Ended by clean slate;Natural persons total;Friesland (PV);2000 2nd quarter;1.0;12.0
5707;Ended by clean slate;Natural persons total;Friesland (PV);2000 3rd quarter;1.0;13.0
5708;Ended by clean slate;Natural persons total;Friesland (PV);2000 4th quarter;3.0;14.0
5709;Ended by clean slate;Natural persons total;Friesland (PV);2000;7.0;13.0
5710;Ended by clean slate;Natural persons total;Friesland (PV);2001 1st quarter;2.0;5.0
5711;Ended by clean slate;Natural persons total;Friesland (PV);2001 2nd quarter;3.0;14.0
5712;Ended by clean slate;Natural persons total;Friesland (PV);2001 3rd quarter;2.0;15.0
5713;Ended by clean slate;Natural persons total;Friesland (PV);2001 4th quarter;4.0;21.0
5714;Ended by clean slate;Natural persons total;Friesland (PV);2001;11.0;15.0
5715;Ended by clean slate;Natural persons total;Friesland (PV);2002 1st quarter;24.0;24.0
5716;Ended by clean slate;Natural persons total;Friesland (PV);2002 2nd quarter;21.0;33.0
5717;Ended by clean slate;Natural persons total;Friesland (PV);2002 3rd quarter;29.0;32.0
5718;Ended by clean slate;Natural persons total;Friesland (PV);2002 4th quarter;25.0;35.0
5719;Ended by clean slate;Natural persons total;Friesland (PV);2002;99.0;31.0
5720;Ended by clean slate;Natural persons total;Friesland (PV);2003 1st quarter;35.0;34.0
5721;Ended by clean slate;Natural persons total;Friesland (PV);2003 2nd quarter;57.0;35.0
5722;Ended by clean slate;Natural persons total;Friesland (PV);2003 3rd quarter;38.0;38.0
5723;Ended by clean slate;Natural persons total;Friesland (PV);2003 4th quarter;32.0;36.0
5724;Ended by clean slate;Natural persons total;Friesland (PV);2003;162.0;36.0
5725;Ended by clean slate;Natural persons total;Friesland (PV);2004 1st quarter;51.0;36.0
5726;Ended by clean slate;Natural persons total;Friesland (PV);2004 2nd quarter;62.0;34.0
5727;Ended by clean slate;Natural persons total;Friesland (PV);2004 3rd quarter;53.0;37.0
5728;Ended by clean slate;Natural persons total;Friesland (PV);2004 4th quarter;38.0;37.0
5729;Ended by clean slate;Natural persons total;Friesland (PV);2004;204.0;36.0
5730;Ended by clean slate;Natural persons total;Friesland (PV);2005 1st quarter;60.0;35.0
5731;Ended by clean slate;Natural persons total;Friesland (PV);2005 2nd quarter;35.0;43.0
5732;Ended by clean slate;Natural persons total;Friesland (PV);2005 3rd quarter;46.0;44.0
5733;Ended by clean slate;Natural persons total;Friesland (PV);2005 4th quarter;13.0;34.0
5734;Ended by clean slate;Natural persons total;Friesland (PV);2005;154.0;40.0
5735;Ended by clean slate;Natural persons total;Friesland (PV);2006 1st quarter;37.0;40.0
5736;Ended by clean slate;Natural persons total;Friesland (PV);2006 2nd quarter;16.0;43.0
5737;Ended by clean slate;Natural persons total;Friesland (PV);2006 3rd quarter;35.0;45.0
5738;Ended by clean slate;Natural persons total;Friesland (PV);2006 4th quarter;58.0;43.0
5739;Ended by clean slate;Natural persons total;Friesland (PV);2006;146.0;43.0
5740;Ended by clean slate;Natural persons total;Friesland (PV);2007 1st quarter;44.0;41.0
