ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
6882;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2016/'17;3200;3110;97.0
6883;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2017/'18;3040;2950;97.0
6884;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2018/'19;2870;2790;97.0
6885;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2019/'20;2820;2810;
6886;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2020/'21;2540;2520;99.0
6887;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2021/'22;2510;2500;99.0
6888;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2022/'23;2360;2240;95.0
6889;Vrouwen;Vmbo-b/k totaal;Noord-Brabant (PV);2023/'24;2680;2600;97.0
6890;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2011/'12;1400;1300;93.0
6891;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2012/'13;1430;1360;95.0
6892;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2013/'14;1360;1310;96.0
6893;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2014/'15;1390;1350;97.0
6894;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2015/'16;1380;1330;96.0
6895;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2016/'17;1390;1350;97.0
6896;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2017/'18;1280;1230;96.0
6897;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2018/'19;1290;1250;97.0
6898;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2019/'20;1110;1110;
6899;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2020/'21;1050;1040;99.0
6900;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2021/'22;1010;1000;99.0
6901;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2022/'23;1000;960;96.0
6902;Vrouwen;Vmbo-b/k totaal;Limburg (PV);2023/'24;1090;1060;97.0
6903;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2011/'12;40;40;
6904;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2012/'13;50;40;
6905;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2013/'14;50;40;
6906;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2014/'15;50;40;
6907;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2015/'16;40;40;
6908;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2016/'17;30;30;
6909;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2017/'18;40;40;
6910;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2018/'19;30;30;
6911;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2019/'20;40;40;
6912;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2020/'21;50;50;100.0
6913;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2021/'22;30;30;94.0
6914;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2022/'23;50;50;98.0
6915;Vrouwen;Vmbo-b/k totaal;Niet in te delen (PV);2023/'24;40;30;92.0
6916;Vrouwen;Vmbo-b/k totaal;Amsterdam;2011/'12;790;730;92.0
6917;Vrouwen;Vmbo-b/k totaal;Amsterdam;2012/'13;770;730;94.0
6918;Vrouwen;Vmbo-b/k totaal;Amsterdam;2013/'14;830;780;94.0
6919;Vrouwen;Vmbo-b/k totaal;Amsterdam;2014/'15;840;800;95.0
6920;Vrouwen;Vmbo-b/k totaal;Amsterdam;2015/'16;910;870;96.0
6921;Vrouwen;Vmbo-b/k totaal;Amsterdam;2016/'17;900;870;97.0
6922;Vrouwen;Vmbo-b/k totaal;Amsterdam;2017/'18;800;760;94.0
6923;Vrouwen;Vmbo-b/k totaal;Amsterdam;2018/'19;710;660;94.0
6924;Vrouwen;Vmbo-b/k totaal;Amsterdam;2019/'20;720;710;
6925;Vrouwen;Vmbo-b/k totaal;Amsterdam;2020/'21;610;600;97.0
6926;Vrouwen;Vmbo-b/k totaal;Amsterdam;2021/'22;590;580;99.0
6927;Vrouwen;Vmbo-b/k totaal;Amsterdam;2022/'23;530;480;91.0
6928;Vrouwen;Vmbo-b/k totaal;Amsterdam;2023/'24;550;510;93.0
6929;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2011/'12;600;560;94.0
6930;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2012/'13;640;590;92.0
6931;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2013/'14;610;570;94.0
6932;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2014/'15;630;610;97.0
6933;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2015/'16;640;610;96.0
6934;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2016/'17;630;610;96.0
6935;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2017/'18;630;600;96.0
6936;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2018/'19;580;560;96.0
6937;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2019/'20;590;580;
6938;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2020/'21;580;570;99.0
6939;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2021/'22;520;510;98.0
6940;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2022/'23;480;450;93.0
6941;Vrouwen;Vmbo-b/k totaal;'s-Gravenhage (gemeente);2023/'24;540;500;93.0
6942;Vrouwen;Vmbo-b/k totaal;Rotterdam;2011/'12;840;780;93.0
6943;Vrouwen;Vmbo-b/k totaal;Rotterdam;2012/'13;920;850;92.0
6944;Vrouwen;Vmbo-b/k totaal;Rotterdam;2013/'14;900;860;95.0
6945;Vrouwen;Vmbo-b/k totaal;Rotterdam;2014/'15;950;910;95.0
6946;Vrouwen;Vmbo-b/k totaal;Rotterdam;2015/'16;950;880;93.0
6947;Vrouwen;Vmbo-b/k totaal;Rotterdam;2016/'17;950;900;94.0
6948;Vrouwen;Vmbo-b/k totaal;Rotterdam;2017/'18;890;850;96.0
6949;Vrouwen;Vmbo-b/k totaal;Rotterdam;2018/'19;810;770;95.0
6950;Vrouwen;Vmbo-b/k totaal;Rotterdam;2019/'20;810;800;
6951;Vrouwen;Vmbo-b/k totaal;Rotterdam;2020/'21;770;770;99.0
6952;Vrouwen;Vmbo-b/k totaal;Rotterdam;2021/'22;690;680;99.0
6953;Vrouwen;Vmbo-b/k totaal;Rotterdam;2022/'23;690;650;93.0
6954;Vrouwen;Vmbo-b/k totaal;Rotterdam;2023/'24;750;720;97.0
6955;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2011/'12;300;270;91.0
6956;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2012/'13;280;270;95.0
6957;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2013/'14;290;270;94.0
6958;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2014/'15;330;310;94.0
6959;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2015/'16;350;350;
6960;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2016/'17;380;360;96.0
6961;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2017/'18;410;390;95.0
6962;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2018/'19;370;370;
6963;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2019/'20;320;320;
6964;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2020/'21;330;330;100.0
6965;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2021/'22;300;290;97.0
6966;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2022/'23;240;220;89.0
6967;Vrouwen;Vmbo-b/k totaal;Utrecht (gemeente);2023/'24;300;280;91.0
6968;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2011/'12;2530;2340;92.0
6969;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2012/'13;2620;2440;93.0
6970;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2013/'14;2640;2480;94.0
6971;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2014/'15;2750;2630;95.0
6972;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2015/'16;2840;2710;95.0
6973;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2016/'17;2860;2740;96.0
6974;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2017/'18;2730;2600;95.0
6975;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2018/'19;2470;2360;96.0
6976;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2019/'20;2430;2420;99.0
6977;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2020/'21;2290;2260;99.0
6978;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2021/'22;2090;2060;99.0
6979;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2022/'23;1940;1790;92.0
6980;Vrouwen;Vmbo-b/k totaal;Vier grootste gemeenten (G4);2023/'24;2130;2010;94.0
6981;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;3650;3420;94.0
6982;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;3880;3620;93.0
6983;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;4160;3930;95.0
6984;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;4570;4380;96.0
6985;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;4680;4520;96.0
6986;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;4770;4600;97.0
6987;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;4670;4470;96.0
6988;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;4380;4220;96.0
6989;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;4170;4160;100.0
6990;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;4060;4030;99.0
6991;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;3850;3800;99.0
6992;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;3760;3560;95.0
6993;Vrouwen;Vmbo-b/k totaal;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;4180;4000;96.0
6994;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2011/'12;15210;14370;94.0
6995;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2012/'13;15210;14420;95.0
6996;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2013/'14;15350;14790;96.0
6997;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2014/'15;15380;14860;97.0
6998;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2015/'16;15370;14890;97.0
6999;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2016/'17;15370;14930;97.0
7000;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2017/'18;14830;14350;97.0
7001;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2018/'19;14330;13900;97.0
7002;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2019/'20;13090;13050;100.0
7003;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2020/'21;12220;12150;99.0
7004;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2021/'22;11680;11580;99.0
7005;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2022/'23;11370;10870;96.0
7006;Vrouwen;Vmbo-b/k totaal;Gemeenten < 100 000 inwoners;2023/'24;12380;12000;97.0
7007;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2011/'12;40;40;
7008;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2012/'13;50;40;
7009;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2013/'14;50;40;
7010;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2014/'15;50;40;
7011;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2015/'16;40;40;
7012;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2016/'17;30;30;
7013;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2017/'18;40;40;
7014;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2018/'19;30;30;
7015;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2019/'20;40;40;
7016;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2020/'21;50;50;100.0
7017;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2021/'22;30;30;94.0
7018;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2022/'23;50;50;98.0
7019;Vrouwen;Vmbo-b/k totaal;"Gemeenten; niet in te delen";2023/'24;40;30;92.0
7020;Vrouwen;Vmbo-b;Nederland;2011/'12;8930;8560;96.0
7021;Vrouwen;Vmbo-b;Nederland;2012/'13;8960;8670;97.0
7022;Vrouwen;Vmbo-b;Nederland;2013/'14;9090;8830;97.0
7023;Vrouwen;Vmbo-b;Nederland;2014/'15;9060;8870;98.0
7024;Vrouwen;Vmbo-b;Nederland;2015/'16;9010;8830;98.0
7025;Vrouwen;Vmbo-b;Nederland;2016/'17;8870;8710;98.0
7026;Vrouwen;Vmbo-b;Nederland;2017/'18;8260;8090;98.0
7027;Vrouwen;Vmbo-b;Nederland;2018/'19;7530;7390;98.0
7028;Vrouwen;Vmbo-b;Nederland;2019/'20;6810;6770;99.0
7029;Vrouwen;Vmbo-b;Nederland;2020/'21;6260;6220;99.0
7030;Vrouwen;Vmbo-b;Nederland;2021/'22;5910;5860;99.0
7031;Vrouwen;Vmbo-b;Nederland;2022/'23;5570;5340;96.0
7032;Vrouwen;Vmbo-b;Nederland;2023/'24;6230;6060;97.0
7033;Vrouwen;Vmbo-b;Noord-Nederland (LD);2011/'12;940;920;97.0
7034;Vrouwen;Vmbo-b;Noord-Nederland (LD);2012/'13;960;930;97.0
7035;Vrouwen;Vmbo-b;Noord-Nederland (LD);2013/'14;970;950;98.0
7036;Vrouwen;Vmbo-b;Noord-Nederland (LD);2014/'15;960;940;98.0
7037;Vrouwen;Vmbo-b;Noord-Nederland (LD);2015/'16;910;900;99.0
7038;Vrouwen;Vmbo-b;Noord-Nederland (LD);2016/'17;870;850;98.0
7039;Vrouwen;Vmbo-b;Noord-Nederland (LD);2017/'18;860;850;98.0
7040;Vrouwen;Vmbo-b;Noord-Nederland (LD);2018/'19;800;780;97.0
7041;Vrouwen;Vmbo-b;Noord-Nederland (LD);2019/'20;690;690;
7042;Vrouwen;Vmbo-b;Noord-Nederland (LD);2020/'21;680;680;100.0
7043;Vrouwen;Vmbo-b;Noord-Nederland (LD);2021/'22;550;550;100.0
7044;Vrouwen;Vmbo-b;Noord-Nederland (LD);2022/'23;570;560;98.0
7045;Vrouwen;Vmbo-b;Noord-Nederland (LD);2023/'24;660;650;98.0
7046;Vrouwen;Vmbo-b;Oost-Nederland (LD);2011/'12;2010;1920;95.0
7047;Vrouwen;Vmbo-b;Oost-Nederland (LD);2012/'13;1950;1890;97.0
7048;Vrouwen;Vmbo-b;Oost-Nederland (LD);2013/'14;2030;1970;97.0
7049;Vrouwen;Vmbo-b;Oost-Nederland (LD);2014/'15;2080;2040;98.0
7050;Vrouwen;Vmbo-b;Oost-Nederland (LD);2015/'16;2130;2080;98.0
7051;Vrouwen;Vmbo-b;Oost-Nederland (LD);2016/'17;2130;2100;98.0
7052;Vrouwen;Vmbo-b;Oost-Nederland (LD);2017/'18;1970;1940;98.0
7053;Vrouwen;Vmbo-b;Oost-Nederland (LD);2018/'19;1870;1840;98.0
7054;Vrouwen;Vmbo-b;Oost-Nederland (LD);2019/'20;1660;1650;99.0
7055;Vrouwen;Vmbo-b;Oost-Nederland (LD);2020/'21;1520;1510;99.0
7056;Vrouwen;Vmbo-b;Oost-Nederland (LD);2021/'22;1430;1410;99.0
7057;Vrouwen;Vmbo-b;Oost-Nederland (LD);2022/'23;1400;1330;95.0
7058;Vrouwen;Vmbo-b;Oost-Nederland (LD);2023/'24;1530;1480;97.0
7059;Vrouwen;Vmbo-b;West-Nederland (LD);2011/'12;4070;3910;96.0
7060;Vrouwen;Vmbo-b;West-Nederland (LD);2012/'13;4210;4060;96.0
7061;Vrouwen;Vmbo-b;West-Nederland (LD);2013/'14;4210;4070;97.0
7062;Vrouwen;Vmbo-b;West-Nederland (LD);2014/'15;4220;4120;98.0
7063;Vrouwen;Vmbo-b;West-Nederland (LD);2015/'16;4200;4120;98.0
7064;Vrouwen;Vmbo-b;West-Nederland (LD);2016/'17;4060;3980;98.0
7065;Vrouwen;Vmbo-b;West-Nederland (LD);2017/'18;3850;3760;98.0
7066;Vrouwen;Vmbo-b;West-Nederland (LD);2018/'19;3450;3380;98.0
7067;Vrouwen;Vmbo-b;West-Nederland (LD);2019/'20;3110;3090;99.0
7068;Vrouwen;Vmbo-b;West-Nederland (LD);2020/'21;2910;2890;99.0
7069;Vrouwen;Vmbo-b;West-Nederland (LD);2021/'22;2720;2700;99.0
7070;Vrouwen;Vmbo-b;West-Nederland (LD);2022/'23;2470;2380;96.0
7071;Vrouwen;Vmbo-b;West-Nederland (LD);2023/'24;2750;2680;97.0
7072;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2011/'12;1890;1800;95.0
7073;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2012/'13;1830;1780;97.0
7074;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2013/'14;1860;1820;98.0
7075;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2014/'15;1790;1750;98.0
7076;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2015/'16;1750;1710;98.0
7077;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2016/'17;1810;1780;99.0
7078;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2017/'18;1560;1530;98.0
7079;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2018/'19;1390;1380;99.0
7080;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2019/'20;1330;1320;
7081;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2020/'21;1130;1130;100.0
7082;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2021/'22;1200;1190;99.0
7083;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2022/'23;1110;1060;95.0
7084;Vrouwen;Vmbo-b;Zuid-Nederland (LD);2023/'24;1280;1250;98.0
7085;Vrouwen;Vmbo-b;Niet in te delen (LD);2011/'12;20;20;
7086;Vrouwen;Vmbo-b;Niet in te delen (LD);2012/'13;20;10;
7087;Vrouwen;Vmbo-b;Niet in te delen (LD);2013/'14;20;20;
7088;Vrouwen;Vmbo-b;Niet in te delen (LD);2014/'15;20;20;
7089;Vrouwen;Vmbo-b;Niet in te delen (LD);2015/'16;10;10;
7090;Vrouwen;Vmbo-b;Niet in te delen (LD);2016/'17;10;10;
7091;Vrouwen;Vmbo-b;Niet in te delen (LD);2017/'18;10;10;
7092;Vrouwen;Vmbo-b;Niet in te delen (LD);2018/'19;10;10;
7093;Vrouwen;Vmbo-b;Niet in te delen (LD);2019/'20;20;20;
7094;Vrouwen;Vmbo-b;Niet in te delen (LD);2020/'21;20;20;100.0
7095;Vrouwen;Vmbo-b;Niet in te delen (LD);2021/'22;10;10;
7096;Vrouwen;Vmbo-b;Niet in te delen (LD);2022/'23;20;20;94.0
7097;Vrouwen;Vmbo-b;Niet in te delen (LD);2023/'24;10;10;
7098;Vrouwen;Vmbo-b;Groningen (PV);2011/'12;300;290;96.0
7099;Vrouwen;Vmbo-b;Groningen (PV);2012/'13;290;280;97.0
7100;Vrouwen;Vmbo-b;Groningen (PV);2013/'14;300;290;
7101;Vrouwen;Vmbo-b;Groningen (PV);2014/'15;300;290;
7102;Vrouwen;Vmbo-b;Groningen (PV);2015/'16;310;310;
7103;Vrouwen;Vmbo-b;Groningen (PV);2016/'17;280;270;
7104;Vrouwen;Vmbo-b;Groningen (PV);2017/'18;270;260;
7105;Vrouwen;Vmbo-b;Groningen (PV);2018/'19;260;260;
7106;Vrouwen;Vmbo-b;Groningen (PV);2019/'20;190;190;
7107;Vrouwen;Vmbo-b;Groningen (PV);2020/'21;220;220;100.0
7108;Vrouwen;Vmbo-b;Groningen (PV);2021/'22;180;170;99.0
7109;Vrouwen;Vmbo-b;Groningen (PV);2022/'23;170;170;98.0
7110;Vrouwen;Vmbo-b;Groningen (PV);2023/'24;200;200;99.0
7111;Vrouwen;Vmbo-b;Fryslân (PV);2011/'12;330;320;97.0
7112;Vrouwen;Vmbo-b;Fryslân (PV);2012/'13;370;360;
7113;Vrouwen;Vmbo-b;Fryslân (PV);2013/'14;370;360;
7114;Vrouwen;Vmbo-b;Fryslân (PV);2014/'15;350;340;
7115;Vrouwen;Vmbo-b;Fryslân (PV);2015/'16;310;310;
7116;Vrouwen;Vmbo-b;Fryslân (PV);2016/'17;300;300;
7117;Vrouwen;Vmbo-b;Fryslân (PV);2017/'18;310;300;
7118;Vrouwen;Vmbo-b;Fryslân (PV);2018/'19;300;290;
7119;Vrouwen;Vmbo-b;Fryslân (PV);2019/'20;280;280;
7120;Vrouwen;Vmbo-b;Fryslân (PV);2020/'21;250;250;99.0
7121;Vrouwen;Vmbo-b;Fryslân (PV);2021/'22;220;220;100.0
7122;Vrouwen;Vmbo-b;Fryslân (PV);2022/'23;200;190;98.0
7123;Vrouwen;Vmbo-b;Fryslân (PV);2023/'24;250;240;98.0
7124;Vrouwen;Vmbo-b;Drenthe (PV);2011/'12;310;310;
7125;Vrouwen;Vmbo-b;Drenthe (PV);2012/'13;300;290;
7126;Vrouwen;Vmbo-b;Drenthe (PV);2013/'14;300;300;
7127;Vrouwen;Vmbo-b;Drenthe (PV);2014/'15;310;300;
7128;Vrouwen;Vmbo-b;Drenthe (PV);2015/'16;300;290;
7129;Vrouwen;Vmbo-b;Drenthe (PV);2016/'17;290;280;
7130;Vrouwen;Vmbo-b;Drenthe (PV);2017/'18;290;290;
7131;Vrouwen;Vmbo-b;Drenthe (PV);2018/'19;240;230;
7132;Vrouwen;Vmbo-b;Drenthe (PV);2019/'20;220;220;
7133;Vrouwen;Vmbo-b;Drenthe (PV);2020/'21;210;210;100.0
7134;Vrouwen;Vmbo-b;Drenthe (PV);2021/'22;160;160;100.0
7135;Vrouwen;Vmbo-b;Drenthe (PV);2022/'23;200;200;97.0
7136;Vrouwen;Vmbo-b;Drenthe (PV);2023/'24;210;210;99.0
7137;Vrouwen;Vmbo-b;Overijssel (PV);2011/'12;680;630;93.0
7138;Vrouwen;Vmbo-b;Overijssel (PV);2012/'13;680;660;97.0
7139;Vrouwen;Vmbo-b;Overijssel (PV);2013/'14;720;690;97.0
7140;Vrouwen;Vmbo-b;Overijssel (PV);2014/'15;680;680;
7141;Vrouwen;Vmbo-b;Overijssel (PV);2015/'16;730;710;96.0
7142;Vrouwen;Vmbo-b;Overijssel (PV);2016/'17;690;680;99.0
7143;Vrouwen;Vmbo-b;Overijssel (PV);2017/'18;640;630;98.0
7144;Vrouwen;Vmbo-b;Overijssel (PV);2018/'19;610;600;97.0
7145;Vrouwen;Vmbo-b;Overijssel (PV);2019/'20;560;550;
7146;Vrouwen;Vmbo-b;Overijssel (PV);2020/'21;510;500;99.0
7147;Vrouwen;Vmbo-b;Overijssel (PV);2021/'22;500;490;98.0
7148;Vrouwen;Vmbo-b;Overijssel (PV);2022/'23;440;410;94.0
7149;Vrouwen;Vmbo-b;Overijssel (PV);2023/'24;520;510;98.0
7150;Vrouwen;Vmbo-b;Flevoland (PV);2011/'12;300;290;96.0
7151;Vrouwen;Vmbo-b;Flevoland (PV);2012/'13;280;270;96.0
7152;Vrouwen;Vmbo-b;Flevoland (PV);2013/'14;320;310;
7153;Vrouwen;Vmbo-b;Flevoland (PV);2014/'15;300;290;
7154;Vrouwen;Vmbo-b;Flevoland (PV);2015/'16;280;270;
7155;Vrouwen;Vmbo-b;Flevoland (PV);2016/'17;300;300;
7156;Vrouwen;Vmbo-b;Flevoland (PV);2017/'18;300;290;
7157;Vrouwen;Vmbo-b;Flevoland (PV);2018/'19;250;250;
7158;Vrouwen;Vmbo-b;Flevoland (PV);2019/'20;210;210;
7159;Vrouwen;Vmbo-b;Flevoland (PV);2020/'21;250;250;100.0
7160;Vrouwen;Vmbo-b;Flevoland (PV);2021/'22;210;210;98.0
7161;Vrouwen;Vmbo-b;Flevoland (PV);2022/'23;200;200;98.0
7162;Vrouwen;Vmbo-b;Flevoland (PV);2023/'24;220;210;95.0
7163;Vrouwen;Vmbo-b;Gelderland (PV);2011/'12;1040;1000;96.0
7164;Vrouwen;Vmbo-b;Gelderland (PV);2012/'13;990;970;97.0
7165;Vrouwen;Vmbo-b;Gelderland (PV);2013/'14;1000;970;97.0
7166;Vrouwen;Vmbo-b;Gelderland (PV);2014/'15;1100;1070;98.0
7167;Vrouwen;Vmbo-b;Gelderland (PV);2015/'16;1120;1100;99.0
7168;Vrouwen;Vmbo-b;Gelderland (PV);2016/'17;1130;1120;99.0
7169;Vrouwen;Vmbo-b;Gelderland (PV);2017/'18;1040;1020;99.0
7170;Vrouwen;Vmbo-b;Gelderland (PV);2018/'19;1010;1000;99.0
7171;Vrouwen;Vmbo-b;Gelderland (PV);2019/'20;900;900;
7172;Vrouwen;Vmbo-b;Gelderland (PV);2020/'21;760;760;99.0
7173;Vrouwen;Vmbo-b;Gelderland (PV);2021/'22;720;710;99.0
7174;Vrouwen;Vmbo-b;Gelderland (PV);2022/'23;760;720;95.0
7175;Vrouwen;Vmbo-b;Gelderland (PV);2023/'24;790;760;97.0
7176;Vrouwen;Vmbo-b;Utrecht (PV);2011/'12;610;580;95.0
7177;Vrouwen;Vmbo-b;Utrecht (PV);2012/'13;560;540;97.0
7178;Vrouwen;Vmbo-b;Utrecht (PV);2013/'14;640;630;97.0
7179;Vrouwen;Vmbo-b;Utrecht (PV);2014/'15;600;590;98.0
7180;Vrouwen;Vmbo-b;Utrecht (PV);2015/'16;660;650;
7181;Vrouwen;Vmbo-b;Utrecht (PV);2016/'17;610;600;98.0
7182;Vrouwen;Vmbo-b;Utrecht (PV);2017/'18;630;620;98.0
7183;Vrouwen;Vmbo-b;Utrecht (PV);2018/'19;570;560;98.0
7184;Vrouwen;Vmbo-b;Utrecht (PV);2019/'20;530;530;
7185;Vrouwen;Vmbo-b;Utrecht (PV);2020/'21;480;480;100.0
7186;Vrouwen;Vmbo-b;Utrecht (PV);2021/'22;410;410;99.0
7187;Vrouwen;Vmbo-b;Utrecht (PV);2022/'23;400;380;94.0
