ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenBijstandsuitkering_1
1591;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;430
1592;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;420
1593;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;780
1594;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;730
1595;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;660
1596;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;600
1597;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;610
1598;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;550
1599;Vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2005 september;440
1600;Vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2006 september;520
1601;Vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2007 september;510
1602;Vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2005 september;460
1603;Vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2006 september;380
1604;Vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2007 september;430
1605;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;3430
1606;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;3370
1607;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;3230
1608;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;19120
1609;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;19610
1610;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;19840
1611;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;1020
1612;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;1420
1613;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;1280
1614;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;1190
1615;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;1060
1616;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;1010
1617;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;1880
1618;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;1840
1619;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;1930
1620;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;1750
1621;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;1630
1622;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;1590
1623;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2005 september;1380
1624;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2006 september;1530
1625;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2007 september;1440
1626;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2005 september;1280
1627;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2006 september;1240
1628;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2007 september;1400
1629;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;10620
1630;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;10890
1631;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;11190
1632;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;49370
1633;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;49040
1634;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;49120
1635;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;1720
1636;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;2040
1637;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;1820
1638;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;1850
1639;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;1690
1640;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;1610
1641;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;3230
1642;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;3150
1643;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;3150
1644;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;2730
1645;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;2800
1646;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;2820
1647;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2005 september;2290
1648;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2006 september;2470
1649;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2007 september;2630
1650;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2005 september;2660
1651;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2006 september;2130
1652;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2007 september;2360
1653;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;34890
1654;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;34760
1655;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;34720
1656;Vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;30900
1657;Vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;30220
1658;Vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;29850
1659;Vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;930
1660;Vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;1130
1661;Vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;1020
1662;Vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;1060
1663;Vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;930
1664;Vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;870
1665;Vrouwen;55 tot 65 jaar;Autochtoon;5;2005 september;1850
1666;Vrouwen;55 tot 65 jaar;Autochtoon;5;2006 september;1740
1667;Vrouwen;55 tot 65 jaar;Autochtoon;5;2007 september;1710
1668;Vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;1490
1669;Vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;1590
1670;Vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;1550
1671;Vrouwen;55 tot 65 jaar;Autochtoon;7;2005 september;1260
1672;Vrouwen;55 tot 65 jaar;Autochtoon;7;2006 september;1350
1673;Vrouwen;55 tot 65 jaar;Autochtoon;7;2007 september;1490
1674;Vrouwen;55 tot 65 jaar;Autochtoon;9;2005 september;1550
1675;Vrouwen;55 tot 65 jaar;Autochtoon;9;2006 september;1170
1676;Vrouwen;55 tot 65 jaar;Autochtoon;9;2007 september;1300
1677;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;22760
1678;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;22300
1679;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;21920
1680;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;6250
1681;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;6280
1682;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;6340
1683;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;200
1684;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;300
1685;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;260
1686;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;220
1687;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;210
1688;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;230
1689;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;400
1690;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;370
1691;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;450
1692;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;380
1693;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;380
1694;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;350
1695;Vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2005 september;310
1696;Vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2006 september;340
1697;Vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2007 september;360
1698;Vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2005 september;380
1699;Vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2006 september;280
1700;Vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2007 september;320
1701;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;4360
1702;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;4400
1703;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;4370
1704;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;12230
1705;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;12540
1706;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;12930
1707;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;590
1708;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;610
1709;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;550
1710;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;570
1711;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;540
1712;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;510
1713;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;980
1714;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;1040
1715;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;1000
1716;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;870
1717;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;830
1718;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;920
1719;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2005 september;720
1720;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2006 september;780
1721;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2007 september;780
1722;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2005 september;730
1723;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2006 september;690
1724;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2007 september;740
1725;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;7770
1726;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;8060
1727;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;8430
