ID;WijkenEnBuurten1995;Regioaanduiding_1;Gemeentenaam_2;Gemeentecode_3;Wijkcode_4;Stedelijkheid_5;Buurtcode_6;OmgevingsadressendichtheidPerKm2_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;AantalInwoners_10;Mannen_11;Vrouwen_12;Leeftijd014Jaar_13;Leeftijd1524Jaar_14;Leeftijd2544Jaar_15;Leeftijd4564Jaar_16;Leeftijd65JaarEnOuder_17;AantalGezinnen_18;NietInGezinsverbandLevendePersonen_19;GezinnenMetKinderen_20;GemiddeldeGezinsgrootte_21;Bevolkingsdichtheid_22;Allochtonen_23;GemiddeldBesteedbaarInkomenPerInw_24;GemiddeldInkomenPerInkomensontvanger_25;InkomensontvangersMetLaagInkomen_26;InkomensontvangersMetHoogInkomen_27;NietActieveInkomensontvangers_28;TotaleOppervlakteInKm2_29;OppervlakteLandInKm2_30;Woningvoorraad_31;AantalVestigingenVanBedrijven_32;Nijverheid_33;TotaalCommercieleDienstverlening_34;Groothandel_35;Detailhandel_36;Horeca_37;OverigeDienstverlening_38;ZakelijkeDienstverlening_39;OverigeDienstverlening_40
9416;6540004;B;Borsele                                 ;654;00;5.0;04;10.0;4455.0;1.0;20;20;20;;;;;;0.0;;;;10;;;;;;;11.9;10.9;0;2;;;;;;;;
9417;6540006;B;Borsele                                 ;654;00;5.0;06;114.0;4453.0;1.0;300;160;140;15.0;12.0;28.0;29.0;17.0;90.0;14.0;67.0;3.0;30;;9870.0;14702.0;38.0;29.0;;8.5;8.4;130;2;;;;;;;;
9418;6540007;B;Borsele                                 ;654;00;5.0;07;42.0;4454.0;1.0;210;110;90;24.0;13.0;25.0;28.0;9.0;50.0;8.0;58.0;3.5;20;;6693.0;12411.0;54.0;;;10.7;10.7;70;1;;;;;;;;
9419;6540008;B;Borsele                                 ;654;00;5.0;08;79.0;4455.0;1.0;160;90;70;17.0;12.0;26.0;29.0;16.0;50.0;11.0;60.0;3.0;40;;10051.0;15292.0;26.0;;;4.3;4.3;70;1;;;;;;;;
9420;6540009;B;Borsele                                 ;654;00;5.0;09;50.0;4456.0;1.0;440;230;210;24.0;14.0;27.0;24.0;11.0;120.0;8.0;67.0;3.5;30;;7828.0;15860.0;35.0;30.0;14.0;14.4;14.3;160;1;;;;;;;;
9421;65401;W;Borsele                                 ;654;01;5.0;  ;400.0;;;10240;5160;5080;24.0;13.0;31.0;21.0;11.0;2720.0;12.0;65.0;3.3;250;1.0;8327.0;14408.0;36.0;26.0;12.0;41.3;41.0;3760;6;16.0;63.0;10.0;19.0;4.0;21.0;10.0;19.0
9422;6540100;B;Borsele                                 ;654;01;4.0;00;499.0;4451.0;1.0;4420;2210;2220;23.0;12.0;33.0;20.0;11.0;1220.0;12.0;66.0;3.2;3690;0.0;8486.0;14339.0;36.0;27.0;12.0;1.2;1.2;1630;5;14.0;64.0;7.0;23.0;3.0;23.0;10.0;21.0
9423;6540101;B;Borsele                                 ;654;01;5.0;01;426.0;4431.0;1.0;4150;2080;2060;26.0;14.0;28.0;20.0;12.0;1040.0;12.0;64.0;3.5;3200;1.0;7828.0;14385.0;37.0;26.0;14.0;1.3;1.3;1490;5;13.0;64.0;12.0;18.0;6.0;23.0;12.0;17.0
9424;6540102;B;Borsele                                 ;654;01;5.0;02;68.0;4443.0;1.0;530;270;270;23.0;9.0;36.0;21.0;10.0;150.0;13.0;64.0;3.2;1560;;8758.0;15587.0;33.0;33.0;;0.3;0.3;210;2;;;;;;;;
9425;6540103;B;Borsele                                 ;654;01;5.0;03;47.0;4444.0;1.0;300;160;150;16.0;12.0;34.0;25.0;13.0;90.0;16.0;51.0;3.0;1410;;10323.0;14929.0;35.0;20.0;;0.2;0.2;120;1;;;;;;;;
9426;6540106;B;Borsele                                 ;654;01;5.0;06;167.0;4451.0;1.0;410;220;190;17.0;10.0;31.0;28.0;14.0;120.0;15.0;58.0;3.0;40;;9892.0;14816.0;33.0;22.0;;10.9;10.9;170;2;;;;;;;;
9427;6540107;B;Borsele                                 ;654;01;5.0;07;71.0;4431.0;1.0;150;90;60;18.0;26.0;20.0;26.0;10.0;40.0;8.0;;;20;;7124.0;13591.0;;;;6.8;6.7;50;2;;;;;;;;
9428;6540108;B;Borsele                                 ;654;01;5.0;08;31.0;4443.0;1.0;130;60;60;21.0;12.0;25.0;28.0;14.0;30.0;12.0;;;10;;;;;;;9.9;9.8;30;1;;;;;;;;
9429;6540109;B;Borsele                                 ;654;01;5.0;09;30.0;4444.0;1.0;140;80;60;15.0;16.0;29.0;30.0;9.0;40.0;8.0;;;20;;8894.0;12729.0;38.0;;;10.6;10.6;40;1;;;;;;;;
9430;65402;W;Borsele                                 ;654;02;5.0;  ;107.0;;;2910;1490;1430;20.0;10.0;33.0;21.0;16.0;810.0;16.0;61.0;3.0;140;;8463.0;13023.0;42.0;18.0;17.0;21.7;21.6;1210;4;21.0;54.0;5.0;12.0;11.0;25.0;6.0;19.0
9431;6540200;B;Borsele                                 ;654;02;5.0;00;149.0;4441.0;1.0;940;460;480;21.0;11.0;32.0;18.0;18.0;250.0;19.0;64.0;3.1;2100;;7669.0;12706.0;40.0;19.0;16.0;0.5;0.5;410;3;;;;;;;;
9432;6540201;B;Borsele                                 ;654;02;5.0;01;86.0;4433.0;1.0;560;280;280;18.0;13.0;30.0;22.0;17.0;150.0;16.0;52.0;3.0;1930;;8849.0;12955.0;42.0;16.0;16.0;0.3;0.3;240;2;;;;;;;;
9433;6540202;B;Borsele                                 ;654;02;5.0;02;107.0;4434.0;1.0;670;340;320;21.0;8.0;38.0;19.0;14.0;190.0;16.0;58.0;3.0;3230;;8486.0;12660.0;45.0;16.0;20.0;0.2;0.2;270;2;;;;;;;;
9434;6540207;B;Borsele                                 ;654;02;5.0;07;64.0;4441.0;1.0;320;160;150;16.0;10.0;30.0;31.0;13.0;90.0;10.0;66.0;3.1;40;;9371.0;14453.0;33.0;24.0;;8.8;8.8;110;1;;;;;;;;
9435;6540208;B;Borsele                                 ;654;02;5.0;08;59.0;4433.0;1.0;130;60;60;32.0;8.0;31.0;20.0;9.0;40.0;;;;20;;8939.0;16926.0;;;;5.8;5.8;50;1;;;;;;;;
9436;6540209;B;Borsele                                 ;654;02;5.0;09;63.0;4434.0;1.0;300;170;130;15.0;10.0;31.0;28.0;16.0;90.0;13.0;69.0;3.0;50;;9144.0;12570.0;47.0;17.0;27.0;6.1;6.0;130;1;;;;;;;;
9437;65403;W;Borsele                                 ;654;03;5.0;  ;59.0;;;2100;1100;1000;17.0;11.0;31.0;26.0;16.0;570.0;20.0;56.0;2.9;70;;8463.0;13432.0;37.0;20.0;13.0;29.8;29.7;930;4;23.0;59.0;10.0;18.0;10.0;18.0;7.0;14.0
9438;6540300;B;Borsele                                 ;654;03;5.0;00;61.0;4435.0;1.0;440;220;210;16.0;13.0;28.0;26.0;17.0;130.0;15.0;62.0;2.9;1420;;8576.0;11844.0;47.0;14.0;;0.3;0.3;190;2;;;;;;;;
9439;6540301;B;Borsele                                 ;654;03;5.0;01;80.0;4436.0;1.0;460;230;230;19.0;8.0;33.0;23.0;17.0;110.0;24.0;56.0;3.0;1130;;7737.0;13182.0;36.0;17.0;;0.4;0.4;200;2;;;;;;;;
9440;6540302;B;Borsele                                 ;654;03;5.0;02;68.0;4438.0;1.0;350;170;180;17.0;11.0;33.0;20.0;19.0;90.0;19.0;54.0;2.9;850;;8758.0;13613.0;38.0;23.0;;0.4;0.4;130;1;;;;;;;;
9441;6540303;B;Borsele                                 ;654;03;5.0;03;54.0;4437.0;1.0;280;150;130;13.0;5.0;33.0;28.0;22.0;80.0;26.0;40.0;2.6;740;;8781.0;13931.0;33.0;18.0;26.0;0.4;0.4;150;1;;;;;;;;
9442;6540306;B;Borsele                                 ;654;03;5.0;06;34.0;4435.0;1.0;140;80;60;28.0;9.0;28.0;26.0;9.0;30.0;11.0;;;20;;7714.0;15224.0;;;;8.0;8.0;50;1;;;;;;;;
9443;6540307;B;Borsele                                 ;654;03;5.0;07;44.0;4436.0;1.0;190;110;90;15.0;12.0;28.0;30.0;15.0;50.0;19.0;59.0;3.0;20;;9280.0;15451.0;31.0;31.0;;8.1;8.1;90;1;;;;;;;;
9444;6540308;B;Borsele                                 ;654;03;5.0;08;60.0;4438.0;1.0;190;110;90;11.0;16.0;33.0;31.0;10.0;50.0;21.0;58.0;2.8;30;;8418.0;12842.0;38.0;;;5.7;5.7;100;1;;;;;;;;
9445;6540309;B;Borsele                                 ;654;03;5.0;09;21.0;4437.0;1.0;60;30;30;;;34.0;26.0;;10.0;21.0;;;10;;;;;;;6.4;6.4;30;1;;;;;;;;
9446;656;G;Brouwershaven                           ;656;  ;5.0;  ;149.0;;;3820;1910;1920;17.0;11.0;30.0;26.0;16.0;1080.0;18.0;53.0;2.9;90;1.0;9144.0;14067.0;39.0;21.0;18.0;91.2;47.1;1780;5;23.0;57.0;7.0;14.0;14.0;20.0;9.0;14.0
9447;65600;W;Brouwershaven                           ;656;00;5.0;  ;204.0;;;1420;700;720;15.0;12.0;27.0;27.0;19.0;390.0;20.0;52.0;2.9;240;;8849.0;12751.0;46.0;16.0;22.0;6.0;5.9;700;4;22.0;58.0;3.0;18.0;19.0;20.0;5.0;14.0
9448;6560000;B;Brouwershaven                           ;656;00;5.0;00;233.0;4318.0;1.0;1370;670;690;15.0;12.0;27.0;26.0;20.0;380.0;20.0;52.0;2.9;2080;;8781.0;12660.0;46.0;15.0;22.0;0.7;0.7;680;4;25.0;56.0;3.0;18.0;15.0;20.0;6.0;13.0
9449;6560009;B;Brouwershaven                           ;656;00;5.0;09;170.0;4318.0;1.0;50;30;20;18.0;;31.0;42.0;;20.0;22.0;;;10;;;;;;;5.3;5.2;20;2;;;;;;;;
9450;65601;W;Brouwershaven                           ;656;01;5.0;  ;92.0;;;680;340;340;18.0;11.0;34.0;25.0;13.0;180.0;21.0;53.0;2.9;50;;9076.0;14158.0;37.0;21.0;14.0;13.0;12.8;350;3;;;;;;;;
9451;6560100;B;Brouwershaven                           ;656;01;5.0;00;102.0;4316.0;1.0;550;260;280;16.0;11.0;32.0;25.0;15.0;150.0;22.0;49.0;2.9;1110;;8939.0;14135.0;36.0;19.0;13.0;0.5;0.5;270;2;;;;;;;;
9452;6560109;B;Brouwershaven                           ;656;01;5.0;09;47.0;4316.0;1.0;130;70;60;24.0;;40.0;23.0;;30.0;18.0;;;10;;9756.0;14181.0;44.0;29.0;;12.5;12.3;60;1;;;;;;;;
9453;65602;W;Brouwershaven                           ;656;02;5.0;  ;111.0;;;900;450;450;19.0;8.0;33.0;24.0;17.0;260.0;17.0;49.0;2.8;60;;8871.0;14385.0;33.0;22.0;18.0;15.6;15.1;410;3;;;;;;;;
9454;6560200;B;Brouwershaven                           ;656;02;5.0;00;126.0;4315.0;1.0;720;360;370;19.0;7.0;33.0;23.0;18.0;210.0;19.0;48.0;2.8;1090;;8781.0;14022.0;35.0;20.0;21.0;0.7;0.7;340;3;;;;;;;;
9455;6560209;B;Brouwershaven                           ;656;02;5.0;09;37.0;4315.0;1.0;180;90;90;20.0;10.0;30.0;29.0;11.0;50.0;12.0;54.0;3.1;10;;9257.0;15814.0;27.0;28.0;;14.9;14.4;70;1;;;;;;;;
9456;65603;W;Brouwershaven                           ;656;03;5.0;  ;58.0;;;830;430;400;19.0;11.0;28.0;29.0;13.0;240.0;14.0;59.0;3.0;110;;10006.0;16064.0;34.0;30.0;13.0;7.3;7.3;330;3;;;;;;;;
9457;6560300;B;Brouwershaven                           ;656;03;5.0;00;68.0;4317.0;1.0;380;200;180;24.0;10.0;34.0;24.0;9.0;110.0;15.0;61.0;3.1;680;;8508.0;13840.0;42.0;20.0;17.0;0.6;0.6;150;2;;;;;;;;
9458;6560301;B;Brouwershaven                           ;656;03;5.0;01;50.0;4317.0;1.0;370;190;190;12.0;13.0;23.0;35.0;17.0;110.0;14.0;53.0;2.8;230;;11844.0;18197.0;29.0;38.0;10.0;1.7;1.7;160;1;;;;;;;;
9459;6560309;B;Brouwershaven                           ;656;03;5.0;09;46.0;4317.0;1.0;70;40;40;28.0;;24.0;31.0;;20.0;;;;10;;;;;;;5.1;5.1;20;1;;;;;;;;
9460;657;G;Bruinisse                               ;657;  ;5.0;  ;390.0;;;3570;1770;1800;19.0;14.0;28.0;23.0;16.0;980.0;16.0;58.0;3.1;410;;8713.0;14203.0;40.0;23.0;16.0;44.3;12.0;1410;5;19.0;63.0;7.0;16.0;14.0;18.0;7.0;19.0
9461;65700;W;Bruinisse                               ;657;00;5.0;  ;392.0;;;3570;1770;1800;19.0;14.0;28.0;23.0;16.0;980.0;16.0;58.0;3.1;410;;8713.0;14181.0;41.0;23.0;17.0;9.0;8.8;1420;5;19.0;63.0;7.0;16.0;14.0;18.0;7.0;19.0
9462;6570000;B;Bruinisse                               ;657;00;5.0;00;464.0;4311.0;1.0;3010;1470;1530;20.0;13.0;29.0;20.0;18.0;800.0;18.0;59.0;3.1;4320;;8440.0;13613.0;42.0;21.0;18.0;0.8;0.7;1210;4;19.0;63.0;3.0;21.0;12.0;18.0;4.0;23.0
9463;6570001;B;Bruinisse                               ;657;00;5.0;01;302.0;4311.0;1.0;70;40;30;;;27.0;38.0;15.0;20.0;;;;30;;;;;;;2.2;2.2;20;3;;;;;;;;
9464;6570009;B;Bruinisse                               ;657;00;5.0;09;193.0;4311.0;1.0;500;260;240;17.0;14.0;23.0;40.0;6.0;160.0;6.0;55.0;3.0;90;;10119.0;17765.0;32.0;38.0;12.0;6.0;5.9;180;3;;;;;;;;
9465;660;G;Domburg                                 ;660;  ;5.0;  ;289.0;;;3940;1940;2010;18.0;11.0;25.0;25.0;20.0;1070.0;18.0;53.0;3.0;180;0.0;8849.0;14566.0;38.0;28.0;14.0;30.3;22.7;2120;6;10.0;72.0;3.0;15.0;31.0;19.0;7.0;16.0
9466;66000;W;Domburg                                 ;660;00;5.0;  ;289.0;;;1520;730;800;16.0;9.0;27.0;23.0;25.0;400.0;25.0;53.0;2.9;230;;9144.0;14158.0;39.0;25.0;15.0;6.8;6.8;940;5;7.0;74.0;1.0;20.0;36.0;19.0;5.0;12.0
9467;6600000;B;Domburg                                 ;660;00;5.0;00;301.0;4357.0;1.0;1410;660;740;15.0;9.0;27.0;23.0;26.0;370.0;26.0;52.0;2.8;970;;9280.0;14135.0;40.0;25.0;14.0;1.4;1.4;890;4;7.0;75.0;1.0;19.0;38.0;19.0;5.0;12.0
9468;6600009;B;Domburg                                 ;660;00;5.0;09;104.0;4357.0;3.0;120;60;50;29.0;11.0;22.0;20.0;18.0;30.0;16.0;;;20;;7034.0;14362.0;34.0;;;5.3;5.3;60;1;;;;;;;;
9469;66001;W;Domburg                                 ;660;01;5.0;  ;308.0;;;2420;1220;1210;20.0;12.0;24.0;27.0;17.0;680.0;13.0;53.0;3.1;150;;8667.0;14861.0;37.0;30.0;14.0;16.0;16.0;1170;4;12.0;70.0;4.0;11.0;26.0;18.0;9.0;20.0
9470;6600100;B;Domburg                                 ;660;01;5.0;00;325.0;4356.0;1.0;1580;790;790;22.0;12.0;28.0;22.0;16.0;430.0;14.0;56.0;3.2;1860;;8123.0;13999.0;36.0;25.0;13.0;0.9;0.9;660;4;15.0;68.0;2.0;13.0;23.0;17.0;9.0;22.0
9471;6600101;B;Domburg                                 ;660;01;5.0;01;339.0;4356.0;1.0;490;250;250;12.0;13.0;12.0;38.0;24.0;160.0;12.0;38.0;2.8;590;;11118.0;18242.0;37.0;47.0;25.0;0.8;0.8;390;2;;;;;;;;
9472;6600102;B;Domburg                                 ;660;01;5.0;02;308.0;4356.0;1.0;30;20;20;;;;;;10.0;;;;110;;;;;;;0.3;0.3;10;1;;;;;;;;
9473;6600108;B;Domburg                                 ;660;01;5.0;08;79.0;4356.0;1.0;240;130;110;25.0;14.0;26.0;27.0;8.0;70.0;6.0;69.0;3.4;20;;7578.0;14680.0;35.0;24.0;;8.0;8.0;80;1;;;;;;;;
9474;6600109;B;Domburg                                 ;660;01;5.0;09;205.0;4356.0;1.0;90;50;40;;15.0;15.0;36.0;;20.0;13.0;;;20;;;;;;;6.0;6.0;40;1;;;;;;;;
9475;662;G;Duiveland                               ;662;  ;5.0;  ;201.0;;;5780;2910;2880;23.0;14.0;27.0;23.0;13.0;1560.0;12.0;59.0;3.3;130;0.0;7828.0;13659.0;40.0;23.0;16.0;54.3;44.9;2100;5;24.0;62.0;9.0;16.0;9.0;14.0;8.0;20.0
9476;66200;W;Duiveland                               ;662;00;5.0;  ;258.0;;;2510;1260;1250;23.0;13.0;27.0;22.0;15.0;690.0;12.0;59.0;3.2;140;;7987.0;13704.0;41.0;25.0;12.0;17.8;17.7;930;4;21.0;59.0;7.0;14.0;5.0;20.0;9.0;24.0
9477;6620000;B;Duiveland                               ;662;00;5.0;00;278.0;4306.0;1.0;2200;1090;1110;22.0;13.0;27.0;21.0;16.0;610.0;12.0;57.0;3.2;3390;;8009.0;13681.0;41.0;25.0;11.0;0.7;0.7;840;4;21.0;58.0;7.0;14.0;5.0;21.0;8.0;25.0
9478;6620009;B;Duiveland                               ;662;00;5.0;09;94.0;4306.0;1.0;310;160;140;26.0;15.0;25.0;28.0;6.0;80.0;9.0;76.0;3.6;20;;7918.0;13931.0;35.0;25.0;16.0;17.2;17.1;100;1;;;;;;;;
9479;66201;W;Duiveland                               ;662;01;5.0;  ;201.0;;;2600;1330;1260;24.0;15.0;27.0;22.0;12.0;690.0;10.0;62.0;3.4;150;0.0;7419.0;13545.0;42.0;21.0;19.0;17.3;17.1;910;4;27.0;66.0;12.0;21.0;8.0;7.0;7.0;18.0
9480;6620100;B;Duiveland                               ;662;01;5.0;00;241.0;4307.0;1.0;2040;1040;990;26.0;14.0;27.0;21.0;12.0;530.0;11.0;62.0;3.4;3090;;7397.0;13750.0;39.0;22.0;21.0;0.7;0.7;720;4;29.0;64.0;7.0;27.0;4.0;7.0;7.0;19.0
9481;6620101;B;Duiveland                               ;662;01;5.0;01;38.0;4308.0;1.0;190;90;90;14.0;14.0;32.0;24.0;16.0;60.0;16.0;46.0;2.8;1520;;8826.0;11004.0;54.0;;;0.1;0.1;90;1;;;;;;;;
9482;6620108;B;Duiveland                               ;662;01;5.0;08;31.0;4308.0;1.0;90;40;40;22.0;;28.0;30.0;;20.0;;;;20;;7828.0;17176.0;;;;3.7;3.7;30;1;;;;;;;;
9483;6620109;B;Duiveland                               ;662;01;5.0;09;90.0;4307.0;1.0;290;150;140;24.0;19.0;20.0;28.0;10.0;70.0;4.0;71.0;3.8;30;;6784.0;13092.0;55.0;19.0;;12.8;12.7;80;1;;;;;;;;
9484;66202;W;Duiveland                               ;662;02;5.0;  ;84.0;;;670;330;350;18.0;12.0;29.0;27.0;14.0;190.0;18.0;51.0;3.0;70;;8599.0;13795.0;35.0;26.0;23.0;10.7;10.0;250;2;;;;;;;;
9485;6620200;B;Duiveland                               ;662;02;5.0;00;95.0;4305.0;1.0;480;230;250;19.0;13.0;31.0;24.0;14.0;130.0;18.0;53.0;3.1;2350;;8440.0;13613.0;33.0;23.0;19.0;0.2;0.2;200;2;;;;;;;;
9486;6620209;B;Duiveland                               ;662;02;5.0;09;72.0;4305.0;1.0;200;90;100;15.0;9.0;24.0;36.0;15.0;60.0;16.0;48.0;2.9;20;;9008.0;14226.0;39.0;33.0;;10.5;9.8;50;1;;;;;;;;
9487;664;G;Goes                                    ;664;  ;3.0;  ;1065.0;;;33570;16310;17250;18.0;13.0;30.0;23.0;17.0;8690.0;22.0;60.0;3.0;370;2.0;8758.0;13182.0;42.0;19.0;18.0;102.1;93.8;14150;8;14.0;66.0;7.0;25.0;7.0;20.0;8.0;18.0
9488;66400;W;Goes                                    ;664;00;3.0;  ;1331.0;;;24330;11670;12670;17.0;14.0;30.0;22.0;17.0;6140.0;24.0;60.0;3.0;2140;3.0;8735.0;13046.0;43.0;19.0;19.0;11.6;11.4;10490;8;12.0;68.0;8.0;27.0;7.0;20.0;8.0;18.0
9489;6640000;B;Goes                                    ;664;00;2.0;00;1772.0;4461.0;1.0;1850;880;960;8.0;18.0;39.0;21.0;15.0;350.0;50.0;49.0;2.7;4400;1.0;10142.0;13137.0;44.0;20.0;21.0;0.4;0.4;1040;6;6.0;82.0;3.0;52.0;12.0;12.0;4.0;11.0
9490;6640001;B;Goes                                    ;664;00;2.0;01;1604.0;4461.0;1.0;6420;2920;3500;14.0;11.0;24.0;20.0;30.0;1560.0;30.0;51.0;2.9;5950;1.0;9144.0;12706.0;47.0;17.0;19.0;1.1;1.1;2790;6;11.0;55.0;6.0;13.0;4.0;34.0;11.0;20.0
9491;6640002;B;Goes                                    ;664;00;3.0;02;1210.0;4462.0;1.0;4340;2100;2240;12.0;13.0;27.0;27.0;21.0;1130.0;27.0;49.0;2.8;2090;2.0;9212.0;12910.0;41.0;17.0;17.0;2.1;2.1;2140;4;8.0;61.0;10.0;15.0;2.0;31.0;16.0;18.0
9492;6640003;B;Goes                                    ;664;00;3.0;03;1490.0;4461.0;1.0;2330;1150;1170;14.0;14.0;33.0;21.0;18.0;610.0;26.0;56.0;2.8;1760;4.0;8259.0;11980.0;45.0;10.0;25.0;1.3;1.3;1140;5;16.0;63.0;6.0;19.0;4.0;21.0;8.0;25.0
9493;6640004;B;Goes                                    ;664;00;3.0;04;1062.0;4463.0;1.0;7160;3490;3670;24.0;15.0;34.0;20.0;8.0;1920.0;15.0;72.0;3.2;3970;7.0;7578.0;12797.0;42.0;20.0;21.0;1.8;1.8;2660;4;7.0;60.0;7.0;12.0;7.0;34.0;15.0;19.0
9494;6640005;B;Goes                                    ;664;00;4.0;05;638.0;4464.0;1.0;1870;940;930;25.0;15.0;33.0;24.0;3.0;490.0;9.0;73.0;3.5;2330;2.0;9688.0;16813.0;28.0;39.0;11.0;0.8;0.8;580;3;;;;;;;;
9495;6640006;B;Goes                                    ;664;00;4.0;06;673.0;4462.0;1.0;90;40;50;;23.0;;26.0;34.0;20.0;28.0;;;40;;9620.0;13092.0;68.0;;;2.6;2.6;60;5;29.0;66.0;28.0;7.0;1.0;5.0;3.0;27.0
9496;6640007;B;Goes                                    ;664;00;3.0;07;1101.0;4463.0;1.0;30;20;10;;;;;;0.0;;;;70;;;;;;;0.5;0.4;10;2;;;;;;;;
9497;6640008;B;Goes                                    ;664;00;5.0;08;268.0;4465.0;1.0;220;120;110;24.0;;33.0;27.0;;70.0;;69.0;3.4;250;;10255.0;22167.0;;55.0;;0.9;0.9;70;1;;;;;;;;
9498;66401;W;Goes                                    ;664;01;5.0;  ;140.0;;;1660;820;840;19.0;10.0;31.0;20.0;20.0;420.0;20.0;61.0;3.1;130;;9008.0;13250.0;43.0;18.0;10.0;13.4;13.2;620;4;33.0;46.0;9.0;8.0;5.0;21.0;5.0;18.0
9499;6640100;B;Goes                                    ;664;01;5.0;00;156.0;4458.0;1.0;1360;660;690;20.0;9.0;31.0;20.0;21.0;350.0;21.0;61.0;3.1;2370;;9053.0;13092.0;44.0;16.0;12.0;0.6;0.6;500;3;;;;;;;;
9500;6640102;B;Goes                                    ;664;01;5.0;02;101.0;4458.0;1.0;140;80;60;16.0;16.0;32.0;21.0;16.0;30.0;10.0;;;230;;8032.0;13432.0;32.0;;;0.6;0.6;50;2;;;;;;;;
9501;6640106;B;Goes                                    ;664;01;5.0;06;69.0;4458.0;1.0;50;30;20;;;28.0;28.0;;10.0;22.0;;;10;;;;;;;5.2;5.2;20;1;;;;;;;;
9502;6640109;B;Goes                                    ;664;01;5.0;09;57.0;4458.0;1.0;120;60;60;18.0;14.0;29.0;23.0;16.0;30.0;14.0;;;20;;9507.0;13886.0;42.0;;;7.0;6.9;50;1;;;;;;;;
9503;66402;W;Goes                                    ;664;02;5.0;  ;183.0;;;2220;1140;1080;20.0;11.0;32.0;22.0;15.0;600.0;16.0;62.0;3.1;70;;8123.0;13046.0;42.0;17.0;13.0;31.8;31.4;930;4;29.0;53.0;4.0;20.0;9.0;18.0;5.0;16.0
9504;6640200;B;Goes                                    ;664;02;5.0;00;232.0;4471.0;1.0;1490;760;740;22.0;11.0;30.0;21.0;16.0;410.0;14.0;62.0;3.2;2070;;7487.0;12933.0;41.0;17.0;12.0;0.7;0.7;610;4;25.0;60.0;3.0;28.0;6.0;16.0;3.0;19.0
9505;6640201;B;Goes                                    ;664;02;5.0;01;182.0;4471.0;1.0;260;140;130;17.0;9.0;35.0;20.0;18.0;70.0;19.0;62.0;2.8;1920;;7646.0;10732.0;57.0;;23.0;0.1;0.1;130;2;;;;;;;;
9506;6640209;B;Goes                                    ;664;02;5.0;09;114.0;4471.0;1.0;460;240;210;14.0;14.0;34.0;28.0;10.0;120.0;19.0;63.0;3.1;10;;11254.0;15565.0;32.0;26.0;;30.9;30.5;190;3;;;;;;;;
9507;66403;W;Goes                                    ;664;03;5.0;  ;73.0;;;550;280;270;17.0;11.0;27.0;32.0;14.0;170.0;11.0;52.0;2.9;50;;8395.0;13886.0;40.0;33.0;18.0;11.2;11.0;230;2;;;;;;;;
9508;6640301;B;Goes                                    ;664;03;5.0;01;79.0;4475.0;1.0;490;240;250;16.0;11.0;25.0;32.0;16.0;160.0;11.0;50.0;2.9;2040;;8281.0;13840.0;41.0;32.0;19.0;0.3;0.2;200;2;;;;;;;;
9509;6640309;B;Goes                                    ;664;03;5.0;09;41.0;4475.0;1.0;60;30;30;21.0;;39.0;26.0;;20.0;;;;10;;;;;;;10.9;10.8;20;1;;;;;;;;
9510;66404;W;Goes                                    ;664;04;5.0;  ;77.0;;;560;290;270;20.0;9.0;35.0;24.0;12.0;150.0;18.0;63.0;3.0;110;;8849.0;14408.0;34.0;23.0;15.0;5.1;5.0;260;2;;;;;;;;
9511;6640400;B;Goes                                    ;664;04;5.0;00;63.0;4474.0;1.0;290;160;140;18.0;7.0;36.0;24.0;14.0;80.0;22.0;59.0;2.9;1880;;9166.0;14294.0;35.0;17.0;;0.2;0.2;140;1;;;;;;;;
9512;6640409;B;Goes                                    ;664;04;5.0;09;95.0;4474.0;3.0;280;130;130;22.0;11.0;34.0;24.0;9.0;80.0;14.0;68.0;3.2;60;;8463.0;14544.0;31.0;30.0;;5.0;4.8;120;1;;;;;;;;
9513;66405;W;Goes                                    ;664;05;4.0;  ;843.0;;;3000;1470;1520;19.0;11.0;31.0;25.0;14.0;840.0;15.0;57.0;3.0;340;1.0;9166.0;13863.0;40.0;23.0;18.0;8.8;8.8;1150;4;16.0;58.0;2.0;14.0;6.0;26.0;12.0;24.0
9514;6640500;B;Goes                                    ;664;05;4.0;00;920.0;4481.0;1.0;1630;780;850;14.0;12.0;24.0;29.0;21.0;490.0;15.0;50.0;2.9;2470;;9280.0;13931.0;42.0;25.0;19.0;0.7;0.7;730;3;;;;;;;;
9515;6640501;B;Goes                                    ;664;05;4.0;01;784.0;4481.0;1.0;980;490;490;27.0;11.0;42.0;17.0;3.0;270.0;7.0;68.0;3.2;1480;1.0;9121.0;14702.0;30.0;22.0;7.0;0.7;0.7;320;1;;;;;;;;
9516;6640508;B;Goes                                    ;664;05;5.0;08;464.0;4481.0;1.0;240;110;120;24.0;9.0;36.0;23.0;7.0;70.0;9.0;64.0;3.1;40;;9802.0;14203.0;33.0;29.0;;6.2;6.2;100;1;;;;;;;;
9517;6640509;B;Goes                                    ;664;05;5.0;09;407.0;4462.0;1.0;150;90;70;;;39.0;32.0;21.0;10.0;77.0;;;120;;7351.0;10051.0;70.0;;88.0;1.3;1.3;10;1;;;;;;;;
9518;66406;W;Goes                                    ;664;06;5.0;  ;218.0;;;1250;630;610;18.0;13.0;30.0;28.0;11.0;370.0;11.0;61.0;3.0;130;;8781.0;13727.0;39.0;23.0;18.0;9.9;9.7;460;3;;;;;;;;
