ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
9011;51 jaar;Wettig gehuwd plus partnerschap;2048;55791;880;54911;54091;813;7
9012;51 jaar;Wettig gehuwd plus partnerschap;2049;55858;885;54973;54143;823;7
9013;51 jaar;Wettig gehuwd plus partnerschap;2050;57355;919;56436;55589;840;7
9014;51 jaar;Wettig gehuwd plus partnerschap;2051;57772;930;56842;55989;845;8
9015;51 jaar;Wettig gehuwd plus partnerschap;2052;58550;953;57597;56729;860;8
9016;51 jaar;Wettig gehuwd plus partnerschap;2053;57965;941;57024;56165;851;8
9017;51 jaar;Wettig gehuwd plus partnerschap;2054;57629;935;56694;55842;844;8
9018;51 jaar;Wettig gehuwd plus partnerschap;2055;57418;935;56483;55633;842;8
9019;51 jaar;Wettig gehuwd plus partnerschap;2056;55910;902;55008;54177;824;7
9020;51 jaar;Wettig gehuwd plus partnerschap;2057;54818;877;53941;53128;806;7
9021;51 jaar;Wettig gehuwd plus partnerschap;2058;54482;869;53613;52806;800;7
9022;51 jaar;Wettig gehuwd plus partnerschap;2059;53605;851;52754;51955;792;7
9023;51 jaar;Wettig gehuwd plus partnerschap;2060;54517;871;53646;52840;799;7
9024;51 jaar;Verweduwd;2013;3280;1137;2143;145;1995;3
9025;51 jaar;Verweduwd;2014;3183;1062;2121;162;1956;3
9026;51 jaar;Verweduwd;2015;3093;1048;2045;151;1891;3
9027;51 jaar;Verweduwd;2016;3129;1050;2079;162;1914;3
9028;51 jaar;Verweduwd;2017;2866;957;1909;140;1766;3
9029;51 jaar;Verweduwd;2018;2729;898;1831;139;1690;2
9030;51 jaar;Verweduwd;2019;2601;838;1763;134;1627;2
9031;51 jaar;Verweduwd;2020;2470;782;1688;124;1562;2
9032;51 jaar;Verweduwd;2021;2508;788;1720;132;1586;2
9033;51 jaar;Verweduwd;2022;2304;712;1592;117;1473;2
9034;51 jaar;Verweduwd;2023;2124;658;1466;108;1356;2
9035;51 jaar;Verweduwd;2024;1967;608;1359;100;1257;2
9036;51 jaar;Verweduwd;2025;1755;541;1214;87;1126;1
9037;51 jaar;Verweduwd;2026;1668;512;1156;81;1074;1
9038;51 jaar;Verweduwd;2027;1555;477;1078;73;1004;1
9039;51 jaar;Verweduwd;2028;1472;452;1020;69;950;1
9040;51 jaar;Verweduwd;2029;1404;433;971;66;904;1
9041;51 jaar;Verweduwd;2030;1402;434;968;66;901;1
9042;51 jaar;Verweduwd;2031;1362;424;938;64;873;1
9043;51 jaar;Verweduwd;2032;1363;428;935;65;869;1
9044;51 jaar;Verweduwd;2033;1323;413;910;62;847;1
9045;51 jaar;Verweduwd;2034;1259;390;869;58;810;1
9046;51 jaar;Verweduwd;2035;1231;380;851;56;794;1
9047;51 jaar;Verweduwd;2036;1241;385;856;58;797;1
9048;51 jaar;Verweduwd;2037;1240;382;858;58;799;1
9049;51 jaar;Verweduwd;2038;1247;384;863;59;803;1
9050;51 jaar;Verweduwd;2039;1234;380;854;60;793;1
9051;51 jaar;Verweduwd;2040;1221;374;847;58;788;1
9052;51 jaar;Verweduwd;2041;1225;376;849;58;790;1
9053;51 jaar;Verweduwd;2042;1258;394;864;61;802;1
9054;51 jaar;Verweduwd;2043;1244;389;855;61;793;1
9055;51 jaar;Verweduwd;2044;1222;381;841;59;781;1
9056;51 jaar;Verweduwd;2045;1204;374;830;57;772;1
9057;51 jaar;Verweduwd;2046;1194;371;823;56;766;1
9058;51 jaar;Verweduwd;2047;1156;355;801;54;746;1
9059;51 jaar;Verweduwd;2048;1139;350;789;52;736;1
9060;51 jaar;Verweduwd;2049;1136;348;788;51;736;1
9061;51 jaar;Verweduwd;2050;1154;359;795;53;741;1
9062;51 jaar;Verweduwd;2051;1152;360;792;54;737;1
9063;51 jaar;Verweduwd;2052;1164;368;796;54;741;1
9064;51 jaar;Verweduwd;2053;1139;359;780;53;726;1
9065;51 jaar;Verweduwd;2054;1118;354;764;51;712;1
9066;51 jaar;Verweduwd;2055;1102;349;753;51;701;1
9067;51 jaar;Verweduwd;2056;1064;334;730;48;681;1
9068;51 jaar;Verweduwd;2057;1027;320;707;46;660;1
9069;51 jaar;Verweduwd;2058;1006;314;692;44;647;1
9070;51 jaar;Verweduwd;2059;981;304;677;42;634;1
9071;51 jaar;Verweduwd;2060;987;309;678;44;633;1
9072;51 jaar;Gescheiden;2013;32335;14485;17850;5627;12135;88
9073;51 jaar;Gescheiden;2014;33091;14652;18439;5721;12632;86
9074;51 jaar;Gescheiden;2015;33800;14701;19099;5915;13100;84
9075;51 jaar;Gescheiden;2016;34397;14826;19571;5950;13539;82
9076;51 jaar;Gescheiden;2017;34093;14553;19540;5865;13595;80
9077;51 jaar;Gescheiden;2018;32626;13735;18891;5538;13279;74
9078;51 jaar;Gescheiden;2019;31959;13250;18709;5386;13254;69
9079;51 jaar;Gescheiden;2020;31762;12968;18794;5322;13404;68
9080;51 jaar;Gescheiden;2021;32441;13132;19309;5373;13870;66
9081;51 jaar;Gescheiden;2022;31194;12509;18685;5181;13441;63
9082;51 jaar;Gescheiden;2023;29239;11647;17592;4814;12720;58
9083;51 jaar;Gescheiden;2024;27348;10865;16483;4476;11954;53
9084;51 jaar;Gescheiden;2025;24809;9834;14975;4069;10858;48
9085;51 jaar;Gescheiden;2026;23387;9251;14136;3805;10287;44
9086;51 jaar;Gescheiden;2027;21932;8660;13272;3573;9659;40
9087;51 jaar;Gescheiden;2028;21324;8431;12893;3492;9362;39
9088;51 jaar;Gescheiden;2029;21025;8314;12711;3427;9246;38
9089;51 jaar;Gescheiden;2030;20952;8308;12644;3452;9153;39
9090;51 jaar;Gescheiden;2031;20710;8222;12488;3422;9028;38
9091;51 jaar;Gescheiden;2032;21183;8433;12750;3527;9184;39
9092;51 jaar;Gescheiden;2033;20681;8219;12462;3405;9019;38
9093;51 jaar;Gescheiden;2034;19928;7909;12019;3281;8702;36
9094;51 jaar;Gescheiden;2035;19705;7813;11892;3243;8613;36
9095;51 jaar;Gescheiden;2036;20190;8015;12175;3379;8759;37
9096;51 jaar;Gescheiden;2037;20389;8058;12331;3417;8877;37
9097;51 jaar;Gescheiden;2038;20796;8205;12591;3516;9037;38
9098;51 jaar;Gescheiden;2039;20984;8292;12692;3596;9058;38
9099;51 jaar;Gescheiden;2040;20986;8269;12717;3579;9100;38
9100;51 jaar;Gescheiden;2041;21313;8405;12908;3635;9234;39
9101;51 jaar;Gescheiden;2042;22308;8861;13447;3867;9538;42
9102;51 jaar;Gescheiden;2043;22367;8882;13485;3873;9570;42
9103;51 jaar;Gescheiden;2044;22237;8822;13415;3849;9524;42
9104;51 jaar;Gescheiden;2045;22154;8773;13381;3812;9528;41
9105;51 jaar;Gescheiden;2046;22281;8822;13459;3835;9582;42
9106;51 jaar;Gescheiden;2047;21730;8567;13163;3705;9418;40
9107;51 jaar;Gescheiden;2048;21702;8567;13135;3712;9383;40
9108;51 jaar;Gescheiden;2049;21835;8607;13228;3702;9486;40
9109;51 jaar;Gescheiden;2050;22572;8940;13632;3870;9720;42
9110;51 jaar;Gescheiden;2051;22778;9035;13743;3920;9781;42
9111;51 jaar;Gescheiden;2052;23319;9273;14046;4022;9981;43
9112;51 jaar;Gescheiden;2053;23029;9155;13874;3974;9858;42
9113;51 jaar;Gescheiden;2054;22901;9109;13792;3960;9790;42
9114;51 jaar;Gescheiden;2055;22868;9102;13766;3962;9761;43
9115;51 jaar;Gescheiden;2056;22165;8787;13378;3809;9528;41
9116;51 jaar;Gescheiden;2057;21581;8536;13045;3700;9305;40
9117;51 jaar;Gescheiden;2058;21398;8463;12935;3674;9222;39
9118;51 jaar;Gescheiden;2059;21029;8290;12739;3581;9120;38
9119;51 jaar;Gescheiden;2060;21466;8497;12969;3701;9229;39
9120;52 jaar;Totaal burgerlijke staat;2013;148283;37667;110616;93424;16756;436
9121;52 jaar;Totaal burgerlijke staat;2014;151725;38760;112965;95094;17439;432
9122;52 jaar;Totaal burgerlijke staat;2015;153346;39594;113752;95294;18035;423
9123;52 jaar;Totaal burgerlijke staat;2016;156294;40638;115656;96621;18601;434
9124;52 jaar;Totaal burgerlijke staat;2017;158760;41509;117251;97328;19483;440
9125;52 jaar;Totaal burgerlijke staat;2018;156117;41042;115075;95081;19569;425
9126;52 jaar;Totaal burgerlijke staat;2019;153021;40281;112740;92943;19378;419
9127;52 jaar;Totaal burgerlijke staat;2020;151943;40149;111794;91715;19664;415
9128;52 jaar;Totaal burgerlijke staat;2021;152901;40388;112513;91926;20169;418
9129;52 jaar;Totaal burgerlijke staat;2022;159547;42614;116933;95225;21269;439
9130;52 jaar;Totaal burgerlijke staat;2023;155617;41928;113689;92285;20972;432
9131;52 jaar;Totaal burgerlijke staat;2024;149192;40362;108830;88151;20263;416
9132;52 jaar;Totaal burgerlijke staat;2025;141747;38800;102947;83135;19414;398
9133;52 jaar;Totaal burgerlijke staat;2026;131249;36117;95132;76878;17884;370
9134;52 jaar;Totaal burgerlijke staat;2027;126722;35137;91585;74095;17133;357
9135;52 jaar;Totaal burgerlijke staat;2028;121585;33934;87651;70903;16403;345
9136;52 jaar;Totaal burgerlijke staat;2029;120846;33847;86999;70506;16149;344
9137;52 jaar;Totaal burgerlijke staat;2030;119239;33406;85833;69503;15991;339
9138;52 jaar;Totaal burgerlijke staat;2031;120503;33813;86690;70235;16112;343
9139;52 jaar;Totaal burgerlijke staat;2032;120061;33608;86453;70137;15976;340
9140;52 jaar;Totaal burgerlijke staat;2033;123578;34696;88882;72101;16429;352
9141;52 jaar;Totaal burgerlijke staat;2034;121593;34108;87485;70942;16198;345
9142;52 jaar;Totaal burgerlijke staat;2035;118742;33108;85634;69555;15743;336
9143;52 jaar;Totaal burgerlijke staat;2036;118108;32778;85330;69322;15676;332
9144;52 jaar;Totaal burgerlijke staat;2037;120882;33383;87499;71050;16109;340
9145;52 jaar;Totaal burgerlijke staat;2038;122541;33794;88747;71932;16470;345
9146;52 jaar;Totaal burgerlijke staat;2039;125440;34577;90863;73500;17009;354
9147;52 jaar;Totaal burgerlijke staat;2040;126819;34782;92037;74579;17101;357
9148;52 jaar;Totaal burgerlijke staat;2041;126321;34467;91854;74404;17095;355
9149;52 jaar;Totaal burgerlijke staat;2042;127511;34756;92755;75119;17278;358
9150;52 jaar;Totaal burgerlijke staat;2043;132231;36228;96003;77850;17780;373
9151;52 jaar;Totaal burgerlijke staat;2044;132348;36284;96064;77871;17820;373
9152;52 jaar;Totaal burgerlijke staat;2045;131484;35934;95550;77534;17646;370
9153;52 jaar;Totaal burgerlijke staat;2046;130749;35692;95057;77103;17587;367
9154;52 jaar;Totaal burgerlijke staat;2047;131292;35824;95468;77462;17638;368
9155;52 jaar;Totaal burgerlijke staat;2048;128816;35014;93802;76127;17315;360
9156;52 jaar;Totaal burgerlijke staat;2049;129081;35030;94051;76457;17234;360
9157;52 jaar;Totaal burgerlijke staat;2050;129610;35269;94341;76547;17432;362
9158;52 jaar;Totaal burgerlijke staat;2051;133284;36445;96839;78621;17844;374
9159;52 jaar;Totaal burgerlijke staat;2052;134345;36830;97515;79193;17944;378
9160;52 jaar;Totaal burgerlijke staat;2053;136609;37655;98954;80261;18308;385
9161;52 jaar;Totaal burgerlijke staat;2054;135168;37246;97922;79471;18070;381
9162;52 jaar;Totaal burgerlijke staat;2055;134379;37037;97342;79028;17934;380
9163;52 jaar;Totaal burgerlijke staat;2056;133939;36952;96987;78741;17867;379
9164;52 jaar;Totaal burgerlijke staat;2057;130319;35840;94479;76676;17436;367
9165;52 jaar;Totaal burgerlijke staat;2058;127480;34916;92564;75192;17015;357
9166;52 jaar;Totaal burgerlijke staat;2059;126540;34600;91940;74733;16852;355
9167;52 jaar;Totaal burgerlijke staat;2060;124517;33999;90518;73505;16665;348
9168;52 jaar;Ongehuwd;2013;29901;19347;10554;7786;2438;330
9169;52 jaar;Ongehuwd;2014;31823;20209;11614;8700;2585;329
9170;52 jaar;Ongehuwd;2015;33511;21047;12464;9335;2807;322
9171;52 jaar;Ongehuwd;2016;35814;22193;13621;10249;3037;335
9172;52 jaar;Ongehuwd;2017;38155;23032;15123;11344;3436;343
9173;52 jaar;Ongehuwd;2018;38928;23108;15820;11870;3617;333
9174;52 jaar;Ongehuwd;2019;40265;23350;16915;12774;3808;333
9175;52 jaar;Ongehuwd;2020;42168;23849;18319;13799;4185;335
9176;52 jaar;Ongehuwd;2021;44439;24472;19967;15019;4608;340
9177;52 jaar;Ongehuwd;2022;48956;26494;22462;16895;5205;362
9178;52 jaar;Ongehuwd;2023;49874;26614;23260;17441;5460;359
9179;52 jaar;Ongehuwd;2024;49537;26073;23464;17512;5604;348
9180;52 jaar;Ongehuwd;2025;48823;25462;23361;17391;5634;336
9181;52 jaar;Ongehuwd;2026;46359;24032;22327;16654;5359;314
9182;52 jaar;Ongehuwd;2027;45891;23732;22159;16607;5246;306
9183;52 jaar;Ongehuwd;2028;45208;23230;21978;16453;5228;297
9184;52 jaar;Ongehuwd;2029;46049;23434;22615;16992;5325;298
9185;52 jaar;Ongehuwd;2030;45683;23152;22531;16893;5344;294
9186;52 jaar;Ongehuwd;2031;46526;23569;22957;17112;5547;298
9187;52 jaar;Ongehuwd;2032;46431;23475;22956;17099;5561;296
9188;52 jaar;Ongehuwd;2033;48163;24319;23844;17686;5852;306
9189;52 jaar;Ongehuwd;2034;47827;23994;23833;17722;5810;301
9190;52 jaar;Ongehuwd;2035;46917;23380;23537;17523;5721;293
9191;52 jaar;Ongehuwd;2036;46722;23174;23548;17497;5761;290
9192;52 jaar;Ongehuwd;2037;47679;23551;24128;17804;6027;297
9193;52 jaar;Ongehuwd;2038;48528;23907;24621;18064;6256;301
9194;52 jaar;Ongehuwd;2039;49917;24514;25403;18475;6619;309
9195;52 jaar;Ongehuwd;2040;50237;24627;25610;18597;6701;312
9196;52 jaar;Ongehuwd;2041;49715;24338;25377;18407;6660;310
9197;52 jaar;Ongehuwd;2042;49919;24469;25450;18437;6701;312
9198;52 jaar;Ongehuwd;2043;51544;25407;26137;18941;6872;324
9199;52 jaar;Ongehuwd;2044;51532;25446;26086;18873;6889;324
9200;52 jaar;Ongehuwd;2045;51024;25172;25852;18752;6779;321
9201;52 jaar;Ongehuwd;2046;50684;24991;25693;18648;6727;318
9202;52 jaar;Ongehuwd;2047;50847;25069;25778;18730;6729;319
9203;52 jaar;Ongehuwd;2048;49962;24564;25398;18486;6598;314
9204;52 jaar;Ongehuwd;2049;50057;24587;25470;18596;6560;314
9205;52 jaar;Ongehuwd;2050;50387;24777;25610;18643;6651;316
9206;52 jaar;Ongehuwd;2051;51800;25565;26235;19098;6812;325
9207;52 jaar;Ongehuwd;2052;52240;25844;26396;19216;6852;328
9208;52 jaar;Ongehuwd;2053;53163;26390;26773;19435;7003;335
9209;52 jaar;Ongehuwd;2054;52626;26127;26499;19257;6911;331
9210;52 jaar;Ongehuwd;2055;52321;25983;26338;19149;6859;330
9211;52 jaar;Ongehuwd;2056;52147;25914;26233;19069;6835;329
9212;52 jaar;Ongehuwd;2057;50788;25177;25611;18620;6672;319
9213;52 jaar;Ongehuwd;2058;49673;24557;25116;18299;6506;311
9214;52 jaar;Ongehuwd;2059;49276;24336;24940;18189;6442;309
9215;52 jaar;Ongehuwd;2060;48527;23939;24588;17909;6376;303
9216;52 jaar;Wettig gehuwd plus partnerschap;2013;82974;1860;81114;79994;1104;16
9217;52 jaar;Wettig gehuwd plus partnerschap;2014;83367;1733;81634;80528;1092;14
9218;52 jaar;Wettig gehuwd plus partnerschap;2015;82710;1643;81067;79974;1080;13
9219;52 jaar;Wettig gehuwd plus partnerschap;2016;82802;1524;81278;80203;1062;13
9220;52 jaar;Wettig gehuwd plus partnerschap;2017;82342;1476;80866;79781;1072;13
9221;52 jaar;Wettig gehuwd plus partnerschap;2018;79562;1380;78182;77128;1042;12
9222;52 jaar;Wettig gehuwd plus partnerschap;2019;76742;1305;75437;74410;1016;11
9223;52 jaar;Wettig gehuwd plus partnerschap;2020;74581;1242;73339;72328;1001;10
9224;52 jaar;Wettig gehuwd plus partnerschap;2021;73614;1205;72409;71397;1002;10
9225;52 jaar;Wettig gehuwd plus partnerschap;2022;75016;1216;73800;72762;1028;10
9226;52 jaar;Wettig gehuwd plus partnerschap;2023;71650;1154;70496;69491;996;9
9227;52 jaar;Wettig gehuwd plus partnerschap;2024;67714;1095;66619;65662;948;9
9228;52 jaar;Wettig gehuwd plus partnerschap;2025;63056;1032;62024;61116;900;8
9229;52 jaar;Wettig gehuwd plus partnerschap;2026;57808;951;56857;56020;830;7
9230;52 jaar;Wettig gehuwd plus partnerschap;2027;55271;913;54358;53555;796;7
9231;52 jaar;Wettig gehuwd plus partnerschap;2028;52396;874;51522;50757;759;6
9232;52 jaar;Wettig gehuwd plus partnerschap;2029;51514;857;50657;49907;744;6
9233;52 jaar;Wettig gehuwd plus partnerschap;2030;50653;842;49811;49074;731;6
9234;52 jaar;Wettig gehuwd plus partnerschap;2031;51145;846;50299;49560;733;6
9235;52 jaar;Wettig gehuwd plus partnerschap;2032;51081;841;50240;49507;727;6
9236;52 jaar;Wettig gehuwd plus partnerschap;2033;52385;862;51523;50777;740;6
9237;52 jaar;Wettig gehuwd plus partnerschap;2034;51284;840;50444;49707;731;6
9238;52 jaar;Wettig gehuwd plus partnerschap;2035;50170;809;49361;48646;709;6
9239;52 jaar;Wettig gehuwd plus partnerschap;2036;49992;799;49193;48482;705;6
9240;52 jaar;Wettig gehuwd plus partnerschap;2037;51310;818;50492;49766;720;6
9241;52 jaar;Wettig gehuwd plus partnerschap;2038;51912;825;51087;50348;733;6
9242;52 jaar;Wettig gehuwd plus partnerschap;2039;53002;843;52159;51405;748;6
9243;52 jaar;Wettig gehuwd plus partnerschap;2040;53889;853;53036;52281;749;6
9244;52 jaar;Wettig gehuwd plus partnerschap;2041;53923;850;53073;52314;753;6
9245;52 jaar;Wettig gehuwd plus partnerschap;2042;54577;863;53714;52944;764;6
9246;52 jaar;Wettig gehuwd plus partnerschap;2043;56634;906;55728;54935;786;7
9247;52 jaar;Wettig gehuwd plus partnerschap;2044;56723;907;55816;55020;789;7
9248;52 jaar;Wettig gehuwd plus partnerschap;2045;56521;901;55620;54829;784;7
9249;52 jaar;Wettig gehuwd plus partnerschap;2046;56229;896;55333;54542;784;7
9250;52 jaar;Wettig gehuwd plus partnerschap;2047;56492;901;55591;54795;789;7
9251;52 jaar;Wettig gehuwd plus partnerschap;2048;55499;878;54621;53837;778;6
9252;52 jaar;Wettig gehuwd plus partnerschap;2049;55712;879;54833;54050;777;6
9253;52 jaar;Wettig gehuwd plus partnerschap;2050;55777;882;54895;54103;786;6
9254;52 jaar;Wettig gehuwd plus partnerschap;2051;57278;915;56363;55554;802;7
9255;52 jaar;Wettig gehuwd plus partnerschap;2052;57694;924;56770;55956;807;7
9256;52 jaar;Wettig gehuwd plus partnerschap;2053;58475;946;57529;56702;820;7
9257;52 jaar;Wettig gehuwd plus partnerschap;2054;57892;935;56957;56139;811;7
9258;52 jaar;Wettig gehuwd plus partnerschap;2055;57561;929;56632;55819;806;7
9259;52 jaar;Wettig gehuwd plus partnerschap;2056;57347;927;56420;55611;802;7
9260;52 jaar;Wettig gehuwd plus partnerschap;2057;55841;896;54945;54153;785;7
9261;52 jaar;Wettig gehuwd plus partnerschap;2058;54749;872;53877;53102;769;6
9262;52 jaar;Wettig gehuwd plus partnerschap;2059;54413;864;53549;52780;763;6
9263;52 jaar;Wettig gehuwd plus partnerschap;2060;53536;847;52689;51927;756;6
9264;52 jaar;Verweduwd;2013;3791;1447;2344;171;2169;4
9265;52 jaar;Verweduwd;2014;3611;1386;2225;166;2056;3
9266;52 jaar;Verweduwd;2015;3507;1309;2198;181;2014;3
9267;52 jaar;Verweduwd;2016;3408;1282;2126;172;1951;3
9268;52 jaar;Verweduwd;2017;3433;1273;2160;182;1975;3
9269;52 jaar;Verweduwd;2018;3157;1160;1997;159;1835;3
9270;52 jaar;Verweduwd;2019;3004;1086;1918;156;1759;3
9271;52 jaar;Verweduwd;2020;2866;1017;1849;150;1697;2
9272;52 jaar;Verweduwd;2021;2729;954;1775;139;1634;2
9273;52 jaar;Verweduwd;2022;2767;959;1808;146;1660;2
9274;52 jaar;Verweduwd;2023;2551;872;1679;131;1546;2
9275;52 jaar;Verweduwd;2024;2352;805;1547;120;1425;2
9276;52 jaar;Verweduwd;2025;2181;745;1436;111;1323;2
9277;52 jaar;Verweduwd;2026;1949;662;1287;98;1187;2
9278;52 jaar;Verweduwd;2027;1849;628;1221;90;1130;1
9279;52 jaar;Verweduwd;2028;1727;586;1141;82;1058;1
9280;52 jaar;Verweduwd;2029;1637;555;1082;78;1003;1
9281;52 jaar;Verweduwd;2030;1564;533;1031;74;956;1
9282;52 jaar;Verweduwd;2031;1561;534;1027;74;952;1
9283;52 jaar;Verweduwd;2032;1518;521;997;72;924;1
9284;52 jaar;Verweduwd;2033;1521;525;996;74;921;1
9285;52 jaar;Verweduwd;2034;1476;508;968;70;897;1
9286;52 jaar;Verweduwd;2035;1407;481;926;66;859;1
9287;52 jaar;Verweduwd;2036;1374;468;906;63;842;1
9288;52 jaar;Verweduwd;2037;1385;474;911;65;845;1
9289;52 jaar;Verweduwd;2038;1385;471;914;65;848;1
9290;52 jaar;Verweduwd;2039;1392;473;919;66;852;1
9291;52 jaar;Verweduwd;2040;1375;467;908;66;841;1
9292;52 jaar;Verweduwd;2041;1362;460;902;65;836;1
9293;52 jaar;Verweduwd;2042;1364;462;902;65;836;1
9294;52 jaar;Verweduwd;2043;1402;483;919;69;849;1
9295;52 jaar;Verweduwd;2044;1385;477;908;67;840;1
9296;52 jaar;Verweduwd;2045;1363;468;895;67;827;1
9297;52 jaar;Verweduwd;2046;1341;459;882;64;817;1
9298;52 jaar;Verweduwd;2047;1331;456;875;64;810;1
9299;52 jaar;Verweduwd;2048;1286;436;850;60;789;1
9300;52 jaar;Verweduwd;2049;1268;430;838;58;779;1
9301;52 jaar;Verweduwd;2050;1266;429;837;58;778;1
9302;52 jaar;Verweduwd;2051;1285;441;844;59;784;1
9303;52 jaar;Verweduwd;2052;1282;441;841;60;780;1
9304;52 jaar;Verweduwd;2053;1297;450;847;61;785;1
9305;52 jaar;Verweduwd;2054;1269;440;829;60;768;1
9306;52 jaar;Verweduwd;2055;1245;433;812;58;753;1
9307;52 jaar;Verweduwd;2056;1229;428;801;57;743;1
9308;52 jaar;Verweduwd;2057;1184;410;774;53;720;1
9309;52 jaar;Verweduwd;2058;1142;392;750;51;698;1
9310;52 jaar;Verweduwd;2059;1119;385;734;49;684;1
9311;52 jaar;Verweduwd;2060;1093;374;719;47;671;1
9312;52 jaar;Gescheiden;2013;31617;15013;16604;5473;11045;86
9313;52 jaar;Gescheiden;2014;32924;15432;17492;5700;11706;86
9314;52 jaar;Gescheiden;2015;33618;15595;18023;5804;12134;85
9315;52 jaar;Gescheiden;2016;34270;15639;18631;5997;12551;83
9316;52 jaar;Gescheiden;2017;34830;15728;19102;6021;13000;81
9317;52 jaar;Gescheiden;2018;34470;15394;19076;5924;13075;77
9318;52 jaar;Gescheiden;2019;33010;14540;18470;5603;12795;72
9319;52 jaar;Gescheiden;2020;32328;14041;18287;5438;12781;68
9320;52 jaar;Gescheiden;2021;32119;13757;18362;5371;12925;66
9321;52 jaar;Gescheiden;2022;32808;13945;18863;5422;13376;65
9322;52 jaar;Gescheiden;2023;31542;13288;18254;5222;12970;62
9323;52 jaar;Gescheiden;2024;29589;12389;17200;4857;12286;57
9324;52 jaar;Gescheiden;2025;27687;11561;16126;4517;11557;52
9325;52 jaar;Gescheiden;2026;25133;10472;14661;4106;10508;47
9326;52 jaar;Gescheiden;2027;23711;9864;13847;3843;9961;43
9327;52 jaar;Gescheiden;2028;22254;9244;13010;3611;9358;41
9328;52 jaar;Gescheiden;2029;21646;9001;12645;3529;9077;39
9329;52 jaar;Gescheiden;2030;21339;8879;12460;3462;8960;38
9330;52 jaar;Gescheiden;2031;21271;8864;12407;3489;8880;38
9331;52 jaar;Gescheiden;2032;21031;8771;12260;3459;8764;37
9332;52 jaar;Gescheiden;2033;21509;8990;12519;3564;8916;39
9333;52 jaar;Gescheiden;2034;21006;8766;12240;3443;8760;37
9334;52 jaar;Gescheiden;2035;20248;8438;11810;3320;8454;36
9335;52 jaar;Gescheiden;2036;20020;8337;11683;3280;8368;35
9336;52 jaar;Gescheiden;2037;20508;8540;11968;3415;8517;36
9337;52 jaar;Gescheiden;2038;20716;8591;12125;3455;8633;37
9338;52 jaar;Gescheiden;2039;21129;8747;12382;3554;8790;38
9339;52 jaar;Gescheiden;2040;21318;8835;12483;3635;8810;38
9340;52 jaar;Gescheiden;2041;21321;8819;12502;3618;8846;38
9341;52 jaar;Gescheiden;2042;21651;8962;12689;3673;8977;39
9342;52 jaar;Gescheiden;2043;22651;9432;13219;3905;9273;41
9343;52 jaar;Gescheiden;2044;22708;9454;13254;3911;9302;41
9344;52 jaar;Gescheiden;2045;22576;9393;13183;3886;9256;41
9345;52 jaar;Gescheiden;2046;22495;9346;13149;3849;9259;41
9346;52 jaar;Gescheiden;2047;22622;9398;13224;3873;9310;41
