ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;EmissionAllowances_7;TapWaterAndGroundwaterTaxes_8;TaxOnPackaging_9;FlightTax_10;TotalMobilityTax_11;ExciseDuties_12;TaxOnPassengerCarsAndMotorcycles_13;MotorVehicleTax_14;ManureSurplusTax_15;TotalEnvironmentalFeesRevenues_16;WasteCollectionFee_17;NoiseTaxCivilAviation_18;FeesOnGroundwaterAndRefuseDumps_19;SewerageCharges_20;FeesOnWaterPollution_21
1001;46 Wholesale trade (no motor vehicles);2016;568.0;490.0;118.0;5.0;0.0;107.0;1.0;5.0;0.0;;372.0;264.0;56.0;52.0;;78.0;21.0;;0.0;44.0;13.0
1002;46 Wholesale trade (no motor vehicles);2017;608.0;530.0;131.0;5.0;0.0;121.0;0.0;5.0;0.0;;399.0;281.0;65.0;53.0;;78.0;21.0;;0.0;45.0;12.0
1003;46 Wholesale trade (no motor vehicles);2018;627.0;550.0;148.0;6.0;0.0;136.0;1.0;5.0;0.0;;402.0;291.0;59.0;52.0;;77.0;21.0;;0.0;44.0;12.0
1004;46 Wholesale trade (no motor vehicles);2019;662.0;580.0;181.0;13.0;0.0;161.0;2.0;5.0;0.0;;399.0;288.0;60.0;51.0;;82.0;23.0;;0.0;45.0;14.0
1005;46 Wholesale trade (no motor vehicles);2020;658.0;577.0;219.0;16.0;0.0;195.0;2.0;6.0;0.0;;358.0;272.0;41.0;45.0;;81.0;27.0;;0.0;42.0;12.0
1006;46 Wholesale trade (no motor vehicles);2021;682.0;599.0;229.0;14.0;0.0;205.0;1.0;8.0;0.0;1.0;370.0;280.0;44.0;46.0;;83.0;27.0;;0.0;43.0;13.0
1007;46 Wholesale trade (no motor vehicles);2022;696.0;608.0;273.0;14.0;0.0;245.0;6.0;7.0;0.0;1.0;335.0;248.0;43.0;44.0;;88.0;29.0;;0.0;46.0;13.0
1008;47 Retail trade (not in motor vehicles);1995;154.0;123.0;21.0;4.0;17.0;0.0;0.0;0.0;;;102.0;39.0;52.0;11.0;;31.0;14.0;;0.0;10.0;6.0
1009;47 Retail trade (not in motor vehicles);1996;169.0;143.0;33.0;5.0;19.0;9.0;0.0;0.0;;;110.0;46.0;52.0;12.0;;26.0;13.0;;0.0;7.0;6.0
1010;47 Retail trade (not in motor vehicles);1997;189.0;157.0;44.0;3.0;16.0;25.0;0.0;0.0;;;113.0;46.0;58.0;9.0;;32.0;18.0;;0.0;7.0;7.0
1011;47 Retail trade (not in motor vehicles);1998;192.0;163.0;43.0;2.0;18.0;23.0;0.0;0.0;;;120.0;53.0;59.0;8.0;;29.0;14.0;;0.0;8.0;7.0
1012;47 Retail trade (not in motor vehicles);1999;195.0;170.0;64.0;2.0;19.0;43.0;0.0;0.0;;;106.0;51.0;44.0;11.0;;25.0;10.0;;0.0;9.0;7.0
1013;47 Retail trade (not in motor vehicles);2000;218.0;184.0;80.0;4.0;19.0;57.0;0.0;0.0;;;104.0;53.0;38.0;13.0;;34.0;18.0;;0.0;9.0;7.0
1014;47 Retail trade (not in motor vehicles);2001;169.0;131.0;41.0;2.0;1.0;37.0;0.0;1.0;;;90.0;48.0;30.0;12.0;;38.0;21.0;;0.0;10.0;7.0
1015;47 Retail trade (not in motor vehicles);2002;173.0;127.0;27.0;2.0;1.0;23.0;0.0;1.0;;;100.0;56.0;31.0;13.0;;46.0;27.0;;0.0;11.0;8.0
1016;47 Retail trade (not in motor vehicles);2003;174.0;124.0;26.0;0.0;1.0;24.0;0.0;1.0;;;98.0;56.0;28.0;14.0;;50.0;30.0;;0.0;12.0;8.0
1017;47 Retail trade (not in motor vehicles);2004;199.0;155.0;49.0;0.0;0.0;48.0;0.0;1.0;;;106.0;59.0;32.0;15.0;;44.0;24.0;;0.0;12.0;8.0
1018;47 Retail trade (not in motor vehicles);2005;236.0;190.0;88.0;2.0;0.0;85.0;0.0;1.0;;;102.0;58.0;29.0;15.0;;46.0;24.0;;0.0;14.0;8.0
1019;47 Retail trade (not in motor vehicles);2006;286.0;234.0;123.0;4.0;0.0;118.0;0.0;1.0;;;111.0;66.0;29.0;16.0;;52.0;26.0;;0.0;18.0;8.0
1020;47 Retail trade (not in motor vehicles);2007;249.0;199.0;81.0;2.0;0.0;78.0;0.0;1.0;;;118.0;66.0;35.0;17.0;;50.0;22.0;;0.0;20.0;8.0
1021;47 Retail trade (not in motor vehicles);2008;292.0;242.0;118.0;2.0;0.0;113.0;0.0;1.0;1.0;1.0;124.0;71.0;34.0;19.0;;50.0;23.0;;0.0;19.0;8.0
1022;47 Retail trade (not in motor vehicles);2009;282.0;232.0;111.0;0.0;0.0;108.0;0.0;1.0;1.0;1.0;121.0;72.0;29.0;20.0;;50.0;22.0;;0.0;21.0;7.0
1023;47 Retail trade (not in motor vehicles);2010;278.0;229.0;113.0;0.0;0.0;112.0;0.0;0.0;1.0;;116.0;78.0;17.0;21.0;;49.0;24.0;;0.0;18.0;7.0
1024;47 Retail trade (not in motor vehicles);2011;287.0;237.0;119.0;0.0;0.0;117.0;0.0;1.0;1.0;;118.0;78.0;19.0;21.0;;50.0;24.0;;0.0;19.0;7.0
1025;47 Retail trade (not in motor vehicles);2012;265.0;212.0;110.0;0.0;0.0;109.0;0.0;0.0;1.0;;102.0;72.0;10.0;20.0;;53.0;24.0;;0.0;22.0;7.0
1026;47 Retail trade (not in motor vehicles);2013;284.0;235.0;131.0;0.0;0.0;130.0;0.0;1.0;0.0;;104.0;72.0;15.0;17.0;;49.0;24.0;;0.0;18.0;7.0
1027;47 Retail trade (not in motor vehicles);2014;274.0;225.0;119.0;2.0;0.0;115.0;0.0;2.0;0.0;;106.0;72.0;15.0;19.0;;49.0;24.0;;0.0;18.0;7.0
1028;47 Retail trade (not in motor vehicles);2015;276.0;227.0;120.0;2.0;0.0;117.0;0.0;1.0;0.0;;107.0;77.0;13.0;17.0;;49.0;24.0;;0.0;19.0;6.0
1029;47 Retail trade (not in motor vehicles);2016;290.0;239.0;131.0;2.0;0.0;128.0;0.0;1.0;0.0;;108.0;80.0;12.0;16.0;;51.0;25.0;;0.0;19.0;7.0
1030;47 Retail trade (not in motor vehicles);2017;321.0;268.0;154.0;2.0;0.0;150.0;0.0;2.0;0.0;;114.0;78.0;18.0;18.0;;53.0;24.0;;0.0;21.0;8.0
1031;47 Retail trade (not in motor vehicles);2018;346.0;288.0;171.0;2.0;0.0;167.0;0.0;2.0;0.0;;117.0;81.0;14.0;22.0;;58.0;24.0;;0.0;24.0;10.0
1032;47 Retail trade (not in motor vehicles);2019;403.0;330.0;200.0;3.0;0.0;195.0;0.0;2.0;0.0;;130.0;82.0;14.0;34.0;;73.0;24.0;;0.0;34.0;15.0
1033;47 Retail trade (not in motor vehicles);2020;477.0;398.0;267.0;3.0;0.0;262.0;0.0;2.0;0.0;;131.0;88.0;13.0;30.0;;79.0;29.0;;0.0;37.0;13.0
1034;47 Retail trade (not in motor vehicles);2021;505.0;430.0;300.0;3.0;0.0;296.0;0.0;1.0;0.0;0.0;130.0;96.0;17.0;17.0;;75.0;33.0;;0.0;34.0;8.0
1035;47 Retail trade (not in motor vehicles);2022;538.0;459.0;348.0;3.0;0.0;345.0;0.0;0.0;0.0;0.0;111.0;83.0;17.0;11.0;;79.0;34.0;;0.0;36.0;9.0
1036;H Transportation and storage;1995;909.0;859.0;46.0;5.0;40.0;0.0;0.0;1.0;;;813.0;673.0;33.0;107.0;;50.0;11.0;24.0;0.0;7.0;8.0
1037;H Transportation and storage;1996;922.0;891.0;58.0;5.0;41.0;11.0;0.0;1.0;;;833.0;681.0;31.0;121.0;;31.0;9.0;9.0;0.0;5.0;8.0
1038;H Transportation and storage;1997;974.0;945.0;58.0;3.0;39.0;16.0;0.0;0.0;;;887.0;762.0;29.0;96.0;;29.0;9.0;6.0;0.0;5.0;9.0
1039;H Transportation and storage;1998;1050.0;1022.0;60.0;4.0;40.0;15.0;0.0;1.0;;;962.0;813.0;45.0;104.0;;28.0;8.0;6.0;0.0;6.0;8.0
1040;H Transportation and storage;1999;1064.0;1036.0;76.0;5.0;45.0;25.0;0.0;1.0;;;960.0;805.0;38.0;117.0;;28.0;7.0;7.0;0.0;6.0;8.0
1041;H Transportation and storage;2000;1088.0;1028.0;80.0;7.0;42.0;30.0;0.0;1.0;;;948.0;804.0;39.0;105.0;;60.0;9.0;36.0;0.0;6.0;9.0
1042;H Transportation and storage;2001;1046.0;980.0;62.0;6.0;38.0;18.0;0.0;0.0;;;918.0;785.0;33.0;100.0;;66.0;7.0;43.0;0.0;7.0;9.0
1043;H Transportation and storage;2002;1064.0;1003.0;62.0;5.0;43.0;14.0;0.0;0.0;;;941.0;823.0;28.0;90.0;;61.0;7.0;38.0;0.0;7.0;9.0
1044;H Transportation and storage;2003;1063.0;1002.0;60.0;3.0;44.0;13.0;0.0;0.0;;;942.0;809.0;40.0;93.0;;61.0;8.0;37.0;0.0;7.0;9.0
1045;H Transportation and storage;2004;1109.0;1052.0;28.0;2.0;0.0;26.0;0.0;0.0;;;1024.0;888.0;39.0;97.0;;57.0;7.0;33.0;0.0;7.0;10.0
1046;H Transportation and storage;2005;1134.0;1063.0;47.0;3.0;0.0;44.0;0.0;0.0;;;1016.0;891.0;29.0;96.0;;71.0;7.0;48.0;0.0;7.0;9.0
1047;H Transportation and storage;2006;1273.0;1192.0;56.0;6.0;0.0;50.0;0.0;0.0;;;1136.0;997.0;39.0;100.0;;81.0;7.0;54.0;0.0;10.0;10.0
1048;H Transportation and storage;2007;1257.0;1175.0;43.0;5.0;0.0;38.0;0.0;0.0;;;1132.0;996.0;39.0;97.0;;82.0;7.0;55.0;0.0;10.0;10.0
1049;H Transportation and storage;2008;1379.0;1295.0;67.0;3.0;0.0;52.0;0.0;0.0;0.0;12.0;1228.0;1085.0;43.0;100.0;;84.0;7.0;56.0;0.0;10.0;11.0
1050;H Transportation and storage;2009;1383.0;1308.0;63.0;2.0;0.0;48.0;0.0;0.0;0.0;13.0;1245.0;1100.0;37.0;108.0;;75.0;7.0;49.0;0.0;10.0;9.0
1051;H Transportation and storage;2010;1356.0;1288.0;57.0;2.0;0.0;54.0;0.0;1.0;0.0;;1231.0;1096.0;20.0;115.0;;68.0;7.0;42.0;0.0;10.0;9.0
1052;H Transportation and storage;2011;1447.0;1385.0;56.0;2.0;0.0;53.0;0.0;1.0;0.0;;1329.0;1194.0;19.0;116.0;;62.0;7.0;35.0;0.0;11.0;9.0
1053;H Transportation and storage;2012;1427.0;1348.0;50.0;-1.0;0.0;51.0;0.0;0.0;0.0;;1298.0;1171.0;15.0;112.0;;79.0;7.0;49.0;0.0;13.0;10.0
1054;H Transportation and storage;2013;1397.0;1331.0;61.0;0.0;0.0;60.0;0.0;1.0;0.0;;1270.0;1145.0;11.0;114.0;;66.0;7.0;39.0;0.0;10.0;10.0
1055;H Transportation and storage;2014;1384.0;1318.0;71.0;1.0;0.0;66.0;0.0;4.0;0.0;;1247.0;1111.0;9.0;127.0;;66.0;7.0;39.0;0.0;10.0;10.0
1056;H Transportation and storage;2015;1303.0;1246.0;74.0;2.0;0.0;64.0;6.0;2.0;0.0;;1172.0;1038.0;9.0;125.0;;57.0;7.0;31.0;0.0;10.0;9.0
1057;H Transportation and storage;2016;1300.0;1266.0;71.0;1.0;0.0;63.0;5.0;2.0;0.0;;1195.0;1057.0;16.0;122.0;;34.0;8.0;8.0;0.0;9.0;9.0
1058;H Transportation and storage;2017;1291.0;1262.0;73.0;2.0;0.0;68.0;1.0;2.0;0.0;;1189.0;1037.0;23.0;129.0;;29.0;7.0;1.0;0.0;11.0;10.0
1059;H Transportation and storage;2018;1269.0;1239.0;84.0;2.0;0.0;78.0;2.0;2.0;0.0;;1155.0;1003.0;22.0;130.0;;30.0;8.0;2.0;0.0;10.0;10.0
1060;H Transportation and storage;2019;1300.0;1270.0;102.0;2.0;0.0;93.0;5.0;2.0;0.0;;1168.0;1016.0;27.0;125.0;;30.0;8.0;2.0;0.0;10.0;10.0
1061;H Transportation and storage;2020;1208.0;1177.0;127.0;3.0;0.0;116.0;6.0;2.0;0.0;;1050.0;929.0;9.0;112.0;;31.0;9.0;1.0;0.0;11.0;10.0
1062;H Transportation and storage;2021;1355.0;1321.0;151.0;3.0;0.0;126.0;6.0;3.0;0.0;13.0;1170.0;1042.0;10.0;118.0;;34.0;11.0;1.0;0.0;11.0;11.0
1063;H Transportation and storage;2022;1314.0;1274.0;198.0;3.0;0.0;160.0;12.0;4.0;0.0;19.0;1076.0;953.0;9.0;114.0;;40.0;11.0;2.0;0.0;14.0;13.0
1064;49 Land transport;1995;755.0;750.0;34.0;2.0;32.0;0.0;0.0;0.0;;;716.0;597.0;31.0;88.0;;5.0;0.0;;0.0;2.0;3.0
1065;49 Land transport;1996;778.0;774.0;39.0;1.0;33.0;5.0;0.0;0.0;;;735.0;608.0;29.0;98.0;;4.0;0.0;;0.0;1.0;3.0
1066;49 Land transport;1997;813.0;809.0;43.0;1.0;33.0;9.0;0.0;0.0;;;766.0;662.0;27.0;77.0;;4.0;0.0;;0.0;1.0;3.0
1067;49 Land transport;1998;877.0;873.0;45.0;3.0;34.0;8.0;0.0;0.0;;;828.0;708.0;37.0;83.0;;4.0;0.0;;0.0;2.0;3.0
1068;49 Land transport;1999;894.0;889.0;51.0;2.0;35.0;14.0;0.0;0.0;;;838.0;705.0;36.0;97.0;;5.0;0.0;;0.0;2.0;3.0
1069;49 Land transport;2000;894.0;889.0;54.0;4.0;33.0;17.0;0.0;0.0;;;835.0;701.0;35.0;99.0;;5.0;0.0;;0.0;2.0;3.0
1070;49 Land transport;2001;857.0;852.0;41.0;4.0;34.0;3.0;0.0;0.0;;;811.0;688.0;29.0;94.0;;5.0;0.0;;0.0;2.0;3.0
1071;49 Land transport;2002;876.0;871.0;44.0;3.0;38.0;3.0;0.0;0.0;;;827.0;718.0;25.0;84.0;;5.0;0.0;;0.0;2.0;3.0
1072;49 Land transport;2003;868.0;863.0;44.0;2.0;40.0;2.0;0.0;0.0;;;819.0;695.0;37.0;87.0;;5.0;0.0;;0.0;2.0;3.0
1073;49 Land transport;2004;921.0;916.0;8.0;2.0;0.0;6.0;0.0;0.0;;;908.0;784.0;35.0;89.0;;5.0;0.0;;0.0;2.0;3.0
1074;49 Land transport;2005;908.0;903.0;11.0;3.0;0.0;8.0;0.0;0.0;;;892.0;779.0;25.0;88.0;;5.0;0.0;;0.0;2.0;3.0
1075;49 Land transport;2006;1020.0;1014.0;15.0;4.0;0.0;11.0;0.0;0.0;;;999.0;872.0;36.0;91.0;;6.0;0.0;;0.0;3.0;3.0
1076;49 Land transport;2007;1009.0;1003.0;11.0;3.0;0.0;8.0;0.0;0.0;;;992.0;869.0;36.0;87.0;;6.0;0.0;;0.0;3.0;3.0
1077;49 Land transport;2008;1087.0;1080.0;13.0;2.0;0.0;11.0;0.0;0.0;0.0;0.0;1067.0;940.0;39.0;88.0;;7.0;0.0;;0.0;3.0;4.0
1078;49 Land transport;2009;1104.0;1098.0;11.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;1087.0;961.0;32.0;94.0;;6.0;0.0;;0.0;3.0;3.0
1079;49 Land transport;2010;1087.0;1081.0;14.0;1.0;0.0;13.0;0.0;0.0;0.0;;1067.0;950.0;17.0;100.0;;6.0;0.0;;0.0;3.0;3.0
1080;49 Land transport;2011;1167.0;1161.0;15.0;2.0;0.0;13.0;0.0;0.0;0.0;;1146.0;1034.0;17.0;95.0;;6.0;0.0;;0.0;3.0;3.0
1081;49 Land transport;2012;1131.0;1125.0;10.0;-1.0;0.0;11.0;0.0;0.0;0.0;;1115.0;1012.0;12.0;91.0;;6.0;0.0;;0.0;3.0;3.0
1082;49 Land transport;2013;1102.0;1097.0;14.0;0.0;0.0;14.0;0.0;0.0;0.0;;1083.0;980.0;7.0;96.0;;5.0;0.0;;0.0;2.0;3.0
1083;49 Land transport;2014;1087.0;1082.0;18.0;1.0;0.0;16.0;0.0;1.0;0.0;;1064.0;949.0;6.0;109.0;;5.0;0.0;;0.0;2.0;3.0
1084;49 Land transport;2015;1023.0;1018.0;16.0;0.0;0.0;16.0;0.0;0.0;0.0;;1002.0;890.0;6.0;106.0;;5.0;0.0;;0.0;2.0;3.0
1085;49 Land transport;2016;1044.0;1039.0;16.0;1.0;0.0;14.0;0.0;1.0;0.0;;1023.0;907.0;11.0;105.0;;5.0;0.0;;0.0;2.0;3.0
1086;49 Land transport;2017;1030.0;1025.0;16.0;0.0;0.0;16.0;0.0;0.0;0.0;;1009.0;881.0;17.0;111.0;;5.0;0.0;;0.0;2.0;3.0
1087;49 Land transport;2018;978.0;973.0;16.0;0.0;0.0;16.0;0.0;0.0;0.0;;957.0;833.0;15.0;109.0;;5.0;0.0;;0.0;2.0;3.0
1088;49 Land transport;2019;999.0;994.0;20.0;0.0;0.0;19.0;0.0;1.0;0.0;;974.0;847.0;17.0;110.0;;5.0;0.0;;0.0;2.0;3.0
1089;49 Land transport;2020;898.0;893.0;26.0;0.0;0.0;25.0;0.0;1.0;0.0;;867.0;768.0;5.0;94.0;;5.0;0.0;;0.0;2.0;3.0
1090;49 Land transport;2021;1018.0;1012.0;32.0;2.0;0.0;29.0;0.0;1.0;0.0;0.0;980.0;876.0;6.0;98.0;;6.0;0.0;;0.0;2.0;4.0
1091;49 Land transport;2022;952.0;944.0;35.0;1.0;0.0;33.0;0.0;1.0;0.0;0.0;909.0;808.0;6.0;95.0;;8.0;0.0;;0.0;3.0;5.0
1092;50 Water transport;1995;30.0;26.0;7.0;3.0;4.0;0.0;0.0;0.0;;;19.0;19.0;0.0;0.0;;4.0;4.0;;0.0;0.0;0.0
1093;50 Water transport;1996;30.0;27.0;9.0;3.0;5.0;1.0;0.0;0.0;;;18.0;18.0;0.0;0.0;;3.0;3.0;;0.0;0.0;0.0
1094;50 Water transport;1997;31.0;28.0;4.0;1.0;2.0;1.0;0.0;0.0;;;24.0;24.0;0.0;0.0;;3.0;3.0;;0.0;0.0;0.0
1095;50 Water transport;1998;33.0;30.0;4.0;1.0;2.0;1.0;0.0;0.0;;;26.0;26.0;0.0;0.0;;3.0;3.0;;0.0;0.0;0.0
1096;50 Water transport;1999;29.0;28.0;8.0;2.0;5.0;1.0;0.0;0.0;;;20.0;20.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1097;50 Water transport;2000;31.0;30.0;6.0;2.0;3.0;1.0;0.0;0.0;;;24.0;24.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1098;50 Water transport;2001;26.0;26.0;5.0;2.0;1.0;2.0;0.0;0.0;;;21.0;21.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1099;50 Water transport;2002;29.0;29.0;5.0;2.0;1.0;2.0;0.0;0.0;;;24.0;24.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1100;50 Water transport;2003;36.0;36.0;4.0;1.0;1.0;2.0;0.0;0.0;;;32.0;32.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1101;50 Water transport;2004;22.0;22.0;3.0;0.0;0.0;3.0;0.0;0.0;;;19.0;19.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1102;50 Water transport;2005;22.0;22.0;5.0;0.0;0.0;5.0;0.0;0.0;;;17.0;17.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1103;50 Water transport;2006;23.0;23.0;6.0;1.0;0.0;5.0;0.0;0.0;;;17.0;17.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1104;50 Water transport;2007;26.0;26.0;5.0;1.0;0.0;4.0;0.0;0.0;;;21.0;21.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1105;50 Water transport;2008;29.0;29.0;7.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;22.0;22.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1106;50 Water transport;2009;31.0;31.0;6.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;25.0;25.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1107;50 Water transport;2010;14.0;14.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;;12.0;12.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1108;50 Water transport;2011;32.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;32.0;32.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1109;50 Water transport;2012;31.0;31.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;30.0;30.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1110;50 Water transport;2013;22.0;22.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;;20.0;20.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1111;50 Water transport;2014;23.0;23.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;;20.0;20.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1112;50 Water transport;2015;22.0;22.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;;20.0;20.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1113;50 Water transport;2016;22.0;22.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;21.0;20.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1114;50 Water transport;2017;24.0;24.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;;22.0;21.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1115;50 Water transport;2018;23.0;23.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;;21.0;20.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1116;50 Water transport;2019;25.0;25.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;;22.0;20.0;2.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1117;50 Water transport;2020;21.0;21.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;;18.0;17.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1118;50 Water transport;2021;21.0;21.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;19.0;18.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1119;50 Water transport;2022;20.0;20.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;18.0;17.0;1.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1120;51 Air transport;1995;34.0;10.0;1.0;0.0;1.0;0.0;0.0;0.0;;;9.0;9.0;0.0;0.0;;24.0;0.0;24.0;0.0;0.0;0.0
1121;51 Air transport;1996;20.0;11.0;2.0;0.0;1.0;1.0;0.0;0.0;;;9.0;9.0;0.0;0.0;;9.0;0.0;9.0;0.0;0.0;0.0
1122;51 Air transport;1997;22.0;16.0;1.0;0.0;1.0;0.0;0.0;0.0;;;15.0;15.0;0.0;0.0;;6.0;0.0;6.0;0.0;0.0;0.0
1123;51 Air transport;1998;30.0;24.0;2.0;0.0;1.0;1.0;0.0;0.0;;;22.0;15.0;6.0;1.0;;6.0;0.0;6.0;0.0;0.0;0.0
1124;51 Air transport;1999;24.0;17.0;1.0;0.0;1.0;0.0;0.0;0.0;;;16.0;15.0;0.0;1.0;;7.0;0.0;7.0;0.0;0.0;0.0
1125;51 Air transport;2000;55.0;19.0;2.0;0.0;1.0;1.0;0.0;0.0;;;17.0;17.0;0.0;0.0;;36.0;0.0;36.0;0.0;0.0;0.0
1126;51 Air transport;2001;59.0;16.0;1.0;0.0;1.0;0.0;0.0;0.0;;;15.0;15.0;0.0;0.0;;43.0;0.0;43.0;0.0;0.0;0.0
1127;51 Air transport;2002;55.0;17.0;1.0;0.0;1.0;0.0;0.0;0.0;;;16.0;16.0;0.0;0.0;;38.0;0.0;38.0;0.0;0.0;0.0
1128;51 Air transport;2003;52.0;15.0;1.0;0.0;1.0;0.0;0.0;0.0;;;14.0;14.0;0.0;0.0;;37.0;0.0;37.0;0.0;0.0;0.0
1129;51 Air transport;2004;45.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;;;12.0;12.0;0.0;0.0;;33.0;0.0;33.0;0.0;0.0;0.0
1130;51 Air transport;2005;62.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;;;14.0;14.0;0.0;0.0;;48.0;0.0;48.0;0.0;0.0;0.0
1131;51 Air transport;2006;68.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;;;14.0;14.0;0.0;0.0;;54.0;0.0;54.0;0.0;0.0;0.0
1132;51 Air transport;2007;65.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;10.0;10.0;0.0;0.0;;55.0;0.0;55.0;0.0;0.0;0.0
1133;51 Air transport;2008;77.0;21.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;11.0;11.0;0.0;0.0;;56.0;0.0;56.0;0.0;0.0;0.0
1134;51 Air transport;2009;62.0;13.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;2.0;2.0;0.0;0.0;;49.0;0.0;49.0;0.0;0.0;0.0
1135;51 Air transport;2010;43.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;;42.0;0.0;42.0;0.0;0.0;0.0
1136;51 Air transport;2011;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;35.0;0.0;35.0;0.0;0.0;0.0
1137;51 Air transport;2012;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;49.0;0.0;49.0;0.0;0.0;0.0
1138;51 Air transport;2013;40.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;;39.0;0.0;39.0;0.0;0.0;0.0
1139;51 Air transport;2014;40.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;;39.0;0.0;39.0;0.0;0.0;0.0
1140;51 Air transport;2015;38.0;7.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0;;0.0;0.0;0.0;0.0;;31.0;0.0;31.0;0.0;0.0;0.0
1141;51 Air transport;2016;13.0;5.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;;8.0;0.0;8.0;0.0;0.0;0.0
1142;51 Air transport;2017;3.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0
1143;51 Air transport;2018;5.0;3.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;0.0
1144;51 Air transport;2019;7.0;5.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;0.0
1145;51 Air transport;2020;7.0;6.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0;;0.0;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0
1146;51 Air transport;2021;19.0;18.0;18.0;0.0;0.0;1.0;5.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0
1147;51 Air transport;2022;31.0;29.0;29.0;0.0;0.0;1.0;10.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;0.0
1148;52 Warehousing, services for transport;1995;51.0;35.0;2.0;0.0;2.0;0.0;0.0;0.0;;;33.0;27.0;2.0;4.0;;16.0;6.0;;0.0;5.0;5.0
