ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
2862;73 Speur en ontwikkelingswerk;2004;;;
2863;73 Speur en ontwikkelingswerk;2005 1e kwartaal;;;
2864;73 Speur en ontwikkelingswerk;2005 2e kwartaal;;;
2865;73 Speur en ontwikkelingswerk;2005 3e kwartaal;;;
2866;73 Speur en ontwikkelingswerk;2005 4e kwartaal;;;
2867;73 Speur en ontwikkelingswerk;2005;;;
2868;73 Speur en ontwikkelingswerk;2006 1e kwartaal;;;
2869;73 Speur en ontwikkelingswerk;2006 2e kwartaal;;;
2870;73 Speur en ontwikkelingswerk;2006 3e kwartaal;;;
2871;73 Speur en ontwikkelingswerk;2006 4e kwartaal;;;
2872;73 Speur en ontwikkelingswerk;2006;;;
2873;73 Speur en ontwikkelingswerk;2007 1e kwartaal;;;
2874;73 Speur en ontwikkelingswerk;2007 2e kwartaal;;;
2875;73 Speur en ontwikkelingswerk;2007 3e kwartaal;;;
2876;73 Speur en ontwikkelingswerk;2007 4e kwartaal;;;
2877;73 Speur en ontwikkelingswerk;2007;;;
2878;73 Speur en ontwikkelingswerk;2008 1e kwartaal;;;
2879;73 Speur en ontwikkelingswerk;2008 2e kwartaal;;;
2880;73 Speur en ontwikkelingswerk;2008 3e kwartaal;;;
2881;73 Speur en ontwikkelingswerk;2008 4e kwartaal;;;
2882;73 Speur en ontwikkelingswerk;2008;;;
2883;73 Speur en ontwikkelingswerk;2009 1e kwartaal;;;
2884;73 Speur en ontwikkelingswerk;2009 2e kwartaal;;;
2885;73 Speur en ontwikkelingswerk;2009 3e kwartaal;;;
2886;73 Speur en ontwikkelingswerk;2009 4e kwartaal;;;
2887;73 Speur en ontwikkelingswerk;2009;;;
2888;73 Speur en ontwikkelingswerk;2010 1e kwartaal;;;
2889;73 Speur en ontwikkelingswerk;2010 2e kwartaal;;;
2890;73 Speur en ontwikkelingswerk;2010 3e kwartaal;;;
2891;73 Speur en ontwikkelingswerk;2010 4e kwartaal;;;
2892;73 Speur en ontwikkelingswerk;2010;;;
2893;73 Speur en ontwikkelingswerk;2011 1e kwartaal;;;
2894;73 Speur en ontwikkelingswerk;2011 2e kwartaal;;;
2895;73 Speur en ontwikkelingswerk;2011 3e kwartaal;;;
2896;73 Speur en ontwikkelingswerk;2011 4e kwartaal;;;
2897;73 Speur en ontwikkelingswerk;2011;;;
2898;7300 Totaal speur en ontwikkelingswerk;2002 4e kwartaal;;;
2899;7300 Totaal speur en ontwikkelingswerk;2003 1e kwartaal;;;
2900;7300 Totaal speur en ontwikkelingswerk;2003 2e kwartaal;;;
2901;7300 Totaal speur en ontwikkelingswerk;2003 3e kwartaal;;;
2902;7300 Totaal speur en ontwikkelingswerk;2003 4e kwartaal;;;
2903;7300 Totaal speur en ontwikkelingswerk;2003;;;
2904;7300 Totaal speur en ontwikkelingswerk;2004 1e kwartaal;;;
2905;7300 Totaal speur en ontwikkelingswerk;2004 2e kwartaal;;;
2906;7300 Totaal speur en ontwikkelingswerk;2004 3e kwartaal;;;
2907;7300 Totaal speur en ontwikkelingswerk;2004 4e kwartaal;;;
2908;7300 Totaal speur en ontwikkelingswerk;2004;;;
2909;7300 Totaal speur en ontwikkelingswerk;2005 1e kwartaal;;;
2910;7300 Totaal speur en ontwikkelingswerk;2005 2e kwartaal;;;
2911;7300 Totaal speur en ontwikkelingswerk;2005 3e kwartaal;;;
2912;7300 Totaal speur en ontwikkelingswerk;2005 4e kwartaal;;;
2913;7300 Totaal speur en ontwikkelingswerk;2005;;;
2914;7300 Totaal speur en ontwikkelingswerk;2006 1e kwartaal;;;
2915;7300 Totaal speur en ontwikkelingswerk;2006 2e kwartaal;;;
2916;7300 Totaal speur en ontwikkelingswerk;2006 3e kwartaal;;;
2917;7300 Totaal speur en ontwikkelingswerk;2006 4e kwartaal;;;
2918;7300 Totaal speur en ontwikkelingswerk;2006;;;
2919;7300 Totaal speur en ontwikkelingswerk;2007 1e kwartaal;;;
2920;7300 Totaal speur en ontwikkelingswerk;2007 2e kwartaal;;;
2921;7300 Totaal speur en ontwikkelingswerk;2007 3e kwartaal;;;
2922;7300 Totaal speur en ontwikkelingswerk;2007 4e kwartaal;;;
2923;7300 Totaal speur en ontwikkelingswerk;2007;;;
2924;7300 Totaal speur en ontwikkelingswerk;2008 1e kwartaal;;;
2925;7300 Totaal speur en ontwikkelingswerk;2008 2e kwartaal;;;
2926;7300 Totaal speur en ontwikkelingswerk;2008 3e kwartaal;;;
2927;7300 Totaal speur en ontwikkelingswerk;2008 4e kwartaal;;;
2928;7300 Totaal speur en ontwikkelingswerk;2008;;;
2929;7300 Totaal speur en ontwikkelingswerk;2009 1e kwartaal;;;
2930;7300 Totaal speur en ontwikkelingswerk;2009 2e kwartaal;;;
2931;7300 Totaal speur en ontwikkelingswerk;2009 3e kwartaal;;;
2932;7300 Totaal speur en ontwikkelingswerk;2009 4e kwartaal;;;
2933;7300 Totaal speur en ontwikkelingswerk;2009;;;
2934;7300 Totaal speur en ontwikkelingswerk;2010 1e kwartaal;;;
2935;7300 Totaal speur en ontwikkelingswerk;2010 2e kwartaal;;;
2936;7300 Totaal speur en ontwikkelingswerk;2010 3e kwartaal;;;
2937;7300 Totaal speur en ontwikkelingswerk;2010 4e kwartaal;;;
2938;7300 Totaal speur en ontwikkelingswerk;2010;;;
2939;7300 Totaal speur en ontwikkelingswerk;2011 1e kwartaal;;;
2940;7300 Totaal speur en ontwikkelingswerk;2011 2e kwartaal;;;
2941;7300 Totaal speur en ontwikkelingswerk;2011 3e kwartaal;;;
2942;7300 Totaal speur en ontwikkelingswerk;2011 4e kwartaal;;;
2943;7300 Totaal speur en ontwikkelingswerk;2011;;;
2944;74 Overige zakelijke diensten;2002 4e kwartaal;;;
2945;74 Overige zakelijke diensten;2003 1e kwartaal;;;
2946;74 Overige zakelijke diensten;2003 2e kwartaal;;;
2947;74 Overige zakelijke diensten;2003 3e kwartaal;;;
2948;74 Overige zakelijke diensten;2003 4e kwartaal;;;
2949;74 Overige zakelijke diensten;2003;;;
2950;74 Overige zakelijke diensten;2004 1e kwartaal;;;
2951;74 Overige zakelijke diensten;2004 2e kwartaal;;;
2952;74 Overige zakelijke diensten;2004 3e kwartaal;;;
2953;74 Overige zakelijke diensten;2004 4e kwartaal;;;
2954;74 Overige zakelijke diensten;2004;;;
2955;74 Overige zakelijke diensten;2005 1e kwartaal;;;
2956;74 Overige zakelijke diensten;2005 2e kwartaal;;;
2957;74 Overige zakelijke diensten;2005 3e kwartaal;;;
2958;74 Overige zakelijke diensten;2005 4e kwartaal;;;
2959;74 Overige zakelijke diensten;2005;;;
2960;74 Overige zakelijke diensten;2006 1e kwartaal;99.1;;
2961;74 Overige zakelijke diensten;2006 2e kwartaal;99.5;0.4;
2962;74 Overige zakelijke diensten;2006 3e kwartaal;99.8;0.3;
2963;74 Overige zakelijke diensten;2006 4e kwartaal;101.6;1.9;
2964;74 Overige zakelijke diensten;2006;100.0;;
2965;74 Overige zakelijke diensten;2007 1e kwartaal;102.3;0.7;3.3
2966;74 Overige zakelijke diensten;2007 2e kwartaal;103.2;0.9;3.7
2967;74 Overige zakelijke diensten;2007 3e kwartaal;103.2;-0.1;3.4
2968;74 Overige zakelijke diensten;2007 4e kwartaal;104.9;1.7;3.2
2969;74 Overige zakelijke diensten;2007;103.4;;3.4
2970;74 Overige zakelijke diensten;2008 1e kwartaal;106.0;1.1;3.6
2971;74 Overige zakelijke diensten;2008 2e kwartaal;106.7;0.6;3.3
2972;74 Overige zakelijke diensten;2008 3e kwartaal;106.6;0.0;3.4
2973;74 Overige zakelijke diensten;2008 4e kwartaal;107.7;1.0;2.7
2974;74 Overige zakelijke diensten;2008;106.8;;3.2
2975;74 Overige zakelijke diensten;2009 1e kwartaal;108.7;1.0;2.5
2976;74 Overige zakelijke diensten;2009 2e kwartaal;108.9;0.2;2.1
2977;74 Overige zakelijke diensten;2009 3e kwartaal;107.8;-1.0;1.1
2978;74 Overige zakelijke diensten;2009 4e kwartaal;108.3;0.5;0.6
2979;74 Overige zakelijke diensten;2009;108.4;;1.6
2980;74 Overige zakelijke diensten;2010 1e kwartaal;108.6;0.3;-0.1
2981;74 Overige zakelijke diensten;2010 2e kwartaal;108.9;0.2;0.0
2982;74 Overige zakelijke diensten;2010 3e kwartaal;107.8;-0.9;0.0
2983;74 Overige zakelijke diensten;2010 4e kwartaal;109.1;1.2;0.7
2984;74 Overige zakelijke diensten;2010;108.6;;0.1
2985;74 Overige zakelijke diensten;2011 1e kwartaal;109.3;0.2;0.6
2986;74 Overige zakelijke diensten;2011 2e kwartaal;110.1;0.8;1.1
2987;74 Overige zakelijke diensten;2011 3e kwartaal;109.6;-0.5;1.6
2988;74 Overige zakelijke diensten;2011 4e kwartaal;109.9;0.3;0.8
2989;74 Overige zakelijke diensten;2011;109.7;;1.0
2990;7411 Totaal advocatuur;2002 4e kwartaal;;;
2991;7411 Totaal advocatuur;2003 1e kwartaal;;;
2992;7411 Totaal advocatuur;2003 2e kwartaal;;;
2993;7411 Totaal advocatuur;2003 3e kwartaal;;;
2994;7411 Totaal advocatuur;2003 4e kwartaal;90.8;;
2995;7411 Totaal advocatuur;2003;;;
2996;7411 Totaal advocatuur;2004 1e kwartaal;93.4;2.9;
2997;7411 Totaal advocatuur;2004 2e kwartaal;94.4;1.1;
2998;7411 Totaal advocatuur;2004 3e kwartaal;93.7;-0.8;
2999;7411 Totaal advocatuur;2004 4e kwartaal;93.0;-0.7;2.4
3000;7411 Totaal advocatuur;2004;93.6;;
3001;7411 Totaal advocatuur;2005 1e kwartaal;93.1;0.1;-0.4
3002;7411 Totaal advocatuur;2005 2e kwartaal;95.3;2.5;1.0
3003;7411 Totaal advocatuur;2005 3e kwartaal;95.2;-0.2;1.6
3004;7411 Totaal advocatuur;2005 4e kwartaal;96.8;1.7;4.1
3005;7411 Totaal advocatuur;2005;95.1;;1.6
3006;7411 Totaal advocatuur;2006 1e kwartaal;98.9;2.1;6.3
3007;7411 Totaal advocatuur;2006 2e kwartaal;99.8;1.0;4.7
3008;7411 Totaal advocatuur;2006 3e kwartaal;99.9;0.1;5.0
3009;7411 Totaal advocatuur;2006 4e kwartaal;101.4;1.5;4.7
3010;7411 Totaal advocatuur;2006;100.0;;5.2
3011;7411 Totaal advocatuur;2007 1e kwartaal;102.7;1.2;3.8
3012;7411 Totaal advocatuur;2007 2e kwartaal;103.1;0.4;3.3
3013;7411 Totaal advocatuur;2007 3e kwartaal;102.8;-0.3;3.0
3014;7411 Totaal advocatuur;2007 4e kwartaal;103.9;1.0;2.4
3015;7411 Totaal advocatuur;2007;103.1;;3.1
3016;7411 Totaal advocatuur;2008 1e kwartaal;105.6;1.6;2.8
3017;7411 Totaal advocatuur;2008 2e kwartaal;106.7;1.1;3.5
3018;7411 Totaal advocatuur;2008 3e kwartaal;107.0;0.2;4.0
3019;7411 Totaal advocatuur;2008 4e kwartaal;106.8;-0.1;2.8
3020;7411 Totaal advocatuur;2008;106.5;;3.3
3021;7411 Totaal advocatuur;2009 1e kwartaal;107.1;0.3;1.4
3022;7411 Totaal advocatuur;2009 2e kwartaal;107.7;0.6;0.9
3023;7411 Totaal advocatuur;2009 3e kwartaal;107.3;-0.3;0.4
3024;7411 Totaal advocatuur;2009 4e kwartaal;106.8;-0.5;0.0
3025;7411 Totaal advocatuur;2009;107.2;;0.7
3026;7411 Totaal advocatuur;2010 1e kwartaal;108.1;1.2;1.0
3027;7411 Totaal advocatuur;2010 2e kwartaal;106.7;-1.3;-0.9
3028;7411 Totaal advocatuur;2010 3e kwartaal;108.9;2.1;1.5
3029;7411 Totaal advocatuur;2010 4e kwartaal;107.2;-1.6;0.3
3030;7411 Totaal advocatuur;2010;107.7;;0.5
3031;7411 Totaal advocatuur;2011 1e kwartaal;107.5;0.4;-0.5
3032;7411 Totaal advocatuur;2011 2e kwartaal;110.3;2.5;3.4
3033;7411 Totaal advocatuur;2011 3e kwartaal;110.4;0.1;1.4
3034;7411 Totaal advocatuur;2011 4e kwartaal;110.3;-0.1;2.9
3035;7411 Totaal advocatuur;2011;109.6;;1.8
3036;7411 Totaal notariaat;2002 4e kwartaal;;;
3037;7411 Totaal notariaat;2003 1e kwartaal;;;
3038;7411 Totaal notariaat;2003 2e kwartaal;;;
3039;7411 Totaal notariaat;2003 3e kwartaal;;;
3040;7411 Totaal notariaat;2003 4e kwartaal;102.7;;
3041;7411 Totaal notariaat;2003;;;
3042;7411 Totaal notariaat;2004 1e kwartaal;101.2;-1.4;
3043;7411 Totaal notariaat;2004 2e kwartaal;101.4;0.2;
3044;7411 Totaal notariaat;2004 3e kwartaal;101.0;-0.4;
3045;7411 Totaal notariaat;2004 4e kwartaal;101.0;-0.1;-1.7
3046;7411 Totaal notariaat;2004;101.2;;
3047;7411 Totaal notariaat;2005 1e kwartaal;100.3;-0.7;-0.9
3048;7411 Totaal notariaat;2005 2e kwartaal;100.2;-0.1;-1.3
3049;7411 Totaal notariaat;2005 3e kwartaal;99.5;-0.7;-1.6
3050;7411 Totaal notariaat;2005 4e kwartaal;99.6;0.2;-1.3
3051;7411 Totaal notariaat;2005;99.9;;-1.3
3052;7411 Totaal notariaat;2006 1e kwartaal;100.9;1.3;0.6
3053;7411 Totaal notariaat;2006 2e kwartaal;100.0;-0.9;-0.1
3054;7411 Totaal notariaat;2006 3e kwartaal;100.1;0.0;0.6
3055;7411 Totaal notariaat;2006 4e kwartaal;99.0;-1.1;-0.6
3056;7411 Totaal notariaat;2006;100.0;;0.1
3057;7411 Totaal notariaat;2007 1e kwartaal;100.5;1.5;-0.4
3058;7411 Totaal notariaat;2007 2e kwartaal;99.4;-1.1;-0.6
3059;7411 Totaal notariaat;2007 3e kwartaal;99.6;0.2;-0.5
3060;7411 Totaal notariaat;2007 4e kwartaal;98.2;-1.4;-0.9
3061;7411 Totaal notariaat;2007;99.4;;-0.6
3062;7411 Totaal notariaat;2008 1e kwartaal;97.8;-0.4;-2.7
3063;7411 Totaal notariaat;2008 2e kwartaal;97.9;0.1;-1.5
3064;7411 Totaal notariaat;2008 3e kwartaal;98.0;0.1;-1.6
3065;7411 Totaal notariaat;2008 4e kwartaal;97.5;-0.5;-0.7
3066;7411 Totaal notariaat;2008;97.8;;-1.6
3067;7411 Totaal notariaat;2009 1e kwartaal;96.8;-0.7;-1.0
3068;7411 Totaal notariaat;2009 2e kwartaal;95.2;-1.6;-2.7
3069;7411 Totaal notariaat;2009 3e kwartaal;94.7;-0.6;-3.4
3070;7411 Totaal notariaat;2009 4e kwartaal;93.7;-1.0;-3.9
3071;7411 Totaal notariaat;2009;95.1;;-2.8
3072;7411 Totaal notariaat;2010 1e kwartaal;93.7;0.0;-3.2
3073;7411 Totaal notariaat;2010 2e kwartaal;94.0;0.3;-1.3
3074;7411 Totaal notariaat;2010 3e kwartaal;94.7;0.7;0.0
3075;7411 Totaal notariaat;2010 4e kwartaal;94.6;-0.1;0.9
3076;7411 Totaal notariaat;2010;94.2;;-0.9
3077;7411 Totaal notariaat;2011 1e kwartaal;94.9;0.3;1.2
3078;7411 Totaal notariaat;2011 2e kwartaal;95.7;0.9;1.8
3079;7411 Totaal notariaat;2011 3e kwartaal;94.7;-1.0;0.1
3080;7411 Totaal notariaat;2011 4e kwartaal;93.8;-1.0;-0.8
3081;7411 Totaal notariaat;2011;94.8;;0.6
3082;7411A Notariaat familiepraktijk;2002 4e kwartaal;;;
3083;7411A Notariaat familiepraktijk;2003 1e kwartaal;;;
3084;7411A Notariaat familiepraktijk;2003 2e kwartaal;;;
3085;7411A Notariaat familiepraktijk;2003 3e kwartaal;;;
3086;7411A Notariaat familiepraktijk;2003 4e kwartaal;90.0;;
3087;7411A Notariaat familiepraktijk;2003;;;
3088;7411A Notariaat familiepraktijk;2004 1e kwartaal;92.0;2.2;
3089;7411A Notariaat familiepraktijk;2004 2e kwartaal;92.6;0.6;
3090;7411A Notariaat familiepraktijk;2004 3e kwartaal;92.9;0.3;
3091;7411A Notariaat familiepraktijk;2004 4e kwartaal;92.6;-0.3;2.9
3092;7411A Notariaat familiepraktijk;2004;92.5;;
3093;7411A Notariaat familiepraktijk;2005 1e kwartaal;96.0;3.7;4.4
3094;7411A Notariaat familiepraktijk;2005 2e kwartaal;96.7;0.7;4.4
3095;7411A Notariaat familiepraktijk;2005 3e kwartaal;96.3;-0.3;3.7
3096;7411A Notariaat familiepraktijk;2005 4e kwartaal;97.3;1.0;5.1
3097;7411A Notariaat familiepraktijk;2005;96.6;;4.4
3098;7411A Notariaat familiepraktijk;2006 1e kwartaal;98.8;1.5;2.9
3099;7411A Notariaat familiepraktijk;2006 2e kwartaal;100.6;1.8;4.0
3100;7411A Notariaat familiepraktijk;2006 3e kwartaal;100.2;-0.4;4.0
3101;7411A Notariaat familiepraktijk;2006 4e kwartaal;100.4;0.2;3.2
3102;7411A Notariaat familiepraktijk;2006;100.0;;3.5
3103;7411A Notariaat familiepraktijk;2007 1e kwartaal;104.3;3.8;5.5
3104;7411A Notariaat familiepraktijk;2007 2e kwartaal;102.4;-1.8;1.8
3105;7411A Notariaat familiepraktijk;2007 3e kwartaal;104.5;2.0;4.3
3106;7411A Notariaat familiepraktijk;2007 4e kwartaal;104.1;-0.4;3.6
3107;7411A Notariaat familiepraktijk;2007;103.8;;3.8
3108;7411A Notariaat familiepraktijk;2008 1e kwartaal;103.9;-0.2;-0.4
3109;7411A Notariaat familiepraktijk;2008 2e kwartaal;105.9;1.9;3.4
3110;7411A Notariaat familiepraktijk;2008 3e kwartaal;106.6;0.7;2.0
3111;7411A Notariaat familiepraktijk;2008 4e kwartaal;106.5;-0.1;2.4
3112;7411A Notariaat familiepraktijk;2008;105.7;;1.8
3113;7411A Notariaat familiepraktijk;2009 1e kwartaal;110.2;3.4;6.1
3114;7411A Notariaat familiepraktijk;2009 2e kwartaal;109.1;-1.0;3.1
3115;7411A Notariaat familiepraktijk;2009 3e kwartaal;109.6;0.5;2.8
3116;7411A Notariaat familiepraktijk;2009 4e kwartaal;109.0;-0.6;2.3
3117;7411A Notariaat familiepraktijk;2009;109.5;;3.6
3118;7411A Notariaat familiepraktijk;2010 1e kwartaal;108.6;-0.3;-1.4
3119;7411A Notariaat familiepraktijk;2010 2e kwartaal;109.5;0.8;0.4
3120;7411A Notariaat familiepraktijk;2010 3e kwartaal;111.0;1.3;1.2
3121;7411A Notariaat familiepraktijk;2010 4e kwartaal;110.5;-0.4;1.4
3122;7411A Notariaat familiepraktijk;2010;109.9;;0.4
3123;7411A Notariaat familiepraktijk;2011 1e kwartaal;111.4;0.8;2.5
3124;7411A Notariaat familiepraktijk;2011 2e kwartaal;112.8;1.2;3.0
3125;7411A Notariaat familiepraktijk;2011 3e kwartaal;112.8;0.0;1.7
3126;7411A Notariaat familiepraktijk;2011 4e kwartaal;111.7;-1.0;1.1
3127;7411A Notariaat familiepraktijk;2011;112.2;;2.0
3128;7411B Notariaat onroerendgoedpraktijk;2002 4e kwartaal;;;
3129;7411B Notariaat onroerendgoedpraktijk;2003 1e kwartaal;;;
3130;7411B Notariaat onroerendgoedpraktijk;2003 2e kwartaal;;;
3131;7411B Notariaat onroerendgoedpraktijk;2003 3e kwartaal;;;
3132;7411B Notariaat onroerendgoedpraktijk;2003 4e kwartaal;108.2;;
3133;7411B Notariaat onroerendgoedpraktijk;2003;;;
3134;7411B Notariaat onroerendgoedpraktijk;2004 1e kwartaal;105.7;-2.3;
3135;7411B Notariaat onroerendgoedpraktijk;2004 2e kwartaal;105.5;-0.2;
3136;7411B Notariaat onroerendgoedpraktijk;2004 3e kwartaal;105.0;-0.5;
3137;7411B Notariaat onroerendgoedpraktijk;2004 4e kwartaal;104.6;-0.4;-3.4
3138;7411B Notariaat onroerendgoedpraktijk;2004;105.2;;
3139;7411B Notariaat onroerendgoedpraktijk;2005 1e kwartaal;102.4;-2.0;-3.1
3140;7411B Notariaat onroerendgoedpraktijk;2005 2e kwartaal;102.0;-0.4;-3.3
3141;7411B Notariaat onroerendgoedpraktijk;2005 3e kwartaal;101.2;-0.9;-3.6
3142;7411B Notariaat onroerendgoedpraktijk;2005 4e kwartaal;101.3;0.2;-3.1
3143;7411B Notariaat onroerendgoedpraktijk;2005;101.7;;-3.3
3144;7411B Notariaat onroerendgoedpraktijk;2006 1e kwartaal;101.8;0.5;-0.6
3145;7411B Notariaat onroerendgoedpraktijk;2006 2e kwartaal;99.9;-1.9;-2.1
3146;7411B Notariaat onroerendgoedpraktijk;2006 3e kwartaal;99.8;-0.1;-1.3
3147;7411B Notariaat onroerendgoedpraktijk;2006 4e kwartaal;98.5;-1.3;-2.8
3148;7411B Notariaat onroerendgoedpraktijk;2006;100.0;;-1.7
3149;7411B Notariaat onroerendgoedpraktijk;2007 1e kwartaal;99.2;0.7;-2.6
3150;7411B Notariaat onroerendgoedpraktijk;2007 2e kwartaal;98.0;-1.2;-1.9
3151;7411B Notariaat onroerendgoedpraktijk;2007 3e kwartaal;97.3;-0.7;-2.5
3152;7411B Notariaat onroerendgoedpraktijk;2007 4e kwartaal;95.7;-1.7;-2.9
3153;7411B Notariaat onroerendgoedpraktijk;2007;97.5;;-2.5
3154;7411B Notariaat onroerendgoedpraktijk;2008 1e kwartaal;94.6;-1.1;-4.6
3155;7411B Notariaat onroerendgoedpraktijk;2008 2e kwartaal;94.3;-0.4;-3.8
3156;7411B Notariaat onroerendgoedpraktijk;2008 3e kwartaal;94.1;-0.1;-3.3
3157;7411B Notariaat onroerendgoedpraktijk;2008 4e kwartaal;93.6;-0.6;-2.2
3158;7411B Notariaat onroerendgoedpraktijk;2008;94.1;;-3.5
3159;7411B Notariaat onroerendgoedpraktijk;2009 1e kwartaal;91.2;-2.5;-3.5
3160;7411B Notariaat onroerendgoedpraktijk;2009 2e kwartaal;89.4;-2.0;-5.2
3161;7411B Notariaat onroerendgoedpraktijk;2009 3e kwartaal;88.4;-1.1;-6.1
3162;7411B Notariaat onroerendgoedpraktijk;2009 4e kwartaal;87.5;-1.0;-6.5
3163;7411B Notariaat onroerendgoedpraktijk;2009;89.1;;-5.3
3164;7411B Notariaat onroerendgoedpraktijk;2010 1e kwartaal;87.3;-0.3;-4.4
3165;7411B Notariaat onroerendgoedpraktijk;2010 2e kwartaal;87.7;0.6;-1.9
3166;7411B Notariaat onroerendgoedpraktijk;2010 3e kwartaal;88.1;0.4;-0.4
3167;7411B Notariaat onroerendgoedpraktijk;2010 4e kwartaal;87.9;-0.3;0.4
3168;7411B Notariaat onroerendgoedpraktijk;2010;87.7;;-1.6
3169;7411B Notariaat onroerendgoedpraktijk;2011 1e kwartaal;88.0;0.1;0.8
3170;7411B Notariaat onroerendgoedpraktijk;2011 2e kwartaal;88.8;1.0;1.2
3171;7411B Notariaat onroerendgoedpraktijk;2011 3e kwartaal;87.4;-1.6;-0.8
3172;7411B Notariaat onroerendgoedpraktijk;2011 4e kwartaal;86.5;-1.0;-1.5
3173;7411B Notariaat onroerendgoedpraktijk;2011;87.7;;-0.1
3174;7411C Notariaat ondernemingspraktijk;2002 4e kwartaal;;;
3175;7411C Notariaat ondernemingspraktijk;2003 1e kwartaal;;;
3176;7411C Notariaat ondernemingspraktijk;2003 2e kwartaal;;;
3177;7411C Notariaat ondernemingspraktijk;2003 3e kwartaal;;;
3178;7411C Notariaat ondernemingspraktijk;2003 4e kwartaal;92.7;;
3179;7411C Notariaat ondernemingspraktijk;2003;;;
3180;7411C Notariaat ondernemingspraktijk;2004 1e kwartaal;92.0;-0.8;
3181;7411C Notariaat ondernemingspraktijk;2004 2e kwartaal;93.4;1.6;
3182;7411C Notariaat ondernemingspraktijk;2004 3e kwartaal;93.0;-0.5;
3183;7411C Notariaat ondernemingspraktijk;2004 4e kwartaal;94.5;1.7;2.0
3184;7411C Notariaat ondernemingspraktijk;2004;93.2;;
3185;7411C Notariaat ondernemingspraktijk;2005 1e kwartaal;95.8;1.3;4.1
3186;7411C Notariaat ondernemingspraktijk;2005 2e kwartaal;95.9;0.1;2.6
3187;7411C Notariaat ondernemingspraktijk;2005 3e kwartaal;95.6;-0.3;2.8
3188;7411C Notariaat ondernemingspraktijk;2005 4e kwartaal;94.9;-0.7;0.4
3189;7411C Notariaat ondernemingspraktijk;2005;95.5;;2.5
3190;7411C Notariaat ondernemingspraktijk;2006 1e kwartaal;99.3;4.6;3.7
3191;7411C Notariaat ondernemingspraktijk;2006 2e kwartaal;100.0;0.8;4.3
3192;7411C Notariaat ondernemingspraktijk;2006 3e kwartaal;101.1;1.0;5.7
3193;7411C Notariaat ondernemingspraktijk;2006 4e kwartaal;99.7;-1.4;5.0
3194;7411C Notariaat ondernemingspraktijk;2006;100.0;;4.7
3195;7411C Notariaat ondernemingspraktijk;2007 1e kwartaal;102.3;2.6;3.0
3196;7411C Notariaat ondernemingspraktijk;2007 2e kwartaal;102.2;-0.1;2.1
3197;7411C Notariaat ondernemingspraktijk;2007 3e kwartaal;103.9;1.7;2.8
3198;7411C Notariaat ondernemingspraktijk;2007 4e kwartaal;102.5;-1.4;2.8
3199;7411C Notariaat ondernemingspraktijk;2007;102.7;;2.7
3200;7411C Notariaat ondernemingspraktijk;2008 1e kwartaal;104.9;2.4;2.5
3201;7411C Notariaat ondernemingspraktijk;2008 2e kwartaal;105.0;0.1;2.7
3202;7411C Notariaat ondernemingspraktijk;2008 3e kwartaal;105.3;0.3;1.4
3203;7411C Notariaat ondernemingspraktijk;2008 4e kwartaal;104.5;-0.8;1.9
3204;7411C Notariaat ondernemingspraktijk;2008;104.9;;2.2
3205;7411C Notariaat ondernemingspraktijk;2009 1e kwartaal;106.2;1.6;1.2
3206;7411C Notariaat ondernemingspraktijk;2009 2e kwartaal;105.3;-0.8;0.3
3207;7411C Notariaat ondernemingspraktijk;2009 3e kwartaal;105.3;0.0;0.0
3208;7411C Notariaat ondernemingspraktijk;2009 4e kwartaal;103.6;-1.5;-0.8
3209;7411C Notariaat ondernemingspraktijk;2009;105.1;;0.2
3210;7411C Notariaat ondernemingspraktijk;2010 1e kwartaal;105.3;1.6;-0.8
3211;7411C Notariaat ondernemingspraktijk;2010 2e kwartaal;104.3;-1.0;-0.9
3212;7411C Notariaat ondernemingspraktijk;2010 3e kwartaal;105.3;0.9;0.0
3213;7411C Notariaat ondernemingspraktijk;2010 4e kwartaal;106.1;0.8;2.4
3214;7411C Notariaat ondernemingspraktijk;2010;105.3;;0.2
3215;7411C Notariaat ondernemingspraktijk;2011 1e kwartaal;106.8;0.6;1.4
3216;7411C Notariaat ondernemingspraktijk;2011 2e kwartaal;106.8;0.0;2.3
3217;7411C Notariaat ondernemingspraktijk;2011 3e kwartaal;106.9;0.1;1.5
3218;7411C Notariaat ondernemingspraktijk;2011 4e kwartaal;105.7;-1.2;-0.4
3219;7411C Notariaat ondernemingspraktijk;2011;106.5;;1.2
3220;7412 Totaal accountancy;2002 4e kwartaal;;;
3221;7412 Totaal accountancy;2003 1e kwartaal;;;
3222;7412 Totaal accountancy;2003 2e kwartaal;;;
3223;7412 Totaal accountancy;2003 3e kwartaal;;;
3224;7412 Totaal accountancy;2003 4e kwartaal;;;
3225;7412 Totaal accountancy;2003;;;
