ID;Sex;Age;ModesOfTravel;TravelMotives;Margins;Periods;StagesPerPersonPerDayAverage_1;DistanceTravelledPerStageAverage_2;AverageTravelTimePerStage_3
8637;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2011;;;
8638;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2012;;;
8639;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2013;;;
8640;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2014;;;
8641;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2015;;;
8642;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2016;;;
8643;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2017;;;
8644;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2018;;;
8645;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2019;;;
8646;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2020;;;
8647;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2021;;;
8648;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2022;;;
8649;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Value;2023;;;
8650;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;1999;;;
8651;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2000;;;
8652;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2001;;;
8653;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2002;;;
8654;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2003;;;
8655;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2004;;;
8656;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2005;;;
8657;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2006;;;
8658;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2007;;;
8659;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2008;;;
8660;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2009;;;
8661;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2010;;;
8662;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2011;;;
8663;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2012;;;
8664;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2013;;;
8665;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2014;;;
8666;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2015;;;
8667;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2016;;;
8668;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2017;;;
8669;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2018;;;
8670;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2019;;;
8671;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2020;;;
8672;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2021;;;
8673;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2022;;;
8674;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2023;;;
8675;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;1999;;;
8676;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2000;;;
8677;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2001;;;
8678;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2002;;;
8679;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2003;;;
8680;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2004;;;
8681;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2005;;;
8682;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2006;;;
8683;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2007;;;
8684;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2008;;;
8685;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2009;;;
8686;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2010;;;
8687;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2011;;;
8688;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2012;;;
8689;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2013;;;
8690;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2014;;;
8691;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2015;;;
8692;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2016;;;
8693;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2017;;;
8694;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2018;;;
8695;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2019;;;
8696;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2020;;;
8697;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2021;;;
8698;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2022;;;
8699;Total male and female;52020;Train;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2023;;;
8700;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;1999;;;
8701;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2000;;;
8702;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2001;;;
8703;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2002;;;
8704;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2003;;;
8705;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2004;;;
8706;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2005;;;
8707;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2006;;;
8708;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2007;;;
8709;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2008;;;
8710;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2009;;;
8711;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2010;;;
8712;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2011;;;
8713;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2012;;;
8714;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2013;;;
8715;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2014;;;
8716;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2015;;;
8717;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2016;;;
8718;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2017;;;
8719;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2018;;;
8720;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2019;;;
8721;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2020;;;
8722;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2021;;;
8723;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2022;;;
8724;Total male and female;52020;Train;Shopping, groceries, funshopping.;Value;2023;;;
8725;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;1999;;;
8726;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2000;;;
8727;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2001;;;
8728;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2002;;;
8729;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2003;;;
8730;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2004;;;
8731;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2005;;;
8732;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2006;;;
8733;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2007;;;
8734;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2008;;;
8735;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2009;;;
8736;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2010;;;
8737;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2011;;;
8738;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2012;;;
8739;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2013;;;
8740;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2014;;;
8741;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2015;;;
8742;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2016;;;
8743;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2017;;;
8744;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2018;;;
8745;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2019;;;
8746;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2020;;;
8747;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2021;;;
8748;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2022;;;
8749;Total male and female;52020;Train;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2023;;;
8750;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;1999;;;
8751;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2000;;;
8752;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2001;;;
8753;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2002;;;
8754;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2003;;;
8755;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2004;;;
8756;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2005;;;
8757;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2006;;;
8758;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2007;;;
8759;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2008;;;
8760;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2009;;;
8761;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2010;;;
8762;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2011;;;
8763;Total male and female;52020;Train;Shopping, groceries, funshopping.;Upper bound 95% confidence interval;2012;;;
