ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
126;Opening balance sheet;Assets;Financial corporations;1996;1657781;15772;139133;1614;14061;123458;0;123458;225470;24918;199021;1531.0;723118;176258;546860;500158;108155.0;381877.0;10126.0;2446;0;0;2446;51684
127;Opening balance sheet;Assets;Financial corporations;1997;1833713;15230;139768;1780;13493;124495;0;124495;264279;23259;244162;-3142.0;782937;208659;574278;573903;145070.0;415349.0;13484.0;2586;0;0;2586;55010
128;Opening balance sheet;Assets;Financial corporations;1998;2065034;10880;135355;1783;18295;115277;0;115277;318140;26588;292929;-1377.0;881760;260713;621047;649061;195158.0;437389.0;16514.0;2894;0;0;2894;66944
129;Opening balance sheet;Assets;Financial corporations;1999;2399827;8470;217362;1773;32802;182787;0;182787;385806;15290;370070;446.0;966767;268418;698349;745137;255566.0;468220.0;21351.0;3308;0;0;3308;72977
130;Opening balance sheet;Assets;Financial corporations;2000;2745085;9429;219550;1695;28777;189078;0;189078;374346;19625;367133;-12412.0;1161792;353794;807998;897263;359159.0;515474.0;22630.0;3579;0;0;3579;79126
131;Opening balance sheet;Assets;Financial corporations;2001;3058447;8548;255843;1743;50022;204078;0;204078;416994;10372;416693;-10071.0;1296486;372262;924224;983835;366568.0;588392.0;28875.0;4053;0;0;4053;92688
132;Opening balance sheet;Assets;Financial corporations;2002;3350674;9054;335613;2957;40721;291935;0;291935;451612;9847;448400;-6635.0;1394588;387189;1007399;1051842;342423.0;683100.0;26319.0;4244;0;0;4244;103721
133;Opening balance sheet;Assets;Financial corporations;2003;3400265;8926;350233;2590;44317;303326;0;303326;507346;7382;501475;-1511.0;1452984;402543;1050441;952052;261055.0;664713.0;26284.0;4827;0;0;4827;123897
134;Opening balance sheet;Assets;Financial corporations;2004;3673096;8250;396191;2497;57278;336416;0;336416;549192;12479;539764;-3051.0;1531466;385892;1145574;1060092;300673.0;727499.0;31920.0;5108;0;0;5108;122797
135;Opening balance sheet;Assets;Financial corporations;2005 1st quarter;3913320;8005;412692;2020;66946;343726;0;343726;608990;18967;594081;-4058.0;1612629;394738;1217891;1158079;340052.0;780792.0;37235.0;5038;0;0;5038;107887
136;Opening balance sheet;Assets;Financial corporations;2005 2nd quarter;4070782;7642;465248;2029;86051;377168;0;377168;621684;21015;608833;-8164.0;1632875;410831;1222044;1215483;361501.0;814495.0;39487.0;5018;0;0;5018;122832
137;Opening balance sheet;Assets;Financial corporations;2005 3rd quarter;4224058;8371;478509;2083;116120;360306;0;360306;647024;21967;631950;-6893.0;1659889;420067;1239822;1282965;393772.0;847218.0;41975.0;4972;0;0;4972;142328
138;Opening balance sheet;Assets;Financial corporations;2005 4th quarter;4353973;9108;523816;2015;115040;406761;0;406761;659232;19317;644399;-4484.0;1694476;425549;1268927;1330760;420680.0;868449.0;41631.0;4866;0;0;4866;131715
139;Opening balance sheet;Assets;Financial corporations;2005;3913320;8005;412692;2020;66946;343726;0;343726;608990;18967;594081;-4058.0;1612629;394738;1217891;1158079;340052.0;780792.0;37235.0;5038;0;0;5038;107887
140;Opening balance sheet;Assets;Financial corporations;2006 1st quarter;4483791;9680;507246;2268;94574;410404;0;410404;677573;19661;664559;-6647.0;1754910;424647;1330263;1392898;356253.0;911274.0;125371.0;4824;0;0;4824;136660
141;Opening balance sheet;Assets;Financial corporations;2006 2nd quarter;4650208;10163;600193;2063;145627;452503;0;452503;687235;23107;667363;-3235.0;1787943;450991;1336952;1455118;375147.0;947703.0;132268.0;5436;0;0;5436;104120
142;Opening balance sheet;Assets;Financial corporations;2006 3rd quarter;4765447;9925;569667;2081;127846;439740;0;439740;696918;19725;677346;-153.0;1833290;468487;1364803;1531925;351517.0;1049346.0;131062.0;5330;0;0;5330;118392
143;Opening balance sheet;Assets;Financial corporations;2006 4th quarter;4933248;10050;601433;2100;137624;461709;0;461709;715710;24200;693996;-2486.0;1871645;499454;1372191;1599154;368167.0;1091848.0;139139.0;5201;0;0;5201;130055
144;Opening balance sheet;Assets;Financial corporations;2006;4483791;9680;507246;2268;94574;410404;0;410404;677573;19661;664559;-6647.0;1754910;424647;1330263;1392898;356253.0;911274.0;125371.0;4824;0;0;4824;136660
145;Opening balance sheet;Assets;Financial corporations;2007 1st quarter;5054347;9937;622601;2452;165580;454569;0;454569;720975;20074;695063;5838.0;1935160;508108;1427052;1632177;375706.0;1107126.0;149345.0;4950;0;0;4950;128547
146;Opening balance sheet;Assets;Financial corporations;2007 2nd quarter;5268497;10280;701471;1911;209182;490378;0;490378;748514;21644;705398;21472.0;2011874;544865;1467009;1650980;379595.0;1121311.0;150074.0;4934;0;0;4934;140444
147;Opening balance sheet;Assets;Financial corporations;2007 3rd quarter;5404489;9923;712065;3623;191117;517325;0;517325;764657;24106;723743;16808.0;2037571;548874;1488697;1730607;409918.0;1170296.0;150393.0;5109;0;0;5109;144557
148;Opening balance sheet;Assets;Financial corporations;2007 4th quarter;5565728;10752;748216;1900;207238;539078;0;539078;781338;25380;740621;15337.0;2173105;547808;1625297;1707997;423268.0;1134063.0;150666.0;5336;0;0;5336;138984
149;Opening balance sheet;Assets;Financial corporations;2007;5054347;9937;622601;2452;165580;454569;0;454569;720975;20074;695063;5838.0;1935160;508108;1427052;1632177;375706.0;1107126.0;149345.0;4950;0;0;4950;128547
150;Opening balance sheet;Assets;Financial corporations;2008 1st quarter;5878199;11451;762523;2212;193602;566709;0;566709;849685;20636;800557;28492.0;2300381;569540;1730841;1815371;463844.0;1193926.0;157601.0;5544;0;0;5544;133244
151;Opening balance sheet;Assets;Financial corporations;2008 2nd quarter;5894634;11830;787248;1787;200692;584769;0;584769;833393;18956;776479;37958.0;2339835;582662;1757173;1781259;432961.0;1200447.0;147851.0;4783;0;0;4783;136286
152;Opening balance sheet;Assets;Financial corporations;2008 3rd quarter;6018465;11808;769340;1744;262809;504787;0;504787;858115;20925;790192;46998.0;2428724;632166;1796558;1810483;348360.0;1314578.0;147545.0;6286;0;0;6286;133709
153;Opening balance sheet;Assets;Financial corporations;2008 4th quarter;6064687;12668;766969;1822;229659;535488;0;535488;877428;21629;803286;52513.0;2455331;654075;1801256;1811859;301537.0;1362393.0;147929.0;7173;0;0;7173;133259
154;Opening balance sheet;Assets;Financial corporations;2008;5878199;11451;762523;2212;193602;566709;0;566709;849685;20636;800557;28492.0;2300381;569540;1730841;1815371;463844.0;1193926.0;157601.0;5544;0;0;5544;133244
155;Opening balance sheet;Assets;Financial corporations;2009 1st quarter;5751604;12385;700923;2659;170096;528168;0;528168;886349;19773;825674;40902.0;2362609;581283;1781326;1654732;231765.0;1290463.0;132504.0;7687;0;0;7687;126919
156;Opening balance sheet;Assets;Financial corporations;2009 2nd quarter;5812762;13768;679012;1754;172406;504852;0;504852;889572;24946;838947;25679.0;2403009;577590;1825419;1677068;220785.0;1314175.0;142108.0;8491;0;0;8491;141842
157;Opening balance sheet;Assets;Financial corporations;2009 3rd quarter;5945755;13181;652336;1813;182240;468283;0;468283;932861;29303;885506;18052.0;2348715;617347;1731368;1837388;260535.0;1351693.0;225160.0;8281;0;0;8281;152993
158;Opening balance sheet;Assets;Financial corporations;2009 4th quarter;6079709;18782;632876;1826;169827;461223;0;461223;949681;31900;899486;18295.0;2342333;595161;1747172;1976268;296065.0;1335536.0;344667.0;7825;0;0;7825;151944
159;Opening balance sheet;Assets;Financial corporations;2009;5751604;12385;700923;2659;170096;528168;0;528168;886349;19773;825674;40902.0;2362609;581283;1781326;1654732;231765.0;1290463.0;132504.0;7687;0;0;7687;126919
160;Opening balance sheet;Assets;Financial corporations;2010 1st quarter;6218116;20409;636730;2163;172077;462490;0;462490;944467;21592;908179;14696.0;2345862;620164;1725698;2103880;315787.0;1413860.0;374233.0;7375;0;0;7375;159393
161;Opening balance sheet;Assets;Financial corporations;2010 2nd quarter;6367788;21612;677992;1979;199590;476423;0;476423;982178;27281;930730;24167.0;2342516;628179;1714337;2186980;340399.0;1421649.0;424932.0;8025;0;0;8025;148485
162;Opening balance sheet;Assets;Financial corporations;2010 3rd quarter;6486491;25399;673235;1868;186162;485205;0;485205;975564;19351;925188;31025.0;2419033;659852;1759181;2219541;320078.0;1481571.0;417892.0;8010;0;0;8010;165709
163;Opening balance sheet;Assets;Financial corporations;2010 4th quarter;6571135;24489;676582;1933;189025;485624;0;485624;1003341;21878;944539;36924.0;2426714;644917;1781797;2269500;335214.0;1509031.0;425255.0;8096;0;0;8096;162413
164;Opening balance sheet;Assets;Financial corporations;2010;6218116;20409;636730;2163;172077;462490;0;462490;944467;21592;908179;14696.0;2345862;620164;1725698;2103880;315787.0;1413860.0;374233.0;7375;0;0;7375;159393
165;Opening balance sheet;Assets;Financial corporations;2011 1st quarter;6572820;26419;621975;1979;178217;441779;0;441779;964371;21066;922363;20942.0;2516820;679588;1837232;2283319;357851.0;1479812.0;445656.0;7999;0;0;7999;151917
166;Opening balance sheet;Assets;Financial corporations;2011 2nd quarter;6643861;25468;624975;2054;177052;445869;0;445869;936308;20616;895175;20517.0;2551355;727926;1823429;2345066;352241.0;1547269.0;445556.0;7463;0;0;7463;153226
167;Opening balance sheet;Assets;Financial corporations;2011 3rd quarter;6718337;26107;644931;1967;182247;460717;0;460717;937570;21821;898537;17212.0;2582446;749082;1833364;2369139;359136.0;1564196.0;445807.0;7772;0;0;7772;150372
168;Opening balance sheet;Assets;Financial corporations;2011 4th quarter;6915116;29238;716702;2007;178288;536407;0;536407;988334;19052;927922;41360.0;2667728;822350;1845378;2346404;329322.0;1571070.0;446012.0;7898;0;0;7898;158812
169;Opening balance sheet;Assets;Financial corporations;2011;6572820;26419;621975;1979;178217;441779;0;441779;964371;21066;922363;20942.0;2516820;679588;1837232;2283319;357851.0;1479812.0;445656.0;7999;0;0;7999;151917
170;Opening balance sheet;Assets;Financial corporations;2012 1st quarter;7044919;29585;694383;2972;177079;514332;0;514332;1015711;16213;942834;56664.0;2716593;871842;1844751;2437608;361225.0;1614682.0;461701.0;8216;0;0;8216;142823
171;Opening balance sheet;Assets;Financial corporations;2012 2nd quarter;7202180;29924;713684;1658;176099;535927;0;535927;1015619;17379;950758;47482.0;2748984;903705;1845279;2526817;383690.0;1649011.0;494116.0;8309;0;0;8309;158843
172;Opening balance sheet;Assets;Financial corporations;2012 3rd quarter;7179912;30237;687527;1689;183784;502054;0;502054;1021871;17405;950695;53771.0;2737922;887593;1850329;2543799;384623.0;1657363.0;501813.0;8325;0;0;8325;150231
173;Opening balance sheet;Assets;Financial corporations;2012 4th quarter;7267876;32693;664586;1718;271328;391540;0;391540;1053398;18443;970763;64192.0;2748405;909648;1838757;2609680;397657.0;1686090.0;525933.0;8422;0;0;8422;150692
174;Opening balance sheet;Assets;Financial corporations;2012;7044919;29585;694383;2972;177079;514332;0;514332;1015711;16213;942834;56664.0;2716593;871842;1844751;2437608;361225.0;1614682.0;461701.0;8216;0;0;8216;142823
175;Opening balance sheet;Assets;Financial corporations;2013 1st quarter;7241674;30266;657368;1869;249345;406154;0;406154;1088334;28104;1001743;58487.0;2731292;906066;1825226;2572662;406369.0;1630742.0;535551.0;8340;0;0;8340;153412
176;Opening balance sheet;Assets;Financial corporations;2013 2nd quarter;7208101;30043;608727;1959;206960;399808;0;399808;1068803;31086;993745;43972.0;2723418;898965;1824453;2618137;432320.0;1623507.0;562310.0;8501;0;0;8501;150472
177;Opening balance sheet;Assets;Financial corporations;2013 3rd quarter;7142649;23361;600516;1609;208046;390861;0;390861;1055530;23901;997449;34180.0;2712377;897200;1815177;2583321;418254.0;1616767.0;548300.0;8509;0;0;8509;159035
178;Opening balance sheet;Assets;Financial corporations;2013 4th quarter;7077050;24658;605152;1594;201956;401602;0;401602;1047610;24727;992984;29899.0;2665856;873664;1792192;2578576;435206.0;1573107.0;570263.0;8547;0;0;8547;146651
179;Opening balance sheet;Assets;Financial corporations;2013;7241674;30266;657368;1869;249345;406154;0;406154;1088334;28104;1001743;58487.0;2731292;906066;1825226;2572662;406369.0;1630742.0;535551.0;8340;0;0;8340;153412
180;Opening balance sheet;Assets;Monetary financial institutions;1990;435011;21698;85782;1215;7144;77423;0;77423;42531;12981;32878;-3328.0;252778;62555;190223;5227;;;;0;0;0;0;26995
181;Opening balance sheet;Assets;Monetary financial institutions;1991;461377;17652;94320;1362;8662;84296;0;84296;42942;12751;33670;-3479.0;268542;72644;195898;6461;;;;0;0;0;0;31460
182;Opening balance sheet;Assets;Monetary financial institutions;1992;468385;17622;95837;1497;7983;86357;0;86357;42525;11027;35259;-3761.0;272193;68718;203475;6846;;;;0;0;0;0;33362
183;Opening balance sheet;Assets;Monetary financial institutions;1993;505402;17250;103636;1542;7761;94333;0;94333;51504;16064;39252;-3812.0;289861;72369;217492;7672;;;;0;0;0;0;35479
184;Opening balance sheet;Assets;Monetary financial institutions;1994;551360;20647;110653;1452;9062;100139;0;100139;58331;19875;42292;-3836.0;315276;83107;232169;8343;;;;0;0;0;0;38110
185;Opening balance sheet;Assets;Monetary financial institutions;1995;529828;17364;102204;1483;6837;93884;0;93884;62376;22713;43350;-3687.0;322608;76101;246507;10137;3190.0;6922.0;25.0;0;0;0;0;15139
186;Opening balance sheet;Assets;Monetary financial institutions;1996;577771;15772;99692;1613;9116;88963;0;88963;75746;23286;51250;1210.0;357157;86897;270260;12977;4422.0;8529.0;26.0;0;0;0;0;16427
187;Opening balance sheet;Assets;Monetary financial institutions;1997;631443;15230;98420;1778;8759;87883;0;87883;84975;21512;67440;-3977.0;400444;104202;296242;15133;5538.0;9565.0;30.0;0;0;0;0;17241
188;Opening balance sheet;Assets;Monetary financial institutions;1998;723586;10880;94460;1778;12970;79712;0;79712;105563;25098;84342;-3877.0;465555;134310;331245;19499;8569.0;10895.0;35.0;0;0;0;0;27629
189;Opening balance sheet;Assets;Monetary financial institutions;1999;862952;8470;176064;1763;26809;147492;0;147492;136991;14433;126064;-3506.0;487633;122911;364722;28136;9163.0;18917.0;56.0;0;0;0;0;25658
190;Opening balance sheet;Assets;Monetary financial institutions;2000;936642;9429;171291;1612;21815;147864;0;147864;117289;18766;115946;-17423.0;577490;153750;423740;29658;11405.0;18206.0;47.0;0;0;0;0;31485
191;Opening balance sheet;Assets;Monetary financial institutions;2001;1042369;8548;193426;1734;39285;152407;0;152407;122781;9878;128125;-15222.0;642929;148172;494757;41228;17303.0;23895.0;30.0;0;0;0;0;33457
192;Opening balance sheet;Assets;Monetary financial institutions;2002;1194101;9054;254647;2928;29905;221814;0;221814;133054;8969;136059;-11974.0;706735;171897;534838;45374;20194.0;25172.0;8.0;0;0;0;0;45237
193;Opening balance sheet;Assets;Monetary financial institutions;2003;1300526;8926;257052;2566;32339;222147;0;222147;163085;6525;165011;-8451.0;769173;190794;578379;43250;17154.0;26092.0;4.0;0;0;0;0;59040
194;Opening balance sheet;Assets;Monetary financial institutions;2004;1405439;8250;298867;2477;42961;253429;0;253429;171713;11397;174405;-14089.0;819288;182642;636646;43300;12070.0;31226.0;4.0;0;0;0;0;64021
195;Opening balance sheet;Assets;Monetary financial institutions;2005 1st quarter;1527708;8005;317316;2002;54041;261273;0;261273;177576;18271;177488;-18183.0;918088;222041;696047;53366;16498.0;36866.0;2.0;0;0;0;0;53357
196;Opening balance sheet;Assets;Monetary financial institutions;2005 2nd quarter;1620326;7642;359558;2011;71196;286351;0;286351;184785;20480;181195;-16890.0;939710;238112;701598;61764;21850.0;39912.0;2.0;0;0;0;0;66867
197;Opening balance sheet;Assets;Monetary financial institutions;2005 3rd quarter;1679699;8371;369951;2064;101503;266384;0;266384;186336;21590;182452;-17706.0;964413;248355;716058;65484;24108.0;41376.0;0.0;0;0;0;0;85144
198;Opening balance sheet;Assets;Monetary financial institutions;2005 4th quarter;1730417;9108;405160;1997;99009;304154;0;304154;184958;19079;184052;-18173.0;986253;255145;731108;69116;25498.0;43618.0;0.0;0;0;0;0;75822
199;Opening balance sheet;Assets;Monetary financial institutions;2005;1527708;8005;317316;2002;54041;261273;0;261273;177576;18271;177488;-18183.0;918088;222041;696047;53366;16498.0;36866.0;2.0;0;0;0;0;53357
200;Opening balance sheet;Assets;Monetary financial institutions;2006 1st quarter;1741068;9680;370595;2248;77749;290598;0;290598;196683;19536;192092;-14945.0;1013848;250479;763369;70646;25257.0;44606.0;783.0;0;0;0;0;79616
201;Opening balance sheet;Assets;Monetary financial institutions;2006 2nd quarter;1824343;10163;447309;2045;127788;317476;0;317476;202767;18683;195369;-11285.0;1040210;274443;765767;77977;26286.0;50838.0;853.0;0;0;0;0;45917
202;Opening balance sheet;Assets;Monetary financial institutions;2006 3rd quarter;1814648;9925;415534;2063;109606;303865;0;303865;206955;16206;202711;-11962.0;1051530;267630;783900;76431;24695.0;50810.0;926.0;0;0;0;0;54273
203;Opening balance sheet;Assets;Monetary financial institutions;2006 4th quarter;1861972;10050;442847;2082;119505;321260;0;321260;211146;19951;205361;-14166.0;1062057;277606;784451;79797;23663.0;55175.0;959.0;0;0;0;0;56075
