ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
1631;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2022;0.0;;;;;;;;;
1632;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2007;0.0;;;;;;;;;
1633;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2008;0.0;;;;;;;;;
1634;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2009;0.0;;;;;;;;;
1635;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2010;0.0;;;;;;;;;
1636;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2011;0.0;;;;;;;;;
1637;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2012;0.0;;;;;;;;;
1638;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2013;0.0;;;;;;;;;
1639;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2014;0.0;;;;;;;;;
1640;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2015;0.0;;;;;;;;;
1641;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2016;0.0;;;;;;;;;
1642;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2017;0.0;;;;;;;;;
1643;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2018;0.0;;;;;;;;;
1644;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2019;0.0;;;;;;;;;
1645;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2020;0.0;;;;;;;;;
1646;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2021;0.0;;;;;;;;;
1647;Relatie met overledene: ouder;SEC: arbeidsongeschikte;2022;0.0;;;;;;;;;
1648;Relatie met overledene: ouder;SEC: pensioenontvanger;2007;0.4;14.6;34.3;16.4;2.0;4.8;0.0;12.6;29.6;16.4
1649;Relatie met overledene: ouder;SEC: pensioenontvanger;2008;0.5;18.1;39.0;17.6;2.8;6.1;0.0;15.2;32.9;17.6
1650;Relatie met overledene: ouder;SEC: pensioenontvanger;2009;0.5;47.8;94.7;18.9;17.8;35.2;0.0;30.0;59.5;18.8
1651;Relatie met overledene: ouder;SEC: pensioenontvanger;2010;0.6;28.3;46.9;25.9;4.4;7.2;0.0;23.9;39.6;25.6
1652;Relatie met overledene: ouder;SEC: pensioenontvanger;2011;0.7;29.9;41.0;20.4;4.7;6.4;0.0;25.3;34.6;20.4
1653;Relatie met overledene: ouder;SEC: pensioenontvanger;2012;0.8;28.8;36.1;16.4;4.4;5.5;0.0;24.4;30.6;16.4
1654;Relatie met overledene: ouder;SEC: pensioenontvanger;2013;0.8;26.2;32.0;15.3;3.6;4.4;0.0;22.6;27.6;15.3
1655;Relatie met overledene: ouder;SEC: pensioenontvanger;2014;0.9;36.5;39.9;17.0;5.9;6.4;0.0;30.6;33.5;17.0
1656;Relatie met overledene: ouder;SEC: pensioenontvanger;2015;0.9;32.8;38.0;17.9;4.9;5.7;0.0;27.8;32.3;17.9
1657;Relatie met overledene: ouder;SEC: pensioenontvanger;2016;0.9;32.4;35.1;17.4;4.4;4.8;0.0;28.0;30.3;17.4
1658;Relatie met overledene: ouder;SEC: pensioenontvanger;2017;0.9;34.0;38.5;19.4;4.8;5.5;0.0;29.1;33.0;19.4
1659;Relatie met overledene: ouder;SEC: pensioenontvanger;2018;0.9;41.3;47.7;21.9;7.2;8.4;0.0;34.0;39.3;21.9
1660;Relatie met overledene: ouder;SEC: pensioenontvanger;2019;0.9;50.9;55.6;21.6;10.9;11.9;0.0;40.0;43.8;21.6
1661;Relatie met overledene: ouder;SEC: pensioenontvanger;2020;1.1;57.6;50.4;20.9;9.8;8.6;0.0;47.8;41.8;20.9
1662;Relatie met overledene: ouder;SEC: pensioenontvanger;2021;1.2;50.6;41.0;20.7;7.3;5.9;0.0;43.2;35.0;20.7
1663;Relatie met overledene: ouder;SEC: pensioenontvanger;2022;1.3;64.5;49.7;23.9;10.7;8.2;0.0;53.8;41.4;23.9
1664;Relatie met overledene: ouder;SEC:(school)kind of student;2007;0.0;;;;;;;;;
1665;Relatie met overledene: ouder;SEC:(school)kind of student;2008;0.0;;;;;;;;;
1666;Relatie met overledene: ouder;SEC:(school)kind of student;2009;0.0;;;;;;;;;
1667;Relatie met overledene: ouder;SEC:(school)kind of student;2010;0.0;;;;;;;;;
1668;Relatie met overledene: ouder;SEC:(school)kind of student;2011;0.0;;;;;;;;;
1669;Relatie met overledene: ouder;SEC:(school)kind of student;2012;0.0;;;;;;;;;
1670;Relatie met overledene: ouder;SEC:(school)kind of student;2013;0.0;;;;;;;;;
1671;Relatie met overledene: ouder;SEC:(school)kind of student;2014;0.0;;;;;;;;;
1672;Relatie met overledene: ouder;SEC:(school)kind of student;2015;0.0;;;;;;;;;
1673;Relatie met overledene: ouder;SEC:(school)kind of student;2016;0.0;;;;;;;;;
1674;Relatie met overledene: ouder;SEC:(school)kind of student;2017;0.0;;;;;;;;;
1675;Relatie met overledene: ouder;SEC:(school)kind of student;2018;0.0;;;;;;;;;
1676;Relatie met overledene: ouder;SEC:(school)kind of student;2019;0.0;;;;;;;;;
1677;Relatie met overledene: ouder;SEC:(school)kind of student;2020;0.0;;;;;;;;;
1678;Relatie met overledene: ouder;SEC:(school)kind of student;2021;0.0;;;;;;;;;
1679;Relatie met overledene: ouder;SEC:(school)kind of student;2022;0.0;;;;;;;;;
1680;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2007;0.0;;;;;;;;;
1681;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2008;0.0;;;;;;;;;
1682;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2009;0.0;;;;;;;;;
1683;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2010;0.0;;;;;;;;;
1684;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2011;0.0;;;;;;;;;
1685;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2012;0.0;;;;;;;;;
1686;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2013;0.0;;;;;;;;;
1687;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2014;0.0;;;;;;;;;
1688;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2015;0.0;;;;;;;;;
1689;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2016;0.0;;;;;;;;;
1690;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2017;0.0;;;;;;;;;
1691;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2018;0.0;;;;;;;;;
1692;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2019;0.0;;;;;;;;;
1693;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2020;0.0;;;;;;;;;
1694;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2021;0.0;;;;;;;;;
1695;Relatie met overledene: ouder;SEC: overige (zonder inkomen);2022;0.0;;;;;;;;;
1696;Relatie met overledene: ouder;SEC: onbekend;2007;0.4;17.6;43.5;17.9;3.1;7.6;0.0;14.5;35.9;17.9
1697;Relatie met overledene: ouder;SEC: onbekend;2008;0.4;19.9;46.4;18.8;3.4;7.8;0.0;16.6;38.5;18.8
1698;Relatie met overledene: ouder;SEC: onbekend;2009;0.4;13.6;35.9;15.8;2.1;5.6;0.0;11.5;30.2;15.8
1699;Relatie met overledene: ouder;SEC: onbekend;2010;0.3;14.9;52.4;25.5;2.7;9.6;0.0;12.2;42.8;25.0
1700;Relatie met overledene: ouder;SEC: onbekend;2011;0.2;9.0;48.3;23.2;1.5;8.0;0.0;7.5;40.4;23.2
1701;Relatie met overledene: ouder;SEC: onbekend;2012;0.2;8.8;48.0;19.0;1.7;9.4;0.0;7.1;38.6;19.0
1702;Relatie met overledene: ouder;SEC: onbekend;2013;0.2;12.7;81.2;16.3;1.5;9.9;0.0;11.1;71.3;16.3
1703;Relatie met overledene: ouder;SEC: onbekend;2014;0.2;12.9;85.7;26.3;3.3;22.3;0.0;9.5;63.4;25.5
1704;Relatie met overledene: ouder;SEC: onbekend;2015;0.1;5.1;36.6;16.2;0.9;6.2;0.0;4.2;30.4;16.2
1705;Relatie met overledene: ouder;SEC: onbekend;2016;0.1;6.1;53.8;23.5;1.2;10.6;0.0;4.9;43.2;23.5
1706;Relatie met overledene: ouder;SEC: onbekend;2017;0.0;;;;;;;;;
1707;Relatie met overledene: ouder;SEC: onbekend;2018;0.0;;;;;;;;;
1708;Relatie met overledene: ouder;SEC: onbekend;2019;0.0;;;;;;;;;
1709;Relatie met overledene: ouder;SEC: onbekend;2020;0.0;;;;;;;;;
1710;Relatie met overledene: ouder;SEC: onbekend;2021;0.0;;;;;;;;;
1711;Relatie met overledene: ouder;SEC: onbekend;2022;0.1;;;;;;;;;
1712;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2007;0.0;;;;;;;;;
1713;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2008;0.0;;;;;;;;;
1714;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2009;0.0;;;;;;;;;
1715;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2010;0.0;;;;;;;;;
1716;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2011;0.0;;;;;;;;;
1717;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2012;0.0;;;;;;;;;
1718;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2013;0.0;;;;;;;;;
1719;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2014;0.0;;;;;;;;;
1720;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2015;0.0;;;;;;;;;
1721;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2016;0.0;;;;;;;;;
1722;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2017;0.0;;;;;;;;;
1723;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2018;0.0;;;;;;;;;
1724;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2019;0.0;;;;;;;;;
1725;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2020;0.1;;;;;;;;;
1726;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2021;0.1;;;;;;;;;
1727;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 1e 10%-groep;2022;0.1;;;;;;;;;
1728;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2007;0.0;;;;;;;;;
1729;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2008;0.0;;;;;;;;;
1730;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2009;0.0;;;;;;;;;
1731;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2010;0.0;;;;;;;;;
1732;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2011;0.1;;;;;;;;;
1733;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2012;0.1;;;;;;;;;
1734;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2013;0.1;;;;;;;;;
1735;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2014;0.1;;;;;;;;;
1736;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2015;0.1;;;;;;;;;
1737;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2016;0.1;;;;;;;;;
1738;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2017;0.1;3.4;33.7;14.5;0.4;3.8;0.0;3.0;29.8;14.5
1739;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2018;0.1;2.9;25.9;13.3;0.3;2.6;0.0;2.6;23.3;13.3
1740;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2019;0.1;4.2;33.5;15.8;0.5;3.9;0.0;3.7;29.6;15.8
1741;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2020;0.1;5.6;41.0;16.7;0.9;6.3;0.0;4.8;34.7;16.7
1742;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2021;0.2;6.3;35.9;13.5;1.2;7.0;0.0;5.1;28.9;12.6
1743;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 2e 10%-groep;2022;0.2;7.2;38.3;14.7;1.1;6.0;0.0;6.0;32.3;14.7
1744;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2007;0.1;;;;;;;;;
1745;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2008;0.1;;;;;;;;;
1746;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2009;0.1;;;;;;;;;
1747;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2010;0.1;;;;;;;;;
1748;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2011;0.2;7.0;46.6;18.5;1.5;10.1;0.0;5.5;36.5;18.5
1749;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2012;0.1;3.9;28.8;15.3;0.4;2.7;0.0;3.5;26.1;15.3
1750;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2013;0.1;3.0;20.3;11.9;0.2;1.6;0.0;2.7;18.8;11.9
1751;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2014;0.1;5.5;37.1;10.9;1.0;6.8;0.0;4.5;30.3;10.9
1752;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2015;0.2;5.0;31.6;18.7;0.5;3.2;0.0;4.5;28.4;18.7
1753;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2016;0.2;4.5;25.5;13.6;0.5;2.6;0.0;4.1;22.9;13.6
1754;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2017;0.2;5.0;30.8;15.1;0.6;3.5;0.0;4.5;27.4;15.1
1755;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2018;0.1;5.4;36.2;21.8;0.7;4.5;0.0;4.7;31.7;21.8
1756;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2019;0.2;6.2;37.8;18.8;1.0;6.3;0.0;5.2;31.5;18.8
1757;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2020;0.2;11.3;47.8;16.0;2.2;9.3;0.0;9.1;38.5;16.0
1758;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2021;0.2;9.3;38.0;18.9;1.1;4.7;0.0;8.2;33.4;18.9
1759;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 3e 10%-groep;2022;0.2;11.1;45.4;20.1;1.9;7.6;0.0;9.3;37.8;20.1
1760;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2007;0.1;;;;;;;;;
1761;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2008;0.1;3.5;33.3;17.0;0.4;4.0;0.0;3.0;29.3;17.0
1762;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2009;0.1;;;;;;;;;
1763;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2010;0.1;;;;;;;;;
1764;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2011;0.1;3.6;28.1;15.0;0.5;3.7;0.0;3.1;24.4;15.0
1765;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2012;0.1;3.6;29.4;13.5;0.4;3.7;0.0;3.1;25.7;13.5
1766;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2013;0.1;3.3;25.7;12.1;0.4;2.8;0.0;2.9;22.9;12.1
1767;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2014;0.1;5.9;42.0;21.5;1.0;7.0;0.0;4.9;35.1;21.5
1768;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2015;0.1;4.4;34.1;18.2;0.6;4.4;0.0;3.8;29.7;18.2
1769;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2016;0.1;4.3;31.8;15.8;0.5;4.0;0.0;3.8;27.8;15.8
1770;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2017;0.1;4.3;29.4;14.0;0.6;4.0;0.0;3.7;25.4;14.0
1771;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2018;0.1;4.5;34.6;19.5;0.4;3.1;0.0;4.1;31.5;19.5
1772;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2019;0.2;5.9;38.2;23.1;0.7;4.4;0.0;5.2;33.8;23.1
1773;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2020;0.2;8.3;43.4;23.3;1.1;6.0;0.0;7.1;37.4;23.3
1774;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2021;0.2;7.6;38.9;17.9;0.5;2.7;0.0;7.1;36.2;17.9
1775;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 4e 10%-groep;2022;0.2;10.1;45.3;26.2;1.4;6.2;0.0;8.8;39.1;26.0
1776;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2007;0.1;;;;;;;;;
1777;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2008;0.1;;;;;;;;;
1778;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2009;0.1;;;;;;;;;
1779;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2010;0.1;;;;;;;;;
1780;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2011;0.1;;;;;;;;;
1781;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2012;0.1;4.4;38.5;18.6;0.8;6.8;0.0;3.6;31.7;18.6
1782;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2013;0.1;4.8;41.1;13.8;1.0;8.5;0.0;3.8;32.6;13.8
1783;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2014;0.1;5.1;42.3;19.8;0.8;7.0;0.0;4.3;35.2;19.8
1784;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2015;0.1;4.1;32.8;18.3;0.5;4.3;0.0;3.5;28.5;18.1
1785;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2016;0.1;4.5;35.0;15.9;0.6;5.0;0.0;3.8;30.0;15.9
1786;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2017;0.1;3.6;28.3;22.5;0.2;1.9;0.0;3.4;26.4;22.1
1787;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2018;0.1;4.5;37.2;21.6;0.5;4.3;0.0;4.0;32.8;21.6
1788;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2019;0.1;5.5;38.9;19.5;0.7;4.6;0.0;4.9;34.3;19.5
1789;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2020;0.2;7.1;47.0;15.2;1.3;8.8;0.0;5.8;38.2;15.2
1790;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2021;0.2;7.0;36.6;20.3;0.9;4.6;0.0;6.1;32.0;20.3
1791;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 5e 10%-groep;2022;0.2;7.0;40.7;21.3;0.9;5.5;0.0;6.1;35.3;21.3
1792;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2007;0.1;;;;;;;;;
1793;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2008;0.0;;;;;;;;;
1794;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2009;0.1;;;;;;;;;
1795;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2010;0.1;;;;;;;;;
1796;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2011;0.1;;;;;;;;;
1797;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2012;0.1;;;;;;;;;
1798;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2013;0.1;3.0;29.1;16.3;0.4;4.2;0.0;2.6;24.9;16.3
1799;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2014;0.1;2.7;24.6;13.3;0.4;3.3;0.0;2.3;21.2;13.3
1800;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2015;0.1;;;;;;;;;
1801;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2016;0.1;5.4;43.0;21.3;0.9;6.9;0.0;4.5;36.1;21.3
1802;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2017;0.1;3.7;34.6;20.1;0.4;3.8;0.0;3.3;30.8;20.1
1803;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2018;0.1;3.6;35.1;24.1;0.4;3.9;0.0;3.2;31.2;24.1
1804;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2019;0.1;3.9;35.9;18.5;0.6;5.8;0.0;3.3;30.1;18.5
1805;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2020;0.1;4.1;34.1;17.8;0.5;4.1;0.0;3.6;29.9;17.8
1806;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2021;0.2;6.1;39.3;21.9;0.9;5.6;0.0;5.2;33.7;21.9
1807;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 6e 10%-groep;2022;0.2;5.5;34.5;18.8;0.6;3.7;0.0;4.9;30.8;18.8
1808;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2007;0.0;;;;;;;;;
1809;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2008;0.0;;;;;;;;;
1810;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2009;0.1;;;;;;;;;
1811;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2010;0.1;;;;;;;;;
1812;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2011;0.1;;;;;;;;;
1813;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2012;0.1;3.9;36.6;18.7;0.6;5.3;0.0;3.3;31.3;18.7
1814;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2013;0.1;;;;;;;;;
1815;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2014;0.1;4.0;30.4;15.5;0.5;3.6;0.0;3.5;26.9;15.5
1816;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2015;0.1;4.2;34.8;23.2;0.5;4.5;0.0;3.7;30.2;23.2
1817;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2016;0.1;2.5;22.3;17.6;0.2;1.5;0.0;2.4;20.9;17.6
1818;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2017;0.1;;;;;;;;;
1819;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2018;0.1;3.9;36.3;18.0;0.5;5.1;0.0;3.4;31.3;18.0
1820;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2019;0.1;9.4;88.3;14.7;2.8;26.0;0.0;6.6;62.3;14.7
1821;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2020;0.1;4.8;42.8;22.4;0.7;6.3;0.0;4.1;36.5;22.4
1822;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2021;0.1;5.4;36.9;11.8;0.3;1.9;0.0;5.1;35.0;11.8
1823;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 7e 10%-groep;2022;0.2;7.4;39.3;19.5;1.2;6.3;0.0;6.2;33.0;19.5
1824;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2007;0.1;;;;;;;;;
1825;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2008;0.0;;;;;;;;;
1826;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2009;0.1;;;;;;;;;
1827;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2010;0.1;;;;;;;;;
1828;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2011;0.1;4.0;38.4;18.0;0.7;6.7;0.0;3.3;31.8;18.0
1829;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2012;0.1;2.6;24.3;12.4;0.3;3.0;0.0;2.2;21.3;12.4
1830;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2013;0.1;2.7;22.6;13.4;0.3;2.3;0.0;2.5;20.3;13.4
1831;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2014;0.1;;;;;;;;;
1832;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2015;0.1;3.4;30.6;13.4;0.4;3.8;0.0;3.0;26.8;13.4
1833;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2016;0.1;5.8;49.1;16.9;1.1;9.2;0.0;4.7;39.9;16.9
1834;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2017;0.1;;;;;;;;;
1835;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2018;0.1;;;;;;;;;
1836;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2019;0.1;6.3;59.0;14.7;0.5;4.3;0.0;5.9;54.7;14.7
1837;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2020;0.1;3.7;32.7;14.3;0.5;4.2;0.0;3.3;28.5;14.3
1838;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2021;0.1;6.1;43.7;27.0;0.9;6.5;0.0;5.2;37.2;26.5
1839;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 8e 10%-groep;2022;0.2;8.0;46.9;20.2;1.1;6.4;0.0;6.9;40.5;19.3
1840;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 9e 10%-groep;2007;0.0;;;;;;;;;
1841;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 9e 10%-groep;2008;0.1;;;;;;;;;
1842;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 9e 10%-groep;2009;0.0;;;;;;;;;
1843;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 9e 10%-groep;2010;0.1;;;;;;;;;
1844;Relatie met overledene: ouder;Gestandaardiseerd inkomen: 9e 10%-groep;2011;0.1;;;;;;;;;
