ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;EmploymentIndicator_1;WorkforceLast3Months_2;WorkforceNext3Months_3
5308;H Transportation and storage;Value;Seasonally adjusted data;2017 February;1.7;-1.0;4.4
5309;H Transportation and storage;Value;Seasonally adjusted data;2017 March;0.1;-2.0;2.3
5310;H Transportation and storage;Value;Seasonally adjusted data;2017 April;-3.4;-4.1;-2.7
5311;H Transportation and storage;Value;Seasonally adjusted data;2017 May;-2.0;-1.4;-2.7
5312;H Transportation and storage;Value;Seasonally adjusted data;2017 June;4.7;5.7;3.8
5313;H Transportation and storage;Value;Seasonally adjusted data;2017 July;2.4;0.3;4.5
5314;H Transportation and storage;Value;Seasonally adjusted data;2017 August;6.7;9.3;4.2
5315;H Transportation and storage;Value;Seasonally adjusted data;2017 September;6.7;6.4;7.0
5316;H Transportation and storage;Value;Seasonally adjusted data;2017 October;7.7;5.5;9.9
5317;H Transportation and storage;Value;Seasonally adjusted data;2017 November;10.3;8.3;12.4
5318;H Transportation and storage;Value;Seasonally adjusted data;2017 December;6.4;8.6;4.1
5319;H Transportation and storage;Value;Seasonally adjusted data;2018 January;8.4;10.8;6.0
5320;H Transportation and storage;Value;Seasonally adjusted data;2018 February;13.1;16.2;10.0
5321;H Transportation and storage;Value;Seasonally adjusted data;2018 March;11.8;9.2;14.4
5322;H Transportation and storage;Value;Seasonally adjusted data;2018 April;14.6;14.4;14.7
5323;H Transportation and storage;Value;Seasonally adjusted data;2018 May;12.8;11.8;13.8
5324;H Transportation and storage;Value;Seasonally adjusted data;2018 June;12.1;10.9;13.3
5325;H Transportation and storage;Value;Seasonally adjusted data;2018 July;12.5;17.9;7.1
5326;H Transportation and storage;Value;Seasonally adjusted data;2018 August;11.3;12.5;10.1
5327;H Transportation and storage;Value;Seasonally adjusted data;2018 September;9.7;8.3;11.1
5328;H Transportation and storage;Value;Seasonally adjusted data;2018 October;12.4;11.9;12.9
5329;H Transportation and storage;Value;Seasonally adjusted data;2018 November;12.8;7.7;17.9
5330;H Transportation and storage;Value;Seasonally adjusted data;2018 December;5.5;9.5;1.5
5331;H Transportation and storage;Value;Seasonally adjusted data;2019 January;7.2;9.5;4.8
5332;H Transportation and storage;Value;Seasonally adjusted data;2019 February;6.5;8.1;4.9
5333;H Transportation and storage;Value;Seasonally adjusted data;2019 March;9.2;10.5;7.9
5334;H Transportation and storage;Value;Seasonally adjusted data;2019 April;10.3;10.0;10.6
5335;H Transportation and storage;Value;Seasonally adjusted data;2019 May;7.4;10.4;4.4
5336;H Transportation and storage;Value;Seasonally adjusted data;2019 June;8.0;10.9;5.2
5337;H Transportation and storage;Value;Seasonally adjusted data;2019 July;5.4;7.4;3.3
5338;H Transportation and storage;Value;Seasonally adjusted data;2019 August;2.0;3.8;0.1
5339;H Transportation and storage;Value;Seasonally adjusted data;2019 September;2.3;6.0;-1.5
5340;H Transportation and storage;Value;Seasonally adjusted data;2019 October;3.4;3.1;3.6
5341;H Transportation and storage;Value;Seasonally adjusted data;2019 November;4.9;2.2;7.6
5342;H Transportation and storage;Value;Seasonally adjusted data;2019 December;5.0;4.1;5.8
5343;H Transportation and storage;Value;Seasonally adjusted data;2020 January;8.7;11.0;6.4
5344;H Transportation and storage;Value;Seasonally adjusted data;2020 February;5.6;11.1;0.0
5345;H Transportation and storage;Value;Seasonally adjusted data;2020 March;0.8;16.4;-14.9
5346;H Transportation and storage;Value;Seasonally adjusted data;2020 April;-23.3;-11.3;-35.2
5347;H Transportation and storage;Value;Seasonally adjusted data;2020 May;-25.3;-27.8;-22.8
5348;H Transportation and storage;Value;Seasonally adjusted data;2020 June;-20.6;-27.1;-14.1
5349;H Transportation and storage;Value;Seasonally adjusted data;2020 July;-14.5;-19.0;-10.0
5350;H Transportation and storage;Value;Seasonally adjusted data;2020 August;-16.8;-23.3;-10.3
5351;H Transportation and storage;Value;Seasonally adjusted data;2020 September;-5.4;-5.9;-4.9
5352;H Transportation and storage;Value;Seasonally adjusted data;2020 October;-9.3;-6.8;-11.7
5353;H Transportation and storage;Value;Seasonally adjusted data;2020 November;-9.7;-8.2;-11.3
5354;H Transportation and storage;Value;Seasonally adjusted data;2020 December;-6.4;-6.0;-6.9
5355;H Transportation and storage;Value;Seasonally adjusted data;2021 January;-9.0;-10.0;-8.1
5356;H Transportation and storage;Value;Seasonally adjusted data;2021 February;-3.6;-5.6;-1.7
5357;H Transportation and storage;Value;Seasonally adjusted data;2021 March;-2.7;-5.5;0.0
5358;H Transportation and storage;Value;Seasonally adjusted data;2021 April;-0.4;-5.2;4.3
5359;H Transportation and storage;Value;Seasonally adjusted data;2021 May;5.6;-0.1;11.3
5360;H Transportation and storage;Value;Seasonally adjusted data;2021 June;4.2;-5.0;13.4
5361;H Transportation and storage;Value;Seasonally adjusted data;2021 July;6.9;-0.9;14.7
5362;H Transportation and storage;Value;Seasonally adjusted data;2021 August;3.6;-2.4;9.5
5363;H Transportation and storage;Value;Seasonally adjusted data;2021 September;8.1;4.5;11.6
5364;H Transportation and storage;Value;Seasonally adjusted data;2021 October;11.9;3.0;20.7
5365;H Transportation and storage;Value;Seasonally adjusted data;2021 November;6.3;2.6;10.0
5366;H Transportation and storage;Value;Seasonally adjusted data;2021 December;10.4;6.4;14.5
5367;H Transportation and storage;Value;Seasonally adjusted data;2022 January;14.4;14.2;14.5
5368;H Transportation and storage;Value;Seasonally adjusted data;2022 February;12.4;12.4;12.4
5369;H Transportation and storage;Value;Seasonally adjusted data;2022 March;16.3;14.2;18.4
5370;H Transportation and storage;Value;Seasonally adjusted data;2022 April;14.6;13.7;15.4
5371;H Transportation and storage;Value;Seasonally adjusted data;2022 May;12.4;10.5;14.3
5372;H Transportation and storage;Value;Seasonally adjusted data;2022 June;14.9;14.4;15.4
5373;H Transportation and storage;Value;Seasonally adjusted data;2022 July;9.9;11.0;8.8
5374;H Transportation and storage;Value;Seasonally adjusted data;2022 August;16.0;13.1;19.0
5375;H Transportation and storage;Value;Seasonally adjusted data;2022 September;14.2;9.3;19.1
5376;H Transportation and storage;Value;Seasonally adjusted data;2022 October;14.4;13.2;15.6
5377;H Transportation and storage;Value;Seasonally adjusted data;2022 November;15.0;13.6;16.4
5378;H Transportation and storage;Value;Seasonally adjusted data;2022 December;16.6;13.1;20.2
5379;H Transportation and storage;Value;Seasonally adjusted data;2023 January;12.2;4.4;20.0
5380;H Transportation and storage;Value;Seasonally adjusted data;2023 February;13.3;10.2;16.5
5381;H Transportation and storage;Value;Seasonally adjusted data;2023 March;9.1;4.9;13.4
5382;H Transportation and storage;Value;Seasonally adjusted data;2023 April;3.0;-1.5;7.6
5383;H Transportation and storage;Value;Seasonally adjusted data;2023 May;6.8;5.2;8.4
5384;H Transportation and storage;Value;Seasonally adjusted data;2023 June;5.9;5.1;6.7
5385;H Transportation and storage;Value;Seasonally adjusted data;2023 July;8.1;9.1;7.2
5386;H Transportation and storage;Value;Seasonally adjusted data;2023 August;6.0;4.7;7.3
5387;H Transportation and storage;Value;Seasonally adjusted data;2023 September;3.8;2.5;5.2
5388;H Transportation and storage;Value;Seasonally adjusted data;2023 October;4.0;2.7;5.2
5389;H Transportation and storage;Value;Seasonally adjusted data;2023 November;7.2;7.6;6.7
5390;H Transportation and storage;Value;Seasonally adjusted data;2023 December;4.0;2.0;6.1
5391;H Transportation and storage;Value;Seasonally adjusted data;2024 January;3.2;3.4;3.0
5392;H Transportation and storage;Value;Seasonally adjusted data;2024 February;0.9;-1.8;3.6
5393;H Transportation and storage;Value;Seasonally adjusted data;2024 March;3.2;2.1;4.2
5394;H Transportation and storage;Value;Seasonally adjusted data;2024 April;1.3;-1.5;4.2
5395;H Transportation and storage;Value;Seasonally adjusted data;2024 May;2.5;-3.6;8.6
5396;H Transportation and storage;Value;Seasonally adjusted data;2024 June;5.6;2.0;9.2
5397;H Transportation and storage;Value;Seasonally adjusted data;2024 July;2.0;1.1;2.9
5398;H Transportation and storage;Value;Seasonally adjusted data;2024 August;2.4;1.5;3.3
5399;H Transportation and storage;Value;Seasonally adjusted data;2024 September;8.7;5.9;11.4
5400;H Transportation and storage;Value;Seasonally adjusted data;2024 October;6.5;4.0;9.0
5401;H Transportation and storage;Value;Seasonally adjusted data;2024 November;8.8;9.9;7.7
5402;H Transportation and storage;Value;Seasonally adjusted data;2024 December;8.6;7.5;9.6
5403;H Transportation and storage;Value;Seasonally adjusted data;2025 January;3.1;1.3;4.8
5404;H Transportation and storage;Value;Seasonally adjusted data;2025 February;1.3;4.8;-2.1
5405;H Transportation and storage;Value;Seasonally adjusted data;2025 March;6.1;4.9;7.3
5406;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 January;;;
5407;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 February;;;
5408;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 March;;;
5409;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 April;;;
5410;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 May;;;
5411;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 June;;;
5412;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 July;;;
5413;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 August;;;
5414;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 September;;;
5415;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 October;;;
5416;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 November;;;
5417;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2012 December;;;
5418;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 January;;;
5419;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 February;;;
5420;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 March;;;
5421;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 April;;;
5422;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 May;;;
5423;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 June;;;
5424;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 July;;;
5425;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 August;;;
5426;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 September;;;
5427;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 October;;;
5428;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 November;;;
5429;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2013 December;;;
5430;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 January;-12.6;-14.1;-13.3
5431;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 February;-15.0;-20.3;-12.4
5432;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 March;-14.4;-19.4;-11.2
5433;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 April;-14.8;-14.5;-16.6
5434;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 May;-13.8;-13.8;-15.0
5435;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 June;-14.3;-14.7;-15.0
5436;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 July;-6.5;-2.6;-12.9
5437;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 August;1.4;8.3;-7.7
5438;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 September;0.6;6.1;-7.6
5439;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 October;-9.0;-1.6;-19.1
5440;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 November;-10.7;-4.6;-18.3
5441;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2014 December;-17.1;-24.9;-11.7
5442;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 January;-10.7;-7.7;-16.2
5443;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 February;-15.6;-19.5;-14.1
5444;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 March;-13.1;-14.0;-13.8
5445;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 April;-9.7;-13.6;-8.1
5446;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 May;-5.2;-11.4;-0.6
5447;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 June;-9.4;-16.7;-4.9
5448;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 July;-11.9;-14.9;-10.9
5449;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 August;-11.8;-16.1;-9.6
5450;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 September;-12.8;-11.6;-16.1
5451;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 October;-5.2;-6.6;-6.1
5452;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 November;-3.9;-4.2;-5.3
5453;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2015 December;-2.5;-2.4;-5.3
5454;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 January;-5.0;-5.0;-6.6
5455;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 February;-3.4;1.6;-11.0
5456;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 March;-10.5;-9.4;-13.6
5457;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 April;-2.8;-4.5;-2.7
5458;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 May;-1.9;-6.0;0.7
5459;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 June;-4.4;-7.0;-3.5
5460;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 July;2.7;0.2;3.7
5461;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 August;-2.0;-2.5;-3.4
5462;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 September;1.4;-3.5;4.4
5463;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 October;-2.0;-1.1;-4.9
5464;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 November;0.3;6.4;-7.3
5465;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2016 December;-6.6;-3.7;-11.5
5466;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 January;-2.2;-4.4;-2.1
5467;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 February;-1.6;-5.9;0.1
5468;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 March;-3.2;-6.5;-1.8
5469;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 April;-6.9;-8.6;-7.0
5470;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 May;-5.1;-5.9;-6.2
5471;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 June;1.8;1.4;0.5
5472;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 July;-0.9;-4.2;0.6
5473;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 August;3.8;5.2;0.5
5474;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 September;3.2;1.9;3.1
5475;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 October;4.2;1.0;5.6
5476;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 November;6.8;4.0;8.1
5477;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2017 December;2.9;4.1;-0.2
5478;H Transportation and storage;Lower bound 95% confidence interval;Seasonally adjusted data;2018 January;4.5;5.9;1.7
