ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
7446;16 Manufacture of wood products;Equally-shared control;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7447;16 Manufacture of wood products;Equally-shared control;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7448;16 Manufacture of wood products;European Union;2021;10.0;231.0;200.0;46.0;192.0;34.0;25.0;5.0;1.0;;
7449;16 Manufacture of wood products;European Union;2022;20.0;314.0;271.0;66.0;250.0;45.0;36.0;;1.0;;
7450;16 Manufacture of wood products;Non EU;2021;5.0;352.0;288.0;54.0;318.0;72.0;33.0;22.0;1.0;;
7451;16 Manufacture of wood products;Non EU;2022;5.0;654.0;578.0;104.0;563.0;76.0;55.0;;1.0;;
7452;16 Manufacture of wood products;Locus of control: Extra EU-27 not allo..;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7453;16 Manufacture of wood products;Locus of control: Extra EU-27 not allo..;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7454;16 Manufacture of wood products;Locus of control: Offshore fin. centres;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7455;16 Manufacture of wood products;Locus of control: Offshore fin. centres;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7456;16 Manufacture of wood products;Asia;2021;;;;;;;;;;;
7457;16 Manufacture of wood products;Asia;2022;;;;;;;;;;;
7458;16 Manufacture of wood products;Afghanistan;2021;;;;;;;;;;;
7459;16 Manufacture of wood products;Afghanistan;2022;;;;;;;;;;;
7460;16 Manufacture of wood products;Albania;2021;;;;;;;;;;;
7461;16 Manufacture of wood products;Albania;2022;;;;;;;;;;;
7462;16 Manufacture of wood products;Algeria;2021;;;;;;;;;;;
7463;16 Manufacture of wood products;Algeria;2022;;;;;;;;;;;
7464;16 Manufacture of wood products;American-Samoa;2021;;;;;;;;;;;
7465;16 Manufacture of wood products;American-Samoa;2022;;;;;;;;;;;
7466;16 Manufacture of wood products;American Virgin Islands;2021;;;;;;;;;;;
7467;16 Manufacture of wood products;American Virgin Islands;2022;;;;;;;;;;;
7468;16 Manufacture of wood products;Andorra;2021;;;;;;;;;;;
7469;16 Manufacture of wood products;Andorra;2022;;;;;;;;;;;
7470;16 Manufacture of wood products;Angola;2021;;;;;;;;;;;
7471;16 Manufacture of wood products;Angola;2022;;;;;;;;;;;
7472;16 Manufacture of wood products;Anguilla;2021;;;;;;;;;;;
7473;16 Manufacture of wood products;Anguilla;2022;;;;;;;;;;;
7474;16 Manufacture of wood products;Antartica;2021;;;;;;;;;;;
7475;16 Manufacture of wood products;Antartica;2022;;;;;;;;;;;
7476;16 Manufacture of wood products;Antigua and Barbuda;2021;;;;;;;;;;;
7477;16 Manufacture of wood products;Antigua and Barbuda;2022;;;;;;;;;;;
7478;16 Manufacture of wood products;Argentina;2021;;;;;;;;;;;
7479;16 Manufacture of wood products;Argentina;2022;;;;;;;;;;;
7480;16 Manufacture of wood products;Armenia;2021;;;;;;;;;;;
7481;16 Manufacture of wood products;Armenia;2022;;;;;;;;;;;
7482;16 Manufacture of wood products;Aruba;2021;;;;;;;;;;;
7483;16 Manufacture of wood products;Aruba;2022;;;;;;;;;;;
7484;16 Manufacture of wood products;Australia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7485;16 Manufacture of wood products;Australia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7486;16 Manufacture of wood products;Azerbaijan;2021;;;;;;;;;;;
7487;16 Manufacture of wood products;Azerbaijan;2022;;;;;;;;;;;
7488;16 Manufacture of wood products;Bahamas;2021;;;;;;;;;;;
7489;16 Manufacture of wood products;Bahamas;2022;;;;;;;;;;;
7490;16 Manufacture of wood products;Bhutan;2021;;;;;;;;;;;
7491;16 Manufacture of wood products;Bhutan;2022;;;;;;;;;;;
7492;16 Manufacture of wood products;Bahrain;2021;;;;;;;;;;;
7493;16 Manufacture of wood products;Bahrain;2022;;;;;;;;;;;
7494;16 Manufacture of wood products;Bangladesh;2021;;;;;;;;;;;
7495;16 Manufacture of wood products;Bangladesh;2022;;;;;;;;;;;
7496;16 Manufacture of wood products;Barbados;2021;;;;;;;;;;;
7497;16 Manufacture of wood products;Barbados;2022;;;;;;;;;;;
7498;16 Manufacture of wood products;Belgium;2021;5.0;112.0;103.0;26.0;90.0;11.0;12.0;4.0;0.0;0.0;0.0
7499;16 Manufacture of wood products;Belgium;2022;10.0;152.0;139.0;40.0;113.0;14.0;14.0;;0.0;0.0;0.0
7500;16 Manufacture of wood products;Belize;2021;;;;;;;;;;;
7501;16 Manufacture of wood products;Belize;2022;;;;;;;;;;;
7502;16 Manufacture of wood products;Benin;2021;;;;;;;;;;;
7503;16 Manufacture of wood products;Benin;2022;;;;;;;;;;;
7504;16 Manufacture of wood products;Bermuda;2021;;;;;;;;;;;
7505;16 Manufacture of wood products;Bermuda;2022;;;;;;;;;;;
7506;16 Manufacture of wood products;Bolivia;2021;;;;;;;;;;;
7507;16 Manufacture of wood products;Bolivia;2022;;;;;;;;;;;
7508;16 Manufacture of wood products;Bosnia and Herzegovina;2021;;;;;;;;;;;
7509;16 Manufacture of wood products;Bosnia and Herzegovina;2022;;;;;;;;;;;
7510;16 Manufacture of wood products;Botswana;2021;;;;;;;;;;;
7511;16 Manufacture of wood products;Botswana;2022;;;;;;;;;;;
7512;16 Manufacture of wood products;Bouvet Island;2021;;;;;;;;;;;
7513;16 Manufacture of wood products;Bouvet Island;2022;;;;;;;;;;;
7514;16 Manufacture of wood products;Brazil;2021;;;;;;;;;;;
7515;16 Manufacture of wood products;Brazil;2022;;;;;;;;;;;
7516;16 Manufacture of wood products;British Indian Ocean Territory;2021;;;;;;;;;;;
7517;16 Manufacture of wood products;British Indian Ocean Territory;2022;;;;;;;;;;;
7518;16 Manufacture of wood products;British Virgin Islands;2021;;;;;;;;;;;
7519;16 Manufacture of wood products;British Virgin Islands;2022;;;;;;;;;;;
7520;16 Manufacture of wood products;Brunei;2021;;;;;;;;;;;
7521;16 Manufacture of wood products;Brunei;2022;;;;;;;;;;;
7522;16 Manufacture of wood products;Bulgaria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7523;16 Manufacture of wood products;Bulgaria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7524;16 Manufacture of wood products;Burkina Faso;2021;;;;;;;;;;;
7525;16 Manufacture of wood products;Burkina Faso;2022;;;;;;;;;;;
7526;16 Manufacture of wood products;Burundi;2021;;;;;;;;;;;
7527;16 Manufacture of wood products;Burundi;2022;;;;;;;;;;;
7528;16 Manufacture of wood products;Cambodia;2021;;;;;;;;;;;
7529;16 Manufacture of wood products;Cambodia;2022;;;;;;;;;;;
7530;16 Manufacture of wood products;Canada;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7531;16 Manufacture of wood products;Canada;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7532;16 Manufacture of wood products;Bonaire, Sint Eustatius and Saba;2021;;;;;;;;;;;
7533;16 Manufacture of wood products;Bonaire, Sint Eustatius and Saba;2022;;;;;;;;;;;
7534;16 Manufacture of wood products;Cayman Islands;2021;;;;;;;;;;;
7535;16 Manufacture of wood products;Cayman Islands;2022;;;;;;;;;;;
7536;16 Manufacture of wood products;Central African Republic;2021;;;;;;;;;;;
7537;16 Manufacture of wood products;Central African Republic;2022;;;;;;;;;;;
7538;16 Manufacture of wood products;Chile;2021;;;;;;;;;;;
7539;16 Manufacture of wood products;Chile;2022;;;;;;;;;;;
7540;16 Manufacture of wood products;China;2021;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
7541;16 Manufacture of wood products;China;2022;0.0;;;;;;;0.0;;0.0;0.0
7542;16 Manufacture of wood products;Christmas Island;2021;;;;;;;;;;;
7543;16 Manufacture of wood products;Christmas Island;2022;;;;;;;;;;;
7544;16 Manufacture of wood products;Cocos Islands;2021;;;;;;;;;;;
7545;16 Manufacture of wood products;Cocos Islands;2022;;;;;;;;;;;
7546;16 Manufacture of wood products;Colombia;2021;;;;;;;;;;;
7547;16 Manufacture of wood products;Colombia;2022;;;;;;;;;;;
7548;16 Manufacture of wood products;Comoros;2021;;;;;;;;;;;
7549;16 Manufacture of wood products;Comoros;2022;;;;;;;;;;;
7550;16 Manufacture of wood products;Congo;2021;;;;;;;;;;;
7551;16 Manufacture of wood products;Congo;2022;;;;;;;;;;;
7552;16 Manufacture of wood products;Congo (Democratic Republic);2021;;;;;;;;;;;
7553;16 Manufacture of wood products;Congo (Democratic Republic);2022;;;;;;;;;;;
7554;16 Manufacture of wood products;Cook Islands;2021;;;;;;;;;;;
7555;16 Manufacture of wood products;Cook Islands;2022;;;;;;;;;;;
7556;16 Manufacture of wood products;Costa Rica;2021;;;;;;;;;;;
7557;16 Manufacture of wood products;Costa Rica;2022;;;;;;;;;;;
7558;16 Manufacture of wood products;Cuba;2021;;;;;;;;;;;
7559;16 Manufacture of wood products;Cuba;2022;;;;;;;;;;;
7560;16 Manufacture of wood products;Curaçao;2021;;;;;;;;;;;
7561;16 Manufacture of wood products;Curaçao;2022;;;;;;;;;;;
7562;16 Manufacture of wood products;Cyprus;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7563;16 Manufacture of wood products;Cyprus;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7564;16 Manufacture of wood products;Denmark;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7565;16 Manufacture of wood products;Denmark;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7566;16 Manufacture of wood products;Djibouti;2021;;;;;;;;;;;
7567;16 Manufacture of wood products;Djibouti;2022;;;;;;;;;;;
7568;16 Manufacture of wood products;Dominica;2021;;;;;;;;;;;
7569;16 Manufacture of wood products;Dominica;2022;;;;;;;;;;;
7570;16 Manufacture of wood products;Dominican Republic;2021;;;;;;;;;;;
7571;16 Manufacture of wood products;Dominican Republic;2022;;;;;;;;;;;
7572;16 Manufacture of wood products;Germany;2021;0.0;51.0;43.0;6.0;45.0;7.0;7.0;0.0;0.0;0.0;0.0
7573;16 Manufacture of wood products;Germany;2022;0.0;;;;;;;;;0.0;0.0
7574;16 Manufacture of wood products;Ecuador;2021;;;;;;;;;;;
7575;16 Manufacture of wood products;Ecuador;2022;;;;;;;;;;;
7576;16 Manufacture of wood products;Egypt;2021;;;;;;;;;;;
7577;16 Manufacture of wood products;Egypt;2022;;;;;;;;;;;
7578;16 Manufacture of wood products;El Salvador;2021;;;;;;;;;;;
7579;16 Manufacture of wood products;El Salvador;2022;;;;;;;;;;;
7580;16 Manufacture of wood products;Equatorial Guinea;2021;;;;;;;;;;;
7581;16 Manufacture of wood products;Equatorial Guinea;2022;;;;;;;;;;;
7582;16 Manufacture of wood products;Eritrea;2021;;;;;;;;;;;
7583;16 Manufacture of wood products;Eritrea;2022;;;;;;;;;;;
7584;16 Manufacture of wood products;Estonia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7585;16 Manufacture of wood products;Estonia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7586;16 Manufacture of wood products;Eswatini;2021;;;;;;;;;;;
7587;16 Manufacture of wood products;Eswatini;2022;;;;;;;;;;;
7588;16 Manufacture of wood products;Ethiopia;2021;;;;;;;;;;;
7589;16 Manufacture of wood products;Ethiopia;2022;;;;;;;;;;;
7590;16 Manufacture of wood products;Faroe Islands;2021;;;;;;;;;;;
7591;16 Manufacture of wood products;Faroe Islands;2022;;;;;;;;;;;
7592;16 Manufacture of wood products;Falkland Islands (Malvinas);2021;;;;;;;;;;;
7593;16 Manufacture of wood products;Falkland Islands (Malvinas);2022;;;;;;;;;;;
7594;16 Manufacture of wood products;Fiji;2021;;;;;;;;;;;
7595;16 Manufacture of wood products;Fiji;2022;;;;;;;;;;;
7596;16 Manufacture of wood products;Philippines;2021;;;;;;;;;;;
7597;16 Manufacture of wood products;Philippines;2022;;;;;;;;;;;
7598;16 Manufacture of wood products;Finland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7599;16 Manufacture of wood products;Finland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7600;16 Manufacture of wood products;France;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7601;16 Manufacture of wood products;France;2022;0.0;;;;;;;;;;
7602;16 Manufacture of wood products;French Southern Territories;2021;;;;;;;;;;;
7603;16 Manufacture of wood products;French Southern Territories;2022;;;;;;;;;;;
7604;16 Manufacture of wood products;French Polynesia;2021;;;;;;;;;;;
7605;16 Manufacture of wood products;French Polynesia;2022;;;;;;;;;;;
7606;16 Manufacture of wood products;Gabon;2021;;;;;;;;;;;
7607;16 Manufacture of wood products;Gabon;2022;;;;;;;;;;;
7608;16 Manufacture of wood products;Gambia;2021;;;;;;;;;;;
7609;16 Manufacture of wood products;Gambia;2022;;;;;;;;;;;
7610;16 Manufacture of wood products;Georgia;2021;;;;;;;;;;;
7611;16 Manufacture of wood products;Georgia;2022;;;;;;;;;;;
7612;16 Manufacture of wood products;Ghana;2021;;;;;;;;;;;
7613;16 Manufacture of wood products;Ghana;2022;;;;;;;;;;;
7614;16 Manufacture of wood products;Gibraltar;2021;;;;;;;;;;;
7615;16 Manufacture of wood products;Gibraltar;2022;;;;;;;;;;;
7616;16 Manufacture of wood products;Grenada;2021;;;;;;;;;;;
7617;16 Manufacture of wood products;Grenada;2022;;;;;;;;;;;
7618;16 Manufacture of wood products;Greece;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7619;16 Manufacture of wood products;Greece;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7620;16 Manufacture of wood products;Greenland;2021;;;;;;;;;;;
7621;16 Manufacture of wood products;Greenland;2022;;;;;;;;;;;
7622;16 Manufacture of wood products;Guam;2021;;;;;;;;;;;
7623;16 Manufacture of wood products;Guam;2022;;;;;;;;;;;
7624;16 Manufacture of wood products;Guatemala;2021;;;;;;;;;;;
7625;16 Manufacture of wood products;Guatemala;2022;;;;;;;;;;;
7626;16 Manufacture of wood products;Guernsey;2021;;;;;;;;;;;
7627;16 Manufacture of wood products;Guernsey;2022;;;;;;;;;;;
7628;16 Manufacture of wood products;Guinea-Bissau;2021;;;;;;;;;;;
7629;16 Manufacture of wood products;Guinea-Bissau;2022;;;;;;;;;;;
7630;16 Manufacture of wood products;Guinea;2021;;;;;;;;;;;
7631;16 Manufacture of wood products;Guinea;2022;;;;;;;;;;;
7632;16 Manufacture of wood products;Guyana;2021;;;;;;;;;;;
7633;16 Manufacture of wood products;Guyana;2022;;;;;;;;;;;
7634;16 Manufacture of wood products;Haiti;2021;;;;;;;;;;;
7635;16 Manufacture of wood products;Haiti;2022;;;;;;;;;;;
7636;16 Manufacture of wood products;Heard Island and McDonald Islands;2021;;;;;;;;;;;
7637;16 Manufacture of wood products;Heard Island and McDonald Islands;2022;;;;;;;;;;;
7638;16 Manufacture of wood products;Honduras;2021;;;;;;;;;;;
7639;16 Manufacture of wood products;Honduras;2022;;;;;;;;;;;
7640;16 Manufacture of wood products;Hungary;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7641;16 Manufacture of wood products;Hungary;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7642;16 Manufacture of wood products;Hong Kong;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7643;16 Manufacture of wood products;Hong Kong;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7644;16 Manufacture of wood products;Ireland;2021;0.0;4.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
7645;16 Manufacture of wood products;Ireland;2022;0.0;;;;;;;;;0.0;0.0
7646;16 Manufacture of wood products;Iceland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7647;16 Manufacture of wood products;Iceland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7648;16 Manufacture of wood products;India;2021;;;;;;;;;;;
7649;16 Manufacture of wood products;India;2022;;;;;;;;;;;
7650;16 Manufacture of wood products;Indonesia;2021;;;;;;;;;;;
7651;16 Manufacture of wood products;Indonesia;2022;;;;;;;;;;;
7652;16 Manufacture of wood products;Iraq;2021;;;;;;;;;;;
7653;16 Manufacture of wood products;Iraq;2022;;;;;;;;;;;
7654;16 Manufacture of wood products;Iran;2021;;;;;;;;;;;
7655;16 Manufacture of wood products;Iran;2022;;;;;;;;;;;
7656;16 Manufacture of wood products;Israel;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7657;16 Manufacture of wood products;Israel;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7658;16 Manufacture of wood products;Italy;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7659;16 Manufacture of wood products;Italy;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7660;16 Manufacture of wood products;Ivory Coast;2021;;;;;;;;;;;
7661;16 Manufacture of wood products;Ivory Coast;2022;;;;;;;;;;;
7662;16 Manufacture of wood products;Jamaica;2021;;;;;;;;;;;
7663;16 Manufacture of wood products;Jamaica;2022;;;;;;;;;;;
7664;16 Manufacture of wood products;Japan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7665;16 Manufacture of wood products;Japan;2022;0.0;;;;;;;;;;
7666;16 Manufacture of wood products;Yemen;2021;;;;;;;;;;;
7667;16 Manufacture of wood products;Yemen;2022;;;;;;;;;;;
7668;16 Manufacture of wood products;Jersey;2021;;;;;;;;;;;
7669;16 Manufacture of wood products;Jersey;2022;;;;;;;;;;;
7670;16 Manufacture of wood products;Jordan;2021;;;;;;;;;;;
7671;16 Manufacture of wood products;Jordan;2022;;;;;;;;;;;
7672;16 Manufacture of wood products;Cape Verde;2021;;;;;;;;;;;
7673;16 Manufacture of wood products;Cape Verde;2022;;;;;;;;;;;
7674;16 Manufacture of wood products;Cameroon;2021;;;;;;;;;;;
7675;16 Manufacture of wood products;Cameroon;2022;;;;;;;;;;;
7676;16 Manufacture of wood products;Qatar;2021;;;;;;;;;;;
7677;16 Manufacture of wood products;Qatar;2022;;;;;;;;;;;
7678;16 Manufacture of wood products;Kazakhstan;2021;;;;;;;;;;;
7679;16 Manufacture of wood products;Kazakhstan;2022;;;;;;;;;;;
7680;16 Manufacture of wood products;Kenya;2021;;;;;;;;;;;
7681;16 Manufacture of wood products;Kenya;2022;;;;;;;;;;;
7682;16 Manufacture of wood products;Kosovo;2021;;;;;;;;;;;
7683;16 Manufacture of wood products;Kosovo;2022;;;;;;;;;;;
7684;16 Manufacture of wood products;Kyrgyz;2021;;;;;;;;;;;
7685;16 Manufacture of wood products;Kyrgyz;2022;;;;;;;;;;;
7686;16 Manufacture of wood products;Kiribati;2021;;;;;;;;;;;
7687;16 Manufacture of wood products;Kiribati;2022;;;;;;;;;;;
7688;16 Manufacture of wood products;Kuwait;2021;;;;;;;;;;;
7689;16 Manufacture of wood products;Kuwait;2022;;;;;;;;;;;
7690;16 Manufacture of wood products;Croatia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7691;16 Manufacture of wood products;Croatia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7692;16 Manufacture of wood products;Laos;2021;;;;;;;;;;;
7693;16 Manufacture of wood products;Laos;2022;;;;;;;;;;;
7694;16 Manufacture of wood products;Lesotho;2021;;;;;;;;;;;
7695;16 Manufacture of wood products;Lesotho;2022;;;;;;;;;;;
7696;16 Manufacture of wood products;Latvia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7697;16 Manufacture of wood products;Latvia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7698;16 Manufacture of wood products;Lebanon;2021;;;;;;;;;;;
7699;16 Manufacture of wood products;Lebanon;2022;;;;;;;;;;;
7700;16 Manufacture of wood products;Liberia;2021;;;;;;;;;;;
7701;16 Manufacture of wood products;Liberia;2022;;;;;;;;;;;
7702;16 Manufacture of wood products;Libya;2021;;;;;;;;;;;
7703;16 Manufacture of wood products;Libya;2022;;;;;;;;;;;
7704;16 Manufacture of wood products;Liechtenstein;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7705;16 Manufacture of wood products;Liechtenstein;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7706;16 Manufacture of wood products;Lithuania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7707;16 Manufacture of wood products;Lithuania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7708;16 Manufacture of wood products;Luxembourg;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7709;16 Manufacture of wood products;Luxembourg;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7710;16 Manufacture of wood products;Macao;2021;;;;;;;;;;;
7711;16 Manufacture of wood products;Macao;2022;;;;;;;;;;;
7712;16 Manufacture of wood products;Macedonia;2021;;;;;;;;;;;
7713;16 Manufacture of wood products;Macedonia;2022;;;;;;;;;;;
7714;16 Manufacture of wood products;Madagascar;2021;;;;;;;;;;;
7715;16 Manufacture of wood products;Madagascar;2022;;;;;;;;;;;
7716;16 Manufacture of wood products;Malawi;2021;;;;;;;;;;;
7717;16 Manufacture of wood products;Malawi;2022;;;;;;;;;;;
7718;16 Manufacture of wood products;Maldives;2021;;;;;;;;;;;
7719;16 Manufacture of wood products;Maldives;2022;;;;;;;;;;;
7720;16 Manufacture of wood products;Malaysia;2021;;;;;;;;;;;
7721;16 Manufacture of wood products;Malaysia;2022;;;;;;;;;;;
7722;16 Manufacture of wood products;Mali;2021;;;;;;;;;;;
7723;16 Manufacture of wood products;Mali;2022;;;;;;;;;;;
7724;16 Manufacture of wood products;Malta;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7725;16 Manufacture of wood products;Malta;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7726;16 Manufacture of wood products;Man;2021;;;;;;;;;;;
7727;16 Manufacture of wood products;Man;2022;;;;;;;;;;;
7728;16 Manufacture of wood products;Morocco;2021;;;;;;;;;;;
7729;16 Manufacture of wood products;Morocco;2022;;;;;;;;;;;
7730;16 Manufacture of wood products;Marshall Islands;2021;;;;;;;;;;;
7731;16 Manufacture of wood products;Marshall Islands;2022;;;;;;;;;;;
7732;16 Manufacture of wood products;Mauritania;2021;;;;;;;;;;;
7733;16 Manufacture of wood products;Mauritania;2022;;;;;;;;;;;
7734;16 Manufacture of wood products;Mauritius;2021;;;;;;;;;;;
7735;16 Manufacture of wood products;Mauritius;2022;;;;;;;;;;;
7736;16 Manufacture of wood products;Mexico;2021;;;;;;;;;;;
7737;16 Manufacture of wood products;Mexico;2022;;;;;;;;;;;
7738;16 Manufacture of wood products;Micronesia;2021;;;;;;;;;;;
7739;16 Manufacture of wood products;Micronesia;2022;;;;;;;;;;;
7740;16 Manufacture of wood products;Moldova;2021;;;;;;;;;;;
7741;16 Manufacture of wood products;Moldova;2022;;;;;;;;;;;
7742;16 Manufacture of wood products;Mongolia;2021;;;;;;;;;;;
7743;16 Manufacture of wood products;Mongolia;2022;;;;;;;;;;;
7744;16 Manufacture of wood products;Montenegro;2021;;;;;;;;;;;
7745;16 Manufacture of wood products;Montenegro;2022;;;;;;;;;;;
7746;16 Manufacture of wood products;Montserrat;2021;;;;;;;;;;;
7747;16 Manufacture of wood products;Montserrat;2022;;;;;;;;;;;
7748;16 Manufacture of wood products;Mozambique;2021;;;;;;;;;;;
7749;16 Manufacture of wood products;Mozambique;2022;;;;;;;;;;;
7750;16 Manufacture of wood products;Myanmar;2021;;;;;;;;;;;
7751;16 Manufacture of wood products;Myanmar;2022;;;;;;;;;;;
7752;16 Manufacture of wood products;Namibia;2021;;;;;;;;;;;
7753;16 Manufacture of wood products;Namibia;2022;;;;;;;;;;;
7754;16 Manufacture of wood products;Nauru;2021;;;;;;;;;;;
7755;16 Manufacture of wood products;Nauru;2022;;;;;;;;;;;
7756;16 Manufacture of wood products;Netherlands Antilles;2021;;;;;;;;;;;
7757;16 Manufacture of wood products;Netherlands Antilles;2022;;;;;;;;;;;
7758;16 Manufacture of wood products;Nepal;2021;;;;;;;;;;;
7759;16 Manufacture of wood products;Nepal;2022;;;;;;;;;;;
7760;16 Manufacture of wood products;Nicaragua;2021;;;;;;;;;;;
7761;16 Manufacture of wood products;Nicaragua;2022;;;;;;;;;;;
7762;16 Manufacture of wood products;New Caledonia;2021;;;;;;;;;;;
