ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
908;S Overige dienstverlening;Ondergrens 95%-interval;2020;0.8;0.1;0.4;0.2;0.3;0.1;0.0;0.0
909;S Overige dienstverlening;Ondergrens 95%-interval;2021;0.8;0.2;0.6;0.6;0.3;0.1;0.1;0.0
910;S Overige dienstverlening;Ondergrens 95%-interval;2022;1.0;0.7;0.2;0.1;0.4;0.1;0.2;0.0
911;S Overige dienstverlening;Ondergrens 95%-interval;2023;1.8;0.7;0.8;0.6;1.0;0.4;0.0;0.0
912;S Overige dienstverlening;Ondergrens 95%-interval;2024;1.8;0.9;0.5;0.4;0.8;0.2;0.1;0.1
913;S Overige dienstverlening;Bovengrens 95%-interval;2014;3.5;1.7;2.7;2.3;1.8;0.9;2.2;1.4
914;S Overige dienstverlening;Bovengrens 95%-interval;2015;3.1;1.9;2.0;1.8;2.1;1.2;1.4;
915;S Overige dienstverlening;Bovengrens 95%-interval;2016;3.4;2.2;1.8;1.5;2.2;1.1;1.1;1.2
916;S Overige dienstverlening;Bovengrens 95%-interval;2017;3.6;2.7;2.4;1.9;2.8;1.8;;
917;S Overige dienstverlening;Bovengrens 95%-interval;2018;3.0;2.3;1.3;1.3;2.4;1.0;1.1;
918;S Overige dienstverlening;Bovengrens 95%-interval;2019;4.0;1.9;2.9;2.5;2.8;1.5;1.0;
919;S Overige dienstverlening;Bovengrens 95%-interval;2020;2.4;0.9;1.7;1.4;1.5;1.1;1.0;0.6
920;S Overige dienstverlening;Bovengrens 95%-interval;2021;2.7;1.6;2.3;2.3;2.0;1.1;1.0;
921;S Overige dienstverlening;Bovengrens 95%-interval;2022;3.1;2.6;1.4;1.2;1.9;0.9;1.8;
922;S Overige dienstverlening;Bovengrens 95%-interval;2023;4.5;2.7;2.7;2.3;3.1;2.1;0.9;
923;S Overige dienstverlening;Bovengrens 95%-interval;2024;4.5;3.1;2.3;2.2;2.8;1.5;1.3;1.2
924;T Huishoudens;Waarde;2014;;;;;;;;
925;T Huishoudens;Waarde;2015;;;;;;;;
926;T Huishoudens;Waarde;2016;;;;;;;;
927;T Huishoudens;Waarde;2017;;;;;;;;
928;T Huishoudens;Waarde;2018;;;;;;;;
929;T Huishoudens;Waarde;2019;;;;;;;;
930;T Huishoudens;Waarde;2020;;;;;;;;
931;T Huishoudens;Waarde;2021;1.2;1.2;0.0;0.0;0.0;0.6;0.6;0.0
932;T Huishoudens;Waarde;2022;1.8;1.2;0.6;0.6;1.8;0.0;0.0;0.0
933;T Huishoudens;Waarde;2023;1.0;1.0;0.0;0.0;0.9;0.0;0.0;0.0
934;T Huishoudens;Waarde;2024;1.4;0.6;0.8;0.8;1.3;0.0;0.0;0.0
935;T Huishoudens;Ondergrens 95%-interval;2014;;;;;;;;
936;T Huishoudens;Ondergrens 95%-interval;2015;;;;;;;;
937;T Huishoudens;Ondergrens 95%-interval;2016;;;;;;;;
938;T Huishoudens;Ondergrens 95%-interval;2017;;;;;;;;
939;T Huishoudens;Ondergrens 95%-interval;2018;;;;;;;;
940;T Huishoudens;Ondergrens 95%-interval;2019;;;;;;;;
941;T Huishoudens;Ondergrens 95%-interval;2020;;;;;;;;
942;T Huishoudens;Ondergrens 95%-interval;2021;0.3;0.3;0.0;0.0;0.0;0.1;0.1;0.0
943;T Huishoudens;Ondergrens 95%-interval;2022;0.6;0.3;0.1;0.1;0.6;0.0;0.0;0.0
944;T Huishoudens;Ondergrens 95%-interval;2023;0.2;0.2;0.0;0.0;0.2;0.0;0.0;0.0
945;T Huishoudens;Ondergrens 95%-interval;2024;0.3;0.1;0.1;0.1;0.3;0.0;0.0;0.0
946;T Huishoudens;Bovengrens 95%-interval;2014;;;;;;;;
947;T Huishoudens;Bovengrens 95%-interval;2015;;;;;;;;
948;T Huishoudens;Bovengrens 95%-interval;2016;;;;;;;;
949;T Huishoudens;Bovengrens 95%-interval;2017;;;;;;;;
950;T Huishoudens;Bovengrens 95%-interval;2018;;;;;;;;
951;T Huishoudens;Bovengrens 95%-interval;2019;;;;;;;;
952;T Huishoudens;Bovengrens 95%-interval;2020;;;;;;;;
953;T Huishoudens;Bovengrens 95%-interval;2021;4.8;4.8;;;;4.1;4.3;
954;T Huishoudens;Bovengrens 95%-interval;2022;5.4;4.7;4.1;4.1;5.3;;;
955;T Huishoudens;Bovengrens 95%-interval;2023;3.8;3.8;;;3.7;;;
956;T Huishoudens;Bovengrens 95%-interval;2024;5.5;3.9;5.7;5.7;5.4;;;
957;U Extraterritoriale organisaties;Waarde;2014;;;;;;;;
958;U Extraterritoriale organisaties;Waarde;2015;;;;;;;;
959;U Extraterritoriale organisaties;Waarde;2016;;;;;;;;
960;U Extraterritoriale organisaties;Waarde;2017;;;;;;;;
961;U Extraterritoriale organisaties;Waarde;2018;;;;;;;;
962;U Extraterritoriale organisaties;Waarde;2019;;;;;;;;
963;U Extraterritoriale organisaties;Waarde;2020;;;;;;;;
964;U Extraterritoriale organisaties;Waarde;2021;;;;;;;;
965;U Extraterritoriale organisaties;Waarde;2022;;;;;;;;
966;U Extraterritoriale organisaties;Waarde;2023;;;;;;;;
967;U Extraterritoriale organisaties;Waarde;2024;;;;;;;;
968;U Extraterritoriale organisaties;Ondergrens 95%-interval;2014;;;;;;;;
969;U Extraterritoriale organisaties;Ondergrens 95%-interval;2015;;;;;;;;
970;U Extraterritoriale organisaties;Ondergrens 95%-interval;2016;;;;;;;;
971;U Extraterritoriale organisaties;Ondergrens 95%-interval;2017;;;;;;;;
972;U Extraterritoriale organisaties;Ondergrens 95%-interval;2018;;;;;;;;
973;U Extraterritoriale organisaties;Ondergrens 95%-interval;2019;;;;;;;;
974;U Extraterritoriale organisaties;Ondergrens 95%-interval;2020;;;;;;;;
975;U Extraterritoriale organisaties;Ondergrens 95%-interval;2021;;;;;;;;
976;U Extraterritoriale organisaties;Ondergrens 95%-interval;2022;;;;;;;;
977;U Extraterritoriale organisaties;Ondergrens 95%-interval;2023;;;;;;;;
978;U Extraterritoriale organisaties;Ondergrens 95%-interval;2024;;;;;;;;
979;U Extraterritoriale organisaties;Bovengrens 95%-interval;2014;;;;;;;;
980;U Extraterritoriale organisaties;Bovengrens 95%-interval;2015;;;;;;;;
981;U Extraterritoriale organisaties;Bovengrens 95%-interval;2016;;;;;;;;
982;U Extraterritoriale organisaties;Bovengrens 95%-interval;2017;;;;;;;;
983;U Extraterritoriale organisaties;Bovengrens 95%-interval;2018;;;;;;;;
984;U Extraterritoriale organisaties;Bovengrens 95%-interval;2019;;;;;;;;
985;U Extraterritoriale organisaties;Bovengrens 95%-interval;2020;;;;;;;;
986;U Extraterritoriale organisaties;Bovengrens 95%-interval;2021;;;;;;;;
987;U Extraterritoriale organisaties;Bovengrens 95%-interval;2022;;;;;;;;
988;U Extraterritoriale organisaties;Bovengrens 95%-interval;2023;;;;;;;;
989;U Extraterritoriale organisaties;Bovengrens 95%-interval;2024;;;;;;;;
