ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
7249;205 Overige chemische productenindustrie;2016;5;0;0;0;5;0;0;5;0;5
7250;205 Overige chemische productenindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7251;205 Overige chemische productenindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7252;205 Overige chemische productenindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7253;205 Overige chemische productenindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7254;205 Overige chemische productenindustrie;2017;0;0;0;0;0;0;0;0;0;0
7255;205 Overige chemische productenindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7256;205 Overige chemische productenindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7257;205 Overige chemische productenindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7258;205 Overige chemische productenindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7259;205 Overige chemische productenindustrie;2018;5;0;0;0;0;0;0;5;0;5
7260;205 Overige chemische productenindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7261;205 Overige chemische productenindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7262;205 Overige chemische productenindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7263;205 Overige chemische productenindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7264;205 Overige chemische productenindustrie;2019;5;0;0;0;0;0;0;5;0;5
7265;205 Overige chemische productenindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7266;205 Overige chemische productenindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7267;205 Overige chemische productenindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7268;205 Overige chemische productenindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7269;205 Overige chemische productenindustrie;2020;5;0;0;0;0;0;0;5;0;5
7270;205 Overige chemische productenindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7271;205 Overige chemische productenindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7272;205 Overige chemische productenindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7273;205 Overige chemische productenindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7274;205 Overige chemische productenindustrie;2021;0;0;0;0;0;0;0;0;0;0
7275;205 Overige chemische productenindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7276;205 Overige chemische productenindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7277;205 Overige chemische productenindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7278;205 Overige chemische productenindustrie;2022 4e kwartaal;5;0;0;0;0;0;0;5;0;5
7279;205 Overige chemische productenindustrie;2022;5;0;0;0;0;0;5;5;0;5
7280;205 Overige chemische productenindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7281;205 Overige chemische productenindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7282;205 Overige chemische productenindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7283;205 Overige chemische productenindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7284;205 Overige chemische productenindustrie;2023;5;0;0;0;0;0;0;5;0;5
7285;205 Overige chemische productenindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7286;205 Overige chemische productenindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7287;205 Overige chemische productenindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7288;205 Overige chemische productenindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7289;205 Overige chemische productenindustrie;2024;0;0;0;0;0;0;0;0;0;0
7290;206 Synthetische vezelindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7291;206 Synthetische vezelindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7292;206 Synthetische vezelindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7293;206 Synthetische vezelindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7294;206 Synthetische vezelindustrie;2007;0;0;0;0;0;0;0;0;0;0
7295;206 Synthetische vezelindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7296;206 Synthetische vezelindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7297;206 Synthetische vezelindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7298;206 Synthetische vezelindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7299;206 Synthetische vezelindustrie;2008;0;0;0;0;0;0;0;0;0;0
7300;206 Synthetische vezelindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7301;206 Synthetische vezelindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7302;206 Synthetische vezelindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7303;206 Synthetische vezelindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7304;206 Synthetische vezelindustrie;2009;0;0;0;0;0;0;0;0;0;0
7305;206 Synthetische vezelindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7306;206 Synthetische vezelindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7307;206 Synthetische vezelindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7308;206 Synthetische vezelindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7309;206 Synthetische vezelindustrie;2010;0;0;0;0;0;0;0;0;0;0
7310;206 Synthetische vezelindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7311;206 Synthetische vezelindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7312;206 Synthetische vezelindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7313;206 Synthetische vezelindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7314;206 Synthetische vezelindustrie;2011;0;0;0;0;0;0;0;0;0;0
7315;206 Synthetische vezelindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7316;206 Synthetische vezelindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7317;206 Synthetische vezelindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7318;206 Synthetische vezelindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7319;206 Synthetische vezelindustrie;2012;0;0;0;0;0;0;0;0;0;0
7320;206 Synthetische vezelindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7321;206 Synthetische vezelindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7322;206 Synthetische vezelindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7323;206 Synthetische vezelindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7324;206 Synthetische vezelindustrie;2013;0;0;0;0;0;0;0;0;0;0
7325;206 Synthetische vezelindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7326;206 Synthetische vezelindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7327;206 Synthetische vezelindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7328;206 Synthetische vezelindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7329;206 Synthetische vezelindustrie;2014;0;0;0;0;0;0;0;0;0;0
7330;206 Synthetische vezelindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7331;206 Synthetische vezelindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7332;206 Synthetische vezelindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7333;206 Synthetische vezelindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7334;206 Synthetische vezelindustrie;2015;0;0;0;0;0;0;0;0;0;0
7335;206 Synthetische vezelindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7336;206 Synthetische vezelindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7337;206 Synthetische vezelindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7338;206 Synthetische vezelindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7339;206 Synthetische vezelindustrie;2016;0;0;0;0;0;0;0;0;0;0
7340;206 Synthetische vezelindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7341;206 Synthetische vezelindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7342;206 Synthetische vezelindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7343;206 Synthetische vezelindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7344;206 Synthetische vezelindustrie;2017;0;0;0;0;0;0;0;0;0;0
7345;206 Synthetische vezelindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7346;206 Synthetische vezelindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7347;206 Synthetische vezelindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7348;206 Synthetische vezelindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7349;206 Synthetische vezelindustrie;2018;0;0;0;0;0;0;0;0;0;0
7350;206 Synthetische vezelindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7351;206 Synthetische vezelindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7352;206 Synthetische vezelindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7353;206 Synthetische vezelindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7354;206 Synthetische vezelindustrie;2019;0;0;0;0;0;0;0;0;0;0
7355;206 Synthetische vezelindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7356;206 Synthetische vezelindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7357;206 Synthetische vezelindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7358;206 Synthetische vezelindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7359;206 Synthetische vezelindustrie;2020;0;0;0;0;0;0;0;0;0;0
7360;206 Synthetische vezelindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7361;206 Synthetische vezelindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7362;206 Synthetische vezelindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7363;206 Synthetische vezelindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7364;206 Synthetische vezelindustrie;2021;0;0;0;0;0;0;0;0;0;0
7365;206 Synthetische vezelindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7366;206 Synthetische vezelindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7367;206 Synthetische vezelindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7368;206 Synthetische vezelindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7369;206 Synthetische vezelindustrie;2022;0;0;0;0;0;0;0;0;0;0
7370;206 Synthetische vezelindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7371;206 Synthetische vezelindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7372;206 Synthetische vezelindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7373;206 Synthetische vezelindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7374;206 Synthetische vezelindustrie;2023;0;0;0;0;0;0;0;0;0;0
7375;206 Synthetische vezelindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7376;206 Synthetische vezelindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7377;206 Synthetische vezelindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7378;206 Synthetische vezelindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7379;206 Synthetische vezelindustrie;2024;0;0;0;0;0;0;0;0;0;0
7380;21 Farmaceutische industrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7381;21 Farmaceutische industrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7382;21 Farmaceutische industrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7383;21 Farmaceutische industrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7384;21 Farmaceutische industrie;2007;0;0;0;0;0;0;0;0;0;0
7385;21 Farmaceutische industrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7386;21 Farmaceutische industrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7387;21 Farmaceutische industrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7388;21 Farmaceutische industrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7389;21 Farmaceutische industrie;2008;5;0;0;0;0;0;5;5;0;5
7390;21 Farmaceutische industrie;2009 1e kwartaal;5;0;0;0;0;0;0;5;0;5
7391;21 Farmaceutische industrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7392;21 Farmaceutische industrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7393;21 Farmaceutische industrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7394;21 Farmaceutische industrie;2009;5;0;0;0;0;0;5;5;0;5
7395;21 Farmaceutische industrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7396;21 Farmaceutische industrie;2010 2e kwartaal;5;0;0;0;0;0;0;5;0;5
7397;21 Farmaceutische industrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7398;21 Farmaceutische industrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7399;21 Farmaceutische industrie;2010;5;0;0;0;0;0;0;5;0;5
7400;21 Farmaceutische industrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7401;21 Farmaceutische industrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7402;21 Farmaceutische industrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7403;21 Farmaceutische industrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7404;21 Farmaceutische industrie;2011;0;0;0;0;0;0;0;0;0;0
7405;21 Farmaceutische industrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7406;21 Farmaceutische industrie;2012 2e kwartaal;5;0;0;0;0;0;0;0;0;5
7407;21 Farmaceutische industrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7408;21 Farmaceutische industrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7409;21 Farmaceutische industrie;2012;5;0;5;0;0;0;5;5;0;5
7410;21 Farmaceutische industrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7411;21 Farmaceutische industrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7412;21 Farmaceutische industrie;2013 3e kwartaal;5;0;0;5;0;0;5;5;0;5
7413;21 Farmaceutische industrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7414;21 Farmaceutische industrie;2013;5;0;0;5;0;0;5;5;0;5
7415;21 Farmaceutische industrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7416;21 Farmaceutische industrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7417;21 Farmaceutische industrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7418;21 Farmaceutische industrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7419;21 Farmaceutische industrie;2014;5;0;0;0;0;0;5;5;0;0
7420;21 Farmaceutische industrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7421;21 Farmaceutische industrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7422;21 Farmaceutische industrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7423;21 Farmaceutische industrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7424;21 Farmaceutische industrie;2015;5;0;0;0;0;0;0;5;0;5
7425;21 Farmaceutische industrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7426;21 Farmaceutische industrie;2016 2e kwartaal;5;0;0;0;0;0;5;5;0;5
7427;21 Farmaceutische industrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7428;21 Farmaceutische industrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7429;21 Farmaceutische industrie;2016;5;0;0;0;0;0;5;5;0;5
7430;21 Farmaceutische industrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7431;21 Farmaceutische industrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7432;21 Farmaceutische industrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7433;21 Farmaceutische industrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7434;21 Farmaceutische industrie;2017;0;0;0;0;0;0;0;0;0;0
7435;21 Farmaceutische industrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7436;21 Farmaceutische industrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7437;21 Farmaceutische industrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7438;21 Farmaceutische industrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7439;21 Farmaceutische industrie;2018;5;0;0;0;0;0;5;5;0;5
7440;21 Farmaceutische industrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7441;21 Farmaceutische industrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7442;21 Farmaceutische industrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7443;21 Farmaceutische industrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7444;21 Farmaceutische industrie;2019;0;0;0;0;0;0;0;0;0;0
7445;21 Farmaceutische industrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7446;21 Farmaceutische industrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7447;21 Farmaceutische industrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7448;21 Farmaceutische industrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7449;21 Farmaceutische industrie;2020;5;0;0;0;0;0;5;5;0;5
7450;21 Farmaceutische industrie;2021 1e kwartaal;5;0;0;0;0;0;5;5;0;5
7451;21 Farmaceutische industrie;2021 2e kwartaal;5;0;0;0;0;0;0;5;0;5
7452;21 Farmaceutische industrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7453;21 Farmaceutische industrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7454;21 Farmaceutische industrie;2021;5;5;0;0;0;0;5;5;0;5
7455;21 Farmaceutische industrie;2022 1e kwartaal;5;0;0;0;0;0;5;5;0;5
7456;21 Farmaceutische industrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7457;21 Farmaceutische industrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7458;21 Farmaceutische industrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7459;21 Farmaceutische industrie;2022;5;0;0;0;0;0;5;5;0;5
7460;21 Farmaceutische industrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7461;21 Farmaceutische industrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7462;21 Farmaceutische industrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7463;21 Farmaceutische industrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7464;21 Farmaceutische industrie;2023;0;0;0;0;0;0;0;0;0;0
7465;21 Farmaceutische industrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7466;21 Farmaceutische industrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7467;21 Farmaceutische industrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7468;21 Farmaceutische industrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7469;21 Farmaceutische industrie;2024;5;0;0;0;0;0;5;5;0;5
7470;211 Farmaceutische grondstofindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7471;211 Farmaceutische grondstofindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7472;211 Farmaceutische grondstofindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7473;211 Farmaceutische grondstofindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7474;211 Farmaceutische grondstofindustrie;2007;0;0;0;0;0;0;0;0;0;0
7475;211 Farmaceutische grondstofindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7476;211 Farmaceutische grondstofindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7477;211 Farmaceutische grondstofindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7478;211 Farmaceutische grondstofindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7479;211 Farmaceutische grondstofindustrie;2008;0;0;0;0;0;0;0;0;0;0
7480;211 Farmaceutische grondstofindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7481;211 Farmaceutische grondstofindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7482;211 Farmaceutische grondstofindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7483;211 Farmaceutische grondstofindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7484;211 Farmaceutische grondstofindustrie;2009;0;0;0;0;0;0;0;0;0;0
7485;211 Farmaceutische grondstofindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7486;211 Farmaceutische grondstofindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7487;211 Farmaceutische grondstofindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7488;211 Farmaceutische grondstofindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7489;211 Farmaceutische grondstofindustrie;2010;0;0;0;0;0;0;0;0;0;0
7490;211 Farmaceutische grondstofindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7491;211 Farmaceutische grondstofindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7492;211 Farmaceutische grondstofindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7493;211 Farmaceutische grondstofindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7494;211 Farmaceutische grondstofindustrie;2011;0;0;0;0;0;0;0;0;0;0
7495;211 Farmaceutische grondstofindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7496;211 Farmaceutische grondstofindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7497;211 Farmaceutische grondstofindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7498;211 Farmaceutische grondstofindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7499;211 Farmaceutische grondstofindustrie;2012;0;0;0;0;0;0;0;0;0;0
7500;211 Farmaceutische grondstofindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7501;211 Farmaceutische grondstofindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7502;211 Farmaceutische grondstofindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7503;211 Farmaceutische grondstofindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7504;211 Farmaceutische grondstofindustrie;2013;0;0;0;0;0;0;0;0;0;0
7505;211 Farmaceutische grondstofindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7506;211 Farmaceutische grondstofindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7507;211 Farmaceutische grondstofindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7508;211 Farmaceutische grondstofindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7509;211 Farmaceutische grondstofindustrie;2014;0;0;0;0;0;0;0;0;0;0
7510;211 Farmaceutische grondstofindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7511;211 Farmaceutische grondstofindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7512;211 Farmaceutische grondstofindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7513;211 Farmaceutische grondstofindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7514;211 Farmaceutische grondstofindustrie;2015;0;0;0;0;0;0;0;0;0;0
7515;211 Farmaceutische grondstofindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7516;211 Farmaceutische grondstofindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7517;211 Farmaceutische grondstofindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7518;211 Farmaceutische grondstofindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7519;211 Farmaceutische grondstofindustrie;2016;0;0;0;0;0;0;0;0;0;0
7520;211 Farmaceutische grondstofindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7521;211 Farmaceutische grondstofindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7522;211 Farmaceutische grondstofindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7523;211 Farmaceutische grondstofindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7524;211 Farmaceutische grondstofindustrie;2017;0;0;0;0;0;0;0;0;0;0
7525;211 Farmaceutische grondstofindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7526;211 Farmaceutische grondstofindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7527;211 Farmaceutische grondstofindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7528;211 Farmaceutische grondstofindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7529;211 Farmaceutische grondstofindustrie;2018;0;0;0;0;0;0;0;0;0;0
7530;211 Farmaceutische grondstofindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7531;211 Farmaceutische grondstofindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7532;211 Farmaceutische grondstofindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7533;211 Farmaceutische grondstofindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7534;211 Farmaceutische grondstofindustrie;2019;0;0;0;0;0;0;0;0;0;0
7535;211 Farmaceutische grondstofindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7536;211 Farmaceutische grondstofindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7537;211 Farmaceutische grondstofindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7538;211 Farmaceutische grondstofindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
