ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
1548;Bestelauto's: zwaar;2016 1e kwartaal;100.8;1.7;-0.6;96.8;-1.0;-3.9;11.5
1549;Bestelauto's: zwaar;2016 2e kwartaal;101.8;1.0;0.7;97.7;0.9;-3.6;11.5
1550;Bestelauto's: zwaar;2016 3e kwartaal;101.7;-0.1;1.4;97.6;-0.1;-1.3;11.5
1551;Bestelauto's: zwaar;2016 4e kwartaal;101.9;0.2;2.8;99.0;1.4;1.2;11.5
1552;Bestelauto's: zwaar;2016 jaargemiddelde;101.6;;1.1;97.8;;-1.9;11.5
1553;Bestelauto's: zwaar;2017 1e kwartaal;101.9;0.0;1.1;99.5;0.6;2.8;11.5
1554;Bestelauto's: zwaar;2017 2e kwartaal;101.5;-0.3;-0.2;99.0;-0.5;1.3;11.5
1555;Bestelauto's: zwaar;2017 3e kwartaal;100.4;-1.1;-1.3;98.1;-0.9;0.5;11.5
1556;Bestelauto's: zwaar;2017 4e kwartaal;101.8;1.3;-0.1;99.8;1.7;0.8;11.5
1557;Bestelauto's: zwaar;2017 jaargemiddelde;101.4;;-0.1;99.1;;1.4;11.5
