ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
8826;10 Manufacture of food products;02 Forestry and logging;2017;0.0;0.2;0.0
8827;10 Manufacture of food products;02 Forestry and logging;2018;0.0;0.5;0.1
8828;10 Manufacture of food products;02 Forestry and logging;2019;0.0;0.5;0.1
8829;10 Manufacture of food products;02 Forestry and logging;2020;0.0;0.1;0.0
8830;10 Manufacture of food products;02 Forestry and logging;2021;0.0;0.1;0.0
8831;10 Manufacture of food products;02 Forestry and logging;2022;0.0;0.7;0.2
8832;10 Manufacture of food products;03 Fishing and aquaculture;2015;0.1;16.7;4.0
8833;10 Manufacture of food products;03 Fishing and aquaculture;2016;0.1;23.1;5.1
8834;10 Manufacture of food products;03 Fishing and aquaculture;2017;0.2;34.5;7.5
8835;10 Manufacture of food products;03 Fishing and aquaculture;2018;0.1;22.4;5.7
8836;10 Manufacture of food products;03 Fishing and aquaculture;2019;0.1;15.7;3.8
8837;10 Manufacture of food products;03 Fishing and aquaculture;2020;0.0;5.4;1.3
8838;10 Manufacture of food products;03 Fishing and aquaculture;2021;0.0;4.7;1.2
8839;10 Manufacture of food products;03 Fishing and aquaculture;2022;0.1;12.5;3.5
8840;10 Manufacture of food products;B Mining and quarrying;2015;0.1;199.6;7.7
8841;10 Manufacture of food products;B Mining and quarrying;2016;0.1;110.6;6.2
8842;10 Manufacture of food products;B Mining and quarrying;2017;0.1;109.2;6.3
8843;10 Manufacture of food products;B Mining and quarrying;2018;0.0;87.1;5.4
8844;10 Manufacture of food products;B Mining and quarrying;2019;0.1;77.4;5.2
8845;10 Manufacture of food products;B Mining and quarrying;2020;0.1;38.4;5.3
8846;10 Manufacture of food products;B Mining and quarrying;2021;0.1;97.0;7.6
8847;10 Manufacture of food products;B Mining and quarrying;2022;0.0;184.9;5.5
8848;10 Manufacture of food products;B-E Industry (no construction), energy;2015;72.6;8320.2;13560.8
8849;10 Manufacture of food products;B-E Industry (no construction), energy;2016;76.6;8794.6;15099.0
8850;10 Manufacture of food products;B-E Industry (no construction), energy;2017;77.4;9190.2;15532.2
8851;10 Manufacture of food products;B-E Industry (no construction), energy;2018;79.9;9539.2;15805.5
8852;10 Manufacture of food products;B-E Industry (no construction), energy;2019;82.7;9973.2;16202.1
8853;10 Manufacture of food products;B-E Industry (no construction), energy;2020;79.8;9979.2;15953.0
8854;10 Manufacture of food products;B-E Industry (no construction), energy;2021;82.1;10313.2;17829.9
8855;10 Manufacture of food products;B-E Industry (no construction), energy;2022;86.4;11934.0;23079.5
8856;10 Manufacture of food products;B-F Manufacturing and energy;2015;74.6;8451.1;13613.6
8857;10 Manufacture of food products;B-F Manufacturing and energy;2016;78.7;8931.7;15154.2
8858;10 Manufacture of food products;B-F Manufacturing and energy;2017;79.4;9330.5;15587.8
8859;10 Manufacture of food products;B-F Manufacturing and energy;2018;82.0;9686.3;15864.6
8860;10 Manufacture of food products;B-F Manufacturing and energy;2019;84.8;10131.6;16263.0
8861;10 Manufacture of food products;B-F Manufacturing and energy;2020;81.9;10143.8;16014.6
8862;10 Manufacture of food products;B-F Manufacturing and energy;2021;84.2;10490.0;17900.4
8863;10 Manufacture of food products;B-F Manufacturing and energy;2022;88.9;12125.8;23169.2
8864;10 Manufacture of food products;C Manufacturing;2015;70.7;7782.4;13416.5
8865;10 Manufacture of food products;C Manufacturing;2016;74.6;8324.6;14963.5
8866;10 Manufacture of food products;C Manufacturing;2017;75.4;8722.7;15376.5
8867;10 Manufacture of food products;C Manufacturing;2018;77.9;9090.0;15656.0
8868;10 Manufacture of food products;C Manufacturing;2019;80.7;9502.4;16059.0
8869;10 Manufacture of food products;C Manufacturing;2020;77.7;9502.6;15822.0
8870;10 Manufacture of food products;C Manufacturing;2021;79.7;9745.9;17622.2
8871;10 Manufacture of food products;C Manufacturing;2022;83.8;11048.4;22687.9
8872;10 Manufacture of food products;10-12 Manufacture of food and beverages;2015;62.9;7043.3;12765.4
8873;10 Manufacture of food products;10-12 Manufacture of food and beverages;2016;66.6;7540.6;14293.3
8874;10 Manufacture of food products;10-12 Manufacture of food and beverages;2017;67.6;7947.7;14661.1
8875;10 Manufacture of food products;10-12 Manufacture of food and beverages;2018;70.3;8305.5;14906.3
8876;10 Manufacture of food products;10-12 Manufacture of food and beverages;2019;73.2;8712.5;15332.7
8877;10 Manufacture of food products;10-12 Manufacture of food and beverages;2020;70.3;8729.3;15150.4
8878;10 Manufacture of food products;10-12 Manufacture of food and beverages;2021;73.2;9021.2;16872.6
8879;10 Manufacture of food products;10-12 Manufacture of food and beverages;2022;76.8;10164.0;21535.4
8880;10 Manufacture of food products;10 Manufacture of food products;2015;62.8;7033.6;12758.4
8881;10 Manufacture of food products;10 Manufacture of food products;2016;66.6;7528.9;14285.4
8882;10 Manufacture of food products;10 Manufacture of food products;2017;67.5;7938.8;14655.0
8883;10 Manufacture of food products;10 Manufacture of food products;2018;70.3;8296.7;14900.4
8884;10 Manufacture of food products;10 Manufacture of food products;2019;73.1;8703.7;15326.8
8885;10 Manufacture of food products;10 Manufacture of food products;2020;70.2;8721.4;15145.0
8886;10 Manufacture of food products;10 Manufacture of food products;2021;73.2;9013.4;16867.2
8887;10 Manufacture of food products;10 Manufacture of food products;2022;76.8;10155.4;21527.6
8888;10 Manufacture of food products;11 Manufacture of beverages;2015;0.0;8.5;6.7
8889;10 Manufacture of food products;11 Manufacture of beverages;2016;0.0;10.4;7.6
8890;10 Manufacture of food products;11 Manufacture of beverages;2017;0.0;7.6;5.8
8891;10 Manufacture of food products;11 Manufacture of beverages;2018;0.0;7.1;5.5
8892;10 Manufacture of food products;11 Manufacture of beverages;2019;0.0;7.0;5.5
8893;10 Manufacture of food products;11 Manufacture of beverages;2020;0.0;6.0;5.1
8894;10 Manufacture of food products;11 Manufacture of beverages;2021;0.0;6.4;5.2
8895;10 Manufacture of food products;11 Manufacture of beverages;2022;0.0;7.7;7.5
8896;10 Manufacture of food products;12 Manufacture of tobacco products;2015;0.0;1.2;0.3
8897;10 Manufacture of food products;12 Manufacture of tobacco products;2016;0.0;1.3;0.3
8898;10 Manufacture of food products;12 Manufacture of tobacco products;2017;0.0;1.3;0.3
8899;10 Manufacture of food products;12 Manufacture of tobacco products;2018;0.0;1.8;0.4
8900;10 Manufacture of food products;12 Manufacture of tobacco products;2019;0.0;1.8;0.4
8901;10 Manufacture of food products;12 Manufacture of tobacco products;2020;0.0;1.9;0.3
8902;10 Manufacture of food products;12 Manufacture of tobacco products;2021;0.0;1.4;0.3
8903;10 Manufacture of food products;12 Manufacture of tobacco products;2022;0.0;0.9;0.3
8904;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2015;0.0;3.8;3.4
8905;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2016;0.0;4.0;3.7
8906;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2017;0.0;3.7;3.5
8907;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2018;0.0;3.5;3.7
8908;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2019;0.0;3.2;3.4
8909;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2020;0.0;3.8;3.7
8910;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2021;0.0;3.5;3.5
8911;10 Manufacture of food products;13-15 Man. of textile-, leatherproducts;2022;0.0;3.6;4.8
8912;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2015;1.7;149.3;168.1
8913;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2016;1.7;159.9;185.2
8914;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2017;1.7;165.3;202.5
8915;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2018;1.8;181.8;210.6
8916;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2019;1.7;193.0;199.9
8917;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2020;1.6;178.6;167.7
8918;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2021;1.3;131.3;169.8
8919;10 Manufacture of food products;16-18 Man. wood en paperprod., printing;2022;1.5;161.7;250.7
8920;10 Manufacture of food products;16 Manufacture of wood products;2015;0.2;14.7;15.0
8921;10 Manufacture of food products;16 Manufacture of wood products;2016;0.2;16.9;17.6
8922;10 Manufacture of food products;16 Manufacture of wood products;2017;0.2;17.7;18.0
8923;10 Manufacture of food products;16 Manufacture of wood products;2018;0.2;19.3;20.2
8924;10 Manufacture of food products;16 Manufacture of wood products;2019;0.2;20.2;20.9
8925;10 Manufacture of food products;16 Manufacture of wood products;2020;0.2;18.4;18.8
8926;10 Manufacture of food products;16 Manufacture of wood products;2021;0.2;20.9;25.8
8927;10 Manufacture of food products;16 Manufacture of wood products;2022;0.2;26.2;31.6
8928;10 Manufacture of food products;17 Manufacture of paper;2015;0.9;94.5;125.1
8929;10 Manufacture of food products;17 Manufacture of paper;2016;1.0;102.5;137.1
8930;10 Manufacture of food products;17 Manufacture of paper;2017;1.0;109.8;157.0
8931;10 Manufacture of food products;17 Manufacture of paper;2018;1.1;123.6;164.4
8932;10 Manufacture of food products;17 Manufacture of paper;2019;1.1;136.9;154.8
8933;10 Manufacture of food products;17 Manufacture of paper;2020;1.0;126.3;127.6
8934;10 Manufacture of food products;17 Manufacture of paper;2021;0.7;77.1;123.8
8935;10 Manufacture of food products;17 Manufacture of paper;2022;0.9;104.7;196.5
8936;10 Manufacture of food products;18 Printing and reproduction;2015;0.5;40.1;28.0
8937;10 Manufacture of food products;18 Printing and reproduction;2016;0.5;40.5;30.4
8938;10 Manufacture of food products;18 Printing and reproduction;2017;0.5;37.8;27.4
8939;10 Manufacture of food products;18 Printing and reproduction;2018;0.5;38.8;25.9
8940;10 Manufacture of food products;18 Printing and reproduction;2019;0.4;36.0;24.2
8941;10 Manufacture of food products;18 Printing and reproduction;2020;0.4;33.9;21.3
8942;10 Manufacture of food products;18 Printing and reproduction;2021;0.4;33.3;20.1
8943;10 Manufacture of food products;18 Printing and reproduction;2022;0.4;30.8;22.7
8944;10 Manufacture of food products;19 Manufacture of coke and petroleum;2015;0.0;4.9;62.2
8945;10 Manufacture of food products;19 Manufacture of coke and petroleum;2016;0.0;4.6;49.1
8946;10 Manufacture of food products;19 Manufacture of coke and petroleum;2017;0.0;5.2;62.4
8947;10 Manufacture of food products;19 Manufacture of coke and petroleum;2018;0.0;4.0;78.7
8948;10 Manufacture of food products;19 Manufacture of coke and petroleum;2019;0.0;5.3;77.5
8949;10 Manufacture of food products;19 Manufacture of coke and petroleum;2020;0.0;1.3;62.6
8950;10 Manufacture of food products;19 Manufacture of coke and petroleum;2021;0.0;5.6;108.7
8951;10 Manufacture of food products;19 Manufacture of coke and petroleum;2022;0.0;37.2;225.0
8952;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2015;0.4;87.6;100.8
8953;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2016;0.4;98.2;100.3
8954;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2017;0.4;89.4;103.3
8955;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2018;0.4;89.7;120.0
8956;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2019;0.3;78.1;103.7
8957;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2020;0.3;78.6;110.2
8958;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2021;0.3;81.4;125.1
8959;10 Manufacture of food products;20-21 Chemistry and pharmaceuticals;2022;0.3;110.2;243.8
8960;10 Manufacture of food products;20 Manufacture of chemicals;2015;0.3;73.3;92.6
8961;10 Manufacture of food products;20 Manufacture of chemicals;2016;0.3;84.5;92.8
8962;10 Manufacture of food products;20 Manufacture of chemicals;2017;0.3;76.4;96.6
8963;10 Manufacture of food products;20 Manufacture of chemicals;2018;0.3;79.4;114.3
8964;10 Manufacture of food products;20 Manufacture of chemicals;2019;0.3;69.1;98.4
8965;10 Manufacture of food products;20 Manufacture of chemicals;2020;0.3;70.3;104.9
8966;10 Manufacture of food products;20 Manufacture of chemicals;2021;0.2;70.9;117.1
8967;10 Manufacture of food products;20 Manufacture of chemicals;2022;0.3;99.2;233.3
8968;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2015;0.1;14.4;8.2
8969;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2016;0.1;13.7;7.4
8970;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2017;0.1;13.0;6.7
8971;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2018;0.0;10.3;5.7
8972;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2019;0.0;9.0;5.3
8973;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2020;0.0;8.3;5.4
8974;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2021;0.1;10.5;8.0
8975;10 Manufacture of food products;21 Manufacture of pharmaceuticals;2022;0.1;11.0;10.5
8976;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2015;1.0;97.4;73.1
8977;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2016;0.9;99.2;73.5
8978;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2017;0.9;91.8;76.0
8979;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2018;0.8;85.7;72.0
8980;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2019;0.8;85.5;71.3
8981;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2020;0.7;79.2;60.6
8982;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2021;0.6;70.6;65.9
8983;10 Manufacture of food products;22-23 Man. plastics and constructionprod;2022;0.8;90.4;90.9
8984;10 Manufacture of food products;22 Manufacture rubber, plastic products;2015;0.8;83.6;64.7
8985;10 Manufacture of food products;22 Manufacture rubber, plastic products;2016;0.8;83.6;65.0
8986;10 Manufacture of food products;22 Manufacture rubber, plastic products;2017;0.7;75.1;66.7
8987;10 Manufacture of food products;22 Manufacture rubber, plastic products;2018;0.7;68.0;61.5
8988;10 Manufacture of food products;22 Manufacture rubber, plastic products;2019;0.7;68.1;60.6
8989;10 Manufacture of food products;22 Manufacture rubber, plastic products;2020;0.6;59.8;49.8
8990;10 Manufacture of food products;22 Manufacture rubber, plastic products;2021;0.5;55.9;56.0
8991;10 Manufacture of food products;22 Manufacture rubber, plastic products;2022;0.6;73.6;76.6
8992;10 Manufacture of food products;23 Manufacture of building materials;2015;0.2;13.8;8.4
8993;10 Manufacture of food products;23 Manufacture of building materials;2016;0.2;15.7;8.4
8994;10 Manufacture of food products;23 Manufacture of building materials;2017;0.2;16.7;9.2
