ID;RegioS;SBI74;Perioden;Productie_1;Verbruik_2;ToegevoegdeWaarde_3;Lonen_4;SocialeLasten_5;IndirecteBelastingen_6;OverigInkomen_7;Arbeidsvolume_8
255;Totaal Nederland;Cultuur, sport en recreatie;1985;4776;2228;2547;1330;372;-6;850;70.0
256;Totaal Nederland;Cultuur, sport en recreatie;1986;4958;2298;2660;1355;381;19;903;70.0
257;Totaal Nederland;Cultuur, sport en recreatie;1987;5193;2355;2837;1428;395;26;987;72.0
258;Totaal Nederland;Cultuur, sport en recreatie;1988;5396;2441;2955;1475;409;45;1024;74.0
259;Totaal Nederland;Cultuur, sport en recreatie;1989;5515;2533;2981;1497;397;43;1044;74.0
260;Totaal Nederland;Cultuur, sport en recreatie;1990;5789;2631;3158;1752;271;46;1087;77.0
261;Totaal Nederland;Cultuur, sport en recreatie;1991;6121;2793;3328;1831;296;57;1143;78.0
262;Totaal Nederland;Cultuur, sport en recreatie;1992;6543;2964;3578;1908;314;86;1268;78.0
263;Totaal Nederland;Cultuur, sport en recreatie;1993;6917;3058;3858;2018;326;96;1417;79.0
264;Totaal Nederland;Overige diensten;1970;2999;918;2081;1390;286;0;403;270.0
265;Totaal Nederland;Overige diensten;1973;4414;1255;3159;2135;497;-4;530;296.0
266;Totaal Nederland;Overige diensten;1974;5147;1443;3704;2516;616;-5;577;302.0
267;Totaal Nederland;Overige diensten;1975;6024;1722;4302;2910;738;0;653;305.0
268;Totaal Nederland;Overige diensten;1976;6754;1923;4830;3271;840;0;718;309.0
269;Totaal Nederland;Overige diensten;1977;7374;2104;5270;3585;908;-9;785;312.0
270;Totaal Nederland;Overige diensten;1978;8058;2336;5721;3903;991;-8;834;318.0
271;Totaal Nederland;Overige diensten;1979;8685;2559;6126;4188;1074;-9;873;326.0
272;Totaal Nederland;Overige diensten;1980;9547;2848;6699;4567;1160;-10;981;335.0
273;Totaal Nederland;Overige diensten;1981;10280;3128;7151;4859;1232;-10;1070;343.0
274;Totaal Nederland;Overige diensten;1982;10833;3328;7504;5105;1300;-11;1109;343.0
275;Totaal Nederland;Overige diensten;1983;11155;3431;7724;5165;1387;-18;1189;340.0
276;Totaal Nederland;Overige diensten;1984;11274;3497;7777;5148;1387;-6;1248;344.0
277;Totaal Nederland;Overige diensten;1985;11776;3685;8090;5426;1482;-10;1192;355.0
278;Totaal Nederland;Overige diensten;1986;12174;3632;8542;5576;1521;4;1439;361.0
279;Totaal Nederland;Overige diensten;1987;12629;3688;8940;5875;1526;4;1534;372.0
280;Totaal Nederland;Overige diensten;1988;13122;3831;9290;6092;1574;29;1594;381.0
281;Totaal Nederland;Overige diensten;1989;13481;3930;9551;6321;1512;10;1707;386.0
282;Totaal Nederland;Overige diensten;1990;14360;4224;10136;7298;1032;25;1779;397.0
283;Totaal Nederland;Overige diensten;1991;15356;4581;10775;7710;1145;38;1880;405.0
284;Totaal Nederland;Overige diensten;1992;16317;4790;11527;8187;1213;42;2084;413.0
285;Totaal Nederland;Overige diensten;1993;17127;4959;12168;8546;1256;54;2310;417.0
286;Totaal Nederland;Goederen en diensten n.e.g.;1970;144;144;0;0;0;0;0;0.0
287;Totaal Nederland;Goederen en diensten n.e.g.;1973;205;205;0;0;0;0;0;0.0
288;Totaal Nederland;Goederen en diensten n.e.g.;1974;241;241;0;0;0;0;0;0.0
289;Totaal Nederland;Goederen en diensten n.e.g.;1975;230;230;0;0;0;0;0;0.0
290;Totaal Nederland;Goederen en diensten n.e.g.;1976;257;257;0;0;0;0;0;0.0
291;Totaal Nederland;Goederen en diensten n.e.g.;1977;312;312;0;0;0;0;0;0.0
292;Totaal Nederland;Goederen en diensten n.e.g.;1978;348;348;0;0;0;0;0;0.0
293;Totaal Nederland;Goederen en diensten n.e.g.;1979;318;318;0;0;0;0;0;0.0
294;Totaal Nederland;Goederen en diensten n.e.g.;1980;359;359;0;0;0;0;0;0.0
295;Totaal Nederland;Goederen en diensten n.e.g.;1981;418;418;0;0;0;0;0;0.0
296;Totaal Nederland;Goederen en diensten n.e.g.;1982;511;511;0;0;0;0;0;0.0
297;Totaal Nederland;Goederen en diensten n.e.g.;1983;521;521;0;0;0;0;0;0.0
298;Totaal Nederland;Goederen en diensten n.e.g.;1984;600;600;0;0;0;0;0;0.0
299;Totaal Nederland;Goederen en diensten n.e.g.;1985;641;641;0;0;0;0;0;0.0
300;Totaal Nederland;Goederen en diensten n.e.g.;1986;716;716;0;0;0;0;0;0.0
301;Totaal Nederland;Goederen en diensten n.e.g.;1987;722;722;0;0;0;0;0;0.0
302;Totaal Nederland;Goederen en diensten n.e.g.;1988;744;744;0;0;0;0;0;0.0
303;Totaal Nederland;Goederen en diensten n.e.g.;1989;782;782;0;0;0;0;0;0.0
304;Totaal Nederland;Goederen en diensten n.e.g.;1990;808;808;0;0;0;0;0;0.0
305;Totaal Nederland;Goederen en diensten n.e.g.;1991;844;844;0;0;0;0;0;0.0
306;Totaal Nederland;Goederen en diensten n.e.g.;1992;888;888;0;0;0;0;0;0.0
307;Totaal Nederland;Goederen en diensten n.e.g.;1993;910;910;0;0;0;0;0;0.0
308;Totaal Nederland;Verbruik rentemarge banken;1970;0;1066;-1066;0;0;0;-1066;0.0
309;Totaal Nederland;Verbruik rentemarge banken;1973;0;1958;-1958;0;0;0;-1958;0.0
310;Totaal Nederland;Verbruik rentemarge banken;1974;0;2423;-2423;0;0;0;-2423;0.0
311;Totaal Nederland;Verbruik rentemarge banken;1975;0;2904;-2904;0;0;0;-2904;0.0
312;Totaal Nederland;Verbruik rentemarge banken;1976;0;3357;-3357;0;0;0;-3357;0.0
313;Totaal Nederland;Verbruik rentemarge banken;1977;0;3711;-3711;0;0;0;-3711;0.0
314;Totaal Nederland;Verbruik rentemarge banken;1978;0;4252;-4252;0;0;0;-4252;0.0
315;Totaal Nederland;Verbruik rentemarge banken;1979;0;4837;-4837;0;0;0;-4837;0.0
316;Totaal Nederland;Verbruik rentemarge banken;1980;0;5236;-5236;0;0;0;-5236;0.0
317;Totaal Nederland;Verbruik rentemarge banken;1981;0;5780;-5780;0;0;0;-5780;0.0
318;Totaal Nederland;Verbruik rentemarge banken;1982;0;6396;-6396;0;0;0;-6396;0.0
319;Totaal Nederland;Verbruik rentemarge banken;1983;0;7278;-7278;0;0;0;-7278;0.0
320;Totaal Nederland;Verbruik rentemarge banken;1984;0;7383;-7383;0;0;0;-7383;0.0
321;Totaal Nederland;Verbruik rentemarge banken;1985;0;7632;-7632;0;0;0;-7632;0.0
322;Totaal Nederland;Verbruik rentemarge banken;1986;0;7715;-7715;0;0;0;-7715;0.0
323;Totaal Nederland;Verbruik rentemarge banken;1987;0;7507;-7507;0;0;0;-7507;0.0
324;Totaal Nederland;Verbruik rentemarge banken;1988;0;7918;-7918;0;0;0;-7918;0.0
325;Totaal Nederland;Verbruik rentemarge banken;1989;0;8180;-8180;0;0;0;-8180;0.0
326;Totaal Nederland;Verbruik rentemarge banken;1990;0;8195;-8195;0;0;0;-8195;0.0
327;Totaal Nederland;Verbruik rentemarge banken;1991;0;8969;-8969;0;0;0;-8969;0.0
328;Totaal Nederland;Verbruik rentemarge banken;1992;0;9293;-9293;0;0;0;-9293;0.0
329;Totaal Nederland;Verbruik rentemarge banken;1993;0;10323;-10323;0;0;0;-10323;0.0
330;Totaal Nederland;Totaal bedrijfsklassen;1970;104557;53501;51056;24679;6115;730;19531;4069.0
331;Totaal Nederland;Totaal bedrijfsklassen;1973;146212;71843;74368;35722;10294;1014;27337;4086.0
332;Totaal Nederland;Totaal bedrijfsklassen;1974;173031;88340;84690;41351;12183;1110;30046;4102.0
333;Totaal Nederland;Totaal bedrijfsklassen;1975;186162;92782;93380;46771;13803;1366;31438;4083.0
334;Totaal Nederland;Totaal bedrijfsklassen;1976;212265;106254;106010;51918;15527;943;37622;4101.0
335;Totaal Nederland;Totaal bedrijfsklassen;1977;228697;113791;114905;56992;16762;1100;40051;4132.0
336;Totaal Nederland;Totaal bedrijfsklassen;1978;244268;120332;123936;61674;18150;906;43204;4178.0
337;Totaal Nederland;Totaal bedrijfsklassen;1979;267553;135312;132241;65929;19900;985;45425;4255.0
338;Totaal Nederland;Totaal bedrijfsklassen;1980;292844;151287;141557;69875;21363;892;49426;4291.0
339;Totaal Nederland;Totaal bedrijfsklassen;1981;312617;163744;148872;71333;21727;1092;54719;4231.0
340;Totaal Nederland;Totaal bedrijfsklassen;1982;323482;168617;154865;73777;22055;870;58161;4113.0
341;Totaal Nederland;Totaal bedrijfsklassen;1983;334970;174054;160915;73580;23245;662;63427;4032.0
342;Totaal Nederland;Totaal bedrijfsklassen;1984;357283;189598;167685;74170;23072;218;70224;4037.0
343;Totaal Nederland;Totaal bedrijfsklassen;1985;372322;196885;175436;77075;23532;-308;75138;4123.0
344;Totaal Nederland;Totaal bedrijfsklassen;1986;364371;183918;180452;80624;24459;296;75071;4219.0
345;Totaal Nederland;Totaal bedrijfsklassen;1987;364132;183479;180653;83820;24797;-721;72757;4299.0
346;Totaal Nederland;Totaal bedrijfsklassen;1988;380882;192916;187965;86417;25093;-248;76704;4376.0
347;Totaal Nederland;Totaal bedrijfsklassen;1989;409268;208823;200445;90195;24545;762;84942;4470.0
348;Totaal Nederland;Totaal bedrijfsklassen;1990;430560;217373;213186;104172;17323;1295;90395;4585.0
349;Totaal Nederland;Totaal bedrijfsklassen;1991;452286;228422;223864;110191;18622;1045;94004;4651.0
350;Totaal Nederland;Totaal bedrijfsklassen;1992;466100;232678;233422;116579;19665;1990;95187;4703.0
351;Totaal Nederland;Totaal bedrijfsklassen;1993;472176;231224;240951;119617;20495;4107;96730;4680.0
352;Totaal Nederland;Totaal bedrijven;1970;95985;51124;44861;20374;4548;701;19237;3523.0
353;Totaal Nederland;Totaal bedrijven;1973;133534;68776;64757;29148;7737;975;26896;3502.0
354;Totaal Nederland;Totaal bedrijven;1974;157960;84625;73335;33593;9158;1061;29521;3506.0
355;Totaal Nederland;Totaal bedrijven;1975;168503;88375;80127;37754;10237;1309;30825;3476.0
356;Totaal Nederland;Totaal bedrijven;1976;192119;101138;90981;41768;11419;874;36917;3474.0
357;Totaal Nederland;Totaal bedrijven;1977;206466;107990;98476;45905;12287;1021;39261;3489.0
358;Totaal Nederland;Totaal bedrijven;1978;219864;113846;106018;49682;13203;810;42322;3523.0
359;Totaal Nederland;Totaal bedrijven;1979;241045;128017;113028;53316;14380;889;44441;3588.0
360;Totaal Nederland;Totaal bedrijven;1980;264654;143358;121295;56575;15614;782;48323;3613.0
361;Totaal Nederland;Totaal bedrijven;1981;283218;155149;128069;57712;15881;978;53496;3539.0
362;Totaal Nederland;Totaal bedrijven;1982;292589;159349;133239;59374;16260;745;56860;3414.0
363;Totaal Nederland;Totaal bedrijven;1983;303120;163980;139140;59424;17093;538;62083;3334.0
364;Totaal Nederland;Totaal bedrijven;1984;325343;179193;146149;60052;17179;88;68829;3342.0
365;Totaal Nederland;Totaal bedrijven;1985;339642;185987;153654;62663;17739;-451;73703;3420.0
366;Totaal Nederland;Totaal bedrijven;1986;331063;172665;158398;66031;18618;139;73609;3513.0
367;Totaal Nederland;Totaal bedrijven;1987;329761;171660;158101;68757;18964;-881;71260;3587.0
368;Totaal Nederland;Totaal bedrijven;1988;346177;180683;165494;71292;19468;-410;75143;3670.0
369;Totaal Nederland;Totaal bedrijven;1989;373713;195952;177761;74753;19117;587;83303;3767.0
370;Totaal Nederland;Totaal bedrijven;1990;393720;204052;189668;86656;13203;1117;88691;3885.0
371;Totaal Nederland;Totaal bedrijven;1991;413999;214583;199415;91942;14401;859;92213;3959.0
372;Totaal Nederland;Totaal bedrijven;1992;425773;218367;207406;97037;15246;1787;93334;4017.0
373;Totaal Nederland;Totaal bedrijven;1993;430406;216458;213947;99428;15848;3886;94784;3996.0
374;Totaal Nederland;Omzetbelasting finale bestedingen;1970;0;0;4689;0;0;4340;349;0.0
375;Totaal Nederland;Omzetbelasting finale bestedingen;1973;0;0;6915;0;0;6595;319;0.0
376;Totaal Nederland;Omzetbelasting finale bestedingen;1974;0;0;7525;0;0;7130;395;0.0
377;Totaal Nederland;Omzetbelasting finale bestedingen;1975;0;0;8399;0;0;7970;428;0.0
378;Totaal Nederland;Omzetbelasting finale bestedingen;1976;0;0;10039;0;0;9557;481;0.0
379;Totaal Nederland;Omzetbelasting finale bestedingen;1977;0;0;11641;0;0;11134;506;0.0
380;Totaal Nederland;Omzetbelasting finale bestedingen;1978;0;0;12461;0;0;12002;458;0.0
381;Totaal Nederland;Omzetbelasting finale bestedingen;1979;0;0;12942;0;0;12599;343;0.0
382;Totaal Nederland;Omzetbelasting finale bestedingen;1980;0;0;13494;0;0;13100;394;0.0
383;Totaal Nederland;Omzetbelasting finale bestedingen;1981;0;0;13670;0;0;13181;489;0.0
384;Totaal Nederland;Omzetbelasting finale bestedingen;1982;0;0;14422;0;0;13788;633;0.0
385;Totaal Nederland;Omzetbelasting finale bestedingen;1983;0;0;14853;0;0;14280;573;0.0
386;Totaal Nederland;Omzetbelasting finale bestedingen;1984;0;0;16409;0;0;15669;740;0.0
387;Totaal Nederland;Omzetbelasting finale bestedingen;1985;0;0;17665;0;0;16838;827;0.0
388;Totaal Nederland;Omzetbelasting finale bestedingen;1986;0;0;18239;0;0;17636;602;0.0
389;Totaal Nederland;Omzetbelasting finale bestedingen;1987;0;0;19390;0;0;18614;775;0.0
390;Totaal Nederland;Omzetbelasting finale bestedingen;1988;0;0;19721;0;0;19176;544;0.0
391;Totaal Nederland;Omzetbelasting finale bestedingen;1989;0;0;19625;0;0;19036;589;0.0
392;Totaal Nederland;Omzetbelasting finale bestedingen;1990;0;0;21214;0;0;20483;730;0.0
393;Totaal Nederland;Omzetbelasting finale bestedingen;1991;0;0;22339;0;0;21486;853;0.0
394;Totaal Nederland;Omzetbelasting finale bestedingen;1992;0;0;23460;0;0;22507;952;0.0
395;Totaal Nederland;Omzetbelasting finale bestedingen;1993;0;0;22904;0;0;22016;887;0.0
396;Extra-territoriale regio;Totaal bedrijfsindeling;1970;366;93;297;105;42;21;127;17.0
397;Extra-territoriale regio;Totaal bedrijfsindeling;1973;555;123;469;160;63;35;208;20.7
398;Extra-territoriale regio;Totaal bedrijfsindeling;1974;669;145;568;185;75;41;266;20.8
399;Extra-territoriale regio;Totaal bedrijfsindeling;1975;906;157;813;197;82;58;474;18.4
400;Extra-territoriale regio;Totaal bedrijfsindeling;1976;1118;183;1020;214;96;78;631;16.3
401;Extra-territoriale regio;Totaal bedrijfsindeling;1977;1265;186;1184;202;80;98;803;16.2
402;Extra-territoriale regio;Totaal bedrijfsindeling;1978;1497;216;1406;211;85;116;994;16.1
403;Extra-territoriale regio;Totaal bedrijfsindeling;1979;1683;273;1545;220;98;129;1096;16.1
404;Extra-territoriale regio;Totaal bedrijfsindeling;1980;2102;287;1986;187;84;162;1552;14.2
405;Extra-territoriale regio;Totaal bedrijfsindeling;1981;2827;377;2672;241;101;211;2117;17.4
406;Extra-territoriale regio;Totaal bedrijfsindeling;1982;3185;435;3004;234;101;239;2429;15.7
407;Extra-territoriale regio;Totaal bedrijfsindeling;1983;3653;521;3420;230;104;271;2813;15.4
408;Extra-territoriale regio;Totaal bedrijfsindeling;1984;4632;608;4416;231;106;361;3716;14.8
409;Extra-territoriale regio;Totaal bedrijfsindeling;1985;4980;589;4832;248;108;404;4070;15.3
410;Extra-territoriale regio;Totaal bedrijfsindeling;1986;3661;586;3385;272;125;299;2688;15.0
411;Extra-territoriale regio;Totaal bedrijfsindeling;1987;3013;573;2743;281;125;300;2035;15.4
412;Extra-territoriale regio;Totaal bedrijfsindeling;1988;2769;589;2440;276;118;263;1781;14.5
413;Extra-territoriale regio;Totaal bedrijfsindeling;1989;3082;614;2740;276;117;274;2071;14.0
414;Extra-territoriale regio;Totaal bedrijfsindeling;1990;3570;739;3143;309;99;330;2403;14.0
415;Extra-territoriale regio;Totaal bedrijfsindeling;1991;3717;720;3336;300;98;368;2568;12.8
416;Extra-territoriale regio;Totaal bedrijfsindeling;1992;3269;729;2820;347;110;348;2014;12.8
417;Extra-territoriale regio;Totaal bedrijfsindeling;1993;3372;751;2902;346;109;354;2091;12.6
418;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1970;0;0;0;0;0;0;0;0.0
419;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1973;0;0;0;0;0;0;0;0.0
420;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1974;0;0;0;0;0;0;0;0.0
421;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1975;0;0;0;0;0;0;0;0.0
422;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1976;0;0;0;0;0;0;0;0.0
423;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1977;0;0;0;0;0;0;0;0.0
424;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1978;0;0;0;0;0;0;0;0.0
425;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1979;0;0;0;0;0;0;0;0.0
426;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1980;0;0;0;0;0;0;0;0.0
427;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1981;0;0;0;0;0;0;0;0.0
428;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1982;0;0;0;0;0;0;0;0.0
429;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1983;0;0;0;0;0;0;0;0.0
430;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1984;0;0;0;0;0;0;0;0.0
431;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1985;0;0;0;0;0;0;0;0.0
432;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1986;0;0;0;0;0;0;0;0.0
433;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1987;0;0;0;0;0;0;0;0.0
434;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1988;0;0;0;0;0;0;0;0.0
435;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1989;0;0;0;0;0;0;0;0.0
436;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1990;0;0;0;0;0;0;0;0.0
437;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1991;0;0;0;0;0;0;0;0.0
438;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1992;0;0;0;0;0;0;0;0.0
439;Extra-territoriale regio;Land-, tuin-, bosbouw en visserij;1993;0;0;0;0;0;0;0;0.0
440;Extra-territoriale regio;Aardolie- en aardgaswinning;1970;5;0;4;0;0;0;4;0.0
441;Extra-territoriale regio;Aardolie- en aardgaswinning;1973;13;0;12;0;0;0;12;0.0
442;Extra-territoriale regio;Aardolie- en aardgaswinning;1974;20;2;18;2;0;0;15;0.1
443;Extra-territoriale regio;Aardolie- en aardgaswinning;1975;37;2;34;3;0;0;30;0.1
444;Extra-territoriale regio;Aardolie- en aardgaswinning;1976;152;9;142;4;0;0;137;0.1
445;Extra-territoriale regio;Aardolie- en aardgaswinning;1977;311;22;288;3;0;0;283;0.1
446;Extra-territoriale regio;Aardolie- en aardgaswinning;1978;382;42;340;4;1;1;333;0.1
447;Extra-territoriale regio;Aardolie- en aardgaswinning;1979;749;78;671;4;1;2;662;0.1
448;Extra-territoriale regio;Aardolie- en aardgaswinning;1980;1166;116;1050;4;1;2;1041;0.1
449;Extra-territoriale regio;Aardolie- en aardgaswinning;1981;1664;164;1499;4;1;6;1486;0.1
450;Extra-territoriale regio;Aardolie- en aardgaswinning;1982;1915;220;1695;15;5;7;1667;0.4
451;Extra-territoriale regio;Aardolie- en aardgaswinning;1983;2432;268;2164;14;4;5;2140;0.4
452;Extra-territoriale regio;Aardolie- en aardgaswinning;1984;3461;362;3099;19;6;5;3067;0.5
453;Extra-territoriale regio;Aardolie- en aardgaswinning;1985;3900;343;3557;37;12;5;3501;0.9
454;Extra-territoriale regio;Aardolie- en aardgaswinning;1986;2659;308;2351;32;10;6;2302;0.7
455;Extra-territoriale regio;Aardolie- en aardgaswinning;1987;1959;281;1678;33;10;7;1626;0.8
456;Extra-territoriale regio;Aardolie- en aardgaswinning;1988;1731;302;1428;33;8;8;1379;0.7
457;Extra-territoriale regio;Aardolie- en aardgaswinning;1989;1918;329;1588;29;7;8;1543;0.6
458;Extra-territoriale regio;Aardolie- en aardgaswinning;1990;2146;437;1708;26;5;27;1649;0.6
459;Extra-territoriale regio;Aardolie- en aardgaswinning;1991;2306;417;1888;22;5;41;1819;0.5
460;Extra-territoriale regio;Aardolie- en aardgaswinning;1992;1950;421;1529;43;11;77;1397;0.8
461;Extra-territoriale regio;Aardolie- en aardgaswinning;1993;1910;460;1450;39;9;81;1319;0.9
462;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1970;0;0;0;0;0;0;0;0.0
463;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1973;0;0;0;0;0;0;0;0.0
464;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1974;0;0;0;0;0;0;0;0.0
465;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1975;0;0;0;0;0;0;0;0.0
466;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1976;0;0;0;0;0;0;0;0.0
467;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1977;0;0;0;0;0;0;0;0.0
468;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1978;0;0;0;0;0;0;0;0.0
469;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1979;0;0;0;0;0;0;0;0.0
470;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1980;0;0;0;0;0;0;0;0.0
471;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1981;0;0;0;0;0;0;0;0.0
472;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1982;0;0;0;0;0;0;0;0.0
473;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1983;0;0;0;0;0;0;0;0.0
474;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1984;0;0;0;0;0;0;0;0.0
475;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1985;0;0;0;0;0;0;0;0.0
476;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1986;0;0;0;0;0;0;0;0.0
477;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1987;0;0;0;0;0;0;0;0.0
478;Extra-territoriale regio;Industrie, openb. nutsb. en ov.delfst.;1988;0;0;0;0;0;0;0;0.0
