ID;AantalVertrekken;Regio;Bewoners_1
1211;Woningen met 8 of meer vertrekken;Almelo;2545
1212;Woningen met 8 of meer vertrekken;Deventer;4256
1213;Woningen met 8 of meer vertrekken;Hengelo (O.);4349
1214;Woningen met 8 of meer vertrekken;Lonneker;2102
1215;Woningen met 8 of meer vertrekken;Zwolle;3952
1216;Woningen met 8 of meer vertrekken;Overijssel, gem. 10001 - 20000 inw.;5907
1217;Woningen met 8 of meer vertrekken;Overijssel, gem. 5001 - 10000 inw.;8252
1218;Woningen met 8 of meer vertrekken;Overijssel, gem. 2001 - 5000 inw.;2356
1219;Woningen met 8 of meer vertrekken;Overijssel, gem. 1001 - 2000 inw.;476
1220;Woningen met 8 of meer vertrekken;Overijssel, gem. 501 - 1000 inw.;111
1221;Woningen met 8 of meer vertrekken;Gelderland, gem. 50001 - 100000 inw.;32462
1222;Woningen met 8 of meer vertrekken;Apeldoorn;6537
1223;Woningen met 8 of meer vertrekken;Arnhem;11760
1224;Woningen met 8 of meer vertrekken;Nijmegen;14165
1225;Woningen met 8 of meer vertrekken;Gelderland, gem. 20001 - 50000 inw.;6244
1226;Woningen met 8 of meer vertrekken;Ede;2538
1227;Woningen met 8 of meer vertrekken;Rheden;3706
1228;Woningen met 8 of meer vertrekken;Gelderland, gem. 10001 - 20000 inw.;20163
1229;Woningen met 8 of meer vertrekken;Gelderland, gem. 5001 - 10000 inw.;14349
1230;Woningen met 8 of meer vertrekken;Gelderland, gem. 2001 - 5000 inw.;8562
1231;Woningen met 8 of meer vertrekken;Gelderland, gem. 1001 - 2000 inw.;1502
1232;Woningen met 8 of meer vertrekken;Gelderland, gem. 501 - 1000 inw.;190
1233;Woningen met 8 of meer vertrekken;Gelderland, gem. 500 en minder inw.;157
1234;Woningen met 8 of meer vertrekken;Utrecht, gem. 100001 en meer inw.;20664
1235;Woningen met 8 of meer vertrekken;Utrecht;20664
1236;Woningen met 8 of meer vertrekken;Utrecht, gem. 20001 - 50000 inw.;10876
1237;Woningen met 8 of meer vertrekken;Amersfoort;5772
1238;Woningen met 8 of meer vertrekken;Zeist;5104
1239;Woningen met 8 of meer vertrekken;Utrecht, gem. 10001 - 20000 inw.;8791
1240;Woningen met 8 of meer vertrekken;Utrecht, gem. 5001 - 10000 inw.;2576
1241;Woningen met 8 of meer vertrekken;Utrecht, gem. 2001 - 5000 inw.;5267
1242;Woningen met 8 of meer vertrekken;Utrecht, gem. 1001 - 2000 inw.;2224
1243;Woningen met 8 of meer vertrekken;Utrecht, gem. 501 - 1000 inw.;1112
1244;Woningen met 8 of meer vertrekken;Utrecht, gem. 500 en minder inw.;94
1245;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 100001 en meer inw.;53110
1246;Woningen met 8 of meer vertrekken;Amsterdam;39115
1247;Woningen met 8 of meer vertrekken;Haarlem;13995
1248;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;9568
1249;Woningen met 8 of meer vertrekken;Hilversum;9568
1250;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;17113
1251;Woningen met 8 of meer vertrekken;Alkmaar;2984
1252;Woningen met 8 of meer vertrekken;Bussum;7370
1253;Woningen met 8 of meer vertrekken;Haarlemmermeer;1254
1254;Woningen met 8 of meer vertrekken;Helder (Den);1327
1255;Woningen met 8 of meer vertrekken;Velsen;2404
1256;Woningen met 8 of meer vertrekken;Zaandam;1774
1257;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;12356
1258;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;9838
1259;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;5437
1260;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;945
1261;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 501 - 1000 inw.;188
1262;Woningen met 8 of meer vertrekken;Noord-Holland, gem. 500 en minder inw.;58
1263;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 100001 en meer inw.;92283
1264;Woningen met 8 of meer vertrekken;'s-Gravenhage;58056
1265;Woningen met 8 of meer vertrekken;Rotterdam;34227
1266;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;19267
1267;Woningen met 8 of meer vertrekken;Delft;4960
1268;Woningen met 8 of meer vertrekken;Dordrecht;4385
1269;Woningen met 8 of meer vertrekken;Leiden;6241
1270;Woningen met 8 of meer vertrekken;Schiedam;3681
1271;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;4486
1272;Woningen met 8 of meer vertrekken;Gouda;2851
1273;Woningen met 8 of meer vertrekken;Vlaardingen;1635
1274;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;25964
1275;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;10918
1276;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;8833
1277;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;1708
1278;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;695
1279;Woningen met 8 of meer vertrekken;Zuid-Holland, gem. 500 en minder inw.;128
1280;Woningen met 8 of meer vertrekken;Zeeland, gem. 20001 - 50000 inw.;1565
1281;Woningen met 8 of meer vertrekken;Vlissingen;1565
1282;Woningen met 8 of meer vertrekken;Zeeland, gem. 10001 - 20000 inw.;2720
1283;Woningen met 8 of meer vertrekken;Zeeland, gem. 5001 - 10000 inw.;1960
1284;Woningen met 8 of meer vertrekken;Zeeland, gem. 2001 - 5000 inw.;4697
1285;Woningen met 8 of meer vertrekken;Zeeland, gem. 1001 - 2000 inw.;1504
1286;Woningen met 8 of meer vertrekken;Zeeland, gem. 501 - 1000 inw.;607
1287;Woningen met 8 of meer vertrekken;Zeeland, gem. 500 en minder inw.;44
1288;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;29601
1289;Woningen met 8 of meer vertrekken;Eindhoven;22227
1290;Woningen met 8 of meer vertrekken;Tilburg;7374
1291;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;20529
1292;Woningen met 8 of meer vertrekken;Bergen op Zoom;2341
1293;Woningen met 8 of meer vertrekken;Breda;7805
1294;Woningen met 8 of meer vertrekken;Helmond;2977
1295;Woningen met 8 of meer vertrekken;'s-Hertogenbosch;5540
1296;Woningen met 8 of meer vertrekken;Roosendaal en Nispen;1866
1297;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;9026
1298;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;12822
1299;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;12521
1300;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;3626
1301;Woningen met 8 of meer vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;831
1302;Woningen met 8 of meer vertrekken;Limburg, gem. 50001 - 100000 inw.;6922
1303;Woningen met 8 of meer vertrekken;Maastricht;6922
1304;Woningen met 8 of meer vertrekken;Limburg, gem. 20001 - 50000 inw.;13487
1305;Woningen met 8 of meer vertrekken;Heerlen;6499
1306;Woningen met 8 of meer vertrekken;Kerkrade;2634
1307;Woningen met 8 of meer vertrekken;Venlo;4354
1308;Woningen met 8 of meer vertrekken;Limburg, gem. 10001 - 20000 inw.;17689
1309;Woningen met 8 of meer vertrekken;Limburg, gem. 5001 - 10000 inw.;8181
1310;Woningen met 8 of meer vertrekken;Limburg, gem. 2001 - 5000 inw.;14621
1311;Woningen met 8 of meer vertrekken;Limburg, gem. 1001 - 2000 inw.;7433
1312;Woningen met 8 of meer vertrekken;Limburg, gem. 501 - 1000 inw.;2213
1313;Woningen met 8 of meer vertrekken;Limburg, gem. 500 en minder inw.;187
