ID;SBI1993BedrijfsgrootteVerzVorm;Perioden;ZiekteverzuimInclZwangerschapsverlof_1;ZiekteverzuimExclZwangerschapsverlof_2
1234;748 Zakelijke dienstverlening, n.e.g.;1999 1e kwartaal;6.3;5.6
1235;748 Zakelijke dienstverlening, n.e.g.;1999 2e kwartaal;5.2;4.5
1236;748 Zakelijke dienstverlening, n.e.g.;1999 3e kwartaal;4.9;4.3
1237;748 Zakelijke dienstverlening, n.e.g.;1999 4e kwartaal;5.7;5.1
1238;748 Zakelijke dienstverlening, n.e.g.;1999;5.5;4.9
1239;748 Zakelijke dienstverlening, n.e.g.;2000 1e kwartaal;5.7;5.1
1240;748 Zakelijke dienstverlening, n.e.g.;2000 2e kwartaal;5.6;4.8
1241;748 Zakelijke dienstverlening, n.e.g.;2000 3e kwartaal;5.6;4.8
1242;748 Zakelijke dienstverlening, n.e.g.;2000 4e kwartaal;5.9;5.2
1243;748 Zakelijke dienstverlening, n.e.g.;2000;5.7;5.0
1244;748 Zakelijke dienstverlening, n.e.g.;2001 1e kwartaal;6.0;5.3
1245;748 Zakelijke dienstverlening, n.e.g.;2001 2e kwartaal;5.3;4.6
1246;748 Zakelijke dienstverlening, n.e.g.;2001 3e kwartaal;5.3;4.7
1247;748 Zakelijke dienstverlening, n.e.g.;2001 4e kwartaal;5.6;5.0
1248;748 Zakelijke dienstverlening, n.e.g.;2001;5.6;4.9
1249;748 Zakelijke dienstverlening, n.e.g.;2002 1e kwartaal;6.1;5.3
1250;748 Zakelijke dienstverlening, n.e.g.;2002 2e kwartaal;5.5;4.8
1251;748 Zakelijke dienstverlening, n.e.g.;2002 3e kwartaal;5.1;4.3
1252;748 Zakelijke dienstverlening, n.e.g.;2002 4e kwartaal;6.0;5.0
1253;748 Zakelijke dienstverlening, n.e.g.;2002;5.6;4.9
1254;748 Zakelijke dienstverlening, n.e.g.;2003 1e kwartaal;5.6;4.8
1255;748 Zakelijke dienstverlening, n.e.g.;2003 2e kwartaal;5.1;4.2
1256;748 Zakelijke dienstverlening, n.e.g.;2003 3e kwartaal;4.7;3.8
1257;748 Zakelijke dienstverlening, n.e.g.;2003 4e kwartaal;5.1;4.3
1258;748 Zakelijke dienstverlening, n.e.g.;2003;5.1;4.3
1259;748 Zakelijke dienstverlening, n.e.g.;2004 1e kwartaal;5.0;4.3
1260;8511 Ziekenhuis,kliniek met overnachting;1993;;
1261;8511 Ziekenhuis,kliniek met overnachting;1994;;
1262;8511 Ziekenhuis,kliniek met overnachting;1995 4e kwartaal;8.0;6.6
1263;8511 Ziekenhuis,kliniek met overnachting;1995;;
1264;8511 Ziekenhuis,kliniek met overnachting;1996 1e kwartaal;8.5;7.2
1265;8511 Ziekenhuis,kliniek met overnachting;1996 2e kwartaal;7.5;6.1
1266;8511 Ziekenhuis,kliniek met overnachting;1996 3e kwartaal;7.1;5.6
1267;8511 Ziekenhuis,kliniek met overnachting;1996 4e kwartaal;7.8;6.4
1268;8511 Ziekenhuis,kliniek met overnachting;1996;7.7;6.3
1269;8511 Ziekenhuis,kliniek met overnachting;1997 1e kwartaal;8.8;7.4
1270;8511 Ziekenhuis,kliniek met overnachting;1997 2e kwartaal;7.7;6.2
1271;8511 Ziekenhuis,kliniek met overnachting;1997 3e kwartaal;7.1;5.6
1272;8511 Ziekenhuis,kliniek met overnachting;1997 4e kwartaal;8.0;6.5
1273;8511 Ziekenhuis,kliniek met overnachting;1997;7.9;6.4
1274;8511 Ziekenhuis,kliniek met overnachting;1998 1e kwartaal;8.7;7.2
1275;8511 Ziekenhuis,kliniek met overnachting;1998 2e kwartaal;8.3;6.8
1276;8511 Ziekenhuis,kliniek met overnachting;1998 3e kwartaal;7.7;6.1
1277;8511 Ziekenhuis,kliniek met overnachting;1998 4e kwartaal;8.6;7.0
1278;8511 Ziekenhuis,kliniek met overnachting;1998;8.3;6.8
1279;8511 Ziekenhuis,kliniek met overnachting;1999 1e kwartaal;9.5;8.0
1280;8511 Ziekenhuis,kliniek met overnachting;1999 2e kwartaal;8.3;6.8
1281;8511 Ziekenhuis,kliniek met overnachting;1999 3e kwartaal;8.0;6.4
1282;8511 Ziekenhuis,kliniek met overnachting;1999 4e kwartaal;9.2;7.6
1283;8511 Ziekenhuis,kliniek met overnachting;1999;8.8;7.2
1284;8511 Ziekenhuis,kliniek met overnachting;2000 1e kwartaal;9.8;8.1
1285;8511 Ziekenhuis,kliniek met overnachting;2000 2e kwartaal;8.7;7.1
1286;8511 Ziekenhuis,kliniek met overnachting;2000 3e kwartaal;8.2;6.7
1287;8511 Ziekenhuis,kliniek met overnachting;2000 4e kwartaal;9.1;7.6
1288;8511 Ziekenhuis,kliniek met overnachting;2000;9.0;7.4
1289;8511 Ziekenhuis,kliniek met overnachting;2001 1e kwartaal;9.7;8.1
1290;8511 Ziekenhuis,kliniek met overnachting;2001 2e kwartaal;8.7;7.1
1291;8511 Ziekenhuis,kliniek met overnachting;2001 3e kwartaal;7.8;6.3
1292;8511 Ziekenhuis,kliniek met overnachting;2001 4e kwartaal;8.5;6.9
1293;8511 Ziekenhuis,kliniek met overnachting;2001;8.7;7.1
1294;8511 Ziekenhuis,kliniek met overnachting;2002 1e kwartaal;8.6;7.2
1295;8511 Ziekenhuis,kliniek met overnachting;2002 2e kwartaal;7.4;5.9
1296;8511 Ziekenhuis,kliniek met overnachting;2002 3e kwartaal;7.0;5.4
1297;8511 Ziekenhuis,kliniek met overnachting;2002 4e kwartaal;7.7;6.2
1298;8511 Ziekenhuis,kliniek met overnachting;2002;7.7;6.2
1299;8511 Ziekenhuis,kliniek met overnachting;2003 1e kwartaal;7.6;6.3
1300;8511 Ziekenhuis,kliniek met overnachting;2003 2e kwartaal;6.7;5.3
1301;8511 Ziekenhuis,kliniek met overnachting;2003 3e kwartaal;6.1;4.8
1302;8511 Ziekenhuis,kliniek met overnachting;2003 4e kwartaal;7.0;5.7
1303;8511 Ziekenhuis,kliniek met overnachting;2003;6.9;5.5
1304;8511 Ziekenhuis,kliniek met overnachting;2004 1e kwartaal;7.1;5.8
1305;8531 Welzijnszorg met huisvesting;1993;;
1306;8531 Welzijnszorg met huisvesting;1994;;
1307;8531 Welzijnszorg met huisvesting;1995 4e kwartaal;8.6;7.1
1308;8531 Welzijnszorg met huisvesting;1995;;
1309;8531 Welzijnszorg met huisvesting;1996 1e kwartaal;9.3;7.9
1310;8531 Welzijnszorg met huisvesting;1996 2e kwartaal;8.1;6.7
1311;8531 Welzijnszorg met huisvesting;1996 3e kwartaal;7.7;6.2
1312;8531 Welzijnszorg met huisvesting;1996 4e kwartaal;8.8;7.3
1313;8531 Welzijnszorg met huisvesting;1996;8.5;7.0
1314;8531 Welzijnszorg met huisvesting;1997 1e kwartaal;9.6;8.1
1315;8531 Welzijnszorg met huisvesting;1997 2e kwartaal;8.8;7.3
1316;8531 Welzijnszorg met huisvesting;1997 3e kwartaal;8.0;6.4
1317;8531 Welzijnszorg met huisvesting;1997 4e kwartaal;8.8;7.3
1318;8531 Welzijnszorg met huisvesting;1997;8.8;7.3
1319;8531 Welzijnszorg met huisvesting;1998 1e kwartaal;9.8;8.2
1320;8531 Welzijnszorg met huisvesting;1998 2e kwartaal;9.3;7.8
1321;8531 Welzijnszorg met huisvesting;1998 3e kwartaal;8.5;6.9
1322;8531 Welzijnszorg met huisvesting;1998 4e kwartaal;9.8;8.2
1323;8531 Welzijnszorg met huisvesting;1998;9.4;7.8
1324;8531 Welzijnszorg met huisvesting;1999 1e kwartaal;10.7;9.1
1325;8531 Welzijnszorg met huisvesting;1999 2e kwartaal;9.9;8.2
1326;8531 Welzijnszorg met huisvesting;1999 3e kwartaal;9.3;7.6
1327;8531 Welzijnszorg met huisvesting;1999 4e kwartaal;10.2;8.5
1328;8531 Welzijnszorg met huisvesting;1999;10.0;8.4
1329;8531 Welzijnszorg met huisvesting;2000 1e kwartaal;11.0;9.3
1330;8531 Welzijnszorg met huisvesting;2000 2e kwartaal;10.0;8.4
1331;8531 Welzijnszorg met huisvesting;2000 3e kwartaal;9.3;7.7
1332;8531 Welzijnszorg met huisvesting;2000 4e kwartaal;10.5;8.9
1333;8531 Welzijnszorg met huisvesting;2000;10.2;8.6
1334;8531 Welzijnszorg met huisvesting;2001 1e kwartaal;10.4;8.9
1335;8531 Welzijnszorg met huisvesting;2001 2e kwartaal;10.0;8.3
1336;8531 Welzijnszorg met huisvesting;2001 3e kwartaal;8.9;7.4
1337;8531 Welzijnszorg met huisvesting;2001 4e kwartaal;9.5;8.1
1338;8531 Welzijnszorg met huisvesting;2001;9.7;8.2
1339;8531 Welzijnszorg met huisvesting;2002 1e kwartaal;10.1;8.6
1340;8531 Welzijnszorg met huisvesting;2002 2e kwartaal;9.1;7.5
1341;8531 Welzijnszorg met huisvesting;2002 3e kwartaal;8.1;6.6
1342;8531 Welzijnszorg met huisvesting;2002 4e kwartaal;8.8;7.3
1343;8531 Welzijnszorg met huisvesting;2002;9.0;7.5
1344;8531 Welzijnszorg met huisvesting;2003 1e kwartaal;8.9;7.6
1345;8531 Welzijnszorg met huisvesting;2003 2e kwartaal;8.2;6.9
1346;8531 Welzijnszorg met huisvesting;2003 3e kwartaal;7.2;5.7
1347;8531 Welzijnszorg met huisvesting;2003 4e kwartaal;8.2;6.8
1348;8531 Welzijnszorg met huisvesting;2003;8.1;6.8
1349;8531 Welzijnszorg met huisvesting;2004 1e kwartaal;8.2;6.9
1350;8532a Welzijnszorg (zonder huisvesting);1993;;
1351;8532a Welzijnszorg (zonder huisvesting);1994;;
1352;8532a Welzijnszorg (zonder huisvesting);1995 4e kwartaal;7.7;6.4
1353;8532a Welzijnszorg (zonder huisvesting);1995;;
1354;8532a Welzijnszorg (zonder huisvesting);1996 1e kwartaal;8.5;7.4
1355;8532a Welzijnszorg (zonder huisvesting);1996 2e kwartaal;7.6;6.5
1356;8532a Welzijnszorg (zonder huisvesting);1996 3e kwartaal;6.7;5.6
1357;8532a Welzijnszorg (zonder huisvesting);1996 4e kwartaal;7.8;6.4
1358;8532a Welzijnszorg (zonder huisvesting);1996;7.7;6.5
1359;8532a Welzijnszorg (zonder huisvesting);1997 1e kwartaal;8.4;7.3
1360;8532a Welzijnszorg (zonder huisvesting);1997 2e kwartaal;7.4;6.4
1361;8532a Welzijnszorg (zonder huisvesting);1997 3e kwartaal;7.5;6.2
1362;8532a Welzijnszorg (zonder huisvesting);1997 4e kwartaal;8.1;6.9
1363;8532a Welzijnszorg (zonder huisvesting);1997;7.9;6.7
1364;8532a Welzijnszorg (zonder huisvesting);1998 1e kwartaal;8.6;7.3
1365;8532a Welzijnszorg (zonder huisvesting);1998 2e kwartaal;8.2;7.0
1366;8532a Welzijnszorg (zonder huisvesting);1998 3e kwartaal;7.7;6.3
1367;8532a Welzijnszorg (zonder huisvesting);1998 4e kwartaal;9.0;7.5
1368;8532a Welzijnszorg (zonder huisvesting);1998;8.4;7.1
1369;8532a Welzijnszorg (zonder huisvesting);1999 1e kwartaal;9.6;8.4
1370;8532a Welzijnszorg (zonder huisvesting);1999 2e kwartaal;8.3;7.1
1371;8532a Welzijnszorg (zonder huisvesting);1999 3e kwartaal;8.2;7.0
1372;8532a Welzijnszorg (zonder huisvesting);1999 4e kwartaal;8.7;7.5
1373;8532a Welzijnszorg (zonder huisvesting);1999;8.7;7.5
1374;8532a Welzijnszorg (zonder huisvesting);2000 1e kwartaal;9.2;8.0
1375;8532a Welzijnszorg (zonder huisvesting);2000 2e kwartaal;8.3;7.0
1376;8532a Welzijnszorg (zonder huisvesting);2000 3e kwartaal;8.1;7.0
1377;8532a Welzijnszorg (zonder huisvesting);2000 4e kwartaal;8.8;7.5
1378;8532a Welzijnszorg (zonder huisvesting);2000;8.6;7.4
1379;8532a Welzijnszorg (zonder huisvesting);2001 1e kwartaal;8.9;7.6
1380;8532a Welzijnszorg (zonder huisvesting);2001 2e kwartaal;8.5;7.1
1381;8532a Welzijnszorg (zonder huisvesting);2001 3e kwartaal;7.8;6.7
1382;8532a Welzijnszorg (zonder huisvesting);2001 4e kwartaal;8.3;7.2
1383;8532a Welzijnszorg (zonder huisvesting);2001;8.4;7.2
1384;8532a Welzijnszorg (zonder huisvesting);2002 1e kwartaal;9.1;7.9
1385;8532a Welzijnszorg (zonder huisvesting);2002 2e kwartaal;8.1;7.0
1386;8532a Welzijnszorg (zonder huisvesting);2002 3e kwartaal;7.7;6.5
1387;8532a Welzijnszorg (zonder huisvesting);2002 4e kwartaal;7.7;6.6
1388;8532a Welzijnszorg (zonder huisvesting);2002;8.1;7.0
1389;8532a Welzijnszorg (zonder huisvesting);2003 1e kwartaal;8.0;6.9
1390;8532a Welzijnszorg (zonder huisvesting);2003 2e kwartaal;7.4;6.3
1391;8532a Welzijnszorg (zonder huisvesting);2003 3e kwartaal;6.0;5.0
1392;8532a Welzijnszorg (zonder huisvesting);2003 4e kwartaal;7.6;6.5
1393;8532a Welzijnszorg (zonder huisvesting);2003;7.3;6.2
1394;8532a Welzijnszorg (zonder huisvesting);2004 1e kwartaal;8.0;6.8
1395;Bedrijven met   1 tot  10 werknemers;1993;4.3;3.9
1396;Bedrijven met   1 tot  10 werknemers;1994;3.9;3.4
1397;Bedrijven met   1 tot  10 werknemers;1995 4e kwartaal;3.9;3.3
1398;Bedrijven met   1 tot  10 werknemers;1995;3.9;3.3
1399;Bedrijven met   1 tot  10 werknemers;1996 1e kwartaal;3.8;3.5
1400;Bedrijven met   1 tot  10 werknemers;1996 2e kwartaal;2.9;2.7
1401;Bedrijven met   1 tot  10 werknemers;1996 3e kwartaal;3.0;2.6
1402;Bedrijven met   1 tot  10 werknemers;1996 4e kwartaal;3.3;2.9
1403;Bedrijven met   1 tot  10 werknemers;1996;3.3;2.9
1404;Bedrijven met   1 tot  10 werknemers;1997 1e kwartaal;2.8;2.5
1405;Bedrijven met   1 tot  10 werknemers;1997 2e kwartaal;2.9;2.7
1406;Bedrijven met   1 tot  10 werknemers;1997 3e kwartaal;2.6;2.2
1407;Bedrijven met   1 tot  10 werknemers;1997 4e kwartaal;3.2;2.9
1408;Bedrijven met   1 tot  10 werknemers;1997;2.9;2.6
1409;Bedrijven met   1 tot  10 werknemers;1998 1e kwartaal;3.0;2.6
1410;Bedrijven met   1 tot  10 werknemers;1998 2e kwartaal;2.8;2.4
1411;Bedrijven met   1 tot  10 werknemers;1998 3e kwartaal;2.5;2.2
1412;Bedrijven met   1 tot  10 werknemers;1998 4e kwartaal;3.0;2.6
1413;Bedrijven met   1 tot  10 werknemers;1998;2.9;2.4
1414;Bedrijven met   1 tot  10 werknemers;1999 1e kwartaal;3.2;2.9
1415;Bedrijven met   1 tot  10 werknemers;1999 2e kwartaal;3.0;2.6
1416;Bedrijven met   1 tot  10 werknemers;1999 3e kwartaal;3.6;3.2
1417;Bedrijven met   1 tot  10 werknemers;1999 4e kwartaal;3.4;3.0
1418;Bedrijven met   1 tot  10 werknemers;1999;3.3;2.9
1419;Bedrijven met   1 tot  10 werknemers;2000 1e kwartaal;3.5;3.1
1420;Bedrijven met   1 tot  10 werknemers;2000 2e kwartaal;3.2;2.8
1421;Bedrijven met   1 tot  10 werknemers;2000 3e kwartaal;3.2;2.9
1422;Bedrijven met   1 tot  10 werknemers;2000 4e kwartaal;3.2;2.8
1423;Bedrijven met   1 tot  10 werknemers;2000;3.3;2.9
1424;Bedrijven met   1 tot  10 werknemers;2001 1e kwartaal;3.0;2.6
1425;Bedrijven met   1 tot  10 werknemers;2001 2e kwartaal;3.3;2.8
1426;Bedrijven met   1 tot  10 werknemers;2001 3e kwartaal;3.5;3.2
1427;Bedrijven met   1 tot  10 werknemers;2001 4e kwartaal;3.3;3.0
1428;Bedrijven met   1 tot  10 werknemers;2001;3.3;2.9
1429;Bedrijven met   1 tot  10 werknemers;2002 1e kwartaal;2.6;2.5
1430;Bedrijven met   1 tot  10 werknemers;2002 2e kwartaal;3.6;3.5
1431;Bedrijven met   1 tot  10 werknemers;2002 3e kwartaal;3.4;3.2
1432;Bedrijven met   1 tot  10 werknemers;2002 4e kwartaal;3.5;3.3
1433;Bedrijven met   1 tot  10 werknemers;2002;3.3;3.1
1434;Bedrijven met   1 tot  10 werknemers;2003 1e kwartaal;2.9;2.7
1435;Bedrijven met   1 tot  10 werknemers;2003 2e kwartaal;2.2;2.1
1436;Bedrijven met   1 tot  10 werknemers;2003 3e kwartaal;1.9;1.9
1437;Bedrijven met   1 tot  10 werknemers;2003 4e kwartaal;2.5;2.4
1438;Bedrijven met   1 tot  10 werknemers;2003;2.4;2.2
1439;Bedrijven met   1 tot  10 werknemers;2004 1e kwartaal;3.5;3.2
1440;Bedrijven met  10 tot 100 werknemers;1993;6.3;6.0
1441;Bedrijven met  10 tot 100 werknemers;1994;4.5;4.1
1442;Bedrijven met  10 tot 100 werknemers;1995 4e kwartaal;4.9;4.4
1443;Bedrijven met  10 tot 100 werknemers;1995;4.6;4.2
1444;Bedrijven met  10 tot 100 werknemers;1996 1e kwartaal;4.7;4.4
1445;Bedrijven met  10 tot 100 werknemers;1996 2e kwartaal;4.2;3.8
1446;Bedrijven met  10 tot 100 werknemers;1996 3e kwartaal;3.9;3.5
1447;Bedrijven met  10 tot 100 werknemers;1996 4e kwartaal;4.5;4.1
1448;Bedrijven met  10 tot 100 werknemers;1996;4.3;4.0
1449;Bedrijven met  10 tot 100 werknemers;1997 1e kwartaal;4.8;4.4
1450;Bedrijven met  10 tot 100 werknemers;1997 2e kwartaal;4.3;3.9
1451;Bedrijven met  10 tot 100 werknemers;1997 3e kwartaal;4.0;3.7
1452;Bedrijven met  10 tot 100 werknemers;1997 4e kwartaal;4.7;4.3
1453;Bedrijven met  10 tot 100 werknemers;1997;4.5;4.1
1454;Bedrijven met  10 tot 100 werknemers;1998 1e kwartaal;4.8;4.4
1455;Bedrijven met  10 tot 100 werknemers;1998 2e kwartaal;4.6;4.2
1456;Bedrijven met  10 tot 100 werknemers;1998 3e kwartaal;4.4;4.0
1457;Bedrijven met  10 tot 100 werknemers;1998 4e kwartaal;5.0;4.6
1458;Bedrijven met  10 tot 100 werknemers;1998;4.7;4.3
1459;Bedrijven met  10 tot 100 werknemers;1999 1e kwartaal;5.3;5.0
1460;Bedrijven met  10 tot 100 werknemers;1999 2e kwartaal;4.7;4.3
1461;Bedrijven met  10 tot 100 werknemers;1999 3e kwartaal;4.4;4.0
1462;Bedrijven met  10 tot 100 werknemers;1999 4e kwartaal;5.2;4.7
1463;Bedrijven met  10 tot 100 werknemers;1999;4.9;4.5
1464;Bedrijven met  10 tot 100 werknemers;2000 1e kwartaal;5.3;4.9
1465;Bedrijven met  10 tot 100 werknemers;2000 2e kwartaal;4.9;4.5
1466;Bedrijven met  10 tot 100 werknemers;2000 3e kwartaal;4.8;4.3
1467;Bedrijven met  10 tot 100 werknemers;2000 4e kwartaal;5.2;4.8
1468;Bedrijven met  10 tot 100 werknemers;2000;5.1;4.6
1469;Bedrijven met  10 tot 100 werknemers;2001 1e kwartaal;5.4;5.0
1470;Bedrijven met  10 tot 100 werknemers;2001 2e kwartaal;5.2;4.7
1471;Bedrijven met  10 tot 100 werknemers;2001 3e kwartaal;4.8;4.4
1472;Bedrijven met  10 tot 100 werknemers;2001 4e kwartaal;5.2;4.8
1473;Bedrijven met  10 tot 100 werknemers;2001;5.2;4.7
1474;Bedrijven met  10 tot 100 werknemers;2002 1e kwartaal;5.3;4.9
1475;Bedrijven met  10 tot 100 werknemers;2002 2e kwartaal;4.8;4.4
1476;Bedrijven met  10 tot 100 werknemers;2002 3e kwartaal;4.5;4.1
1477;Bedrijven met  10 tot 100 werknemers;2002 4e kwartaal;5.0;4.6
1478;Bedrijven met  10 tot 100 werknemers;2002;4.9;4.5
1479;Bedrijven met  10 tot 100 werknemers;2003 1e kwartaal;4.7;4.4
1480;Bedrijven met  10 tot 100 werknemers;2003 2e kwartaal;4.1;3.8
1481;Bedrijven met  10 tot 100 werknemers;2003 3e kwartaal;3.8;3.5
1482;Bedrijven met  10 tot 100 werknemers;2003 4e kwartaal;4.4;4.0
1483;Bedrijven met  10 tot 100 werknemers;2003;4.2;3.9
1484;Bedrijven met  10 tot 100 werknemers;2004 1e kwartaal;4.5;4.1
1485;Bedrijven met 100 werknemers of meer;1993;7.7;7.0
1486;Bedrijven met 100 werknemers of meer;1994;6.5;5.8
1487;Bedrijven met 100 werknemers of meer;1995 4e kwartaal;6.8;6.0
1488;Bedrijven met 100 werknemers of meer;1995;6.6;5.8
1489;Bedrijven met 100 werknemers of meer;1996 1e kwartaal;7.3;6.6
1490;Bedrijven met 100 werknemers of meer;1996 2e kwartaal;6.3;5.5
1491;Bedrijven met 100 werknemers of meer;1996 3e kwartaal;6.0;5.2
1492;Bedrijven met 100 werknemers of meer;1996 4e kwartaal;6.6;5.8
1493;Bedrijven met 100 werknemers of meer;1996;6.6;5.8
1494;Bedrijven met 100 werknemers of meer;1997 1e kwartaal;7.4;6.7
1495;Bedrijven met 100 werknemers of meer;1997 2e kwartaal;6.4;5.6
1496;Bedrijven met 100 werknemers of meer;1997 3e kwartaal;6.1;5.3
1497;Bedrijven met 100 werknemers of meer;1997 4e kwartaal;7.0;6.2
1498;Bedrijven met 100 werknemers of meer;1997;6.7;6.0
1499;Bedrijven met 100 werknemers of meer;1998 1e kwartaal;7.7;6.9
1500;Bedrijven met 100 werknemers of meer;1998 2e kwartaal;7.3;6.5
1501;Bedrijven met 100 werknemers of meer;1998 3e kwartaal;6.7;5.9
1502;Bedrijven met 100 werknemers of meer;1998 4e kwartaal;7.8;6.9
1503;Bedrijven met 100 werknemers of meer;1998;7.4;6.5
1504;Bedrijven met 100 werknemers of meer;1999 1e kwartaal;8.4;7.6
1505;Bedrijven met 100 werknemers of meer;1999 2e kwartaal;7.4;6.5
1506;Bedrijven met 100 werknemers of meer;1999 3e kwartaal;7.1;6.3
1507;Bedrijven met 100 werknemers of meer;1999 4e kwartaal;8.2;7.3
1508;Bedrijven met 100 werknemers of meer;1999;7.8;6.9
1509;Bedrijven met 100 werknemers of meer;2000 1e kwartaal;8.7;7.8
1510;Bedrijven met 100 werknemers of meer;2000 2e kwartaal;7.8;6.9
1511;Bedrijven met 100 werknemers of meer;2000 3e kwartaal;7.5;6.6
1512;Bedrijven met 100 werknemers of meer;2000 4e kwartaal;8.4;7.6
1513;Bedrijven met 100 werknemers of meer;2000;8.1;7.2
1514;Bedrijven met 100 werknemers of meer;2001 1e kwartaal;8.6;7.8
1515;Bedrijven met 100 werknemers of meer;2001 2e kwartaal;7.9;7.1
1516;Bedrijven met 100 werknemers of meer;2001 3e kwartaal;7.4;6.6
1517;Bedrijven met 100 werknemers of meer;2001 4e kwartaal;7.9;7.1
1518;Bedrijven met 100 werknemers of meer;2001;8.0;7.2
1519;Bedrijven met 100 werknemers of meer;2002 1e kwartaal;8.4;7.5
1520;Bedrijven met 100 werknemers of meer;2002 2e kwartaal;7.3;6.5
1521;Bedrijven met 100 werknemers of meer;2002 3e kwartaal;6.8;6.0
1522;Bedrijven met 100 werknemers of meer;2002 4e kwartaal;7.4;6.5
1523;Bedrijven met 100 werknemers of meer;2002;7.5;6.6
1524;Bedrijven met 100 werknemers of meer;2003 1e kwartaal;7.4;6.6
1525;Bedrijven met 100 werknemers of meer;2003 2e kwartaal;6.7;5.9
1526;Bedrijven met 100 werknemers of meer;2003 3e kwartaal;6.0;5.1
1527;Bedrijven met 100 werknemers of meer;2003 4e kwartaal;7.0;6.1
1528;Bedrijven met 100 werknemers of meer;2003;6.8;5.9
1529;Bedrijven met 100 werknemers of meer;2004 1e kwartaal;6.9;6.1
1530;Gedeeltelijk herverzekerd;1993;;
1531;Gedeeltelijk herverzekerd;1994;;
1532;Gedeeltelijk herverzekerd;1995 4e kwartaal;;
1533;Gedeeltelijk herverzekerd;1995;;
1534;Gedeeltelijk herverzekerd;1996 1e kwartaal;;
1535;Gedeeltelijk herverzekerd;1996 2e kwartaal;;
1536;Gedeeltelijk herverzekerd;1996 3e kwartaal;;
1537;Gedeeltelijk herverzekerd;1996 4e kwartaal;5.0;4.5
1538;Gedeeltelijk herverzekerd;1996;;
1539;Gedeeltelijk herverzekerd;1997 1e kwartaal;5.2;4.7
1540;Gedeeltelijk herverzekerd;1997 2e kwartaal;4.8;4.2
1541;Gedeeltelijk herverzekerd;1997 3e kwartaal;4.4;3.8
1542;Gedeeltelijk herverzekerd;1997 4e kwartaal;5.3;4.7
1543;Gedeeltelijk herverzekerd;1997;4.9;4.4
1544;Gedeeltelijk herverzekerd;1998 1e kwartaal;5.5;4.9
1545;Gedeeltelijk herverzekerd;1998 2e kwartaal;5.2;4.6
1546;Gedeeltelijk herverzekerd;1998 3e kwartaal;5.1;4.5
1547;Gedeeltelijk herverzekerd;1998 4e kwartaal;5.7;5.0
1548;Gedeeltelijk herverzekerd;1998;5.3;4.7
1549;Gedeeltelijk herverzekerd;1999 1e kwartaal;6.1;5.6
1550;Gedeeltelijk herverzekerd;1999 2e kwartaal;4.9;4.5
1551;Gedeeltelijk herverzekerd;1999 3e kwartaal;5.1;4.5
1552;Gedeeltelijk herverzekerd;1999 4e kwartaal;5.6;5.1
1553;Gedeeltelijk herverzekerd;1999;5.4;4.9
1554;Gedeeltelijk herverzekerd;2000 1e kwartaal;5.9;5.5
1555;Gedeeltelijk herverzekerd;2000 2e kwartaal;5.5;5.0
1556;Gedeeltelijk herverzekerd;2000 3e kwartaal;5.3;4.8
1557;Gedeeltelijk herverzekerd;2000 4e kwartaal;5.5;5.0
1558;Gedeeltelijk herverzekerd;2000;5.6;5.1
1559;Gedeeltelijk herverzekerd;2001 1e kwartaal;5.8;5.3
1560;Gedeeltelijk herverzekerd;2001 2e kwartaal;5.3;4.8
1561;Gedeeltelijk herverzekerd;2001 3e kwartaal;5.1;4.6
1562;Gedeeltelijk herverzekerd;2001 4e kwartaal;5.2;4.8
1563;Gedeeltelijk herverzekerd;2001;5.4;4.9
1564;Gedeeltelijk herverzekerd;2002 1e kwartaal;5.4;5.0
1565;Gedeeltelijk herverzekerd;2002 2e kwartaal;5.0;4.6
1566;Gedeeltelijk herverzekerd;2002 3e kwartaal;4.7;4.3
1567;Gedeeltelijk herverzekerd;2002 4e kwartaal;5.2;4.7
1568;Gedeeltelijk herverzekerd;2002;5.1;4.6
1569;Gedeeltelijk herverzekerd;2003 1e kwartaal;4.9;4.4
1570;Gedeeltelijk herverzekerd;2003 2e kwartaal;4.3;3.9
1571;Gedeeltelijk herverzekerd;2003 3e kwartaal;4.0;3.6
1572;Gedeeltelijk herverzekerd;2003 4e kwartaal;4.6;4.2
1573;Gedeeltelijk herverzekerd;2003;4.5;4.0
1574;Gedeeltelijk herverzekerd;2004 1e kwartaal;4.9;4.4
1575;Volledig eigen-risicodrager;1993;;
1576;Volledig eigen-risicodrager;1994;;
1577;Volledig eigen-risicodrager;1995 4e kwartaal;;
1578;Volledig eigen-risicodrager;1995;;
1579;Volledig eigen-risicodrager;1996 1e kwartaal;;
1580;Volledig eigen-risicodrager;1996 2e kwartaal;;
1581;Volledig eigen-risicodrager;1996 3e kwartaal;;
1582;Volledig eigen-risicodrager;1996 4e kwartaal;5.8;5.1
1583;Volledig eigen-risicodrager;1996;;
1584;Volledig eigen-risicodrager;1997 1e kwartaal;6.4;5.8
1585;Volledig eigen-risicodrager;1997 2e kwartaal;5.7;5.1
1586;Volledig eigen-risicodrager;1997 3e kwartaal;5.4;4.8
1587;Volledig eigen-risicodrager;1997 4e kwartaal;6.1;5.5
1588;Volledig eigen-risicodrager;1997;5.9;5.3
1589;Volledig eigen-risicodrager;1998 1e kwartaal;6.7;6.1
1590;Volledig eigen-risicodrager;1998 2e kwartaal;6.4;5.7
1591;Volledig eigen-risicodrager;1998 3e kwartaal;5.9;5.3
