ID;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
1312;Natuurlijke personen zonder eenmanszaak;2013;3018
1313;Natuurlijke personen zonder eenmanszaak;2014 januari;238
1314;Natuurlijke personen zonder eenmanszaak;2014 februari;219
1315;Natuurlijke personen zonder eenmanszaak;2014 maart;185
1316;Natuurlijke personen zonder eenmanszaak;2014 1e kwartaal;642
1317;Natuurlijke personen zonder eenmanszaak;2014 april;211
1318;Natuurlijke personen zonder eenmanszaak;2014 mei;171
1319;Natuurlijke personen zonder eenmanszaak;2014 juni;129
1320;Natuurlijke personen zonder eenmanszaak;2014 2e kwartaal;511
1321;Natuurlijke personen zonder eenmanszaak;2014 juli;145
1322;Natuurlijke personen zonder eenmanszaak;2014 augustus;142
1323;Natuurlijke personen zonder eenmanszaak;2014 september;169
1324;Natuurlijke personen zonder eenmanszaak;2014 3e kwartaal;456
1325;Natuurlijke personen zonder eenmanszaak;2014 oktober;152
1326;Natuurlijke personen zonder eenmanszaak;2014 november;141
1327;Natuurlijke personen zonder eenmanszaak;2014 december;146
1328;Natuurlijke personen zonder eenmanszaak;2014 4e kwartaal;439
1329;Natuurlijke personen zonder eenmanszaak;2014;2048
1330;Natuurlijke personen zonder eenmanszaak;2015 januari;119
1331;Natuurlijke personen zonder eenmanszaak;2015 februari;141
1332;Natuurlijke personen zonder eenmanszaak;2015 maart;150
1333;Natuurlijke personen zonder eenmanszaak;2015 1e kwartaal;410
1334;Natuurlijke personen zonder eenmanszaak;2015 april;111
1335;Natuurlijke personen zonder eenmanszaak;2015 mei;83
1336;Natuurlijke personen zonder eenmanszaak;2015 juni;107
1337;Natuurlijke personen zonder eenmanszaak;2015 2e kwartaal;301
1338;Natuurlijke personen zonder eenmanszaak;2015 juli;104
1339;Natuurlijke personen zonder eenmanszaak;2015 augustus;81
1340;Natuurlijke personen zonder eenmanszaak;2015 september;106
1341;Natuurlijke personen zonder eenmanszaak;2015 3e kwartaal;291
1342;Natuurlijke personen zonder eenmanszaak;2015 oktober;113
1343;Natuurlijke personen zonder eenmanszaak;2015 november;86
1344;Natuurlijke personen zonder eenmanszaak;2015 december;131
1345;Natuurlijke personen zonder eenmanszaak;2015 4e kwartaal;330
1346;Natuurlijke personen zonder eenmanszaak;2015;1332
1347;Natuurlijke personen zonder eenmanszaak;2016 januari;76
1348;Natuurlijke personen zonder eenmanszaak;2016 februari;83
1349;Natuurlijke personen zonder eenmanszaak;2016 maart;120
1350;Natuurlijke personen zonder eenmanszaak;2016 1e kwartaal;279
1351;Natuurlijke personen zonder eenmanszaak;2016 april;87
1352;Natuurlijke personen zonder eenmanszaak;2016 mei;94
1353;Natuurlijke personen zonder eenmanszaak;2016 juni;75
1354;Natuurlijke personen zonder eenmanszaak;2016 2e kwartaal;256
1355;Natuurlijke personen zonder eenmanszaak;2016 juli;66
1356;Natuurlijke personen zonder eenmanszaak;2016 augustus;84
1357;Natuurlijke personen zonder eenmanszaak;2016 september;59
1358;Natuurlijke personen zonder eenmanszaak;2016 3e kwartaal;209
1359;Natuurlijke personen zonder eenmanszaak;2016 oktober;60
1360;Natuurlijke personen zonder eenmanszaak;2016 november;72
1361;Natuurlijke personen zonder eenmanszaak;2016 december;64
1362;Natuurlijke personen zonder eenmanszaak;2016 4e kwartaal;196
1363;Natuurlijke personen zonder eenmanszaak;2016;940
1364;Natuurlijke personen zonder eenmanszaak;2017 januari;67
1365;Natuurlijke personen zonder eenmanszaak;2017 februari;50
1366;Natuurlijke personen zonder eenmanszaak;2017 maart;73
1367;Natuurlijke personen zonder eenmanszaak;2017 1e kwartaal;190
1368;Natuurlijke personen zonder eenmanszaak;2017 april;67
1369;Natuurlijke personen zonder eenmanszaak;2017 mei;84
1370;Natuurlijke personen zonder eenmanszaak;2017 juni;56
1371;Natuurlijke personen zonder eenmanszaak;2017 2e kwartaal;207
1372;Natuurlijke personen zonder eenmanszaak;2017 juli;57
1373;Natuurlijke personen zonder eenmanszaak;2017 augustus;70
1374;Natuurlijke personen zonder eenmanszaak;2017 september;65
1375;Natuurlijke personen zonder eenmanszaak;2017 3e kwartaal;192
1376;Natuurlijke personen zonder eenmanszaak;2017 oktober;74
1377;Natuurlijke personen zonder eenmanszaak;2017 november;52
1378;Natuurlijke personen zonder eenmanszaak;2017 december;38
1379;Natuurlijke personen zonder eenmanszaak;2017 4e kwartaal;164
1380;Natuurlijke personen zonder eenmanszaak;2017;753
1381;Natuurlijke personen zonder eenmanszaak;2018 januari;57
1382;Natuurlijke personen zonder eenmanszaak;2018 februari;33
1383;Natuurlijke personen zonder eenmanszaak;2018 maart;65
1384;Natuurlijke personen zonder eenmanszaak;2018 1e kwartaal;155
1385;Natuurlijke personen zonder eenmanszaak;2018 april;48
1386;Natuurlijke personen zonder eenmanszaak;2018 mei;48
1387;Natuurlijke personen zonder eenmanszaak;2018 juni;53
1388;Natuurlijke personen zonder eenmanszaak;2018 2e kwartaal;149
1389;Natuurlijke personen zonder eenmanszaak;2018 juli;52
1390;Natuurlijke personen zonder eenmanszaak;2018 augustus;36
1391;Natuurlijke personen zonder eenmanszaak;2018 september;45
1392;Natuurlijke personen zonder eenmanszaak;2018 3e kwartaal;133
1393;Natuurlijke personen zonder eenmanszaak;2018 oktober;61
1394;Natuurlijke personen zonder eenmanszaak;2018 november;52
1395;Natuurlijke personen zonder eenmanszaak;2018 december;43
1396;Natuurlijke personen zonder eenmanszaak;2018 4e kwartaal;156
1397;Natuurlijke personen zonder eenmanszaak;2018;593
1398;Natuurlijke personen zonder eenmanszaak;2019 januari;63
1399;Natuurlijke personen zonder eenmanszaak;2019 februari;46
1400;Natuurlijke personen zonder eenmanszaak;2019 maart;55
1401;Natuurlijke personen zonder eenmanszaak;2019 1e kwartaal;164
1402;Natuurlijke personen zonder eenmanszaak;2019 april;50
1403;Natuurlijke personen zonder eenmanszaak;2019 mei;31
1404;Natuurlijke personen zonder eenmanszaak;2019 juni;62
1405;Natuurlijke personen zonder eenmanszaak;2019 2e kwartaal;143
1406;Natuurlijke personen zonder eenmanszaak;2019 juli;50
1407;Natuurlijke personen zonder eenmanszaak;2019 augustus;44
1408;Natuurlijke personen zonder eenmanszaak;2019 september;46
1409;Natuurlijke personen zonder eenmanszaak;2019 3e kwartaal;140
1410;Natuurlijke personen zonder eenmanszaak;2019 oktober;58
1411;Natuurlijke personen zonder eenmanszaak;2019 november;49
1412;Natuurlijke personen zonder eenmanszaak;2019 december;32
1413;Natuurlijke personen zonder eenmanszaak;2019 4e kwartaal;139
1414;Natuurlijke personen zonder eenmanszaak;2019;586
1415;Natuurlijke personen zonder eenmanszaak;2020 januari;46
1416;Natuurlijke personen zonder eenmanszaak;2020 februari;52
1417;Natuurlijke personen zonder eenmanszaak;2020 maart;38
1418;Natuurlijke personen zonder eenmanszaak;2020 1e kwartaal;136
1419;Natuurlijke personen zonder eenmanszaak;2020 april;31
1420;Natuurlijke personen zonder eenmanszaak;2020 mei;48
1421;Natuurlijke personen zonder eenmanszaak;2020 juni;52
1422;Natuurlijke personen zonder eenmanszaak;2020 2e kwartaal;131
1423;Natuurlijke personen zonder eenmanszaak;2020 juli;30
1424;Natuurlijke personen zonder eenmanszaak;2020 augustus;21
1425;Natuurlijke personen zonder eenmanszaak;2020 september;42
1426;Natuurlijke personen zonder eenmanszaak;2020 3e kwartaal;93
1427;Natuurlijke personen zonder eenmanszaak;2020 oktober;38
1428;Natuurlijke personen zonder eenmanszaak;2020 november;29
1429;Natuurlijke personen zonder eenmanszaak;2020 december;28
1430;Natuurlijke personen zonder eenmanszaak;2020 4e kwartaal;95
1431;Natuurlijke personen zonder eenmanszaak;2020;455
1432;Natuurlijke personen zonder eenmanszaak;2021 januari;37
1433;Natuurlijke personen zonder eenmanszaak;2021 februari;26
1434;Natuurlijke personen zonder eenmanszaak;2021 maart;29
1435;Natuurlijke personen zonder eenmanszaak;2021 1e kwartaal;92
1436;Natuurlijke personen zonder eenmanszaak;2021 april;36
1437;Natuurlijke personen zonder eenmanszaak;2021 mei;23
1438;Natuurlijke personen zonder eenmanszaak;2021 juni;23
1439;Natuurlijke personen zonder eenmanszaak;2021 2e kwartaal;82
1440;Natuurlijke personen zonder eenmanszaak;2021 juli;23
1441;Natuurlijke personen zonder eenmanszaak;2021 augustus;27
1442;Natuurlijke personen zonder eenmanszaak;2021 september;25
1443;Natuurlijke personen zonder eenmanszaak;2021 3e kwartaal;75
1444;Natuurlijke personen zonder eenmanszaak;2021 oktober;23
1445;Natuurlijke personen zonder eenmanszaak;2021 november;26
1446;Natuurlijke personen zonder eenmanszaak;2021 december;13
1447;Natuurlijke personen zonder eenmanszaak;2021 4e kwartaal;62
1448;Natuurlijke personen zonder eenmanszaak;2021;311
1449;Natuurlijke personen zonder eenmanszaak;2022 januari;13
1450;Natuurlijke personen zonder eenmanszaak;2022 februari;25
1451;Natuurlijke personen zonder eenmanszaak;2022 maart;18
1452;Natuurlijke personen zonder eenmanszaak;2022 1e kwartaal;56
1453;Natuurlijke personen zonder eenmanszaak;2022 april;24
1454;Natuurlijke personen zonder eenmanszaak;2022 mei;31
1455;Natuurlijke personen zonder eenmanszaak;2022 juni;13
1456;Natuurlijke personen zonder eenmanszaak;2022 2e kwartaal;68
1457;Natuurlijke personen zonder eenmanszaak;2022 juli;22
1458;Natuurlijke personen zonder eenmanszaak;2022 augustus;24
1459;Natuurlijke personen zonder eenmanszaak;2022 september;17
1460;Natuurlijke personen zonder eenmanszaak;2022 3e kwartaal;63
1461;Natuurlijke personen zonder eenmanszaak;2022 oktober;38
1462;Natuurlijke personen zonder eenmanszaak;2022 november;41
1463;Natuurlijke personen zonder eenmanszaak;2022 december;21
1464;Natuurlijke personen zonder eenmanszaak;2022 4e kwartaal;100
1465;Natuurlijke personen zonder eenmanszaak;2022;287
1466;Natuurlijke personen zonder eenmanszaak;2023 januari;22
1467;Natuurlijke personen zonder eenmanszaak;2023 februari;30
1468;Natuurlijke personen zonder eenmanszaak;2023 maart;30
1469;Natuurlijke personen zonder eenmanszaak;2023 1e kwartaal;82
1470;Natuurlijke personen zonder eenmanszaak;2023 april;24
1471;Natuurlijke personen zonder eenmanszaak;2023 mei;38
1472;Natuurlijke personen zonder eenmanszaak;2023 juni;25
1473;Natuurlijke personen zonder eenmanszaak;2023 2e kwartaal;87
1474;Natuurlijke personen zonder eenmanszaak;2023 juli;25
1475;Natuurlijke personen zonder eenmanszaak;2023 augustus;26
1476;Natuurlijke personen zonder eenmanszaak;2023 september;22
1477;Natuurlijke personen zonder eenmanszaak;2023 3e kwartaal;73
1478;Natuurlijke personen zonder eenmanszaak;2023 oktober;24
1479;Natuurlijke personen zonder eenmanszaak;2023 november;30
1480;Natuurlijke personen zonder eenmanszaak;2023 december;31
1481;Natuurlijke personen zonder eenmanszaak;2023 4e kwartaal;85
1482;Natuurlijke personen zonder eenmanszaak;2023;327
1483;Natuurlijke personen zonder eenmanszaak;2024 januari;54
1484;Natuurlijke personen zonder eenmanszaak;2024 februari;30
1485;Natuurlijke personen zonder eenmanszaak;2024 maart;32
1486;Natuurlijke personen zonder eenmanszaak;2024 1e kwartaal;116
1487;Natuurlijke personen zonder eenmanszaak;2024 april;24
1488;Natuurlijke personen zonder eenmanszaak;2024 mei;27
1489;Natuurlijke personen zonder eenmanszaak;2024 juni;28
1490;Natuurlijke personen zonder eenmanszaak;2024 2e kwartaal;79
1491;Natuurlijke personen zonder eenmanszaak;2024 juli;45
1492;Natuurlijke personen zonder eenmanszaak;2024 augustus;24
1493;Natuurlijke personen zonder eenmanszaak;2024 september;31
1494;Natuurlijke personen zonder eenmanszaak;2024 3e kwartaal;100
1495;Natuurlijke personen zonder eenmanszaak;2024 oktober;36
1496;Natuurlijke personen zonder eenmanszaak;2024 november;23
1497;Natuurlijke personen zonder eenmanszaak;2024 december;35
1498;Natuurlijke personen zonder eenmanszaak;2024 4e kwartaal;94
1499;Natuurlijke personen zonder eenmanszaak;2024;389
1500;Natuurlijke personen zonder eenmanszaak;2025 januari;46
1501;Natuurlijke personen zonder eenmanszaak;2025 februari;34
1502;Natuurlijke personen zonder eenmanszaak;2025 maart;37
1503;Natuurlijke personen zonder eenmanszaak;2025 1e kwartaal;117
1504;Natuurlijke personen met eenmanszaak;1981 januari;216
1505;Natuurlijke personen met eenmanszaak;1981 februari;244
1506;Natuurlijke personen met eenmanszaak;1981 maart;235
1507;Natuurlijke personen met eenmanszaak;1981 1e kwartaal;695
1508;Natuurlijke personen met eenmanszaak;1981 april;215
1509;Natuurlijke personen met eenmanszaak;1981 mei;203
1510;Natuurlijke personen met eenmanszaak;1981 juni;221
1511;Natuurlijke personen met eenmanszaak;1981 2e kwartaal;639
1512;Natuurlijke personen met eenmanszaak;1981 juli;263
1513;Natuurlijke personen met eenmanszaak;1981 augustus;202
1514;Natuurlijke personen met eenmanszaak;1981 september;290
1515;Natuurlijke personen met eenmanszaak;1981 3e kwartaal;755
1516;Natuurlijke personen met eenmanszaak;1981 oktober;269
1517;Natuurlijke personen met eenmanszaak;1981 november;247
1518;Natuurlijke personen met eenmanszaak;1981 december;273
1519;Natuurlijke personen met eenmanszaak;1981 4e kwartaal;789
1520;Natuurlijke personen met eenmanszaak;1981;2878
1521;Natuurlijke personen met eenmanszaak;1982 januari;267
1522;Natuurlijke personen met eenmanszaak;1982 februari;249
1523;Natuurlijke personen met eenmanszaak;1982 maart;323
1524;Natuurlijke personen met eenmanszaak;1982 1e kwartaal;839
1525;Natuurlijke personen met eenmanszaak;1982 april;253
1526;Natuurlijke personen met eenmanszaak;1982 mei;215
1527;Natuurlijke personen met eenmanszaak;1982 juni;292
1528;Natuurlijke personen met eenmanszaak;1982 2e kwartaal;760
1529;Natuurlijke personen met eenmanszaak;1982 juli;261
1530;Natuurlijke personen met eenmanszaak;1982 augustus;218
1531;Natuurlijke personen met eenmanszaak;1982 september;311
1532;Natuurlijke personen met eenmanszaak;1982 3e kwartaal;790
1533;Natuurlijke personen met eenmanszaak;1982 oktober;263
1534;Natuurlijke personen met eenmanszaak;1982 november;325
1535;Natuurlijke personen met eenmanszaak;1982 december;276
1536;Natuurlijke personen met eenmanszaak;1982 4e kwartaal;864
1537;Natuurlijke personen met eenmanszaak;1982;3253
1538;Natuurlijke personen met eenmanszaak;1983 januari;297
1539;Natuurlijke personen met eenmanszaak;1983 februari;283
1540;Natuurlijke personen met eenmanszaak;1983 maart;340
1541;Natuurlijke personen met eenmanszaak;1983 1e kwartaal;920
1542;Natuurlijke personen met eenmanszaak;1983 april;237
1543;Natuurlijke personen met eenmanszaak;1983 mei;251
1544;Natuurlijke personen met eenmanszaak;1983 juni;286
1545;Natuurlijke personen met eenmanszaak;1983 2e kwartaal;774
1546;Natuurlijke personen met eenmanszaak;1983 juli;206
1547;Natuurlijke personen met eenmanszaak;1983 augustus;221
1548;Natuurlijke personen met eenmanszaak;1983 september;260
1549;Natuurlijke personen met eenmanszaak;1983 3e kwartaal;687
1550;Natuurlijke personen met eenmanszaak;1983 oktober;222
1551;Natuurlijke personen met eenmanszaak;1983 november;246
1552;Natuurlijke personen met eenmanszaak;1983 december;185
1553;Natuurlijke personen met eenmanszaak;1983 4e kwartaal;653
1554;Natuurlijke personen met eenmanszaak;1983;3034
1555;Natuurlijke personen met eenmanszaak;1984 januari;221
1556;Natuurlijke personen met eenmanszaak;1984 februari;266
1557;Natuurlijke personen met eenmanszaak;1984 maart;263
1558;Natuurlijke personen met eenmanszaak;1984 1e kwartaal;750
1559;Natuurlijke personen met eenmanszaak;1984 april;186
1560;Natuurlijke personen met eenmanszaak;1984 mei;223
1561;Natuurlijke personen met eenmanszaak;1984 juni;201
1562;Natuurlijke personen met eenmanszaak;1984 2e kwartaal;610
1563;Natuurlijke personen met eenmanszaak;1984 juli;161
1564;Natuurlijke personen met eenmanszaak;1984 augustus;233
1565;Natuurlijke personen met eenmanszaak;1984 september;198
1566;Natuurlijke personen met eenmanszaak;1984 3e kwartaal;592
1567;Natuurlijke personen met eenmanszaak;1984 oktober;249
1568;Natuurlijke personen met eenmanszaak;1984 november;202
1569;Natuurlijke personen met eenmanszaak;1984 december;149
1570;Natuurlijke personen met eenmanszaak;1984 4e kwartaal;600
1571;Natuurlijke personen met eenmanszaak;1984;2552
1572;Natuurlijke personen met eenmanszaak;1985 januari;236
1573;Natuurlijke personen met eenmanszaak;1985 februari;170
1574;Natuurlijke personen met eenmanszaak;1985 maart;217
1575;Natuurlijke personen met eenmanszaak;1985 1e kwartaal;623
1576;Natuurlijke personen met eenmanszaak;1985 april;179
1577;Natuurlijke personen met eenmanszaak;1985 mei;199
1578;Natuurlijke personen met eenmanszaak;1985 juni;171
1579;Natuurlijke personen met eenmanszaak;1985 2e kwartaal;549
1580;Natuurlijke personen met eenmanszaak;1985 juli;172
1581;Natuurlijke personen met eenmanszaak;1985 augustus;161
1582;Natuurlijke personen met eenmanszaak;1985 september;169
1583;Natuurlijke personen met eenmanszaak;1985 3e kwartaal;502
1584;Natuurlijke personen met eenmanszaak;1985 oktober;189
1585;Natuurlijke personen met eenmanszaak;1985 november;150
1586;Natuurlijke personen met eenmanszaak;1985 december;129
1587;Natuurlijke personen met eenmanszaak;1985 4e kwartaal;468
1588;Natuurlijke personen met eenmanszaak;1985;2142
1589;Natuurlijke personen met eenmanszaak;1986 januari;148
1590;Natuurlijke personen met eenmanszaak;1986 februari;146
1591;Natuurlijke personen met eenmanszaak;1986 maart;155
1592;Natuurlijke personen met eenmanszaak;1986 1e kwartaal;449
1593;Natuurlijke personen met eenmanszaak;1986 april;170
1594;Natuurlijke personen met eenmanszaak;1986 mei;149
1595;Natuurlijke personen met eenmanszaak;1986 juni;165
1596;Natuurlijke personen met eenmanszaak;1986 2e kwartaal;484
1597;Natuurlijke personen met eenmanszaak;1986 juli;161
1598;Natuurlijke personen met eenmanszaak;1986 augustus;153
1599;Natuurlijke personen met eenmanszaak;1986 september;132
1600;Natuurlijke personen met eenmanszaak;1986 3e kwartaal;446
1601;Natuurlijke personen met eenmanszaak;1986 oktober;170
1602;Natuurlijke personen met eenmanszaak;1986 november;139
1603;Natuurlijke personen met eenmanszaak;1986 december;127
1604;Natuurlijke personen met eenmanszaak;1986 4e kwartaal;436
1605;Natuurlijke personen met eenmanszaak;1986;1815
1606;Natuurlijke personen met eenmanszaak;1987 januari;156
1607;Natuurlijke personen met eenmanszaak;1987 februari;124
1608;Natuurlijke personen met eenmanszaak;1987 maart;134
1609;Natuurlijke personen met eenmanszaak;1987 1e kwartaal;414
1610;Natuurlijke personen met eenmanszaak;1987 april;132
1611;Natuurlijke personen met eenmanszaak;1987 mei;114
1612;Natuurlijke personen met eenmanszaak;1987 juni;116
1613;Natuurlijke personen met eenmanszaak;1987 2e kwartaal;362
1614;Natuurlijke personen met eenmanszaak;1987 juli;126
1615;Natuurlijke personen met eenmanszaak;1987 augustus;110
1616;Natuurlijke personen met eenmanszaak;1987 september;158
1617;Natuurlijke personen met eenmanszaak;1987 3e kwartaal;394
1618;Natuurlijke personen met eenmanszaak;1987 oktober;142
1619;Natuurlijke personen met eenmanszaak;1987 november;133
1620;Natuurlijke personen met eenmanszaak;1987 december;117
1621;Natuurlijke personen met eenmanszaak;1987 4e kwartaal;392
1622;Natuurlijke personen met eenmanszaak;1987;1562
1623;Natuurlijke personen met eenmanszaak;1988 januari;129
1624;Natuurlijke personen met eenmanszaak;1988 februari;130
1625;Natuurlijke personen met eenmanszaak;1988 maart;142
1626;Natuurlijke personen met eenmanszaak;1988 1e kwartaal;401
1627;Natuurlijke personen met eenmanszaak;1988 april;124
1628;Natuurlijke personen met eenmanszaak;1988 mei;129
1629;Natuurlijke personen met eenmanszaak;1988 juni;157
1630;Natuurlijke personen met eenmanszaak;1988 2e kwartaal;410
1631;Natuurlijke personen met eenmanszaak;1988 juli;118
1632;Natuurlijke personen met eenmanszaak;1988 augustus;131
1633;Natuurlijke personen met eenmanszaak;1988 september;139
1634;Natuurlijke personen met eenmanszaak;1988 3e kwartaal;388
1635;Natuurlijke personen met eenmanszaak;1988 oktober;150
1636;Natuurlijke personen met eenmanszaak;1988 november;172
1637;Natuurlijke personen met eenmanszaak;1988 december;107
1638;Natuurlijke personen met eenmanszaak;1988 4e kwartaal;429
1639;Natuurlijke personen met eenmanszaak;1988;1628
1640;Natuurlijke personen met eenmanszaak;1989 januari;140
1641;Natuurlijke personen met eenmanszaak;1989 februari;136
1642;Natuurlijke personen met eenmanszaak;1989 maart;157
1643;Natuurlijke personen met eenmanszaak;1989 1e kwartaal;433
1644;Natuurlijke personen met eenmanszaak;1989 april;113
1645;Natuurlijke personen met eenmanszaak;1989 mei;132
1646;Natuurlijke personen met eenmanszaak;1989 juni;144
1647;Natuurlijke personen met eenmanszaak;1989 2e kwartaal;389
1648;Natuurlijke personen met eenmanszaak;1989 juli;110
1649;Natuurlijke personen met eenmanszaak;1989 augustus;110
1650;Natuurlijke personen met eenmanszaak;1989 september;145
1651;Natuurlijke personen met eenmanszaak;1989 3e kwartaal;365
1652;Natuurlijke personen met eenmanszaak;1989 oktober;124
1653;Natuurlijke personen met eenmanszaak;1989 november;148
1654;Natuurlijke personen met eenmanszaak;1989 december;84
1655;Natuurlijke personen met eenmanszaak;1989 4e kwartaal;356
1656;Natuurlijke personen met eenmanszaak;1989;1543
1657;Natuurlijke personen met eenmanszaak;1990 januari;144
1658;Natuurlijke personen met eenmanszaak;1990 februari;119
1659;Natuurlijke personen met eenmanszaak;1990 maart;137
1660;Natuurlijke personen met eenmanszaak;1990 1e kwartaal;400
1661;Natuurlijke personen met eenmanszaak;1990 april;107
1662;Natuurlijke personen met eenmanszaak;1990 mei;112
1663;Natuurlijke personen met eenmanszaak;1990 juni;104
1664;Natuurlijke personen met eenmanszaak;1990 2e kwartaal;323
1665;Natuurlijke personen met eenmanszaak;1990 juli;118
1666;Natuurlijke personen met eenmanszaak;1990 augustus;129
1667;Natuurlijke personen met eenmanszaak;1990 september;125
1668;Natuurlijke personen met eenmanszaak;1990 3e kwartaal;372
1669;Natuurlijke personen met eenmanszaak;1990 oktober;130
1670;Natuurlijke personen met eenmanszaak;1990 november;113
1671;Natuurlijke personen met eenmanszaak;1990 december;96
1672;Natuurlijke personen met eenmanszaak;1990 4e kwartaal;339
1673;Natuurlijke personen met eenmanszaak;1990;1434
1674;Natuurlijke personen met eenmanszaak;1991 januari;156
1675;Natuurlijke personen met eenmanszaak;1991 februari;133
1676;Natuurlijke personen met eenmanszaak;1991 maart;130
1677;Natuurlijke personen met eenmanszaak;1991 1e kwartaal;419
1678;Natuurlijke personen met eenmanszaak;1991 april;116
1679;Natuurlijke personen met eenmanszaak;1991 mei;130
1680;Natuurlijke personen met eenmanszaak;1991 juni;119
1681;Natuurlijke personen met eenmanszaak;1991 2e kwartaal;365
1682;Natuurlijke personen met eenmanszaak;1991 juli;125
1683;Natuurlijke personen met eenmanszaak;1991 augustus;105
1684;Natuurlijke personen met eenmanszaak;1991 september;119
1685;Natuurlijke personen met eenmanszaak;1991 3e kwartaal;349
1686;Natuurlijke personen met eenmanszaak;1991 oktober;186
1687;Natuurlijke personen met eenmanszaak;1991 november;151
1688;Natuurlijke personen met eenmanszaak;1991 december;111
1689;Natuurlijke personen met eenmanszaak;1991 4e kwartaal;448
1690;Natuurlijke personen met eenmanszaak;1991;1581
1691;Natuurlijke personen met eenmanszaak;1992 januari;141
1692;Natuurlijke personen met eenmanszaak;1992 februari;137
1693;Natuurlijke personen met eenmanszaak;1992 maart;162
1694;Natuurlijke personen met eenmanszaak;1992 1e kwartaal;440
1695;Natuurlijke personen met eenmanszaak;1992 april;166
1696;Natuurlijke personen met eenmanszaak;1992 mei;151
1697;Natuurlijke personen met eenmanszaak;1992 juni;136
1698;Natuurlijke personen met eenmanszaak;1992 2e kwartaal;453
1699;Natuurlijke personen met eenmanszaak;1992 juli;171
1700;Natuurlijke personen met eenmanszaak;1992 augustus;123
1701;Natuurlijke personen met eenmanszaak;1992 september;171
1702;Natuurlijke personen met eenmanszaak;1992 3e kwartaal;465
1703;Natuurlijke personen met eenmanszaak;1992 oktober;171
1704;Natuurlijke personen met eenmanszaak;1992 november;169
1705;Natuurlijke personen met eenmanszaak;1992 december;170
1706;Natuurlijke personen met eenmanszaak;1992 4e kwartaal;510
1707;Natuurlijke personen met eenmanszaak;1992;1868
1708;Natuurlijke personen met eenmanszaak;1993 januari;159
1709;Natuurlijke personen met eenmanszaak;1993 februari;138
1710;Natuurlijke personen met eenmanszaak;1993 maart;218
1711;Natuurlijke personen met eenmanszaak;1993 1e kwartaal;515
1712;Natuurlijke personen met eenmanszaak;1993 april;182
1713;Natuurlijke personen met eenmanszaak;1993 mei;135
1714;Natuurlijke personen met eenmanszaak;1993 juni;183
1715;Natuurlijke personen met eenmanszaak;1993 2e kwartaal;500
1716;Natuurlijke personen met eenmanszaak;1993 juli;183
1717;Natuurlijke personen met eenmanszaak;1993 augustus;163
1718;Natuurlijke personen met eenmanszaak;1993 september;185
1719;Natuurlijke personen met eenmanszaak;1993 3e kwartaal;531
1720;Natuurlijke personen met eenmanszaak;1993 oktober;190
1721;Natuurlijke personen met eenmanszaak;1993 november;224
1722;Natuurlijke personen met eenmanszaak;1993 december;188
1723;Natuurlijke personen met eenmanszaak;1993 4e kwartaal;602
1724;Natuurlijke personen met eenmanszaak;1993;2148
1725;Natuurlijke personen met eenmanszaak;1994 januari;180
1726;Natuurlijke personen met eenmanszaak;1994 februari;171
1727;Natuurlijke personen met eenmanszaak;1994 maart;227
1728;Natuurlijke personen met eenmanszaak;1994 1e kwartaal;578
1729;Natuurlijke personen met eenmanszaak;1994 april;167
1730;Natuurlijke personen met eenmanszaak;1994 mei;162
1731;Natuurlijke personen met eenmanszaak;1994 juni;172
1732;Natuurlijke personen met eenmanszaak;1994 2e kwartaal;501
1733;Natuurlijke personen met eenmanszaak;1994 juli;147
1734;Natuurlijke personen met eenmanszaak;1994 augustus;219
1735;Natuurlijke personen met eenmanszaak;1994 september;192
1736;Natuurlijke personen met eenmanszaak;1994 3e kwartaal;558
1737;Natuurlijke personen met eenmanszaak;1994 oktober;164
1738;Natuurlijke personen met eenmanszaak;1994 november;207
1739;Natuurlijke personen met eenmanszaak;1994 december;165
1740;Natuurlijke personen met eenmanszaak;1994 4e kwartaal;536
1741;Natuurlijke personen met eenmanszaak;1994;2173
1742;Natuurlijke personen met eenmanszaak;1995 januari;192
1743;Natuurlijke personen met eenmanszaak;1995 februari;174
1744;Natuurlijke personen met eenmanszaak;1995 maart;212
1745;Natuurlijke personen met eenmanszaak;1995 1e kwartaal;578
1746;Natuurlijke personen met eenmanszaak;1995 april;166
1747;Natuurlijke personen met eenmanszaak;1995 mei;150
1748;Natuurlijke personen met eenmanszaak;1995 juni;161
1749;Natuurlijke personen met eenmanszaak;1995 2e kwartaal;477
1750;Natuurlijke personen met eenmanszaak;1995 juli;153
1751;Natuurlijke personen met eenmanszaak;1995 augustus;164
1752;Natuurlijke personen met eenmanszaak;1995 september;145
1753;Natuurlijke personen met eenmanszaak;1995 3e kwartaal;462
1754;Natuurlijke personen met eenmanszaak;1995 oktober;183
1755;Natuurlijke personen met eenmanszaak;1995 november;168
1756;Natuurlijke personen met eenmanszaak;1995 december;143
1757;Natuurlijke personen met eenmanszaak;1995 4e kwartaal;494
1758;Natuurlijke personen met eenmanszaak;1995;2011
1759;Natuurlijke personen met eenmanszaak;1996 januari;198
1760;Natuurlijke personen met eenmanszaak;1996 februari;162
1761;Natuurlijke personen met eenmanszaak;1996 maart;162
1762;Natuurlijke personen met eenmanszaak;1996 1e kwartaal;522
1763;Natuurlijke personen met eenmanszaak;1996 april;159
1764;Natuurlijke personen met eenmanszaak;1996 mei;170
1765;Natuurlijke personen met eenmanszaak;1996 juni;146
