ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
324;Domestic consumption by households;2018 4th quarter;100.1;2.4;2.3;93.4;4.6;2.2
325;Domestic consumption by households;2019 January;103.2;1.6;1.1;95.1;4.2;2.5
326;Domestic consumption by households;2019 February;96.0;0.5;0.4;90.0;3.3;2.8
327;Domestic consumption by households;2019 March;103.4;-0.1;1.1;96.2;2.8;2.9
328;Domestic consumption by households;2019 1st quarter;100.9;0.7;0.9;93.8;3.4;2.7
329;Domestic consumption by households;2019 April;103.2;2.3;1.3;95.5;4.7;2.3
330;Domestic consumption by households;2019 May;105.2;2.7;2.1;98.8;4.9;2.1
331;Domestic consumption by households;2019 June;103.7;-0.1;1.1;96.0;2.1;2.1
332;Domestic consumption by households;2019 2nd quarter;104.0;1.7;1.5;96.8;3.9;2.2
333;Domestic consumption by households;2019 July;104.0;1.7;0.9;97.2;3.8;2.1
334;Domestic consumption by households;2019 August;99.5;1.1;0.9;95.9;3.7;2.6
335;Domestic consumption by households;2019 September;101.2;1.0;1.6;94.5;3.3;2.3
336;Domestic consumption by households;2019 3rd quarter;101.5;1.3;1.1;95.9;3.6;2.3
337;Domestic consumption by households;2019 October;99.7;2.1;1.7;96.4;4.5;2.3
338;Domestic consumption by households;2019 November;101.5;1.6;1.5;96.0;3.9;2.2
339;Domestic consumption by households;2019 December;105.1;2.3;2.7;100.1;4.8;2.4
340;Domestic consumption by households;2019 4th quarter;102.1;2.0;2.0;97.5;4.4;2.3
341;Domestic consumption by households;2020 January;104.4;1.1;0.7;98.9;4.0;2.9
342;Domestic consumption by households;2020 February;100.7;4.8;3.1;95.4;6.1;1.2
343;Domestic consumption by households;2020 March;94.7;-8.4;-7.2;90.1;-6.3;2.2
344;Domestic consumption by households;2020 1st quarter;99.9;-1.0;-1.2;94.8;1.1;2.1
345;Domestic consumption by households;2020 April;85.5;-17.1;-17.4;81.2;-15.0;2.5
346;Domestic consumption by households;2020 May;92.3;-12.2;-11.6;87.6;-11.3;1.1
347;Domestic consumption by households;2020 June;97.1;-6.4;-6.5;92.5;-3.7;2.9
348;Domestic consumption by households;2020 2nd quarter;91.7;-11.9;-11.8;87.1;-10.0;2.2
349;Domestic consumption by households;2020 July;101.5;-2.4;-3.2;97.5;0.4;2.8
350;Domestic consumption by households;2020 August;98.0;-1.5;-0.1;93.9;-2.0;-0.5
351;Domestic consumption by households;2020 September;98.8;-2.4;-3.3;94.9;0.3;2.8
352;Domestic consumption by households;2020 3rd quarter;99.4;-2.1;-2.2;95.4;-0.4;1.7
353;Domestic consumption by households;2020 October;96.1;-3.6;-4.2;93.6;-2.9;0.8
354;Domestic consumption by households;2020 November;92.5;-8.9;-7.1;90.6;-5.6;3.6
355;Domestic consumption by households;2020 December;95.3;-9.3;-10.8;92.8;-7.3;2.2
356;Domestic consumption by households;2020 4th quarter;94.6;-7.3;-7.4;92.3;-5.3;2.2
357;Domestic consumption by households;2021 January;91.3;-12.5;-11.9;89.5;-9.5;3.4
358;Domestic consumption by households;2021 February;87.7;-12.9;-11.1;86.7;-9.1;4.4
359;Domestic consumption by households;2021 March;96.5;1.9;0.4;95.0;5.4;3.5
360;Domestic consumption by households;2021 1st quarter;91.8;-8.1;-7.7;90.4;-4.6;3.8
361;Domestic consumption by households;2021 April;96.6;12.9;12.8;96.3;18.6;5.1
362;Domestic consumption by households;2021 May;102.3;10.8;11.8;102.0;16.3;5.0
363;Domestic consumption by households;2021 June;105.5;8.6;8.0;105.0;13.6;4.5
364;Domestic consumption by households;2021 2nd quarter;101.5;10.7;10.8;101.1;16.1;4.8
365;Domestic consumption by households;2021 July;105.2;3.6;3.1;104.3;6.9;3.2
366;Domestic consumption by households;2021 August;101.5;3.5;4.0;101.8;8.4;4.7
367;Domestic consumption by households;2021 September;104.1;5.4;5.3;104.3;9.9;4.3
368;Domestic consumption by households;2021 3rd quarter;103.6;4.2;4.1;103.5;8.4;4.1
369;Domestic consumption by households;2021 October;104.5;8.8;10.1;106.3;13.6;4.4
370;Domestic consumption by households;2021 November;103.1;11.5;10.7;105.2;16.1;4.1
371;Domestic consumption by households;2021 December;101.7;6.8;5.9;103.6;11.6;4.6
372;Domestic consumption by households;2021 4th quarter;103.1;9.0;8.8;105.0;13.8;4.4
373;Domestic consumption by households;2021;100.0;3.7;3.8;100.0;8.2;4.3
374;Domestic consumption by households;2022 January;102.6;12.4;12.8;104.8;17.0;4.1
375;Domestic consumption by households;2022 February;100.3;14.4;14.4;103.3;19.2;4.2
376;Domestic consumption by households;2022 March;106.4;10.2;10.0;110.2;16.0;5.2
377;Domestic consumption by households;2022 1st quarter;103.1;12.3;12.3;106.1;17.3;4.5
378;Domestic consumption by households;2022 April;106.3;10.0;9.6;112.3;16.7;6.1
379;Domestic consumption by households;2022 May;107.1;4.7;5.0;113.3;11.1;6.1
380;Domestic consumption by households;2022 June;111.1;5.3;5.1;117.6;12.0;6.4
381;Domestic consumption by households;2022 2nd quarter;108.1;6.6;6.5;114.4;13.2;6.2
382;Domestic consumption by households;2022 July;107.6;2.3;3.0;114.4;9.7;7.2
383;Domestic consumption by households;2022 August;103.8;2.3;1.3;111.9;9.9;7.4
384;Domestic consumption by households;2022 September;105.2;1.1;1.4;113.8;9.1;7.9
385;Domestic consumption by households;2022 3rd quarter;105.6;1.9;1.9;113.3;9.5;7.5
386;Domestic consumption by households;2022 October;104.5;-0.1;0.6;115.2;8.4;8.4
387;Domestic consumption by households;2022 November;105.5;2.3;1.9;118.5;12.7;10.1
388;Domestic consumption by households;2022 December;111.4;9.6;9.3;127.7;23.3;12.5
389;Domestic consumption by households;2022 4th quarter;107.1;3.9;3.9;120.5;14.7;10.4
390;Domestic consumption by households;2022;106.0;6.0;6.0;113.6;13.6;7.2
391;Domestic consumption by households;2023 January;108.1;5.3;5.4;122.0;16.5;10.6
392;Domestic consumption by households;2023 February;103.3;3.0;2.8;117.5;13.7;10.4
393;Domestic consumption by households;2023 March;109.1;2.6;2.5;124.0;12.5;9.7
394;Domestic consumption by households;2023 1st quarter;106.8;3.6;3.6;121.2;14.2;10.2
395;Domestic consumption by households;2023 April;106.0;-0.3;0.6;121.5;8.1;8.4
396;Domestic consumption by households;2023 May;107.7;0.6;0.1;123.3;8.8;8.2
397;Domestic consumption by households;2023 June;112.5;1.3;0.8;127.2;8.2;6.8
398;Domestic consumption by households;2023 2nd quarter;108.7;0.5;0.5;124.0;8.4;7.8
399;Domestic consumption by households;2023 July;106.0;-1.5;-0.9;121.1;5.9;7.5
400;Domestic consumption by households;2023 August;104.6;0.7;0.3;121.1;8.2;7.4
401;Domestic consumption by households;2023 September;104.7;-0.5;-0.7;120.9;6.2;6.8
402;Domestic consumption by households;2023 3rd quarter;105.1;-0.4;-0.4;121.0;6.8;7.2
403;Domestic consumption by households;2023 October;106.1;1.6;2.1;123.1;6.8;5.1
404;Domestic consumption by households;2023 November;105.6;0.0;-0.1;122.8;3.6;3.5
405;Domestic consumption by households;2023 December;110.0;-1.3;-0.4;128.2;0.4;1.7
406;Domestic consumption by households;2023 4th quarter;107.2;0.1;0.5;124.7;3.5;3.4
407;Domestic consumption by households;2023;107.0;0.9;1.0;122.7;8.0;7.0
408;Domestic consumption by households;2024 January;109.2;1.0;0.7;126.8;3.9;2.9
409;Domestic consumption by households;2024 February;105.4;2.0;0.1;123.0;4.7;2.6
410;Domestic consumption by households;2024 March;109.5;0.3;0.3;127.8;3.0;2.7
411;Domestic consumption by households;2024 1st quarter;108.0;1.1;0.4;125.9;3.9;2.7
412;Domestic consumption by households;2024 April;106.2;0.2;0.5;124.7;2.7;2.4
413;Domestic consumption by households;2024 May;108.9;1.1;0.3;128.4;4.2;3.0
414;Domestic consumption by households;2024 June;110.3;-1.9;-1.1;129.4;1.8;3.7
415;Domestic consumption by households;2024 2nd quarter;108.5;-0.2;-0.1;127.5;2.9;3.1
416;Domestic consumption by households;2024 July;107.6;1.5;1.2;125.6;3.7;2.2
417;Domestic consumption by households;2024 August;106.3;1.6;1.0;125.9;4.0;2.3
418;Domestic consumption by households;2024 September;105.2;0.4;2.0;124.3;2.8;2.4
419;Domestic consumption by households;2024 3rd quarter;106.4;1.2;1.4;125.3;3.5;2.3
420;Domestic consumption by households;2024 October;108.6;2.3;1.1;128.7;4.5;2.1
421;Domestic consumption by households;2024 November;107.0;1.4;0.9;127.8;4.1;2.7
422;Domestic consumption by households;2024 December;110.9;0.8;1.8;132.6;3.4;2.6
423;Domestic consumption by households;2024 4th quarter;108.8;1.5;1.3;129.7;4.0;2.5
424;Domestic consumption by households;2024;107.9;0.9;0.7;127.1;3.6;2.6
425;Domestic consumption by households;2025 January;111.1;1.8;0.7;131.9;4.0;2.1
426;Domestic consumption by households;2025 February;105.7;0.3;2.1;126.7;3.1;2.8
427;Consumption of goods by households;2000;80.6;3.0;2.9;59.0;5.8;2.7
428;Consumption of goods by households;2001;81.5;1.2;1.5;63.0;6.8;5.5
429;Consumption of goods by households;2002;82.4;1.0;1.0;65.3;3.5;2.5
430;Consumption of goods by households;2003;82.1;-0.4;-0.4;65.4;0.3;0.6
431;Consumption of goods by households;2004;82.4;0.4;0.0;65.9;0.7;0.2
432;Consumption of goods by households;2005;82.6;0.3;0.6;66.9;1.5;1.2
433;Consumption of goods by households;2006;85.0;2.9;3.1;70.0;4.7;1.8
434;Consumption of goods by households;2007;87.3;2.7;2.7;72.6;3.7;1.0
435;Consumption of goods by households;2008;87.9;0.6;0.3;75.7;4.2;3.6
436;Consumption of goods by households;2009;85.1;-3.1;-2.9;73.2;-3.3;-0.2
437;Consumption of goods by households;2010;86.2;1.2;1.1;74.9;2.3;1.1
438;Consumption of goods by households;2011;86.4;0.2;0.2;76.5;2.2;2.0
439;Consumption of goods by households;2012;85.3;-1.3;-1.3;77.3;1.0;2.4
440;Consumption of goods by households;2013;83.6;-1.9;-1.8;77.2;-0.2;1.8
441;Consumption of goods by households;2014;84.3;0.9;0.8;77.3;0.2;-0.6
442;Consumption of goods by households;2015;87.2;3.4;3.4;79.3;2.5;-0.9
443;Consumption of goods by households;2016;88.3;1.3;0.9;80.1;1.0;-0.3
444;Consumption of goods by households;2017;90.6;2.7;3.2;83.2;4.0;1.3
445;Consumption of goods by households;2018;93.3;3.0;3.0;87.0;4.5;1.5
446;Consumption of goods by households;2019;94.3;1.0;0.9;90.0;3.5;2.5
447;Consumption of goods by households;2020;96.3;2.1;1.8;93.2;3.5;1.4
448;Consumption of goods by households;2000 January;83.9;2.0;3.2;58.1;3.5;1.5
449;Consumption of goods by households;2000 February;77.8;7.4;4.1;54.1;9.2;1.7
450;Consumption of goods by households;2000 March;86.2;5.7;3.6;61.1;7.8;1.9
451;Consumption of goods by households;2000 1st quarter;82.6;4.9;3.6;57.8;6.7;1.7
452;Consumption of goods by households;2000 April;82.0;1.2;2.7;58.7;3.2;2.0
453;Consumption of goods by households;2000 May;80.8;4.0;1.9;59.6;6.5;2.4
454;Consumption of goods by households;2000 June;77.0;-0.3;-0.5;57.6;2.7;3.0
455;Consumption of goods by households;2000 2nd quarter;79.9;1.6;1.4;58.6;4.1;2.4
456;Consumption of goods by households;2000 July;77.5;-3.7;0.5;56.9;-1.4;2.3
457;Consumption of goods by households;2000 August;75.8;7.3;3.6;55.5;9.2;1.8
458;Consumption of goods by households;2000 September;79.6;4.9;3.5;59.3;8.0;3.0
459;Consumption of goods by households;2000 3rd quarter;77.7;2.6;2.5;57.2;5.0;2.4
460;Consumption of goods by households;2000 October;75.0;-1.4;1.9;58.6;2.9;4.4
461;Consumption of goods by households;2000 November;80.4;5.6;3.7;61.5;10.3;4.5
462;Consumption of goods by households;2000 December;91.2;4.7;6.9;67.4;8.7;3.9
463;Consumption of goods by households;2000 4th quarter;82.2;3.0;4.2;62.5;7.4;4.2
464;Consumption of goods by households;2001 January;83.8;-0.1;-0.2;61.8;6.3;6.5
465;Consumption of goods by households;2001 February;75.1;-3.5;-0.3;55.7;3.0;6.8
466;Consumption of goods by households;2001 March;87.8;1.9;0.8;66.4;8.5;6.5
467;Consumption of goods by households;2001 1st quarter;82.2;-0.5;0.2;61.3;6.1;6.6
468;Consumption of goods by households;2001 April;80.3;-2.1;-0.2;61.5;4.8;7.1
469;Consumption of goods by households;2001 May;82.5;2.0;1.4;64.7;8.6;6.4
470;Consumption of goods by households;2001 June;79.7;3.5;2.3;62.8;9.1;5.4
471;Consumption of goods by households;2001 2nd quarter;80.8;1.1;1.2;63.0;7.5;6.3
472;Consumption of goods by households;2001 July;78.4;1.2;2.4;60.6;6.5;5.2
473;Consumption of goods by households;2001 August;78.5;3.4;2.3;60.5;9.0;5.3
474;Consumption of goods by households;2001 September;80.1;0.6;3.1;62.7;5.9;5.2
475;Consumption of goods by households;2001 3rd quarter;79.0;1.7;2.6;61.3;7.1;5.3
476;Consumption of goods by households;2001 October;78.7;4.9;2.8;63.5;8.5;3.4
477;Consumption of goods by households;2001 November;84.2;4.8;3.5;66.6;8.2;3.3
478;Consumption of goods by households;2001 December;89.6;-1.8;0.3;69.5;3.2;5.0
479;Consumption of goods by households;2001 4th quarter;84.2;2.4;2.1;66.5;6.5;4.0
480;Consumption of goods by households;2002 January;86.2;3.0;1.6;66.3;7.2;4.1
481;Consumption of goods by households;2002 February;76.2;1.5;1.5;58.5;5.0;3.5
482;Consumption of goods by households;2002 March;87.6;-0.3;1.3;68.2;2.7;3.0
483;Consumption of goods by households;2002 1st quarter;83.3;1.4;1.5;64.3;5.0;3.5
484;Consumption of goods by households;2002 April;82.4;2.7;1.9;64.7;5.2;2.5
485;Consumption of goods by households;2002 May;83.8;1.6;0.9;66.9;3.3;1.7
486;Consumption of goods by households;2002 June;79.8;0.1;2.4;64.2;2.2;2.1
487;Consumption of goods by households;2002 2nd quarter;82.0;1.5;1.7;65.3;3.6;2.1
488;Consumption of goods by households;2002 July;79.9;1.9;0.2;63.5;4.9;2.9
489;Consumption of goods by households;2002 August;79.5;1.3;0.3;63.0;4.1;2.8
490;Consumption of goods by households;2002 September;79.0;-1.4;0.3;63.6;1.3;2.7
491;Consumption of goods by households;2002 3rd quarter;79.5;0.6;0.3;63.4;3.4;2.8
492;Consumption of goods by households;2002 October;80.7;2.5;1.3;66.5;4.8;2.3
493;Consumption of goods by households;2002 November;83.0;-1.5;-1.6;66.7;0.1;1.7
494;Consumption of goods by households;2002 December;90.3;0.8;1.4;70.9;2.0;1.2
495;Consumption of goods by households;2002 4th quarter;84.6;0.5;0.4;68.0;2.3;1.7
496;Consumption of goods by households;2003 January;89.5;3.8;2.8;69.6;5.0;1.2
497;Consumption of goods by households;2003 February;79.5;4.3;4.2;61.8;5.6;1.3
498;Consumption of goods by households;2003 March;85.7;-2.1;0.2;67.8;-0.5;1.6
499;Consumption of goods by households;2003 1st quarter;84.9;1.9;2.3;66.4;3.2;1.3
500;Consumption of goods by households;2003 April;83.5;1.3;-0.3;66.1;2.1;0.8
501;Consumption of goods by households;2003 May;84.9;1.3;0.0;68.3;2.1;0.8
502;Consumption of goods by households;2003 June;77.5;-2.8;-0.5;62.6;-2.4;0.4
503;Consumption of goods by households;2003 2nd quarter;82.0;0.0;-0.3;65.7;0.6;0.6
504;Consumption of goods by households;2003 July;79.1;-1.1;-2.1;63.1;-0.7;0.3
505;Consumption of goods by households;2003 August;76.9;-3.2;-1.2;61.3;-2.8;0.5
506;Consumption of goods by households;2003 September;79.0;0.0;-1.4;63.6;0.0;-0.1
507;Consumption of goods by households;2003 3rd quarter;78.3;-1.4;-1.6;62.6;-1.2;0.3
508;Consumption of goods by households;2003 October;81.6;1.2;-0.8;67.5;1.4;0.2
509;Consumption of goods by households;2003 November;79.4;-4.3;-1.6;64.2;-3.7;0.7
510;Consumption of goods by households;2003 December;87.9;-2.6;-3.7;69.2;-2.4;0.1
511;Consumption of goods by households;2003 4th quarter;83.0;-1.9;-2.1;67.0;-1.6;0.4
512;Consumption of goods by households;2004 January;90.2;0.8;0.2;70.1;0.7;0.0
513;Consumption of goods by households;2004 February;78.0;-1.8;-3.6;60.6;-1.9;-0.1
514;Consumption of goods by households;2004 March;86.8;1.2;0.4;68.4;0.9;-0.4
515;Consumption of goods by households;2004 1st quarter;85.0;0.1;-0.9;66.4;0.0;-0.2
516;Consumption of goods by households;2004 April;85.0;1.8;0.2;67.5;2.1;0.3
517;Consumption of goods by households;2004 May;81.1;-4.5;0.0;65.7;-3.9;0.6
518;Consumption of goods by households;2004 June;81.3;4.8;1.6;65.9;5.1;0.3
519;Consumption of goods by households;2004 2nd quarter;82.4;0.6;0.6;66.3;1.0;0.4
520;Consumption of goods by households;2004 July;82.4;4.3;2.2;65.8;4.4;0.1
521;Consumption of goods by households;2004 August;74.8;-2.8;0.2;59.7;-2.6;0.2
522;Consumption of goods by households;2004 September;80.1;1.4;-0.3;64.6;1.6;0.3
523;Consumption of goods by households;2004 3rd quarter;79.1;1.0;0.7;63.4;1.2;0.2
524;Consumption of goods by households;2004 October;78.8;-3.4;-1.6;65.8;-2.5;1.0
525;Consumption of goods by households;2004 November;78.9;-0.5;-0.3;64.4;0.3;0.9
526;Consumption of goods by households;2004 December;91.3;3.9;0.5;71.9;3.9;0.0
527;Consumption of goods by households;2004 4th quarter;83.0;0.1;-0.5;67.4;0.6;0.5
528;Consumption of goods by households;2005 January;86.3;-4.4;-1.4;67.7;-3.4;1.0
529;Consumption of goods by households;2005 February;76.4;-2.1;-0.1;60.3;-0.5;1.7
530;Consumption of goods by households;2005 March;88.4;1.9;0.7;70.5;3.1;1.2
531;Consumption of goods by households;2005 1st quarter;83.7;-1.6;-0.3;66.2;-0.3;1.3
532;Consumption of goods by households;2005 April;84.1;-1.0;-1.7;67.3;-0.3;0.8
533;Consumption of goods by households;2005 May;79.6;-1.8;-0.9;64.6;-1.6;0.3
534;Consumption of goods by households;2005 June;82.7;1.7;1.2;67.5;2.5;0.7
535;Consumption of goods by households;2005 2nd quarter;82.1;-0.4;-0.5;66.5;0.2;0.6
536;Consumption of goods by households;2005 July;81.1;-1.5;0.8;65.3;-0.9;0.7
537;Consumption of goods by households;2005 August;77.6;3.8;1.6;62.5;4.6;0.9
538;Consumption of goods by households;2005 September;82.3;2.7;2.0;67.2;4.0;1.3
539;Consumption of goods by households;2005 3rd quarter;80.4;1.6;1.4;65.0;2.5;0.9
540;Consumption of goods by households;2005 October;79.1;0.4;2.0;66.7;1.5;1.0
541;Consumption of goods by households;2005 November;81.9;3.7;2.7;68.0;5.5;1.8
542;Consumption of goods by households;2005 December;92.3;1.0;0.6;74.6;3.9;2.8
543;Consumption of goods by households;2005 4th quarter;84.4;1.7;1.7;69.8;3.6;1.9
544;Consumption of goods by households;2006 January;89.1;3.3;4.3;72.1;6.4;3.0
545;Consumption of goods by households;2006 February;79.3;3.8;3.8;64.2;6.4;2.5
546;Consumption of goods by households;2006 March;92.3;4.4;3.4;75.4;6.8;2.3
547;Consumption of goods by households;2006 1st quarter;86.9;3.9;3.8;70.5;6.6;2.6
548;Consumption of goods by households;2006 April;86.1;2.4;5.0;70.3;4.5;2.1
549;Consumption of goods by households;2006 May;85.9;8.0;5.4;71.2;10.1;2.0
550;Consumption of goods by households;2006 June;85.9;3.9;3.5;71.4;5.9;1.9
551;Consumption of goods by households;2006 2nd quarter;86.0;4.7;4.6;71.0;6.8;2.0
552;Consumption of goods by households;2006 July;80.7;-0.6;1.3;65.9;1.0;1.5
553;Consumption of goods by households;2006 August;82.3;6.0;4.6;67.5;8.0;1.9
554;Consumption of goods by households;2006 September;84.6;2.7;2.1;69.5;3.4;0.6
555;Consumption of goods by households;2006 3rd quarter;82.5;2.7;2.7;67.6;4.0;1.3
556;Consumption of goods by households;2006 October;79.6;0.6;1.6;67.5;1.2;0.6
557;Consumption of goods by households;2006 November;83.2;1.7;1.1;70.1;3.0;1.4
558;Consumption of goods by households;2006 December;91.5;-0.8;1.8;75.1;0.7;1.5
559;Consumption of goods by households;2006 4th quarter;84.8;0.4;1.5;70.9;1.6;1.2
560;Consumption of goods by households;2007 January;90.0;1.0;-0.2;73.1;1.4;0.4
561;Consumption of goods by households;2007 February;81.1;2.4;2.3;66.1;2.9;0.5
562;Consumption of goods by households;2007 March;95.0;2.9;2.1;78.5;4.2;1.2
563;Consumption of goods by households;2007 1st quarter;88.7;2.1;1.4;72.5;2.8;0.7
564;Consumption of goods by households;2007 April;85.5;-0.7;1.5;70.5;0.2;0.8
565;Consumption of goods by households;2007 May;87.0;1.2;0.7;72.4;1.7;0.5
566;Consumption of goods by households;2007 June;89.3;4.0;2.7;74.5;4.3;0.3
567;Consumption of goods by households;2007 2nd quarter;87.3;1.5;1.6;72.5;2.1;0.6
568;Consumption of goods by households;2007 July;83.6;3.7;4.7;68.7;4.3;0.6
569;Consumption of goods by households;2007 August;84.4;2.6;1.7;69.5;3.0;0.3
570;Consumption of goods by households;2007 September;86.1;1.8;4.3;71.4;2.7;0.9
