ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
1231;D Electricity and gas supply;2008;3239.0;3894.0;-8.0;83.2
1232;D Electricity and gas supply;2009;3453.0;4153.0;6.7;83.1
1233;D Electricity and gas supply;2010;4106.0;4879.0;17.5;84.2
1234;D Electricity and gas supply;2011;4750.0;5585.0;14.5;85.0
1235;D Electricity and gas supply;2012;5482.0;6351.0;13.7;86.3
1236;D Electricity and gas supply;2013;5650.0;6513.0;2.6;86.7
1237;D Electricity and gas supply;2014;6436.0;7390.0;13.5;87.1
1238;D Electricity and gas supply;2015;6071.0;6703.0;-9.3;90.6
1239;D Electricity and gas supply;2016;5840.0;6465.0;-3.5;90.3
1240;D Electricity and gas supply;2017;4993.0;5431.0;-16.0;91.9
1241;D Electricity and gas supply;2018;6538.0;6968.0;28.3;93.8
1242;D Electricity and gas supply;2019;6374.0;6674.0;-4.2;95.5
1243;D Electricity and gas supply;2020;7944.0;8299.0;24.3;95.7
1244;D Electricity and gas supply;2021;8156.0;8156.0;-1.7;100.0
1245;D Electricity and gas supply;2022;10162.0;9241.0;13.3;110.0
1246;D Electricity and gas supply;2023;10439.0;9065.0;-1.9;115.2
1247;35 Electricity and gas supply;1995;2031.0;2969.0;;68.4
1248;35 Electricity and gas supply;1996;2135.0;3071.0;3.4;69.5
1249;35 Electricity and gas supply;1997;1804.0;2575.0;-16.2;70.1
1250;35 Electricity and gas supply;1998;1652.0;2355.0;-8.5;70.2
1251;35 Electricity and gas supply;1999;1638.0;2312.0;-1.8;70.8
1252;35 Electricity and gas supply;2000;1829.0;2532.0;9.5;72.2
1253;35 Electricity and gas supply;2001;1500.0;2010.0;-20.6;74.6
1254;35 Electricity and gas supply;2002;1540.0;2018.0;0.4;76.3
1255;35 Electricity and gas supply;2003;1773.0;2308.0;14.4;76.8
1256;35 Electricity and gas supply;2004;2098.0;2718.0;17.8;77.2
1257;35 Electricity and gas supply;2005;2192.0;2833.0;4.2;77.4
1258;35 Electricity and gas supply;2006;2633.0;3348.0;18.2;78.6
1259;35 Electricity and gas supply;2007;3405.0;4232.0;26.4;80.5
1260;35 Electricity and gas supply;2008;3239.0;3894.0;-8.0;83.2
1261;35 Electricity and gas supply;2009;3453.0;4153.0;6.7;83.1
1262;35 Electricity and gas supply;2010;4106.0;4879.0;17.5;84.2
1263;35 Electricity and gas supply;2011;4750.0;5585.0;14.5;85.0
1264;35 Electricity and gas supply;2012;5482.0;6351.0;13.7;86.3
1265;35 Electricity and gas supply;2013;5650.0;6513.0;2.6;86.7
1266;35 Electricity and gas supply;2014;6436.0;7390.0;13.5;87.1
1267;35 Electricity and gas supply;2015;6071.0;6703.0;-9.3;90.6
1268;35 Electricity and gas supply;2016;5840.0;6465.0;-3.5;90.3
1269;35 Electricity and gas supply;2017;4993.0;5431.0;-16.0;91.9
1270;35 Electricity and gas supply;2018;6538.0;6968.0;28.3;93.8
1271;35 Electricity and gas supply;2019;6374.0;6674.0;-4.2;95.5
1272;35 Electricity and gas supply;2020;7944.0;8299.0;24.3;95.7
1273;35 Electricity and gas supply;2021;8156.0;8156.0;-1.7;100.0
1274;35 Electricity and gas supply;2022;10162.0;9241.0;13.3;110.0
1275;35 Electricity and gas supply;2023;;;;
1276;E Water supply and waste management;1995;1392.0;1808.0;;77.0
1277;E Water supply and waste management;1996;1366.0;1756.0;-2.9;77.8
1278;E Water supply and waste management;1997;1535.0;1958.0;11.5;78.4
1279;E Water supply and waste management;1998;970.0;1242.0;-36.5;78.1
1280;E Water supply and waste management;1999;993.0;1269.0;2.2;78.2
1281;E Water supply and waste management;2000;1042.0;1310.0;3.2;79.5
1282;E Water supply and waste management;2001;1070.0;1321.0;0.9;81.0
1283;E Water supply and waste management;2002;1204.0;1465.0;10.8;82.2
1284;E Water supply and waste management;2003;1163.0;1404.0;-4.2;82.8
1285;E Water supply and waste management;2004;1139.0;1370.0;-2.4;83.1
1286;E Water supply and waste management;2005;1059.0;1271.0;-7.2;83.3
1287;E Water supply and waste management;2006;1055.0;1259.0;-0.9;83.8
1288;E Water supply and waste management;2007;958.0;1126.0;-10.6;85.1
1289;E Water supply and waste management;2008;1460.0;1671.0;48.4;87.4
1290;E Water supply and waste management;2009;1441.0;1639.0;-1.9;87.9
1291;E Water supply and waste management;2010;1769.0;1987.0;21.2;89.0
1292;E Water supply and waste management;2011;1973.0;2191.0;10.3;90.0
1293;E Water supply and waste management;2012;1235.0;1356.0;-38.1;91.1
1294;E Water supply and waste management;2013;1052.0;1155.0;-14.8;91.1
1295;E Water supply and waste management;2014;1195.0;1311.0;13.5;91.1
1296;E Water supply and waste management;2015;1230.0;1343.0;2.4;91.6
1297;E Water supply and waste management;2016;1379.0;1499.0;11.6;92.0
1298;E Water supply and waste management;2017;1316.0;1416.0;-5.5;92.9
1299;E Water supply and waste management;2018;1541.0;1632.0;15.2;94.4
1300;E Water supply and waste management;2019;1562.0;1620.0;-0.7;96.4
1301;E Water supply and waste management;2020;1471.0;1509.0;-6.9;97.5
1302;E Water supply and waste management;2021;1707.0;1707.0;13.1;100.0
1303;E Water supply and waste management;2022;1828.0;1698.0;-0.5;107.7
1304;E Water supply and waste management;2023;1992.0;1775.0;4.5;112.2
1305;36 Water collection and distribution;1995;456.0;633.0;;72.0
1306;36 Water collection and distribution;1996;496.0;676.0;6.8;73.4
1307;36 Water collection and distribution;1997;387.0;524.0;-22.6;73.9
1308;36 Water collection and distribution;1998;420.0;572.0;9.3;73.4
1309;36 Water collection and distribution;1999;448.0;606.0;6.0;73.9
1310;36 Water collection and distribution;2000;394.0;528.0;-12.9;74.7
1311;36 Water collection and distribution;2001;412.0;540.0;2.3;76.3
1312;36 Water collection and distribution;2002;447.0;575.0;6.6;77.7
1313;36 Water collection and distribution;2003;513.0;650.0;13.0;78.9
1314;36 Water collection and distribution;2004;421.0;531.0;-18.3;79.3
1315;36 Water collection and distribution;2005;451.0;569.0;7.1;79.3
1316;36 Water collection and distribution;2006;350.0;437.0;-23.1;80.0
1317;36 Water collection and distribution;2007;244.0;297.0;-32.0;82.0
1318;36 Water collection and distribution;2008;298.0;354.0;18.9;84.3
1319;36 Water collection and distribution;2009;344.0;409.0;15.8;84.0
1320;36 Water collection and distribution;2010;451.0;521.0;27.3;86.5
1321;36 Water collection and distribution;2011;466.0;530.0;1.8;87.9
1322;36 Water collection and distribution;2012;428.0;479.0;-9.7;89.3
1323;36 Water collection and distribution;2013;374.0;420.0;-12.4;89.1
1324;36 Water collection and distribution;2014;500.0;562.0;34.0;88.9
1325;36 Water collection and distribution;2015;503.0;568.0;1.0;88.5
1326;36 Water collection and distribution;2016;513.0;578.0;1.8;88.7
1327;36 Water collection and distribution;2017;538.0;596.0;3.1;90.2
1328;36 Water collection and distribution;2018;517.0;557.0;-6.5;92.7
1329;36 Water collection and distribution;2019;576.0;604.0;8.3;95.4
1330;36 Water collection and distribution;2020;636.0;657.0;8.9;96.8
1331;36 Water collection and distribution;2021;679.0;679.0;3.3;100.0
1332;36 Water collection and distribution;2022;655.0;607.0;-10.6;107.9
1333;36 Water collection and distribution;2023;;;;
1334;37-39 Sewerage and waste treatment;1995;936.0;1174.0;;79.7
1335;37-39 Sewerage and waste treatment;1996;870.0;1085.0;-7.6;80.2
1336;37-39 Sewerage and waste treatment;1997;1148.0;1421.0;30.9;80.8
1337;37-39 Sewerage and waste treatment;1998;550.0;682.0;-52.0;80.6
1338;37-39 Sewerage and waste treatment;1999;545.0;677.0;-0.7;80.5
1339;37-39 Sewerage and waste treatment;2000;648.0;789.0;16.5;82.1
1340;37-39 Sewerage and waste treatment;2001;658.0;789.0;0.0;83.4
1341;37-39 Sewerage and waste treatment;2002;757.0;896.0;13.5;84.5
1342;37-39 Sewerage and waste treatment;2003;650.0;768.0;-14.3;84.7
1343;37-39 Sewerage and waste treatment;2004;718.0;846.0;10.2;84.9
1344;37-39 Sewerage and waste treatment;2005;608.0;714.0;-15.6;85.2
1345;37-39 Sewerage and waste treatment;2006;705.0;824.0;15.5;85.5
1346;37-39 Sewerage and waste treatment;2007;714.0;824.0;0.0;86.6
1347;37-39 Sewerage and waste treatment;2008;1162.0;1307.0;58.5;88.9
1348;37-39 Sewerage and waste treatment;2009;1097.0;1222.0;-6.5;89.7
1349;37-39 Sewerage and waste treatment;2010;1318.0;1459.0;19.3;90.4
1350;37-39 Sewerage and waste treatment;2011;1507.0;1651.0;13.2;91.3
1351;37-39 Sewerage and waste treatment;2012;807.0;876.0;-46.9;92.1
1352;37-39 Sewerage and waste treatment;2013;678.0;735.0;-16.1;92.2
1353;37-39 Sewerage and waste treatment;2014;695.0;752.0;2.2;92.5
1354;37-39 Sewerage and waste treatment;2015;727.0;778.0;3.5;93.5
1355;37-39 Sewerage and waste treatment;2016;866.0;921.0;18.4;94.0
1356;37-39 Sewerage and waste treatment;2017;778.0;823.0;-10.6;94.5
1357;37-39 Sewerage and waste treatment;2018;1024.0;1072.0;30.2;95.6
1358;37-39 Sewerage and waste treatment;2019;986.0;1015.0;-5.3;97.1
1359;37-39 Sewerage and waste treatment;2020;835.0;852.0;-16.0;98.0
1360;37-39 Sewerage and waste treatment;2021;1028.0;1028.0;20.6;100.0
1361;37-39 Sewerage and waste treatment;2022;1173.0;1091.0;6.1;107.5
1362;37-39 Sewerage and waste treatment;2023;;;;
1363;F Construction;1995;1244.0;1537.0;;80.9
1364;F Construction;1996;1592.0;1994.0;29.7;79.9
1365;F Construction;1997;1771.0;2179.0;9.3;81.3
1366;F Construction;1998;2020.0;2513.0;15.4;80.4
1367;F Construction;1999;2853.0;3529.0;40.4;80.8
1368;F Construction;2000;2270.0;2759.0;-21.8;82.3
1369;F Construction;2001;2702.0;3240.0;17.4;83.4
1370;F Construction;2002;2029.0;2399.0;-25.9;84.6
1371;F Construction;2003;1715.0;2035.0;-15.2;84.3
1372;F Construction;2004;1836.0;2155.0;5.9;85.2
1373;F Construction;2005;1959.0;2285.0;6.0;85.7
1374;F Construction;2006;2117.0;2429.0;6.3;87.2
1375;F Construction;2007;2544.0;2875.0;18.4;88.5
1376;F Construction;2008;2848.0;3183.0;10.7;89.5
1377;F Construction;2009;2349.0;2608.0;-18.1;90.1
1378;F Construction;2010;2338.0;2584.0;-0.9;90.5
1379;F Construction;2011;2733.0;3038.0;17.5;90.0
1380;F Construction;2012;2274.0;2513.0;-17.3;90.5
1381;F Construction;2013;2387.0;2625.0;4.4;90.9
1382;F Construction;2014;2342.0;2564.0;-2.3;91.3
1383;F Construction;2015;2580.0;2816.0;9.8;91.6
1384;F Construction;2016;2882.0;3152.0;11.9;91.4
1385;F Construction;2017;3334.0;3663.0;16.2;91.0
1386;F Construction;2018;3918.0;4250.0;16.0;92.2
1387;F Construction;2019;4230.0;4466.0;5.1;94.7
1388;F Construction;2020;4075.0;4196.0;-6.1;97.1
1389;F Construction;2021;4676.0;4676.0;11.4;100.0
1390;F Construction;2022;5216.0;4953.0;5.9;105.3
1391;F Construction;2023;5642.0;5107.0;3.1;110.5
1392;41 Construction buildings, development;1995;533.0;718.0;;74.2
1393;41 Construction buildings, development;1996;618.0;835.0;16.3;74.0
1394;41 Construction buildings, development;1997;664.0;868.0;3.9;76.5
1395;41 Construction buildings, development;1998;810.0;1051.0;21.1;77.1
1396;41 Construction buildings, development;1999;956.0;1214.0;15.6;78.7
1397;41 Construction buildings, development;2000;874.0;1083.0;-10.8;80.7
1398;41 Construction buildings, development;2001;1122.0;1355.0;25.1;82.8
1399;41 Construction buildings, development;2002;703.0;832.0;-38.6;84.5
1400;41 Construction buildings, development;2003;532.0;628.0;-24.5;84.7
1401;41 Construction buildings, development;2004;597.0;692.0;10.2;86.2
1402;41 Construction buildings, development;2005;631.0;719.0;3.9;87.8
1403;41 Construction buildings, development;2006;618.0;694.0;-3.5;89.1
1404;41 Construction buildings, development;2007;752.0;839.0;20.9;89.7
1405;41 Construction buildings, development;2008;865.0;951.0;13.4;90.9
1406;41 Construction buildings, development;2009;632.0;691.0;-27.4;91.5
1407;41 Construction buildings, development;2010;546.0;599.0;-13.3;91.2
1408;41 Construction buildings, development;2011;607.0;675.0;12.6;90.0
1409;41 Construction buildings, development;2012;583.0;651.0;-3.5;89.5
1410;41 Construction buildings, development;2013;571.0;642.0;-1.4;88.9
1411;41 Construction buildings, development;2014;606.0;687.0;7.0;88.2
1412;41 Construction buildings, development;2015;749.0;861.0;25.2;87.0
1413;41 Construction buildings, development;2016;1048.0;1215.0;41.1;86.3
1414;41 Construction buildings, development;2017;1216.0;1412.0;16.2;86.1
1415;41 Construction buildings, development;2018;1347.0;1524.0;8.0;88.4
1416;41 Construction buildings, development;2019;1560.0;1691.0;10.9;92.3
1417;41 Construction buildings, development;2020;1567.0;1628.0;-3.7;96.3
1418;41 Construction buildings, development;2021;2007.0;2007.0;23.3;100.0
1419;41 Construction buildings, development;2022;2220.0;2125.0;5.9;104.5
1420;41 Construction buildings, development;2023;;;;
1421;42 Civil engineering;1995;218.0;252.0;;86.4
1422;42 Civil engineering;1996;320.0;376.0;49.1;85.0
1423;42 Civil engineering;1997;334.0;388.0;3.1;86.1
1424;42 Civil engineering;1998;348.0;414.0;6.6;84.1
1425;42 Civil engineering;1999;708.0;833.0;101.4;85.0
1426;42 Civil engineering;2000;397.0;461.0;-44.6;86.1
1427;42 Civil engineering;2001;460.0;530.0;14.9;86.8
1428;42 Civil engineering;2002;379.0;425.0;-19.8;89.2
1429;42 Civil engineering;2003;357.0;404.0;-5.0;88.4
1430;42 Civil engineering;2004;385.0;433.0;7.3;88.9
1431;42 Civil engineering;2005;426.0;478.0;10.4;89.1
1432;42 Civil engineering;2006;484.0;534.0;11.7;90.6
1433;42 Civil engineering;2007;566.0;626.0;17.1;90.4
1434;42 Civil engineering;2008;605.0;659.0;5.3;91.8
1435;42 Civil engineering;2009;600.0;649.0;-1.5;92.4
1436;42 Civil engineering;2010;885.0;950.0;46.3;93.2
1437;42 Civil engineering;2011;885.0;961.0;1.1;92.1
1438;42 Civil engineering;2012;651.0;700.0;-27.1;93.0
1439;42 Civil engineering;2013;753.0;801.0;14.4;94.0
1440;42 Civil engineering;2014;707.0;743.0;-7.3;95.2
1441;42 Civil engineering;2015;589.0;610.0;-17.8;96.5
1442;42 Civil engineering;2016;656.0;686.0;12.4;95.6
1443;42 Civil engineering;2017;472.0;497.0;-27.6;95.0
1444;42 Civil engineering;2018;844.0;891.0;79.4;94.7
1445;42 Civil engineering;2019;883.0;916.0;2.7;96.4
1446;42 Civil engineering;2020;728.0;747.0;-18.5;97.5
1447;42 Civil engineering;2021;640.0;640.0;-14.3;100.0
1448;42 Civil engineering;2022;753.0;718.0;12.2;104.9
1449;42 Civil engineering;2023;;;;
1450;43 Specialised construction activities;1995;493.0;569.0;;86.6
1451;43 Specialised construction activities;1996;654.0;772.0;35.5;84.8
1452;43 Specialised construction activities;1997;773.0;906.0;17.4;85.3
1453;43 Specialised construction activities;1998;862.0;1035.0;14.2;83.3
1454;43 Specialised construction activities;1999;1189.0;1440.0;39.1;82.6
1455;43 Specialised construction activities;2000;999.0;1194.0;-17.1;83.7
1456;43 Specialised construction activities;2001;1120.0;1334.0;11.7;84.0
1457;43 Specialised construction activities;2002;947.0;1123.0;-15.8;84.3
1458;43 Specialised construction activities;2003;826.0;984.0;-12.4;83.9
1459;43 Specialised construction activities;2004;854.0;1009.0;2.5;84.6
1460;43 Specialised construction activities;2005;902.0;1066.0;5.6;84.6
1461;43 Specialised construction activities;2006;1015.0;1178.0;10.5;86.2
1462;43 Specialised construction activities;2007;1226.0;1384.0;17.4;88.6
1463;43 Specialised construction activities;2008;1378.0;1544.0;11.6;89.3
1464;43 Specialised construction activities;2009;1117.0;1243.0;-19.5;89.9
1465;43 Specialised construction activities;2010;907.0;1003.0;-19.2;90.4
1466;43 Specialised construction activities;2011;1241.0;1370.0;36.5;90.6
1467;43 Specialised construction activities;2012;1040.0;1137.0;-17.0;91.5
1468;43 Specialised construction activities;2013;1063.0;1153.0;1.4;92.2
1469;43 Specialised construction activities;2014;1029.0;1110.0;-3.8;92.7
1470;43 Specialised construction activities;2015;1242.0;1329.0;19.7;93.5
1471;43 Specialised construction activities;2016;1178.0;1250.0;-5.9;94.2
1472;43 Specialised construction activities;2017;1646.0;1758.0;40.6;93.6
1473;43 Specialised construction activities;2018;1727.0;1824.0;3.8;94.7
1474;43 Specialised construction activities;2019;1787.0;1856.0;1.7;96.3
1475;43 Specialised construction activities;2020;1780.0;1819.0;-2.0;97.8
1476;43 Specialised construction activities;2021;2029.0;2029.0;11.5;100.0
1477;43 Specialised construction activities;2022;2243.0;2110.0;4.0;106.3
1478;43 Specialised construction activities;2023;;;;
1479;G-I Trade, transport, hotels, catering;1995;9670.0;12765.0;;75.8
1480;G-I Trade, transport, hotels, catering;1996;10033.0;13338.0;4.5;75.2
1481;G-I Trade, transport, hotels, catering;1997;9892.0;13092.0;-1.8;75.6
1482;G-I Trade, transport, hotels, catering;1998;11934.0;15788.0;20.6;75.6
1483;G-I Trade, transport, hotels, catering;1999;13341.0;17622.0;11.6;75.7
1484;G-I Trade, transport, hotels, catering;2000;13666.0;17760.0;0.8;76.9
1485;G-I Trade, transport, hotels, catering;2001;13397.0;17250.0;-2.9;77.7
1486;G-I Trade, transport, hotels, catering;2002;13284.0;16760.0;-2.8;79.3
1487;G-I Trade, transport, hotels, catering;2003;14073.0;17719.0;5.7;79.4
1488;G-I Trade, transport, hotels, catering;2004;12638.0;15756.0;-11.1;80.2
1489;G-I Trade, transport, hotels, catering;2005;13224.0;16304.0;3.5;81.1
1490;G-I Trade, transport, hotels, catering;2006;14150.0;17226.0;5.7;82.1
1491;G-I Trade, transport, hotels, catering;2007;15043.0;17940.0;4.1;83.8
1492;G-I Trade, transport, hotels, catering;2008;16847.0;19760.0;10.1;85.3
1493;G-I Trade, transport, hotels, catering;2009;14553.0;16840.0;-14.8;86.4
1494;G-I Trade, transport, hotels, catering;2010;13818.0;15784.0;-6.3;87.5
1495;G-I Trade, transport, hotels, catering;2011;16981.0;19342.0;22.5;87.8
1496;G-I Trade, transport, hotels, catering;2012;15684.0;17674.0;-8.6;88.7
1497;G-I Trade, transport, hotels, catering;2013;16405.0;18380.0;4.0;89.3
1498;G-I Trade, transport, hotels, catering;2014;15788.0;17615.0;-4.2;89.6
1499;G-I Trade, transport, hotels, catering;2015;18234.0;19932.0;13.1;91.5
1500;G-I Trade, transport, hotels, catering;2016;18870.0;20582.0;3.3;91.7
1501;G-I Trade, transport, hotels, catering;2017;21117.0;22877.0;11.1;92.3
1502;G-I Trade, transport, hotels, catering;2018;19134.0;20444.0;-10.6;93.6
1503;G-I Trade, transport, hotels, catering;2019;21804.0;22710.0;11.1;96.0
1504;G-I Trade, transport, hotels, catering;2020;19137.0;19577.0;-13.8;97.8
1505;G-I Trade, transport, hotels, catering;2021;21399.0;21399.0;9.3;100.0
1506;G-I Trade, transport, hotels, catering;2022;23979.0;22465.0;5.0;106.7
1507;G-I Trade, transport, hotels, catering;2023;26384.0;23545.0;4.8;112.1
1508;G Wholesale and retail trade;1995;4556.0;5634.0;;80.9
1509;G Wholesale and retail trade;1996;5328.0;6666.0;18.3;79.9
1510;G Wholesale and retail trade;1997;5055.0;6287.0;-5.7;80.4
1511;G Wholesale and retail trade;1998;6019.0;7517.0;19.6;80.1
1512;G Wholesale and retail trade;1999;6864.0;8596.0;14.4;79.9
1513;G Wholesale and retail trade;2000;6903.0;8512.0;-1.0;81.1
1514;G Wholesale and retail trade;2001;6745.0;8262.0;-2.9;81.6
1515;G Wholesale and retail trade;2002;6794.0;8182.0;-1.0;83.0
1516;G Wholesale and retail trade;2003;6796.0;8201.0;0.2;82.9
1517;G Wholesale and retail trade;2004;6478.0;7738.0;-5.7;83.7
1518;G Wholesale and retail trade;2005;7019.0;8308.0;7.4;84.5
1519;G Wholesale and retail trade;2006;7254.0;8471.0;2.0;85.6
1520;G Wholesale and retail trade;2007;8189.0;9365.0;10.6;87.4
1521;G Wholesale and retail trade;2008;8671.0;9830.0;5.0;88.2
1522;G Wholesale and retail trade;2009;6762.0;7553.0;-23.2;89.5
