ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
6158;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Groningen, gem. 1001 - 2000 inw.;0
6159;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 20001 - 50000 inw.;0
6160;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Leeuwarden;0
6161;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 10001 - 20000 inw.;0
6162;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 5001 - 10000 inw.;0
6163;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 2001 - 5000 inw.;0
6164;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 1001 - 2000 inw.;0
6165;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Friesland, gem. 501 - 1000 inw.;0
6166;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Drenthe, gem. 20001 - 50000 inw.;0
6167;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Emmen;0
6168;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Drenthe, gem. 10001 - 20000 inw.;0
6169;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Drenthe, gem. 5001 - 10000 inw.;0
6170;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Drenthe, gem. 2001 - 5000 inw.;0
6171;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
6172;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 50001 - 100000 inw.;0
6173;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Enschede;0
6174;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 20001 - 50000 inw.;0
6175;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Almelo;0
6176;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Deventer;0
6177;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Hengelo (O.);0
6178;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Lonneker;0
6179;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zwolle;0
6180;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 10001 - 20000 inw.;0
6181;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 5001 - 10000 inw.;0
6182;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 2001 - 5000 inw.;0
6183;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 1001 - 2000 inw.;0
6184;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Overijssel, gem. 501 - 1000 inw.;0
6185;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 50001 - 100000 inw.;0
6186;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Apeldoorn;0
6187;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Arnhem;0
6188;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Nijmegen;0
6189;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 20001 - 50000 inw.;0
6190;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Ede;0
6191;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Rheden;0
6192;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 10001 - 20000 inw.;0
6193;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 5001 - 10000 inw.;0
6194;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 2001 - 5000 inw.;0
6195;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 1001 - 2000 inw.;0
6196;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
6197;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gelderland, gem. 500 en minder inw.;0
6198;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 100001 en meer inw.;0
6199;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht;0
6200;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 20001 - 50000 inw.;0
6201;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Amersfoort;0
6202;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeist;0
6203;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 10001 - 20000 inw.;0
6204;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 5001 - 10000 inw.;0
6205;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 2001 - 5000 inw.;0
6206;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 1001 - 2000 inw.;0
6207;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 501 - 1000 inw.;0
6208;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Utrecht, gem. 500 en minder inw.;0
6209;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 100001 en meer inw.;0
6210;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Amsterdam;0
6211;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Haarlem;0
6212;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;0
6213;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Hilversum;0
6214;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;0
6215;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Alkmaar;0
6216;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Bussum;0
6217;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Haarlemmermeer;0
6218;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Helder (Den);0
6219;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Velsen;0
6220;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zaandam;0
6221;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;0
6222;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;0
6223;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;0
6224;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;0
6225;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
6226;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Holland, gem. 500 en minder inw.;0
6227;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;0
6228;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;'s-Gravenhage;0
6229;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Rotterdam;0
6230;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;0
6231;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Delft;0
6232;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Dordrecht;0
6233;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Leiden;0
6234;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Schiedam;0
6235;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;0
6236;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Gouda;0
6237;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Vlaardingen;0
6238;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;0
6239;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;0
6240;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;0
6241;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;0
6242;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;0
6243;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zuid-Holland, gem. 500 en minder inw.;0
6244;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 20001 - 50000 inw.;0
6245;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Vlissingen;0
6246;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 10001 - 20000 inw.;0
6247;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 5001 - 10000 inw.;0
6248;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 2001 - 5000 inw.;0
6249;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 1001 - 2000 inw.;0
6250;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 501 - 1000 inw.;0
6251;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Zeeland, gem. 500 en minder inw.;0
6252;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 50001 - 100000 inw.;0
6253;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Eindhoven;0
6254;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Tilburg;0
6255;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 20001 - 50000 inw.;0
6256;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Bergen op Zoom;0
6257;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Breda;0
6258;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Helmond;0
6259;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;'s-Hertogenbosch;0
6260;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Roosendaal en Nispen;0
6261;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 10001 - 20000 inw.;0
6262;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 5001 - 10000 inw.;0
6263;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 2001 - 5000 inw.;0
6264;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 1001 - 2000 inw.;0
6265;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Noord-Brabant, gem. 501 - 1000 inw.;0
6266;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 50001 - 100000 inw.;0
6267;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Maastricht;0
6268;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 20001 - 50000 inw.;0
6269;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Heerlen;0
6270;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Kerkrade;0
6271;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Venlo;0
6272;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 10001 - 20000 inw.;0
6273;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 5001 - 10000 inw.;0
6274;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 2001 - 5000 inw.;0
6275;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 1001 - 2000 inw.;0
6276;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 501 - 1000 inw.;0
6277;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 6 slaapruimten;Limburg, gem. 500 en minder inw.;0
6278;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Nederland;0
6279;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen (provincie);0
6280;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland;0
6281;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe;0
6282;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel;0
6283;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland;0
6284;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht (provincie);0
6285;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland;0
6286;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland;0
6287;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland;0
6288;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant;0
6289;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg;0
6290;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met meer dan 100000 inwoners;0
6291;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 50001 - 100000 inwoners;0
6292;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 20001 - 50000 inwoners;0
6293;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 10001 - 20000 inwoners;0
6294;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 5001 - 10000 inwoners;0
6295;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 2001 - 5000 inwoners;0
6296;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 1001 - 2000 inwoners;0
6297;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 501 - 1000 inwoners;0
6298;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gemeenten met 500 of minder inwoners;0
6299;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen, gem. 100001 en meer inw.;0
6300;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen;0
6301;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen, gem. 10001 - 20000 inw.;0
6302;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen, gem. 5001 - 10000 inw.;0
6303;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen, gem. 2001 - 5000 inw.;0
6304;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Groningen, gem. 1001 - 2000 inw.;0
6305;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 20001 - 50000 inw.;0
6306;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Leeuwarden;0
6307;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 10001 - 20000 inw.;0
6308;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 5001 - 10000 inw.;0
6309;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 2001 - 5000 inw.;0
6310;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 1001 - 2000 inw.;0
6311;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Friesland, gem. 501 - 1000 inw.;0
6312;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe, gem. 20001 - 50000 inw.;0
6313;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Emmen;0
6314;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe, gem. 10001 - 20000 inw.;0
6315;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe, gem. 5001 - 10000 inw.;0
6316;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe, gem. 2001 - 5000 inw.;0
6317;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
6318;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 50001 - 100000 inw.;0
6319;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Enschede;0
6320;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 20001 - 50000 inw.;0
6321;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Almelo;0
6322;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Deventer;0
6323;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Hengelo (O.);0
6324;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Lonneker;0
6325;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zwolle;0
6326;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 10001 - 20000 inw.;0
6327;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 5001 - 10000 inw.;0
6328;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 2001 - 5000 inw.;0
6329;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 1001 - 2000 inw.;0
6330;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Overijssel, gem. 501 - 1000 inw.;0
6331;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 50001 - 100000 inw.;0
6332;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Apeldoorn;0
6333;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Arnhem;0
6334;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Nijmegen;0
6335;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 20001 - 50000 inw.;0
6336;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Ede;0
6337;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Rheden;0
6338;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 10001 - 20000 inw.;0
6339;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 5001 - 10000 inw.;0
6340;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 2001 - 5000 inw.;0
6341;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 1001 - 2000 inw.;0
6342;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
6343;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gelderland, gem. 500 en minder inw.;0
6344;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 100001 en meer inw.;0
6345;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht;0
6346;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 20001 - 50000 inw.;0
6347;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Amersfoort;0
6348;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeist;0
6349;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 10001 - 20000 inw.;0
6350;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 5001 - 10000 inw.;0
