ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
3931;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2011 augustus;59540.0
3932;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2011 september;58700.0
3933;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2011 oktober;57860.0
3934;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2011 november;56980.0
3935;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2011 december;55710.0
3936;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 januari;55200.0
3937;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 februari;54350.0
3938;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 maart;53430.0
3939;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 april;52600.0
3940;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 mei;51560.0
3941;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 juni;50660.0
3942;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 juli;49670.0
3943;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 augustus;48850.0
3944;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 september;47980.0
3945;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 oktober;47120.0
3946;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 november;46380.0
3947;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2012 december;45080.0
3948;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 januari;44410.0
3949;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 februari;43480.0
3950;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 maart;42550.0
3951;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 april;41870.0
3952;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 mei;41050.0
3953;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 juni;40260.0
3954;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 juli;39370.0
3955;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 augustus;38600.0
3956;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 september;37830.0
3957;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 oktober;36500.0
3958;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 november;35730.0
3959;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Totaal;2013 december;34700.0
3960;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 januari;68080.0
3961;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 februari;67680.0
3962;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 maart;67170.0
3963;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 april;66830.0
3964;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 mei;66440.0
3965;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 juni;66070.0
3966;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 juli;65640.0
3967;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 augustus;65120.0
3968;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 september;64580.0
3969;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 oktober;64100.0
3970;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 november;63670.0
3971;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2008 december;62920.0
3972;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 januari;62700.0
3973;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 februari;62260.0
3974;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 maart;61690.0
3975;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 april;61250.0
3976;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 mei;60770.0
3977;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 juni;60340.0
3978;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 juli;59870.0
3979;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 augustus;59230.0
3980;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 september;58680.0
3981;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 oktober;58270.0
3982;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 november;57800.0
3983;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2009 december;57020.0
3984;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 januari;56840.0
3985;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 februari;56270.0
3986;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 maart;55730.0
3987;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 april;55130.0
3988;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 mei;54540.0
3989;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 juni;54180.0
3990;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 juli;53750.0
3991;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 augustus;53300.0
3992;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 september;52920.0
3993;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 oktober;52640.0
3994;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 november;52260.0
3995;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2010 december;51580.0
3996;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 januari;51450.0
3997;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 februari;51040.0
3998;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 maart;50200.0
3999;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 april;49390.0
4000;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 mei;48380.0
4001;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 juni;47570.0
4002;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 juli;46680.0
4003;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 augustus;45890.0
4004;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 september;45170.0
4005;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 oktober;44450.0
4006;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 november;43710.0
4007;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2011 december;42630.0
4008;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 januari;42190.0
4009;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 februari;41510.0
4010;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 maart;40690.0
4011;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 april;39980.0
4012;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 mei;39130.0
4013;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 juni;38350.0
4014;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 juli;37560.0
4015;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 augustus;36850.0
4016;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 september;36130.0
4017;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 oktober;35420.0
4018;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 november;34800.0
4019;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2012 december;33700.0
4020;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 januari;33180.0
4021;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 februari;32450.0
4022;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 maart;31700.0
4023;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 april;31140.0
4024;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 mei;30470.0
4025;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 juni;29810.0
4026;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 juli;29110.0
4027;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 augustus;28470.0
4028;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 september;27850.0
4029;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 oktober;26870.0
4030;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 november;26230.0
4031;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Autochtoon;2013 december;25360.0
4032;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 januari;12280.0
4033;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 februari;12270.0
4034;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 maart;12200.0
4035;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 april;12190.0
4036;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 mei;12160.0
4037;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 juni;12110.0
4038;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 juli;12020.0
4039;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 augustus;11960.0
4040;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 september;11920.0
4041;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 oktober;11850.0
4042;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 november;11800.0
4043;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2008 december;11740.0
4044;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 januari;11710.0
4045;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 februari;11670.0
4046;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 maart;11620.0
4047;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 april;11560.0
4048;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 mei;11490.0
4049;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 juni;11440.0
4050;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 juli;11390.0
4051;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 augustus;11310.0
4052;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 september;11280.0
4053;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 oktober;11240.0
4054;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 november;11190.0
4055;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2009 december;11110.0
4056;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 januari;11080.0
4057;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 februari;11030.0
4058;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 maart;11000.0
4059;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 april;10970.0
4060;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 mei;10920.0
4061;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 juni;10920.0
4062;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 juli;10880.0
4063;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 augustus;10820.0
4064;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 september;10790.0
4065;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 oktober;10730.0
4066;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 november;10660.0
4067;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2010 december;10580.0
4068;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 januari;10600.0
4069;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 februari;10550.0
4070;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 maart;10500.0
4071;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 april;10410.0
4072;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 mei;10300.0
4073;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 juni;10220.0
4074;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 juli;10080.0
4075;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 augustus;9990.0
4076;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 september;9910.0
4077;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 oktober;9820.0
4078;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 november;9720.0
4079;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2011 december;9610.0
4080;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 januari;9580.0
4081;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 februari;9480.0
4082;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 maart;9410.0
4083;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 april;9320.0
4084;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 mei;9190.0
4085;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 juni;9100.0
4086;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 juli;8960.0
4087;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 augustus;8870.0
4088;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 september;8770.0
4089;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 oktober;8670.0
4090;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 november;8580.0
4091;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2012 december;8430.0
4092;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 januari;8330.0
4093;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 februari;8210.0
4094;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 maart;8070.0
4095;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 april;7990.0
4096;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 mei;7880.0
4097;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 juni;7790.0
4098;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 juli;7670.0
4099;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 augustus;7580.0
4100;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 september;7480.0
4101;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 oktober;7190.0
4102;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 november;7100.0
4103;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Totaal;Allochtoon;2013 december;7000.0
4104;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 januari;79310.0
4105;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 februari;78880.0
4106;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 maart;78320.0
4107;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 april;77970.0
4108;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 mei;77550.0
4109;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 juni;77140.0
4110;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 juli;76630.0
4111;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 augustus;76060.0
4112;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 september;75480.0
4113;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 oktober;74930.0
4114;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 november;74460.0
4115;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2008 december;73650.0
4116;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 januari;73410.0
4117;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 februari;72930.0
4118;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 maart;72320.0
4119;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 april;71810.0
4120;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 mei;71260.0
4121;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 juni;70780.0
4122;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 juli;70260.0
4123;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 augustus;69570.0
4124;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 september;68990.0
4125;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 oktober;68550.0
4126;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 november;68030.0
4127;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2009 december;67170.0
4128;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 januari;66960.0
4129;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 februari;66350.0
4130;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 maart;65790.0
4131;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 april;65180.0
4132;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 mei;64520.0
4133;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 juni;64160.0
4134;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 juli;63690.0
4135;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 augustus;63170.0
4136;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 september;62760.0
4137;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 oktober;62400.0
4138;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 november;61950.0
4139;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2010 december;61210.0
4140;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 januari;61090.0
4141;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 februari;60630.0
4142;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 maart;59750.0
4143;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 april;58860.0
4144;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 mei;57750.0
4145;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 juni;56880.0
4146;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 juli;55860.0
4147;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 augustus;54980.0
4148;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 september;54190.0
4149;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 oktober;53390.0
4150;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 november;52560.0
4151;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2011 december;51360.0
4152;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 januari;50890.0
4153;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 februari;50130.0
4154;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 maart;49250.0
4155;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 april;48460.0
4156;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 mei;47500.0
4157;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 juni;46640.0
4158;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 juli;45730.0
4159;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 augustus;44940.0
4160;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 september;44110.0
4161;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 oktober;43320.0
4162;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 november;42620.0
4163;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2012 december;41370.0
4164;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 januari;40780.0
4165;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 februari;39940.0
4166;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 maart;39070.0
4167;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 april;38440.0
4168;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 mei;37670.0
4169;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 juni;36930.0
4170;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 juli;36110.0
4171;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 augustus;35390.0
4172;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 september;34670.0
4173;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 oktober;33440.0
4174;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 november;32710.0
