ID;LorriesRoadTractorsLoadCapacityLC;AgeOfVehicle;Periods;TotalKilometresInTheNetherlands_1;KilometresByDutchVehicles_2;KilometresByForeignVehicles_3;TotalKilometresByDutchVehicles_4;KilometresInTheNetherlands_5;KilometresAbroad_6;TotalAverageAnnualKilometres_7;AverageAnnualKilometresInNetherlands_8;AverageAnnualKilometresAbroad_9;DutchGoodsVehiclesInUse_10
210;Lorries and road tractors;Vehicle 5 years old;2014;570.4;514.2;56.2;773.9;514.2;259.7;73780.0;49021.0;24759.0;10489.0
211;Lorries and road tractors;Vehicle 5 years old;2015;508.2;458.9;49.3;657.3;458.9;198.5;75424.0;52653.0;22771.0;8715.0
212;Lorries and road tractors;Vehicle 5 years old;2016;675.5;595.7;79.8;870.3;595.7;274.6;79472.0;54399.0;25073.0;10951.0
213;Lorries and road tractors;Vehicle 5 years old;2017;679.1;594.8;84.3;869.5;594.8;274.7;81333.0;55638.0;25695.0;10690.0
214;Lorries and road tractors;Vehicle 5 years old;2018;691.6;596.3;95.3;911.7;596.3;315.4;81420.0;53250.0;28170.0;11198.0
215;Lorries and road tractors;Vehicle 5 years old;2019;606.9;533.9;73.1;759.1;533.9;225.2;77469.0;54484.0;22985.0;9799.0
216;Lorries and road tractors;Vehicle 5 years old;2020;761.5;655.8;105.7;951.9;655.8;296.1;75873.0;52272.0;23602.0;12546.0
217;Lorries and road tractors;Vehicle 6 years old;1990;330.0;311.0;19.0;423.0;311.0;112.0;;;;
218;Lorries and road tractors;Vehicle 6 years old;1991;420.0;393.0;27.0;555.0;393.0;162.0;;;;
219;Lorries and road tractors;Vehicle 6 years old;1992;517.0;486.0;31.0;681.0;486.0;195.0;;;;
220;Lorries and road tractors;Vehicle 6 years old;1993;516.0;484.0;32.0;686.0;484.0;202.0;;;;
221;Lorries and road tractors;Vehicle 6 years old;1994;490.0;459.0;31.0;659.0;459.0;200.0;;;;
222;Lorries and road tractors;Vehicle 6 years old;1995;510.0;480.0;31.0;690.0;480.0;210.0;;;;
223;Lorries and road tractors;Vehicle 6 years old;1996;506.0;475.0;31.0;687.0;475.0;211.0;;;;
224;Lorries and road tractors;Vehicle 6 years old;1997;513.0;483.0;31.0;698.0;483.0;216.0;;;;
225;Lorries and road tractors;Vehicle 6 years old;1998;520.0;490.0;31.0;712.0;490.0;222.0;;;;
226;Lorries and road tractors;Vehicle 6 years old;1999;560.0;529.0;30.0;772.0;529.0;243.0;;;;
227;Lorries and road tractors;Vehicle 6 years old;2000;551.0;519.0;33.0;760.0;519.0;241.0;;;;
228;Lorries and road tractors;Vehicle 6 years old;2001;509.0;475.0;34.0;700.0;475.0;225.0;;;;
229;Lorries and road tractors;Vehicle 6 years old;2002;527.9;493.3;34.5;721.7;493.3;228.4;58911.0;40269.0;18641.0;12251.0
230;Lorries and road tractors;Vehicle 6 years old;2003;511.7;478.8;32.9;703.9;478.8;225.2;61104.0;41559.0;19545.0;11520.0
231;Lorries and road tractors;Vehicle 6 years old;2004;672.3;624.6;47.7;931.1;624.6;306.5;65639.0;44030.0;21608.0;14185.0
232;Lorries and road tractors;Vehicle 6 years old;2005;684.8;634.3;50.5;940.5;634.3;306.1;69500.0;46877.0;22624.0;13532.0
233;Lorries and road tractors;Vehicle 6 years old;2006;701.5;643.9;57.6;961.7;643.9;317.8;70124.0;46949.0;23175.0;13715.0
234;Lorries and road tractors;Vehicle 6 years old;2007;708.2;646.4;61.9;965.6;646.4;319.2;72127.0;48285.0;23842.0;13387.0
235;Lorries and road tractors;Vehicle 6 years old;2008;539.2;490.3;49.0;734.9;490.3;244.7;68795.0;45891.0;22904.0;10683.0
236;Lorries and road tractors;Vehicle 6 years old;2009;519.1;469.2;49.9;710.0;469.2;240.8;68453.0;45235.0;23218.0;10372.0
237;Lorries and road tractors;Vehicle 6 years old;2010;580.9;519.2;61.8;808.1;519.2;288.9;73604.0;47288.0;26316.0;10979.0
238;Lorries and road tractors;Vehicle 6 years old;2011;605.5;546.3;59.2;837.8;546.3;291.5;74619.0;48659.0;25960.0;11228.0
239;Lorries and road tractors;Vehicle 6 years old;2012;919.6;825.0;94.7;1268.5;825.0;443.5;77354.0;50309.0;27045.0;16398.0
240;Lorries and road tractors;Vehicle 6 years old;2013;734.3;659.6;74.7;1022.1;659.6;362.6;74331.0;47964.0;26367.0;13751.0
241;Lorries and road tractors;Vehicle 6 years old;2014;840.4;750.2;90.2;1167.1;750.2;417.0;73724.0;47386.0;26338.0;15831.0
242;Lorries and road tractors;Vehicle 6 years old;2015;537.9;487.0;50.9;692.0;487.0;204.9;68968.0;48543.0;20424.0;10033.0
243;Lorries and road tractors;Vehicle 6 years old;2016;469.7;423.6;46.1;582.2;423.6;158.5;69206.0;50358.0;18848.0;8412.0
244;Lorries and road tractors;Vehicle 6 years old;2017;603.8;535.3;68.5;758.4;535.3;223.2;72340.0;51055.0;21285.0;10484.0
245;Lorries and road tractors;Vehicle 6 years old;2018;580.3;510.9;69.4;740.7;510.9;229.8;72606.0;50078.0;22527.0;10202.0
246;Lorries and road tractors;Vehicle 6 years old;2019;609.5;532.5;77.0;769.8;532.5;237.3;72286.0;50003.0;22283.0;10650.0
247;Lorries and road tractors;Vehicle 6 years old;2020;521.9;455.0;66.9;642.5;455.0;187.5;68849.0;48756.0;20094.0;9332.0
248;Lorries and road tractors;Vehicle 7 years old;1990;205.0;195.0;10.0;254.0;195.0;59.0;;;;
249;Lorries and road tractors;Vehicle 7 years old;1991;312.0;295.0;17.0;396.0;295.0;102.0;;;;
250;Lorries and road tractors;Vehicle 7 years old;1992;357.0;338.0;19.0;455.0;338.0;117.0;;;;
251;Lorries and road tractors;Vehicle 7 years old;1993;355.0;336.0;19.0;457.0;336.0;121.0;;;;
252;Lorries and road tractors;Vehicle 7 years old;1994;333.0;315.0;17.0;429.0;315.0;114.0;;;;
253;Lorries and road tractors;Vehicle 7 years old;1995;346.0;329.0;18.0;448.0;329.0;119.0;;;;
254;Lorries and road tractors;Vehicle 7 years old;1996;342.0;325.0;17.0;444.0;325.0;119.0;;;;
255;Lorries and road tractors;Vehicle 7 years old;1997;347.0;329.0;17.0;451.0;329.0;122.0;;;;
256;Lorries and road tractors;Vehicle 7 years old;1998;350.0;333.0;17.0;458.0;333.0;125.0;;;;
257;Lorries and road tractors;Vehicle 7 years old;1999;376.0;359.0;17.0;495.0;359.0;136.0;;;;
258;Lorries and road tractors;Vehicle 7 years old;2000;369.0;351.0;18.0;485.0;351.0;135.0;;;;
259;Lorries and road tractors;Vehicle 7 years old;2001;327.0;310.0;17.0;423.0;310.0;114.0;;;;
260;Lorries and road tractors;Vehicle 7 years old;2002;381.2;359.2;22.0;504.4;359.2;145.1;49866.0;35516.0;14350.0;10115.0
261;Lorries and road tractors;Vehicle 7 years old;2003;417.6;394.7;22.9;551.3;394.7;156.6;51901.0;37158.0;14742.0;10623.0
262;Lorries and road tractors;Vehicle 7 years old;2004;417.3;392.8;24.5;550.1;392.8;157.3;54318.0;38786.0;15531.0;10127.0
263;Lorries and road tractors;Vehicle 7 years old;2005;552.3;516.7;35.5;732.2;516.7;215.5;59147.0;41742.0;17406.0;12379.0
264;Lorries and road tractors;Vehicle 7 years old;2006;568.6;529.1;39.5;747.0;529.1;217.9;62610.0;44350.0;18260.0;11931.0
265;Lorries and road tractors;Vehicle 7 years old;2007;586.0;543.1;42.9;764.6;543.1;221.5;62849.0;44641.0;18208.0;12165.0
266;Lorries and road tractors;Vehicle 7 years old;2008;589.9;547.0;43.0;761.7;547.0;214.8;62380.0;44792.0;17588.0;12211.0
267;Lorries and road tractors;Vehicle 7 years old;2009;456.4;423.0;33.5;584.4;423.0;161.4;59558.0;43106.0;16452.0;9812.0
268;Lorries and road tractors;Vehicle 7 years old;2010;424.8;390.6;34.2;550.8;390.6;160.2;60424.0;42852.0;17572.0;9115.0
269;Lorries and road tractors;Vehicle 7 years old;2011;488.9;443.5;45.4;667.2;443.5;223.7;68223.0;45351.0;22871.0;9779.0
270;Lorries and road tractors;Vehicle 7 years old;2012;513.4;470.3;43.1;672.3;470.3;202.0;66487.0;46511.0;19977.0;10111.0
271;Lorries and road tractors;Vehicle 7 years old;2013;743.4;666.4;77.0;1039.7;666.4;373.3;70647.0;45280.0;25367.0;14717.0
272;Lorries and road tractors;Vehicle 7 years old;2014;643.9;581.6;62.3;869.7;581.6;288.1;69161.0;46253.0;22908.0;12575.0
273;Lorries and road tractors;Vehicle 7 years old;2015;756.2;679.7;76.5;987.8;679.7;308.1;66820.0;45978.0;20841.0;14783.0
274;Lorries and road tractors;Vehicle 7 years old;2016;482.8;437.3;45.5;594.0;437.3;156.7;62144.0;45755.0;16389.0;9558.0
275;Lorries and road tractors;Vehicle 7 years old;2017;407.0;367.3;39.8;496.8;367.3;129.5;62359.0;46104.0;16255.0;7966.0
276;Lorries and road tractors;Vehicle 7 years old;2018;494.4;437.8;56.7;625.3;437.8;187.6;63810.0;44670.0;19140.0;9800.0
277;Lorries and road tractors;Vehicle 7 years old;2019;484.2;434.6;49.6;587.5;434.6;152.9;62351.0;46122.0;16229.0;9422.0
278;Lorries and road tractors;Vehicle 7 years old;2020;508.5;444.3;64.1;624.1;444.3;179.7;63666.0;45331.0;18336.0;9802.0
279;Lorries and road tractors;Vehicle 8 years old;1990;170.0;163.0;7.0;205.0;163.0;42.0;;;;
280;Lorries and road tractors;Vehicle 8 years old;1991;204.0;194.0;9.0;250.0;194.0;56.0;;;;
281;Lorries and road tractors;Vehicle 8 years old;1992;273.0;261.0;12.0;336.0;261.0;75.0;;;;
282;Lorries and road tractors;Vehicle 8 years old;1993;271.0;259.0;12.0;336.0;259.0;78.0;;;;
283;Lorries and road tractors;Vehicle 8 years old;1994;219.0;209.0;10.0;271.0;209.0;62.0;;;;
284;Lorries and road tractors;Vehicle 8 years old;1995;228.0;218.0;10.0;283.0;218.0;65.0;;;;
285;Lorries and road tractors;Vehicle 8 years old;1996;224.0;215.0;9.0;279.0;215.0;65.0;;;;
286;Lorries and road tractors;Vehicle 8 years old;1997;227.0;217.0;9.0;283.0;217.0;66.0;;;;
287;Lorries and road tractors;Vehicle 8 years old;1998;228.0;219.0;9.0;286.0;219.0;67.0;;;;
288;Lorries and road tractors;Vehicle 8 years old;1999;245.0;235.0;9.0;308.0;235.0;73.0;;;;
289;Lorries and road tractors;Vehicle 8 years old;2000;239.0;229.0;10.0;301.0;229.0;72.0;;;;
290;Lorries and road tractors;Vehicle 8 years old;2001;170.0;163.0;7.0;211.0;163.0;49.0;;;;
291;Lorries and road tractors;Vehicle 8 years old;2002;238.5;227.8;10.7;298.4;227.8;70.6;41009.0;31308.0;9701.0;7277.0
292;Lorries and road tractors;Vehicle 8 years old;2003;284.2;270.6;13.6;363.6;270.6;93.0;42761.0;31829.0;10932.0;8503.0
293;Lorries and road tractors;Vehicle 8 years old;2004;319.7;303.8;15.8;405.5;303.8;101.7;44811.0;33576.0;11235.0;9049.0
294;Lorries and road tractors;Vehicle 8 years old;2005;336.0;318.2;17.8;426.3;318.2;108.1;48586.0;36263.0;12323.0;8775.0
295;Lorries and road tractors;Vehicle 8 years old;2006;436.1;410.0;26.1;554.3;410.0;144.3;52525.0;38847.0;13677.0;10553.0
296;Lorries and road tractors;Vehicle 8 years old;2007;449.5;422.1;27.3;563.2;422.1;141.1;54189.0;40614.0;13575.0;10394.0
297;Lorries and road tractors;Vehicle 8 years old;2008;467.8;439.5;28.3;581.1;439.5;141.6;54168.0;40965.0;13203.0;10728.0
298;Lorries and road tractors;Vehicle 8 years old;2009;450.1;421.8;28.2;558.1;421.8;136.3;51528.0;38946.0;12582.0;10831.0
299;Lorries and road tractors;Vehicle 8 years old;2010;367.3;346.7;20.6;443.2;346.7;96.4;52496.0;41071.0;11425.0;8442.0
300;Lorries and road tractors;Vehicle 8 years old;2011;334.4;311.3;23.1;425.1;311.3;113.8;54537.0;39936.0;14601.0;7794.0
301;Lorries and road tractors;Vehicle 8 years old;2012;380.4;348.7;31.6;497.0;348.7;148.2;58106.0;40774.0;17332.0;8553.0
302;Lorries and road tractors;Vehicle 8 years old;2013;380.6;348.0;32.6;506.3;348.0;158.3;58513.0;40219.0;18294.0;8652.0
303;Lorries and road tractors;Vehicle 8 years old;2014;590.9;532.4;58.4;802.6;532.4;270.2;63172.0;41907.0;21265.0;12705.0
304;Lorries and road tractors;Vehicle 8 years old;2015;536.8;482.0;54.8;702.5;482.0;220.5;62010.0;42548.0;19463.0;11329.0
305;Lorries and road tractors;Vehicle 8 years old;2016;644.9;584.0;60.9;793.5;584.0;209.5;58953.0;43387.0;15566.0;13460.0
306;Lorries and road tractors;Vehicle 8 years old;2017;410.8;379.0;31.8;482.7;379.0;103.6;55287.0;43417.0;11870.0;8730.0
307;Lorries and road tractors;Vehicle 8 years old;2018;324.4;294.4;29.9;393.6;294.4;99.1;54243.0;40579.0;13664.0;7256.0
308;Lorries and road tractors;Vehicle 8 years old;2019;383.9;347.2;36.7;460.4;347.2;113.2;52572.0;39647.0;12926.0;8757.0
309;Lorries and road tractors;Vehicle 8 years old;2020;355.0;322.3;32.7;413.9;322.3;91.6;50337.0;39196.0;11141.0;8222.0
310;Lorries and road tractors;Vehicle 9 years old or older;1990;489.0;474.0;15.0;561.0;474.0;87.0;;;;
311;Lorries and road tractors;Vehicle 9 years old or older;1991;698.0;676.0;22.0;809.0;676.0;134.0;;;;
312;Lorries and road tractors;Vehicle 9 years old or older;1992;695.0;673.0;22.0;806.0;673.0;133.0;;;;
313;Lorries and road tractors;Vehicle 9 years old or older;1993;683.0;662.0;22.0;798.0;662.0;137.0;;;;
314;Lorries and road tractors;Vehicle 9 years old or older;1994;831.0;806.0;25.0;967.0;806.0;161.0;;;;
315;Lorries and road tractors;Vehicle 9 years old or older;1995;862.0;837.0;25.0;1005.0;837.0;168.0;;;;
316;Lorries and road tractors;Vehicle 9 years old or older;1996;842.0;818.0;24.0;983.0;818.0;165.0;;;;
317;Lorries and road tractors;Vehicle 9 years old or older;1997;849.0;826.0;24.0;993.0;826.0;167.0;;;;
318;Lorries and road tractors;Vehicle 9 years old or older;1998;849.0;826.0;23.0;994.0;826.0;169.0;;;;
319;Lorries and road tractors;Vehicle 9 years old or older;1999;905.0;882.0;23.0;1064.0;882.0;182.0;;;;
320;Lorries and road tractors;Vehicle 9 years old or older;2000;875.0;851.0;24.0;1028.0;851.0;177.0;;;;
321;Lorries and road tractors;Vehicle 9 years old or older;2001;957.0;927.0;30.0;1129.0;927.0;203.0;;;;
322;Lorries and road tractors;Vehicle 9 years old or older;2002;762.0;738.6;23.5;893.7;738.6;155.1;18860.0;15587.0;3274.0;47385.0
323;Lorries and road tractors;Vehicle 9 years old or older;2003;713.9;692.4;21.6;840.0;692.4;147.7;18448.0;15205.0;3243.0;45536.0
324;Lorries and road tractors;Vehicle 9 years old or older;2004;739.0;714.3;24.6;872.5;714.3;158.2;19000.0;15555.0;3445.0;45923.0
325;Lorries and road tractors;Vehicle 9 years old or older;2005;808.5;779.2;29.2;956.5;779.2;177.2;20724.0;16884.0;3840.0;46152.0
326;Lorries and road tractors;Vehicle 9 years old or older;2006;889.6;853.9;35.8;1051.3;853.9;197.4;22266.0;18084.0;4182.0;47216.0
327;Lorries and road tractors;Vehicle 9 years old or older;2007;1043.0;999.8;43.2;1222.8;999.8;223.0;24447.0;19988.0;4458.0;50020.0
328;Lorries and road tractors;Vehicle 9 years old or older;2008;1193.5;1145.8;47.8;1384.4;1145.8;238.7;26331.0;21791.0;4540.0;52579.0
329;Lorries and road tractors;Vehicle 9 years old or older;2009;1155.3;1110.3;45.0;1327.7;1110.3;217.4;24415.0;20417.0;3997.0;54379.0
330;Lorries and road tractors;Vehicle 9 years old or older;2010;1140.4;1104.0;36.4;1274.4;1104.0;170.4;23303.0;20187.0;3115.0;54687.0
331;Lorries and road tractors;Vehicle 9 years old or older;2011;1137.5;1092.0;45.6;1316.5;1092.0;224.5;24399.0;20239.0;4161.0;53955.0
332;Lorries and road tractors;Vehicle 9 years old or older;2012;1071.4;1022.2;49.2;1252.5;1022.2;230.3;23622.0;19279.0;4343.0;53022.0
333;Lorries and road tractors;Vehicle 9 years old or older;2013;1025.0;961.3;63.7;1270.3;961.3;309.0;24160.0;18282.0;5878.0;52578.0
334;Lorries and road tractors;Vehicle 9 years old or older;2014;1037.1;963.9;73.2;1302.1;963.9;338.2;24877.0;18415.0;6462.0;52344.0
335;Lorries and road tractors;Vehicle 9 years old or older;2015;1274.7;1176.3;98.5;1572.7;1176.3;396.4;28105.0;21021.0;7084.0;55958.0
336;Lorries and road tractors;Vehicle 9 years old or older;2016;1449.9;1334.0;115.9;1732.9;1334.0;398.9;29487.0;22700.0;6787.0;58767.0
337;Lorries and road tractors;Vehicle 9 years old or older;2017;1627.5;1495.2;132.3;1926.1;1495.2;430.9;30151.0;23406.0;6745.0;63881.0
338;Lorries and road tractors;Vehicle 9 years old or older;2018;1559.9;1446.8;113.1;1821.3;1446.8;374.5;28328.0;22503.0;5825.0;64293.0
339;Lorries and road tractors;Vehicle 9 years old or older;2019;1364.6;1271.0;93.5;1559.4;1271.0;288.4;24707.0;20138.0;4569.0;63117.0
340;Lorries and road tractors;Vehicle 9 years old or older;2020;1189.7;1106.3;83.5;1340.2;1106.3;234.0;21454.0;17709.0;3745.0;62469.0
341;Road tractor;Total goods vehicles;1990;2074.0;1810.0;264.0;3380.0;1810.0;1570.0;;;;
342;Road tractor;Total goods vehicles;1991;2204.0;1920.0;284.0;3630.0;1920.0;1710.0;;;;
343;Road tractor;Total goods vehicles;1992;2412.0;2120.0;292.0;3930.0;2120.0;1810.0;;;;
344;Road tractor;Total goods vehicles;1993;2498.0;2200.0;298.0;4090.0;2200.0;1890.0;;;;
345;Road tractor;Total goods vehicles;1994;2472.0;2146.0;326.0;4271.0;2146.0;2125.0;;;;
346;Road tractor;Total goods vehicles;1995;2619.0;2287.0;332.0;4551.0;2287.0;2264.0;;;;
347;Road tractor;Total goods vehicles;1996;2689.0;2351.0;339.0;4678.0;2351.0;2327.0;;;;
348;Road tractor;Total goods vehicles;1997;2758.0;2419.0;339.0;4814.0;2419.0;2395.0;;;;
349;Road tractor;Total goods vehicles;1998;2893.0;2546.0;347.0;5066.0;2546.0;2520.0;;;;
350;Road tractor;Total goods vehicles;1999;3172.0;2822.0;350.0;5616.0;2822.0;2794.0;;;;
351;Road tractor;Total goods vehicles;2000;3243.0;2860.0;383.0;5692.0;2860.0;2832.0;;;;
352;Road tractor;Total goods vehicles;2001;3416.0;2967.0;449.0;5964.0;2967.0;2998.0;;;;
353;Road tractor;Total goods vehicles;2002;3572.4;3097.0;475.4;6240.0;3097.0;3142.9;85755.0;42562.0;43193.0;72765.0
354;Road tractor;Total goods vehicles;2003;3696.0;3229.2;466.8;6424.3;3229.2;3195.1;87701.0;44084.0;43617.0;73252.0
355;Road tractor;Total goods vehicles;2004;3825.0;3323.3;501.6;6544.8;3323.3;3221.4;87623.0;44494.0;43129.0;74692.0
356;Road tractor;Total goods vehicles;2005;3990.0;3449.2;540.8;6727.5;3449.2;3278.3;88373.0;45309.0;43064.0;76126.0
357;Road tractor;Total goods vehicles;2006;4187.5;3577.0;610.5;6948.3;3577.0;3371.3;85296.0;43911.0;41386.0;81461.0
358;Road tractor;Total goods vehicles;2007;4370.0;3692.9;677.1;7187.0;3692.9;3494.1;85422.0;43892.0;41530.0;84136.0
359;Road tractor;Total goods vehicles;2008;4578.1;3913.3;664.8;7235.1;3913.3;3321.8;82468.0;44605.0;37863.0;87732.0
360;Road tractor;Total goods vehicles;2009;4557.8;3930.6;627.2;6957.3;3930.6;3026.7;80480.0;45467.0;35012.0;86448.0
361;Road tractor;Total goods vehicles;2010;4628.7;4051.7;576.9;6750.6;4051.7;2698.9;81060.0;48652.0;32408.0;83280.0
362;Road tractor;Total goods vehicles;2011;4623.3;4062.5;560.8;6825.9;4062.5;2763.4;80996.0;48206.0;32790.0;84275.0
363;Road tractor;Total goods vehicles;2012;4610.8;4053.7;557.0;6662.7;4053.7;2609.0;78831.0;47962.0;30869.0;84519.0
364;Road tractor;Total goods vehicles;2013;4408.7;3848.4;560.3;6566.2;3848.4;2717.8;76877.0;45057.0;31820.0;85412.0
365;Road tractor;Total goods vehicles;2014;4477.5;3903.0;574.6;6559.3;3903.0;2656.3;78455.0;46683.0;31772.0;83606.0
366;Road tractor;Total goods vehicles;2015;4747.8;4129.8;618.1;6618.4;4129.8;2488.6;77192.0;48166.0;29025.0;85740.0
367;Road tractor;Total goods vehicles;2016;5106.8;4423.9;682.9;6774.9;4423.9;2351.0;76800.0;50150.0;26651.0;88214.0
368;Road tractor;Total goods vehicles;2017;5199.9;4455.3;744.6;6880.8;4455.3;2425.5;75874.0;49128.0;26746.0;90687.0
369;Road tractor;Total goods vehicles;2018;5264.7;4522.9;741.8;6979.1;4522.9;2456.2;73863.0;47868.0;25995.0;94487.0
370;Road tractor;Total goods vehicles;2019;5341.7;4587.3;754.3;6913.1;4587.3;2325.7;70824.0;46997.0;23827.0;97609.0
371;Road tractor;Total goods vehicles;2020;5364.8;4581.2;783.6;6777.4;4581.2;2196.2;70789.0;47850.0;22939.0;95741.0
372;Road tractor;Vehicle 0 years old;1990;271.0;225.0;46.0;497.0;225.0;272.0;;;;
373;Road tractor;Vehicle 0 years old;1991;221.0;182.0;40.0;419.0;182.0;238.0;;;;
374;Road tractor;Vehicle 0 years old;1992;272.0;226.0;46.0;511.0;226.0;286.0;;;;
375;Road tractor;Vehicle 0 years old;1993;281.0;234.0;47.0;532.0;234.0;298.0;;;;
376;Road tractor;Vehicle 0 years old;1994;225.0;183.0;42.0;454.0;183.0;270.0;;;;
377;Road tractor;Vehicle 0 years old;1995;238.0;195.0;42.0;483.0;195.0;288.0;;;;
378;Road tractor;Vehicle 0 years old;1996;244.0;201.0;43.0;497.0;201.0;296.0;;;;
379;Road tractor;Vehicle 0 years old;1997;250.0;207.0;43.0;511.0;207.0;305.0;;;;
380;Road tractor;Vehicle 0 years old;1998;262.0;217.0;44.0;538.0;217.0;321.0;;;;
381;Road tractor;Vehicle 0 years old;1999;285.0;241.0;45.0;597.0;241.0;356.0;;;;
382;Road tractor;Vehicle 0 years old;2000;293.0;244.0;49.0;605.0;244.0;360.0;;;;
383;Road tractor;Vehicle 0 years old;2001;256.0;209.0;47.0;522.0;209.0;313.0;;;;
384;Road tractor;Vehicle 0 years old;2002;261.1;212.8;48.3;532.1;212.8;319.2;73499.0;29400.0;44099.0;7239.0
385;Road tractor;Vehicle 0 years old;2003;272.7;223.7;49.0;559.3;223.7;335.6;76887.0;30755.0;46132.0;7274.0
386;Road tractor;Vehicle 0 years old;2004;317.6;257.5;60.1;643.7;257.5;386.2;75456.0;30183.0;45274.0;8531.0
387;Road tractor;Vehicle 0 years old;2005;298.9;239.6;59.3;599.1;239.6;359.4;69627.0;27851.0;41776.0;8604.0
388;Road tractor;Vehicle 0 years old;2006;370.2;291.1;79.1;727.8;291.1;436.7;55975.0;22390.0;33585.0;13003.0
389;Road tractor;Vehicle 0 years old;2007;281.6;218.2;63.4;545.5;218.2;327.3;50056.0;20022.0;30034.0;10898.0
390;Road tractor;Vehicle 0 years old;2008;375.2;301.4;73.7;669.8;301.4;368.4;55961.0;25182.0;30778.0;11970.0
391;Road tractor;Vehicle 0 years old;2009;244.8;203.6;41.2;402.6;203.6;199.0;64625.0;32675.0;31949.0;6230.0
392;Road tractor;Vehicle 0 years old;2010;217.8;193.0;24.9;309.2;193.0;116.3;54324.0;33900.0;20424.0;5692.0
393;Road tractor;Vehicle 0 years old;2011;293.8;252.8;41.0;454.9;252.8;202.1;52684.0;29275.0;23409.0;8634.0
394;Road tractor;Vehicle 0 years old;2012;266.8;223.8;43.0;425.1;223.8;201.3;51756.0;27246.0;24509.0;8214.0
395;Road tractor;Vehicle 0 years old;2013;218.3;180.2;38.1;364.8;180.2;184.6;39073.0;19302.0;19771.0;9336.0
396;Road tractor;Vehicle 0 years old;2014;208.4;177.6;30.8;319.9;177.6;142.4;43462.0;24121.0;19340.0;7361.0
397;Road tractor;Vehicle 0 years old;2015;360.6;306.2;54.4;525.3;306.2;219.0;53816.0;31374.0;22441.0;9761.0
398;Road tractor;Vehicle 0 years old;2016;430.1;359.9;70.3;601.8;359.9;241.9;57270.0;34248.0;23023.0;10508.0
399;Road tractor;Vehicle 0 years old;2017;374.9;311.7;63.3;517.7;311.7;206.0;53207.0;32031.0;21176.0;9730.0
400;Road tractor;Vehicle 0 years old;2018;389.2;325.1;64.1;537.4;325.1;212.3;50746.0;30701.0;20045.0;10590.0
401;Road tractor;Vehicle 0 years old;2019;385.6;322.8;62.8;516.5;322.8;193.7;52199.0;32625.0;19575.0;9894.0
402;Road tractor;Vehicle 0 years old;2020;298.6;257.5;41.1;372.7;257.5;115.2;59090.0;40831.0;18259.0;6307.0
