ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
2708;Schouwen-Duiveland;Paar met kinderen;4.2;4.1;8.0;6.0
2709;Schouwen-Duiveland;Eenoudergezin;0.7;0.6;18.0;24.0
2710;Ambt Montfort;Totaal particulier huishouden;4.3;4.1;6.0;5.0
2711;Ambt Montfort;Eenpersoonshuishouden;0.9;0.9;11.0;8.0
2712;Ambt Montfort;Paar zonder kinderen;1.6;1.5;;
2713;Ambt Montfort;Paar met kinderen;1.5;1.4;;
2714;Ambt Montfort;Eenoudergezin;0.2;0.2;;
2715;Aa en Hunze;Totaal particulier huishouden;10.2;9.9;7.0;6.0
2716;Aa en Hunze;Eenpersoonshuishouden;2.4;2.3;10.0;9.0
2717;Aa en Hunze;Paar zonder kinderen;3.8;3.8;4.0;4.0
2718;Aa en Hunze;Paar met kinderen;3.3;3.2;6.0;5.0
2719;Aa en Hunze;Eenoudergezin;0.4;0.4;22.0;22.0
2720;Borger-Odoorn;Totaal particulier huishouden;10.5;10.1;8.0;7.0
2721;Borger-Odoorn;Eenpersoonshuishouden;2.3;2.2;11.0;10.0
2722;Borger-Odoorn;Paar zonder kinderen;4.0;3.9;4.0;4.0
2723;Borger-Odoorn;Paar met kinderen;3.6;3.4;9.0;6.0
2724;Borger-Odoorn;Eenoudergezin;0.4;0.4;24.0;26.0
2725;Cuijk;Totaal particulier huishouden;9.6;9.2;7.0;7.0
2726;Cuijk;Eenpersoonshuishouden;2.4;2.2;11.0;11.0
2727;Cuijk;Paar zonder kinderen;3.1;3.0;3.0;4.0
2728;Cuijk;Paar met kinderen;3.2;3.1;5.0;4.0
2729;Cuijk;Eenoudergezin;0.5;0.4;21.0;26.0
2730;Landerd;Totaal particulier huishouden;5.3;5.2;6.0;6.0
2731;Landerd;Eenpersoonshuishouden;1.1;1.1;7.0;8.0
2732;Landerd;Paar zonder kinderen;1.6;1.6;;
2733;Landerd;Paar met kinderen;2.2;2.1;7.0;6.0
2734;Landerd;Eenoudergezin;0.2;0.2;;
2735;De Wolden;Totaal particulier huishouden;9.2;9.0;7.0;6.0
2736;De Wolden;Eenpersoonshuishouden;2.2;2.1;9.0;8.0
2737;De Wolden;Paar zonder kinderen;3.1;3.0;4.0;4.0
2738;De Wolden;Paar met kinderen;3.3;3.3;7.0;6.0
2739;De Wolden;Eenoudergezin;0.4;0.4;;
2740;Noord-Beveland;Totaal particulier huishouden;3.1;3.0;9.0;8.0
2741;Noord-Beveland;Eenpersoonshuishouden;0.8;0.8;14.0;13.0
2742;Noord-Beveland;Paar zonder kinderen;1.2;1.2;7.0;7.0
2743;Noord-Beveland;Paar met kinderen;0.8;0.8;;
2744;Noord-Beveland;Eenoudergezin;0.1;0.1;;
2745;Wijdemeren;Totaal particulier huishouden;9.5;9.2;7.0;6.0
2746;Wijdemeren;Eenpersoonshuishouden;2.6;2.5;11.0;10.0
2747;Wijdemeren;Paar zonder kinderen;3.0;3.0;3.0;3.0
2748;Wijdemeren;Paar met kinderen;3.1;3.0;6.0;4.0
2749;Wijdemeren;Eenoudergezin;0.6;0.5;;13.0
2750;Noordenveld;Totaal particulier huishouden;13.3;12.9;6.0;6.0
2751;Noordenveld;Eenpersoonshuishouden;3.5;3.4;10.0;10.0
2752;Noordenveld;Paar zonder kinderen;4.8;4.7;3.0;3.0
2753;Noordenveld;Paar met kinderen;4.1;4.0;6.0;5.0
2754;Noordenveld;Eenoudergezin;0.5;0.5;15.0;21.0
2755;Twenterand;Totaal particulier huishouden;11.9;11.5;7.0;6.0
2756;Twenterand;Eenpersoonshuishouden;2.3;2.2;11.0;10.0
2757;Twenterand;Paar zonder kinderen;3.4;3.3;4.0;4.0
2758;Twenterand;Paar met kinderen;5.0;4.9;8.0;5.0
2759;Twenterand;Eenoudergezin;0.6;0.6;;14.0
2760;Westerveld;Totaal particulier huishouden;7.8;7.6;6.0;6.0
2761;Westerveld;Eenpersoonshuishouden;2.0;2.0;9.0;9.0
2762;Westerveld;Paar zonder kinderen;2.9;2.9;3.0;3.0
2763;Westerveld;Paar met kinderen;2.4;2.3;7.0;6.0
2764;Westerveld;Eenoudergezin;0.3;0.3;;
2765;Sint Anthonis;Totaal particulier huishouden;4.3;4.2;6.0;5.0
2766;Sint Anthonis;Eenpersoonshuishouden;1.0;0.9;;
2767;Sint Anthonis;Paar zonder kinderen;1.3;1.3;;
2768;Sint Anthonis;Paar met kinderen;1.7;1.7;7.0;6.0
2769;Sint Anthonis;Eenoudergezin;0.2;0.2;;
2770;Lingewaard;Totaal particulier huishouden;16.5;16.2;5.0;5.0
2771;Lingewaard;Eenpersoonshuishouden;3.4;3.3;8.0;7.0
2772;Lingewaard;Paar zonder kinderen;5.4;5.4;2.0;3.0
2773;Lingewaard;Paar met kinderen;6.3;6.2;5.0;3.0
2774;Lingewaard;Eenoudergezin;0.8;0.8;15.0;19.0
2775;Cranendonck;Totaal particulier huishouden;7.8;7.6;7.0;7.0
2776;Cranendonck;Eenpersoonshuishouden;1.7;1.6;11.0;11.0
2777;Cranendonck;Paar zonder kinderen;2.7;2.7;5.0;5.0
2778;Cranendonck;Paar met kinderen;2.8;2.7;5.0;4.0
2779;Cranendonck;Eenoudergezin;0.4;0.4;;
2780;Steenwijkerland;Totaal particulier huishouden;17.4;16.8;8.0;8.0
2781;Steenwijkerland;Eenpersoonshuishouden;4.8;4.6;13.0;13.0
2782;Steenwijkerland;Paar zonder kinderen;5.7;5.6;5.0;5.0
2783;Steenwijkerland;Paar met kinderen;5.7;5.4;8.0;5.0
2784;Steenwijkerland;Eenoudergezin;0.8;0.8;18.0;21.0
2785;Moerdijk;Totaal particulier huishouden;14.6;14.2;6.0;6.0
2786;Moerdijk;Eenpersoonshuishouden;3.2;3.2;10.0;9.0
2787;Moerdijk;Paar zonder kinderen;5.2;5.1;3.0;4.0
2788;Moerdijk;Paar met kinderen;5.1;4.9;5.0;4.0
2789;Moerdijk;Eenoudergezin;0.7;0.7;21.0;22.0
2790;Echt-Susteren;Totaal particulier huishouden;13.0;12.7;7.0;7.0
2791;Echt-Susteren;Eenpersoonshuishouden;3.2;3.1;10.0;12.0
2792;Echt-Susteren;Paar zonder kinderen;4.4;4.3;4.0;4.0
2793;Echt-Susteren;Paar met kinderen;4.2;4.1;6.0;5.0
2794;Echt-Susteren;Eenoudergezin;0.7;0.7;20.0;22.0
2795;Sluis;Totaal particulier huishouden;10.8;10.3;8.0;7.0
2796;Sluis;Eenpersoonshuishouden;3.3;3.1;12.0;12.0
2797;Sluis;Paar zonder kinderen;3.8;3.7;4.0;4.0
2798;Sluis;Paar met kinderen;2.9;2.8;7.0;5.0
2799;Sluis;Eenoudergezin;0.5;0.5;17.0;19.0
2800;Drimmelen;Totaal particulier huishouden;10.2;9.9;5.0;4.0
2801;Drimmelen;Eenpersoonshuishouden;2.1;2.0;7.0;8.0
2802;Drimmelen;Paar zonder kinderen;3.6;3.5;;2.0
2803;Drimmelen;Paar met kinderen;3.9;3.8;4.0;3.0
2804;Drimmelen;Eenoudergezin;0.4;0.3;;
2805;Bernheze;Totaal particulier huishouden;10.3;10.1;6.0;6.0
2806;Bernheze;Eenpersoonshuishouden;2.0;2.0;9.0;8.0
2807;Bernheze;Paar zonder kinderen;3.2;3.1;2.0;3.0
2808;Bernheze;Paar met kinderen;4.4;4.3;6.0;5.0
2809;Bernheze;Eenoudergezin;0.4;0.4;18.0;23.0
2810;Ferwerderadiel;Totaal particulier huishouden;3.5;3.4;11.0;10.0
2811;Ferwerderadiel;Eenpersoonshuishouden;0.9;0.9;17.0;16.0
2812;Ferwerderadiel;Paar zonder kinderen;1.1;1.1;;
2813;Ferwerderadiel;Paar met kinderen;1.3;1.2;11.0;7.0
2814;Ferwerderadiel;Eenoudergezin;0.2;0.2;;
2815;Alphen-Chaam;Totaal particulier huishouden;3.5;3.4;7.0;7.0
2816;Alphen-Chaam;Eenpersoonshuishouden;0.7;0.7;;
2817;Alphen-Chaam;Paar zonder kinderen;1.1;1.1;;
2818;Alphen-Chaam;Paar met kinderen;1.4;1.4;6.0;5.0
2819;Alphen-Chaam;Eenoudergezin;0.2;0.2;;
2820;Bergeijk;Totaal particulier huishouden;6.8;6.6;8.0;7.0
2821;Bergeijk;Eenpersoonshuishouden;1.4;1.4;14.0;15.0
2822;Bergeijk;Paar zonder kinderen;2.3;2.2;4.0;4.0
2823;Bergeijk;Paar met kinderen;2.6;2.6;7.0;5.0
2824;Bergeijk;Eenoudergezin;0.2;0.2;;
2825;Bladel;Totaal particulier huishouden;7.1;6.9;5.0;5.0
2826;Bladel;Eenpersoonshuishouden;1.5;1.5;9.0;10.0
2827;Bladel;Paar zonder kinderen;2.3;2.2;;
2828;Bladel;Paar met kinderen;2.7;2.7;5.0;3.0
2829;Bladel;Eenoudergezin;0.3;0.3;;
2830;Gulpen-Wittem;Totaal particulier huishouden;6.0;5.7;5.0;5.0
2831;Gulpen-Wittem;Eenpersoonshuishouden;1.4;1.3;8.0;9.0
2832;Gulpen-Wittem;Paar zonder kinderen;2.0;1.9;;
2833;Gulpen-Wittem;Paar met kinderen;2.1;2.0;5.0;4.0
2834;Gulpen-Wittem;Eenoudergezin;0.3;0.3;;
2835;Tynaarlo;Totaal particulier huishouden;13.0;12.6;6.0;5.0
2836;Tynaarlo;Eenpersoonshuishouden;3.4;3.3;9.0;8.0
2837;Tynaarlo;Paar zonder kinderen;4.7;4.6;3.0;3.0
2838;Tynaarlo;Paar met kinderen;4.0;3.9;5.0;4.0
2839;Tynaarlo;Eenoudergezin;0.6;0.6;14.0;18.0
2840;Midden-Drenthe;Totaal particulier huishouden;13.1;12.8;7.0;7.0
2841;Midden-Drenthe;Eenpersoonshuishouden;3.2;3.2;9.0;10.0
2842;Midden-Drenthe;Paar zonder kinderen;4.5;4.4;4.0;4.0
2843;Midden-Drenthe;Paar met kinderen;4.5;4.4;8.0;6.0
2844;Midden-Drenthe;Eenoudergezin;0.5;0.5;15.0;23.0
2845;Overbetuwe;Totaal particulier huishouden;15.6;15.2;6.0;5.0
2846;Overbetuwe;Eenpersoonshuishouden;3.2;3.1;10.0;10.0
2847;Overbetuwe;Paar zonder kinderen;5.2;5.1;3.0;3.0
2848;Overbetuwe;Paar met kinderen;5.9;5.8;5.0;3.0
2849;Overbetuwe;Eenoudergezin;0.8;0.8;11.0;13.0
2850;Hof van Twente;Totaal particulier huishouden;13.7;13.3;7.0;7.0
2851;Hof van Twente;Eenpersoonshuishouden;3.4;3.3;10.0;10.0
2852;Hof van Twente;Paar zonder kinderen;4.5;4.4;3.0;3.0
2853;Hof van Twente;Paar met kinderen;4.5;4.4;8.0;6.0
2854;Hof van Twente;Eenoudergezin;0.5;0.5;;
2855;Neder-Betuwe;Totaal particulier huishouden;7.5;7.2;7.0;6.0
2856;Neder-Betuwe;Eenpersoonshuishouden;1.5;1.4;7.0;7.0
2857;Neder-Betuwe;Paar zonder kinderen;2.1;2.1;4.0;4.0
2858;Neder-Betuwe;Paar met kinderen;3.2;3.1;8.0;6.0
2859;Neder-Betuwe;Eenoudergezin;0.4;0.3;;
2860;Rijssen-Holten;Totaal particulier huishouden;12.6;12.3;6.0;5.0
2861;Rijssen-Holten;Eenpersoonshuishouden;2.7;2.6;6.0;5.0
2862;Rijssen-Holten;Paar zonder kinderen;3.7;3.6;3.0;3.0
2863;Rijssen-Holten;Paar met kinderen;5.3;5.1;6.0;4.0
2864;Rijssen-Holten;Eenoudergezin;0.5;0.5;;
2865;Geldrop-Mierlo;Totaal particulier huishouden;15.4;14.9;6.0;6.0
2866;Geldrop-Mierlo;Eenpersoonshuishouden;4.1;3.9;11.0;10.0
2867;Geldrop-Mierlo;Paar zonder kinderen;5.0;4.9;3.0;3.0
2868;Geldrop-Mierlo;Paar met kinderen;5.0;4.9;4.0;3.0
2869;Geldrop-Mierlo;Eenoudergezin;0.8;0.8;14.0;17.0
2870;Olst-Wijhe;Totaal particulier huishouden;6.5;6.3;7.0;6.0
2871;Olst-Wijhe;Eenpersoonshuishouden;1.5;1.4;11.0;9.0
2872;Olst-Wijhe;Paar zonder kinderen;2.1;2.1;3.0;4.0
2873;Olst-Wijhe;Paar met kinderen;2.5;2.4;8.0;6.0
2874;Olst-Wijhe;Eenoudergezin;0.3;0.3;;
2875;Dinkelland;Totaal particulier huishouden;9.1;8.9;6.0;6.0
2876;Dinkelland;Eenpersoonshuishouden;1.8;1.7;10.0;10.0
2877;Dinkelland;Paar zonder kinderen;2.8;2.7;3.0;4.0
2878;Dinkelland;Paar met kinderen;3.8;3.7;5.0;4.0
2879;Dinkelland;Eenoudergezin;0.4;0.3;;
2880;Westland;Totaal particulier huishouden;36.3;35.4;6.0;6.0
2881;Westland;Eenpersoonshuishouden;7.9;7.7;8.0;8.0
2882;Westland;Paar zonder kinderen;11.7;11.4;3.0;4.0
2883;Westland;Paar met kinderen;14.1;13.8;7.0;5.0
2884;Westland;Eenoudergezin;1.7;1.6;16.0;19.0
2885;Midden-Delfland;Totaal particulier huishouden;6.3;6.1;5.0;4.0
2886;Midden-Delfland;Eenpersoonshuishouden;1.5;1.4;6.0;6.0
2887;Midden-Delfland;Paar zonder kinderen;1.9;1.9;;
2888;Midden-Delfland;Paar met kinderen;2.6;2.6;5.0;4.0
2889;Midden-Delfland;Eenoudergezin;0.2;0.2;;
2890;Sittard-Geleen;Totaal particulier huishouden;42.0;40.3;9.0;9.0
2891;Sittard-Geleen;Eenpersoonshuishouden;13.0;12.4;15.0;14.0
2892;Sittard-Geleen;Paar zonder kinderen;13.1;12.6;4.0;4.0
2893;Sittard-Geleen;Paar met kinderen;11.9;11.4;7.0;5.0
2894;Sittard-Geleen;Eenoudergezin;2.7;2.5;20.0;26.0
2895;Zwartewaterland;Totaal particulier huishouden;7.7;7.5;6.0;5.0
2896;Zwartewaterland;Eenpersoonshuishouden;1.7;1.7;9.0;10.0
2897;Zwartewaterland;Paar zonder kinderen;2.1;2.1;;4.0
2898;Zwartewaterland;Paar met kinderen;3.4;3.3;5.0;2.0
2899;Zwartewaterland;Eenoudergezin;0.3;0.3;;
2900;Leidschendam-Voorburg;Totaal particulier huishouden;33.6;32.4;7.0;7.0
2901;Leidschendam-Voorburg;Eenpersoonshuishouden;12.5;12.1;9.0;9.0
2902;Leidschendam-Voorburg;Paar zonder kinderen;10.2;9.9;3.0;3.0
2903;Leidschendam-Voorburg;Paar met kinderen;7.9;7.6;7.0;5.0
2904;Leidschendam-Voorburg;Eenoudergezin;2.1;1.9;17.0;21.0
2905;Pijnacker-Nootdorp;Totaal particulier huishouden;13.6;13.3;5.0;5.0
2906;Pijnacker-Nootdorp;Eenpersoonshuishouden;2.6;2.5;6.0;5.0
2907;Pijnacker-Nootdorp;Paar zonder kinderen;4.2;4.2;2.0;2.0
2908;Pijnacker-Nootdorp;Paar met kinderen;5.7;5.6;5.0;4.0
2909;Pijnacker-Nootdorp;Eenoudergezin;0.7;0.6;20.0;22.0
2910;Heel;Totaal particulier huishouden;3.1;3.0;4.0;4.0
2911;Heel;Eenpersoonshuishouden;0.6;0.6;;
2912;Heel;Paar zonder kinderen;1.1;1.1;;
2913;Heel;Paar met kinderen;1.1;1.1;;
2914;Heel;Eenoudergezin;0.1;0.1;;
2915;Menterwolde;Totaal particulier huishouden;5.1;4.9;8.0;7.0
2916;Menterwolde;Eenpersoonshuishouden;1.2;1.1;12.0;12.0
2917;Menterwolde;Paar zonder kinderen;1.8;1.8;5.0;5.0
2918;Menterwolde;Paar met kinderen;1.8;1.7;8.0;5.0
2919;Menterwolde;Eenoudergezin;0.2;0.2;;
