ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBanen_1;Bedrijfsgrootte1Tot10Werknemers_2;Bedrijfsgrootte10Tot50Werknemers_3;Bedrijfsgrootte50Tot100Werknemers_4;Bedrijfsgrootte100Tot500Werknemers_5;Bedrijfsgrootte500EnMeerWerknemers_6
1236;95 Reparatie van consumentenartikelen;2012 december;5.84;2.99;1.15;0.75;0.95;0.0
1237;95 Reparatie van consumentenartikelen;2013 december;5.18;2.79;1.11;0.3;0.91;0.0
1238;95 Reparatie van consumentenartikelen;2013 december;5.17;2.85;1.1;0.3;0.91;0.0
1239;95 Reparatie van consumentenartikelen;2014 december;4.99;2.85;1.03;0.29;0.82;0.0
1240;96 Overige persoonlijke dienstverlening;2008 december;60.1;35.7;12.9;2.3;3.0;6.1
1241;96 Overige persoonlijke dienstverlening;2009 december;58.6;33.8;12.7;2.2;2.9;7.0
1242;96 Overige persoonlijke dienstverlening;2010 december;60.4;33.6;13.7;2.2;3.6;7.2
1243;96 Overige persoonlijke dienstverlening;2011 december;60.4;33.1;13.9;2.7;3.5;7.2
1244;96 Overige persoonlijke dienstverlening;2011 december ;60.16;32.92;13.83;2.66;3.51;7.25
1245;96 Overige persoonlijke dienstverlening;2012 december;59.27;32.85;12.89;2.45;4.49;6.59
1246;96 Overige persoonlijke dienstverlening;2012 december;59.43;33.09;12.87;2.45;4.48;6.54
1247;96 Overige persoonlijke dienstverlening;2013 december;58.42;31.42;12.06;2.37;4.36;7.4
1248;96 Overige persoonlijke dienstverlening;2013 december;58.2;32.06;12.04;2.36;4.35;7.39
1249;96 Overige persoonlijke dienstverlening;2014 december;57.82;32.67;11.75;2.74;3.64;7.02
