ID;Geslacht;Onderwijssoort;Diplomasoort;Opleidingsvorm;Perioden;Gediplomeerden_1
1068;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2013/'14;150.0
1069;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2014/'15;80.0
1070;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2015/'16;30.0
1071;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2016/'17;10.0
1072;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2017/'18;0.0
1073;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2018/'19;0.0
1074;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2019/'20;0.0
1075;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2020/'21;0.0
1076;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2021/'22;0.0
1077;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2022/'23;0.0
1078;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2023/'24;0.0
1079;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2011/'12;10.0
1080;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2012/'13;0.0
1081;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2013/'14;0.0
1082;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2014/'15;0.0
1083;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2015/'16;0.0
1084;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2016/'17;0.0
1085;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2017/'18;0.0
1086;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2018/'19;0.0
1087;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2019/'20;0.0
1088;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2020/'21;0.0
1089;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2021/'22;0.0
1090;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2022/'23;0.0
1091;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2023/'24;0.0
1092;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2011/'12;19790.0
1093;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2012/'13;17490.0
1094;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2013/'14;18570.0
1095;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2014/'15;19910.0
1096;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2015/'16;20240.0
1097;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2016/'17;20590.0
1098;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2017/'18;21990.0
1099;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2018/'19;22690.0
1100;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2019/'20;23320.0
1101;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2020/'21;26180.0
1102;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2021/'22;26690.0
1103;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2022/'23;27780.0
1104;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2023/'24;28350.0
1105;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2011/'12;18880.0
1106;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2012/'13;16810.0
1107;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2013/'14;17960.0
1108;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2014/'15;19290.0
1109;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2015/'16;19690.0
1110;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2016/'17;20070.0
1111;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2017/'18;21450.0
1112;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2018/'19;22160.0
1113;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2019/'20;22820.0
1114;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2020/'21;25670.0
1115;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2021/'22;26160.0
1116;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2022/'23;27230.0
1117;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2023/'24;27790.0
1118;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2011/'12;910.0
1119;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2012/'13;680.0
1120;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2013/'14;620.0
1121;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2014/'15;620.0
1122;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2015/'16;550.0
1123;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2016/'17;530.0
1124;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2017/'18;540.0
1125;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2018/'19;540.0
1126;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2019/'20;500.0
1127;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2020/'21;520.0
1128;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2021/'22;530.0
1129;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2022/'23;550.0
1130;Vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2023/'24;560.0
1131;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2011/'12;2650.0
1132;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2012/'13;2620.0
1133;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2013/'14;2680.0
1134;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2014/'15;2730.0
1135;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2015/'16;2590.0
1136;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2016/'17;2690.0
1137;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2017/'18;2620.0
1138;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2018/'19;2470.0
1139;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2019/'20;2440.0
1140;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2020/'21;2710.0
1141;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2021/'22;2430.0
1142;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2022/'23;2560.0
1143;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2023/'24;2610.0
1144;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2011/'12;2530.0
1145;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2012/'13;2520.0
1146;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2013/'14;2590.0
1147;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2014/'15;2630.0
1148;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2015/'16;2510.0
1149;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2016/'17;2620.0
1150;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2017/'18;2550.0
1151;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2018/'19;2420.0
1152;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2019/'20;2380.0
1153;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2020/'21;2660.0
1154;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2021/'22;2390.0
1155;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2022/'23;2510.0
1156;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2023/'24;2580.0
1157;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2011/'12;120.0
1158;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2012/'13;100.0
1159;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2013/'14;90.0
1160;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2014/'15;100.0
1161;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2015/'16;70.0
1162;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2016/'17;70.0
1163;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2017/'18;60.0
1164;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2018/'19;50.0
1165;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2019/'20;60.0
1166;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2020/'21;50.0
1167;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2021/'22;40.0
1168;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2022/'23;50.0
1169;Vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2023/'24;40.0
