ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
4270;Belastingen en wettelijke premies;Overige lokale overheden;2021 3e kwartaal;0
4271;Belastingen en wettelijke premies;Overige lokale overheden;2021 4e kwartaal;0
4272;Belastingen en wettelijke premies;Overige lokale overheden;2021;0
4273;Belastingen en wettelijke premies;Overige lokale overheden;2022 1e kwartaal;0
4274;Belastingen en wettelijke premies;Overige lokale overheden;2022 2e kwartaal;0
4275;Belastingen en wettelijke premies;Overige lokale overheden;2022 3e kwartaal;0
4276;Belastingen en wettelijke premies;Overige lokale overheden;2022 4e kwartaal;0
4277;Belastingen en wettelijke premies;Overige lokale overheden;2022;0
4278;Belastingen en wettelijke premies;Overige lokale overheden;2023 1e kwartaal;0
4279;Belastingen en wettelijke premies;Overige lokale overheden;2023 2e kwartaal;0
4280;Belastingen en wettelijke premies;Overige lokale overheden;2023 3rd kwartaal;0
4281;Belastingen en wettelijke premies;Overige lokale overheden;2023 4e kwartaal;0
4282;Belastingen en wettelijke premies;Overige lokale overheden;2023;0
4283;Belastingen en wettelijke premies;Overige lokale overheden;2024 1e kwartaal;0
4284;Belastingen en wettelijke premies;Overige lokale overheden;2024 2e kwartaal;0
4285;Belastingen en wettelijke premies;Overige lokale overheden;2024 3e kwartaal;0
4286;Belastingen en wettelijke premies;Overige lokale overheden;2024 4e kwartaal;0
4287;Belastingen en wettelijke premies;Overige lokale overheden;2024;0
4288;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1995;49722
4289;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1996;49856
4290;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1997;52661
4291;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1998;56138
4292;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1999 1e kwartaal;15179
4293;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1999 2e kwartaal;16607
4294;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1999 3e kwartaal;14357
4295;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1999 4e kwartaal;15699
4296;Belastingen en wettelijke premies;Socialezekerheidsfondsen;1999;61842
4297;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2000 1e kwartaal;15767
4298;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2000 2e kwartaal;18175
4299;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2000 3e kwartaal;15237
4300;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2000 4e kwartaal;17197
4301;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2000;66376
4302;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2001 1e kwartaal;16522
4303;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2001 2e kwartaal;17174
4304;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2001 3e kwartaal;14745
4305;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2001 4e kwartaal;16575
4306;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2001;65016
4307;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2002 1e kwartaal;17156
4308;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2002 2e kwartaal;15695
4309;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2002 3e kwartaal;15492
4310;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2002 4e kwartaal;16460
4311;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2002;64803
4312;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2003 1e kwartaal;18210
4313;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2003 2e kwartaal;18190
4314;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2003 3e kwartaal;15523
4315;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2003 4e kwartaal;18279
4316;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2003;70202
4317;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2004 1e kwartaal;18268
4318;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2004 2e kwartaal;16865
4319;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2004 3e kwartaal;16806
4320;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2004 4e kwartaal;18642
4321;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2004;70581
4322;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2005 1e kwartaal;18152
4323;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2005 2e kwartaal;16880
4324;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2005 3e kwartaal;16436
4325;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2005 4e kwartaal;20254
4326;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2005;71722
4327;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2006 1e kwartaal;20313
4328;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2006 2e kwartaal;19415
4329;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2006 3e kwartaal;18883
4330;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2006 4e kwartaal;22920
4331;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2006;81531
4332;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2007 1e kwartaal;21160
4333;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2007 2e kwartaal;19404
4334;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2007 3e kwartaal;18673
4335;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2007 4e kwartaal;22731
4336;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2007;81968
4337;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2008 1e kwartaal;23700
4338;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2008 2e kwartaal;21196
4339;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2008 3e kwartaal;16255
4340;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2008 4e kwartaal;24635
4341;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2008;85786
4342;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2009 1e kwartaal;22452
4343;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2009 2e kwartaal;18165
4344;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2009 3e kwartaal;19816
4345;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2009 4e kwartaal;22789
4346;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2009;83222
4347;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2010 1e kwartaal;22081
4348;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2010 2e kwartaal;21244
4349;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2010 3e kwartaal;19860
4350;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2010 4e kwartaal;24689
4351;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2010;87874
4352;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2011 1e kwartaal;23623
4353;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2011 2e kwartaal;19707
4354;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2011 3e kwartaal;21407
4355;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2011 4e kwartaal;24460
4356;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2011;89197
4357;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2012 1e kwartaal;24147
4358;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2012 2e kwartaal;21467
4359;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2012 3e kwartaal;21504
4360;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2012 4e kwartaal;25426
4361;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2012;92544
4362;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2013 1e kwartaal;25207
4363;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2013 2e kwartaal;23040
4364;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2013 3e kwartaal;22990
4365;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2013 4e kwartaal;24730
4366;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2013;95967
4367;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2014 1e kwartaal;25322
4368;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2014 2e kwartaal;22143
4369;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2014 3e kwartaal;22621
4370;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2014 4e kwartaal;26457
4371;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2014;96543
4372;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2015 1e kwartaal;25077
4373;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2015 2e kwartaal;19184
4374;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2015 3e kwartaal;23031
4375;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2015 4e kwartaal;28187
4376;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2015;95479
4377;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2016 1e kwartaal;26384
4378;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2016 2e kwartaal;24415
4379;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2016 3e kwartaal;25278
4380;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2016 4e kwartaal;27810
4381;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2016;103887
4382;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2017 1e kwartaal;24928
4383;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2017 2e kwartaal;25141
4384;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2017 3e kwartaal;26412
4385;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2017 4e kwartaal;28332
4386;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2017;104813
4387;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2018 1e kwartaal;26144
4388;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2018 2e kwartaal;30610
4389;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2018 3e kwartaal;25929
4390;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2018 4e kwartaal;28749
4391;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2018;111432
4392;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2019 1e kwartaal;25427
4393;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2019 2e kwartaal;32148
4394;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2019 3e kwartaal;27049
4395;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2019 4e kwartaal;30007
4396;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2019;114631
4397;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2020 1e kwartaal;23469
4398;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2020 2e kwartaal;34792
4399;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2020 3e kwartaal;26061
4400;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2020 4e kwartaal;29991
4401;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2020;114313
4402;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2021 1e kwartaal;25516
4403;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2021 2e kwartaal;37977
4404;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2021 3e kwartaal;24526
4405;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2021 4e kwartaal;28822
4406;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2021;116841
4407;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2022 1e kwartaal;26690
4408;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2022 2e kwartaal;37438
4409;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2022 3e kwartaal;28363
4410;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2022 4e kwartaal;31972
4411;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2022;124463
4412;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2023 1e kwartaal;27742
4413;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2023 2e kwartaal;39445
4414;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2023 3rd kwartaal;28237
4415;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2023 4e kwartaal;33778
4416;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2023;129202
4417;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2024 1e kwartaal;29988
4418;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2024 2e kwartaal;39326
4419;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2024 3e kwartaal;29407
4420;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2024 4e kwartaal;36620
4421;Belastingen en wettelijke premies;Socialezekerheidsfondsen;2024;135341
4422;D2+D5+D91 Belastinginkomsten;Overheid;1995;72868
4423;D2+D5+D91 Belastinginkomsten;Overheid;1996;78596
4424;D2+D5+D91 Belastinginkomsten;Overheid;1997;82148
4425;D2+D5+D91 Belastinginkomsten;Overheid;1998;86877
4426;D2+D5+D91 Belastinginkomsten;Overheid;1999 1e kwartaal;21793
4427;D2+D5+D91 Belastinginkomsten;Overheid;1999 2e kwartaal;22991
4428;D2+D5+D91 Belastinginkomsten;Overheid;1999 3e kwartaal;23012
4429;D2+D5+D91 Belastinginkomsten;Overheid;1999 4e kwartaal;26588
4430;D2+D5+D91 Belastinginkomsten;Overheid;1999;94384
4431;D2+D5+D91 Belastinginkomsten;Overheid;2000 1e kwartaal;22457
4432;D2+D5+D91 Belastinginkomsten;Overheid;2000 2e kwartaal;25496
4433;D2+D5+D91 Belastinginkomsten;Overheid;2000 3e kwartaal;23732
4434;D2+D5+D91 Belastinginkomsten;Overheid;2000 4e kwartaal;28760
4435;D2+D5+D91 Belastinginkomsten;Overheid;2000;100445
4436;D2+D5+D91 Belastinginkomsten;Overheid;2001 1e kwartaal;24671
4437;D2+D5+D91 Belastinginkomsten;Overheid;2001 2e kwartaal;26787
4438;D2+D5+D91 Belastinginkomsten;Overheid;2001 3e kwartaal;26460
4439;D2+D5+D91 Belastinginkomsten;Overheid;2001 4e kwartaal;29727
4440;D2+D5+D91 Belastinginkomsten;Overheid;2001;107645
4441;D2+D5+D91 Belastinginkomsten;Overheid;2002 1e kwartaal;26052
4442;D2+D5+D91 Belastinginkomsten;Overheid;2002 2e kwartaal;29968
4443;D2+D5+D91 Belastinginkomsten;Overheid;2002 3e kwartaal;25932
4444;D2+D5+D91 Belastinginkomsten;Overheid;2002 4e kwartaal;30632
4445;D2+D5+D91 Belastinginkomsten;Overheid;2002;112584
4446;D2+D5+D91 Belastinginkomsten;Overheid;2003 1e kwartaal;26151
4447;D2+D5+D91 Belastinginkomsten;Overheid;2003 2e kwartaal;28238
4448;D2+D5+D91 Belastinginkomsten;Overheid;2003 3e kwartaal;25996
4449;D2+D5+D91 Belastinginkomsten;Overheid;2003 4e kwartaal;30072
4450;D2+D5+D91 Belastinginkomsten;Overheid;2003;110457
4451;D2+D5+D91 Belastinginkomsten;Overheid;2004 1e kwartaal;26099
4452;D2+D5+D91 Belastinginkomsten;Overheid;2004 2e kwartaal;30101
4453;D2+D5+D91 Belastinginkomsten;Overheid;2004 3e kwartaal;26998
4454;D2+D5+D91 Belastinginkomsten;Overheid;2004 4e kwartaal;32490
4455;D2+D5+D91 Belastinginkomsten;Overheid;2004;115688
4456;D2+D5+D91 Belastinginkomsten;Overheid;2005 1e kwartaal;28208
4457;D2+D5+D91 Belastinginkomsten;Overheid;2005 2e kwartaal;31803
4458;D2+D5+D91 Belastinginkomsten;Overheid;2005 3e kwartaal;29875
4459;D2+D5+D91 Belastinginkomsten;Overheid;2005 4e kwartaal;33528
4460;D2+D5+D91 Belastinginkomsten;Overheid;2005;123414
4461;D2+D5+D91 Belastinginkomsten;Overheid;2006 1e kwartaal;30365
4462;D2+D5+D91 Belastinginkomsten;Overheid;2006 2e kwartaal;33047
4463;D2+D5+D91 Belastinginkomsten;Overheid;2006 3e kwartaal;31453
4464;D2+D5+D91 Belastinginkomsten;Overheid;2006 4e kwartaal;36219
4465;D2+D5+D91 Belastinginkomsten;Overheid;2006;131084
4466;D2+D5+D91 Belastinginkomsten;Overheid;2007 1e kwartaal;32549
4467;D2+D5+D91 Belastinginkomsten;Overheid;2007 2e kwartaal;36021
4468;D2+D5+D91 Belastinginkomsten;Overheid;2007 3e kwartaal;31869
4469;D2+D5+D91 Belastinginkomsten;Overheid;2007 4e kwartaal;39349
4470;D2+D5+D91 Belastinginkomsten;Overheid;2007;139788
4471;D2+D5+D91 Belastinginkomsten;Overheid;2008 1e kwartaal;34242
4472;D2+D5+D91 Belastinginkomsten;Overheid;2008 2e kwartaal;38047
4473;D2+D5+D91 Belastinginkomsten;Overheid;2008 3e kwartaal;38389
4474;D2+D5+D91 Belastinginkomsten;Overheid;2008 4e kwartaal;38537
4475;D2+D5+D91 Belastinginkomsten;Overheid;2008;149215
4476;D2+D5+D91 Belastinginkomsten;Overheid;2009 1e kwartaal;34661
4477;D2+D5+D91 Belastinginkomsten;Overheid;2009 2e kwartaal;37004
4478;D2+D5+D91 Belastinginkomsten;Overheid;2009 3e kwartaal;31873
